Layer[0],Layer[1],Layer[2],TEE[3-8],Layer[9],Layer[10],classifier
0.416688,0.017345,0.202440,0.251210,0.001216,0.000320,0.895395
0.417297,0.017505,0.202888,0.260746,0.001312,0.000320,0.906980
0.416528,0.017697,0.203304,0.271306,0.001312,0.000384,0.918404
0.462930,0.017825,0.202952,0.255370,0.001152,0.000352,0.946597
0.416016,0.017824,0.202536,0.256042,0.001248,0.000352,0.901763
0.415857,0.017664,0.221705,0.261546,0.001280,0.000353,0.924645
0.421489,0.017760,0.202280,0.256522,0.001312,0.000417,0.906404
0.416849,0.017345,0.202087,0.268011,0.001248,0.000608,0.912356
0.420305,0.017536,0.202184,0.254378,0.001248,0.000384,0.902147
0.420272,0.017792,0.204680,0.255466,0.001248,0.000352,0.906628
0.420401,0.017568,0.202120,0.252010,0.001152,0.000384,0.900003
0.419632,0.017504,0.202056,0.258986,0.001152,0.000384,0.906275
0.417072,0.017728,0.220361,0.252746,0.001440,0.000384,0.917988
0.420432,0.017921,0.202088,0.250314,0.001184,0.000608,0.899043
0.415664,0.017697,0.202120,0.255274,0.001312,0.000384,0.900227
0.420305,0.017760,0.202056,0.259307,0.001312,0.000352,0.907428
0.419856,0.017472,0.202152,0.251018,0.001312,0.000384,0.898595
0.415472,0.017889,0.201896,0.244778,0.001376,0.000384,0.887971
0.414705,0.017249,0.202343,0.254570,0.001184,0.000384,0.896644
0.419728,0.017473,0.217065,0.244329,0.001408,0.000448,0.907331
0.415024,0.017601,0.201832,0.248138,0.001248,0.000320,0.890243
0.417360,0.017665,0.202760,0.258506,0.001312,0.000384,0.906083
0.420465,0.017601,0.202536,0.258954,0.001312,0.000384,0.907620
0.420017,0.017472,0.202279,0.251434,0.001248,0.000320,0.899363
0.415856,0.017728,0.202280,0.261962,0.001280,0.000352,0.906788
0.421136,0.017921,0.203368,0.255946,0.001216,0.000416,0.906499
0.420304,0.017728,0.221097,0.268938,0.001280,0.000448,0.936389
0.420817,0.017600,0.202376,0.255914,0.001216,0.000384,0.905444
0.415152,0.017697,0.202056,0.252458,0.001248,0.000352,0.894691
0.417456,0.017729,0.202312,0.258250,0.001120,0.000384,0.903395
0.416400,0.017313,0.202536,0.247658,0.001216,0.000608,0.891491
0.416176,0.017889,0.202728,0.255594,0.001280,0.000384,0.901219
0.420720,0.017504,0.202024,0.252042,0.001248,0.000352,0.900291
0.420816,0.017728,0.220553,0.272043,0.001280,0.000384,0.939429
0.420816,0.017921,0.202344,0.271915,0.001280,0.000416,0.922596
0.416625,0.017729,0.202311,0.257514,0.001152,0.000384,0.901956
0.421041,0.017920,0.203016,0.259979,0.001440,0.000384,0.911652
0.466611,0.017504,0.203400,0.250250,0.001152,0.000416,0.945349
0.467123,0.017888,0.202216,0.242730,0.001280,0.000640,0.937829
0.420433,0.017824,0.202056,0.245642,0.001152,0.000352,0.893923
0.437329,0.017665,0.202536,0.265386,0.001248,0.000352,0.931621
0.416656,0.018016,0.202824,0.252746,0.001504,0.000416,0.899363
0.420753,0.017536,0.202216,0.252298,0.001216,0.000384,0.900483
0.467219,0.017728,0.202696,0.272459,0.001440,0.000384,0.968934
0.420496,0.018081,0.202920,0.252906,0.001248,0.000416,0.901763
0.420848,0.017665,0.202216,0.260554,0.001184,0.000384,0.909475
0.416240,0.017856,0.202472,0.256554,0.001216,0.000416,0.901539
0.438481,0.017664,0.202472,0.260490,0.001280,0.000321,0.927749
0.415473,0.017633,0.202567,0.262698,0.001312,0.000384,0.905764
0.415472,0.017281,0.203112,0.241097,0.001152,0.000384,0.884194
0.420304,0.017345,0.201800,0.271755,0.001344,0.000352,0.918788
0.417360,0.017665,0.203176,0.243210,0.001344,0.000320,0.890307
0.415792,0.017601,0.202664,0.248874,0.001088,0.000352,0.892259
0.416208,0.017632,0.202504,0.255370,0.001184,0.000320,0.900035
0.438737,0.017665,0.202408,0.259050,0.001216,0.000448,0.927204
0.415728,0.017665,0.202344,0.241642,0.001216,0.000352,0.885347
0.416304,0.017633,0.202344,0.260810,0.001152,0.000352,0.904707
0.420304,0.017249,0.202440,0.274699,0.001152,0.000384,0.923204
0.420145,0.017472,0.202056,0.258058,0.001248,0.000352,0.905028
0.420304,0.017472,0.202696,0.287500,0.001152,0.000480,0.936805
0.415665,0.017600,0.202664,0.254570,0.001184,0.000577,0.898052
0.432497,0.018017,0.203656,0.254922,0.001472,0.000416,0.919044
0.465618,0.017505,0.202760,0.272331,0.001376,0.000384,0.965990
0.415504,0.017857,0.203016,0.257194,0.001216,0.000384,0.902627
0.420880,0.017921,0.202216,0.271755,0.001312,0.000416,0.921540
0.420688,0.017633,0.202568,0.265675,0.001216,0.000352,0.914500
0.420209,0.017473,0.202792,0.272778,0.001248,0.000608,0.920996
0.416144,0.017696,0.202568,0.252362,0.001024,0.000416,0.896643
0.433905,0.017281,0.202248,0.270539,0.001184,0.000480,0.931461
0.419921,0.017473,0.202248,0.275178,0.001185,0.000576,0.922341
0.420113,0.017473,0.202728,0.249929,0.001120,0.000384,0.897859
0.415857,0.017696,0.219145,0.281355,0.001344,0.000384,0.944069
0.415473,0.017856,0.202440,0.251914,0.001152,0.000384,0.894883
0.420944,0.017505,0.202664,0.255146,0.001248,0.000384,0.904707
0.421137,0.017760,0.202440,0.239722,0.001312,0.000416,0.889251
0.433169,0.017281,0.202664,0.250730,0.001280,0.000416,0.912452
0.422417,0.017409,0.203016,0.249866,0.001120,0.000384,0.900420
0.419665,0.017216,0.202632,0.248426,0.001120,0.000352,0.895043
0.415472,0.017313,0.202472,0.275019,0.001056,0.000384,0.917572
0.415441,0.017664,0.202184,0.258507,0.001216,0.000384,0.900996
0.420561,0.017504,0.202664,0.234473,0.001185,0.000352,0.882531
0.415697,0.017376,0.202792,0.251242,0.001280,0.000352,0.895459
0.432721,0.017632,0.203144,0.259402,0.001344,0.000352,0.921669
0.420881,0.017601,0.202664,0.260874,0.001344,0.000384,0.911716
0.419985,0.017568,0.202664,0.244842,0.001216,0.000352,0.893475
0.416336,0.017473,0.202408,0.265962,0.001184,0.000352,0.909764
0.420113,0.017409,0.202407,0.254858,0.001184,0.000352,0.903012
0.416464,0.017729,0.202760,0.278475,0.001184,0.000352,0.923332
0.420464,0.018273,0.202216,0.263178,0.001152,0.000416,0.911812
0.436369,0.017921,0.202120,0.265482,0.001248,0.000352,0.930052
0.420944,0.017440,0.202504,0.253770,0.001184,0.000320,0.903139
0.417552,0.017857,0.202856,0.251818,0.001536,0.000416,0.899523
0.420657,0.017953,0.226153,0.281707,0.001248,0.000352,0.955206
0.462642,0.017632,0.202856,0.269195,0.001216,0.000384,0.961318
0.421329,0.017505,0.202312,0.259690,0.001344,0.000384,0.909828
0.420465,0.017569,0.201735,0.254953,0.001312,0.000352,0.903204
0.420305,0.017728,0.202440,0.259082,0.001280,0.000352,0.908164
0.415952,0.017729,0.202408,0.258410,0.001344,0.000384,0.902851
0.415856,0.017537,0.202376,0.264234,0.001281,0.000352,0.908548
0.443665,0.017569,0.202696,0.262954,0.001217,0.000352,0.935557
0.419889,0.017473,0.202216,0.258474,0.001280,0.000416,0.906340
0.415696,0.017697,0.202824,0.260810,0.001376,0.000672,0.906339
0.420145,0.017665,0.202088,0.281419,0.001312,0.000608,0.930149
0.420400,0.017537,0.202216,0.263146,0.001568,0.000640,0.913668
0.420496,0.017825,0.202152,0.255498,0.001376,0.000608,0.904771
0.420752,0.017760,0.202344,0.255242,0.001440,0.000608,0.905731
0.434065,0.017568,0.202600,0.269675,0.001216,0.000384,0.932164
0.422033,0.017729,0.202760,0.259850,0.001312,0.000352,0.910596
0.415664,0.017697,0.201992,0.258058,0.001408,0.000352,0.902147
0.421201,0.017441,0.201960,0.279211,0.001248,0.000384,0.928325
0.420464,0.017505,0.202248,0.253226,0.001216,0.000416,0.901699
0.417169,0.017888,0.203720,0.271275,0.001472,0.000416,0.920196
0.420753,0.017633,0.202440,0.264298,0.001376,0.000576,0.914276
0.437810,0.017568,0.202376,0.260011,0.001344,0.000416,0.927461
0.420336,0.017472,0.202568,0.255114,0.001376,0.000384,0.904611
0.420432,0.017537,0.202344,0.261418,0.001280,0.000352,0.910435
0.420080,0.017537,0.221513,0.260938,0.001312,0.000352,0.929540
0.420496,0.017792,0.203016,0.257514,0.001376,0.000416,0.907428
0.415601,0.017569,0.202152,0.261802,0.001408,0.000416,0.905764
0.420816,0.017537,0.202600,0.261834,0.001344,0.000608,0.911427
0.416496,0.017793,0.202536,0.272362,0.001504,0.000480,0.919428
0.416113,0.018049,0.202247,0.243914,0.001472,0.000672,0.889667
0.420624,0.017729,0.202376,0.264650,0.001345,0.000384,0.913764
0.477747,0.017568,0.202056,0.267275,0.001376,0.000384,0.974214
0.420465,0.017537,0.202344,0.262154,0.001216,0.000384,0.910756
0.415921,0.017568,0.201992,0.246602,0.001280,0.000352,0.890435
0.416401,0.017728,0.202248,0.274987,0.001248,0.000352,0.920132
0.420368,0.017729,0.202408,0.254730,0.001280,0.000352,0.903748
0.420337,0.017600,0.203400,0.248618,0.001312,0.000384,0.898979
0.420592,0.017505,0.202216,0.254218,0.001184,0.000352,0.902563
0.437201,0.017633,0.202952,0.262922,0.001600,0.000448,0.931780
0.415633,0.017792,0.202472,0.256106,0.001344,0.000416,0.900323
0.416016,0.017729,0.202152,0.266762,0.001344,0.000672,0.911236
0.420400,0.018241,0.202504,0.278475,0.001376,0.000416,0.929988
0.422480,0.017505,0.203272,0.262986,0.001248,0.000384,0.914916
0.420496,0.017569,0.202632,0.253482,0.001184,0.000640,0.903971
0.420784,0.017761,0.202248,0.256554,0.001216,0.000448,0.905699
0.432433,0.017504,0.202280,0.253290,0.001184,0.000672,0.915075
0.419920,0.017473,0.202088,0.247242,0.001248,0.000640,0.895907
0.420528,0.017504,0.202472,0.265067,0.001280,0.000352,0.914052
0.416208,0.017537,0.220393,0.250858,0.001504,0.000416,0.915716
0.420305,0.017696,0.202536,0.259178,0.001345,0.000352,0.908644
0.416400,0.017633,0.201992,0.255562,0.001376,0.000384,0.900291
0.422417,0.017697,0.205768,0.261290,0.001216,0.000640,0.917124
0.420497,0.017664,0.202343,0.256458,0.001376,0.000352,0.905284
0.416176,0.017505,0.202184,0.258666,0.001216,0.000480,0.904003
0.415857,0.017761,0.201959,0.255626,0.001408,0.000608,0.900068
0.416336,0.017728,0.220521,0.264778,0.001216,0.000608,0.928612
0.415600,0.017569,0.202568,0.248009,0.001280,0.000416,0.892386
0.415056,0.017409,0.201896,0.252234,0.001472,0.000640,0.895779
0.416977,0.017761,0.202664,0.263146,0.001440,0.000384,0.910084
0.415824,0.017601,0.202120,0.256714,0.001312,0.000608,0.901283
0.421040,0.017921,0.202824,0.265802,0.001312,0.000416,0.915844
0.420400,0.017633,0.202568,0.258474,0.001248,0.000352,0.907907
0.433841,0.017728,0.202504,0.256746,0.001505,0.000608,0.920292
0.420304,0.017792,0.202088,0.247114,0.001280,0.000576,0.897347
0.420241,0.018177,0.202344,0.257802,0.001312,0.000608,0.907876
0.420017,0.017665,0.202824,0.278923,0.001248,0.000384,0.928261
0.422449,0.017601,0.202952,0.259466,0.001280,0.000608,0.911268
0.420048,0.017505,0.202088,0.260682,0.001376,0.000384,0.909187
0.416336,0.017537,0.202184,0.258410,0.001440,0.000640,0.904643
0.436849,0.017984,0.202120,0.261066,0.001216,0.000384,0.927397
0.420336,0.017889,0.202760,0.280779,0.001280,0.000384,0.931268
0.417104,0.017601,0.202344,0.259530,0.001440,0.000672,0.905571
0.415504,0.017729,0.201960,0.274282,0.001440,0.000704,0.919236
0.419856,0.017857,0.202024,0.254634,0.001344,0.000352,0.903011
0.419857,0.017409,0.202184,0.263050,0.001280,0.000416,0.911684
0.466483,0.017664,0.203016,0.251370,0.001312,0.000416,0.947173
0.420721,0.017696,0.201992,0.269739,0.001312,0.000384,0.918788
0.415792,0.017729,0.202344,0.250314,0.001216,0.000416,0.894595
0.417392,0.017665,0.203016,0.271243,0.001408,0.000608,0.919588
0.420784,0.017953,0.224169,0.254666,0.001280,0.000384,0.926692
0.420561,0.017761,0.202216,0.256298,0.001280,0.000384,0.905668
0.419761,0.017569,0.202568,0.261802,0.001312,0.000416,0.910820
0.415728,0.017601,0.202120,0.259018,0.001184,0.000384,0.902883
0.415632,0.017473,0.202344,0.258346,0.001216,0.000384,0.902659
0.415856,0.017537,0.203016,0.266762,0.001344,0.000448,0.911907
0.415505,0.017696,0.202343,0.252906,0.001248,0.000384,0.897252
0.443633,0.017761,0.202504,0.261994,0.001345,0.000608,0.936229
0.421073,0.017921,0.202824,0.268234,0.001216,0.000416,0.919172
0.416049,0.017697,0.202183,0.259339,0.001344,0.000416,0.904868
0.416112,0.017472,0.202344,0.300460,0.001440,0.000416,0.945861
0.416080,0.017761,0.203016,0.266379,0.001376,0.000640,0.913540
0.420273,0.017473,0.202152,0.248873,0.001216,0.000417,0.896868
0.415409,0.017441,0.202343,0.252938,0.001248,0.000384,0.895876
0.432785,0.017793,0.202408,0.263786,0.001312,0.000384,0.926244
0.415472,0.017697,0.202152,0.256938,0.001344,0.000448,0.900611
0.419760,0.017728,0.202280,0.250250,0.001248,0.000384,0.898083
0.416240,0.017568,0.202440,0.266123,0.001312,0.000384,0.911012
0.420176,0.017793,0.202312,0.257674,0.001216,0.000416,0.906723
0.416785,0.017825,0.203048,0.265098,0.001472,0.000416,0.912484
0.416176,0.017569,0.203016,0.262602,0.001504,0.000672,0.907555
0.437329,0.017536,0.203016,0.263179,0.001440,0.000640,0.931973
0.421265,0.018016,0.202759,0.254154,0.001313,0.000384,0.904612
0.415728,0.017569,0.202376,0.253962,0.001248,0.000320,0.898083
0.415408,0.017761,0.220137,0.256010,0.001280,0.000384,0.918180
0.420144,0.017825,0.202568,0.254762,0.001184,0.000320,0.903267
0.420112,0.017504,0.202152,0.268747,0.001184,0.000352,0.916484
0.421072,0.017281,0.202632,0.255690,0.001216,0.000384,0.904931
0.420144,0.017569,0.202056,0.246218,0.001312,0.000352,0.894563
0.416528,0.017793,0.202440,0.260138,0.001376,0.000384,0.905859
0.420561,0.017408,0.202504,0.248586,0.001216,0.000608,0.897123
0.415504,0.017761,0.220712,0.283723,0.001280,0.000448,0.947813
0.421168,0.017601,0.202472,0.250154,0.001152,0.000608,0.899747
0.416145,0.017793,0.202503,0.254570,0.001248,0.000352,0.899492
0.415696,0.017505,0.202408,0.251466,0.001312,0.000352,0.895491
0.416624,0.017697,0.202184,0.249322,0.001248,0.000352,0.894115
