Layer[0],Layer[1],IN[2],INFER[2-3],OUT[3],TEE[2-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395180,0.017888,0.127780,0.533648,0.107683,0.772983,0.050594,0.000608,0.014368,0.000352,0.001472,0.001248,0.000384,1.263045
0.395916,0.017536,0.146053,0.519663,0.067362,0.736822,0.054530,0.000640,0.014048,0.000320,0.001504,0.001184,0.000352,1.230821
0.395115,0.017473,0.137124,0.532720,0.069794,0.743670,0.049825,0.000640,0.013889,0.000384,0.001504,0.000992,0.000352,1.230436
0.410348,0.017504,0.155493,0.528143,0.065249,0.752470,0.050593,0.000576,0.013568,0.000352,0.001505,0.000960,0.000352,1.255078
0.394412,0.017600,0.125380,0.518255,0.066274,0.713845,0.049698,0.000608,0.013920,0.000320,0.001536,0.000896,0.000352,1.199651
0.394507,0.017633,0.136932,0.515087,0.062562,0.718005,0.052866,0.000576,0.013472,0.000352,0.001504,0.000928,0.000448,1.207107
0.416044,0.017697,0.138052,0.521999,0.071395,0.734902,0.048225,0.000704,0.013665,0.000384,0.001408,0.001184,0.000384,1.242917
0.395212,0.017504,0.142532,0.519344,0.073346,0.738454,0.048385,0.000576,0.013953,0.000384,0.001440,0.001120,0.000384,1.224676
0.396396,0.017409,0.143364,0.539536,0.082498,0.768790,0.052386,0.000640,0.013792,0.000416,0.001440,0.001184,0.000320,1.260133
0.394764,0.017504,0.141508,0.516975,0.070946,0.732501,0.050850,0.000608,0.013824,0.000352,0.001440,0.001088,0.000352,1.220548
0.395404,0.017569,0.138404,0.522895,0.068834,0.733333,0.048642,0.000672,0.014112,0.000384,0.001504,0.001248,0.000384,1.220932
0.395211,0.017504,0.143876,0.550097,0.080546,0.777751,0.049890,0.000608,0.014016,0.000416,0.001664,0.001120,0.000384,1.266469
0.395084,0.017569,0.141924,0.518479,0.066306,0.730197,0.054626,0.000640,0.013984,0.000384,0.001440,0.000992,0.000352,1.222532
0.394988,0.017408,0.139620,0.516719,0.066754,0.726549,0.048545,0.000608,0.013569,0.000352,0.001440,0.000992,0.000320,1.212036
0.415436,0.017632,0.143268,0.534032,0.067906,0.748470,0.049186,0.000608,0.013760,0.000384,0.001472,0.001056,0.000320,1.256229
0.395692,0.017664,0.144645,0.530351,0.066850,0.745366,0.050338,0.000640,0.014272,0.000448,0.001440,0.000960,0.000352,1.234628
0.395692,0.017729,0.131844,0.518479,0.067938,0.721909,0.068962,0.000672,0.014497,0.000384,0.001536,0.001088,0.000384,1.231045
0.395052,0.017632,0.137924,0.523088,0.071234,0.735830,0.049986,0.000608,0.013728,0.000384,0.001632,0.001152,0.000448,1.224324
0.395180,0.017600,0.143013,0.517295,0.067778,0.731702,0.048353,0.000608,0.013729,0.000416,0.001472,0.001120,0.000448,1.218052
0.394828,0.017408,0.123460,0.536528,0.085986,0.749430,0.048674,0.000608,0.013824,0.000384,0.001440,0.001152,0.000448,1.235556
0.395692,0.017665,0.123939,0.522992,0.071906,0.722357,0.050305,0.000608,0.014529,0.000352,0.001536,0.001152,0.000416,1.212804
0.394924,0.017665,0.129603,0.517520,0.070370,0.720885,0.048705,0.000608,0.013729,0.000384,0.001728,0.001024,0.000352,1.207492
0.418572,0.017472,0.130436,0.517327,0.070914,0.722101,0.050978,0.000608,0.013760,0.000384,0.001472,0.001120,0.000320,1.234405
0.394668,0.017505,0.142148,0.519183,0.067586,0.732469,0.049570,0.000640,0.014016,0.000384,0.001536,0.001120,0.000384,1.220100
0.397548,0.017568,0.125700,0.518320,0.065474,0.712790,0.049377,0.000608,0.013664,0.000384,0.001505,0.001120,0.000416,1.201924
0.394668,0.017568,0.141476,0.530927,0.066882,0.742774,0.055042,0.000640,0.013984,0.000352,0.001568,0.001088,0.000417,1.236133
0.396107,0.017537,0.130884,0.516175,0.065954,0.716373,0.048674,0.000704,0.013760,0.000352,0.001536,0.001312,0.000320,1.204611
0.395116,0.017376,0.140069,0.539088,0.093890,0.776695,0.048546,0.000640,0.013792,0.000352,0.001728,0.001152,0.000352,1.263077
0.394924,0.017600,0.143205,0.515855,0.063906,0.726070,0.051361,0.000576,0.013569,0.000384,0.001408,0.001152,0.000384,1.214756
0.395820,0.017601,0.144932,0.518255,0.067682,0.734069,0.052386,0.000640,0.013536,0.000384,0.001472,0.001248,0.000416,1.224164
0.396876,0.017568,0.150533,0.525135,0.069570,0.750102,0.049794,0.000608,0.013632,0.000352,0.001472,0.001152,0.000416,1.239620
0.395596,0.017600,0.125508,0.514415,0.067746,0.711670,0.050017,0.000576,0.014272,0.000384,0.001440,0.001152,0.000416,1.200836
0.396748,0.017761,0.139876,0.518703,0.065122,0.726869,0.049730,0.000576,0.014336,0.000384,0.001536,0.001088,0.000416,1.217188
0.412652,0.017441,0.144292,0.531824,0.069218,0.749046,0.048897,0.000800,0.013952,0.000416,0.001408,0.001088,0.000416,1.253861
0.395276,0.017409,0.139556,0.532144,0.072066,0.747190,0.050273,0.000576,0.013985,0.000416,0.001504,0.001184,0.000416,1.235653
0.395371,0.017504,0.137732,0.517647,0.091202,0.749974,0.049666,0.000608,0.013920,0.000416,0.001408,0.001024,0.000416,1.237476
0.395436,0.017824,0.141285,0.522255,0.073282,0.740438,0.049058,0.000672,0.014080,0.000416,0.001504,0.001120,0.000416,1.229124
0.397515,0.017824,0.151557,0.520687,0.066594,0.742870,0.050850,0.000576,0.013984,0.000352,0.001568,0.002464,0.000800,1.237540
0.396715,0.017505,0.137796,0.538416,0.086819,0.766295,0.050305,0.000608,0.014433,0.000384,0.001504,0.001216,0.000352,1.256901
0.395596,0.017409,0.133156,0.535952,0.067394,0.739958,0.049505,0.000832,0.014369,0.000384,0.001536,0.001408,0.000608,1.229029
0.396267,0.017472,0.140516,0.529488,0.066626,0.739830,0.049409,0.000608,0.014401,0.000384,0.001760,0.001280,0.000384,1.229476
0.416236,0.017409,0.132228,0.532336,0.069890,0.737654,0.049249,0.000608,0.014273,0.000352,0.001792,0.000992,0.000352,1.246309
0.397483,0.017281,0.137892,0.515503,0.064002,0.721077,0.048866,0.000992,0.014080,0.000352,0.001504,0.001056,0.000384,1.210115
0.397164,0.017344,0.138084,0.517808,0.065922,0.725206,0.050881,0.000640,0.013729,0.000352,0.001568,0.001120,0.000352,1.215556
0.397036,0.017601,0.141284,0.519471,0.069666,0.735477,0.053346,0.001056,0.013888,0.000384,0.001504,0.001056,0.000384,1.228901
0.395404,0.017345,0.134500,0.518671,0.068482,0.725653,0.054338,0.000576,0.013728,0.000384,0.001504,0.001056,0.000416,1.217956
0.396460,0.017376,0.134788,0.541840,0.077827,0.758103,0.049153,0.000576,0.013505,0.000384,0.001568,0.001216,0.000416,1.247045
0.397131,0.017633,0.142340,0.518864,0.065730,0.730710,0.048705,0.000832,0.013888,0.000352,0.001728,0.001216,0.000384,1.219620
0.394187,0.017377,0.140996,0.517711,0.065506,0.727541,0.049314,0.000608,0.013792,0.000352,0.001472,0.001025,0.000384,1.213028
0.394220,0.017537,0.148676,0.519375,0.067074,0.738741,0.049441,0.000608,0.013920,0.000416,0.001537,0.001216,0.000384,1.225445
0.394892,0.017376,0.123364,0.517071,0.064482,0.708085,0.050498,0.000608,0.014048,0.000384,0.001504,0.001216,0.000416,1.195875
0.395756,0.017792,0.126916,0.518191,0.064194,0.712629,0.048098,0.000576,0.013472,0.000384,0.001472,0.001216,0.000416,1.199587
0.411308,0.017601,0.140164,0.528336,0.072994,0.744726,0.050722,0.000576,0.013504,0.000384,0.001504,0.000960,0.000448,1.248965
0.396907,0.017377,0.131652,0.520367,0.065314,0.720725,0.048322,0.000576,0.014080,0.000352,0.001440,0.001184,0.000448,1.208003
0.394604,0.017600,0.133156,0.516943,0.084867,0.738326,0.049665,0.001024,0.013536,0.000384,0.001504,0.000992,0.000544,1.225060
0.394796,0.017441,0.143716,0.514191,0.066210,0.727285,0.049218,0.000640,0.013920,0.000352,0.001504,0.001024,0.000416,1.213412
0.399148,0.017728,0.130980,0.534032,0.067106,0.735734,0.047650,0.000608,0.013472,0.000384,0.001472,0.001056,0.000448,1.225348
0.395564,0.017505,0.139524,0.532656,0.074242,0.749590,0.048673,0.000800,0.013505,0.000352,0.001472,0.001056,0.000448,1.235493
0.395468,0.017441,0.139876,0.518543,0.068194,0.729685,0.048674,0.000608,0.013504,0.000352,0.001568,0.000864,0.000416,1.215588
0.394699,0.017504,0.133252,0.518127,0.065570,0.720053,0.047682,0.000576,0.013472,0.000384,0.001504,0.001248,0.000416,1.204867
0.417484,0.017600,0.146340,0.526352,0.076578,0.752598,0.049570,0.000640,0.013600,0.000384,0.001472,0.001088,0.000448,1.262373
0.395020,0.017409,0.166821,0.515343,0.065058,0.750486,0.049185,0.000608,0.013473,0.000384,0.001472,0.000992,0.000352,1.236933
0.396427,0.017473,0.139076,0.517359,0.066978,0.726517,0.048450,0.000608,0.013472,0.000384,0.001376,0.000992,0.000640,1.213571
0.394636,0.017473,0.128451,0.527184,0.065986,0.724981,0.054338,0.000640,0.013728,0.000352,0.001472,0.000992,0.000448,1.216292
0.394572,0.017344,0.127428,0.516783,0.063938,0.711701,0.049538,0.000608,0.013440,0.000384,0.001472,0.001152,0.000416,1.197187
0.395020,0.017504,0.132196,0.533392,0.082370,0.751479,0.047713,0.000576,0.013632,0.000384,0.001440,0.001057,0.000416,1.236133
0.400076,0.017600,0.150661,0.529679,0.082563,0.766679,0.049089,0.000832,0.013985,0.000352,0.001568,0.001472,0.000480,1.261509
0.398348,0.018241,0.163877,0.525231,0.072258,0.765462,0.050818,0.001024,0.013824,0.000352,0.001728,0.002081,0.000864,1.262502
0.397036,0.037857,0.135748,0.538704,0.068706,0.747350,0.050434,0.000832,0.014432,0.000384,0.001664,0.001504,0.000608,1.260389
0.397100,0.017377,0.130755,0.536431,0.069218,0.739957,0.049377,0.000864,0.014208,0.000384,0.001569,0.001152,0.000672,1.229989
0.397163,0.017633,0.165733,0.522095,0.068226,0.759542,0.050338,0.000800,0.013760,0.000576,0.001505,0.001344,0.000640,1.251013
0.395852,0.017472,0.137796,0.519984,0.066562,0.727606,0.049729,0.000800,0.013665,0.000352,0.001472,0.001024,0.000352,1.215780
0.396235,0.017408,0.132644,0.519823,0.068866,0.724373,0.049794,0.000832,0.013760,0.000384,0.001440,0.001056,0.000672,1.213636
0.396395,0.017505,0.147012,0.534960,0.083811,0.769079,0.049729,0.000800,0.013985,0.000352,0.001472,0.000928,0.000384,1.257925
0.396267,0.017312,0.136836,0.517871,0.073570,0.731734,0.053921,0.000800,0.013761,0.000352,0.001472,0.000960,0.000480,1.224068
0.397164,0.017408,0.138628,0.518320,0.067714,0.727894,0.049185,0.000832,0.014497,0.000352,0.001504,0.001088,0.000576,1.218052
0.396012,0.017760,0.169445,0.548945,0.067586,0.789688,0.050337,0.000832,0.013729,0.000576,0.001664,0.001024,0.000544,1.279846
0.396043,0.017473,0.139012,0.517455,0.065762,0.725365,0.052034,0.000768,0.013760,0.000384,0.001441,0.001120,0.000320,1.215844
0.397068,0.017569,0.138660,0.517231,0.064002,0.723253,0.048993,0.000800,0.013664,0.000384,0.001408,0.001088,0.000352,1.212068
0.411244,0.017632,0.131588,0.533744,0.070274,0.738934,0.049378,0.000832,0.013856,0.000352,0.001504,0.001184,0.000576,1.243428
0.397036,0.017569,0.133316,0.517615,0.070946,0.725685,0.049730,0.000608,0.013536,0.000352,0.001504,0.001056,0.000416,1.215140
0.397196,0.017761,0.141732,0.519183,0.086627,0.751158,0.050434,0.000832,0.013664,0.000384,0.001408,0.001120,0.000384,1.242437
0.397484,0.017696,0.145540,0.518160,0.069922,0.736950,0.050049,0.000608,0.013889,0.000384,0.001504,0.001248,0.000384,1.227332
0.396716,0.017536,0.144389,0.532655,0.073026,0.753591,0.050849,0.000576,0.013824,0.000353,0.001504,0.000992,0.000416,1.243845
0.396523,0.017760,0.135460,0.539216,0.075714,0.753878,0.054434,0.000704,0.014304,0.000416,0.001505,0.000992,0.000384,1.247845
0.398732,0.017921,0.136036,0.524527,0.076066,0.740341,0.049634,0.000640,0.014016,0.000352,0.001408,0.001120,0.000384,1.232517
0.398444,0.017633,0.141316,0.520367,0.072834,0.737845,0.049826,0.000768,0.013920,0.000384,0.001504,0.001249,0.000384,1.229733
0.421581,0.017633,0.135908,0.534575,0.071235,0.744950,0.048545,0.000640,0.013568,0.000416,0.001505,0.000992,0.000608,1.257798
0.395308,0.017377,0.135684,0.519887,0.064546,0.723221,0.050209,0.000832,0.014400,0.000352,0.001472,0.001024,0.000480,1.211684
0.396556,0.017504,0.130660,0.518448,0.067394,0.720022,0.049377,0.000608,0.014433,0.000416,0.001536,0.001248,0.000384,1.209732
0.398636,0.018177,0.170757,0.523439,0.072547,0.770615,0.050785,0.000800,0.013761,0.000352,0.001664,0.002400,0.000768,1.271878
0.396076,0.017888,0.129924,0.517263,0.065122,0.715701,0.050050,0.001024,0.014368,0.000352,0.001568,0.001184,0.000576,1.205956
1.932281,0.023937,0.857529,0.592050,0.089730,1.547149,0.051970,0.001056,0.036705,0.000704,0.001952,0.003008,0.000992,3.611498
0.404140,0.018816,0.224711,0.544336,0.096579,0.870554,0.052034,0.001120,0.014816,0.000384,0.002080,0.003872,0.000576,1.377896
0.404076,0.018880,0.211463,0.536399,0.128068,0.880890,0.051906,0.001120,0.014464,0.000672,0.002048,0.003169,0.000832,1.387305
0.404748,0.018145,0.204582,0.536015,0.076802,0.821656,0.051297,0.001088,0.014497,0.000352,0.002112,0.003104,0.000800,1.327271
0.399243,0.018016,0.178085,0.526992,0.071522,0.781175,0.050146,0.001088,0.014528,0.000672,0.001984,0.003104,0.000544,1.278949
0.419053,0.017952,0.157957,0.537680,0.069666,0.768599,0.050081,0.001057,0.014240,0.000352,0.001728,0.002784,0.000800,1.285894
0.399116,0.017984,0.160037,0.528144,0.070914,0.763287,0.049985,0.001056,0.014401,0.000320,0.001824,0.002432,0.000800,1.259973
0.400940,0.018241,0.150852,0.547633,0.083618,0.787095,0.049890,0.001024,0.014464,0.000384,0.001792,0.002656,0.000800,1.287398
0.398636,0.017953,0.133220,0.518863,0.071138,0.727029,0.049090,0.001024,0.014016,0.000576,0.001728,0.001824,0.000768,1.221444
0.398027,0.018337,0.168837,0.526032,0.071810,0.770775,0.050273,0.001056,0.014209,0.000576,0.001760,0.002048,0.000800,1.265637
0.397420,0.017921,0.156612,0.531216,0.068130,0.759766,0.050178,0.001024,0.014304,0.000352,0.001856,0.001856,0.000800,1.253477
0.397228,0.017793,0.145476,0.521552,0.074914,0.746102,0.049409,0.000800,0.014753,0.000608,0.001824,0.001856,0.000896,1.239621
0.400140,0.017728,0.143556,0.520591,0.067906,0.735509,0.049986,0.000896,0.014048,0.000352,0.001760,0.001536,0.000352,1.230244
0.399436,0.017825,0.140068,0.531312,0.070754,0.745846,0.050081,0.000864,0.015201,0.000608,0.001760,0.001536,0.000640,1.242469
0.398732,0.017761,0.143044,0.534768,0.073122,0.754390,0.050465,0.000864,0.013665,0.000608,0.001760,0.001440,0.000384,1.248229
0.399724,0.017760,0.132260,0.537936,0.073410,0.747158,0.054338,0.000800,0.014017,0.000576,0.001472,0.001248,0.000352,1.244965
0.398860,0.018049,0.143844,0.520847,0.067394,0.736021,0.049089,0.000832,0.014560,0.000384,0.001793,0.001120,0.000448,1.229477
