Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],IN[8],INFER[8-9],OUT[9],TEE[8-9],Layer[10],classifier
0.394924,0.017377,0.191461,0.004897,0.047137,0.000576,0.013568,0.000352,0.106244,0.037665,0.059617,0.206630,0.000673,0.884155
0.395628,0.017568,0.191878,0.004832,0.047138,0.000576,0.013568,0.000576,0.103235,0.034273,0.056194,0.196806,0.000736,0.876954
0.395851,0.017409,0.191909,0.004864,0.047169,0.000608,0.013600,0.000576,0.101475,0.046977,0.060482,0.212166,0.000672,0.891450
0.394795,0.017185,0.192102,0.004928,0.047585,0.000608,0.013537,0.000416,0.107203,0.038593,0.056002,0.205318,0.000512,0.884698
0.396043,0.017793,0.224262,0.005344,0.047809,0.000576,0.013633,0.000544,0.109507,0.037761,0.059714,0.210118,0.000576,0.924411
0.396235,0.017281,0.191654,0.004896,0.047713,0.000576,0.013537,0.000544,0.105923,0.036513,0.060738,0.206150,0.000576,0.886170
0.395628,0.017377,0.191429,0.004865,0.047937,0.000576,0.013536,0.000640,0.109188,0.045505,0.074082,0.231847,0.000672,0.911259
0.395596,0.017760,0.191590,0.004896,0.047489,0.000608,0.013504,0.000608,0.106595,0.044449,0.062946,0.217094,0.000640,0.896474
0.395308,0.017280,0.191750,0.004864,0.047521,0.000576,0.013569,0.000576,0.106435,0.039297,0.057698,0.206566,0.000544,0.885210
0.395595,0.017760,0.191750,0.004832,0.047425,0.000608,0.013537,0.000608,0.108195,0.036481,0.062818,0.210726,0.000608,0.890714
0.396076,0.017728,0.191334,0.004800,0.048385,0.000609,0.013472,0.000608,0.107267,0.037249,0.057890,0.205414,0.000576,0.885786
0.395435,0.017344,0.207494,0.005024,0.047938,0.000800,0.013600,0.000608,0.104579,0.048354,0.061378,0.217127,0.000608,0.913755
0.395532,0.017696,0.191334,0.004896,0.047426,0.000608,0.013536,0.000448,0.097987,0.034465,0.056098,0.191366,0.000544,0.869690
0.395531,0.017665,0.191462,0.004896,0.047393,0.000608,0.013665,0.000384,0.104419,0.036353,0.056513,0.200357,0.000577,0.880026
0.397740,0.017760,0.191590,0.004896,0.047681,0.000640,0.013504,0.000608,0.108675,0.037633,0.058434,0.207878,0.000640,0.889754
0.412780,0.017601,0.191845,0.004833,0.047553,0.000800,0.013408,0.000608,0.108644,0.047841,0.061474,0.221255,0.000640,0.918459
0.396395,0.017345,0.191686,0.004896,0.048033,0.000608,0.013537,0.000576,0.106307,0.039169,0.063682,0.211910,0.000672,0.891930
0.397516,0.017537,0.191333,0.004865,0.048129,0.000608,0.013536,0.000608,0.105347,0.037249,0.059106,0.204678,0.000640,0.886171
0.396172,0.017505,0.191685,0.004897,0.047265,0.000608,0.031521,0.000672,0.107395,0.044993,0.059105,0.214438,0.000544,0.912315
0.396235,0.017504,0.191526,0.004864,0.047105,0.000576,0.013537,0.000608,0.106883,0.037057,0.061474,0.208486,0.000928,0.887834
0.395467,0.017601,0.191333,0.004865,0.047969,0.000576,0.013536,0.000576,0.105475,0.037889,0.058530,0.204934,0.000576,0.883322
0.395339,0.017408,0.191398,0.004864,0.047905,0.000608,0.013537,0.000608,0.104707,0.036833,0.058050,0.202566,0.000704,0.881498
0.413453,0.017344,0.192006,0.004960,0.047585,0.000608,0.013505,0.000352,0.107523,0.045633,0.060930,0.217158,0.000896,0.914011
0.395500,0.017440,0.191590,0.004896,0.047521,0.000608,0.013569,0.000576,0.110115,0.037697,0.061442,0.212870,0.000704,0.892890
0.396235,0.017697,0.191430,0.004928,0.047361,0.000576,0.013665,0.000608,0.109859,0.037217,0.068578,0.219046,0.000640,0.898810
0.395596,0.017376,0.191878,0.004896,0.047937,0.000608,0.013537,0.000352,0.097443,0.032193,0.084962,0.217926,0.000672,0.897946
0.395980,0.017312,0.191494,0.004832,0.047810,0.001024,0.013504,0.000352,0.103875,0.036929,0.058914,0.202726,0.000576,0.882522
0.396684,0.017312,0.191526,0.004896,0.047938,0.000608,0.013536,0.000608,0.102211,0.036001,0.057570,0.198886,0.000960,0.880442
0.395436,0.017504,0.191494,0.004864,0.047457,0.000608,0.013569,0.000416,0.106403,0.044737,0.060610,0.214758,0.000896,0.893434
0.418060,0.017633,0.191813,0.004833,0.047297,0.000576,0.013536,0.000384,0.108036,0.037633,0.058722,0.207399,0.000800,0.909915
0.651443,0.017665,0.306441,0.005056,0.047201,0.000576,0.029825,0.000544,0.157861,0.082754,0.123140,0.367147,0.000672,1.433706
0.395660,0.017344,0.191590,0.005056,0.047169,0.000576,0.013697,0.000640,0.108451,0.044321,0.060962,0.216934,0.000960,0.896890
0.413772,0.017633,0.191526,0.005056,0.047169,0.000608,0.013665,0.000352,0.106499,0.037697,0.059298,0.206822,0.000576,0.904027
0.395307,0.017697,0.191878,0.005056,0.047681,0.000608,0.013505,0.000576,0.110307,0.045025,0.060802,0.219334,0.000672,0.899962
0.395660,0.017504,0.191590,0.004928,0.047553,0.001025,0.013472,0.000576,0.108515,0.045538,0.059713,0.216998,0.001056,0.897082
0.396332,0.017505,0.192069,0.005089,0.047969,0.000800,0.013953,0.000608,0.120515,0.043201,0.061410,0.228678,0.000768,0.911483
0.396620,0.017600,0.191654,0.005088,0.047458,0.000864,0.013600,0.000704,0.107107,0.034593,0.059010,0.203910,0.000672,0.884794
0.396108,0.017600,0.191462,0.004832,0.047713,0.000608,0.013537,0.000384,0.105571,0.034977,0.061666,0.205286,0.000672,0.884986
0.396043,0.017377,0.191334,0.004928,0.048801,0.000608,0.013569,0.000576,0.104515,0.037473,0.058306,0.203558,0.000736,0.883930
0.414220,0.017568,0.192038,0.004960,0.047586,0.000576,0.013664,0.000416,0.112355,0.045858,0.062786,0.224135,0.000960,0.923227
0.395883,0.017761,0.191782,0.004896,0.047745,0.000608,0.013569,0.000448,0.107523,0.038049,0.062146,0.210854,0.000640,0.890842
0.395692,0.017472,0.191782,0.004864,0.048770,0.000608,0.013568,0.000576,0.108675,0.037601,0.060450,0.210182,0.000896,0.892602
0.398412,0.018176,0.194374,0.004832,0.048290,0.001024,0.014112,0.000576,0.160229,0.050626,0.072418,0.286985,0.001056,0.976509
0.396556,0.017600,0.191590,0.004896,0.048098,0.000832,0.014112,0.000608,0.113828,0.038881,0.063362,0.219527,0.000736,0.901819
0.396204,0.017440,0.191878,0.004928,0.047489,0.000800,0.013569,0.000576,0.105955,0.038209,0.064674,0.213670,0.000768,0.894586
0.396876,0.017793,0.191685,0.005089,0.048449,0.000832,0.013568,0.000576,0.105092,0.038881,0.060834,0.207975,0.000736,0.890395
0.411308,0.017632,0.191846,0.004896,0.047809,0.001056,0.013601,0.000416,0.104387,0.038593,0.067746,0.213894,0.000640,0.909627
0.395756,0.017408,0.191846,0.004864,0.049122,0.000608,0.013600,0.000608,0.103139,0.039201,0.059842,0.205222,0.000672,0.886138
0.395723,0.017441,0.191846,0.004864,0.048193,0.000608,0.013633,0.000640,0.101027,0.038273,0.060162,0.202502,0.000672,0.882554
0.395724,0.017473,0.191941,0.004800,0.047426,0.000608,0.013600,0.000352,0.105283,0.062082,0.070338,0.241191,0.000640,0.921819
0.396268,0.017728,0.191974,0.004896,0.047810,0.000672,0.013632,0.000576,0.106435,0.037857,0.060834,0.208262,0.000608,0.888922
0.395596,0.017568,0.191174,0.004864,0.047650,0.000576,0.013536,0.000576,0.104579,0.047554,0.063969,0.219110,0.000608,0.898491
0.395852,0.017473,0.191429,0.005312,0.048162,0.000608,0.013504,0.000608,0.105924,0.045793,0.071138,0.225831,0.000672,0.906299
0.414796,0.017633,0.191654,0.004832,0.049793,0.000800,0.013601,0.000384,0.108931,0.042113,0.064834,0.219142,0.000704,0.920827
0.396043,0.017472,0.191622,0.005120,0.047713,0.000768,0.013729,0.000576,0.108419,0.047841,0.066754,0.226310,0.000640,0.906779
0.396076,0.017729,0.192325,0.005088,0.048002,0.000608,0.013568,0.000384,0.104227,0.038017,0.060993,0.206598,0.000672,0.887867
0.397035,0.017728,0.191558,0.005248,0.047489,0.000832,0.013601,0.000608,0.108899,0.061986,0.076962,0.251655,0.001024,0.934171
0.396524,0.017504,0.191878,0.005024,0.048098,0.000608,0.013600,0.000576,0.105475,0.048002,0.063458,0.220135,0.000608,0.902107
0.397964,0.017536,0.191782,0.005280,0.048545,0.000576,0.013569,0.000608,0.102083,0.041601,0.059810,0.206726,0.000704,0.889370
0.395947,0.017441,0.191718,0.004960,0.047905,0.000608,0.013601,0.000384,0.106211,0.048033,0.067586,0.225510,0.000544,0.906778
0.412428,0.017441,0.191941,0.004833,0.047873,0.000576,0.013600,0.000384,0.106436,0.047489,0.062594,0.219847,0.000608,0.915995
0.397259,0.017857,0.191942,0.004896,0.047329,0.000608,0.013569,0.000640,0.105571,0.037601,0.061730,0.208390,0.000608,0.891098
0.396556,0.017600,0.191942,0.004896,0.047362,0.000576,0.013504,0.000608,0.109379,0.035937,0.061090,0.209830,0.000704,0.890138
0.396492,0.017568,0.192166,0.005056,0.047714,0.000576,0.013600,0.000640,0.111620,0.052929,0.086019,0.254792,0.000768,0.937308
0.396300,0.017569,0.192357,0.005057,0.047905,0.000800,0.013568,0.000576,0.097347,0.037249,0.057185,0.194886,0.000736,0.875898
0.396172,0.017345,0.191845,0.004960,0.047970,0.000768,0.013568,0.000384,0.098435,0.038113,0.062658,0.202470,0.000576,0.883034
0.396043,0.017409,0.191942,0.004896,0.048193,0.000800,0.013569,0.000608,0.111587,0.036641,0.063778,0.215174,0.000544,0.895386
0.409581,0.017312,0.191718,0.005184,0.049153,0.000832,0.013697,0.000384,0.104707,0.047297,0.059522,0.214694,0.000544,0.909435
0.399019,0.017440,0.191718,0.004864,0.048129,0.000832,0.013601,0.000416,0.106563,0.046433,0.065122,0.221670,0.000640,0.904378
0.396844,0.017312,0.191782,0.004832,0.047970,0.001024,0.013504,0.000608,0.093443,0.038593,0.057698,0.192870,0.000576,0.873626
0.395820,0.017472,0.191750,0.004960,0.048418,0.000800,0.013440,0.000352,0.102979,0.046178,0.061697,0.214342,0.000640,0.894074
0.396332,0.017216,0.191461,0.004960,0.048034,0.000800,0.013376,0.000608,0.104195,0.040194,0.059873,0.207782,0.000736,0.887642
0.397259,0.017473,0.191686,0.005120,0.048257,0.000832,0.013569,0.000608,0.117091,0.037313,0.060866,0.218374,0.000736,0.899706
0.397035,0.017856,0.191846,0.005088,0.047713,0.000800,0.013569,0.000544,0.112195,0.035521,0.060034,0.212006,0.000608,0.895418
0.397099,0.017889,0.207878,0.005216,0.047970,0.000864,0.013536,0.000416,0.100931,0.034657,0.055938,0.194886,0.000576,0.893498
0.395563,0.017568,0.192006,0.005184,0.048097,0.001024,0.013569,0.000608,0.104323,0.046145,0.061026,0.215302,0.000608,0.897434
0.395403,0.017409,0.191654,0.005312,0.047969,0.000800,0.013537,0.000640,0.102915,0.045601,0.062146,0.214822,0.000576,0.894746
0.395532,0.017632,0.191877,0.005056,0.048002,0.000768,0.013440,0.000384,0.106819,0.040994,0.061666,0.213287,0.000640,0.893787
0.396652,0.017792,0.192070,0.004928,0.047778,0.000608,0.013536,0.000544,0.108515,0.045314,0.063618,0.220711,0.000544,0.902587
0.395660,0.017409,0.191973,0.004928,0.048226,0.000608,0.013440,0.000608,0.102435,0.034401,0.057314,0.197606,0.000608,0.877754
0.396716,0.017505,0.192165,0.004865,0.048353,0.000832,0.013504,0.000384,0.111684,0.037441,0.061698,0.214439,0.000864,0.896859
0.397035,0.017537,0.203878,0.005120,0.047842,0.000832,0.013568,0.000576,0.104547,0.038017,0.064258,0.209990,0.000768,0.904794
0.397996,0.017441,0.191973,0.005121,0.047713,0.000832,0.013632,0.000608,0.110372,0.038561,0.066626,0.219207,0.000672,0.902875
0.396811,0.017568,0.191846,0.004928,0.048129,0.000800,0.013665,0.000608,0.100547,0.033857,0.058018,0.195846,0.000640,0.877146
0.396396,0.017408,0.191654,0.004800,0.048002,0.000832,0.013728,0.000608,0.102019,0.039169,0.061250,0.206054,0.000576,0.886330
0.414092,0.017729,0.191877,0.004865,0.048737,0.000832,0.013696,0.000576,0.101475,0.035681,0.058721,0.199333,0.000608,0.898714
0.397100,0.017600,0.191750,0.005280,0.047938,0.000896,0.013472,0.000544,0.098883,0.034657,0.058466,0.195270,0.000576,0.876666
0.395500,0.017600,0.191686,0.004864,0.048577,0.000801,0.013440,0.000608,0.102915,0.037537,0.059202,0.203206,0.000704,0.882938
0.395852,0.017376,0.191686,0.004832,0.048258,0.001024,0.013504,0.000608,0.115172,0.040897,0.060834,0.220103,0.000640,0.900411
0.395660,0.017792,0.192070,0.004768,0.047426,0.000800,0.013504,0.000640,0.102499,0.035329,0.057186,0.198630,0.000640,0.878298
0.395723,0.017409,0.191429,0.004865,0.047649,0.000608,0.013472,0.000640,0.104579,0.038881,0.062818,0.209606,0.000672,0.888314
0.395724,0.017344,0.191654,0.005056,0.048482,0.000576,0.013504,0.000576,0.101635,0.046690,0.065281,0.216903,0.000576,0.896571
0.413004,0.017761,0.192294,0.005280,0.048001,0.000768,0.013569,0.000640,0.110243,0.045377,0.064802,0.223942,0.000608,0.924283
0.395628,0.017344,0.191558,0.005088,0.048194,0.000800,0.013536,0.000608,0.105731,0.037153,0.063810,0.211430,0.000640,0.891610
0.397580,0.017409,0.191717,0.004897,0.047713,0.000800,0.013568,0.000608,0.100259,0.038945,0.062114,0.205798,0.000768,0.887131
0.395660,0.017376,0.191621,0.004864,0.047138,0.000800,0.013728,0.000608,0.105987,0.038498,0.086850,0.235015,0.000864,0.915323
0.395691,0.017409,0.192038,0.004896,0.047809,0.000800,0.013505,0.000352,0.094338,0.045026,0.061090,0.203910,0.000576,0.883322
0.395916,0.017408,0.192678,0.005024,0.047810,0.000576,0.013440,0.000544,0.097987,0.040225,0.058242,0.201030,0.000512,0.881402
0.395628,0.017345,0.191461,0.004832,0.047874,0.000832,0.013472,0.000576,0.102563,0.037697,0.060226,0.203846,0.000576,0.883098
0.395948,0.031201,0.192230,0.004864,0.048321,0.000576,0.013569,0.000608,0.113923,0.034465,0.057954,0.209350,0.000608,0.903771
0.395180,0.017504,0.191749,0.004896,0.047522,0.001024,0.013440,0.000576,0.102339,0.039009,0.057665,0.203558,0.000576,0.882234
0.395339,0.017441,0.191942,0.004896,0.047553,0.000800,0.013473,0.000608,0.115779,0.047905,0.058594,0.225478,0.000576,0.904282
0.399276,0.017312,0.193606,0.004960,0.047073,0.001025,0.013568,0.000608,0.110019,0.037473,0.062018,0.212998,0.000672,0.898938
0.400716,0.018144,0.195942,0.004928,0.047938,0.000832,0.013696,0.000576,0.127396,0.041025,0.063874,0.236071,0.000800,0.929403
0.398956,0.017665,0.192645,0.005024,0.048641,0.000608,0.013601,0.000544,0.111843,0.038913,0.058178,0.212294,0.000576,0.896283
0.395723,0.017665,0.192390,0.004864,0.048961,0.000576,0.014113,0.000384,0.098051,0.041633,0.062626,0.205350,0.000640,0.887354
0.395372,0.017184,0.207302,0.004929,0.046945,0.000576,0.013792,0.000384,0.127108,0.040289,0.059618,0.230343,0.000448,0.923483
