Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-7],Layer[8],Layer[9],Layer[10],classifier
0.433361,0.017569,0.202568,0.005280,0.049090,0.189511,0.002432,0.000992,0.000608,0.909060
0.414672,0.017729,0.202152,0.005248,0.048866,0.196712,0.002048,0.001184,0.000608,0.896259
0.415633,0.017249,0.202728,0.005248,0.047970,0.192199,0.002112,0.001088,0.000384,0.893347
0.417040,0.017569,0.219881,0.005184,0.048386,0.201416,0.002400,0.001120,0.000640,0.921604
0.415921,0.017888,0.202824,0.004833,0.049217,0.202280,0.002017,0.001248,0.000576,0.904996
0.415728,0.018017,0.202536,0.004800,0.048514,0.201768,0.001888,0.001120,0.000608,0.902435
0.415376,0.017920,0.202088,0.004832,0.048290,0.193352,0.002080,0.001024,0.000352,0.892195
0.415440,0.017313,0.202664,0.004832,0.049154,0.196999,0.002049,0.000960,0.000576,0.896899
0.415216,0.017729,0.201704,0.004800,0.047618,0.189287,0.002017,0.000992,0.000608,0.886883
0.415696,0.017281,0.201992,0.004832,0.047394,0.186631,0.002112,0.000928,0.000544,0.884290
0.415633,0.017216,0.222889,0.004992,0.047202,0.186791,0.002145,0.000928,0.000576,0.905924
0.415472,0.017280,0.201896,0.004896,0.046850,0.185799,0.002048,0.001024,0.000320,0.882275
0.415472,0.017761,0.202216,0.004864,0.046946,0.200455,0.002112,0.000928,0.000320,0.898147
0.416304,0.017857,0.202056,0.004864,0.047202,0.191080,0.002016,0.001024,0.000384,0.889347
0.416208,0.017473,0.201928,0.004832,0.047458,0.194631,0.001953,0.001056,0.000608,0.894467
0.415952,0.017953,0.202696,0.005280,0.047714,0.198984,0.002048,0.000960,0.000352,0.899235
0.415280,0.017729,0.202055,0.004993,0.049378,0.188583,0.001984,0.001024,0.000320,0.888675
0.415409,0.017824,0.222184,0.005152,0.048642,0.174791,0.002112,0.000960,0.000352,0.894243
0.415088,0.017217,0.201671,0.004865,0.047714,0.178471,0.001984,0.001024,0.000384,0.874274
0.415984,0.020833,0.201608,0.004768,0.047106,0.202760,0.002048,0.000992,0.000384,0.902883
0.415728,0.017633,0.201832,0.004800,0.047842,0.186503,0.001984,0.000928,0.000352,0.884994
0.432465,0.017473,0.202376,0.004832,0.047138,0.190183,0.001952,0.000800,0.000384,0.904419
0.415760,0.017729,0.202120,0.004864,0.047330,0.210952,0.002016,0.000992,0.000384,0.909859
0.417168,0.017825,0.203112,0.005280,0.047330,0.211752,0.002464,0.001696,0.000576,0.916035
0.416112,0.017633,0.222121,0.005248,0.048354,0.202120,0.001984,0.001088,0.000352,0.923524
0.421584,0.018017,0.205864,0.005377,0.049057,0.256587,0.003040,0.002464,0.000544,0.973926
0.415824,0.017537,0.203304,0.005216,0.048578,0.196008,0.002400,0.001888,0.000576,0.900099
0.415569,0.017760,0.203240,0.005217,0.047522,0.232009,0.003136,0.001088,0.000608,0.933765
0.416208,0.017761,0.202760,0.005248,0.048514,0.197319,0.002144,0.001024,0.000576,0.899171
0.415792,0.017505,0.202824,0.005056,0.048194,0.190215,0.002112,0.000928,0.000608,0.890274
0.415601,0.017760,0.202568,0.005249,0.049730,0.192295,0.002080,0.000960,0.000576,0.894179
0.435217,0.017728,0.203336,0.005153,0.047874,0.191975,0.002080,0.000992,0.000384,0.911811
0.416016,0.017729,0.202536,0.005024,0.048450,0.207656,0.001984,0.001056,0.000576,0.908707
0.415344,0.017537,0.203048,0.005280,0.047650,0.201960,0.002144,0.000960,0.000608,0.901507
0.416049,0.017696,0.202344,0.005249,0.048001,0.202120,0.002241,0.001024,0.000608,0.903396
0.415984,0.017793,0.202344,0.005120,0.047650,0.206568,0.002144,0.001024,0.000608,0.906307
0.415728,0.017729,0.202696,0.005248,0.048162,0.204424,0.002048,0.001024,0.000608,0.905155
0.416369,0.017824,0.202920,0.005217,0.047681,0.205544,0.002177,0.001024,0.000608,0.906340
0.434481,0.018081,0.203112,0.004992,0.047394,0.198152,0.002112,0.001056,0.000384,0.917284
0.415792,0.017697,0.204360,0.005280,0.048834,0.195432,0.002176,0.001088,0.000352,0.898147
0.417105,0.017985,0.204072,0.005248,0.049442,0.197512,0.002144,0.001088,0.000384,0.903012
0.416464,0.017569,0.219913,0.005120,0.048418,0.203688,0.002080,0.001184,0.000672,0.923108
0.415889,0.017696,0.203688,0.005313,0.048098,0.191719,0.002208,0.000960,0.000352,0.893187
0.416688,0.017665,0.203848,0.005248,0.049666,0.185287,0.002048,0.000960,0.000384,0.888962
0.416241,0.017504,0.203144,0.005377,0.047778,0.197223,0.002144,0.001024,0.000385,0.899012
0.434193,0.017761,0.203112,0.005280,0.048386,0.195048,0.001984,0.001024,0.000416,0.914148
0.416368,0.017537,0.202856,0.005280,0.047682,0.187079,0.002080,0.000993,0.000384,0.887683
0.415952,0.017761,0.203016,0.005184,0.049730,0.189063,0.002177,0.001088,0.000384,0.891683
0.415600,0.017569,0.220648,0.005185,0.048130,0.196551,0.002240,0.000992,0.000576,0.915268
0.416944,0.017504,0.202952,0.005248,0.047970,0.198760,0.002240,0.000992,0.000384,0.900035
0.416368,0.018145,0.203368,0.004800,0.048546,0.191496,0.002080,0.001088,0.000640,0.893731
0.416048,0.017729,0.202632,0.005216,0.048386,0.202696,0.002080,0.001120,0.000416,0.903619
0.415632,0.017665,0.202792,0.005248,0.047362,0.200200,0.002144,0.000960,0.000384,0.899971
0.416368,0.017537,0.204456,0.005280,0.048098,0.200360,0.002464,0.000992,0.000384,0.902947
0.416016,0.017601,0.202216,0.005248,0.047714,0.201832,0.002176,0.001024,0.000608,0.902819
0.416368,0.017825,0.221736,0.005313,0.048386,0.195591,0.002080,0.000992,0.000352,0.916100
0.416304,0.017569,0.203080,0.005248,0.047746,0.186503,0.002048,0.001024,0.000576,0.887427
0.415824,0.017537,0.202504,0.005280,0.049890,0.185511,0.001952,0.001088,0.000576,0.887330
0.415952,0.017505,0.202280,0.005248,0.047202,0.193224,0.002112,0.000992,0.000384,0.891779
0.415728,0.017793,0.202824,0.005280,0.049218,0.193256,0.002016,0.000960,0.000608,0.894659
0.415856,0.017600,0.202376,0.005248,0.048418,0.199016,0.002144,0.001024,0.000608,0.900291
0.415792,0.017729,0.202824,0.005280,0.048418,0.197800,0.002016,0.001152,0.000640,0.899235
0.437713,0.017664,0.203208,0.005024,0.047970,0.189640,0.002112,0.000992,0.000608,0.912388
0.415792,0.017664,0.202536,0.005216,0.047170,0.195496,0.002304,0.001184,0.000640,0.895395
0.416496,0.017697,0.203528,0.005472,0.047618,0.193992,0.002208,0.000992,0.000576,0.896803
0.416336,0.017664,0.202984,0.005248,0.047778,0.198792,0.002528,0.000960,0.000608,0.900547
0.416784,0.017921,0.202792,0.005280,0.047330,0.187623,0.002112,0.000960,0.000384,0.888482
0.415376,0.017761,0.203528,0.005248,0.048386,0.198248,0.002272,0.000928,0.000640,0.899971
0.415952,0.017729,0.202920,0.005248,0.048034,0.186631,0.002049,0.000992,0.000608,0.887363
0.437361,0.017792,0.202184,0.005057,0.048033,0.197320,0.002144,0.001024,0.000384,0.919332
0.415857,0.017569,0.202535,0.005280,0.048738,0.207240,0.001984,0.001024,0.000416,0.908644
0.416336,0.017504,0.202536,0.005056,0.047266,0.205640,0.002305,0.001088,0.000608,0.906244
0.415760,0.017761,0.203016,0.005216,0.047490,0.226569,0.002304,0.001024,0.000608,0.927428
0.415280,0.017473,0.203240,0.004992,0.049666,0.190791,0.002464,0.000992,0.000608,0.892739
0.416048,0.017569,0.202952,0.005024,0.048290,0.195175,0.002336,0.000992,0.000352,0.897411
0.417424,0.017729,0.204680,0.005120,0.047042,0.199592,0.002240,0.001088,0.000352,0.903011
0.435569,0.017761,0.202984,0.005248,0.048802,0.197224,0.002112,0.000928,0.000320,0.918980
0.416400,0.017537,0.202664,0.005248,0.049986,0.187143,0.002080,0.000960,0.000416,0.890659
0.415824,0.017473,0.202312,0.005248,0.048514,0.200584,0.002016,0.000960,0.000608,0.902179
0.415409,0.017888,0.202471,0.005249,0.048194,0.209032,0.002176,0.000864,0.000384,0.910244
0.416240,0.017697,0.203752,0.005376,0.047650,0.192072,0.002080,0.000928,0.000416,0.894595
0.416112,0.017761,0.203048,0.005248,0.048034,0.201192,0.002144,0.000992,0.000576,0.904579
0.415824,0.017441,0.203208,0.005376,0.047778,0.194184,0.001920,0.001024,0.000608,0.894819
0.433393,0.017569,0.202888,0.005248,0.049122,0.189447,0.002240,0.001025,0.000608,0.909540
0.416017,0.017633,0.203080,0.005216,0.047266,0.195847,0.003200,0.001153,0.000704,0.899396
0.415920,0.017505,0.202376,0.005248,0.048418,0.188711,0.002080,0.000928,0.000416,0.889507
0.416304,0.017473,0.202696,0.019905,0.050306,0.197511,0.002017,0.001024,0.000608,0.915332
0.415536,0.017665,0.202664,0.005280,0.047554,0.191336,0.002080,0.000992,0.000384,0.891139
0.416272,0.017729,0.202248,0.005280,0.048930,0.198952,0.002112,0.001088,0.000608,0.900515
0.416016,0.017697,0.202760,0.005248,0.048482,0.194568,0.002080,0.000992,0.000352,0.896163
0.431729,0.017888,0.203432,0.005025,0.047425,0.198568,0.002208,0.000928,0.000576,0.914883
0.416240,0.017505,0.202664,0.005088,0.047554,0.194248,0.002176,0.001216,0.000576,0.895907
0.416048,0.017665,0.202792,0.005248,0.048450,0.196552,0.002144,0.000992,0.000384,0.897635
0.415633,0.017440,0.221289,0.005152,0.048322,0.192328,0.002240,0.001024,0.000608,0.912036
0.415792,0.017505,0.202504,0.005280,0.051010,0.207976,0.002112,0.001120,0.000576,0.911300
0.415728,0.017473,0.202824,0.005280,0.048290,0.201768,0.001952,0.001088,0.000352,0.902819
0.415952,0.017632,0.202952,0.005312,0.048194,0.199400,0.002112,0.001088,0.000352,0.899907
0.415184,0.017665,0.202792,0.005056,0.047298,0.196296,0.002112,0.001024,0.000576,0.895459
0.415504,0.017441,0.202664,0.005120,0.049122,0.199880,0.002144,0.001088,0.000416,0.900419
0.415761,0.017600,0.202760,0.005217,0.047457,0.199816,0.002176,0.001089,0.000416,0.900036
0.416976,0.017857,0.222568,0.005153,0.049378,0.196071,0.002080,0.001248,0.000608,0.919235
0.416561,0.017536,0.203080,0.005217,0.048642,0.197511,0.002016,0.001088,0.000384,0.901124
0.415696,0.017825,0.202920,0.005056,0.047362,0.196775,0.002176,0.000928,0.000416,0.896260
0.415920,0.017569,0.203016,0.005024,0.049474,0.192520,0.002080,0.001024,0.000384,0.894627
0.416240,0.017665,0.204456,0.005344,0.047874,0.211304,0.002144,0.000960,0.000384,0.913700
0.415344,0.017856,0.202984,0.005312,0.047586,0.189640,0.002080,0.000928,0.000416,0.889027
0.415632,0.017665,0.203368,0.005312,0.047490,0.192871,0.002304,0.001025,0.000352,0.892899
0.414961,0.017504,0.220424,0.005312,0.048162,0.192584,0.002112,0.000896,0.000384,0.909412
0.416145,0.017536,0.203496,0.005217,0.049409,0.182728,0.001952,0.000960,0.000352,0.884867
0.415216,0.017569,0.202952,0.005216,0.048130,0.198439,0.002016,0.000928,0.000384,0.897955
0.415953,0.017312,0.202216,0.005280,0.048226,0.190952,0.002016,0.000896,0.000384,0.890211
0.415441,0.017440,0.202536,0.005248,0.047650,0.194664,0.002112,0.001024,0.000384,0.893219
0.416272,0.017633,0.202408,0.005344,0.048002,0.197992,0.002112,0.001088,0.000352,0.897923
0.415216,0.017633,0.202600,0.005280,0.048258,0.189192,0.002080,0.000960,0.000384,0.888323
0.415473,0.017408,0.222216,0.005120,0.047682,0.191400,0.002016,0.000960,0.000384,0.909124
0.415248,0.017697,0.202792,0.005280,0.047842,0.197480,0.002016,0.000992,0.000384,0.896739
0.415248,0.017601,0.203144,0.005280,0.047650,0.192871,0.002080,0.000961,0.000416,0.891555
0.415761,0.017568,0.202728,0.005216,0.047906,0.189032,0.002208,0.000960,0.000384,0.888771
0.416464,0.018144,0.202344,0.005216,0.048322,0.189416,0.002112,0.000864,0.000288,0.889955
0.415985,0.017472,0.202792,0.004801,0.048065,0.187495,0.002240,0.000928,0.000384,0.887203
0.415952,0.017697,0.202696,0.005216,0.048898,0.188391,0.002145,0.000768,0.000544,0.888931
0.415408,0.017440,0.220425,0.004960,0.049218,0.190504,0.002208,0.000928,0.000352,0.909412
0.415600,0.017889,0.203336,0.004800,0.048482,0.189287,0.002144,0.000960,0.000384,0.889475
0.414992,0.017505,0.202952,0.004800,0.047458,0.185799,0.001952,0.000960,0.000416,0.884067
0.416848,0.017473,0.202760,0.005056,0.048962,0.223081,0.002496,0.000928,0.000288,0.925380
0.430193,0.017536,0.202983,0.005057,0.048386,0.180679,0.002368,0.000864,0.000384,0.894499
0.417008,0.017569,0.202344,0.004768,0.047426,0.184743,0.002272,0.000864,0.000288,0.882754
0.418640,0.017505,0.203080,0.004800,0.047970,0.170535,0.002528,0.000960,0.000288,0.872546
0.415792,0.017761,0.202376,0.005024,0.048610,0.225833,0.002080,0.000896,0.000384,0.925732
0.416048,0.017569,0.202760,0.005024,0.047394,0.208872,0.001984,0.000896,0.000416,0.908451
0.417136,0.017633,0.202920,0.005280,0.047586,0.197320,0.002112,0.000992,0.000608,0.898691
0.416688,0.017793,0.203784,0.005056,0.048450,0.198888,0.002112,0.001088,0.000352,0.901891
0.432433,0.017633,0.204168,0.005056,0.048706,0.206984,0.002241,0.001184,0.000384,0.926181
0.416016,0.017632,0.203848,0.005249,0.047361,0.198376,0.002208,0.000896,0.000320,0.899491
0.416817,0.017504,0.203239,0.005057,0.049186,0.196103,0.002048,0.001024,0.000384,0.898756
0.416272,0.017728,0.219081,0.005248,0.049186,0.201544,0.002784,0.000928,0.000352,0.920484
0.416816,0.017473,0.202696,0.005280,0.048738,0.216488,0.001984,0.000896,0.000416,0.917572
0.416369,0.017760,0.203720,0.005057,0.048801,0.204328,0.002080,0.000896,0.000384,0.906340
0.416465,0.017664,0.202856,0.005281,0.047937,0.182216,0.002176,0.000992,0.000384,0.882851
0.433553,0.017504,0.202888,0.005056,0.048738,0.189192,0.002080,0.000992,0.000384,0.907428
0.418385,0.017505,0.202472,0.005056,0.047746,0.199879,0.002304,0.000896,0.000384,0.902148
0.417905,0.017632,0.204008,0.005025,0.048642,0.192359,0.002336,0.000960,0.000384,0.896355
0.417809,0.017505,0.216424,0.005280,0.047938,0.208232,0.001952,0.000960,0.000320,0.923557
0.416912,0.017761,0.203208,0.005056,0.048738,0.190472,0.002112,0.000960,0.000416,0.893219
0.416048,0.017441,0.202824,0.005248,0.048258,0.185991,0.002080,0.000960,0.000384,0.886146
0.415888,0.017793,0.202408,0.005216,0.048162,0.189383,0.002592,0.001152,0.000384,0.889698
0.433489,0.017761,0.203176,0.005248,0.048610,0.207432,0.002144,0.000960,0.000384,0.926308
0.416336,0.017825,0.202888,0.005280,0.047234,0.204232,0.002048,0.000960,0.000384,0.904899
0.415920,0.017889,0.203016,0.005216,0.047842,0.205768,0.002176,0.001024,0.000352,0.906499
0.418032,0.017568,0.222889,0.005216,0.048642,0.185415,0.002145,0.001024,0.000384,0.908452
0.416145,0.017504,0.203368,0.005025,0.049026,0.209640,0.002080,0.000992,0.000352,0.911044
0.416848,0.017505,0.203176,0.005248,0.048930,0.207272,0.002016,0.001024,0.000384,0.909571
0.417136,0.017633,0.203048,0.005088,0.047298,0.204392,0.002144,0.000992,0.000352,0.905411
0.430929,0.017504,0.203016,0.005281,0.049090,0.212968,0.002304,0.001024,0.000384,0.930596
0.417072,0.017473,0.203080,0.005088,0.048834,0.202696,0.002432,0.001120,0.000320,0.905027
0.417296,0.017728,0.202536,0.005280,0.047362,0.191464,0.002560,0.001024,0.000640,0.893379
0.415824,0.017505,0.223721,0.005248,0.047874,0.193351,0.002240,0.000960,0.000448,0.914467
0.416496,0.017409,0.202472,0.005216,0.049314,0.210120,0.002368,0.000928,0.000384,0.911779
0.418192,0.017633,0.202344,0.005152,0.048706,0.202088,0.001952,0.000864,0.000384,0.904195
0.416624,0.017665,0.202504,0.005024,0.048290,0.204840,0.002048,0.000896,0.000416,0.905635
0.418257,0.017504,0.202632,0.005249,0.049122,0.193735,0.002048,0.000992,0.000576,0.897635
0.418608,0.017441,0.202824,0.005056,0.048194,0.205256,0.002560,0.000992,0.000384,0.908419
0.417040,0.017889,0.203400,0.005440,0.047778,0.191112,0.002304,0.001056,0.000384,0.893827
0.418320,0.017825,0.226537,0.005280,0.048226,0.200552,0.002400,0.001120,0.000320,0.928036
0.417105,0.017473,0.203496,0.005280,0.048482,0.191783,0.002528,0.000896,0.000352,0.894595
0.415856,0.017537,0.202120,0.005024,0.047650,0.193895,0.002208,0.000896,0.000608,0.892259
0.417072,0.017504,0.203016,0.005056,0.048802,0.201864,0.002208,0.000896,0.000385,0.904036
0.415600,0.017473,0.202248,0.005056,0.047522,0.201768,0.002144,0.000960,0.000384,0.899107
0.416145,0.017664,0.202376,0.005248,0.048034,0.190600,0.002272,0.000896,0.000352,0.889955
0.416465,0.017376,0.202632,0.005217,0.047297,0.202759,0.002401,0.000864,0.000384,0.901764
0.415632,0.017473,0.221385,0.005216,0.047170,0.192679,0.001952,0.000896,0.000352,0.909923
0.416432,0.017409,0.201800,0.005024,0.047522,0.206440,0.002144,0.001184,0.000416,0.904867
0.418256,0.017249,0.202504,0.005056,0.047458,0.187623,0.002144,0.000832,0.000320,0.887938
0.417009,0.017857,0.202856,0.005248,0.047522,0.206376,0.002016,0.000832,0.000352,0.907716
0.416880,0.017729,0.202920,0.005280,0.049602,0.206568,0.002112,0.000992,0.000384,0.909411
0.416304,0.017505,0.203016,0.005056,0.048194,0.191240,0.002048,0.000928,0.000352,0.891299
0.416400,0.017537,0.202728,0.005280,0.048802,0.237769,0.002048,0.001024,0.000416,0.938660
0.417553,0.017505,0.223432,0.005153,0.048353,0.206665,0.001952,0.000992,0.000384,0.928709
0.416560,0.017505,0.203496,0.005024,0.047970,0.207016,0.001952,0.000896,0.000384,0.908259
0.417073,0.017504,0.202696,0.005217,0.048578,0.197415,0.002400,0.000960,0.000352,0.901028
0.415984,0.017761,0.202440,0.005248,0.048962,0.211560,0.002048,0.000928,0.000384,0.913539
0.416336,0.017728,0.202472,0.004992,0.047618,0.191848,0.002144,0.000928,0.000384,0.891427
0.415696,0.017728,0.202792,0.005440,0.047586,0.198728,0.002048,0.000992,0.000384,0.898499
0.425425,0.017729,0.202920,0.005056,0.047042,0.200743,0.002240,0.000928,0.000576,0.909828
0.450418,0.017793,0.204904,0.005312,0.048418,0.193224,0.002080,0.001024,0.000416,0.931077
0.415953,0.017472,0.202376,0.005057,0.048385,0.201768,0.002176,0.000993,0.000384,0.901028
0.415760,0.017729,0.202696,0.005376,0.047842,0.192231,0.002240,0.000960,0.000384,0.892258
0.416304,0.017697,0.202472,0.005216,0.048002,0.192104,0.002016,0.000960,0.000384,0.891939
0.416080,0.017569,0.203080,0.005152,0.047682,0.205960,0.002080,0.000928,0.000352,0.905891
0.415856,0.017473,0.203592,0.005280,0.047682,0.201832,0.002176,0.000960,0.000352,0.902051
0.415856,0.017473,0.203176,0.005024,0.047138,0.207080,0.002112,0.000832,0.000352,0.906371
0.446257,0.017600,0.203592,0.005248,0.047458,0.203624,0.002176,0.000800,0.000416,0.933861
0.415569,0.017504,0.202696,0.005024,0.047202,0.195528,0.002080,0.000864,0.000544,0.893987
0.416944,0.017729,0.202856,0.004960,0.047874,0.208424,0.002176,0.000960,0.000608,0.909347
0.415472,0.017441,0.202408,0.005248,0.048386,0.233833,0.003072,0.001120,0.000576,0.937221
0.415344,0.017281,0.202472,0.004864,0.048162,0.190344,0.002080,0.000992,0.000384,0.888259
0.415184,0.017505,0.202600,0.005216,0.047746,0.208872,0.002080,0.000960,0.000352,0.907875
0.417392,0.017473,0.203336,0.005280,0.049314,0.200072,0.001984,0.000992,0.000416,0.902947
0.432945,0.017729,0.202952,0.005248,0.047906,0.194727,0.002112,0.000929,0.000416,0.911780
0.416400,0.017857,0.202312,0.005024,0.047682,0.215624,0.002336,0.000960,0.000416,0.915651
0.416080,0.017729,0.202024,0.005216,0.047746,0.201736,0.002080,0.001120,0.000384,0.901315
0.415537,0.017472,0.203656,0.005217,0.048322,0.230441,0.002336,0.000896,0.000384,0.930757
0.415888,0.017793,0.202312,0.005280,0.047746,0.198632,0.002016,0.001056,0.000384,0.897763
0.417521,0.017729,0.205096,0.005280,0.050018,0.203496,0.002144,0.001056,0.000416,0.909828
0.415856,0.017505,0.202984,0.005056,0.047458,0.187047,0.002080,0.001056,0.000384,0.886690
0.434641,0.017697,0.202856,0.005248,0.047778,0.196968,0.002144,0.001088,0.000384,0.915236
0.415152,0.017665,0.202792,0.005248,0.047714,0.186279,0.002176,0.001024,0.000352,0.884898
0.415825,0.017696,0.203016,0.005249,0.047362,0.201255,0.002113,0.000992,0.000576,0.901124
0.415792,0.017760,0.202280,0.005280,0.048514,0.224649,0.002432,0.001024,0.000384,0.926340
0.415408,0.017569,0.203176,0.005248,0.047682,0.201832,0.002048,0.000992,0.000384,0.901411
0.415440,0.017505,0.202888,0.005184,0.047682,0.197768,0.002112,0.000928,0.000384,0.897251
0.417424,0.017889,0.203368,0.005312,0.048194,0.205800,0.002176,0.001664,0.000384,0.909699
0.436689,0.017921,0.202888,0.005216,0.048386,0.198344,0.002144,0.001216,0.000384,0.923812
0.415952,0.017729,0.203208,0.005248,0.048386,0.213768,0.002240,0.001216,0.000608,0.915940
0.415536,0.017729,0.203240,0.005280,0.047650,0.187111,0.002144,0.000992,0.000576,0.887746
0.416208,0.017665,0.202888,0.005088,0.047778,0.209864,0.002144,0.000992,0.000384,0.909571
0.415984,0.017697,0.202504,0.004992,0.047586,0.184807,0.002112,0.000928,0.000384,0.883875
0.416336,0.017569,0.202440,0.005312,0.048418,0.193000,0.002016,0.000928,0.000384,0.892483
0.415632,0.017697,0.202824,0.005056,0.048834,0.200968,0.001920,0.000864,0.000576,0.901379
0.433937,0.017696,0.204008,0.005280,0.049090,0.189000,0.002112,0.000992,0.000608,0.909380
0.417553,0.017441,0.204200,0.005216,0.048354,0.198856,0.002496,0.001376,0.000416,0.904388
0.415952,0.017505,0.202792,0.005248,0.048130,0.188359,0.002080,0.001056,0.000608,0.888738
0.416240,0.017889,0.203016,0.005280,0.047522,0.217864,0.002208,0.000929,0.000448,0.918788
0.417424,0.017696,0.202184,0.005248,0.048034,0.198952,0.002016,0.001056,0.000416,0.899875
0.416369,0.017920,0.202536,0.005185,0.047778,0.195431,0.002048,0.001088,0.000384,0.895875
0.415792,0.017376,0.203240,0.005248,0.048162,0.207784,0.002049,0.000992,0.000384,0.907588
0.439345,0.017697,0.203304,0.005344,0.048930,0.191335,0.002144,0.001088,0.000352,0.917763
0.415600,0.017569,0.203272,0.005280,0.049346,0.192328,0.002176,0.000896,0.000384,0.893635
0.415696,0.017697,0.203688,0.005088,0.048674,0.187271,0.002049,0.000960,0.000320,0.888131
0.416272,0.017537,0.202536,0.005024,0.050050,0.224201,0.002112,0.001120,0.000416,0.925860
0.416496,0.017728,0.202600,0.005024,0.048546,0.189128,0.001984,0.000992,0.000352,0.890275
0.415440,0.017473,0.202664,0.004864,0.047906,0.182407,0.002080,0.001024,0.000384,0.880738
0.416496,0.017729,0.202696,0.005056,0.048290,0.207368,0.002624,0.001056,0.000608,0.909283
0.433169,0.017665,0.202888,0.005248,0.048450,0.224361,0.002304,0.000960,0.000384,0.942021
0.415697,0.017632,0.202376,0.005249,0.048001,0.189928,0.001952,0.000992,0.000352,0.888931
0.415440,0.017665,0.202376,0.005056,0.048322,0.193479,0.002081,0.000960,0.000384,0.892291
0.414000,0.017505,0.202536,0.004864,0.049634,0.203208,0.002144,0.000928,0.000384,0.901475
0.414576,0.017633,0.201640,0.004800,0.048482,0.188104,0.002048,0.000896,0.000416,0.884643
0.414864,0.017281,0.202120,0.004800,0.047618,0.205992,0.002048,0.000960,0.000416,0.902403
0.415696,0.018177,0.202824,0.005312,0.049282,0.207400,0.002496,0.000960,0.000576,0.909411
0.433297,0.017569,0.202120,0.005248,0.046978,0.182567,0.002080,0.001024,0.000352,0.897539
0.415665,0.017920,0.203496,0.005281,0.048258,0.185703,0.002144,0.001088,0.000352,0.886787
0.415888,0.017761,0.202184,0.005024,0.047682,0.193288,0.002176,0.000928,0.000416,0.892675
0.416528,0.017697,0.202792,0.005280,0.047810,0.209992,0.002272,0.001121,0.000608,0.910244
0.416080,0.017473,0.202600,0.005248,0.047362,0.190920,0.001952,0.001024,0.000384,0.889251
0.415664,0.017536,0.202152,0.005216,0.048482,0.208744,0.002240,0.000960,0.000384,0.907876
0.415856,0.017728,0.202952,0.005280,0.048578,0.190856,0.001920,0.000992,0.000384,0.891171
0.432337,0.017472,0.202440,0.005217,0.048001,0.188456,0.002016,0.000992,0.000352,0.904099
0.415408,0.017537,0.202600,0.005184,0.048546,0.189287,0.001920,0.000992,0.000608,0.888482
0.415664,0.017473,0.202664,0.005280,0.047906,0.193576,0.002048,0.001024,0.000384,0.892547
0.415120,0.017408,0.203080,0.005280,0.048418,0.228969,0.001984,0.001056,0.000640,0.928645
0.415696,0.017473,0.202632,0.005088,0.048482,0.193608,0.002016,0.000960,0.000384,0.891939
0.416624,0.017697,0.202824,0.005216,0.048770,0.195655,0.002177,0.000928,0.000352,0.898083
0.415377,0.017376,0.202408,0.005313,0.048289,0.189287,0.002112,0.000864,0.000384,0.888099
0.430928,0.017473,0.202728,0.005024,0.048546,0.197576,0.002144,0.000960,0.000608,0.913091
0.416464,0.017505,0.202888,0.005248,0.047522,0.190407,0.002016,0.001025,0.000608,0.890307
0.417073,0.018048,0.203080,0.005280,0.048097,0.189928,0.002080,0.000864,0.000384,0.891427
0.415632,0.017601,0.203272,0.005216,0.047714,0.227753,0.003072,0.000928,0.000416,0.929796
0.415088,0.017537,0.203112,0.004768,0.048578,0.190824,0.002112,0.000896,0.000384,0.890499
0.415472,0.017697,0.202440,0.005248,0.049634,0.197896,0.001856,0.000960,0.000384,0.898115
0.415408,0.017441,0.203272,0.005312,0.047938,0.216073,0.002048,0.000960,0.000416,0.917252
0.444753,0.017825,0.202536,0.005248,0.047810,0.199624,0.001952,0.000960,0.000352,0.927620
0.415408,0.017537,0.202728,0.005312,0.047618,0.195783,0.002080,0.001024,0.000384,0.895331
0.415376,0.017761,0.202600,0.005024,0.047746,0.189127,0.002176,0.000961,0.000352,0.888003
0.416657,0.017696,0.202472,0.005376,0.047266,0.220009,0.002368,0.000960,0.000608,0.920388
0.415953,0.017504,0.202952,0.005249,0.047809,0.183240,0.002080,0.000992,0.000608,0.883139
0.415633,0.017569,0.203015,0.005248,0.047874,0.185831,0.002112,0.000896,0.000352,0.884995
0.415504,0.017505,0.202824,0.004832,0.048386,0.198567,0.002081,0.000928,0.000352,0.897731
0.430833,0.017473,0.202856,0.004832,0.048194,0.197352,0.002016,0.000992,0.000416,0.912100
0.415408,0.017665,0.202376,0.004896,0.048514,0.207368,0.002240,0.001024,0.000576,0.907395
0.415344,0.017729,0.202408,0.004864,0.047618,0.189352,0.002208,0.000928,0.000384,0.887747
0.416560,0.017473,0.202472,0.004960,0.048642,0.215017,0.002144,0.000928,0.000384,0.915268
0.415504,0.017729,0.202664,0.004992,0.048322,0.195144,0.002144,0.001088,0.000576,0.895267
0.415536,0.017729,0.202248,0.005024,0.047778,0.192903,0.002080,0.000960,0.000608,0.892098
0.417104,0.017472,0.202824,0.005248,0.048322,0.192168,0.002016,0.000992,0.000352,0.893187
0.435377,0.017697,0.203144,0.005248,0.050210,0.194600,0.002080,0.000928,0.000352,0.916548
0.415921,0.017536,0.202664,0.005025,0.048737,0.186312,0.002048,0.000960,0.000608,0.886467
0.415441,0.017472,0.202375,0.005185,0.047202,0.194407,0.001952,0.000960,0.000640,0.892419
