Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.419376,0.017280,0.203112,0.004832,0.236969,0.014560,0.000480,0.001505,0.000960,0.000352,0.908196
0.419568,0.040162,0.202312,0.005312,0.251594,0.016704,0.000512,0.001505,0.001088,0.000416,0.948325
0.415441,0.017504,0.202504,0.004800,0.232746,0.014048,0.000480,0.001504,0.001024,0.000416,0.898915
0.420144,0.017280,0.202280,0.004864,0.226441,0.014369,0.000512,0.001440,0.000992,0.000384,0.896899
0.415888,0.017697,0.202568,0.004896,0.220457,0.015233,0.000512,0.001504,0.001024,0.000384,0.889187
0.420081,0.017441,0.202088,0.004832,0.223753,0.015680,0.000544,0.001472,0.001120,0.000384,0.896355
0.419761,0.017376,0.202408,0.004801,0.225896,0.014209,0.000512,0.001440,0.000960,0.000320,0.896259
0.419600,0.017313,0.202760,0.004864,0.221481,0.014241,0.000512,0.001440,0.001088,0.000384,0.891971
0.419920,0.017281,0.221513,0.004928,0.242537,0.014400,0.000512,0.001440,0.000992,0.000352,0.932964
0.415312,0.017441,0.201768,0.004864,0.237353,0.014112,0.000512,0.001536,0.001024,0.000352,0.902947
0.415505,0.017825,0.202312,0.004896,0.243433,0.014273,0.000512,0.001440,0.001056,0.000608,0.911236
0.415184,0.017249,0.202024,0.004864,0.239529,0.014081,0.000480,0.001440,0.001056,0.000384,0.904227
0.420688,0.017537,0.203048,0.005248,0.229417,0.014401,0.000480,0.001440,0.001024,0.000352,0.901507
0.414960,0.017729,0.201992,0.004800,0.218633,0.014240,0.000449,0.001440,0.000992,0.000768,0.883459
0.420081,0.017249,0.201991,0.004800,0.231209,0.014400,0.000480,0.001345,0.001024,0.000352,0.901988
0.444241,0.017441,0.201928,0.005088,0.217672,0.014048,0.000512,0.001440,0.001056,0.000352,0.913539
0.415984,0.017409,0.202440,0.004896,0.233673,0.014081,0.000512,0.001504,0.000928,0.000352,0.899939
0.419728,0.017313,0.202152,0.004960,0.224649,0.014080,0.000480,0.001409,0.000896,0.000384,0.894211
0.415057,0.017312,0.202184,0.004928,0.224457,0.014017,0.000448,0.001504,0.001056,0.000352,0.888803
0.419760,0.017633,0.202728,0.004832,0.242762,0.014752,0.000480,0.001568,0.000992,0.000608,0.914276
0.416177,0.017696,0.202728,0.004993,0.226600,0.015265,0.000512,0.001568,0.001056,0.000544,0.896803
0.419344,0.017536,0.202344,0.005088,0.238826,0.014464,0.000448,0.001472,0.001025,0.000576,0.909988
0.436209,0.017409,0.202056,0.005088,0.240873,0.014145,0.000544,0.001472,0.001312,0.000384,0.928676
0.419856,0.017601,0.202600,0.004864,0.235337,0.015297,0.000512,0.001504,0.000992,0.000352,0.908131
0.420145,0.017344,0.202248,0.004865,0.221640,0.014337,0.000512,0.001408,0.001024,0.000384,0.892227
0.419728,0.017504,0.202568,0.004864,0.226825,0.014177,0.000512,0.001472,0.000992,0.000384,0.898627
0.419376,0.017440,0.204296,0.004832,0.225961,0.014113,0.000544,0.001472,0.001120,0.000352,0.897091
0.415120,0.017569,0.202920,0.004768,0.225993,0.014273,0.000512,0.001408,0.001056,0.000416,0.892931
0.414992,0.017120,0.202824,0.004864,0.227529,0.014369,0.000480,0.001504,0.000928,0.000800,0.894243
0.439314,0.017472,0.202440,0.004896,0.227400,0.014113,0.000512,0.001504,0.000992,0.000352,0.917636
0.419857,0.017313,0.202023,0.004833,0.228265,0.016000,0.000512,0.001440,0.000960,0.000352,0.900388
0.415216,0.017697,0.202760,0.005280,0.234761,0.014113,0.000480,0.001472,0.000992,0.000384,0.902627
0.415120,0.017729,0.202280,0.004864,0.238666,0.014304,0.000480,0.001440,0.000992,0.000352,0.905379
0.420081,0.017504,0.202632,0.004929,0.232713,0.016128,0.000448,0.001408,0.000960,0.000352,0.905028
0.415408,0.017569,0.202632,0.004864,0.252458,0.014145,0.000512,0.001472,0.001056,0.000384,0.918500
0.416337,0.017664,0.203527,0.004832,0.234825,0.014849,0.000480,0.001376,0.001088,0.000352,0.905700
0.453202,0.017344,0.202024,0.005025,0.231785,0.014304,0.000512,0.001472,0.001056,0.000352,0.935428
0.416080,0.017729,0.202248,0.005216,0.230665,0.013985,0.000480,0.001504,0.001056,0.000384,0.897603
0.420049,0.017825,0.202311,0.004864,0.238345,0.015041,0.000512,0.001504,0.001120,0.000352,0.911524
0.419793,0.017344,0.202248,0.004897,0.252713,0.014624,0.000512,0.001504,0.000832,0.000352,0.923620
0.420624,0.017569,0.201928,0.004864,0.226345,0.014273,0.000448,0.001472,0.000992,0.000384,0.897603
0.419889,0.017601,0.201927,0.004832,0.224264,0.014272,0.000480,0.001536,0.000960,0.000416,0.895011
0.416016,0.017697,0.202152,0.005280,0.240905,0.014401,0.000416,0.001504,0.001120,0.000384,0.908867
0.436657,0.017537,0.202184,0.004992,0.228649,0.014337,0.000480,0.001504,0.000992,0.000832,0.917124
0.421008,0.017664,0.203080,0.004864,0.228873,0.014177,0.000480,0.001536,0.000992,0.000384,0.901347
0.420464,0.017665,0.203656,0.004832,0.234889,0.016257,0.000512,0.001408,0.001088,0.000800,0.910659
0.415377,0.017536,0.202184,0.005024,0.264907,0.016481,0.000480,0.001472,0.000992,0.000608,0.934277
0.415152,0.017665,0.202024,0.005088,0.239818,0.016160,0.000512,0.001536,0.000960,0.000416,0.908740
0.420208,0.017537,0.202344,0.005280,0.225161,0.018849,0.000480,0.001440,0.001024,0.000352,0.901091
0.415696,0.017281,0.202152,0.004832,0.235529,0.014272,0.000352,0.001536,0.001056,0.000320,0.900771
0.436081,0.017569,0.202248,0.004896,0.237738,0.014464,0.000480,0.001440,0.001056,0.000288,0.924900
0.420241,0.017633,0.202376,0.004864,0.240265,0.017313,0.000512,0.001440,0.000992,0.000352,0.916004
0.419985,0.017248,0.201864,0.004833,0.231945,0.021761,0.000544,0.001408,0.000960,0.000352,0.909156
0.415696,0.017537,0.217673,0.004960,0.227209,0.017344,0.000513,0.001440,0.000928,0.000384,0.913444
0.420049,0.017345,0.202696,0.004800,0.229481,0.022625,0.000448,0.001504,0.000960,0.000352,0.908516
0.419504,0.017665,0.202216,0.004864,0.237225,0.014048,0.000512,0.001504,0.001024,0.000384,0.907331
0.415505,0.017312,0.202023,0.005185,0.218920,0.014177,0.000384,0.001408,0.001024,0.000352,0.884099
0.433617,0.017537,0.201960,0.005120,0.234473,0.016832,0.000448,0.001504,0.000960,0.000416,0.921764
0.415984,0.017441,0.202312,0.004864,0.235593,0.016705,0.000448,0.001472,0.001088,0.000320,0.905539
0.415953,0.017248,0.201928,0.005088,0.290060,0.014464,0.000480,0.001440,0.000992,0.000544,0.957062
0.415760,0.017505,0.218600,0.005217,0.236393,0.015425,0.000512,0.001536,0.000960,0.000416,0.922980
0.420529,0.017472,0.202024,0.005025,0.230729,0.014272,0.000480,0.001536,0.000896,0.000352,0.901955
0.415184,0.017537,0.202248,0.004864,0.234921,0.015265,0.000448,0.001600,0.001056,0.000352,0.901795
0.420336,0.017921,0.202024,0.004832,0.238026,0.014464,0.000448,0.001408,0.000896,0.000416,0.908803
0.421329,0.017505,0.201704,0.005152,0.221640,0.015649,0.000480,0.001440,0.000928,0.000320,0.894147
0.419921,0.017473,0.201799,0.005249,0.231497,0.014368,0.000512,0.001472,0.000961,0.000800,0.902820
0.420720,0.017537,0.202088,0.005024,0.229225,0.014273,0.000512,0.001440,0.001024,0.000384,0.900835
0.421008,0.017953,0.218665,0.004960,0.242921,0.014112,0.000416,0.001504,0.001056,0.000800,0.932484
0.419985,0.017377,0.201959,0.004897,0.235849,0.013952,0.000480,0.001472,0.000960,0.000352,0.905412
0.416304,0.017569,0.202376,0.004768,0.233641,0.014273,0.000480,0.001376,0.000896,0.000352,0.900323
0.419889,0.017473,0.202632,0.005120,0.227369,0.014080,0.000448,0.001504,0.000929,0.000384,0.898820
0.415408,0.017505,0.202216,0.005088,0.226281,0.014273,0.000512,0.001440,0.000928,0.000352,0.892323
0.415312,0.017313,0.201640,0.004864,0.226793,0.014337,0.000512,0.001440,0.000960,0.000352,0.891907
0.416720,0.017313,0.202152,0.004832,0.225385,0.014113,0.000480,0.001472,0.000960,0.000352,0.892099
0.420080,0.017313,0.216265,0.004960,0.224169,0.015136,0.000480,0.001472,0.000928,0.000352,0.909347
0.419921,0.017473,0.202151,0.004961,0.235273,0.013921,0.000512,0.001504,0.000928,0.000416,0.906116
0.419760,0.017408,0.202120,0.005024,0.226633,0.014977,0.000448,0.001536,0.000896,0.000384,0.897539
0.420528,0.017537,0.203176,0.005088,0.224297,0.015649,0.000480,0.001440,0.001024,0.000800,0.899427
0.420304,0.017825,0.202376,0.004896,0.225833,0.014145,0.000480,0.001504,0.000992,0.000384,0.897155
0.415825,0.017760,0.202408,0.004833,0.232265,0.014240,0.000448,0.001440,0.000992,0.000385,0.899492
0.415088,0.017729,0.202568,0.004864,0.236105,0.014304,0.000512,0.001440,0.001056,0.000352,0.904739
0.415376,0.017665,0.223112,0.004897,0.224968,0.014273,0.000480,0.001408,0.000992,0.000288,0.912771
0.419600,0.017313,0.201832,0.004768,0.251626,0.014112,0.000480,0.001440,0.001089,0.000384,0.921412
0.419536,0.017537,0.202056,0.004896,0.233385,0.014177,0.000512,0.001440,0.001024,0.000320,0.903491
0.420592,0.017601,0.202440,0.005024,0.220617,0.013984,0.000448,0.001537,0.001056,0.000320,0.893027
0.415441,0.017536,0.202183,0.004801,0.235241,0.014112,0.000512,0.001440,0.001088,0.000352,0.901540
0.420848,0.017473,0.202888,0.005216,0.228681,0.013985,0.000512,0.001440,0.001120,0.000352,0.901411
0.420048,0.017505,0.202920,0.004768,0.227273,0.013984,0.000512,0.001409,0.001056,0.000416,0.897796
0.436625,0.017569,0.202280,0.004800,0.236841,0.016481,0.000544,0.001408,0.001056,0.000800,0.928068
0.420144,0.017536,0.203208,0.004864,0.223177,0.014273,0.000544,0.001440,0.001152,0.000352,0.895139
0.420400,0.020928,0.202472,0.005056,0.228488,0.014144,0.000512,0.001504,0.001056,0.000352,0.903043
0.419600,0.017280,0.202440,0.005024,0.233514,0.014080,0.000544,0.001472,0.000928,0.000352,0.902531
0.415216,0.017409,0.201992,0.004832,0.235881,0.014145,0.000480,0.001440,0.000992,0.000352,0.901347
0.420176,0.017185,0.203048,0.004800,0.227593,0.014017,0.000512,0.001504,0.000928,0.000576,0.898211
0.419920,0.017472,0.202472,0.004928,0.225577,0.014369,0.000480,0.001408,0.001056,0.000416,0.896643
0.435217,0.017857,0.202120,0.004864,0.237065,0.014112,0.000448,0.001440,0.001088,0.000352,0.923780
0.419697,0.017728,0.202344,0.004897,0.229353,0.014112,0.000480,0.001504,0.001024,0.000352,0.899587
0.415313,0.017408,0.202504,0.004865,0.227144,0.014112,0.000512,0.001472,0.001024,0.000352,0.893027
0.420433,0.017249,0.202696,0.004864,0.227049,0.014080,0.000480,0.001472,0.000993,0.000416,0.897924
0.421201,0.017345,0.202439,0.004865,0.233321,0.014432,0.000544,0.001472,0.001088,0.000384,0.906372
0.418992,0.017249,0.201960,0.004832,0.231977,0.014081,0.000544,0.001504,0.001056,0.000384,0.900963
0.420177,0.017537,0.202536,0.004864,0.234665,0.014177,0.000480,0.001568,0.001088,0.000800,0.907428
0.433809,0.017505,0.202344,0.004800,0.236969,0.015937,0.000512,0.001568,0.001088,0.000928,0.924644
0.417553,0.017665,0.205640,0.004832,0.236809,0.014433,0.000480,0.001568,0.001024,0.000384,0.910276
0.421393,0.017537,0.203656,0.005024,0.221673,0.014144,0.000512,0.001504,0.001056,0.000416,0.896708
0.416368,0.017697,0.202600,0.004992,0.280459,0.014497,0.000416,0.001440,0.001184,0.000320,0.949669
0.419472,0.017825,0.203496,0.005344,0.230665,0.014432,0.000384,0.001408,0.000992,0.000352,0.903075
0.415729,0.017408,0.203112,0.004929,0.256938,0.014912,0.000480,0.001472,0.001121,0.000352,0.924773
0.415280,0.017345,0.202344,0.004864,0.228137,0.015328,0.000545,0.001440,0.000992,0.000352,0.894915
0.436945,0.017440,0.202248,0.004992,0.249322,0.014305,0.000512,0.001440,0.001088,0.000384,0.938085
0.415344,0.017472,0.202664,0.005056,0.227977,0.014081,0.000512,0.001440,0.000928,0.000352,0.893379
0.416112,0.017281,0.202376,0.004832,0.231561,0.014465,0.000512,0.001408,0.000992,0.000384,0.898051
0.420241,0.017344,0.202152,0.004801,0.255434,0.014368,0.000480,0.001440,0.000992,0.000384,0.925828
0.420337,0.017921,0.202471,0.004993,0.234217,0.014081,0.000576,0.001472,0.000960,0.000352,0.905348
0.420912,0.017633,0.202408,0.004864,0.232713,0.014305,0.000448,0.001504,0.001024,0.000384,0.905827
0.420273,0.017729,0.202503,0.005025,0.233737,0.014273,0.000512,0.001472,0.001088,0.000384,0.906340
0.437873,0.017377,0.202952,0.005024,0.237321,0.014433,0.000480,0.001408,0.001152,0.000352,0.928004
0.420241,0.017792,0.202408,0.004865,0.227624,0.014304,0.000480,0.001504,0.001024,0.000384,0.899011
0.415248,0.017537,0.201768,0.004832,0.242185,0.015617,0.000480,0.001472,0.001120,0.000352,0.909763
0.421009,0.017601,0.202407,0.004897,0.253418,0.017152,0.000512,0.001536,0.001025,0.000384,0.928965
0.421136,0.017537,0.203304,0.004800,0.225929,0.014145,0.000480,0.001504,0.000992,0.000416,0.898755
0.416432,0.017313,0.203432,0.004864,0.227145,0.014017,0.000512,0.001472,0.001088,0.000320,0.894371
0.420016,0.017697,0.202088,0.005216,0.223561,0.015073,0.000448,0.001568,0.001024,0.000320,0.894883
0.430929,0.017473,0.201735,0.004993,0.235529,0.014369,0.000480,0.001504,0.000960,0.000352,0.917924
0.421072,0.017761,0.202792,0.004928,0.233257,0.014337,0.000512,0.001472,0.001024,0.000352,0.906275
0.416624,0.017185,0.201960,0.005024,0.228617,0.014273,0.000480,0.001536,0.000960,0.000352,0.896291
0.420944,0.017440,0.202696,0.004832,0.237098,0.013920,0.000480,0.001536,0.000993,0.000352,0.908548
0.419952,0.017697,0.201960,0.004768,0.232233,0.014081,0.000480,0.001504,0.001024,0.000352,0.902083
0.415600,0.017441,0.203304,0.004800,0.224905,0.014464,0.000736,0.001408,0.000928,0.000320,0.892674
0.416017,0.017216,0.201864,0.004801,0.234121,0.014144,0.000512,0.001472,0.000993,0.000608,0.900292
0.436370,0.017504,0.203144,0.004864,0.236170,0.016032,0.000480,0.001504,0.001024,0.000416,0.926053
0.415665,0.017504,0.202440,0.004832,0.212937,0.014304,0.000512,0.001537,0.001120,0.000352,0.878659
0.420017,0.017409,0.202888,0.004800,0.217384,0.013857,0.000448,0.001504,0.001056,0.000352,0.886979
0.420208,0.017729,0.202600,0.004768,0.259434,0.016065,0.000512,0.001440,0.000992,0.000352,0.932132
0.419953,0.017537,0.202184,0.004992,0.231273,0.014112,0.000512,0.001473,0.001056,0.000288,0.902980
0.420016,0.017697,0.202536,0.004800,0.226473,0.015137,0.000512,0.001504,0.001024,0.000384,0.899683
0.420049,0.017440,0.203304,0.004897,0.228489,0.015104,0.000544,0.001472,0.001056,0.000352,0.901987
0.432561,0.017537,0.202536,0.004832,0.236713,0.014337,0.000416,0.001376,0.000896,0.000352,0.920420
0.415920,0.017345,0.203560,0.005248,0.225129,0.014368,0.000448,0.001441,0.001056,0.000352,0.892995
0.420849,0.017376,0.202216,0.004864,0.222281,0.014337,0.000512,0.001440,0.000992,0.000384,0.892803
0.415440,0.017473,0.202472,0.005088,0.252298,0.016193,0.000512,0.001376,0.000896,0.000320,0.920132
0.415152,0.017633,0.202568,0.004736,0.218761,0.015584,0.000512,0.001377,0.000928,0.000352,0.885795
0.419633,0.017504,0.202024,0.004833,0.219432,0.015393,0.000480,0.001440,0.001024,0.000352,0.890403
0.419568,0.017889,0.202376,0.004864,0.229609,0.014080,0.000480,0.001472,0.001056,0.000352,0.899396
0.438673,0.017440,0.202376,0.004832,0.237322,0.014048,0.000480,0.001440,0.001185,0.000384,0.929029
0.419985,0.017568,0.202088,0.004833,0.227816,0.014112,0.000960,0.001472,0.001024,0.000384,0.899139
0.419632,0.017632,0.202728,0.004800,0.215209,0.013792,0.000481,0.001440,0.000960,0.000352,0.885219
0.415664,0.020897,0.202696,0.004800,0.251882,0.014112,0.000481,0.001472,0.001056,0.000352,0.922020
0.416240,0.017345,0.202056,0.004864,0.232233,0.015265,0.000480,0.001536,0.000896,0.000352,0.899523
0.416368,0.017536,0.203304,0.004800,0.237162,0.015488,0.000480,0.001536,0.001504,0.000384,0.910020
0.420433,0.017473,0.202792,0.004928,0.224489,0.015136,0.000448,0.001408,0.000896,0.000320,0.895971
0.436241,0.017472,0.202600,0.004800,0.227337,0.015745,0.000480,0.001472,0.000832,0.000352,0.916612
0.416112,0.017537,0.202152,0.004896,0.221673,0.013984,0.000512,0.001472,0.000928,0.000320,0.887458
0.416208,0.017345,0.202536,0.004832,0.221129,0.014272,0.000448,0.001440,0.001249,0.000352,0.888131
0.420208,0.017377,0.203656,0.020417,0.237321,0.014785,0.000448,0.001408,0.001056,0.000672,0.928228
0.418481,0.017665,0.202568,0.005024,0.235913,0.015617,0.000448,0.001504,0.001248,0.000832,0.909220
0.420433,0.017825,0.201864,0.005024,0.237289,0.016353,0.000480,0.001568,0.001280,0.000608,0.912516
0.419984,0.017505,0.202248,0.004896,0.225513,0.014113,0.000512,0.001568,0.001088,0.000352,0.896547
0.416816,0.017569,0.202856,0.004864,0.236617,0.014305,0.000480,0.001536,0.001056,0.000384,0.905763
0.420464,0.017376,0.202280,0.004992,0.236394,0.015264,0.000512,0.001664,0.001153,0.000800,0.911780
0.421393,0.017792,0.202376,0.004801,0.231817,0.014464,0.000480,0.001504,0.001152,0.000352,0.905796
0.420657,0.017664,0.222665,0.005024,0.236746,0.014368,0.000576,0.001664,0.001184,0.000352,0.930340
0.420016,0.017601,0.202184,0.004800,0.225129,0.016129,0.000512,0.001568,0.001184,0.000352,0.899363
0.415088,0.017568,0.202216,0.004768,0.234442,0.016896,0.000448,0.001664,0.001184,0.000320,0.903395
0.420465,0.017793,0.203112,0.004800,0.226953,0.014112,0.000512,0.001568,0.001153,0.000800,0.901412
0.420720,0.017345,0.203400,0.004832,0.229449,0.014369,0.000512,0.001536,0.001248,0.000352,0.903715
0.420657,0.017569,0.202152,0.004864,0.237481,0.015201,0.000480,0.001568,0.001120,0.000352,0.911332
0.419888,0.017505,0.202952,0.004864,0.226409,0.015201,0.000512,0.001472,0.001184,0.000416,0.900163
0.438609,0.017729,0.202248,0.004864,0.233193,0.016097,0.000512,0.001568,0.001152,0.000352,0.926148
0.420817,0.017697,0.202920,0.004960,0.227017,0.014144,0.000512,0.001568,0.001248,0.000352,0.900420
0.419953,0.017664,0.202280,0.004833,0.221736,0.014337,0.000512,0.001568,0.001184,0.000352,0.892963
0.419984,0.017537,0.202888,0.004896,0.255882,0.015425,0.000480,0.001600,0.001216,0.000352,0.930532
0.421232,0.017376,0.201992,0.005120,0.221641,0.014337,0.000544,0.001632,0.001184,0.000384,0.893891
0.415441,0.017376,0.203080,0.004865,0.239145,0.014753,0.000512,0.001472,0.001088,0.000352,0.907844
0.420368,0.017537,0.202728,0.004896,0.235433,0.014592,0.000512,0.001472,0.001088,0.000352,0.908963
0.437233,0.017568,0.203304,0.005024,0.236394,0.016672,0.000512,0.001472,0.001120,0.000384,0.928325
0.415536,0.017665,0.202664,0.005056,0.226441,0.016673,0.000512,0.001472,0.001184,0.000352,0.896899
0.415825,0.017696,0.202440,0.004832,0.231209,0.015904,0.000480,0.001472,0.001088,0.000320,0.900644
0.419793,0.017568,0.202408,0.004801,0.246473,0.015809,0.000480,0.001504,0.001152,0.000384,0.920708
0.420720,0.017536,0.204296,0.004896,0.239722,0.014497,0.000480,0.001504,0.001248,0.000352,0.914916
0.420593,0.017569,0.201896,0.004832,0.239881,0.015393,0.000480,0.001536,0.001184,0.000320,0.911972
0.420049,0.017568,0.202440,0.004864,0.231338,0.014240,0.000448,0.001600,0.001248,0.000352,0.903395
0.435633,0.017697,0.202472,0.004832,0.239369,0.014497,0.000480,0.001536,0.001184,0.000320,0.927620
0.419729,0.017568,0.202184,0.004993,0.233545,0.015008,0.000480,0.001504,0.001313,0.000384,0.907108
0.421776,0.017537,0.202024,0.005056,0.225161,0.014369,0.000544,0.001536,0.001280,0.000384,0.898595
0.421841,0.017729,0.221896,0.005088,0.234826,0.015776,0.000512,0.001600,0.001281,0.000384,0.931045
0.416048,0.017473,0.202920,0.004864,0.233129,0.015937,0.000512,0.001632,0.001216,0.000384,0.902499
0.420240,0.017825,0.202536,0.005248,0.227529,0.014241,0.000512,0.001600,0.001216,0.000320,0.899683
0.420273,0.017569,0.201832,0.004960,0.233865,0.014241,0.000512,0.001568,0.001152,0.000384,0.905732
0.420401,0.017665,0.202343,0.005057,0.233993,0.015297,0.000480,0.001536,0.001152,0.000352,0.908100
0.420689,0.017537,0.202920,0.005216,0.229065,0.015617,0.000480,0.001568,0.001152,0.000352,0.903428
0.420144,0.017345,0.202632,0.004832,0.221225,0.015553,0.000512,0.001568,0.001280,0.000320,0.896035
0.440561,0.017857,0.202216,0.004832,0.234729,0.014305,0.000512,0.001504,0.001152,0.000384,0.927492
0.416432,0.017473,0.202472,0.004800,0.229801,0.014241,0.000544,0.001568,0.001184,0.000352,0.899363
0.415633,0.017568,0.202760,0.004992,0.227272,0.013985,0.000480,0.001440,0.001216,0.000352,0.893987
0.415537,0.017344,0.201991,0.005377,0.228937,0.014400,0.000448,0.001536,0.001152,0.000352,0.896067
0.416144,0.017569,0.202568,0.004864,0.225257,0.013888,0.000512,0.001600,0.001056,0.000384,0.891714
0.420337,0.017249,0.202152,0.004800,0.222249,0.015776,0.000448,0.001536,0.000992,0.000352,0.893539
0.416016,0.017473,0.202184,0.004832,0.228105,0.014464,0.000480,0.001600,0.000960,0.000384,0.895491
0.437169,0.017537,0.202376,0.004800,0.231785,0.016161,0.000480,0.001536,0.001024,0.000352,0.922500
0.414961,0.017344,0.201960,0.004801,0.226536,0.013952,0.000512,0.001472,0.001088,0.000416,0.891619
0.415312,0.017728,0.201800,0.004864,0.231465,0.017440,0.000480,0.001440,0.000960,0.000352,0.900739
0.415824,0.017312,0.202184,0.005024,0.230505,0.014049,0.000480,0.001568,0.000992,0.000256,0.895779
0.418801,0.017504,0.203400,0.004864,0.230825,0.014016,0.000512,0.001536,0.001024,0.000256,0.901603
0.420177,0.017345,0.202760,0.004832,0.231369,0.017185,0.000544,0.001472,0.001216,0.000384,0.906340
0.415376,0.017312,0.202600,0.004832,0.233610,0.018048,0.000512,0.001632,0.001120,0.000384,0.902692
0.438833,0.017568,0.202376,0.004864,0.225321,0.014049,0.000544,0.001504,0.001024,0.000384,0.914148
0.419920,0.017441,0.202664,0.004864,0.222857,0.013984,0.000480,0.001472,0.000992,0.000608,0.892803
0.421584,0.017345,0.202952,0.004832,0.238090,0.014176,0.000480,0.001472,0.001056,0.000416,0.910819
0.416304,0.017249,0.202824,0.004832,0.247978,0.016640,0.000512,0.001441,0.001056,0.000384,0.918948
0.419953,0.017505,0.202344,0.004800,0.231593,0.014081,0.000512,0.001408,0.001088,0.000352,0.901924
0.420112,0.017793,0.201832,0.004768,0.218697,0.023201,0.000480,0.001504,0.001024,0.000416,0.898755
0.414960,0.017249,0.202664,0.004864,0.217865,0.017472,0.000544,0.001473,0.001056,0.000384,0.887107
0.435345,0.017568,0.202536,0.004928,0.237482,0.014336,0.000928,0.001441,0.001024,0.000384,0.926661
0.421296,0.017505,0.201992,0.004800,0.219977,0.015232,0.000544,0.001536,0.001120,0.000352,0.891971
0.414897,0.017472,0.202504,0.004801,0.220968,0.014081,0.000512,0.001536,0.001056,0.000384,0.886115
0.419760,0.017185,0.202376,0.004832,0.229033,0.018945,0.000512,0.001536,0.001024,0.000384,0.921508
0.417488,0.017761,0.202952,0.004928,0.224649,0.014145,0.000512,0.001536,0.001184,0.000352,0.895299
0.415952,0.017473,0.204520,0.005024,0.238057,0.014241,0.000512,0.001632,0.001120,0.000352,0.909379
0.414928,0.017568,0.202024,0.004896,0.237386,0.015520,0.000480,0.001536,0.001216,0.000384,0.905540
0.443058,0.018081,0.207816,0.005152,0.280811,0.016929,0.000672,0.001600,0.002496,0.000800,0.991783
0.421264,0.017793,0.203592,0.005248,0.256650,0.016033,0.000480,0.001504,0.001440,0.000576,0.932900
0.420849,0.017376,0.203880,0.005057,0.224328,0.014496,0.000576,0.001568,0.001184,0.000352,0.898787
0.417200,0.017697,0.221800,0.005248,0.240553,0.014913,0.000512,0.001536,0.001184,0.000416,0.931780
0.420560,0.017633,0.203368,0.004992,0.232937,0.014753,0.000512,0.001632,0.001248,0.000352,0.906819
0.420464,0.017537,0.202344,0.005280,0.235689,0.014593,0.000480,0.001504,0.001184,0.000352,0.909827
0.416240,0.017601,0.202792,0.005184,0.226569,0.014240,0.000480,0.001505,0.001248,0.000352,0.895011
0.415889,0.017472,0.202280,0.005249,0.222376,0.014305,0.000480,0.001504,0.001216,0.000352,0.890115
0.416080,0.017633,0.202472,0.005120,0.227689,0.015233,0.000480,0.001568,0.001248,0.000352,0.898211
0.420657,0.017665,0.202536,0.005024,0.234985,0.014433,0.000512,0.001536,0.001248,0.000352,0.908420
0.415728,0.034753,0.204616,0.005280,0.218824,0.015265,0.000512,0.001568,0.001248,0.000352,0.907107
0.415664,0.017536,0.202120,0.004864,0.229001,0.014849,0.000480,0.001504,0.001248,0.000352,0.896483
0.419728,0.017344,0.202504,0.004832,0.229161,0.014241,0.000480,0.001504,0.001152,0.000352,0.900163
0.421457,0.017504,0.202824,0.005249,0.236137,0.014721,0.000544,0.001568,0.001216,0.000352,0.913124
0.415376,0.017473,0.202760,0.005088,0.233833,0.015104,0.000512,0.001600,0.001152,0.000352,0.903171
0.420816,0.017505,0.202568,0.005248,0.226121,0.014209,0.000544,0.001568,0.001216,0.000352,0.898947
0.415952,0.017729,0.203080,0.004864,0.231785,0.014689,0.000512,0.001536,0.001120,0.000384,0.900035
0.438418,0.017600,0.202312,0.004865,0.241705,0.016225,0.000512,0.001568,0.001152,0.000640,0.935109
0.420305,0.017505,0.202472,0.005248,0.226121,0.014400,0.000512,0.001569,0.001120,0.000384,0.899108
0.415344,0.017600,0.203624,0.005024,0.229449,0.014305,0.000544,0.001568,0.001216,0.000384,0.897731
0.420593,0.017537,0.203144,0.005056,0.252010,0.015392,0.000480,0.001536,0.001152,0.000352,0.927301
0.420080,0.017345,0.202696,0.005280,0.223913,0.014977,0.000544,0.001472,0.001120,0.000352,0.896291
0.420561,0.017600,0.202408,0.005089,0.222600,0.014049,0.000512,0.001536,0.001088,0.000576,0.894019
0.420304,0.017665,0.202120,0.005088,0.239657,0.014273,0.000480,0.001504,0.001248,0.000352,0.911747
0.447697,0.017761,0.202312,0.005024,0.239978,0.015040,0.000480,0.001664,0.001153,0.000384,0.941541
0.420721,0.017568,0.202184,0.005025,0.240361,0.014305,0.000512,0.001632,0.001216,0.000320,0.913380
0.420144,0.017569,0.202440,0.005152,0.224873,0.014496,0.000481,0.001600,0.001216,0.000352,0.897731
0.419953,0.017537,0.218376,0.005120,0.245674,0.014273,0.000480,0.001536,0.001120,0.000352,0.933765
0.421169,0.017729,0.202536,0.004992,0.243401,0.015873,0.000544,0.001568,0.001152,0.000352,0.919972
0.421264,0.017569,0.203048,0.005216,0.235401,0.015137,0.000512,0.001504,0.001088,0.000384,0.909603
0.415504,0.017633,0.202440,0.004992,0.228681,0.014593,0.000480,0.001440,0.001152,0.000320,0.896579
0.415857,0.017729,0.202535,0.005281,0.239081,0.014593,0.000448,0.001536,0.001152,0.000352,0.907204
0.421616,0.017569,0.203240,0.005280,0.238346,0.014400,0.000512,0.001600,0.001153,0.000384,0.911972
