Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-10],classifier
0.416400,0.017537,0.203400,0.004832,0.047618,0.000768,0.013633,0.115236,0.891075
0.416561,0.017600,0.202856,0.005280,0.048001,0.000992,0.013409,0.119845,0.896003
0.416624,0.017505,0.202408,0.004800,0.048386,0.000832,0.013440,0.118181,0.894371
0.434673,0.017569,0.202408,0.004896,0.047586,0.000832,0.013409,0.124549,0.917828
0.416752,0.017729,0.202888,0.004864,0.048290,0.000832,0.013504,0.110852,0.889603
0.416656,0.017633,0.203752,0.004992,0.047586,0.000832,0.013761,0.113860,0.892323
0.416976,0.017505,0.202792,0.004864,0.048386,0.000800,0.013536,0.116837,0.889602
0.416881,0.017600,0.203560,0.004801,0.047778,0.000992,0.013440,0.111749,0.886819
0.416433,0.017312,0.203176,0.004865,0.047041,0.001024,0.013504,0.109892,0.880899
0.415793,0.017472,0.202216,0.004800,0.047362,0.000768,0.013729,0.112836,0.885859
0.437714,0.017760,0.202760,0.004832,0.046946,0.000768,0.013473,0.139685,0.934021
0.417936,0.017729,0.202696,0.004800,0.047106,0.000800,0.013697,0.114244,0.890371
0.416817,0.017696,0.202600,0.004832,0.047010,0.000576,0.013377,0.113892,0.885251
0.416816,0.017633,0.202504,0.004832,0.047554,0.000800,0.013409,0.117604,0.893667
0.417072,0.017729,0.202184,0.004832,0.047010,0.001024,0.013409,0.117092,0.889027
0.417297,0.017728,0.202280,0.004832,0.047586,0.000608,0.013697,0.113668,0.893603
0.416465,0.017536,0.202216,0.004800,0.047010,0.000576,0.013377,0.112356,0.881923
0.437361,0.019680,0.202088,0.004768,0.047330,0.000576,0.013377,0.114116,0.917732
0.416273,0.017313,0.202983,0.004833,0.047074,0.000576,0.013376,0.132869,0.903844
0.416273,0.017696,0.202728,0.004769,0.047041,0.000608,0.013345,0.112580,0.883139
0.416209,0.017632,0.202280,0.004961,0.046977,0.000800,0.013665,0.113924,0.887043
0.416336,0.017504,0.202504,0.004896,0.047010,0.001024,0.013409,0.115908,0.888003
0.416912,0.017505,0.202376,0.004832,0.047042,0.000576,0.013600,0.115589,0.890755
0.416465,0.017440,0.203432,0.004801,0.047361,0.000801,0.013472,0.116997,0.889795
0.416816,0.020737,0.202760,0.004832,0.047106,0.000800,0.013472,0.113285,0.909859
0.417200,0.017857,0.203496,0.004800,0.048642,0.000832,0.013409,0.112868,0.888995
0.415825,0.017600,0.203303,0.004801,0.047970,0.000864,0.013344,0.114277,0.888515
0.415856,0.017697,0.202824,0.004800,0.047362,0.000832,0.013377,0.114532,0.889635
0.416688,0.017505,0.202056,0.004896,0.047010,0.000800,0.013697,0.111716,0.882722
0.416400,0.017697,0.202248,0.004800,0.047074,0.000768,0.013441,0.113764,0.884930
0.417072,0.017537,0.202504,0.004832,0.047074,0.000736,0.013632,0.111397,0.883811
0.415824,0.017697,0.236969,0.004992,0.047202,0.000768,0.013377,0.126245,0.931908
0.416144,0.017473,0.203560,0.004800,0.047234,0.000544,0.013376,0.114629,0.893315
0.418096,0.017473,0.203208,0.004896,0.047554,0.000992,0.013441,0.116260,0.893059
0.417040,0.017569,0.202344,0.004928,0.046978,0.000800,0.013568,0.107429,0.876514
0.416208,0.017569,0.203336,0.004800,0.047970,0.000800,0.013760,0.118341,0.891075
0.417521,0.017728,0.202376,0.004865,0.048545,0.000864,0.013665,0.116165,0.892003
0.415664,0.017729,0.203016,0.005152,0.047938,0.000800,0.013473,0.119012,0.895907
0.417040,0.039426,0.206600,0.004768,0.048866,0.000832,0.013409,0.115780,0.916100
0.417585,0.017568,0.202440,0.004833,0.048033,0.000769,0.013888,0.116869,0.893955
0.416528,0.017729,0.203528,0.004864,0.048482,0.000800,0.013697,0.117284,0.898755
0.416688,0.017537,0.202888,0.005024,0.047330,0.000832,0.013504,0.119909,0.894147
0.423664,0.017793,0.204456,0.005216,0.048962,0.000832,0.013889,0.126213,0.913636
0.417201,0.017537,0.203175,0.005057,0.049058,0.000832,0.013920,0.126725,0.907268
0.421264,0.017633,0.203496,0.004992,0.048290,0.000800,0.014337,0.121380,0.908899
0.434577,0.017697,0.202824,0.004992,0.048194,0.000832,0.013889,0.122085,0.917348
0.416272,0.017441,0.202984,0.004832,0.048706,0.000832,0.013760,0.119621,0.899331
0.416208,0.017473,0.202376,0.005024,0.048450,0.000768,0.013729,0.121540,0.900195
0.416656,0.017505,0.202696,0.004768,0.048130,0.000800,0.013793,0.139749,0.938949
0.421392,0.017568,0.203464,0.004864,0.048866,0.001024,0.013665,0.120421,0.903683
0.418480,0.017505,0.203240,0.004800,0.048930,0.000800,0.013665,0.120293,0.901507
0.420176,0.017665,0.203560,0.005376,0.048258,0.000736,0.013601,0.119237,0.901571
0.435185,0.017696,0.202632,0.004833,0.047745,0.000833,0.013504,0.121893,0.915651
0.418352,0.017537,0.203496,0.005248,0.047618,0.000800,0.013537,0.120612,0.900739
0.420752,0.017632,0.202280,0.004992,0.048386,0.000768,0.013601,0.117444,0.897315
0.418640,0.017569,0.203016,0.005056,0.047906,0.000576,0.013665,0.144869,0.925476
0.417681,0.017856,0.202568,0.005025,0.048097,0.000800,0.013473,0.117381,0.893987
0.420048,0.017505,0.202984,0.005280,0.047970,0.001024,0.013633,0.116164,0.897987
0.416689,0.017504,0.202919,0.004769,0.048546,0.000832,0.013984,0.120485,0.896099
0.436946,0.017728,0.202760,0.004993,0.047649,0.000800,0.013505,0.120613,0.914756
0.420529,0.017569,0.202568,0.004832,0.048002,0.000608,0.013440,0.117381,0.892835
0.416464,0.017697,0.202472,0.004800,0.047522,0.000576,0.014017,0.144581,0.919524
0.416464,0.017537,0.202184,0.004800,0.059938,0.000736,0.013569,0.125925,0.917828
0.417201,0.017761,0.202951,0.005024,0.047938,0.000992,0.013632,0.119365,0.896579
0.418128,0.017696,0.202600,0.004992,0.048354,0.000832,0.013697,0.119941,0.901571
0.416080,0.017601,0.202952,0.005216,0.047682,0.000544,0.013601,0.117796,0.891235
0.439666,0.017664,0.202216,0.005249,0.047489,0.000608,0.013600,0.118341,0.920612
0.420849,0.017568,0.202632,0.005088,0.048258,0.000608,0.013633,0.113764,0.891235
0.416528,0.017729,0.202952,0.004800,0.047522,0.000576,0.013633,0.111300,0.882082
0.421456,0.017505,0.202152,0.004992,0.066115,0.000640,0.013472,0.117925,0.913891
0.420272,0.017697,0.203880,0.004800,0.047490,0.000608,0.013473,0.116484,0.900131
0.420081,0.017601,0.203080,0.004992,0.047042,0.000544,0.013632,0.114661,0.892259
0.420784,0.017697,0.202824,0.004832,0.047010,0.001024,0.013537,0.118180,0.897059
0.435377,0.017760,0.202664,0.004832,0.047682,0.000832,0.013665,0.118309,0.908676
0.416433,0.017569,0.202824,0.005088,0.048130,0.000800,0.013568,0.115525,0.889731
0.416176,0.017601,0.202056,0.004768,0.047650,0.000608,0.013344,0.114437,0.886274
0.420112,0.017569,0.201992,0.004800,0.066627,0.000576,0.013504,0.115525,0.910211
0.419952,0.017473,0.202184,0.004832,0.047202,0.000576,0.013344,0.114565,0.890883
0.421328,0.017601,0.203432,0.004960,0.047266,0.000576,0.013409,0.113476,0.892291
0.416881,0.017632,0.202664,0.004865,0.047617,0.000608,0.013569,0.116645,0.890595
0.438578,0.017824,0.202568,0.004768,0.047041,0.000608,0.013377,0.145798,0.941253
0.420432,0.017601,0.202504,0.004800,0.047138,0.000608,0.013408,0.115237,0.891331
0.420400,0.017569,0.202600,0.004832,0.047266,0.001024,0.013505,0.113508,0.891619
0.421393,0.017696,0.202056,0.004833,0.070914,0.000832,0.013825,0.118693,0.925988
0.423025,0.017953,0.201928,0.004832,0.047618,0.000832,0.013408,0.115813,0.903012
0.420177,0.017793,0.201704,0.004864,0.048962,0.000576,0.013408,0.117093,0.894563
0.421168,0.017569,0.202728,0.004896,0.047522,0.000576,0.013441,0.122597,0.904259
0.438833,0.017729,0.202279,0.004832,0.048354,0.000576,0.013440,0.115845,0.913603
0.416400,0.017697,0.202472,0.004960,0.047874,0.000608,0.013504,0.114245,0.888642
0.421041,0.017793,0.201863,0.004833,0.047426,0.000608,0.013440,0.116005,0.891619
0.421168,0.017889,0.224969,0.005056,0.049602,0.000576,0.013472,0.149574,0.954149
0.420849,0.017665,0.202280,0.004832,0.047874,0.000768,0.013376,0.118373,0.895780
0.420624,0.017792,0.202248,0.004800,0.047362,0.001024,0.013441,0.112708,0.891971
0.422352,0.017793,0.201576,0.005024,0.048226,0.000800,0.013441,0.117476,0.897891
0.415792,0.017728,0.202184,0.005344,0.047522,0.000992,0.013441,0.118597,0.891299
0.420881,0.017697,0.203080,0.004800,0.048258,0.000576,0.013504,0.113893,0.896547
0.416592,0.017761,0.202664,0.004800,0.048642,0.000576,0.013472,0.117957,0.898627
0.416113,0.017568,0.222632,0.004992,0.048034,0.000608,0.013313,0.117861,0.911172
0.416176,0.017505,0.202376,0.004736,0.047490,0.000608,0.013376,0.115973,0.888866
0.420432,0.017537,0.201960,0.004832,0.047458,0.000608,0.013376,0.115621,0.894787
0.416624,0.017441,0.201832,0.004832,0.047074,0.000576,0.013601,0.114948,0.886723
0.416497,0.017761,0.202695,0.004961,0.047426,0.000576,0.013632,0.147270,0.921892
0.418961,0.017568,0.207400,0.004896,0.047554,0.000800,0.013536,0.122917,0.906852
0.422417,0.017696,0.204936,0.004865,0.047937,0.000960,0.013728,0.118181,0.901475
0.422192,0.020737,0.204104,0.004768,0.047682,0.000832,0.013505,0.120869,0.925316
0.420976,0.017569,0.204456,0.004864,0.048066,0.000576,0.013409,0.115844,0.894019
0.420432,0.017761,0.202824,0.004768,0.048162,0.000608,0.013505,0.117700,0.901283
0.420305,0.017376,0.202536,0.004800,0.047810,0.000608,0.013569,0.118853,0.897219
0.420753,0.017729,0.203048,0.004800,0.047714,0.000608,0.013408,0.114629,0.899780
0.420689,0.017600,0.202472,0.004800,0.047170,0.000576,0.013601,0.116964,0.895683
0.422544,0.017728,0.202728,0.005088,0.046946,0.000544,0.013441,0.114212,0.891651
0.438865,0.017537,0.204648,0.004800,0.047042,0.000608,0.013441,0.119876,0.917636
0.420593,0.017792,0.203016,0.004832,0.047266,0.000768,0.013729,0.116709,0.896515
0.420368,0.017601,0.203464,0.005184,0.048002,0.000800,0.013761,0.117284,0.903395
0.420208,0.017761,0.202824,0.004800,0.047906,0.000832,0.013473,0.118116,0.896195
0.421201,0.017664,0.202856,0.004800,0.048386,0.000608,0.013665,0.112900,0.890275
0.421009,0.017537,0.204584,0.004864,0.047746,0.000608,0.013632,0.116805,0.903268
0.421841,0.017505,0.202920,0.004864,0.047490,0.000576,0.013440,0.119109,0.897923
0.436561,0.017793,0.202440,0.004832,0.047010,0.000768,0.013696,0.117605,0.911587
0.421008,0.017761,0.202952,0.004832,0.047074,0.000832,0.013505,0.114820,0.892771
0.420784,0.017633,0.202536,0.004896,0.047202,0.000768,0.013408,0.110213,0.884802
0.420976,0.017825,0.202600,0.004864,0.047042,0.000544,0.013376,0.118821,0.896131
0.416912,0.017537,0.201992,0.004864,0.047202,0.000736,0.013696,0.116869,0.892163
0.421073,0.017536,0.206345,0.004864,0.048258,0.000800,0.013472,0.117669,0.900547
0.421009,0.017600,0.203080,0.004865,0.048898,0.000576,0.013504,0.116517,0.895011
0.438929,0.017441,0.202312,0.004896,0.047874,0.000800,0.013536,0.117573,0.914243
0.420144,0.017697,0.203016,0.004832,0.047714,0.000640,0.013504,0.113445,0.891426
0.420560,0.017505,0.202728,0.004832,0.047170,0.000992,0.013441,0.119428,0.905443
0.416496,0.017473,0.203368,0.004832,0.047010,0.000608,0.013504,0.116901,0.890307
0.421680,0.017409,0.202440,0.004864,0.047266,0.000768,0.013440,0.111141,0.888515
0.420400,0.017633,0.203368,0.004800,0.047426,0.001056,0.013505,0.115108,0.893859
0.416497,0.017536,0.202728,0.004833,0.047009,0.000577,0.013664,0.117413,0.890883
0.437329,0.017729,0.203304,0.004896,0.047362,0.000832,0.013600,0.122277,0.921156
0.422224,0.017697,0.202568,0.004864,0.047586,0.000832,0.014017,0.121508,0.902275
0.421040,0.017537,0.202056,0.004896,0.048162,0.000800,0.013537,0.119556,0.897123
0.420880,0.017537,0.202856,0.004992,0.048546,0.000768,0.013537,0.118308,0.921156
0.418672,0.017665,0.205064,0.005312,0.047714,0.000768,0.013569,0.117732,0.898083
0.420848,0.017473,0.203112,0.004896,0.048738,0.000832,0.013441,0.120324,0.901827
0.416656,0.018113,0.203016,0.004832,0.048386,0.000832,0.013536,0.117093,0.894147
0.435601,0.017536,0.203112,0.004801,0.047586,0.000800,0.013440,0.115269,0.908323
0.417104,0.017889,0.203688,0.005280,0.048002,0.000768,0.013473,0.117060,0.892483
0.416688,0.017728,0.202536,0.004832,0.047714,0.000832,0.013441,0.118565,0.903715
0.416656,0.017729,0.203016,0.004896,0.048546,0.000800,0.013697,0.137381,0.920548
0.417648,0.017505,0.203272,0.004864,0.048482,0.000832,0.013601,0.112900,0.888995
0.417136,0.017473,0.202440,0.005344,0.048034,0.000832,0.013728,0.106373,0.877122
0.415312,0.017505,0.203400,0.004896,0.047906,0.000832,0.013473,0.116772,0.888739
0.433873,0.017537,0.201896,0.004800,0.048354,0.001024,0.013441,0.115076,0.907972
0.415216,0.017696,0.202568,0.004800,0.047970,0.000800,0.013441,0.114500,0.883779
0.416368,0.017857,0.202984,0.004800,0.047490,0.001024,0.013505,0.113124,0.885347
0.416432,0.017825,0.202952,0.004896,0.048706,0.000832,0.013505,0.116132,0.914308
0.415792,0.017505,0.202568,0.005216,0.048194,0.000832,0.013601,0.117956,0.889827
0.417200,0.017665,0.203336,0.005248,0.048802,0.000832,0.013729,0.116452,0.894531
0.415633,0.017600,0.203336,0.005057,0.048033,0.000769,0.014144,0.120933,0.897187
0.432977,0.017729,0.202760,0.005248,0.048706,0.000800,0.013537,0.117828,0.909412
0.416689,0.017536,0.202920,0.004864,0.047266,0.000832,0.013761,0.114532,0.888003
0.417489,0.017728,0.202984,0.005345,0.048385,0.000800,0.013793,0.118053,0.894915
0.416561,0.017728,0.202952,0.005249,0.047938,0.000800,0.013696,0.116421,0.890339
0.415952,0.017729,0.203752,0.005344,0.048770,0.000800,0.013633,0.115844,0.891811
0.416464,0.017729,0.202856,0.005280,0.048482,0.000544,0.013441,0.123973,0.895235
0.417649,0.017568,0.204232,0.005249,0.047618,0.000800,0.013504,0.121189,0.900515
0.451058,0.017664,0.202824,0.005089,0.047522,0.001024,0.013696,0.118853,0.927780
0.416848,0.017473,0.202632,0.005152,0.048834,0.000800,0.013536,0.118373,0.895044
0.416400,0.018273,0.203176,0.005184,0.048098,0.001024,0.013761,0.116100,0.893443
0.416528,0.017921,0.202504,0.004832,0.048258,0.001088,0.013633,0.117412,0.912356
0.417328,0.017473,0.202472,0.004832,0.048834,0.000768,0.013472,0.115844,0.890659
0.415184,0.017665,0.205128,0.004832,0.048546,0.000832,0.013601,0.113668,0.886659
0.417168,0.017505,0.203272,0.004864,0.047874,0.001024,0.013664,0.115621,0.892034
0.434513,0.017537,0.203240,0.004800,0.047938,0.000832,0.013664,0.117477,0.909091
0.416752,0.017728,0.203976,0.004800,0.047714,0.000768,0.013633,0.139365,0.913924
0.416657,0.017600,0.203336,0.004832,0.048065,0.000800,0.013569,0.114020,0.885667
0.416784,0.017760,0.203048,0.005024,0.047746,0.000800,0.013409,0.110084,0.880963
0.416592,0.017665,0.202664,0.004800,0.047650,0.000800,0.013504,0.113733,0.884002
0.416817,0.017504,0.203240,0.004865,0.047809,0.000832,0.013697,0.113988,0.886083
0.416496,0.017505,0.203816,0.005248,0.047938,0.000992,0.013569,0.110660,0.883939
0.433393,0.017504,0.202632,0.005121,0.048065,0.000929,0.013504,0.114437,0.903779
0.416528,0.017665,0.202952,0.005216,0.048194,0.000768,0.013505,0.115076,0.889443
0.423504,0.017888,0.205544,0.005089,0.048929,0.000832,0.014272,0.151430,0.948677
0.422416,0.017665,0.204232,0.005024,0.049282,0.000832,0.013889,0.121220,0.936420
0.421328,0.017537,0.204200,0.005248,0.048162,0.000768,0.013889,0.114564,0.893347
0.420913,0.017664,0.203368,0.005025,0.047490,0.000800,0.014208,0.116197,0.899971
0.417104,0.017601,0.203400,0.005280,0.048514,0.000800,0.014048,0.116229,0.892099
0.433457,0.017921,0.203272,0.004992,0.048546,0.000896,0.013568,0.119717,0.912516
0.417104,0.017505,0.203112,0.004832,0.048514,0.001088,0.013568,0.116997,0.890787
0.417328,0.017505,0.202760,0.004832,0.048386,0.000800,0.013697,0.114852,0.888995
0.420048,0.017697,0.202376,0.005024,0.048450,0.001024,0.013569,0.132773,0.917796
0.416656,0.017697,0.202824,0.005024,0.048418,0.000800,0.013473,0.110948,0.882339
0.421137,0.017536,0.202440,0.004832,0.049090,0.000832,0.013729,0.109956,0.889635
0.416528,0.017377,0.202856,0.004800,0.048258,0.000928,0.013408,0.115781,0.892322
0.435409,0.017729,0.203336,0.004864,0.048482,0.000832,0.013376,0.117829,0.910563
0.415281,0.017696,0.202728,0.004800,0.048610,0.001056,0.013345,0.115813,0.887715
0.416401,0.017696,0.203144,0.004800,0.048002,0.000768,0.013729,0.114180,0.884803
0.421713,0.017857,0.202632,0.005056,0.048194,0.000864,0.013504,0.119141,0.915844
0.416433,0.018176,0.202536,0.005153,0.049025,0.000832,0.013472,0.118661,0.891779
0.416625,0.017760,0.202248,0.005153,0.047393,0.000993,0.013664,0.116613,0.889859
0.422129,0.017889,0.203016,0.005056,0.047938,0.000832,0.013568,0.114021,0.893379
0.440114,0.017760,0.202696,0.004864,0.048386,0.000832,0.013473,0.109444,0.907748
0.419920,0.017697,0.202568,0.004928,0.048642,0.000576,0.013441,0.114244,0.897059
0.416880,0.017729,0.202664,0.005024,0.048962,0.000608,0.013664,0.114469,0.889474
0.415728,0.017665,0.202792,0.005024,0.047810,0.000832,0.013600,0.114661,0.909891
0.419984,0.017537,0.202664,0.004992,0.047554,0.000576,0.013569,0.115204,0.892579
0.417872,0.017537,0.203048,0.004800,0.047970,0.000800,0.013344,0.113989,0.888450
0.415825,0.017696,0.202376,0.004961,0.047809,0.001024,0.013505,0.117605,0.896387
0.435217,0.017633,0.202696,0.005312,0.047490,0.000768,0.013473,0.116964,0.906660
0.416016,0.017633,0.203080,0.004800,0.047970,0.000800,0.013472,0.116708,0.891235
0.416465,0.017760,0.202440,0.005281,0.047969,0.000800,0.013313,0.105188,0.880675
0.416464,0.017537,0.202984,0.004832,0.048610,0.000608,0.013409,0.109380,0.884419
0.416432,0.017473,0.202984,0.005312,0.048450,0.000800,0.013408,0.114532,0.888899
0.416496,0.017505,0.201736,0.004800,0.048162,0.000768,0.013312,0.113221,0.885378
0.419825,0.017504,0.202344,0.004960,0.047937,0.000768,0.013441,0.114116,0.889795
0.419953,0.017440,0.221961,0.005120,0.048674,0.000800,0.013409,0.116004,0.914916
0.417713,0.017760,0.203144,0.004961,0.047906,0.000832,0.013536,0.115557,0.889219
0.415760,0.017537,0.202920,0.005216,0.047938,0.000832,0.013409,0.118372,0.896867
0.421136,0.017569,0.202536,0.004864,0.048930,0.000800,0.013697,0.119844,0.899779
0.420145,0.017472,0.202408,0.004865,0.048513,0.000801,0.013600,0.117797,0.896643
0.420528,0.017569,0.203432,0.004960,0.048418,0.000800,0.013793,0.116068,0.895747
0.420400,0.017505,0.202792,0.004800,0.048002,0.000800,0.013505,0.113316,0.890114
0.417584,0.041730,0.202792,0.004768,0.047682,0.000800,0.013408,0.116837,0.914596
0.421009,0.017632,0.202568,0.004833,0.047681,0.000864,0.013536,0.116869,0.895811
0.421136,0.017697,0.202632,0.004768,0.049666,0.001024,0.013697,0.114340,0.904131
0.421744,0.017569,0.202920,0.005216,0.048066,0.000832,0.013633,0.115716,0.894851
0.416401,0.017664,0.202664,0.004832,0.048450,0.000800,0.013665,0.115365,0.889827
0.416976,0.017537,0.202920,0.004864,0.048674,0.000800,0.013409,0.119108,0.898755
0.415985,0.017856,0.202792,0.004864,0.048770,0.000800,0.014049,0.118885,0.895523
0.442161,0.017729,0.203240,0.004832,0.047170,0.000800,0.013953,0.116932,0.919140
0.420784,0.017697,0.203720,0.005248,0.048258,0.000832,0.013761,0.114980,0.897027
0.421137,0.017537,0.203048,0.005184,0.048354,0.001024,0.013408,0.116229,0.893923
0.416176,0.017953,0.202568,0.004800,0.048002,0.000576,0.013600,0.114373,0.887746
0.421745,0.017760,0.202696,0.004801,0.047938,0.000800,0.013632,0.118917,0.898339
0.420241,0.017792,0.202632,0.004832,0.048674,0.000864,0.013537,0.116933,0.899235
0.420240,0.017696,0.203368,0.005184,0.048065,0.000864,0.013601,0.117989,0.897699
0.434865,0.017504,0.202504,0.004801,0.048161,0.000769,0.013472,0.120485,0.913923
0.416176,0.017601,0.203144,0.004992,0.049282,0.000832,0.013441,0.120548,0.904131
0.421584,0.017696,0.203176,0.004832,0.048226,0.000832,0.013697,0.119941,0.901155
0.419985,0.017696,0.202632,0.004865,0.048513,0.000800,0.013728,0.143718,0.925572
0.417232,0.017537,0.204648,0.005120,0.047714,0.000768,0.013441,0.116836,0.895555
0.419824,0.017665,0.203400,0.005056,0.047458,0.000768,0.013409,0.117956,0.896835
0.417968,0.017569,0.202216,0.005248,0.048674,0.000832,0.013665,0.120292,0.898435
0.436465,0.017537,0.203176,0.005152,0.048386,0.000800,0.013441,0.126789,0.923172
0.420177,0.017729,0.202919,0.004896,0.048674,0.001024,0.013664,0.118469,0.898019
0.420432,0.017568,0.202088,0.005344,0.048706,0.000800,0.013473,0.121221,0.901251
0.420304,0.017664,0.202792,0.004928,0.048258,0.000800,0.032802,0.124261,0.923780
0.420145,0.017761,0.202504,0.005056,0.049314,0.000800,0.013504,0.124421,0.913252
0.420273,0.017760,0.202248,0.004801,0.048417,0.000832,0.013664,0.121637,0.899875
0.420337,0.017600,0.202376,0.005025,0.048610,0.000832,0.013568,0.118629,0.896355
0.441553,0.017569,0.203272,0.004832,0.047778,0.000608,0.013729,0.120773,0.924996
0.418800,0.017569,0.203240,0.004832,0.048002,0.000576,0.013665,0.116100,0.900835
0.421361,0.017600,0.202536,0.005025,0.047585,0.000832,0.013633,0.119429,0.905828
0.415952,0.017761,0.220904,0.004929,0.048353,0.000833,0.013344,0.119557,0.910531
0.421008,0.017601,0.202600,0.004896,0.048162,0.000832,0.013633,0.114660,0.900419
0.420177,0.017601,0.202600,0.005088,0.048194,0.000832,0.013472,0.120709,0.898692
0.415728,0.017537,0.202696,0.004800,0.047490,0.000608,0.013473,0.120836,0.894915
0.417233,0.017793,0.201928,0.004960,0.047522,0.000992,0.013472,0.124581,0.900356
0.421041,0.017697,0.202824,0.005024,0.048674,0.000832,0.013792,0.121541,0.902852
0.415953,0.017568,0.203656,0.004801,0.048577,0.000832,0.013409,0.119589,0.893379
0.420464,0.017504,0.222345,0.004928,0.048130,0.000800,0.013409,0.123301,0.925412
0.421201,0.017473,0.202920,0.004992,0.048738,0.000864,0.013440,0.117317,0.898916
0.420336,0.017537,0.203304,0.004768,0.049250,0.000800,0.013441,0.119236,0.900771
0.422576,0.017601,0.205576,0.004928,0.047906,0.000800,0.013665,0.126789,0.911971
0.417712,0.017761,0.202824,0.004832,0.048770,0.000800,0.013729,0.122468,0.897731
0.416016,0.017697,0.203752,0.004832,0.048770,0.000832,0.013633,0.119556,0.896867
0.422640,0.017569,0.202888,0.004896,0.049378,0.000800,0.013825,0.122277,0.916740
0.431313,0.017857,0.203784,0.005280,0.048514,0.000800,0.013825,0.122884,0.916452
0.420112,0.017569,0.202760,0.004896,0.048482,0.000832,0.013665,0.118180,0.899043
0.420336,0.017505,0.205032,0.005120,0.048834,0.000800,0.013537,0.115940,0.895427
0.415632,0.017889,0.202888,0.004928,0.048194,0.000800,0.013473,0.119300,0.921124
0.420017,0.017537,0.202375,0.004768,0.048322,0.000768,0.013536,0.118437,0.895939
0.419536,0.017761,0.202504,0.004768,0.047714,0.000832,0.013441,0.118660,0.901155
0.420112,0.017537,0.202760,0.004800,0.048194,0.000800,0.013473,0.114372,0.891491
0.433169,0.017536,0.203368,0.004801,0.047745,0.000800,0.013473,0.132517,0.923844
0.420337,0.017761,0.203560,0.005216,0.047778,0.000768,0.013696,0.117989,0.898756
0.417872,0.017889,0.203272,0.005312,0.048098,0.000992,0.013729,0.144773,0.924996
0.422096,0.017761,0.202920,0.005184,0.047970,0.000768,0.014561,0.145605,0.934405
0.419633,0.017792,0.203432,0.005089,0.048545,0.000832,0.013920,0.115493,0.895139
0.420944,0.017633,0.202024,0.004800,0.047938,0.000832,0.013473,0.116100,0.893187
0.420753,0.017505,0.203080,0.004832,0.048450,0.000896,0.013696,0.114917,0.904708
0.437521,0.017889,0.202216,0.005408,0.048642,0.000832,0.013729,0.114052,0.917476
0.415952,0.017505,0.202856,0.005216,0.049122,0.001024,0.013472,0.116869,0.892226
0.421265,0.018080,0.202920,0.005057,0.048258,0.000800,0.013376,0.115205,0.896355
0.420176,0.017664,0.203208,0.005313,0.070018,0.000800,0.013537,0.121413,0.923908
0.420209,0.017472,0.203304,0.005248,0.048289,0.000800,0.013697,0.111620,0.887267
0.420752,0.017537,0.203304,0.005024,0.048322,0.000800,0.013889,0.118308,0.897571
0.420624,0.017569,0.203400,0.004864,0.048482,0.000800,0.013824,0.114244,0.890818
0.442545,0.017792,0.202472,0.005056,0.047906,0.000768,0.013729,0.117476,0.918180
0.415888,0.017857,0.203112,0.005216,0.048258,0.000992,0.013504,0.117125,0.893379
0.416464,0.017537,0.203432,0.005024,0.048546,0.000800,0.013472,0.115429,0.889698
0.420816,0.017633,0.221769,0.004928,0.048098,0.000800,0.013409,0.115556,0.912068
0.416720,0.017729,0.203560,0.004800,0.048130,0.000768,0.013697,0.114500,0.888867
0.421681,0.017696,0.203816,0.004833,0.049442,0.000800,0.013472,0.118725,0.899363
0.416016,0.017729,0.203464,0.004768,0.048386,0.000832,0.013921,0.118052,0.894723
0.454802,0.017665,0.202759,0.005377,0.048194,0.000832,0.013792,0.113989,0.928036
0.421200,0.017473,0.203144,0.005024,0.048674,0.000800,0.013761,0.120356,0.904099
0.416592,0.017793,0.202600,0.005280,0.048034,0.000832,0.013760,0.118533,0.893635
0.420401,0.017504,0.223689,0.005088,0.048930,0.000832,0.013665,0.117669,0.918052
0.418416,0.017473,0.202760,0.005024,0.048194,0.001120,0.014113,0.124453,0.906531
0.421008,0.017504,0.204872,0.005056,0.048770,0.000800,0.013665,0.117285,0.899619
0.420624,0.017505,0.202504,0.004896,0.048034,0.000768,0.014176,0.116197,0.894595
0.420880,0.017793,0.208136,0.004897,0.048257,0.000832,0.014945,0.125797,0.924836
0.418833,0.017633,0.204488,0.004992,0.048386,0.000800,0.014208,0.119013,0.901060
0.416752,0.017473,0.203336,0.005312,0.048322,0.000800,0.014240,0.120133,0.899171
0.435121,0.017728,0.203368,0.005248,0.047553,0.000576,0.013697,0.122117,0.918372
0.421232,0.017568,0.203368,0.004897,0.048993,0.000800,0.013505,0.123845,0.908932
0.420336,0.017505,0.203752,0.005248,0.048130,0.000800,0.013409,0.122148,0.903011
0.420592,0.017569,0.203592,0.004800,0.048834,0.000768,0.013377,0.121381,0.924612
0.416593,0.017697,0.203015,0.004769,0.047746,0.000832,0.013632,0.115973,0.899140
0.416209,0.017633,0.203432,0.004832,0.047874,0.000832,0.013344,0.119941,0.894595
0.416209,0.017889,0.203752,0.004832,0.048386,0.000832,0.013408,0.118629,0.895107
0.434417,0.017504,0.202632,0.004832,0.048162,0.000832,0.013409,0.120549,0.913508
0.417136,0.017729,0.203304,0.004832,0.047810,0.001056,0.013409,0.117700,0.902467
0.420049,0.017760,0.203400,0.004897,0.047969,0.000832,0.013441,0.113892,0.891811
