TEE[0-0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.239684,0.018017,0.204401,0.005184,0.049380,0.000833,0.014113,0.000384,0.001568,0.001344,0.000352,1.544220
1.194785,0.018017,0.204081,0.005248,0.048996,0.000800,0.014210,0.000384,0.001664,0.001216,0.000384,1.498457
1.203329,0.018081,0.204369,0.005376,0.048772,0.000736,0.013729,0.000352,0.001537,0.001184,0.000352,1.507162
1.233091,0.017698,0.203536,0.005313,0.048644,0.000800,0.014401,0.000384,0.001536,0.001152,0.000352,1.536027
1.216226,0.017858,0.204464,0.005345,0.048900,0.000768,0.014337,0.000384,0.001600,0.001568,0.000352,1.521562
1.236611,0.017890,0.203952,0.005281,0.048772,0.000800,0.014177,0.000384,0.001504,0.001248,0.000384,1.540251
1.216706,0.018114,0.203856,0.005344,0.048516,0.000800,0.014049,0.000384,0.001536,0.001120,0.000384,1.520346
1.248356,0.017889,0.203824,0.005312,0.049444,0.000800,0.013921,0.000352,0.001568,0.001217,0.000352,1.552285
1.183680,0.017697,0.204304,0.005344,0.048676,0.000768,0.014401,0.000384,0.001472,0.001344,0.000384,1.487832
1.216194,0.018017,0.203633,0.005312,0.049444,0.000768,0.014018,0.000384,0.001632,0.001216,0.000384,1.519802
1.211777,0.017922,0.203312,0.005377,0.049060,0.000768,0.014017,0.000384,0.001632,0.001440,0.000384,1.515546
1.189344,0.017794,0.203376,0.005280,0.049187,0.000896,0.013953,0.000416,0.001536,0.001312,0.000352,1.492504
1.242148,0.017826,0.203888,0.005248,0.048644,0.000768,0.014050,0.000384,0.001632,0.001312,0.000576,1.545692
1.217186,0.018177,0.205169,0.005120,0.049540,0.000801,0.014241,0.000384,0.001600,0.001024,0.000384,1.522842
1.217410,0.017826,0.205616,0.005344,0.048868,0.000864,0.014145,0.000544,0.001440,0.001153,0.000352,1.522747
1.200352,0.017985,0.204561,0.005312,0.049188,0.000800,0.013985,0.000352,0.001664,0.001281,0.000384,1.504985
1.236420,0.023330,0.203888,0.005313,0.049604,0.000832,0.014113,0.000352,0.001632,0.001184,0.000384,1.546332
1.214465,0.017985,0.208433,0.005120,0.048836,0.000832,0.013921,0.000353,0.001536,0.001344,0.000384,1.523162
1.217570,0.018050,0.205424,0.004993,0.048740,0.000736,0.014497,0.000384,0.001600,0.001344,0.000385,1.522779
1.197537,0.018018,0.204784,0.005088,0.049348,0.000833,0.014305,0.000384,0.001568,0.001248,0.000384,1.502777
1.208065,0.017986,0.204784,0.005025,0.048515,0.000801,0.014177,0.000416,0.001568,0.001344,0.000352,1.512089
1.224834,0.017953,0.203792,0.005248,0.048836,0.000768,0.014113,0.000384,0.001504,0.001184,0.000384,1.528475
1.197024,0.018337,0.204561,0.005152,0.049060,0.000768,0.014497,0.000384,0.001665,0.001408,0.000352,1.502553
1.264293,0.017954,0.204080,0.005057,0.048612,0.000832,0.014529,0.000352,0.001664,0.001216,0.000608,1.568349
1.185856,0.017953,0.204145,0.005280,0.048868,0.000768,0.014434,0.000384,0.001600,0.001312,0.000384,1.489912
1.227459,0.018049,0.203568,0.005280,0.048644,0.000864,0.014210,0.000352,0.001536,0.001376,0.000416,1.530907
1.187135,0.017889,0.203921,0.005280,0.048452,0.000800,0.014273,0.000384,0.001536,0.001153,0.000416,1.490488
1.223106,0.017890,0.204240,0.005377,0.067685,0.000832,0.013857,0.000416,0.001472,0.001056,0.000352,1.546044
1.223682,0.017825,0.204625,0.005152,0.048708,0.000768,0.014209,0.000384,0.001537,0.000992,0.000320,1.527035
1.217378,0.019297,0.204177,0.005312,0.048836,0.000800,0.013986,0.000384,0.001504,0.001120,0.000384,1.522298
1.234499,0.018562,0.203536,0.005088,0.048388,0.000768,0.014146,0.000416,0.001600,0.001024,0.000352,1.536827
1.196960,0.017826,0.204144,0.005344,0.048324,0.000800,0.014402,0.000352,0.001536,0.001184,0.000384,1.499960
1.226882,0.018338,0.204528,0.005409,0.048324,0.000832,0.013793,0.000384,0.001568,0.001344,0.000352,1.530842
1.209793,0.017634,0.203600,0.005409,0.049251,0.000576,0.013889,0.000384,0.001600,0.001184,0.000384,1.512793
1.239587,0.017825,0.203536,0.005377,0.048868,0.000768,0.014145,0.000384,0.001472,0.001248,0.000352,1.542620
1.226531,0.017601,0.203696,0.005344,0.049316,0.000768,0.013922,0.000384,0.001504,0.001216,0.000384,1.529595
1.222242,0.017698,0.222642,0.005184,0.049668,0.000768,0.013697,0.000384,0.001633,0.000992,0.000384,1.544508
1.191327,0.017665,0.203088,0.005089,0.048644,0.000800,0.013889,0.000384,0.001504,0.000960,0.000576,1.492695
1.185119,0.017762,0.204528,0.005089,0.048900,0.000800,0.014177,0.000352,0.001536,0.000960,0.000608,1.488183
1.174686,0.017666,0.203632,0.005344,0.048452,0.000800,0.014082,0.000416,0.001568,0.000928,0.000352,1.476374
1.181183,0.017633,0.203760,0.005056,0.048292,0.000576,0.013793,0.000384,0.001600,0.000992,0.000384,1.482711
1.228738,0.017633,0.203792,0.005089,0.048196,0.000768,0.013601,0.000384,0.001504,0.000992,0.000416,1.529818
1.187839,0.017601,0.204336,0.005345,0.049700,0.000832,0.013857,0.000384,0.001504,0.000992,0.000416,1.490999
1.210241,0.018018,0.203440,0.005057,0.049380,0.000832,0.013601,0.000352,0.001504,0.000992,0.000352,1.512857
1.265349,0.019458,0.209968,0.005345,0.049348,0.001056,0.015201,0.000352,0.001952,0.002529,0.000576,1.582143
1.209505,0.018529,0.223346,0.005312,0.049475,0.000832,0.014017,0.000384,0.001536,0.001696,0.000352,1.534043
1.283751,0.018146,0.208304,0.005121,0.049284,0.000832,0.013985,0.000416,0.001952,0.002464,0.000544,1.595712
1.163869,0.018497,0.205169,0.005088,0.048484,0.000800,0.014113,0.000384,0.001568,0.001248,0.000352,1.468342
1.166558,0.018050,0.204560,0.005057,0.048419,0.000544,0.014753,0.000320,0.001472,0.001408,0.000384,1.469846
1.154364,0.017666,0.203952,0.004833,0.049284,0.000768,0.014305,0.000416,0.001472,0.001056,0.000288,1.457460
1.202752,0.017953,0.204272,0.005280,0.049636,0.000800,0.014593,0.000416,0.001536,0.001153,0.000352,1.506649
1.178462,0.018241,0.205393,0.005152,0.048228,0.000832,0.014177,0.000352,0.001632,0.001056,0.000352,1.483063
1.181022,0.017794,0.204848,0.005121,0.049732,0.000736,0.014561,0.000384,0.001760,0.000768,0.000352,1.485431
1.176990,0.018562,0.204272,0.005057,0.048387,0.000769,0.014177,0.000320,0.001536,0.000896,0.000512,1.480598
1.181054,0.018241,0.204816,0.005025,0.049220,0.000832,0.014305,0.000352,0.001408,0.000896,0.000320,1.484887
1.181535,0.017794,0.204560,0.005120,0.049252,0.001088,0.014018,0.000352,0.001504,0.000928,0.000608,1.485079
1.213025,0.018049,0.203889,0.005184,0.048612,0.000832,0.014369,0.000352,0.001792,0.001376,0.000608,1.517210
1.225378,0.018305,0.204144,0.005057,0.048708,0.000800,0.014401,0.000352,0.001600,0.001120,0.000608,1.529499
1.215138,0.018081,0.203921,0.005056,0.048132,0.000832,0.014177,0.000384,0.001601,0.001184,0.000832,1.518842
1.226882,0.018850,0.204592,0.005089,0.048708,0.000832,0.014241,0.000352,0.001504,0.001312,0.000384,1.532250
1.211297,0.018081,0.203857,0.005152,0.048324,0.000800,0.013857,0.000576,0.001505,0.001440,0.000384,1.514809
1.185567,0.033218,0.203377,0.005120,0.048516,0.000736,0.014145,0.000352,0.001504,0.001409,0.000384,1.504025
1.225378,0.021570,0.204368,0.005281,0.048548,0.000800,0.014529,0.000352,0.001504,0.001152,0.000384,1.533275
1.196735,0.017857,0.203888,0.005185,0.049316,0.000800,0.014305,0.000576,0.001536,0.001152,0.000384,1.500248
1.210081,0.017922,0.203408,0.005312,0.048868,0.000832,0.014049,0.000353,0.001568,0.001056,0.000384,1.512729
1.204928,0.017889,0.203920,0.005313,0.048388,0.000832,0.013889,0.000352,0.001504,0.001088,0.000384,1.507192
1.232515,0.017889,0.206417,0.005088,0.048836,0.000800,0.013922,0.000384,0.001472,0.001344,0.000384,1.538171
1.230755,0.017793,0.204240,0.005312,0.048548,0.000832,0.013537,0.000353,0.001568,0.001184,0.000320,1.533563
1.247300,0.017858,0.204464,0.005121,0.048708,0.000832,0.014401,0.000384,0.001568,0.001120,0.000576,1.551996
1.183070,0.018017,0.204688,0.005312,0.049572,0.000800,0.013985,0.000384,0.001568,0.001601,0.000352,1.488215
1.210113,0.017922,0.203664,0.005120,0.049411,0.000800,0.014145,0.000384,0.001504,0.001056,0.000384,1.514201
1.192448,0.017761,0.204369,0.005120,0.048740,0.000800,0.014369,0.000384,0.001505,0.001184,0.000416,1.496024
1.179358,0.017985,0.203760,0.005249,0.048580,0.000832,0.014849,0.000320,0.001760,0.001120,0.000576,1.483638
1.195904,0.017890,0.204368,0.005088,0.048356,0.000832,0.013986,0.000384,0.001632,0.001152,0.000352,1.498584
1.196576,0.017762,0.203920,0.005248,0.048036,0.000832,0.014466,0.000416,0.001536,0.001056,0.000576,1.499256
1.230595,0.018370,0.204112,0.005312,0.048900,0.000800,0.014114,0.000352,0.001792,0.001152,0.000416,1.535099
1.212289,0.018178,0.204208,0.005345,0.048355,0.000800,0.014369,0.000352,0.001504,0.001120,0.000352,1.515737
1.210625,0.017985,0.204337,0.005312,0.048708,0.000800,0.014017,0.000352,0.001376,0.001217,0.000384,1.514041
1.215009,0.018305,0.203697,0.005216,0.049540,0.000768,0.013985,0.000416,0.001408,0.001121,0.000352,1.518906
1.248195,0.017697,0.204112,0.005409,0.048516,0.000768,0.013697,0.000352,0.001408,0.001216,0.000384,1.550491
1.209344,0.018721,0.204849,0.005312,0.048580,0.000864,0.013857,0.000384,0.001472,0.001152,0.000384,1.514329
1.194367,0.017793,0.204432,0.005312,0.048324,0.000768,0.014273,0.000352,0.001568,0.001088,0.000385,1.497176
1.210177,0.018145,0.205617,0.005248,0.049124,0.000832,0.014050,0.000352,0.001568,0.001344,0.000352,1.515897
1.222049,0.017954,0.204880,0.005409,0.049476,0.000800,0.013953,0.000352,0.001504,0.001184,0.000320,1.526969
1.188095,0.017889,0.203408,0.005345,0.048260,0.000832,0.013953,0.000384,0.001664,0.000864,0.000384,1.490039
1.206720,0.017634,0.204368,0.005024,0.048356,0.000544,0.013954,0.000352,0.001504,0.000832,0.000384,1.507576
1.199007,0.017793,0.204305,0.005024,0.049348,0.000512,0.014273,0.000384,0.001472,0.000897,0.000288,1.501496
1.197088,0.017634,0.205328,0.005345,0.048355,0.001313,0.013953,0.000416,0.001376,0.001056,0.000416,1.500504
1.178622,0.017762,0.218769,0.005185,0.048388,0.000800,0.014209,0.000384,0.001504,0.000960,0.000320,1.496247
1.149468,0.017793,0.203985,0.005088,0.048292,0.000800,0.014049,0.000384,0.001472,0.000960,0.000352,1.449812
1.183039,0.017826,0.204208,0.005024,0.048836,0.000864,0.013761,0.000384,0.001504,0.000896,0.000320,1.484887
1.198719,0.017698,0.203792,0.004801,0.048291,0.000768,0.013825,0.000352,0.001376,0.001024,0.000352,1.498391
1.160573,0.017794,0.203120,0.005056,0.047812,0.000928,0.014146,0.000320,0.001376,0.000960,0.000224,1.461237
1.201472,0.019105,0.204368,0.004768,0.047972,0.000704,0.013953,0.000384,0.001409,0.000832,0.000448,1.504024
1.199328,0.017442,0.203056,0.005344,0.047620,0.000640,0.013537,0.000352,0.001440,0.000704,0.000352,1.497848
1.176094,0.017666,0.203696,0.005089,0.063493,0.000608,0.013953,0.000352,0.001440,0.000864,0.000288,1.491607
1.158076,0.017633,0.204976,0.005120,0.047300,0.000544,0.013537,0.000384,0.001408,0.000928,0.000352,1.458324
1.164604,0.017665,0.204336,0.005024,0.047684,0.000512,0.013505,0.000384,0.001408,0.000960,0.000352,1.464404
1.195615,0.017825,0.203440,0.005249,0.047908,0.000576,0.013601,0.000352,0.001376,0.000960,0.000384,1.495223
1.229602,0.017825,0.204208,0.005217,0.048196,0.000832,0.014241,0.000384,0.001536,0.000992,0.000352,1.534298
1.271398,0.017858,0.203408,0.005312,0.048452,0.001088,0.014882,0.000384,0.001568,0.001248,0.000352,1.575774
1.192991,0.017762,0.204176,0.005121,0.048964,0.000832,0.014049,0.000384,0.001600,0.001312,0.000384,1.496535
1.235234,0.017826,0.205040,0.005121,0.049060,0.000832,0.014369,0.000608,0.001696,0.001248,0.000352,1.541402
1.196447,0.017825,0.204400,0.005249,0.048612,0.000992,0.014273,0.000352,0.001760,0.001184,0.000416,1.500087
1.193023,0.017761,0.205392,0.005281,0.048452,0.000864,0.013537,0.000384,0.001440,0.001248,0.000384,1.497303
1.217985,0.017826,0.203792,0.005441,0.048771,0.000865,0.013761,0.000352,0.001472,0.001152,0.000416,1.520537
1.232642,0.017762,0.205424,0.005121,0.049764,0.000800,0.013953,0.000320,0.001504,0.001056,0.000352,1.537786
1.224130,0.018145,0.203825,0.005152,0.048484,0.000800,0.013889,0.000352,0.001472,0.001152,0.000352,1.526394
1.220801,0.017889,0.204080,0.005313,0.048932,0.000608,0.013633,0.000352,0.001568,0.001248,0.000384,1.523577
1.225378,0.018049,0.205360,0.005312,0.048900,0.000800,0.014082,0.000384,0.001760,0.001120,0.000352,1.530874
1.183646,0.017761,0.204304,0.005441,0.049348,0.000640,0.013825,0.000320,0.001504,0.001312,0.000384,1.486647
1.199711,0.017921,0.204048,0.005281,0.048612,0.000832,0.013569,0.000384,0.001440,0.001120,0.000384,1.501495
1.205184,0.017985,0.204080,0.005345,0.048324,0.000800,0.013985,0.000384,0.001536,0.001312,0.000352,1.508536
1.203776,0.017826,0.204208,0.005089,0.048323,0.000800,0.014433,0.000384,0.001536,0.001248,0.000320,1.506328
1.189918,0.017857,0.203792,0.005121,0.048580,0.000800,0.014113,0.000352,0.001536,0.001152,0.000352,1.492150
1.190655,0.017730,0.204400,0.005312,0.048355,0.000800,0.014018,0.000416,0.001536,0.001120,0.000384,1.493463
1.205504,0.023394,0.204048,0.005376,0.048772,0.000800,0.014401,0.000384,0.001536,0.001024,0.000384,1.514713
1.188478,0.018273,0.204336,0.005057,0.048420,0.000800,0.014369,0.000384,0.001536,0.001088,0.000352,1.491830
1.216097,0.017761,0.204497,0.005344,0.048900,0.000800,0.014017,0.000352,0.001536,0.001153,0.000352,1.519993
1.192351,0.017761,0.204368,0.005057,0.049156,0.000800,0.013601,0.000352,0.001536,0.000992,0.000384,1.495927
1.179966,0.018082,0.219889,0.005249,0.049796,0.000800,0.014401,0.000384,0.001408,0.001280,0.000353,1.499640
1.180350,0.017762,0.204784,0.005344,0.049315,0.000833,0.014049,0.000384,0.001568,0.001376,0.000384,1.485430
1.215040,0.017921,0.205968,0.005345,0.048164,0.000544,0.013985,0.000384,0.001472,0.001056,0.000384,1.517784
1.238915,0.017954,0.205136,0.005312,0.049092,0.000800,0.014241,0.000416,0.001440,0.001184,0.000352,1.542523
1.218689,0.023938,0.205008,0.005281,0.047652,0.000800,0.014273,0.000384,0.001472,0.001248,0.000320,1.528025
1.243011,0.018210,0.205392,0.005313,0.050212,0.000800,0.013857,0.000352,0.001536,0.001088,0.000352,1.548731
1.205952,0.017794,0.204368,0.005121,0.049540,0.000768,0.014017,0.000384,0.001504,0.001184,0.000384,1.508792
1.232066,0.018242,0.204624,0.005313,0.050020,0.000800,0.014081,0.000384,0.001568,0.001184,0.000352,1.537594
1.208256,0.018049,0.203312,0.005345,0.048804,0.001120,0.014273,0.000320,0.001472,0.001376,0.000352,1.510648
1.177949,0.017953,0.222834,0.005472,0.049284,0.000800,0.014049,0.000352,0.001536,0.001152,0.000352,1.501431
1.197919,0.017665,0.204848,0.005312,0.048644,0.000864,0.014337,0.000352,0.001664,0.001248,0.000384,1.500951
1.183134,0.017857,0.205808,0.005312,0.048932,0.000768,0.014017,0.000385,0.001600,0.001056,0.000384,1.488182
1.210080,0.017825,0.204528,0.005345,0.048804,0.000832,0.013921,0.000384,0.001760,0.001216,0.000352,1.513432
1.176285,0.017953,0.203793,0.005088,0.048676,0.000832,0.014241,0.000352,0.001472,0.001088,0.000416,1.479734
1.209856,0.017698,0.205040,0.005057,0.048835,0.000641,0.013825,0.000352,0.001408,0.001120,0.000384,1.512632
1.160252,0.017890,0.204112,0.005312,0.049059,0.000576,0.013921,0.000416,0.001408,0.001088,0.000384,1.463348
1.246499,0.017985,0.203600,0.005377,0.047908,0.000800,0.013697,0.000416,0.001376,0.001152,0.000384,1.546939
1.202335,0.023842,0.203888,0.005280,0.047812,0.000800,0.013697,0.000384,0.001473,0.001120,0.000416,1.509688
1.161436,0.017953,0.205040,0.005377,0.047940,0.000576,0.032002,0.000705,0.001984,0.001184,0.000384,1.483350
1.221953,0.023458,0.204656,0.005345,0.047523,0.000992,0.013697,0.000320,0.001440,0.001184,0.000352,1.529529
1.181406,0.017666,0.204880,0.005313,0.047523,0.000832,0.013506,0.000384,0.001504,0.001088,0.000352,1.482870
1.218785,0.017890,0.203568,0.005344,0.047844,0.000864,0.013729,0.000384,0.001440,0.001376,0.000384,1.520729
1.210400,0.018338,0.203920,0.005280,0.047556,0.000896,0.014210,0.000384,0.001440,0.001184,0.000352,1.512568
1.207232,0.017986,0.203728,0.005089,0.047331,0.000800,0.013762,0.000384,0.001408,0.001184,0.000384,1.508312
1.209055,0.018209,0.203632,0.005025,0.047108,0.000832,0.013793,0.000384,0.001472,0.001088,0.000384,1.509015
1.209696,0.022849,0.203889,0.005344,0.047524,0.000992,0.013697,0.000352,0.001440,0.001056,0.000352,1.517049
1.205663,0.017793,0.204592,0.005153,0.047332,0.000640,0.013441,0.000352,0.001472,0.001152,0.000384,1.506679
1.174109,0.017986,0.204272,0.005312,0.047043,0.000832,0.013697,0.000384,0.001440,0.001120,0.000384,1.475381
1.228770,0.017857,0.203473,0.005280,0.047460,0.000832,0.013409,0.000416,0.001440,0.001184,0.000384,1.528442
1.227521,0.018017,0.205553,0.005280,0.047428,0.000768,0.013665,0.000416,0.001408,0.001120,0.000352,1.530905
1.219489,0.017889,0.203120,0.005345,0.047204,0.000800,0.013409,0.000384,0.001472,0.001152,0.000384,1.519256
1.220769,0.017889,0.203889,0.005344,0.048580,0.000768,0.013729,0.000384,0.001472,0.001152,0.000384,1.523353
1.227553,0.018114,0.204464,0.005312,0.048164,0.000768,0.013729,0.000352,0.001441,0.001280,0.000352,1.530266
1.208064,0.017890,0.204304,0.005120,0.048484,0.000832,0.014273,0.000384,0.001409,0.001344,0.000352,1.510776
1.223777,0.017762,0.203792,0.005440,0.050468,0.000833,0.014369,0.000416,0.001440,0.001248,0.000384,1.527865
1.176157,0.017794,0.204016,0.005344,0.049028,0.000864,0.013697,0.000384,0.001440,0.001152,0.000384,1.479413
1.169757,0.017889,0.204273,0.005376,0.049316,0.000800,0.013665,0.000384,0.001440,0.001184,0.000416,1.472661
1.176669,0.017922,0.203952,0.005376,0.047908,0.000768,0.013665,0.000384,0.001441,0.001152,0.000384,1.478261
1.247075,0.018049,0.203856,0.005121,0.048356,0.000800,0.014049,0.000416,0.001504,0.001216,0.000576,1.549883
1.252676,0.017857,0.204753,0.005408,0.047332,0.000800,0.014113,0.000384,0.001408,0.001185,0.000608,1.555324
1.172157,0.017890,0.204080,0.005312,0.048548,0.001024,0.013794,0.000384,0.001472,0.001280,0.000352,1.474581
1.253283,0.018113,0.205296,0.005281,0.048068,0.000832,0.013697,0.000352,0.001440,0.001184,0.000416,1.557307
1.178685,0.018145,0.204304,0.005345,0.049316,0.000832,0.014273,0.000416,0.001504,0.001120,0.000352,1.483125
1.189246,0.017922,0.222449,0.005184,0.049188,0.000832,0.013985,0.000384,0.001504,0.001056,0.000320,1.511704
1.183198,0.017986,0.205808,0.005120,0.048931,0.000832,0.013825,0.000384,0.001472,0.001248,0.000352,1.488022
1.200703,0.017922,0.203600,0.005056,0.048484,0.000928,0.013953,0.000352,0.001440,0.001056,0.000384,1.502327
1.179486,0.017921,0.203792,0.005344,0.048836,0.000800,0.014049,0.000384,0.001376,0.001088,0.000384,1.481622
1.207584,0.017825,0.204304,0.005376,0.049796,0.000800,0.013729,0.000384,0.001505,0.001184,0.000352,1.512344
1.211552,0.017633,0.203920,0.005377,0.048292,0.000960,0.013729,0.000352,0.001504,0.001280,0.000384,1.514360
1.215521,0.017633,0.204913,0.005376,0.047716,0.000864,0.013697,0.000352,0.001504,0.001056,0.000352,1.517753
1.248611,0.017921,0.204369,0.005344,0.048836,0.000800,0.013985,0.000352,0.001536,0.001025,0.000384,1.551067
1.212064,0.017857,0.203824,0.005345,0.048099,0.000833,0.013665,0.000384,0.001536,0.001152,0.000384,1.513752
1.193022,0.017666,0.204848,0.005408,0.081703,0.000896,0.014305,0.000352,0.001600,0.001249,0.000352,1.530521
1.175005,0.017729,0.204880,0.005088,0.048932,0.000768,0.013953,0.000352,0.001440,0.000992,0.000352,1.477237
1.206112,0.017953,0.204401,0.005024,0.048548,0.000768,0.014369,0.000384,0.001472,0.000960,0.000353,1.509368
1.206079,0.017953,0.204240,0.005441,0.049604,0.000832,0.013985,0.000384,0.001440,0.000960,0.000384,1.509911
1.218176,0.017985,0.205264,0.005185,0.048836,0.000832,0.014017,0.000352,0.001504,0.001184,0.000352,1.521944
1.208063,0.019201,0.203440,0.005089,0.048548,0.000832,0.014081,0.000384,0.001504,0.001248,0.000416,1.511095
1.194814,0.017697,0.204464,0.005153,0.048580,0.000832,0.014433,0.000352,0.001504,0.001248,0.000320,1.498518
1.248451,0.018146,0.204208,0.005248,0.049220,0.000832,0.013921,0.000352,0.001537,0.001088,0.000416,1.552379
1.196222,0.018082,0.203888,0.005120,0.048868,0.000832,0.013634,0.000384,0.001600,0.001024,0.000384,1.498614
1.194623,0.017761,0.204464,0.005377,0.048772,0.000736,0.014337,0.000352,0.001536,0.000960,0.000320,1.497366
1.198110,0.018721,0.204144,0.005408,0.048068,0.000832,0.014145,0.000352,0.001536,0.001056,0.000352,1.501974
1.218976,0.017922,0.205072,0.005056,0.049156,0.000768,0.013762,0.000384,0.001504,0.001024,0.000384,1.522488
1.231586,0.017825,0.204465,0.005088,0.048740,0.000832,0.014337,0.000384,0.001472,0.001025,0.000352,1.534714
1.198911,0.018018,0.203632,0.005280,0.048676,0.000768,0.014017,0.000384,0.001440,0.001248,0.000320,1.501047
1.233506,0.017953,0.203824,0.005088,0.048868,0.000800,0.014305,0.000608,0.001568,0.001056,0.000352,1.536506
1.192671,0.018209,0.204721,0.005152,0.048388,0.000832,0.013889,0.000352,0.001472,0.000960,0.000352,1.496150
1.253923,0.017761,0.204433,0.005248,0.048324,0.000800,0.014369,0.000352,0.001568,0.001056,0.000288,1.557372
1.211007,0.018050,0.204624,0.005313,0.048739,0.000833,0.014241,0.000384,0.001472,0.000960,0.000608,1.515095
1.205823,0.018113,0.204496,0.005089,0.048996,0.000832,0.014401,0.000576,0.001504,0.001248,0.000352,1.510775
1.182269,0.017953,0.203472,0.005185,0.049219,0.000833,0.014465,0.000384,0.001504,0.000896,0.000416,1.485365
1.179934,0.017953,0.204209,0.005376,0.048996,0.000832,0.013825,0.000352,0.001408,0.000992,0.000384,1.483062
1.230977,0.017985,0.204496,0.005121,0.049220,0.000800,0.014241,0.000352,0.001536,0.000960,0.000576,1.535353
1.201567,0.018050,0.205168,0.005184,0.049124,0.000832,0.014210,0.000384,0.001472,0.001312,0.000352,1.506103
1.216896,0.018081,0.205105,0.005344,0.049348,0.000800,0.013633,0.000384,0.001376,0.001216,0.000353,1.520152
1.218017,0.017921,0.204016,0.005120,0.048932,0.000768,0.014145,0.000384,0.001504,0.000992,0.000352,1.520312
1.212704,0.017858,0.228978,0.005472,0.049444,0.000832,0.013857,0.000384,0.001441,0.000960,0.000352,1.541242
1.193022,0.017665,0.203600,0.005057,0.049188,0.000800,0.014017,0.000352,0.001600,0.001024,0.000352,1.496118
1.203935,0.017633,0.203824,0.005121,0.048772,0.000800,0.014209,0.000352,0.001408,0.001120,0.000320,1.505910
1.182398,0.017889,0.204209,0.005344,0.048612,0.000608,0.013697,0.000384,0.001536,0.001280,0.000609,1.484822
1.189854,0.018081,0.204401,0.005280,0.048900,0.000800,0.013601,0.000384,0.001472,0.001056,0.000384,1.492598
1.227936,0.017825,0.203760,0.005089,0.048579,0.000801,0.013793,0.000384,0.001536,0.000992,0.000320,1.529080
1.181566,0.017665,0.204496,0.005377,0.048324,0.000800,0.013729,0.000352,0.001472,0.000992,0.000352,1.483317
1.232898,0.017729,0.203664,0.005313,0.048228,0.001024,0.013825,0.000352,0.001504,0.000992,0.000416,1.534425
1.171196,0.017761,0.204336,0.005345,0.048355,0.000801,0.014273,0.000384,0.001536,0.001088,0.000384,1.474964
1.174588,0.017890,0.203824,0.005280,0.068902,0.000864,0.013729,0.000608,0.001696,0.001057,0.000352,1.497366
1.185694,0.017857,0.203632,0.005281,0.048292,0.000832,0.013441,0.000384,0.001472,0.001024,0.000384,1.486709
1.204031,0.017954,0.204336,0.005376,0.048324,0.000544,0.013409,0.000352,0.001504,0.001089,0.000352,1.505687
1.197182,0.017986,0.204112,0.005408,0.048548,0.000832,0.013601,0.000352,0.001408,0.001153,0.000352,1.498998
1.181085,0.017825,0.204560,0.005057,0.048451,0.000801,0.013601,0.000352,0.001408,0.001088,0.000384,1.483253
1.241858,0.023490,0.203856,0.005312,0.048900,0.000832,0.013377,0.000384,0.001441,0.001056,0.000352,1.549562
1.205599,0.017729,0.204272,0.005472,0.048420,0.000768,0.013665,0.000352,0.001440,0.001024,0.000352,1.507286
1.214367,0.019106,0.204336,0.005313,0.048963,0.000801,0.014273,0.000384,0.001664,0.001216,0.000320,1.519096
1.207775,0.017665,0.204080,0.005313,0.048675,0.000832,0.013729,0.000384,0.001440,0.000992,0.000352,1.509623
1.177149,0.017665,0.203792,0.005121,0.048964,0.000768,0.013569,0.000416,0.001472,0.000992,0.000384,1.478676
1.206463,0.017602,0.203728,0.005120,0.048484,0.000576,0.013377,0.000352,0.001472,0.001056,0.000352,1.506967
1.181117,0.017633,0.204240,0.005121,0.048868,0.000800,0.013697,0.000384,0.001440,0.000960,0.000416,1.483573
1.231361,0.017794,0.203504,0.005088,0.047908,0.000736,0.013985,0.000352,0.001664,0.001057,0.000384,1.532857
1.200414,0.018018,0.203728,0.005344,0.048452,0.000832,0.014145,0.000352,0.001664,0.001152,0.000320,1.503062
1.233281,0.017890,0.204464,0.005312,0.048260,0.000832,0.013857,0.000384,0.001504,0.001024,0.000416,1.535801
1.190654,0.018049,0.203824,0.005153,0.049060,0.000832,0.013921,0.000384,0.001408,0.000960,0.000384,1.492821
1.173980,0.017698,0.223057,0.005184,0.047908,0.001024,0.014049,0.000352,0.001536,0.000960,0.000352,1.494613
1.208319,0.017761,0.204144,0.005376,0.048963,0.000768,0.013794,0.000352,0.001536,0.000992,0.000384,1.511191
1.186557,0.017761,0.204496,0.005313,0.048163,0.000801,0.013409,0.000352,0.001440,0.000960,0.000352,1.488533
1.196350,0.017761,0.204112,0.005345,0.048676,0.000576,0.013473,0.000352,0.001376,0.000992,0.000576,1.497846
1.176061,0.017633,0.203312,0.005345,0.048452,0.000928,0.013601,0.000352,0.001504,0.000960,0.000352,1.477972
1.242626,0.017633,0.204081,0.005248,0.048964,0.000832,0.013409,0.000384,0.001440,0.000864,0.000352,1.544761
1.188861,0.018017,0.204048,0.005057,0.048515,0.000800,0.014178,0.000384,0.001568,0.000960,0.000384,1.490965
1.232545,0.017857,0.203952,0.005313,0.048516,0.000800,0.013569,0.000352,0.001440,0.001024,0.000352,1.534104
1.183229,0.017890,0.204176,0.005120,0.049060,0.000832,0.013825,0.000384,0.001473,0.000960,0.000352,1.486421
1.211615,0.017858,0.203664,0.005088,0.048420,0.000800,0.013729,0.000384,0.001440,0.000961,0.000416,1.512599
