TEE[0-0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.225310,0.018049,0.204144,0.005408,0.049348,0.000832,0.014145,0.000352,0.001504,0.001217,0.000384,1.529910
1.197692,0.017729,0.203984,0.005312,0.048548,0.000864,0.014241,0.000416,0.001504,0.001056,0.000352,1.500787
1.173435,0.017985,0.204976,0.005345,0.048931,0.000800,0.014210,0.000352,0.001536,0.001056,0.000352,1.478898
1.179898,0.017889,0.204144,0.005088,0.048324,0.000768,0.014305,0.000352,0.001472,0.001152,0.000384,1.483089
1.164249,0.017985,0.203920,0.005152,0.049028,0.000896,0.014049,0.000384,0.001632,0.001184,0.000352,1.468048
1.253536,0.018017,0.204080,0.005152,0.048932,0.000832,0.013825,0.000416,0.001568,0.001184,0.000384,1.557368
1.215197,0.017889,0.204368,0.005280,0.048804,0.000832,0.014145,0.000384,0.001504,0.001185,0.000352,1.518741
1.256288,0.018146,0.203760,0.005312,0.048836,0.000800,0.014369,0.000576,0.001504,0.001120,0.000352,1.559831
1.207196,0.018017,0.204080,0.005312,0.048740,0.000800,0.014017,0.000384,0.001536,0.001440,0.000384,1.511380
1.240671,0.017922,0.203952,0.005056,0.048772,0.000576,0.014081,0.000384,0.001568,0.001408,0.000416,1.543894
1.169562,0.017922,0.204367,0.005345,0.048164,0.000800,0.014017,0.000352,0.001824,0.001152,0.000352,1.473105
1.172986,0.017761,0.203600,0.005473,0.048323,0.000832,0.013633,0.000352,0.001440,0.001248,0.000384,1.475633
1.213245,0.017889,0.204304,0.005184,0.048356,0.000800,0.013825,0.000384,0.001568,0.001184,0.000416,1.516756
1.199676,0.018498,0.204208,0.005312,0.048004,0.000832,0.013793,0.000384,0.001440,0.000992,0.000352,1.502771
1.218174,0.018401,0.203664,0.005248,0.049924,0.000544,0.013601,0.000352,0.001537,0.001120,0.000384,1.520821
1.210301,0.017665,0.203440,0.005120,0.047972,0.001024,0.014081,0.000384,0.001440,0.001024,0.000384,1.511668
1.191324,0.025026,0.204752,0.005056,0.048228,0.000832,0.014049,0.000352,0.001440,0.001089,0.000384,1.501172
1.205629,0.017697,0.204112,0.005312,0.049027,0.000768,0.013729,0.000352,0.001472,0.001024,0.000384,1.508948
1.168314,0.017858,0.222673,0.005248,0.048772,0.001024,0.013377,0.000384,0.001504,0.000992,0.000384,1.489075
1.214717,0.017665,0.204975,0.005057,0.049155,0.000832,0.014017,0.000384,0.001504,0.000992,0.000352,1.518900
1.206012,0.017985,0.204400,0.005120,0.048612,0.000992,0.013665,0.000352,0.001696,0.001025,0.000288,1.508532
1.164281,0.017794,0.203215,0.005089,0.048292,0.000768,0.013345,0.000352,0.001632,0.001024,0.000384,1.464752
1.215453,0.018017,0.204656,0.005312,0.049604,0.000800,0.013985,0.000416,0.001472,0.001024,0.000352,1.520053
1.236383,0.018113,0.204432,0.005152,0.048740,0.000800,0.014369,0.000384,0.001473,0.001056,0.000352,1.540854
1.206812,0.017826,0.203791,0.005345,0.049732,0.000800,0.014081,0.000352,0.001536,0.001024,0.000352,1.509587
1.189756,0.023778,0.204527,0.005312,0.048644,0.000768,0.013825,0.000352,0.001504,0.001024,0.000384,1.499699
1.197244,0.017698,0.203503,0.005280,0.047876,0.001024,0.013953,0.000352,0.001440,0.000896,0.000352,1.497331
1.169978,0.017601,0.203472,0.005312,0.048324,0.000768,0.013889,0.000384,0.001504,0.001024,0.000352,1.470737
1.209533,0.017761,0.203984,0.005121,0.049155,0.000800,0.013794,0.000320,0.001408,0.000928,0.000832,1.512244
1.206621,0.017761,0.204400,0.005024,0.048772,0.000768,0.013985,0.000352,0.001473,0.000864,0.000384,1.509524
1.218046,0.017889,0.203472,0.005152,0.047940,0.000768,0.013569,0.000384,0.001697,0.001120,0.000672,1.519157
1.164602,0.017857,0.205808,0.005281,0.049475,0.000800,0.013697,0.000384,0.001408,0.000992,0.000608,1.470609
1.252736,0.018177,0.204080,0.005088,0.048452,0.000800,0.013441,0.000352,0.001441,0.000960,0.000384,1.554487
1.194171,0.017825,0.204048,0.005344,0.048676,0.000800,0.013633,0.000352,0.001408,0.001088,0.000385,1.495859
1.199899,0.044067,0.204816,0.005472,0.049156,0.000800,0.013889,0.000416,0.001536,0.001024,0.000608,1.531637
1.204860,0.017825,0.204912,0.005312,0.048740,0.000832,0.013729,0.000352,0.001376,0.001024,0.000576,1.507859
1.186299,0.017761,0.204080,0.005376,0.049060,0.000832,0.014081,0.000416,0.001825,0.001024,0.000352,1.489906
1.187611,0.017633,0.204080,0.005376,0.048772,0.000800,0.013697,0.000384,0.001504,0.000992,0.000352,1.489651
1.186651,0.017889,0.203471,0.005313,0.048707,0.000768,0.013601,0.000352,0.001504,0.001056,0.000384,1.489074
1.243647,0.017762,0.203695,0.005217,0.048291,0.000768,0.013665,0.000384,0.001408,0.000992,0.000352,1.543862
1.208061,0.017762,0.204079,0.005313,0.048227,0.000833,0.013953,0.000352,0.001568,0.001184,0.000416,1.510164
1.205533,0.017665,0.203984,0.005152,0.048388,0.000800,0.013825,0.000384,0.001472,0.001025,0.000384,1.507124
1.196891,0.019009,0.207248,0.005280,0.048644,0.000832,0.014017,0.000384,0.001472,0.001024,0.000384,1.503795
1.192188,0.017729,0.225618,0.005248,0.047940,0.000800,0.013793,0.000352,0.001472,0.001472,0.000352,1.515444
1.184826,0.017633,0.203600,0.005024,0.048484,0.000768,0.013697,0.000352,0.001408,0.000960,0.000352,1.485169
1.192219,0.018017,0.204208,0.005120,0.048996,0.000800,0.013409,0.000384,0.001472,0.000928,0.000352,1.494258
1.213885,0.017665,0.206480,0.005344,0.049380,0.000576,0.013633,0.000384,0.001409,0.000992,0.000384,1.518292
1.184731,0.018018,0.204079,0.005121,0.048996,0.000800,0.013665,0.000416,0.001472,0.001024,0.000384,1.487634
1.217341,0.017953,0.204240,0.005120,0.048291,0.000768,0.013697,0.000352,0.001409,0.001024,0.000352,1.519700
1.180282,0.018081,0.204592,0.005024,0.048836,0.000832,0.013761,0.000384,0.001504,0.001057,0.000352,1.483986
1.199867,0.019265,0.204752,0.005056,0.048676,0.000800,0.013985,0.000384,0.001504,0.000960,0.000384,1.503923
1.173274,0.018177,0.204528,0.005120,0.048708,0.000768,0.013857,0.000320,0.001536,0.001089,0.000352,1.476017
1.210492,0.018082,0.203919,0.005280,0.048356,0.000768,0.013921,0.000384,0.001504,0.000992,0.000352,1.512595
1.186971,0.018146,0.203919,0.005281,0.048612,0.000576,0.013729,0.000416,0.001472,0.001024,0.000352,1.489394
1.180827,0.018593,0.204144,0.005312,0.048388,0.000864,0.014049,0.000352,0.001505,0.000960,0.000416,1.484082
1.206556,0.018209,0.205808,0.005056,0.048644,0.000800,0.014049,0.000384,0.001536,0.000960,0.000384,1.511252
1.175354,0.018370,0.204271,0.005121,0.048899,0.000832,0.014401,0.000576,0.001536,0.001216,0.000608,1.479921
1.198939,0.017793,0.204112,0.005312,0.048612,0.000832,0.014049,0.000352,0.001664,0.000960,0.000352,1.501874
1.183034,0.017986,0.204527,0.005089,0.048804,0.000832,0.013825,0.000576,0.001472,0.000992,0.000576,1.486033
1.218077,0.017922,0.224785,0.005185,0.048835,0.000832,0.014306,0.000352,0.001312,0.001120,0.000672,1.540886
1.166233,0.017889,0.203856,0.005088,0.048740,0.000800,0.013985,0.000544,0.001568,0.000993,0.000384,1.467856
1.170522,0.017761,0.203664,0.005376,0.048804,0.000864,0.013985,0.000384,0.001537,0.000960,0.000352,1.472913
1.239902,0.017633,0.203567,0.005152,0.048260,0.000800,0.013921,0.000352,0.001568,0.001216,0.000384,1.540917
1.182747,0.017921,0.204112,0.005056,0.047876,0.000832,0.014017,0.000352,0.001505,0.001024,0.000384,1.485042
1.200444,0.017922,0.203727,0.005345,0.048515,0.000832,0.013665,0.000352,0.001536,0.001088,0.000384,1.501651
1.176313,0.017825,0.204048,0.005312,0.048804,0.000800,0.013857,0.000416,0.001472,0.001089,0.000576,1.479889
1.181690,0.024034,0.205007,0.005345,0.049092,0.000768,0.013441,0.000640,0.001472,0.000992,0.000352,1.491826
1.192251,0.017730,0.203247,0.005409,0.048419,0.000832,0.014305,0.000352,0.001504,0.000992,0.000416,1.494706
1.179387,0.017889,0.203856,0.005344,0.049572,0.000832,0.013729,0.000352,0.001568,0.000961,0.000352,1.482226
1.206812,0.017921,0.208624,0.005089,0.048227,0.000832,0.014081,0.000416,0.001536,0.001248,0.000384,1.515092
1.202428,0.018017,0.204336,0.005345,0.049187,0.000832,0.014337,0.000352,0.001504,0.001376,0.000352,1.506963
1.255488,0.017985,0.204304,0.005248,0.048676,0.000832,0.014433,0.000352,0.001600,0.001408,0.000384,1.560279
1.174650,0.017825,0.204912,0.005345,0.049091,0.000800,0.013826,0.000384,0.001408,0.001024,0.000352,1.478353
1.191451,0.017729,0.205008,0.005248,0.048964,0.000800,0.014209,0.000352,0.001504,0.001056,0.000384,1.495922
1.175706,0.017762,0.203919,0.005313,0.049539,0.000832,0.013953,0.000384,0.001632,0.001024,0.000384,1.479185
1.199708,0.031459,0.203535,0.005121,0.048259,0.000832,0.013986,0.000352,0.001536,0.001024,0.000320,1.514708
1.223741,0.018626,0.204175,0.005665,0.048228,0.000896,0.013537,0.000384,0.001632,0.001248,0.000352,1.528020
1.194235,0.017986,0.204015,0.005281,0.048035,0.000832,0.014401,0.000385,0.001504,0.001312,0.000352,1.497202
