Layer[0],Layer[1],IN[2],INFER[2-5],OUT[5],TEE[2-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.400268,0.017377,0.144388,0.565041,0.066434,0.779063,0.022432,0.000480,0.001376,0.001024,0.000416,1.228708
0.399372,0.017505,0.139268,0.567633,0.064770,0.775255,0.015456,0.000576,0.001376,0.000928,0.000384,1.216740
0.399820,0.017344,0.127492,0.574449,0.066530,0.772055,0.015713,0.000544,0.001440,0.000896,0.000384,1.214180
0.399980,0.017600,0.136580,0.566256,0.066850,0.773079,0.014721,0.000544,0.001536,0.001088,0.000416,1.216132
0.400300,0.017600,0.152261,0.580753,0.069250,0.805720,0.015393,0.000544,0.001440,0.000928,0.000384,1.248581
0.400108,0.017600,0.140868,0.565136,0.062370,0.772471,0.014721,0.000512,0.001472,0.000960,0.000416,1.214628
0.397932,0.017664,0.141700,0.567025,0.066722,0.778871,0.015905,0.000736,0.001440,0.001120,0.000416,1.220612
0.399436,0.017537,0.139716,0.588081,0.106755,0.838616,0.015425,0.000480,0.001472,0.001024,0.000416,1.281382
0.399180,0.017344,0.140132,0.565393,0.062114,0.771127,0.015041,0.000544,0.001472,0.000960,0.000384,1.212068
0.399564,0.017344,0.137092,0.564017,0.063042,0.767543,0.015360,0.000512,0.001472,0.001024,0.000320,1.209315
0.417261,0.017344,0.138724,0.578130,0.073410,0.793336,0.015456,0.000544,0.001440,0.001024,0.000416,1.252901
0.400044,0.017345,0.139652,0.565905,0.064770,0.773815,0.015008,0.000544,0.001472,0.001024,0.000384,1.215268
0.395180,0.017569,0.126819,0.565297,0.067106,0.762710,0.014593,0.000480,0.001472,0.001120,0.000352,1.199204
0.399979,0.017856,0.142980,0.565777,0.065826,0.778199,0.015361,0.000480,0.001408,0.001024,0.000384,1.220996
0.399596,0.017504,0.139908,0.566448,0.064130,0.773719,0.014913,0.000480,0.001504,0.001376,0.000416,1.216132
0.400620,0.017792,0.136804,0.581618,0.078690,0.800376,0.014976,0.000512,0.001504,0.001088,0.000384,1.242917
0.399563,0.017728,0.138692,0.567121,0.066594,0.775927,0.014528,0.000513,0.001472,0.000992,0.000384,1.217828
0.400108,0.017632,0.123012,0.566321,0.065634,0.758903,0.014976,0.000576,0.001568,0.000992,0.000416,1.201027
0.400204,0.017505,0.144708,0.577585,0.066658,0.792663,0.015009,0.000512,0.001472,0.001120,0.000672,1.235269
0.399531,0.017472,0.140004,0.567025,0.066242,0.776663,0.014944,0.000512,0.001473,0.000992,0.000352,1.218212
0.399083,0.017601,0.143076,0.567921,0.064994,0.780087,0.015681,0.000512,0.001504,0.000960,0.000384,1.221572
0.417932,0.017761,0.139652,0.575601,0.068450,0.789367,0.014816,0.000608,0.001504,0.001089,0.000384,1.250117
0.399852,0.017664,0.123460,0.564145,0.064450,0.755159,0.014752,0.000480,0.001408,0.001056,0.000384,1.196611
0.399276,0.020897,0.142276,0.585777,0.108579,0.840153,0.015648,0.000512,0.001472,0.001408,0.000384,1.287718
0.399211,0.017728,0.140196,0.566897,0.067586,0.778103,0.015457,0.000544,0.001472,0.001216,0.000384,1.219876
0.399979,0.017569,0.165157,0.566961,0.066018,0.801912,0.015712,0.000480,0.001472,0.000992,0.000384,1.244644
0.400076,0.017569,0.146884,0.589042,0.080738,0.820536,0.015776,0.000512,0.001504,0.001184,0.000416,1.263846
0.395660,0.021088,0.139428,0.568145,0.070114,0.782359,0.015649,0.000544,0.001472,0.000992,0.000608,1.224196
0.399116,0.017440,0.138596,0.569936,0.067138,0.778871,0.014849,0.000544,0.001440,0.001088,0.000608,1.219940
0.417260,0.017345,0.137156,0.579153,0.067394,0.787799,0.015328,0.000544,0.001440,0.000992,0.000352,1.248037
0.398444,0.017601,0.122243,0.565777,0.065346,0.757302,0.014689,0.000480,0.001472,0.000960,0.000416,1.197316
0.399820,0.017472,0.158693,0.569393,0.064482,0.796088,0.014336,0.000544,0.001472,0.000960,0.000384,1.236580
0.399211,0.017441,0.132964,0.566865,0.064738,0.769463,0.015072,0.000480,0.001440,0.000992,0.000416,1.210115
0.395788,0.017761,0.142756,0.567441,0.065122,0.778743,0.014528,0.000544,0.001472,0.001024,0.000384,1.216516
0.399180,0.017249,0.138148,0.588209,0.079715,0.809656,0.014624,0.000512,0.001440,0.000896,0.000640,1.250533
0.399820,0.017440,0.159877,0.568945,0.063778,0.796472,0.015905,0.000512,0.001504,0.000960,0.000384,1.239109
0.399308,0.017569,0.140548,0.569169,0.066850,0.779895,0.014624,0.000480,0.001408,0.000992,0.000577,1.221573
0.399243,0.017281,0.178245,0.582290,0.067650,0.831961,0.015904,0.000448,0.001440,0.001088,0.000352,1.273957
0.399788,0.017569,0.146500,0.567281,0.067970,0.785271,0.015840,0.000480,0.001504,0.000960,0.000288,1.227524
0.398604,0.017697,0.120771,0.565809,0.065890,0.756278,0.014945,0.000544,0.001504,0.001024,0.000352,1.198020
0.401836,0.017345,0.138724,0.576081,0.066754,0.786839,0.015265,0.000512,0.001440,0.000992,0.000608,1.231045
