Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-7],OUT[7],TEE[6-7],Layer[8],Layer[9],Layer[10],classifier
0.429155,0.017441,0.202657,0.005024,0.047904,0.000576,0.117633,0.049025,0.061536,0.231426,0.002624,0.001216,0.000384,0.945959
0.415395,0.017728,0.202978,0.005152,0.048640,0.000608,0.111617,0.049248,0.061345,0.226050,0.002432,0.001280,0.000448,0.929671
0.416547,0.017248,0.203137,0.005120,0.047937,0.000576,0.110848,0.047521,0.062336,0.224065,0.002496,0.001184,0.000416,0.925958
0.416387,0.017280,0.217762,0.005152,0.048192,0.000576,0.093921,0.051904,0.058464,0.207265,0.002464,0.000928,0.000480,0.923494
0.415715,0.017504,0.202786,0.004864,0.048096,0.000544,0.101185,0.057152,0.060353,0.221858,0.002016,0.000736,0.000608,0.920679
0.415011,0.017280,0.202114,0.005120,0.048032,0.000576,0.135041,0.050689,0.059456,0.248418,0.002112,0.000992,0.000384,0.946695
0.415395,0.017184,0.202337,0.004832,0.047841,0.000576,0.132801,0.066016,0.059905,0.262018,0.002304,0.000928,0.000384,0.959975
0.415203,0.017312,0.202530,0.004864,0.048480,0.000544,0.104897,0.050016,0.060673,0.218722,0.002336,0.001184,0.000384,0.918311
0.414754,0.017472,0.202369,0.004896,0.048352,0.000576,0.096609,0.045985,0.057632,0.203682,0.002624,0.001120,0.000352,0.902950
0.415299,0.017504,0.202145,0.004864,0.048161,0.000576,0.113120,0.048449,0.070176,0.234593,0.002208,0.000992,0.000416,0.933030
0.415299,0.017312,0.219970,0.005248,0.047232,0.000480,0.136289,0.050752,0.059969,0.250242,0.002400,0.001088,0.000416,0.966951
0.418435,0.017280,0.204161,0.004864,0.047553,0.000544,0.105024,0.045985,0.061120,0.215873,0.002400,0.001248,0.000320,0.920998
0.416099,0.017216,0.202626,0.005088,0.047488,0.000544,0.107905,0.050112,0.060385,0.221378,0.002432,0.001120,0.000416,0.920775
0.415651,0.017216,0.202273,0.004800,0.048289,0.000544,0.095488,0.049089,0.058144,0.205825,0.002752,0.000864,0.000384,0.904870
0.417123,0.017472,0.202050,0.004800,0.047936,0.000576,0.097153,0.054816,0.057568,0.212929,0.002400,0.000736,0.000352,0.912134
0.415011,0.017312,0.202338,0.004832,0.048224,0.000544,0.113377,0.047840,0.061825,0.226114,0.002272,0.001024,0.000512,0.925287
0.415491,0.017441,0.203137,0.005088,0.047488,0.000544,0.101441,0.049121,0.062720,0.216386,0.002528,0.000896,0.000352,0.915943
0.431619,0.017408,0.202177,0.004928,0.048193,0.000544,0.106081,0.057056,0.060320,0.226881,0.002336,0.001056,0.000384,0.942918
0.414787,0.017472,0.202530,0.004896,0.048320,0.000576,0.105185,0.056928,0.065025,0.230594,0.002368,0.001120,0.000416,0.929863
0.415683,0.017376,0.203073,0.004864,0.048353,0.000544,0.139713,0.053344,0.060768,0.257185,0.002369,0.000992,0.000608,0.957831
0.415267,0.017184,0.204834,0.005088,0.047904,0.000544,0.129985,0.060161,0.064064,0.257346,0.002368,0.001024,0.000416,0.958375
0.416035,0.017408,0.202562,0.005088,0.047680,0.000576,0.109825,0.054816,0.061217,0.229698,0.002240,0.001184,0.000416,0.931143
0.415203,0.017409,0.202753,0.005056,0.047808,0.000576,0.105697,0.049697,0.061440,0.219874,0.002272,0.000960,0.000416,0.919431
0.415747,0.017216,0.202401,0.004896,0.048641,0.000544,0.107361,0.049888,0.060800,0.221185,0.002624,0.001024,0.000384,0.921606
0.431491,0.017184,0.202562,0.005120,0.048672,0.000576,0.107393,0.048992,0.060737,0.220642,0.002240,0.001120,0.000608,0.936903
0.414883,0.017408,0.202401,0.005088,0.048673,0.000544,0.109729,0.057280,0.062112,0.232481,0.002208,0.001120,0.000416,0.933510
0.416355,0.017280,0.202786,0.005120,0.048384,0.000576,0.109057,0.048704,0.061665,0.222786,0.002272,0.001120,0.000416,0.924551
0.415267,0.017248,0.223233,0.005120,0.048033,0.000576,0.107425,0.051872,0.061152,0.223585,0.002240,0.001152,0.000416,0.945510
0.415523,0.017472,0.202658,0.004864,0.048480,0.000544,0.112929,0.055616,0.061153,0.233314,0.003040,0.001152,0.000576,0.934535
0.414979,0.017920,0.202401,0.005152,0.047745,0.000544,0.112160,0.059361,0.071360,0.246273,0.002208,0.001120,0.000448,0.946694
0.417347,0.017793,0.204161,0.005024,0.047680,0.000576,0.114209,0.060097,0.064608,0.242434,0.002688,0.001216,0.000384,0.947847
0.416771,0.017344,0.202914,0.005088,0.048352,0.000768,0.112545,0.062112,0.073632,0.251586,0.003296,0.001088,0.000416,0.955495
0.416771,0.017440,0.203073,0.005249,0.047680,0.000576,0.104833,0.059136,0.062560,0.229506,0.002400,0.000960,0.000384,0.930535
0.414915,0.017536,0.202530,0.004864,0.048320,0.000544,0.103297,0.052448,0.060321,0.219138,0.002336,0.001024,0.000384,0.918983
0.432099,0.017248,0.202401,0.004896,0.048545,0.000544,0.107104,0.046721,0.058144,0.214977,0.002176,0.000960,0.000416,0.930982
0.414499,0.017440,0.202082,0.004992,0.047936,0.000576,0.106529,0.046176,0.058976,0.214625,0.001984,0.000928,0.000416,0.912390
0.414787,0.017376,0.201986,0.004864,0.048256,0.000544,0.107777,0.050048,0.062081,0.222882,0.002272,0.001024,0.000416,0.921191
0.415363,0.017248,0.202433,0.004800,0.047872,0.000544,0.133441,0.057025,0.063360,0.256994,0.002752,0.001056,0.000480,0.957030
0.414659,0.017472,0.202114,0.005120,0.047840,0.000512,0.106049,0.059264,0.066945,0.235170,0.001984,0.001088,0.000384,0.933191
0.414850,0.017472,0.202369,0.004896,0.048384,0.000576,0.102785,0.051745,0.063616,0.221410,0.002304,0.000960,0.000384,0.920486
0.417027,0.017696,0.203169,0.004865,0.047872,0.000576,0.114561,0.048672,0.062336,0.229058,0.002336,0.001120,0.000416,0.932679
0.430628,0.017344,0.202753,0.004800,0.048768,0.000608,0.107777,0.049793,0.061056,0.221602,0.002432,0.000992,0.000416,0.937223
0.415459,0.017568,0.202241,0.004832,0.048193,0.000576,0.112993,0.049216,0.061408,0.226497,0.002272,0.000896,0.000384,0.925670
0.415107,0.017216,0.202786,0.004832,0.048960,0.000544,0.114017,0.049568,0.060449,0.226882,0.002112,0.000864,0.000352,0.926599
0.414819,0.017280,0.219873,0.004896,0.048545,0.000576,0.104896,0.051041,0.059392,0.218401,0.002272,0.000928,0.000416,0.934918
0.415235,0.017216,0.201954,0.004800,0.047616,0.000512,0.100289,0.059616,0.062817,0.225474,0.001952,0.000928,0.000416,0.922695
0.415395,0.017472,0.202273,0.004832,0.047904,0.000544,0.117440,0.046817,0.059616,0.227009,0.002240,0.000832,0.000384,0.925830
0.415075,0.017408,0.202113,0.004865,0.047552,0.000544,0.119137,0.048160,0.060289,0.230562,0.002080,0.000928,0.000416,0.928679
0.415395,0.017376,0.202274,0.004864,0.047200,0.000576,0.101473,0.047392,0.059713,0.211330,0.002240,0.000896,0.000384,0.908967
0.414755,0.017536,0.202113,0.004864,0.046944,0.000480,0.114721,0.047425,0.061024,0.226146,0.001952,0.000768,0.000320,0.922406
0.415459,0.017280,0.204161,0.004896,0.047297,0.000608,0.108737,0.049536,0.061408,0.223265,0.002240,0.001056,0.000448,0.923718
0.415299,0.017952,0.220098,0.004896,0.048192,0.000576,0.131393,0.052257,0.060352,0.247234,0.002464,0.000992,0.000416,0.965415
0.415267,0.017376,0.202849,0.004832,0.048417,0.000576,0.102849,0.050880,0.059712,0.216417,0.002368,0.000928,0.000576,0.916038
0.415651,0.017472,0.202434,0.004832,0.047200,0.000576,0.101441,0.049280,0.060833,0.214786,0.002144,0.000928,0.000416,0.913159
0.414691,0.017600,0.202754,0.004864,0.047296,0.000576,0.100929,0.050336,0.060961,0.215074,0.002208,0.000896,0.000384,0.913159
0.415139,0.017728,0.202465,0.004896,0.047073,0.000576,0.102688,0.051649,0.064672,0.221921,0.003072,0.000832,0.000384,0.920454
0.415203,0.017440,0.202273,0.004993,0.047072,0.000544,0.107137,0.046656,0.059680,0.216481,0.002112,0.000896,0.000448,0.914118
0.414627,0.017440,0.202178,0.004800,0.046944,0.000544,0.128289,0.052000,0.060705,0.243938,0.002016,0.000704,0.000416,0.939975
0.435363,0.017280,0.202465,0.005088,0.046977,0.000544,0.105824,0.046497,0.058048,0.213569,0.002240,0.000832,0.000352,0.931046
0.416227,0.017536,0.202370,0.004864,0.046816,0.000576,0.098177,0.047328,0.063360,0.212417,0.002400,0.001024,0.000384,0.912230
0.416259,0.017536,0.202498,0.004864,0.047328,0.000576,0.109025,0.050848,0.060705,0.224258,0.002304,0.001088,0.000352,0.925479
0.415395,0.017568,0.202402,0.004832,0.047552,0.000544,0.114497,0.080480,0.081313,0.280290,0.002528,0.000992,0.000416,0.980167
0.415779,0.017344,0.202305,0.004864,0.047137,0.000544,0.108161,0.057664,0.062432,0.231649,0.002240,0.001056,0.000416,0.930214
0.415651,0.017921,0.202625,0.005024,0.047232,0.000544,0.116097,0.047937,0.061728,0.229186,0.002304,0.000960,0.000576,0.929863
0.415651,0.017568,0.202721,0.005249,0.048768,0.000576,0.112193,0.050976,0.060384,0.226817,0.002369,0.000896,0.000416,0.928103
0.433028,0.018112,0.202337,0.004864,0.048193,0.000576,0.114944,0.048289,0.061216,0.227681,0.002304,0.001088,0.000416,0.946471
0.415555,0.017376,0.202690,0.004896,0.048704,0.000544,0.112417,0.051968,0.065697,0.233474,0.003008,0.001088,0.000384,0.935111
0.417507,0.017568,0.202465,0.005152,0.047969,0.000576,0.130017,0.047456,0.062336,0.243041,0.002304,0.001120,0.000416,0.945222
0.416803,0.017376,0.223362,0.004928,0.048640,0.000512,0.112225,0.045697,0.059776,0.221154,0.002240,0.001056,0.000416,0.944423
0.415715,0.017536,0.202593,0.004801,0.048032,0.000544,0.116385,0.048768,0.060609,0.228930,0.002496,0.001280,0.000608,0.929639
0.416579,0.017920,0.204737,0.004896,0.049217,0.000576,0.122368,0.049153,0.062080,0.237313,0.002784,0.001344,0.000704,0.943814
0.415299,0.017600,0.202498,0.005056,0.048128,0.000544,0.113921,0.065057,0.078432,0.261442,0.002624,0.001120,0.000416,0.962887
0.415779,0.017472,0.202466,0.004896,0.048672,0.000576,0.133697,0.065920,0.066433,0.269602,0.002368,0.001216,0.000384,0.970759
0.416803,0.017568,0.202753,0.005152,0.047873,0.000544,0.112609,0.048160,0.060992,0.224929,0.002528,0.001184,0.000416,0.927431
0.415523,0.017409,0.202721,0.005088,0.048288,0.000576,0.113505,0.048609,0.064928,0.230178,0.002272,0.001216,0.000416,0.930759
0.443939,0.017568,0.203298,0.005056,0.048160,0.000512,0.113377,0.047648,0.060577,0.224898,0.002528,0.001152,0.000416,0.955079
0.415779,0.017504,0.202561,0.004832,0.048289,0.000544,0.140033,0.064288,0.061952,0.269506,0.002368,0.001120,0.000384,0.969863
0.415747,0.017312,0.202753,0.005056,0.047585,0.000576,0.111584,0.047937,0.061696,0.224641,0.002304,0.001216,0.000384,0.924582
0.433219,0.017504,0.202658,0.004864,0.048864,0.000576,0.114145,0.048992,0.062977,0.229602,0.002496,0.001056,0.000416,0.948103
0.415555,0.017184,0.203105,0.004832,0.047905,0.000544,0.110272,0.048353,0.061184,0.223169,0.002240,0.001216,0.000416,0.923206
