Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.439249,0.017761,0.202344,0.005312,0.256842,0.000736,0.002208,0.001024,0.000384,0.934244
0.420689,0.017472,0.202312,0.005281,0.255626,0.000704,0.002048,0.001088,0.000352,0.912516
0.423185,0.017569,0.202120,0.005120,0.248682,0.000640,0.002016,0.001056,0.000384,0.908068
0.417233,0.017728,0.220809,0.005248,0.243114,0.000672,0.002016,0.001056,0.000416,0.915620
0.420209,0.017697,0.202151,0.005025,0.255210,0.000672,0.002048,0.001024,0.000416,0.911396
0.416528,0.017473,0.202248,0.005280,0.258858,0.000640,0.002112,0.001248,0.000384,0.913123
0.415729,0.017600,0.202440,0.005249,0.250889,0.000673,0.002016,0.001120,0.000352,0.903492
0.419856,0.017601,0.201800,0.005312,0.247082,0.000672,0.002944,0.001120,0.000320,0.904259
0.422192,0.017601,0.202280,0.005216,0.258954,0.000704,0.002144,0.001056,0.000352,0.917091
0.419824,0.017408,0.202504,0.005312,0.253322,0.000704,0.001889,0.001120,0.000352,0.909540
0.416496,0.017761,0.223561,0.005344,0.285899,0.001024,0.002752,0.001088,0.000480,0.964838
0.421073,0.017600,0.202376,0.005249,0.250121,0.000640,0.002561,0.001088,0.000416,0.908676
0.417489,0.017409,0.202824,0.005344,0.244841,0.000672,0.001952,0.001088,0.000448,0.898852
0.421008,0.017728,0.202280,0.005248,0.254250,0.000736,0.001920,0.000992,0.000352,0.912388
0.422320,0.017473,0.202024,0.005280,0.281291,0.000736,0.002080,0.001120,0.000608,0.940356
0.417776,0.017601,0.203432,0.005536,0.256874,0.000896,0.002369,0.001216,0.000384,0.915716
0.421649,0.017505,0.202088,0.005536,0.242697,0.000704,0.002433,0.001216,0.000384,0.902148
0.444401,0.017825,0.202280,0.005312,0.270763,0.000896,0.002432,0.001184,0.000640,0.954373
0.420497,0.017601,0.203880,0.005248,0.248746,0.000928,0.002400,0.001248,0.000384,0.910148
0.419377,0.017601,0.202056,0.005312,0.245545,0.001121,0.002368,0.001216,0.000672,0.903492
0.421392,0.017536,0.202120,0.005216,0.272107,0.001152,0.002848,0.001248,0.000672,0.933860
0.420304,0.017504,0.202088,0.005280,0.252874,0.001120,0.002624,0.001408,0.000416,0.911844
0.420272,0.017569,0.202024,0.005600,0.246730,0.000832,0.002688,0.001216,0.000352,0.905347
0.416368,0.017441,0.202216,0.005216,0.246090,0.000928,0.002688,0.001152,0.000384,0.900515
0.434513,0.017857,0.202728,0.005248,0.249418,0.001152,0.003168,0.001152,0.000352,0.924932
0.420048,0.017536,0.201928,0.005472,0.254058,0.000672,0.002496,0.001216,0.000640,0.912772
0.415344,0.017889,0.202280,0.005152,0.240842,0.000640,0.002112,0.001088,0.000384,0.893283
0.421232,0.017409,0.201736,0.005344,0.276203,0.000768,0.003136,0.001024,0.000608,0.936580
0.415056,0.017664,0.201672,0.005248,0.252426,0.000800,0.003457,0.001088,0.000448,0.905860
0.418865,0.017632,0.202504,0.005249,0.242473,0.000704,0.002080,0.000928,0.000384,0.898275
0.421873,0.017600,0.201896,0.005345,0.263594,0.000672,0.002112,0.001152,0.000640,0.924036
0.430129,0.017505,0.202024,0.005248,0.251882,0.000640,0.002016,0.001056,0.000352,0.918724
0.420753,0.017697,0.202408,0.005248,0.257322,0.000704,0.001984,0.001024,0.000608,0.914340
0.419888,0.017569,0.202472,0.005216,0.252266,0.000704,0.002720,0.001120,0.000352,0.909667
0.415536,0.017633,0.222857,0.005344,0.249322,0.000672,0.002048,0.001248,0.000384,0.924228
0.420881,0.017889,0.202151,0.005313,0.253450,0.000672,0.002112,0.001088,0.000384,0.911748
0.422672,0.017537,0.202600,0.005248,0.243786,0.000672,0.002016,0.001024,0.000384,0.902980
0.416688,0.017697,0.203048,0.005216,0.259146,0.000640,0.001984,0.001088,0.000352,0.912483
0.421040,0.018017,0.202472,0.005312,0.256554,0.000608,0.001985,0.001056,0.000384,0.915268
0.416304,0.017792,0.201992,0.005408,0.241162,0.000704,0.001952,0.001152,0.000384,0.893859
0.422320,0.017697,0.201992,0.005344,0.255530,0.000608,0.002016,0.000960,0.000352,0.914596
0.423536,0.017441,0.218505,0.005344,0.248842,0.000704,0.001984,0.001024,0.000384,0.925028
0.421553,0.017600,0.202376,0.005057,0.239049,0.000640,0.002144,0.001056,0.000352,0.896547
0.421136,0.017505,0.202312,0.005312,0.245098,0.000576,0.001952,0.001088,0.000320,0.902179
0.415825,0.017504,0.202696,0.005089,0.247561,0.000704,0.002241,0.001152,0.000384,0.901892
0.422961,0.017473,0.202920,0.005184,0.257354,0.000928,0.002048,0.001120,0.000384,0.918436
0.421680,0.017729,0.202344,0.005056,0.254730,0.000736,0.002112,0.001120,0.000320,0.914659
0.421264,0.017984,0.202024,0.005440,0.250410,0.000672,0.001888,0.000960,0.000352,0.908164
0.420625,0.017632,0.221257,0.005440,0.273643,0.000608,0.002176,0.001056,0.000384,0.950309
0.416144,0.017665,0.202216,0.005344,0.247306,0.000672,0.001984,0.001024,0.000416,0.900419
0.423217,0.017473,0.201960,0.005152,0.240425,0.000608,0.001952,0.001184,0.000448,0.900644
0.415568,0.017569,0.201992,0.005312,0.239945,0.000704,0.001984,0.001120,0.000384,0.891554
0.417936,0.017793,0.201960,0.005056,0.266346,0.000640,0.002081,0.000992,0.000352,0.920868
0.417105,0.017345,0.202023,0.005185,0.274826,0.000768,0.003264,0.000896,0.000576,0.931141
0.417840,0.017664,0.202792,0.005312,0.249065,0.000768,0.002080,0.001217,0.000640,0.905924
0.423569,0.017504,0.217097,0.005248,0.248938,0.000768,0.002176,0.000960,0.000384,0.924388
0.417713,0.017504,0.202536,0.005376,0.272619,0.000768,0.001888,0.000896,0.000384,0.926820
0.416240,0.017569,0.201832,0.004800,0.232169,0.000800,0.003361,0.000928,0.000384,0.885027
0.416817,0.017601,0.202023,0.005025,0.262506,0.000672,0.001824,0.000864,0.000352,0.915364
0.415664,0.017505,0.202695,0.005312,0.227497,0.000704,0.002016,0.000832,0.000352,0.879586
0.416848,0.017729,0.202056,0.005376,0.261546,0.000800,0.003232,0.000864,0.000384,0.918564
0.417008,0.017409,0.202216,0.004832,0.228265,0.000896,0.002080,0.000992,0.000352,0.883042
0.416688,0.018209,0.215912,0.004897,0.229193,0.000640,0.002144,0.000992,0.000384,0.896579
0.418032,0.017185,0.202184,0.004992,0.234793,0.000800,0.003104,0.001024,0.000384,0.889122
0.418065,0.017696,0.202312,0.005185,0.235593,0.000704,0.002528,0.001216,0.000384,0.894243
0.418385,0.017728,0.202312,0.005313,0.255754,0.000736,0.002272,0.001344,0.000352,0.912868
0.435793,0.017665,0.201864,0.005152,0.268043,0.000672,0.002240,0.001120,0.000384,0.941413
0.424241,0.017696,0.202984,0.005281,0.276842,0.000800,0.002401,0.001280,0.000480,0.939589
0.418320,0.017665,0.202472,0.005312,0.248682,0.000832,0.002240,0.001088,0.000384,0.905412
0.416977,0.017728,0.221225,0.005600,0.262539,0.000736,0.001984,0.001248,0.000384,0.937189
0.421072,0.017568,0.201928,0.005312,0.275435,0.000736,0.002080,0.001184,0.000352,0.934852
0.422576,0.017536,0.202184,0.005344,0.260043,0.000864,0.002464,0.001120,0.000448,0.921156
0.421937,0.018272,0.202279,0.005345,0.280651,0.000704,0.002208,0.001152,0.000384,0.941477
0.421424,0.017761,0.201608,0.005312,0.244522,0.000832,0.002272,0.001152,0.000448,0.903907
0.416913,0.017984,0.202376,0.005409,0.249705,0.000705,0.002240,0.001152,0.000448,0.906436
0.421392,0.017601,0.202152,0.005024,0.277259,0.000736,0.002496,0.001024,0.000352,0.936484
0.431153,0.017505,0.202888,0.005216,0.248106,0.000704,0.002240,0.001152,0.000352,0.918724
0.422672,0.017664,0.202376,0.005632,0.254090,0.000800,0.002241,0.001088,0.000384,0.915684
0.422417,0.017536,0.201960,0.005217,0.260682,0.000736,0.002080,0.001184,0.000608,0.921444
0.417488,0.017697,0.201960,0.005312,0.298956,0.000896,0.002432,0.001248,0.000384,0.956678
0.421361,0.017664,0.201896,0.005281,0.264106,0.000864,0.002304,0.001344,0.000416,0.923684
0.421233,0.017600,0.201992,0.005121,0.259914,0.000960,0.002240,0.001248,0.000448,0.918884
0.420624,0.017729,0.202280,0.005344,0.252586,0.000736,0.002112,0.001088,0.000384,0.910851
0.418737,0.017504,0.202312,0.005377,0.245545,0.000704,0.002176,0.001216,0.000352,0.902051
0.417264,0.017761,0.201896,0.005408,0.262378,0.000800,0.002208,0.001184,0.000416,0.919140
0.423729,0.017729,0.202184,0.005376,0.261322,0.000800,0.002016,0.001184,0.000416,0.923012
0.435729,0.017760,0.202184,0.005248,0.260683,0.000960,0.002080,0.001248,0.000384,0.935589
0.416432,0.017505,0.202664,0.005376,0.256106,0.000704,0.001985,0.001312,0.000416,0.911428
0.416464,0.017505,0.201960,0.005344,0.258026,0.000800,0.001953,0.001152,0.000640,0.912036
0.420400,0.017600,0.202440,0.005184,0.282411,0.000736,0.002144,0.001248,0.000384,0.941221
0.417008,0.017537,0.202408,0.005376,0.253930,0.001088,0.002432,0.001344,0.000288,0.909252
0.422129,0.017728,0.202152,0.005280,0.257418,0.000864,0.003104,0.001376,0.000608,0.918820
0.421233,0.017665,0.202248,0.005056,0.249738,0.000704,0.002176,0.001312,0.000608,0.908836
0.433745,0.017537,0.202408,0.005152,0.264394,0.001024,0.002849,0.001216,0.000576,0.937893
0.415632,0.017569,0.202056,0.005216,0.263434,0.000736,0.002081,0.001184,0.000608,0.917476
0.421584,0.017825,0.201992,0.005280,0.262090,0.000960,0.002528,0.001120,0.000640,0.922692
0.421073,0.018272,0.220489,0.005280,0.264075,0.000800,0.002240,0.001376,0.000640,0.943333
0.415921,0.017600,0.202376,0.005345,0.237385,0.000736,0.002112,0.001344,0.000640,0.892483
0.421937,0.017473,0.202279,0.005217,0.257354,0.000896,0.002400,0.001248,0.000384,0.919300
0.422865,0.017697,0.202248,0.005216,0.254794,0.000768,0.002080,0.001216,0.000384,0.916036
0.421297,0.017921,0.202471,0.005345,0.260714,0.000928,0.002272,0.001280,0.000384,0.920676
0.416752,0.017601,0.202120,0.005184,0.244906,0.000832,0.002176,0.001184,0.000416,0.899107
0.422001,0.017632,0.202024,0.005216,0.256011,0.000672,0.002144,0.001120,0.000384,0.915460
0.440273,0.017761,0.202440,0.005216,0.270763,0.000832,0.002112,0.001216,0.000480,0.950629
0.417393,0.017537,0.202280,0.005248,0.251530,0.000736,0.002112,0.001216,0.000384,0.908100
0.422929,0.018465,0.202280,0.005568,0.258058,0.000896,0.002112,0.001344,0.000384,0.920164
0.424624,0.018208,0.202248,0.005728,0.282315,0.000864,0.002016,0.001248,0.000384,0.946501
0.422544,0.017729,0.202184,0.005280,0.247530,0.000704,0.002112,0.001184,0.000384,0.907715
0.421521,0.017569,0.202376,0.005344,0.261130,0.000960,0.003136,0.001216,0.000384,0.921924
0.416849,0.017792,0.202376,0.005249,0.264106,0.000704,0.002208,0.001120,0.000384,0.919428
0.438513,0.017569,0.203112,0.005280,0.258282,0.000736,0.001920,0.001184,0.000416,0.935429
0.421072,0.017537,0.201864,0.005312,0.259274,0.000704,0.002048,0.001120,0.000385,0.917444
0.422896,0.017697,0.202088,0.005344,0.247018,0.000736,0.002240,0.001184,0.000352,0.908099
0.416593,0.017728,0.202248,0.005217,0.278827,0.000896,0.002656,0.001248,0.000640,0.937253
0.422769,0.017537,0.202280,0.005376,0.243337,0.000704,0.002048,0.001216,0.000352,0.904164
0.420433,0.017728,0.202632,0.005313,0.258154,0.000800,0.001984,0.001184,0.000384,0.917092
0.417520,0.017888,0.202120,0.005216,0.247434,0.000800,0.002048,0.001120,0.000416,0.903203
0.426065,0.017505,0.202376,0.005312,0.280395,0.000928,0.001952,0.001120,0.000384,0.944901
0.420657,0.017472,0.202280,0.005248,0.258090,0.000672,0.002176,0.001088,0.000352,0.916004
0.420976,0.017857,0.201832,0.005248,0.258986,0.000864,0.002048,0.001089,0.000416,0.917956
0.419505,0.017472,0.219817,0.005280,0.271403,0.000864,0.002112,0.001216,0.000608,0.946789
0.425680,0.017761,0.202184,0.005120,0.258410,0.000896,0.002048,0.001057,0.000416,0.921733
0.420241,0.017472,0.202119,0.005345,0.258890,0.000864,0.001984,0.001120,0.000416,0.916548
0.415440,0.017665,0.202024,0.005280,0.267146,0.000736,0.002112,0.001184,0.000352,0.920452
0.419376,0.017505,0.202120,0.005344,0.242538,0.000736,0.002432,0.001024,0.000416,0.899907
0.420272,0.017600,0.202344,0.005408,0.257898,0.000800,0.002112,0.001088,0.000384,0.916612
0.420017,0.017921,0.202216,0.005216,0.251146,0.000832,0.002112,0.000896,0.000352,0.908644
0.434289,0.017889,0.201960,0.005280,0.250346,0.000672,0.001888,0.000928,0.000384,0.921060
0.415569,0.017568,0.202056,0.004800,0.250825,0.000768,0.002721,0.001152,0.000384,0.904196
0.420784,0.017729,0.202120,0.005024,0.250794,0.000800,0.002208,0.001216,0.000416,0.910371
0.416464,0.017825,0.202120,0.005024,0.273483,0.000928,0.003200,0.000992,0.000384,0.929764
0.418928,0.017409,0.201832,0.005312,0.254282,0.000800,0.002112,0.000928,0.000416,0.910339
0.418320,0.017569,0.201928,0.005056,0.256458,0.000800,0.002048,0.000896,0.000384,0.911523
0.416944,0.017633,0.202824,0.005376,0.256650,0.000672,0.002720,0.001184,0.000384,0.912035
0.434193,0.017633,0.202152,0.005312,0.247562,0.000768,0.002272,0.000832,0.000352,0.918660
0.419537,0.017632,0.202152,0.005313,0.230409,0.001184,0.003872,0.000960,0.000384,0.890499
0.415600,0.017473,0.202248,0.005344,0.240426,0.000736,0.002048,0.000896,0.000608,0.893123
0.416016,0.017793,0.202600,0.005184,0.233161,0.000672,0.002113,0.000736,0.000256,0.886275
0.416144,0.017601,0.202408,0.005280,0.260074,0.000736,0.002144,0.000736,0.000384,0.912612
0.415408,0.017473,0.202312,0.005248,0.245801,0.000832,0.002016,0.001248,0.000448,0.899523
0.415536,0.017697,0.202056,0.005312,0.234889,0.000800,0.002752,0.001024,0.000448,0.888354
0.415953,0.017696,0.215529,0.005312,0.240458,0.000768,0.002112,0.000864,0.000384,0.906244
0.415088,0.017665,0.202312,0.005248,0.238249,0.001088,0.002976,0.000993,0.000352,0.891939
0.416784,0.017665,0.203048,0.005248,0.247786,0.000768,0.002816,0.001280,0.000416,0.904931
0.415408,0.017505,0.202696,0.005056,0.232329,0.000704,0.003104,0.001057,0.000384,0.886179
0.415696,0.017601,0.201992,0.005120,0.246346,0.000576,0.002240,0.000896,0.000352,0.898723
0.415600,0.017472,0.202280,0.005312,0.242762,0.000704,0.002176,0.000928,0.000608,0.895267
0.415153,0.017632,0.201896,0.005184,0.229897,0.000768,0.002176,0.000928,0.000352,0.880515
0.415280,0.017729,0.217544,0.005312,0.247338,0.000800,0.001984,0.001088,0.000416,0.917156
0.420977,0.017440,0.203399,0.005345,0.249545,0.000640,0.002080,0.001184,0.000384,0.911044
0.422608,0.017793,0.202472,0.005312,0.265578,0.000800,0.005536,0.001248,0.000384,0.930340
0.423344,0.017601,0.202024,0.005280,0.249258,0.000800,0.002240,0.001248,0.000448,0.910627
0.423376,0.017761,0.202056,0.005248,0.261226,0.000768,0.005088,0.001088,0.000448,0.925252
0.419824,0.017729,0.202408,0.005376,0.268683,0.000928,0.003072,0.001344,0.000384,0.929188
0.416944,0.017857,0.202184,0.005600,0.264522,0.001120,0.003008,0.001280,0.000352,0.921252
0.440497,0.018017,0.202536,0.005312,0.261514,0.001152,0.002305,0.001248,0.000416,0.942117
0.416976,0.017729,0.201864,0.005536,0.256458,0.000736,0.001952,0.001377,0.000384,0.910948
0.420528,0.017857,0.201800,0.005376,0.250666,0.000864,0.002656,0.001344,0.000416,0.909731
0.421200,0.017505,0.202216,0.005312,0.291564,0.000928,0.002464,0.001184,0.000384,0.951109
0.422448,0.017729,0.201832,0.005248,0.249642,0.000864,0.002208,0.001184,0.000320,0.910851
0.422801,0.017761,0.202408,0.005344,0.261418,0.000704,0.003264,0.001216,0.000416,0.923428
0.420400,0.017953,0.202248,0.005248,0.259498,0.000736,0.002240,0.001184,0.000384,0.917859
0.438514,0.017696,0.202280,0.005121,0.262186,0.000864,0.002144,0.001280,0.000416,0.938853
0.416144,0.017569,0.202312,0.005312,0.256106,0.000800,0.002144,0.001184,0.000608,0.911588
0.420848,0.017568,0.202120,0.005248,0.257834,0.000960,0.002432,0.001152,0.000608,0.917156
0.417521,0.017568,0.223593,0.005568,0.273003,0.000960,0.002272,0.001184,0.000640,0.952646
0.415889,0.017729,0.202439,0.005121,0.258762,0.000992,0.002528,0.001216,0.000384,0.913252
0.419729,0.017760,0.202280,0.005216,0.249897,0.001088,0.002369,0.001280,0.000416,0.908036
0.417200,0.017665,0.201928,0.005248,0.257450,0.000864,0.002369,0.001248,0.000608,0.912612
0.421488,0.017761,0.202152,0.005408,0.266059,0.000928,0.002112,0.001184,0.000352,0.927268
0.421009,0.017504,0.202408,0.005217,0.248873,0.000864,0.002209,0.001152,0.000384,0.907940
0.421552,0.017697,0.202024,0.005312,0.258442,0.000928,0.002241,0.001088,0.000384,0.917796
0.445233,0.017761,0.203368,0.005024,0.259786,0.000737,0.002080,0.001088,0.000320,0.943909
0.416177,0.017953,0.202183,0.005249,0.258922,0.000800,0.002240,0.001184,0.000608,0.914308
0.422224,0.017889,0.202440,0.005312,0.260650,0.001120,0.002176,0.001152,0.000640,0.922948
0.420560,0.017889,0.203272,0.005440,0.274315,0.001056,0.002272,0.001216,0.000576,0.934756
0.418576,0.017793,0.202440,0.005344,0.253578,0.001056,0.003040,0.001217,0.000416,0.914308
0.421393,0.017793,0.203048,0.005344,0.262186,0.000864,0.002176,0.001248,0.000576,0.923716
0.423569,0.017505,0.202312,0.005248,0.258794,0.000864,0.002144,0.001216,0.000416,0.921093
0.431537,0.017825,0.202088,0.005408,0.246058,0.000896,0.002240,0.001152,0.000384,0.916964
0.423504,0.017728,0.202120,0.005408,0.264907,0.000640,0.002208,0.001184,0.000384,0.926500
0.422577,0.017792,0.202088,0.005281,0.258826,0.000896,0.002144,0.001248,0.000352,0.919204
0.422801,0.017600,0.220265,0.005376,0.260427,0.000768,0.003264,0.001216,0.000384,0.941029
0.417040,0.017857,0.201832,0.005536,0.264746,0.000832,0.002561,0.001280,0.000384,0.921444
0.422961,0.017825,0.201863,0.005409,0.255178,0.000992,0.002400,0.001152,0.000384,0.916228
0.421521,0.017665,0.202375,0.005312,0.261482,0.000768,0.002272,0.001152,0.000352,0.920836
0.422577,0.017568,0.201800,0.005344,0.250346,0.000704,0.001984,0.001057,0.000416,0.909892
0.422704,0.017600,0.201864,0.005408,0.259467,0.000704,0.002112,0.001280,0.000384,0.919428
0.423729,0.017728,0.202120,0.005377,0.265450,0.001152,0.003456,0.001216,0.000384,0.930244
0.439921,0.017857,0.202472,0.005376,0.264810,0.000832,0.002337,0.001216,0.000416,0.943909
0.422064,0.017665,0.201832,0.005408,0.260458,0.001088,0.003392,0.001216,0.000448,0.924228
0.423089,0.017857,0.202087,0.005345,0.258730,0.001120,0.003360,0.001280,0.000384,0.921572
0.423057,0.017984,0.201703,0.005217,0.285355,0.000928,0.002144,0.001184,0.000384,0.947749
0.420017,0.017825,0.205160,0.005248,0.265258,0.000896,0.002272,0.001185,0.000608,0.927781
0.421904,0.017729,0.202344,0.005312,0.248842,0.000832,0.003168,0.001280,0.000480,0.910531
0.423856,0.017793,0.202920,0.005408,0.261067,0.000736,0.001984,0.001184,0.000416,0.923588
0.436433,0.017760,0.202472,0.005153,0.261770,0.000736,0.002208,0.001152,0.000416,0.936741
0.418448,0.017537,0.202632,0.005312,0.275627,0.000864,0.002240,0.001312,0.000416,0.933284
0.420048,0.018176,0.201864,0.005280,0.265515,0.000800,0.003104,0.001248,0.000448,0.925636
0.416240,0.017569,0.220425,0.005376,0.258346,0.000928,0.002496,0.001312,0.000288,0.933060
0.420401,0.017729,0.202247,0.005345,0.261258,0.001024,0.003168,0.001184,0.000352,0.922276
0.420945,0.017537,0.202280,0.005312,0.260362,0.000960,0.002624,0.001184,0.000384,0.919908
0.421104,0.017856,0.202440,0.005248,0.260075,0.000864,0.003072,0.001248,0.000384,0.921284
0.416657,0.017568,0.202887,0.005409,0.270122,0.000960,0.002272,0.001313,0.000384,0.926853
0.420464,0.017728,0.202152,0.005184,0.257482,0.001088,0.002272,0.001152,0.000352,0.916612
0.420241,0.017441,0.202152,0.005248,0.261738,0.001056,0.003200,0.001312,0.000320,0.921252
0.436881,0.017537,0.201928,0.005312,0.262410,0.000864,0.002401,0.001152,0.000576,0.937637
0.419952,0.017664,0.202120,0.005504,0.253066,0.001152,0.002752,0.001216,0.000640,0.912644
0.423152,0.017729,0.201960,0.005280,0.273707,0.001088,0.003296,0.001312,0.000640,0.937508
0.422704,0.017633,0.202536,0.005248,0.280843,0.001280,0.003136,0.001280,0.000384,0.943941
0.423217,0.017729,0.202248,0.005472,0.264490,0.000800,0.003393,0.001216,0.000384,0.926917
0.422097,0.017568,0.202152,0.005409,0.260554,0.000896,0.003136,0.001248,0.000608,0.922244
0.416880,0.017729,0.202504,0.005280,0.268779,0.000736,0.002272,0.001248,0.000640,0.925444
0.423472,0.017600,0.203016,0.005280,0.251658,0.001088,0.002305,0.001280,0.000384,0.914596
0.422480,0.017985,0.202728,0.005344,0.262091,0.000928,0.003680,0.001248,0.000384,0.926788
0.422417,0.017793,0.202824,0.005216,0.249034,0.000800,0.002208,0.001152,0.000384,0.910628
0.435185,0.017889,0.202344,0.005088,0.264875,0.000896,0.002048,0.001344,0.000384,0.938533
0.421809,0.017409,0.202312,0.005248,0.260458,0.001152,0.003904,0.001248,0.000384,0.924036
0.421232,0.017505,0.202024,0.005344,0.253578,0.000832,0.002240,0.001184,0.000384,0.913155
0.421648,0.017600,0.202216,0.005312,0.290860,0.000800,0.002080,0.001152,0.000384,0.951237
0.420496,0.017601,0.201608,0.005408,0.246698,0.000832,0.002240,0.001120,0.000416,0.904995
0.422481,0.017633,0.201960,0.005248,0.263274,0.000704,0.002241,0.001088,0.000384,0.923621
0.416112,0.017473,0.202312,0.005568,0.266474,0.000896,0.003360,0.001216,0.000384,0.924644
0.434417,0.017569,0.201736,0.005280,0.265291,0.000896,0.002464,0.001248,0.000384,0.938469
0.416784,0.017505,0.202184,0.005376,0.252586,0.000992,0.003424,0.001280,0.000416,0.909123
0.423088,0.017665,0.201992,0.005344,0.257802,0.000960,0.003488,0.001313,0.000416,0.920516
0.418192,0.017697,0.223593,0.005312,0.285003,0.000864,0.002177,0.001152,0.000416,0.963462
0.418256,0.017313,0.202024,0.005312,0.252682,0.000672,0.002144,0.001248,0.000384,0.907811
0.421841,0.017697,0.201896,0.005344,0.265930,0.000768,0.002208,0.001184,0.000385,0.926053
0.422320,0.017696,0.202216,0.005376,0.245642,0.000608,0.002112,0.001152,0.000384,0.905891
0.422192,0.017601,0.202472,0.005248,0.261994,0.000800,0.002304,0.001152,0.000384,0.921764
0.422801,0.017601,0.201831,0.005281,0.260298,0.000800,0.002048,0.001216,0.000384,0.920420
0.417905,0.017632,0.202120,0.005345,0.268490,0.000736,0.003424,0.001248,0.000384,0.926020
0.436433,0.017728,0.202248,0.005280,0.241225,0.000704,0.002016,0.001184,0.000384,0.916196
0.421680,0.017473,0.202760,0.005248,0.261195,0.000800,0.002624,0.001216,0.000448,0.921764
0.421616,0.017824,0.201896,0.005248,0.258634,0.000608,0.002016,0.001152,0.000640,0.917636
0.421681,0.017600,0.202120,0.005249,0.276682,0.000992,0.002464,0.001184,0.000640,0.936613
0.422288,0.017569,0.202536,0.005280,0.256810,0.000865,0.002304,0.001120,0.000640,0.917348
0.421297,0.017632,0.201864,0.005281,0.256042,0.000800,0.002624,0.001248,0.000384,0.915716
0.421393,0.017505,0.202088,0.005216,0.237673,0.000896,0.002336,0.001089,0.000672,0.897092
0.444433,0.017761,0.202440,0.005504,0.249642,0.000896,0.002368,0.001184,0.000608,0.933316
0.416912,0.017665,0.202536,0.005088,0.248778,0.000672,0.002144,0.001088,0.000576,0.903107
0.416688,0.017793,0.202120,0.005280,0.265259,0.000864,0.002112,0.001248,0.000384,0.920740
0.415825,0.018080,0.221193,0.005472,0.242634,0.000896,0.002240,0.001216,0.000352,0.916900
0.420816,0.017505,0.202120,0.005216,0.261482,0.001184,0.003008,0.001248,0.000384,0.921604
0.420849,0.017569,0.202600,0.005280,0.241513,0.000864,0.002240,0.001056,0.000416,0.900292
0.421200,0.017697,0.202120,0.005312,0.263371,0.001024,0.003168,0.001248,0.000416,0.923428
0.420272,0.017537,0.202248,0.005280,0.244106,0.000832,0.003136,0.001216,0.000416,0.903715
0.417937,0.017984,0.202824,0.005313,0.254314,0.000832,0.002112,0.001248,0.000416,0.911876
0.421232,0.017632,0.202056,0.005248,0.258251,0.000800,0.002944,0.001216,0.000384,0.918340
0.439345,0.017793,0.203112,0.005280,0.283563,0.000705,0.002176,0.001152,0.000416,0.962086
0.421136,0.017824,0.202152,0.005280,0.250666,0.000704,0.002656,0.001152,0.000385,0.910404
0.415569,0.017728,0.202728,0.005249,0.254474,0.000800,0.002080,0.001216,0.000384,0.909252
0.420241,0.017825,0.202728,0.005312,0.280619,0.000864,0.002176,0.001088,0.000416,0.940101
0.422641,0.017664,0.202152,0.005249,0.279114,0.000896,0.002112,0.001184,0.000352,0.940581
0.419952,0.017408,0.201992,0.005216,0.244842,0.000704,0.002144,0.001152,0.000608,0.901987
0.422481,0.018017,0.202024,0.005312,0.255050,0.000672,0.003040,0.001216,0.000384,0.916036
0.439986,0.017632,0.202088,0.005280,0.259403,0.000672,0.003072,0.001120,0.000416,0.937669
0.423121,0.017953,0.202151,0.005440,0.267434,0.000768,0.002144,0.001120,0.000352,0.929605
0.420849,0.017729,0.202408,0.005344,0.259562,0.000896,0.002144,0.001184,0.000352,0.919204
0.421841,0.017633,0.217640,0.005408,0.288812,0.000832,0.002560,0.001152,0.000384,0.965958
0.421457,0.017728,0.202120,0.005345,0.280138,0.000768,0.002784,0.001216,0.000384,0.940261
0.417360,0.017729,0.202568,0.005280,0.254410,0.000800,0.003200,0.001216,0.000416,0.911747
0.422192,0.017505,0.204104,0.005472,0.254218,0.000928,0.002240,0.001184,0.000416,0.917379
0.418032,0.017697,0.202184,0.005312,0.261994,0.000672,0.002272,0.001120,0.000384,0.917828
0.423089,0.017633,0.201832,0.005376,0.248233,0.000672,0.002176,0.001216,0.000384,0.908836
0.422544,0.017889,0.201832,0.005248,0.264139,0.000800,0.003072,0.001280,0.000384,0.925636
0.436017,0.017697,0.202312,0.005376,0.265226,0.000736,0.002145,0.001216,0.000384,0.939557
0.422225,0.017985,0.201863,0.005473,0.254794,0.000832,0.002272,0.001184,0.000320,0.916164
0.421265,0.017633,0.201863,0.005281,0.248233,0.000897,0.002016,0.001184,0.000384,0.907236
0.422609,0.017696,0.201736,0.005376,0.275498,0.000704,0.002208,0.001121,0.000416,0.935653
0.421713,0.017696,0.201832,0.005313,0.265034,0.000704,0.002240,0.001120,0.000416,0.923940
0.417137,0.017536,0.202248,0.005249,0.254602,0.000704,0.002240,0.001152,0.000384,0.909860
0.421841,0.017568,0.201896,0.005537,0.259594,0.000864,0.002176,0.001024,0.000384,0.918564
0.435953,0.017505,0.201992,0.005152,0.245770,0.000864,0.002304,0.001216,0.000416,0.918980
0.421105,0.017601,0.201831,0.005121,0.256458,0.000672,0.002240,0.001152,0.000640,0.914116
0.421873,0.017504,0.202184,0.005057,0.262218,0.000800,0.003104,0.001216,0.000448,0.921412
0.416241,0.017665,0.218024,0.005216,0.249386,0.000736,0.002176,0.001216,0.000384,0.920388
