Layer[0],TEE[1-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416178,0.708062,0.005729,0.049954,0.000608,0.013792,0.000384,0.001632,0.001153,0.000352,1.206612
0.416082,0.703967,0.005536,0.048258,0.001024,0.013505,0.000384,0.001888,0.001152,0.000352,1.202004
0.436531,0.739840,0.005664,0.048482,0.000832,0.013697,0.000352,0.001504,0.001312,0.000384,1.257814
0.416850,0.706719,0.005760,0.048610,0.000544,0.013921,0.000352,0.001792,0.001184,0.000384,1.205364
0.415122,0.680349,0.005408,0.048002,0.000768,0.014081,0.000320,0.001728,0.001248,0.000384,1.176211
0.417297,0.705278,0.005440,0.048418,0.000800,0.014305,0.000352,0.001984,0.001056,0.000352,1.204403
0.415954,0.706943,0.005888,0.048738,0.000576,0.014081,0.000384,0.001760,0.001120,0.000384,1.205044
0.415794,0.714623,0.005664,0.049186,0.000544,0.014401,0.000384,0.001632,0.001088,0.000416,1.213556
0.416626,0.676829,0.005568,0.048258,0.000608,0.014081,0.000352,0.001536,0.001280,0.000416,1.173970
0.416273,0.699134,0.005408,0.048450,0.000576,0.013697,0.000384,0.001824,0.001120,0.000480,1.197075
0.415698,0.718910,0.005536,0.048290,0.000800,0.013761,0.000384,0.001600,0.001120,0.000384,1.215604
0.417234,0.705054,0.005601,0.049442,0.000544,0.013760,0.000352,0.001665,0.001024,0.000416,1.204532
0.416562,0.731744,0.005856,0.048610,0.000800,0.013793,0.000320,0.001568,0.001024,0.000448,1.229013
0.435635,0.673916,0.005376,0.048290,0.000576,0.013473,0.000352,0.001536,0.001056,0.000384,1.188595
0.417746,0.702174,0.005696,0.048322,0.000576,0.013537,0.000384,0.001504,0.001184,0.000384,1.200499
0.416562,0.702334,0.005792,0.049283,0.000544,0.013376,0.000384,0.001472,0.000992,0.000384,1.198707
0.427699,0.722431,0.005504,0.048034,0.000544,0.013505,0.000384,0.001568,0.001056,0.000384,1.229109
0.414738,0.706686,0.005440,0.048354,0.000576,0.013696,0.000385,0.001440,0.001024,0.000352,1.200276
0.415889,0.685885,0.005216,0.062851,0.000576,0.013409,0.000352,0.001440,0.000960,0.000384,1.195763
0.415986,0.717919,0.005536,0.047842,0.000608,0.013377,0.000384,0.001472,0.001184,0.000384,1.213204
0.415442,0.680829,0.005312,0.047426,0.000512,0.013377,0.000352,0.001472,0.001024,0.000352,1.174258
0.415954,0.722335,0.005696,0.049602,0.000544,0.014113,0.000352,0.001632,0.001600,0.000384,1.223700
0.416242,0.703870,0.005473,0.047682,0.000576,0.013664,0.000352,0.001536,0.001089,0.000384,1.199732
0.415794,0.685982,0.009568,0.049698,0.000576,0.013633,0.000384,0.001696,0.001056,0.000384,1.187283
0.415858,0.704766,0.005536,0.048835,0.000576,0.013408,0.000352,0.001440,0.000992,0.000352,1.200915
0.416050,0.703262,0.005440,0.048482,0.000576,0.013313,0.000384,0.001472,0.000992,0.000384,1.198803
0.414865,0.714494,0.005408,0.048323,0.000576,0.013568,0.000384,0.001472,0.000928,0.000384,1.208339
0.433714,0.702495,0.005280,0.047554,0.000832,0.013377,0.000352,0.001504,0.001216,0.000416,1.215508
0.416306,0.679293,0.005473,0.048034,0.000576,0.013408,0.000384,0.001504,0.000929,0.000352,1.175123
0.417042,0.685405,0.005377,0.047970,0.000576,0.013440,0.000416,0.001408,0.001120,0.000352,1.182259
0.431123,0.704638,0.005409,0.048610,0.000576,0.013792,0.000416,0.001440,0.001217,0.000352,1.217589
0.416914,0.728992,0.005440,0.050306,0.000800,0.013857,0.000384,0.001472,0.001216,0.000352,1.228917
0.415378,0.762817,0.005440,0.049218,0.000608,0.013409,0.000352,0.001536,0.001088,0.000352,1.258902
0.415762,0.724767,0.005376,0.048706,0.000544,0.013441,0.000352,0.001472,0.001216,0.000352,1.220020
0.416178,0.718399,0.005344,0.048770,0.000576,0.013313,0.000352,0.001504,0.001216,0.000320,1.214452
0.416818,0.728127,0.005441,0.048642,0.000544,0.013536,0.000352,0.001472,0.001088,0.000352,1.225045
0.415634,0.705790,0.005408,0.050242,0.000832,0.013761,0.000384,0.001504,0.001088,0.000352,1.203027
0.415762,0.704862,0.005440,0.047586,0.000609,0.013376,0.000352,0.001408,0.001024,0.000384,1.198803
0.432851,0.699134,0.005472,0.047362,0.000576,0.013537,0.000320,0.001472,0.001120,0.000384,1.210548
0.415186,0.701310,0.005312,0.047554,0.000576,0.013441,0.000352,0.001632,0.001184,0.000384,1.196275
0.416754,0.704318,0.005345,0.047586,0.000704,0.013408,0.000352,0.001568,0.001120,0.000320,1.200115
0.417618,0.700958,0.005472,0.048322,0.000800,0.013409,0.000384,0.001504,0.001120,0.000352,1.197907
0.416018,0.683325,0.005344,0.048451,0.000576,0.013536,0.000384,0.001536,0.001184,0.000384,1.178866
0.415730,0.707614,0.005312,0.048962,0.000576,0.013377,0.000416,0.001536,0.001184,0.000384,1.203796
0.415377,0.709278,0.005536,0.048482,0.000608,0.013473,0.000384,0.001472,0.001248,0.000320,1.204787
0.415953,0.698846,0.005377,0.047554,0.000992,0.013376,0.000352,0.001440,0.001089,0.000288,1.193491
0.416178,0.706430,0.005408,0.050147,0.000512,0.013440,0.000352,0.001536,0.001088,0.000352,1.205875
0.416145,0.728096,0.005408,0.047714,0.000544,0.013409,0.000352,0.001376,0.001088,0.000384,1.222964
0.415602,0.704926,0.005792,0.047778,0.000576,0.013600,0.000352,0.001504,0.001216,0.000352,1.201331
0.433363,0.707806,0.005440,0.048451,0.000768,0.013504,0.000352,0.001536,0.001184,0.000448,1.221876
0.416881,0.705438,0.005440,0.047906,0.000544,0.013537,0.000352,0.001600,0.001088,0.000384,1.202227
0.420146,0.779585,0.006209,0.048738,0.000992,0.013728,0.000353,0.001824,0.001984,0.000384,1.285783
0.416818,0.737055,0.005633,0.049346,0.000800,0.013953,0.000416,0.001984,0.001216,0.000352,1.235861
0.416626,0.694590,0.005536,0.048514,0.000768,0.014113,0.000352,0.001568,0.001120,0.000384,1.191475
0.416722,0.710015,0.005536,0.048258,0.000608,0.013761,0.000384,0.001568,0.001120,0.000320,1.206676
0.415890,0.699454,0.005504,0.048418,0.000576,0.013857,0.000352,0.001536,0.001184,0.000320,1.195571
0.415218,0.687902,0.005408,0.049538,0.000576,0.013889,0.000384,0.001568,0.001056,0.000384,1.184243
0.416498,0.713791,0.005408,0.047906,0.000576,0.013985,0.000352,0.001536,0.001056,0.000384,1.209844
0.415889,0.692157,0.005409,0.048194,0.000544,0.014304,0.000352,0.001536,0.001184,0.000384,1.189970
0.415634,0.689918,0.005376,0.047554,0.000576,0.013473,0.000384,0.001536,0.001056,0.000384,1.184531
0.454963,0.743392,0.005377,0.047810,0.000608,0.013664,0.000384,0.001472,0.001280,0.000384,1.278294
0.416273,0.699389,0.005472,0.047522,0.000544,0.013632,0.000352,0.001536,0.001184,0.000384,1.194835
0.415826,0.702750,0.005537,0.047490,0.000832,0.013504,0.000352,0.001472,0.001152,0.000384,1.198099
0.415921,0.697885,0.005505,0.047938,0.000608,0.013728,0.000352,0.001537,0.001120,0.000352,1.193203
0.415378,0.728767,0.005440,0.047298,0.000608,0.013473,0.000416,0.001472,0.001056,0.000416,1.222516
0.415249,0.710494,0.005472,0.049026,0.000544,0.013537,0.000384,0.001504,0.001056,0.000320,1.206611
0.415090,0.684574,0.005280,0.047490,0.000576,0.013441,0.000352,0.001536,0.001088,0.000352,1.177907
0.415666,0.683581,0.005249,0.047554,0.000576,0.013344,0.000384,0.001568,0.001088,0.000352,1.177363
0.415697,0.725504,0.005504,0.047842,0.000576,0.013473,0.000416,0.001536,0.001024,0.000384,1.221172
0.416146,0.744160,0.005600,0.047842,0.000576,0.013377,0.000352,0.001536,0.001088,0.000320,1.239733
0.415634,0.699422,0.005440,0.047554,0.000576,0.013473,0.000384,0.001536,0.001120,0.000384,1.194995
0.433075,0.705214,0.005280,0.047298,0.000576,0.013633,0.000384,0.001536,0.001152,0.000384,1.217172
0.415314,0.710846,0.005344,0.047586,0.000608,0.013696,0.000384,0.001472,0.001024,0.000384,1.205428
0.415378,0.701470,0.005408,0.047298,0.000544,0.013441,0.000384,0.001568,0.001088,0.000352,1.196435
0.433043,0.707998,0.005472,0.047586,0.000544,0.013504,0.000416,0.001568,0.001088,0.000352,1.220308
0.415698,0.692638,0.005344,0.047266,0.000576,0.013697,0.000352,0.001600,0.001248,0.000384,1.187923
0.415858,0.690429,0.005376,0.069026,0.000800,0.013856,0.000352,0.001536,0.001120,0.000352,1.207635
0.415601,0.697277,0.005505,0.047586,0.000544,0.013376,0.000384,0.001632,0.001057,0.000384,1.192051
0.415314,0.742720,0.005312,0.047394,0.000576,0.013441,0.000384,0.001536,0.001184,0.000352,1.237173
0.415506,0.756737,0.005440,0.047842,0.000576,0.013377,0.000416,0.001568,0.001184,0.000384,1.252374
0.415634,0.714079,0.005600,0.047938,0.000576,0.013409,0.000384,0.001568,0.001120,0.000416,1.210100
0.416210,0.701918,0.005312,0.047586,0.000576,0.013441,0.000384,0.001536,0.001120,0.000384,1.196403
0.433554,0.730431,0.005472,0.047618,0.000544,0.013408,0.000385,0.001504,0.001152,0.000352,1.242549
0.415314,0.693918,0.005344,0.047490,0.000576,0.013441,0.000384,0.001504,0.001056,0.000352,1.186707
0.415410,0.696606,0.005344,0.047971,0.000576,0.013376,0.000384,0.001536,0.001120,0.000352,1.190195
0.432883,0.698334,0.005376,0.047330,0.000576,0.013377,0.000384,0.001408,0.001088,0.000416,1.210452
0.415826,0.719487,0.005280,0.047490,0.000544,0.013409,0.000384,0.001504,0.001088,0.000352,1.213652
0.416305,0.749569,0.009760,0.048226,0.000576,0.013441,0.000384,0.001824,0.001248,0.000352,1.250229
0.415730,0.741568,0.005568,0.047426,0.000544,0.013473,0.000416,0.001536,0.001248,0.000352,1.237173
0.417041,0.729344,0.008832,0.047874,0.000576,0.013537,0.000384,0.001760,0.001152,0.000384,1.229332
0.415058,0.712991,0.005504,0.047394,0.000576,0.013473,0.000352,0.001600,0.001184,0.000384,1.207828
0.415730,0.729152,0.005440,0.047362,0.000576,0.013569,0.000384,0.001536,0.001184,0.000416,1.223349
0.415730,0.685726,0.005504,0.048002,0.000576,0.013409,0.000352,0.001536,0.001216,0.000352,1.181011
0.433587,0.684893,0.005409,0.049026,0.000576,0.013760,0.000384,0.001472,0.001120,0.000384,1.199188
0.415954,0.723487,0.005441,0.048034,0.000576,0.013888,0.000384,0.001504,0.001152,0.000352,1.218581
0.415442,0.701118,0.005408,0.048130,0.000576,0.013633,0.000352,0.001536,0.001216,0.000352,1.197331
0.431027,0.750944,0.005760,0.047810,0.000608,0.013441,0.000320,0.001440,0.001152,0.000384,1.262326
0.415986,0.691486,0.005376,0.048034,0.000576,0.013409,0.000384,0.001440,0.001216,0.000352,1.187315
0.416306,0.779297,0.005761,0.048034,0.000544,0.013344,0.000352,0.001536,0.001184,0.000384,1.276438
0.416209,0.710751,0.005536,0.048226,0.000608,0.013761,0.000416,0.001568,0.001088,0.000352,1.205779
0.415730,0.708703,0.005600,0.048386,0.000800,0.013409,0.000352,0.001536,0.001408,0.000384,1.205108
0.415730,0.725375,0.005632,0.048546,0.000608,0.013505,0.000384,0.001568,0.001120,0.000352,1.222292
0.415730,0.706558,0.005537,0.048418,0.000544,0.013696,0.000352,0.001537,0.001152,0.000384,1.202836
0.415410,0.705502,0.005760,0.047938,0.000577,0.013440,0.000384,0.001504,0.001184,0.000384,1.201811
0.435027,0.703166,0.005600,0.048515,0.000576,0.013824,0.000384,0.001504,0.001184,0.000352,1.219252
0.416306,0.704958,0.005440,0.048482,0.000544,0.013440,0.000384,0.001504,0.001152,0.000384,1.201651
0.415410,0.705022,0.005504,0.048547,0.000608,0.013472,0.000352,0.001504,0.001120,0.000320,1.200755
0.415954,0.709054,0.005632,0.052899,0.000608,0.013792,0.000352,0.001472,0.001152,0.000352,1.210227
0.417425,0.705118,0.005664,0.048482,0.000992,0.013409,0.000416,0.001408,0.001248,0.000352,1.203859
0.415826,0.759201,0.005664,0.048610,0.000768,0.013569,0.000352,0.001536,0.001120,0.000352,1.255414
0.415889,0.710687,0.005728,0.048898,0.000800,0.013473,0.000384,0.001440,0.001184,0.000384,1.207987
0.417074,0.729727,0.005601,0.048866,0.000576,0.013536,0.000384,0.001696,0.001153,0.000288,1.227797
0.415762,0.764289,0.005568,0.048610,0.000800,0.013472,0.000384,0.001504,0.001184,0.000320,1.261270
0.416210,0.701918,0.005536,0.048706,0.000608,0.013440,0.000353,0.001472,0.001248,0.000384,1.198228
0.416785,0.731551,0.005632,0.048098,0.000576,0.013377,0.000352,0.001472,0.001120,0.000384,1.228308
0.431698,0.703230,0.005472,0.048386,0.000576,0.013377,0.000384,0.001536,0.001184,0.000352,1.215348
0.416370,0.702334,0.005600,0.048482,0.000544,0.013569,0.000384,0.001504,0.001216,0.000384,1.198931
0.416050,0.762145,0.005760,0.048898,0.000800,0.013377,0.000352,0.001408,0.001152,0.000384,1.259350
0.415570,0.715967,0.005568,0.048610,0.000768,0.013601,0.000384,0.001504,0.001184,0.000384,1.212692
0.416274,0.711646,0.005696,0.048770,0.000608,0.013857,0.000352,0.001536,0.001152,0.000384,1.209396
0.416370,0.763233,0.005536,0.049090,0.000608,0.013377,0.000384,0.001504,0.001088,0.000416,1.260822
0.417586,0.715103,0.005600,0.048674,0.000576,0.013633,0.000352,0.001504,0.001088,0.000352,1.213652
0.416114,0.694494,0.005664,0.048451,0.000608,0.013600,0.000384,0.001440,0.001088,0.000352,1.191763
0.416786,0.733343,0.005600,0.048642,0.000608,0.013472,0.000384,0.001504,0.001056,0.000352,1.230836
0.417970,0.737951,0.005473,0.048578,0.000576,0.014048,0.000352,0.001472,0.001152,0.000352,1.236885
0.415538,0.712926,0.005601,0.048802,0.000576,0.014113,0.000384,0.001568,0.001120,0.000384,1.210324
0.431667,0.710366,0.005504,0.048322,0.000512,0.013505,0.000384,0.001568,0.001088,0.000352,1.222356
0.417330,0.708415,0.005568,0.048962,0.000576,0.013665,0.000352,0.001504,0.001280,0.000352,1.208084
0.419730,0.792066,0.007776,0.048963,0.000576,0.013760,0.000384,0.001760,0.002208,0.000640,1.300952
0.416562,0.706462,0.006112,0.048290,0.000832,0.014273,0.000352,0.001600,0.001792,0.000352,1.207155
0.417810,0.700861,0.005696,0.048674,0.000992,0.014273,0.000352,0.001632,0.001504,0.000384,1.202004
0.417138,0.720542,0.005664,0.048642,0.000544,0.014113,0.000384,0.001792,0.001344,0.000352,1.219860
0.416018,0.732031,0.005569,0.048386,0.000768,0.014208,0.000352,0.001952,0.001216,0.000384,1.230165
0.415890,0.695902,0.005664,0.048162,0.000800,0.013729,0.000384,0.001504,0.001248,0.000384,1.192979
0.434930,0.747776,0.008192,0.048834,0.000576,0.014113,0.000352,0.001536,0.001376,0.000384,1.268790
0.416018,0.707358,0.005536,0.048194,0.000640,0.014369,0.000352,0.001600,0.001216,0.000416,1.205171
0.417842,0.731200,0.005920,0.048418,0.000576,0.014177,0.000352,0.001536,0.001216,0.000416,1.231317
0.416050,0.711614,0.005504,0.048482,0.000608,0.013857,0.000448,0.001856,0.001152,0.000352,1.209684
0.415986,0.742144,0.005728,0.048994,0.000864,0.014177,0.000384,0.001760,0.001152,0.000416,1.240277
0.416562,0.775169,0.005504,0.048546,0.000832,0.014209,0.000352,0.001920,0.001440,0.000384,1.274806
0.416785,0.694749,0.005505,0.049730,0.000736,0.014144,0.000384,0.001889,0.001120,0.000352,1.194067
0.417650,0.741312,0.005632,0.048642,0.000832,0.013729,0.000352,0.001824,0.001216,0.000448,1.240821
0.435411,0.707230,0.005537,0.048642,0.000864,0.013408,0.000352,0.001505,0.001152,0.000352,1.224405
0.416178,0.708447,0.005600,0.048610,0.000800,0.014145,0.000320,0.001760,0.001184,0.000384,1.205780
0.417138,0.708638,0.005537,0.049122,0.000608,0.013792,0.000353,0.001536,0.001088,0.000352,1.207444
0.433907,0.730975,0.005569,0.049122,0.000832,0.013856,0.000352,0.001920,0.001121,0.000384,1.246966
0.417330,0.731295,0.005729,0.048802,0.001024,0.013888,0.000384,0.001856,0.001120,0.000352,1.230869
0.415538,0.728095,0.005568,0.048610,0.000768,0.013793,0.000384,0.001664,0.001152,0.000352,1.225588
0.419922,0.733695,0.005697,0.048322,0.001056,0.013760,0.000576,0.001600,0.001216,0.000384,1.235989
0.416946,0.703582,0.005632,0.048194,0.000544,0.014465,0.000576,0.001568,0.001120,0.000384,1.202515
0.416594,0.750080,0.005696,0.048642,0.000832,0.013889,0.000384,0.001632,0.001088,0.000352,1.248726
0.415666,0.734111,0.005568,0.048546,0.000576,0.014080,0.000352,0.001920,0.001152,0.000384,1.230996
0.416338,0.792418,0.005984,0.048514,0.000864,0.014145,0.000416,0.001696,0.001632,0.000384,1.292663
0.434611,0.712382,0.005921,0.048258,0.000864,0.014848,0.000384,0.001824,0.001216,0.000384,1.230069
0.418034,0.723391,0.005760,0.048194,0.000832,0.013825,0.000384,0.001792,0.001344,0.000384,1.223156
0.416882,0.725791,0.005696,0.048259,0.000608,0.013984,0.000320,0.001600,0.001248,0.000352,1.223764
0.416242,0.707550,0.005697,0.048866,0.000544,0.013856,0.000416,0.001760,0.001120,0.000352,1.205972
0.415954,0.706014,0.005569,0.048066,0.000608,0.013792,0.000384,0.001504,0.001185,0.000416,1.203284
0.416562,0.740000,0.005600,0.048322,0.000768,0.013729,0.000384,0.001536,0.001088,0.000384,1.238037
0.416210,0.743328,0.005600,0.048642,0.001056,0.014081,0.000384,0.001696,0.001120,0.000384,1.242325
0.417298,0.716927,0.005568,0.048610,0.000544,0.013793,0.000384,0.001792,0.001280,0.000480,1.215412
0.435666,0.697854,0.005536,0.048739,0.000544,0.014624,0.000384,0.001568,0.001152,0.000352,1.215187
0.417234,0.711038,0.005600,0.048610,0.000576,0.013889,0.000352,0.001664,0.001184,0.000352,1.209652
0.416946,0.736544,0.005568,0.048514,0.000544,0.014049,0.000416,0.001664,0.001088,0.000384,1.234293
0.417585,0.700926,0.005440,0.047874,0.000832,0.013601,0.000352,0.001504,0.001120,0.000352,1.198387
0.416082,0.741888,0.005600,0.049058,0.000576,0.013793,0.000320,0.001856,0.001152,0.000448,1.239765
0.418322,0.759585,0.005696,0.048354,0.000608,0.013953,0.000384,0.001728,0.001120,0.000384,1.259062
0.416657,0.720830,0.005633,0.048578,0.000800,0.013920,0.000352,0.001569,0.001248,0.000352,1.219124
0.417938,0.704095,0.005920,0.048418,0.000800,0.013825,0.000352,0.001568,0.001088,0.000352,1.203348
0.417458,0.719518,0.005696,0.049442,0.000768,0.013729,0.000384,0.001536,0.001120,0.000384,1.219636
0.416914,0.706463,0.005472,0.048354,0.000576,0.013953,0.000384,0.001536,0.001184,0.000352,1.203956
0.418193,0.704510,0.005504,0.048322,0.000640,0.014081,0.000352,0.001920,0.001088,0.000352,1.203635
0.433682,0.709023,0.005696,0.048290,0.000800,0.013953,0.000384,0.001632,0.001184,0.000416,1.224340
0.415538,0.701662,0.005889,0.048482,0.000736,0.013696,0.000384,0.001537,0.001184,0.000416,1.198420
0.416018,0.718143,0.005504,0.048322,0.000768,0.013345,0.000384,0.001568,0.001152,0.000320,1.214164
0.416850,0.709822,0.005665,0.048258,0.000544,0.013952,0.000353,0.001504,0.001408,0.000416,1.208052
0.416690,0.712318,0.005729,0.048290,0.000768,0.014176,0.000320,0.001536,0.001120,0.000416,1.210388
0.415442,0.775777,0.005696,0.048194,0.000576,0.014273,0.000384,0.001952,0.001184,0.000320,1.273302
0.416434,0.708510,0.005536,0.048418,0.000576,0.014113,0.000608,0.001728,0.001120,0.000448,1.206579
0.417554,0.703870,0.005376,0.048898,0.000832,0.014017,0.000352,0.001728,0.001216,0.000384,1.203731
0.416818,0.723775,0.005600,0.048386,0.000544,0.013921,0.000416,0.001824,0.001216,0.000384,1.222292
0.416113,0.716606,0.007425,0.048418,0.000608,0.014016,0.000384,0.001825,0.001056,0.000384,1.216116
0.416082,0.696318,0.005632,0.048546,0.000512,0.014049,0.000384,0.001568,0.001152,0.000352,1.193811
0.430578,0.720446,0.005409,0.048386,0.000544,0.013792,0.000352,0.001889,0.001248,0.000384,1.233205
0.416242,0.742048,0.005344,0.048514,0.000544,0.014049,0.000352,0.001984,0.001408,0.000384,1.239669
0.417970,0.716638,0.005665,0.048546,0.000544,0.014368,0.000416,0.001472,0.001025,0.000320,1.213908
0.416146,0.723935,0.005569,0.048642,0.000800,0.013728,0.000384,0.002016,0.001120,0.000352,1.221237
0.417522,0.706366,0.005536,0.049602,0.000800,0.013473,0.000352,0.001408,0.001088,0.000448,1.206547
0.416690,0.741376,0.005536,0.048642,0.000576,0.014049,0.000384,0.001728,0.001120,0.000320,1.239413
0.415857,0.752160,0.005568,0.048322,0.000992,0.013921,0.000352,0.001568,0.001056,0.000352,1.248949
0.416594,0.689534,0.005632,0.049218,0.000832,0.014465,0.000608,0.001600,0.001152,0.000416,1.188691
0.415666,0.710815,0.005440,0.048194,0.000800,0.013857,0.000384,0.001760,0.000960,0.000416,1.207476
0.416530,0.747904,0.005697,0.048386,0.000832,0.013632,0.000320,0.001408,0.000992,0.000384,1.246006
0.416818,0.701470,0.005633,0.048386,0.000576,0.013920,0.000352,0.001600,0.001024,0.000384,1.199956
0.434931,0.703774,0.005632,0.049122,0.000608,0.013793,0.000384,0.001632,0.001120,0.000320,1.219828
0.416689,0.686877,0.005536,0.052098,0.000609,0.014048,0.000384,0.001792,0.000960,0.000352,1.188242
0.416178,0.710815,0.005536,0.048514,0.000576,0.013761,0.000384,0.001536,0.001056,0.000384,1.207956
1.427197,0.917767,0.008577,0.071843,0.000800,0.013665,0.000384,0.001952,0.001280,0.000384,2.454217
0.417073,0.769536,0.005665,0.049794,0.000576,0.013697,0.000608,0.001568,0.001152,0.000352,1.269718
0.416786,0.740544,0.005568,0.048770,0.000800,0.013793,0.000352,0.001568,0.001120,0.000416,1.239349
0.416562,0.706526,0.005409,0.048578,0.000640,0.013952,0.000384,0.001536,0.001088,0.000416,1.204692
0.418002,0.720735,0.005536,0.048450,0.000576,0.013697,0.000352,0.001504,0.001088,0.000416,1.219348
0.416786,0.704542,0.005440,0.048770,0.000864,0.013888,0.000384,0.001568,0.001120,0.000352,1.202195
0.416498,0.709822,0.005377,0.048834,0.000768,0.013696,0.000416,0.001536,0.001120,0.000352,1.207892
0.430418,0.707070,0.005505,0.048130,0.000544,0.013728,0.000416,0.001504,0.001152,0.000384,1.218357
0.417522,0.731199,0.005568,0.049090,0.000544,0.013857,0.000416,0.001536,0.001216,0.000448,1.230133
0.417170,0.746304,0.006113,0.048514,0.000800,0.013536,0.000384,0.001473,0.001184,0.000448,1.246230
0.418898,0.747488,0.012256,0.048706,0.000864,0.013761,0.000448,0.001440,0.001184,0.000416,1.254389
0.416626,0.736992,0.005760,0.048706,0.000800,0.013857,0.000352,0.001536,0.001152,0.000352,1.235413
0.418258,0.740992,0.005792,0.048610,0.000544,0.013633,0.000416,0.001536,0.001120,0.000448,1.240213
0.417106,0.703774,0.005728,0.048770,0.000544,0.013537,0.000416,0.001504,0.001152,0.000384,1.202195
0.416978,0.710303,0.005568,0.049410,0.000512,0.013665,0.000384,0.001472,0.001152,0.000384,1.208244
0.434226,0.702718,0.005504,0.048674,0.000608,0.013569,0.000416,0.001504,0.001120,0.000384,1.218036
0.417362,0.728575,0.005568,0.048514,0.000576,0.013633,0.000384,0.001568,0.001120,0.000416,1.226580
0.416369,0.703998,0.005760,0.048834,0.000576,0.013633,0.000416,0.001536,0.001216,0.000352,1.201747
0.416690,0.725471,0.005857,0.049026,0.000576,0.014016,0.000352,0.001536,0.001568,0.000416,1.224757
0.419602,0.708734,0.005856,0.048611,0.000768,0.013472,0.000352,0.001760,0.001120,0.000352,1.211123
0.417490,0.753184,0.006752,0.048866,0.000832,0.013504,0.000416,0.001440,0.001344,0.000320,1.253941
0.416818,0.742816,0.005696,0.048866,0.000800,0.013601,0.000384,0.001760,0.001152,0.000352,1.241877
0.416434,0.729824,0.005728,0.050146,0.000800,0.014305,0.000384,0.001536,0.001184,0.000384,1.230005
0.438450,0.715583,0.005600,0.048770,0.000768,0.014144,0.000416,0.001568,0.001120,0.000384,1.236500
0.417810,0.741824,0.005632,0.048418,0.000576,0.014209,0.000416,0.001568,0.001248,0.000352,1.241333
0.417586,0.755297,0.005536,0.049250,0.000832,0.013793,0.000352,0.001504,0.001152,0.000352,1.255734
0.416370,0.703838,0.005761,0.049186,0.000608,0.013824,0.000384,0.001824,0.001152,0.000353,1.202164
0.417714,0.707902,0.005601,0.047970,0.000608,0.013888,0.000352,0.001568,0.001152,0.000352,1.206324
0.417906,0.734847,0.005472,0.048322,0.000768,0.013984,0.000352,0.001568,0.001088,0.000384,1.234100
0.416466,0.711550,0.005569,0.048866,0.000640,0.014048,0.000384,0.001665,0.001152,0.000352,1.210676
0.416657,0.697277,0.005473,0.048514,0.000800,0.013664,0.000416,0.001441,0.001152,0.000384,1.194931
0.417138,0.729407,0.005857,0.048674,0.001056,0.013824,0.000352,0.001536,0.001216,0.000384,1.229653
0.415986,0.706462,0.005825,0.048514,0.000608,0.013824,0.000352,0.001504,0.001184,0.000384,1.203412
0.415538,0.704798,0.005536,0.048322,0.001024,0.013857,0.000384,0.001536,0.001120,0.000320,1.201427
0.437138,0.749120,0.005760,0.048610,0.000608,0.013601,0.000416,0.001472,0.001216,0.000352,1.267478
0.415506,0.701374,0.005409,0.048354,0.000544,0.013440,0.000352,0.001536,0.001152,0.000320,1.197299
0.415986,0.694398,0.005568,0.048610,0.000800,0.013505,0.000352,0.001504,0.001280,0.000384,1.191955
0.415057,0.693278,0.005344,0.048450,0.000576,0.013569,0.000352,0.001504,0.001120,0.000352,1.188658
0.415313,0.691390,0.005536,0.048930,0.000608,0.013537,0.000416,0.001504,0.001184,0.000320,1.187442
0.415698,0.739647,0.005537,0.048930,0.000800,0.013408,0.000352,0.001472,0.001153,0.000352,1.237397
0.416113,0.710750,0.010304,0.048386,0.000641,0.013376,0.000384,0.001504,0.001120,0.000384,1.211891
0.415826,0.716223,0.005600,0.048354,0.000864,0.013441,0.000352,0.001504,0.001216,0.000352,1.213172
0.416210,0.718111,0.005376,0.048802,0.001024,0.013441,0.000352,0.001472,0.001088,0.000384,1.216116
0.415314,0.711358,0.005473,0.048258,0.000832,0.013376,0.000352,0.001536,0.001088,0.000352,1.206739
0.415762,0.705598,0.005409,0.048834,0.000800,0.013440,0.000384,0.001536,0.001120,0.000384,1.202164
0.434514,0.712639,0.005664,0.048674,0.000800,0.013761,0.000384,0.001504,0.001056,0.000352,1.227860
0.415729,0.708734,0.005408,0.048130,0.000800,0.013409,0.000416,0.001504,0.001120,0.000384,1.206067
0.417554,0.729727,0.005409,0.049090,0.000800,0.013408,0.000417,0.001472,0.001152,0.000352,1.228469
0.416210,0.699678,0.005409,0.052962,0.000544,0.013408,0.000384,0.001568,0.001216,0.000320,1.200948
0.416370,0.714591,0.005504,0.048578,0.000832,0.013345,0.000384,0.001440,0.001152,0.000352,1.212564
0.416338,0.774113,0.005601,0.048834,0.000800,0.013888,0.000384,0.001504,0.001184,0.000352,1.272407
0.415409,0.761440,0.005664,0.048866,0.000576,0.013504,0.000352,0.001536,0.001184,0.000352,1.258325
0.415218,0.699838,0.005824,0.048514,0.000608,0.013505,0.000384,0.001536,0.001248,0.000352,1.195827
0.415794,0.715071,0.005408,0.048002,0.000576,0.013441,0.000384,0.001440,0.001056,0.000352,1.210548
0.417201,0.709662,0.005536,0.048962,0.000768,0.013633,0.000384,0.001504,0.001152,0.000416,1.206899
0.417266,0.715231,0.011040,0.048803,0.000576,0.013440,0.000384,0.001440,0.001120,0.000352,1.219540
