Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],TEE[8-9],Layer[10],classifier
0.415664,0.017729,0.202376,0.004832,0.047842,0.000608,0.032321,0.000640,0.177767,0.000448,0.907843
0.415888,0.017569,0.202408,0.005024,0.047458,0.000576,0.013473,0.000416,0.167494,0.000544,0.877890
0.416304,0.017473,0.202536,0.004832,0.048546,0.000576,0.013664,0.000416,0.172455,0.000928,0.885122
0.415664,0.017441,0.202824,0.004864,0.049218,0.000608,0.013888,0.000352,0.165799,0.000800,0.878338
0.433105,0.017537,0.202344,0.004832,0.047970,0.000768,0.013345,0.000384,0.176615,0.000704,0.905380
0.420592,0.017825,0.202568,0.004960,0.050466,0.000576,0.013825,0.000384,0.176646,0.000768,0.895395
0.420144,0.017793,0.202056,0.005056,0.049378,0.000576,0.013729,0.000416,0.177094,0.000992,0.894307
0.416048,0.017729,0.202728,0.004896,0.048898,0.000768,0.013377,0.000416,0.197607,0.000544,0.910915
0.416081,0.017984,0.202567,0.004865,0.047394,0.000608,0.013344,0.000416,0.173991,0.000608,0.885059
0.416145,0.018464,0.202888,0.005089,0.048449,0.000576,0.013345,0.000416,0.176231,0.000896,0.889667
0.416272,0.017632,0.202984,0.004800,0.048290,0.000576,0.013345,0.000416,0.176071,0.000576,0.888643
0.446257,0.017633,0.202600,0.004800,0.048002,0.000544,0.013505,0.000352,0.175079,0.000544,0.916932
0.416592,0.017537,0.202664,0.005024,0.049346,0.000576,0.013408,0.000417,0.172966,0.000544,0.886466
0.415568,0.017569,0.202312,0.004896,0.048290,0.000576,0.013377,0.000416,0.173319,0.000800,0.885187
0.416816,0.017441,0.202184,0.004896,0.047394,0.000544,0.013344,0.000384,0.177639,0.000576,0.889314
0.416049,0.017504,0.203176,0.004864,0.048322,0.000480,0.013377,0.000384,0.171111,0.000448,0.882307
0.416080,0.017665,0.202344,0.004992,0.047938,0.000608,0.013345,0.000416,0.173062,0.000544,0.883970
0.415792,0.017313,0.203400,0.004832,0.047010,0.000576,0.013312,0.000384,0.173127,0.000608,0.883170
0.415504,0.017249,0.221129,0.005088,0.047234,0.000576,0.013312,0.000384,0.168103,0.000608,0.896995
0.414832,0.017569,0.202280,0.004832,0.047586,0.000480,0.013345,0.000352,0.164198,0.000544,0.873154
0.416369,0.017696,0.201832,0.004768,0.047009,0.000544,0.013569,0.000384,0.171495,0.000512,0.881027
0.415984,0.017953,0.202568,0.004832,0.047074,0.000576,0.013344,0.000352,0.173063,0.000416,0.883202
0.416848,0.017825,0.202600,0.004768,0.046978,0.000576,0.013313,0.000416,0.168966,0.000576,0.880546
0.418033,0.017536,0.202568,0.005281,0.047617,0.000737,0.013376,0.000416,0.178727,0.000672,0.892675
0.417233,0.017696,0.201736,0.005120,0.047650,0.000800,0.013345,0.000384,0.173863,0.000480,0.885059
0.415440,0.017377,0.220744,0.005184,0.046850,0.000576,0.013345,0.000416,0.170919,0.000640,0.898051
0.419953,0.017505,0.202887,0.004897,0.047010,0.000576,0.013376,0.000384,0.167815,0.000640,0.882307
0.415792,0.017505,0.202952,0.004800,0.046978,0.000608,0.013632,0.000384,0.168583,0.000544,0.878690
0.420912,0.017633,0.202632,0.004832,0.047010,0.000544,0.013632,0.000384,0.163335,0.000704,0.878818
0.446449,0.017601,0.202248,0.004832,0.046978,0.000544,0.013377,0.000384,0.174118,0.000544,0.913987
0.415696,0.017440,0.202728,0.004864,0.046914,0.000576,0.013377,0.000384,0.176007,0.000608,0.885667
0.416208,0.017633,0.202792,0.005024,0.046946,0.000544,0.013344,0.000384,0.173510,0.000576,0.883842
0.416336,0.017505,0.203048,0.004832,0.048354,0.000576,0.013345,0.000384,0.198152,0.000640,0.910436
0.416721,0.017568,0.202280,0.004929,0.049281,0.000609,0.013440,0.000384,0.185383,0.000704,0.898563
0.416080,0.017569,0.202952,0.004832,0.048610,0.000608,0.014081,0.000352,0.171623,0.000640,0.885155
0.415952,0.017793,0.202696,0.005280,0.048258,0.000576,0.013377,0.000352,0.173830,0.000512,0.886147
0.436401,0.018049,0.204264,0.005088,0.048514,0.000768,0.013984,0.000384,0.177127,0.000768,0.913923
0.416624,0.017761,0.202760,0.005280,0.048770,0.000576,0.013537,0.000416,0.176391,0.000544,0.889763
0.416752,0.017601,0.202984,0.004896,0.048610,0.000576,0.013313,0.000384,0.179527,0.000768,0.892867
0.417105,0.017664,0.203176,0.004800,0.048930,0.000800,0.013377,0.000384,0.197384,0.000576,0.911492
0.417584,0.017537,0.202888,0.004832,0.048194,0.000640,0.013409,0.000384,0.178695,0.000928,0.893571
0.417553,0.017473,0.202439,0.004800,0.048386,0.000736,0.013952,0.000352,0.177319,0.000736,0.891139
0.421585,0.017633,0.202664,0.004768,0.049794,0.000768,0.013344,0.000352,0.177095,0.000576,0.897635
0.435761,0.017536,0.202760,0.004865,0.049601,0.000576,0.013856,0.000352,0.175367,0.000544,0.909507
0.417392,0.017633,0.202504,0.004928,0.048898,0.000768,0.013793,0.000384,0.179751,0.000576,0.895683
0.418256,0.017505,0.203176,0.004800,0.048354,0.000544,0.013537,0.000384,0.172999,0.000608,0.887715
0.418064,0.017632,0.202376,0.004768,0.048162,0.000736,0.013729,0.000640,0.192647,0.000704,0.907524
0.415184,0.017793,0.202888,0.004864,0.048642,0.000768,0.013952,0.000416,0.171943,0.000736,0.884642
0.417361,0.017473,0.202311,0.004768,0.048866,0.000704,0.013408,0.000416,0.172839,0.000960,0.886755
0.421265,0.017697,0.202696,0.005024,0.048834,0.000544,0.013408,0.000384,0.165831,0.000768,0.883843
0.434161,0.018049,0.203272,0.004864,0.048418,0.000800,0.013472,0.000384,0.170438,0.000928,0.902499
0.417232,0.017665,0.203112,0.005152,0.049634,0.000736,0.013728,0.000384,0.174279,0.000640,0.889666
0.423760,0.017601,0.202856,0.005024,0.049954,0.000736,0.013569,0.000416,0.178055,0.000576,0.900515
0.416913,0.017793,0.203079,0.005056,0.048770,0.000608,0.013696,0.000384,0.184263,0.000544,0.899524
0.421200,0.017665,0.202664,0.004768,0.048610,0.000800,0.013505,0.000352,0.178151,0.000608,0.896163
0.421456,0.017761,0.202568,0.005088,0.049410,0.000768,0.013889,0.000384,0.176903,0.000672,0.896163
0.417264,0.017633,0.202056,0.004832,0.048706,0.000768,0.013985,0.000384,0.169542,0.000480,0.883170
0.418865,0.036513,0.203144,0.005217,0.048705,0.000800,0.014336,0.000384,0.176743,0.000960,0.913316
0.417361,0.017888,0.202152,0.005056,0.048642,0.000800,0.013761,0.000352,0.176743,0.000896,0.891715
0.416816,0.017633,0.203176,0.005024,0.048226,0.000576,0.013697,0.000416,0.177255,0.000512,0.890531
0.416944,0.017665,0.202760,0.005056,0.048546,0.000736,0.013441,0.000352,0.174566,0.000832,0.888451
0.416241,0.017440,0.202376,0.004800,0.048546,0.000800,0.013697,0.000384,0.172711,0.000768,0.885315
0.416112,0.017409,0.202024,0.004864,0.047938,0.000480,0.013376,0.000384,0.175687,0.000576,0.886370
0.416689,0.017793,0.203143,0.004769,0.048162,0.000576,0.013472,0.000448,0.178247,0.000736,0.891171
0.416400,0.017568,0.218729,0.005152,0.048354,0.000608,0.013697,0.000384,0.175975,0.000544,0.906084
0.417457,0.017505,0.203272,0.005024,0.048290,0.000576,0.013728,0.000384,0.168679,0.000608,0.882627
0.421809,0.017472,0.202568,0.005057,0.048642,0.000608,0.013856,0.000384,0.181575,0.000640,0.900803
0.416400,0.017857,0.202824,0.005280,0.048226,0.000576,0.013665,0.000448,0.170982,0.000640,0.884131
0.450610,0.017729,0.204616,0.004800,0.048290,0.000576,0.013504,0.000384,0.185864,0.000608,0.935493
0.417680,0.017473,0.203016,0.005056,0.048674,0.000608,0.013601,0.000416,0.180423,0.000608,0.895107
0.416432,0.017633,0.202824,0.004800,0.048034,0.000576,0.013377,0.000384,0.175558,0.000961,0.888739
0.417105,0.017600,0.223209,0.005280,0.048546,0.000672,0.013889,0.000384,0.178663,0.000544,0.912804
0.416912,0.017633,0.202632,0.005120,0.048610,0.000768,0.013633,0.000384,0.179847,0.000544,0.892899
0.417296,0.017568,0.203080,0.005312,0.049154,0.000736,0.014049,0.000352,0.181799,0.000736,0.897379
0.416048,0.017729,0.202536,0.004928,0.049186,0.000800,0.013761,0.000416,0.178439,0.000640,0.892195
0.416017,0.017761,0.203688,0.004864,0.049442,0.000736,0.013440,0.000352,0.189384,0.000704,0.903556
0.421009,0.017568,0.202952,0.005057,0.049090,0.000768,0.013408,0.000352,0.183591,0.001024,0.902531
0.417520,0.017505,0.202152,0.005024,0.048450,0.000544,0.013569,0.000384,0.179335,0.000512,0.891779
0.417584,0.017505,0.231241,0.005440,0.048962,0.000544,0.013441,0.000384,0.175111,0.000608,0.918948
0.417488,0.017729,0.203272,0.005216,0.048962,0.000608,0.013729,0.000416,0.175815,0.000768,0.891523
0.416656,0.017569,0.202536,0.005152,0.048482,0.000544,0.013697,0.000384,0.176903,0.000768,0.890403
0.416976,0.017761,0.202472,0.005024,0.048930,0.000736,0.013472,0.000416,0.180423,0.000672,0.894403
0.441649,0.017633,0.202664,0.004800,0.049218,0.000768,0.013472,0.000384,0.181927,0.000641,0.920548
0.416977,0.017857,0.202600,0.004896,0.048418,0.000576,0.013376,0.000384,0.177255,0.000672,0.890691
0.421424,0.017569,0.203048,0.005088,0.048610,0.000608,0.013665,0.000384,0.178759,0.000640,0.897475
0.422353,0.017569,0.221384,0.005185,0.049442,0.000544,0.013728,0.000416,0.183399,0.000993,0.922853
0.420913,0.017248,0.203432,0.005280,0.049409,0.000736,0.013824,0.000384,0.164839,0.000736,0.884451
0.417840,0.017473,0.202856,0.004768,0.048450,0.000576,0.013696,0.000416,0.172583,0.000576,0.886626
0.418384,0.017792,0.202216,0.004896,0.048162,0.000736,0.013665,0.000384,0.177607,0.000672,0.892163
0.437841,0.017889,0.202312,0.005056,0.048802,0.000768,0.013409,0.000384,0.185095,0.000640,0.919588
0.420145,0.017537,0.203080,0.005120,0.048610,0.000768,0.013376,0.000384,0.167111,0.000704,0.884035
0.418096,0.017569,0.202280,0.005056,0.047874,0.000736,0.013953,0.000384,0.181703,0.000672,0.895779
0.422577,0.017729,0.202440,0.004864,0.066178,0.000640,0.013729,0.000384,0.178215,0.000608,0.916068
0.417105,0.017792,0.203688,0.004865,0.048449,0.000800,0.013376,0.000352,0.180103,0.001024,0.896163
0.416304,0.017697,0.202952,0.005088,0.049154,0.000544,0.013792,0.000608,0.175174,0.001024,0.889954
0.421137,0.017889,0.203912,0.005056,0.048514,0.000544,0.013536,0.000384,0.175879,0.000608,0.894083
0.435986,0.017920,0.202216,0.005248,0.049538,0.000576,0.013537,0.000384,0.178407,0.001024,0.912324
0.417489,0.017600,0.203368,0.004801,0.048225,0.000576,0.013376,0.000416,0.165799,0.000640,0.879843
0.416368,0.017665,0.202088,0.005056,0.048130,0.000608,0.013312,0.000416,0.165255,0.000736,0.876546
0.417169,0.017824,0.202760,0.005121,0.049089,0.000736,0.013376,0.000384,0.207592,0.000896,0.922308
0.417616,0.018113,0.202440,0.004864,0.048898,0.000800,0.013473,0.000352,0.170854,0.000928,0.885122
0.422000,0.017633,0.202760,0.004896,0.047490,0.000800,0.013537,0.000384,0.180807,0.000512,0.898627
0.418353,0.017568,0.202568,0.005089,0.049634,0.000608,0.013568,0.000416,0.172263,0.000640,0.889379
0.429073,0.017825,0.202152,0.004800,0.049218,0.000768,0.014016,0.000448,0.172903,0.000640,0.900771
0.415889,0.017728,0.202600,0.005024,0.049346,0.000800,0.013665,0.000384,0.172679,0.000544,0.885603
0.416560,0.017665,0.202472,0.005152,0.048546,0.000576,0.013505,0.000384,0.163782,0.000576,0.878050
0.417456,0.017633,0.202632,0.004864,0.048002,0.000576,0.013729,0.000384,0.165926,0.000608,0.880258
0.417136,0.017441,0.202920,0.004896,0.048290,0.000544,0.013504,0.000384,0.164231,0.000672,0.877570
0.416497,0.017696,0.201992,0.004864,0.047746,0.000544,0.013697,0.000352,0.156102,0.000544,0.867266
0.416369,0.017633,0.202599,0.004801,0.048802,0.000704,0.013376,0.000352,0.162247,0.000896,0.876483
0.416912,0.017505,0.214920,0.004960,0.048226,0.000576,0.013473,0.000352,0.165286,0.000512,0.892451
0.416016,0.017793,0.202824,0.004896,0.047970,0.000576,0.013665,0.000416,0.179623,0.000576,0.893411
0.417328,0.017569,0.202376,0.005152,0.048578,0.000512,0.013408,0.000384,0.174759,0.000736,0.891266
0.416080,0.017728,0.203048,0.004896,0.048162,0.000704,0.013601,0.000352,0.176519,0.000576,0.890595
0.429585,0.017312,0.203208,0.004897,0.048417,0.000576,0.013409,0.000384,0.159910,0.000480,0.885986
0.416241,0.017665,0.202824,0.004896,0.047874,0.000736,0.013440,0.000320,0.176679,0.000768,0.888739
0.423569,0.021089,0.202600,0.004864,0.047714,0.000576,0.013569,0.000384,0.171750,0.000480,0.894403
0.418224,0.017153,0.202664,0.005120,0.049410,0.014240,0.013857,0.000416,0.175783,0.000576,0.904899
0.416081,0.017408,0.202856,0.004768,0.047682,0.000544,0.013377,0.000384,0.170695,0.000576,0.880899
0.416208,0.017569,0.203272,0.004768,0.047586,0.000576,0.013377,0.000416,0.164902,0.000544,0.876706
0.416945,0.017537,0.202791,0.004896,0.047810,0.000576,0.013504,0.000416,0.168775,0.000608,0.881891
0.430673,0.017985,0.203144,0.004800,0.048546,0.000576,0.013312,0.000352,0.168647,0.000640,0.898083
0.417137,0.017632,0.203176,0.005121,0.048193,0.000576,0.013313,0.000384,0.174663,0.000736,0.888547
0.417872,0.017569,0.203048,0.004800,0.049058,0.000768,0.013761,0.000416,0.188935,0.000864,0.905475
0.416336,0.017601,0.203496,0.004768,0.049858,0.000576,0.013600,0.000448,0.167239,0.000640,0.881602
0.416016,0.017569,0.202024,0.005120,0.048034,0.000512,0.013376,0.000417,0.195751,0.000800,0.906371
0.417361,0.017600,0.202824,0.004833,0.047233,0.000576,0.013633,0.000416,0.179207,0.000576,0.890627
0.416881,0.017697,0.203048,0.005088,0.047842,0.000544,0.013952,0.000384,0.164167,0.000608,0.877251
0.417168,0.017665,0.215848,0.005312,0.047522,0.000608,0.013409,0.000448,0.170375,0.000672,0.895811
0.421649,0.017889,0.202216,0.005024,0.047746,0.000736,0.013600,0.000352,0.183208,0.000544,0.902276
0.419248,0.017729,0.202920,0.005024,0.047714,0.000480,0.013729,0.000384,0.168646,0.000576,0.883970
0.417105,0.017792,0.202792,0.004833,0.048769,0.000544,0.013409,0.000384,0.173479,0.000416,0.886179
0.431921,0.017729,0.202184,0.004832,0.047010,0.000608,0.013376,0.000416,0.173639,0.000672,0.899651
0.416240,0.017473,0.202920,0.005440,0.047394,0.000704,0.013440,0.000352,0.163975,0.000576,0.874914
0.414800,0.017665,0.202727,0.004801,0.047682,0.000608,0.013312,0.000416,0.156454,0.000416,0.865441
0.418929,0.017569,0.202440,0.005280,0.047842,0.000416,0.013760,0.000416,0.179303,0.000608,0.893283
0.417201,0.017504,0.202920,0.005121,0.047937,0.000544,0.013633,0.000416,0.166823,0.000576,0.879043
0.416688,0.017729,0.202792,0.004864,0.048578,0.000544,0.013344,0.000352,0.163750,0.000672,0.875842
0.415568,0.017473,0.202792,0.005056,0.048194,0.000544,0.013377,0.000384,0.166438,0.000640,0.876834
0.417201,0.017504,0.216649,0.005184,0.047330,0.000576,0.013313,0.000416,0.169222,0.000608,0.895683
0.416401,0.017537,0.204200,0.005088,0.047970,0.000544,0.013696,0.000352,0.172807,0.000640,0.885955
0.416401,0.017665,0.202151,0.004801,0.047970,0.000768,0.013440,0.000320,0.170407,0.000640,0.881635
0.416304,0.017664,0.202344,0.004800,0.047970,0.000544,0.013441,0.000320,0.171431,0.000576,0.882211
0.429073,0.017665,0.202792,0.005152,0.049666,0.000768,0.013441,0.000416,0.174406,0.000448,0.900355
0.417328,0.017601,0.202984,0.004864,0.048546,0.000608,0.013344,0.000384,0.163719,0.000960,0.877410
0.417936,0.017729,0.203048,0.004800,0.047650,0.000544,0.013376,0.000352,0.168999,0.000480,0.881986
0.416368,0.017441,0.202952,0.004832,0.047714,0.000640,0.013377,0.000384,0.187687,0.000608,0.898691
0.417232,0.021153,0.205416,0.004896,0.047970,0.000576,0.013569,0.000384,0.169670,0.000640,0.888706
0.417169,0.017665,0.202823,0.004801,0.047618,0.000544,0.013344,0.000384,0.166599,0.000544,0.878403
0.416528,0.017505,0.203048,0.004832,0.048194,0.000736,0.013377,0.000352,0.168422,0.000672,0.880258
0.452914,0.017889,0.206280,0.005312,0.048002,0.000800,0.013473,0.000352,0.206216,0.000800,0.962854
0.417360,0.017665,0.203240,0.004832,0.048610,0.000736,0.013440,0.000352,0.182696,0.000608,0.896899
0.418449,0.017985,0.202472,0.005088,0.048290,0.000768,0.013984,0.000416,0.175399,0.000992,0.890787
0.416913,0.017376,0.203176,0.005121,0.047937,0.000480,0.013889,0.000384,0.179335,0.000832,0.892579
0.417552,0.017569,0.202312,0.004928,0.048066,0.000832,0.013568,0.000352,0.184264,0.000704,0.896483
0.417841,0.017664,0.204104,0.004897,0.049025,0.000577,0.013600,0.000384,0.172327,0.000736,0.887619
0.416784,0.017537,0.202888,0.004832,0.048258,0.000768,0.013345,0.000416,0.167014,0.000544,0.879106
0.416624,0.017505,0.229289,0.005152,0.047522,0.000576,0.013312,0.000352,0.178311,0.000640,0.916644
0.416528,0.017729,0.202408,0.004768,0.048066,0.000768,0.013345,0.000416,0.176038,0.000768,0.887139
0.416688,0.017728,0.202216,0.005024,0.047970,0.000736,0.013441,0.000384,0.182567,0.000608,0.895203
0.416657,0.017536,0.202120,0.004769,0.047809,0.000545,0.013696,0.000352,0.168807,0.000576,0.879491
0.429489,0.017600,0.202280,0.005088,0.048386,0.000576,0.013409,0.000352,0.173095,0.000544,0.897731
0.417041,0.017472,0.202504,0.004896,0.048834,0.000544,0.013793,0.000416,0.174215,0.000736,0.887459
0.416464,0.017793,0.203176,0.004832,0.051042,0.000576,0.014401,0.000640,0.171110,0.000480,0.887554
0.416112,0.017697,0.202632,0.005056,0.062850,0.000736,0.014081,0.000384,0.168071,0.000928,0.895043
0.416112,0.017473,0.202888,0.004896,0.049026,0.000736,0.013697,0.000416,0.179495,0.000608,0.891555
0.416016,0.018208,0.202760,0.004864,0.048322,0.000576,0.013345,0.000384,0.170951,0.000544,0.882147
0.415824,0.017441,0.203304,0.005152,0.048098,0.000768,0.013408,0.000384,0.153158,0.000641,0.864514
0.433713,0.017504,0.202888,0.004833,0.048289,0.000576,0.013377,0.000384,0.157638,0.000576,0.886146
0.416368,0.017697,0.202952,0.004896,0.048066,0.000608,0.013377,0.000352,0.175974,0.000672,0.888611
0.416848,0.017728,0.202248,0.004800,0.047778,0.000576,0.013377,0.000448,0.181799,0.000448,0.892611
0.416656,0.017505,0.202568,0.004864,0.047042,0.000512,0.013408,0.000352,0.166631,0.000544,0.876930
0.416272,0.017440,0.201960,0.005088,0.047298,0.000512,0.013409,0.000384,0.162310,0.000512,0.873026
0.415984,0.017409,0.202408,0.005152,0.048066,0.000576,0.013376,0.000416,0.165063,0.000864,0.876002
0.415665,0.017632,0.202760,0.004897,0.047585,0.000448,0.013312,0.000416,0.157158,0.000512,0.866722
0.416913,0.017248,0.202600,0.005057,0.064610,0.000512,0.013377,0.000352,0.161478,0.000768,0.890147
0.416336,0.017504,0.202664,0.004832,0.047618,0.000512,0.013281,0.000384,0.157510,0.000576,0.867618
0.416113,0.017568,0.202536,0.005281,0.047073,0.000576,0.013633,0.000384,0.149606,0.000448,0.859298
0.416752,0.017569,0.202824,0.004896,0.047106,0.000480,0.013312,0.000384,0.160999,0.000480,0.871106
0.427185,0.017472,0.202120,0.004897,0.046977,0.000545,0.013280,0.000384,0.156806,0.000544,0.876290
0.415056,0.017665,0.202792,0.004864,0.046882,0.000448,0.013312,0.000416,0.153670,0.000480,0.861825
0.416881,0.017857,0.202599,0.004801,0.047138,0.000640,0.013440,0.000448,0.178311,0.000608,0.890563
0.416688,0.018305,0.202440,0.004864,0.047202,0.000736,0.013440,0.000385,0.163782,0.000608,0.874850
0.416432,0.017537,0.202600,0.004832,0.047554,0.000480,0.013408,0.000384,0.159015,0.000672,0.869826
0.415632,0.017505,0.202632,0.005248,0.048674,0.000576,0.013344,0.000384,0.164806,0.000704,0.875842
0.415889,0.017473,0.202408,0.004832,0.047746,0.000576,0.013408,0.000352,0.193192,0.000672,0.904772
0.417584,0.017665,0.217512,0.005120,0.049058,0.000608,0.013409,0.000384,0.167143,0.000640,0.896451
0.417841,0.017569,0.202056,0.005088,0.049154,0.000608,0.014144,0.000352,0.182760,0.000736,0.899876
0.416753,0.017600,0.203047,0.004833,0.047714,0.000736,0.014080,0.000384,0.174951,0.000672,0.887491
0.416816,0.017473,0.202952,0.005024,0.047490,0.000576,0.013536,0.000384,0.164871,0.000640,0.877634
0.434737,0.017825,0.202376,0.004832,0.047330,0.000576,0.013792,0.000384,0.181735,0.000608,0.912899
0.417200,0.017536,0.202600,0.005088,0.047778,0.000576,0.013473,0.000416,0.177351,0.000704,0.891651
0.416528,0.017729,0.203144,0.004864,0.047522,0.000576,0.013504,0.000416,0.184200,0.000544,0.898307
0.421872,0.017729,0.223241,0.005312,0.048002,0.000576,0.013953,0.000384,0.188199,0.000576,0.929060
0.416817,0.017505,0.203144,0.004864,0.049666,0.000736,0.013728,0.000384,0.166663,0.000640,0.882307
0.416560,0.017633,0.202632,0.004864,0.047938,0.000576,0.013696,0.000352,0.186184,0.000672,0.899651
0.421745,0.017601,0.202568,0.004832,0.047778,0.000576,0.013504,0.000384,0.186312,0.000768,0.904100
0.434833,0.017793,0.202119,0.005089,0.047458,0.000608,0.013568,0.000448,0.194056,0.000800,0.924996
0.417264,0.017633,0.201960,0.004800,0.048386,0.000544,0.013472,0.000416,0.178183,0.000704,0.891906
0.421297,0.017345,0.202888,0.005088,0.047650,0.000608,0.013696,0.000320,0.181959,0.000960,0.900836
0.416336,0.017857,0.221128,0.005249,0.048482,0.000736,0.013600,0.000384,0.181671,0.000800,0.914979
0.416785,0.017856,0.202152,0.005089,0.048386,0.000768,0.013920,0.000416,0.184263,0.000608,0.898595
0.417296,0.017760,0.202216,0.004800,0.048098,0.000736,0.013953,0.000384,0.185639,0.000768,0.901347
0.421905,0.017792,0.202087,0.005089,0.048642,0.000704,0.013568,0.000640,0.177927,0.000576,0.897315
0.422160,0.017697,0.202312,0.004768,0.048514,0.000544,0.013632,0.000384,0.175910,0.000897,0.895171
0.416528,0.017665,0.202792,0.005152,0.050850,0.000768,0.013409,0.000416,0.177767,0.000800,0.894627
0.421009,0.017633,0.202536,0.004832,0.048130,0.000608,0.013600,0.000384,0.179815,0.000608,0.897763
0.417712,0.017601,0.222601,0.005312,0.048130,0.000576,0.013568,0.000416,0.175143,0.000992,0.911459
0.420945,0.017569,0.202183,0.005473,0.047650,0.000608,0.013536,0.000416,0.167239,0.000512,0.884227
0.416816,0.017601,0.202152,0.004800,0.050082,0.000768,0.013536,0.000384,0.173127,0.000960,0.888226
0.424241,0.017920,0.205577,0.004832,0.048002,0.000544,0.013536,0.000384,0.185127,0.000704,0.911012
0.420753,0.017729,0.203048,0.005088,0.048994,0.000800,0.013760,0.000448,0.189192,0.000800,0.909956
0.417072,0.017601,0.204616,0.005056,0.048354,0.000576,0.013505,0.000384,0.179687,0.000672,0.896707
0.421008,0.017761,0.203976,0.004896,0.047938,0.000736,0.013409,0.000384,0.194023,0.000736,0.913123
0.435889,0.017537,0.203048,0.004992,0.047554,0.000736,0.013473,0.000352,0.182087,0.000608,0.915108
0.417232,0.017568,0.202824,0.005056,0.047554,0.000544,0.013537,0.000384,0.186663,0.000736,0.900739
0.416688,0.017793,0.201864,0.004992,0.047938,0.000576,0.013793,0.000352,0.183783,0.000928,0.897347
0.416657,0.017632,0.201992,0.004960,0.049090,0.000576,0.013569,0.000352,0.174439,0.000768,0.888035
0.421457,0.017984,0.202056,0.005185,0.047681,0.000576,0.014272,0.000352,0.182311,0.000544,0.901283
0.421104,0.017697,0.202184,0.005056,0.048194,0.000576,0.013697,0.000352,0.189287,0.000768,0.906531
0.416753,0.017760,0.202152,0.004833,0.048481,0.000545,0.013728,0.000384,0.168999,0.000960,0.883171
0.432817,0.017889,0.202504,0.005312,0.048002,0.000544,0.013504,0.000385,0.184711,0.000640,0.914404
0.417489,0.017984,0.202728,0.005089,0.048033,0.000608,0.013921,0.000448,0.178279,0.000640,0.894211
0.421073,0.017729,0.202152,0.005056,0.048066,0.000736,0.014048,0.000352,0.178695,0.000704,0.896899
0.421393,0.017825,0.202344,0.005088,0.048802,0.000768,0.013760,0.000384,0.198248,0.000800,0.918116
0.421264,0.017825,0.202216,0.005024,0.047970,0.000608,0.013857,0.000544,0.181063,0.000544,0.898691
0.421905,0.017536,0.202536,0.004832,0.048225,0.000576,0.013921,0.000352,0.182695,0.000544,0.901987
0.416881,0.017824,0.201864,0.005056,0.048002,0.000768,0.013697,0.000352,0.180647,0.000576,0.894115
0.433553,0.017665,0.202376,0.004832,0.047778,0.000576,0.013537,0.000384,0.182663,0.000800,0.912996
0.421745,0.017569,0.202792,0.004800,0.048258,0.000736,0.013696,0.000384,0.180488,0.000768,0.899044
0.415856,0.017505,0.202056,0.005152,0.047618,0.000576,0.013568,0.000416,0.181927,0.000544,0.894178
0.418129,0.017568,0.202312,0.005313,0.047937,0.000608,0.013728,0.000352,0.198440,0.000704,0.914116
0.417584,0.017601,0.202344,0.005024,0.048482,0.000544,0.013505,0.000448,0.178887,0.000640,0.894147
0.421041,0.017504,0.202536,0.004833,0.048482,0.000576,0.013600,0.000384,0.179079,0.000800,0.896867
0.416848,0.017697,0.202088,0.005088,0.047970,0.000576,0.013441,0.000352,0.180167,0.000768,0.893827
0.439665,0.017729,0.202824,0.004768,0.048930,0.000768,0.013568,0.000352,0.173767,0.000800,0.911427
0.421073,0.017505,0.202216,0.004832,0.048130,0.000576,0.013696,0.000416,0.181544,0.000800,0.899972
0.416721,0.017537,0.202087,0.004833,0.047874,0.000768,0.013536,0.000352,0.180999,0.000672,0.893731
0.416944,0.017825,0.202376,0.005056,0.048258,0.000768,0.013761,0.000352,0.197255,0.000833,0.913028
0.420880,0.017569,0.202664,0.005056,0.048962,0.000576,0.013505,0.000384,0.181319,0.000768,0.899907
0.420528,0.017761,0.202632,0.005088,0.048162,0.000800,0.014113,0.000384,0.180583,0.000672,0.900547
0.418704,0.017633,0.202312,0.005056,0.047682,0.000704,0.013505,0.000384,0.186087,0.000640,0.901635
0.439953,0.017601,0.202664,0.004832,0.048802,0.000576,0.013504,0.000416,0.175751,0.001024,0.914115
0.417777,0.017920,0.202920,0.005089,0.048257,0.000768,0.013696,0.000384,0.182631,0.000576,0.897571
0.421553,0.017664,0.202248,0.005249,0.048705,0.000768,0.013568,0.000384,0.182951,0.001056,0.903171
0.417424,0.017601,0.219849,0.005216,0.048706,0.000832,0.014048,0.000416,0.178823,0.000545,0.911364
0.422769,0.017697,0.205544,0.005056,0.048194,0.000704,0.013536,0.000384,0.196328,0.000672,0.920196
0.417648,0.017537,0.203720,0.004896,0.047842,0.000576,0.013473,0.000384,0.185351,0.000640,0.900675
0.417393,0.017824,0.203592,0.004865,0.047810,0.000800,0.013536,0.000384,0.177223,0.000640,0.892355
0.417137,0.017856,0.203304,0.004833,0.048225,0.000576,0.013760,0.000448,0.172423,0.000704,0.887939
0.417489,0.017600,0.202888,0.005057,0.048577,0.000609,0.013472,0.000416,0.181127,0.000704,0.895619
0.416688,0.017697,0.202472,0.005056,0.048642,0.000800,0.013633,0.000384,0.181191,0.001088,0.896003
0.415921,0.017760,0.220201,0.005248,0.048450,0.000512,0.013409,0.000352,0.185095,0.000576,0.915588
