Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-8],Layer[9],Layer[10],classifier
0.416176,0.017569,0.202184,0.004800,0.266346,0.001344,0.000320,0.916131
0.415984,0.017793,0.202376,0.004928,0.247082,0.001440,0.000416,0.897443
0.416784,0.017601,0.202408,0.004864,0.302348,0.001536,0.000416,0.955557
0.417552,0.017761,0.201768,0.004832,0.294379,0.001408,0.000737,0.945509
0.416560,0.017665,0.202184,0.004768,0.256010,0.001440,0.000384,0.905347
0.416304,0.017857,0.202216,0.005216,0.253450,0.001312,0.000384,0.903459
0.433841,0.017441,0.202696,0.005120,0.264074,0.001440,0.000384,0.932037
0.417296,0.017696,0.201864,0.005280,0.261963,0.001440,0.000416,0.913092
0.416305,0.017504,0.201896,0.004897,0.256682,0.001376,0.000320,0.905732
0.415536,0.017665,0.202888,0.004800,0.279531,0.001408,0.000384,0.929028
0.416752,0.017665,0.202088,0.004832,0.256170,0.001280,0.000352,0.905379
0.415952,0.017472,0.201832,0.005216,0.255018,0.001312,0.000352,0.904580
0.417328,0.017761,0.203272,0.004864,0.270538,0.001536,0.000672,0.925253
0.430577,0.017537,0.203240,0.004800,0.248330,0.001344,0.000352,0.913188
0.416528,0.017569,0.202536,0.004832,0.244554,0.001248,0.000416,0.893987
0.415984,0.017441,0.201928,0.005280,0.295531,0.001216,0.000480,0.943844
0.416048,0.017345,0.202152,0.004832,0.282891,0.001344,0.000352,0.930436
0.416272,0.017409,0.201960,0.004768,0.228937,0.001248,0.000352,0.876930
0.415472,0.017665,0.202280,0.004768,0.261162,0.001344,0.000352,0.909507
0.415793,0.017664,0.202216,0.004865,0.256234,0.001312,0.000416,0.906948
0.433329,0.017473,0.202568,0.004800,0.235689,0.001280,0.000320,0.902787
0.415696,0.017665,0.202216,0.004864,0.238345,0.001504,0.000416,0.888611
0.416944,0.017537,0.202792,0.004864,0.251370,0.001472,0.000480,0.904003
0.416336,0.018016,0.202312,0.005216,0.269579,0.001472,0.000384,0.920804
0.416177,0.017632,0.201800,0.004832,0.252650,0.001248,0.000353,0.901764
0.416208,0.017793,0.201800,0.004992,0.249866,0.001280,0.000384,0.899235
0.415920,0.017697,0.201800,0.004864,0.247690,0.001312,0.000384,0.896483
0.434961,0.017665,0.202344,0.004960,0.238505,0.001248,0.000352,0.906563
0.417201,0.017889,0.202824,0.004800,0.248810,0.001408,0.000384,0.900196
0.416113,0.017696,0.201736,0.004768,0.242634,0.001344,0.000352,0.891523
0.415664,0.017665,0.202184,0.004800,0.269099,0.001472,0.000384,0.918500
0.416112,0.017505,0.201928,0.004832,0.254986,0.001408,0.000384,0.904387
0.415824,0.017825,0.201768,0.004800,0.263882,0.001536,0.000416,0.914436
0.416304,0.017889,0.201768,0.004832,0.264779,0.001280,0.000416,0.914564
0.430801,0.017888,0.202024,0.004801,0.258922,0.001248,0.000352,0.922884
0.416464,0.017921,0.202248,0.004832,0.238153,0.001376,0.000384,0.888290
0.415408,0.017793,0.201736,0.004832,0.258410,0.001280,0.000416,0.906500
0.415857,0.017792,0.201832,0.004896,0.280747,0.001281,0.000384,0.929093
0.415665,0.017408,0.201640,0.004800,0.249258,0.001248,0.000384,0.896963
0.416817,0.017984,0.201864,0.004833,0.253482,0.001280,0.000416,0.905540
0.417168,0.017857,0.202248,0.004864,0.254474,0.001216,0.000352,0.904515
0.430321,0.017825,0.201992,0.004864,0.258570,0.001537,0.000640,0.926501
0.416848,0.017697,0.202312,0.004832,0.246058,0.001600,0.000704,0.898691
0.416113,0.018016,0.202248,0.004864,0.264330,0.001408,0.000384,0.914788
0.416913,0.017761,0.202503,0.004800,0.290571,0.001216,0.000384,0.942085
0.415953,0.017728,0.203208,0.005025,0.264010,0.001312,0.000416,0.915300
0.415953,0.017472,0.201960,0.005024,0.264523,0.001280,0.000576,0.913860
0.416497,0.017696,0.202536,0.005024,0.256138,0.001376,0.000416,0.907236
0.434161,0.017665,0.202056,0.005056,0.245386,0.001248,0.000384,0.913412
0.415664,0.017697,0.201896,0.004832,0.264426,0.001312,0.000384,0.913379
0.415280,0.017665,0.202248,0.005024,0.262090,0.001376,0.000384,0.911235
0.417169,0.017633,0.220968,0.005441,0.268522,0.001344,0.000608,0.939813
0.418288,0.017793,0.204584,0.004896,0.269771,0.001504,0.000448,0.926148
0.417232,0.017537,0.203368,0.004896,0.247242,0.001504,0.000384,0.900323
0.416656,0.017857,0.202664,0.004896,0.263178,0.001344,0.000416,0.914212
0.416560,0.017281,0.202184,0.004864,0.261706,0.001248,0.000352,0.911523
0.416944,0.017569,0.202088,0.004832,0.250858,0.001376,0.000352,0.900771
0.416624,0.017761,0.202728,0.005280,0.264202,0.001472,0.000384,0.917764
0.434833,0.017569,0.202632,0.005088,0.238729,0.001440,0.000352,0.908355
0.416656,0.017729,0.202088,0.004832,0.263018,0.001632,0.000352,0.914339
0.417040,0.017601,0.202056,0.004800,0.253834,0.001312,0.000352,0.904099
0.417200,0.017825,0.202792,0.005024,0.256714,0.001408,0.000384,0.909411
0.417265,0.017953,0.203015,0.004993,0.267978,0.001600,0.000448,0.922116
0.416368,0.017473,0.202600,0.004832,0.264139,0.001376,0.000384,0.915332
0.416977,0.017984,0.202184,0.004768,0.253258,0.001345,0.000352,0.904868
0.433937,0.017696,0.202664,0.005089,0.262986,0.001312,0.000384,0.931140
0.416240,0.017761,0.202728,0.004864,0.261162,0.001344,0.000352,0.911939
0.416272,0.017601,0.202504,0.004832,0.263626,0.001504,0.000576,0.915107
0.416080,0.017601,0.202120,0.004832,0.289035,0.001376,0.000352,0.939236
0.415760,0.017664,0.203560,0.004800,0.263563,0.001376,0.000384,0.914948
0.416176,0.017473,0.202280,0.005024,0.261194,0.001504,0.000576,0.910819
0.416752,0.017729,0.202728,0.004832,0.267659,0.001536,0.000352,0.921188
0.433297,0.017600,0.202728,0.004864,0.262795,0.001568,0.000448,0.932613
0.417105,0.017633,0.203336,0.004992,0.264810,0.001536,0.000416,0.917860
0.416848,0.017697,0.202408,0.005248,0.260938,0.001408,0.000672,0.913284
0.416176,0.017473,0.218473,0.005184,0.255914,0.001440,0.000608,0.923492
0.416432,0.017697,0.202216,0.005024,0.260554,0.001313,0.000384,0.911140
0.416240,0.017729,0.202440,0.004832,0.263754,0.001280,0.000352,0.914340
0.416464,0.017441,0.202216,0.004864,0.257674,0.001312,0.000608,0.907107
0.432017,0.017473,0.202408,0.004768,0.264266,0.001504,0.000416,0.931364
0.416368,0.017473,0.202024,0.004864,0.245450,0.001280,0.000608,0.895011
0.417520,0.017601,0.203240,0.004864,0.274443,0.001472,0.000480,0.928964
0.416496,0.017697,0.216840,0.005376,0.260458,0.001312,0.000320,0.926084
0.416528,0.017697,0.202472,0.004832,0.235657,0.001408,0.000576,0.886274
0.417040,0.020928,0.201704,0.004864,0.247754,0.001408,0.000352,0.900739
0.416464,0.017665,0.202088,0.004864,0.229129,0.001408,0.000256,0.878786
0.428528,0.018081,0.201960,0.004864,0.233513,0.001409,0.000384,0.895619
0.416784,0.017729,0.203112,0.004800,0.246954,0.001248,0.000256,0.897891
0.415857,0.017664,0.202056,0.005185,0.237033,0.001440,0.000320,0.885859
0.415761,0.018048,0.202248,0.004864,0.253642,0.001473,0.000384,0.903108
0.416336,0.017473,0.201992,0.004832,0.236521,0.001312,0.000416,0.885635
0.417552,0.017601,0.202504,0.005056,0.266443,0.001440,0.000704,0.920612
0.417008,0.017505,0.201832,0.005216,0.255242,0.001280,0.000480,0.905860
0.425745,0.017696,0.204008,0.004833,0.258026,0.001408,0.000576,0.919012
0.415888,0.017345,0.202600,0.005056,0.266314,0.001248,0.000352,0.914947
0.416240,0.017409,0.202856,0.004832,0.226889,0.001344,0.000256,0.875842
0.416016,0.017537,0.202952,0.004800,0.287371,0.001440,0.000416,0.936804
0.417073,0.017345,0.202376,0.004800,0.228745,0.001280,0.000352,0.878371
0.415888,0.017409,0.202184,0.004768,0.239754,0.001312,0.000384,0.887715
0.416497,0.017696,0.202312,0.004833,0.255722,0.001344,0.000320,0.905572
0.427793,0.017761,0.202088,0.004800,0.262282,0.001120,0.000384,0.922916
0.416720,0.017632,0.202696,0.004865,0.266474,0.001408,0.000448,0.919716
0.417296,0.017537,0.202600,0.005184,0.258634,0.001312,0.000352,0.910947
0.416529,0.017504,0.202439,0.005249,0.278027,0.001440,0.000352,0.928549
0.416785,0.017568,0.202024,0.004865,0.249417,0.001344,0.000352,0.898947
0.416528,0.017537,0.202408,0.004832,0.278443,0.001312,0.000384,0.928004
0.415824,0.017697,0.202216,0.005184,0.268939,0.001312,0.000576,0.918500
0.431504,0.017697,0.202504,0.004832,0.229353,0.001216,0.000320,0.893218
0.416080,0.017889,0.202920,0.004832,0.239498,0.001152,0.000352,0.889155
0.416880,0.017665,0.202952,0.004768,0.250474,0.001440,0.000320,0.900931
0.416368,0.017729,0.202088,0.005024,0.263723,0.001408,0.000512,0.914884
0.416177,0.018241,0.202152,0.005024,0.254826,0.001504,0.000448,0.907588
0.417776,0.017921,0.202696,0.005056,0.242122,0.001408,0.000352,0.895043
0.416400,0.017760,0.202120,0.004832,0.258378,0.001344,0.000352,0.908260
0.430321,0.017792,0.202535,0.004769,0.245065,0.001376,0.000384,0.908643
0.416208,0.017761,0.202792,0.005024,0.259978,0.001184,0.000352,0.909571
0.415824,0.017281,0.202280,0.004800,0.294283,0.001249,0.000384,0.941893
0.416240,0.017313,0.203496,0.005120,0.274763,0.001280,0.000288,0.924484
0.416144,0.017473,0.201992,0.004896,0.273227,0.001344,0.000320,0.921764
0.415121,0.017312,0.202344,0.004864,0.262378,0.001280,0.000320,0.910404
0.416176,0.017344,0.202248,0.004832,0.227401,0.001376,0.000352,0.876098
0.417969,0.017697,0.224776,0.005216,0.258378,0.001440,0.000576,0.936229
0.417520,0.017377,0.203464,0.004896,0.246314,0.001376,0.000576,0.898659
0.416177,0.017664,0.202280,0.004897,0.243625,0.001344,0.000416,0.893731
0.416336,0.017217,0.202472,0.004800,0.233289,0.001312,0.000608,0.882146
0.416112,0.017761,0.202024,0.004864,0.272491,0.001248,0.000256,0.921220
0.416017,0.017665,0.202535,0.004833,0.239273,0.001280,0.000384,0.888323
0.416656,0.017729,0.202248,0.005120,0.266378,0.001312,0.000352,0.917188
0.416816,0.017697,0.241481,0.005632,0.246729,0.001345,0.000352,0.937829
0.416465,0.017473,0.202503,0.004801,0.256426,0.001344,0.000288,0.906244
0.416433,0.017825,0.202311,0.004865,0.222472,0.001377,0.000352,0.873219
0.417744,0.017601,0.202984,0.004896,0.257962,0.001568,0.000416,0.912611
0.417744,0.017825,0.202088,0.004832,0.254378,0.001504,0.000384,0.906851
0.416241,0.017953,0.202279,0.004897,0.264938,0.001408,0.000384,0.916196
0.417104,0.017921,0.201800,0.004832,0.266987,0.001536,0.000352,0.918660
0.434385,0.017505,0.203272,0.004832,0.254634,0.001536,0.000320,0.924484
0.416945,0.017729,0.202888,0.005056,0.264554,0.001440,0.000384,0.916580
0.416112,0.017665,0.202536,0.004800,0.266411,0.001696,0.000384,0.917860
0.415920,0.017633,0.202280,0.005056,0.293100,0.001440,0.000384,0.943749
0.416912,0.017697,0.202312,0.005024,0.249450,0.001504,0.000320,0.901379
0.416209,0.017760,0.202184,0.004865,0.257258,0.001504,0.000384,0.908356
0.416241,0.017729,0.202344,0.005280,0.259850,0.001536,0.000448,0.912228
0.434961,0.017409,0.202600,0.004800,0.244042,0.001568,0.000320,0.913892
0.416113,0.017569,0.202375,0.004832,0.257898,0.001472,0.000384,0.908484
0.416304,0.017793,0.202088,0.005248,0.249386,0.001600,0.000384,0.901091
0.416625,0.017632,0.201896,0.004896,0.271979,0.001472,0.000384,0.922596
0.419312,0.017728,0.208392,0.004865,0.242409,0.001440,0.000352,0.902563
0.417808,0.017601,0.201736,0.004832,0.258058,0.001504,0.000320,0.909507
0.416752,0.018209,0.202152,0.005024,0.259562,0.001472,0.000384,0.911716
0.433329,0.017633,0.202664,0.005088,0.251626,0.001600,0.000608,0.920452
0.417584,0.017729,0.202472,0.005056,0.266315,0.001408,0.000640,0.920292
0.416560,0.017729,0.202504,0.004768,0.256970,0.001664,0.000608,0.909859
0.416368,0.018049,0.221865,0.005312,0.257930,0.001600,0.000384,0.930212
0.417424,0.018145,0.202536,0.005088,0.250922,0.001472,0.000608,0.903779
0.416881,0.017825,0.201863,0.005057,0.242025,0.001408,0.000384,0.892675
0.416304,0.017600,0.201864,0.004832,0.251786,0.001632,0.000416,0.902275
0.416017,0.017984,0.202088,0.004800,0.252425,0.001473,0.000352,0.903268
0.418192,0.018177,0.203016,0.004800,0.309772,0.003104,0.000544,0.968261
0.418641,0.018433,0.203784,0.005376,0.264970,0.002497,0.000704,0.923909
0.441425,0.018177,0.207304,0.005056,0.315949,0.003040,0.000448,1.005607
0.419920,0.017601,0.203432,0.005152,0.255818,0.001952,0.000320,0.912931
0.415952,0.017600,0.202952,0.005184,0.259339,0.001664,0.000416,0.912196
0.416784,0.017793,0.221128,0.005313,0.270858,0.001408,0.000384,0.940741
0.416336,0.017697,0.202504,0.004832,0.262795,0.001312,0.000384,0.913316
0.416817,0.017632,0.202600,0.004832,0.263147,0.001408,0.000320,0.914404
0.415792,0.017633,0.202376,0.004832,0.267306,0.001344,0.000352,0.917027
0.416081,0.017504,0.201992,0.005025,0.257418,0.001216,0.000416,0.907332
0.416368,0.017569,0.202376,0.005088,0.259306,0.001184,0.000352,0.909252
0.416528,0.017313,0.202664,0.004800,0.260650,0.001312,0.000352,0.910275
0.433073,0.017632,0.202696,0.005089,0.252330,0.001376,0.000384,0.920388
0.416720,0.017633,0.203080,0.004864,0.251818,0.001536,0.000384,0.903907
0.416464,0.017473,0.202568,0.005024,0.254858,0.001536,0.000416,0.906468
0.415985,0.017664,0.202088,0.005025,0.274090,0.001440,0.000384,0.923652
0.416497,0.017409,0.202695,0.004800,0.270826,0.001408,0.000384,0.921605
0.415984,0.017505,0.202152,0.004864,0.236777,0.001344,0.000320,0.886402
0.416432,0.017473,0.202376,0.004864,0.246090,0.001440,0.000352,0.896547
0.435185,0.017537,0.202248,0.004864,0.274475,0.001376,0.000384,0.943813
0.416752,0.017665,0.202024,0.004896,0.243242,0.001504,0.000384,0.894371
0.416528,0.017633,0.202568,0.004960,0.239593,0.001440,0.000352,0.890242
0.416560,0.017857,0.201992,0.005088,0.258986,0.001344,0.000384,0.909411
0.437233,0.017665,0.210056,0.005024,0.249546,0.001408,0.000416,0.930372
0.416209,0.017952,0.202344,0.005025,0.253098,0.001504,0.000352,0.903844
0.416400,0.017504,0.202184,0.004992,0.251594,0.001408,0.000352,0.900963
0.433009,0.017505,0.202408,0.005088,0.265386,0.001312,0.000384,0.933156
0.416785,0.017441,0.202248,0.004832,0.259658,0.001376,0.000352,0.909060
0.416432,0.017921,0.202184,0.004896,0.261514,0.001344,0.000416,0.912484
0.416016,0.017729,0.201960,0.004864,0.278571,0.001056,0.000576,0.928100
0.416432,0.017504,0.202408,0.004832,0.248362,0.001376,0.000640,0.898531
0.416432,0.017505,0.202280,0.004832,0.260874,0.001376,0.000416,0.911267
0.416368,0.017953,0.202312,0.004864,0.260554,0.001536,0.000608,0.911876
0.437649,0.017793,0.202312,0.004864,0.270090,0.001344,0.000416,0.943173
0.416752,0.017921,0.202280,0.004992,0.261930,0.001376,0.000640,0.913028
0.417265,0.017664,0.202376,0.005089,0.253386,0.001664,0.000608,0.905796
0.416657,0.017664,0.219273,0.004992,0.265163,0.001312,0.000352,0.933893
0.416208,0.017921,0.202440,0.004832,0.264970,0.001312,0.000417,0.915780
0.416496,0.017921,0.202600,0.005312,0.264011,0.001344,0.000352,0.915908
0.417328,0.017952,0.202216,0.004832,0.252202,0.001248,0.000352,0.903267
0.415537,0.017760,0.202344,0.004833,0.249577,0.001440,0.000416,0.899652
0.415857,0.017505,0.202504,0.004896,0.257578,0.001440,0.000384,0.907364
0.416496,0.017760,0.201672,0.004864,0.257483,0.001248,0.000352,0.907076
0.417328,0.017569,0.219465,0.005568,0.264042,0.001408,0.000384,0.934308
0.415568,0.017633,0.202088,0.004736,0.258730,0.001344,0.000320,0.907491
0.415536,0.017440,0.201928,0.005056,0.247082,0.001312,0.000384,0.894979
0.416016,0.017281,0.201928,0.005024,0.255978,0.001344,0.000384,0.904707
0.415953,0.017377,0.202023,0.004801,0.254762,0.001280,0.000352,0.902308
0.415312,0.017505,0.202536,0.004832,0.260586,0.001312,0.000384,0.909059
0.415441,0.017536,0.201992,0.004769,0.253738,0.001248,0.000352,0.901156
0.416240,0.017377,0.239689,0.005376,0.289260,0.001376,0.000352,0.976582
0.415664,0.017249,0.201928,0.004832,0.252426,0.001280,0.000384,0.900131
0.415632,0.017441,0.201896,0.004768,0.236297,0.001376,0.000384,0.884195
0.417840,0.017633,0.202472,0.004832,0.263818,0.001440,0.000608,0.918212
0.415888,0.017569,0.201960,0.004864,0.252426,0.001376,0.000384,0.902627
0.415856,0.017313,0.202024,0.005088,0.241577,0.001280,0.000352,0.890755
0.417360,0.017473,0.201992,0.004832,0.262251,0.001312,0.000608,0.913796
0.416432,0.034434,0.202664,0.005152,0.249194,0.001344,0.000640,0.917924
0.415728,0.018337,0.201800,0.004800,0.247274,0.001312,0.000672,0.897187
0.415760,0.017665,0.202152,0.004832,0.256138,0.001312,0.000576,0.904515
0.416368,0.017857,0.202024,0.004896,0.237833,0.001664,0.000384,0.888451
0.415729,0.017696,0.201832,0.004801,0.240777,0.001280,0.000608,0.889571
0.416753,0.017472,0.202184,0.004833,0.240393,0.001408,0.000608,0.889667
0.415889,0.017569,0.201928,0.005440,0.249194,0.001376,0.000608,0.900580
0.416624,0.017408,0.218569,0.005440,0.243402,0.001280,0.000672,0.911556
0.415760,0.017345,0.201767,0.004865,0.240329,0.001184,0.000608,0.888483
0.414992,0.017377,0.202024,0.004832,0.258954,0.001248,0.000576,0.906532
0.415216,0.017248,0.201992,0.004992,0.243626,0.001216,0.000352,0.891171
0.415889,0.017633,0.202023,0.004801,0.243657,0.001216,0.000384,0.892195
0.415728,0.017249,0.201768,0.004768,0.242377,0.001056,0.000352,0.889795
0.415920,0.017409,0.201992,0.004864,0.252298,0.001056,0.000352,0.899747
0.415888,0.017504,0.224553,0.005280,0.258954,0.001505,0.000384,0.931525
0.416273,0.017601,0.202023,0.004928,0.261130,0.001408,0.000640,0.912068
0.416977,0.017696,0.202184,0.004832,0.264555,0.001344,0.000416,0.915364
0.416112,0.017632,0.202280,0.004896,0.254890,0.001248,0.000352,0.904132
0.416272,0.017793,0.202248,0.004896,0.258186,0.001152,0.000352,0.907396
0.415281,0.017728,0.201992,0.004832,0.243914,0.001280,0.000384,0.892291
0.415728,0.017472,0.201992,0.004832,0.255498,0.001345,0.000352,0.903524
0.416081,0.018176,0.220937,0.005216,0.252074,0.001312,0.000384,0.921092
0.416304,0.017729,0.201896,0.004800,0.252010,0.001120,0.000352,0.900611
0.415312,0.017729,0.201832,0.004832,0.254282,0.001120,0.000384,0.902083
0.415344,0.017761,0.202248,0.004864,0.259178,0.001248,0.000352,0.908004
0.417040,0.017760,0.201992,0.004864,0.253866,0.001376,0.000416,0.906500
0.415792,0.017697,0.201896,0.005312,0.250282,0.001216,0.000352,0.900804
0.415888,0.017921,0.202376,0.004864,0.244297,0.001345,0.000608,0.894659
0.415377,0.017249,0.220968,0.005184,0.253866,0.001216,0.000545,0.921605
0.415825,0.017377,0.201959,0.004833,0.249961,0.001376,0.000384,0.898724
0.415568,0.017601,0.201928,0.004800,0.254154,0.001312,0.000640,0.902371
0.416017,0.017601,0.201927,0.004833,0.255274,0.001248,0.000384,0.903972
0.417200,0.017601,0.202184,0.004896,0.240618,0.001280,0.000384,0.890851
0.416080,0.017665,0.202024,0.004832,0.238793,0.001280,0.000384,0.887747
0.416049,0.017536,0.201991,0.004833,0.258442,0.001312,0.000384,0.907236
0.438609,0.017472,0.203240,0.004928,0.253066,0.001504,0.000576,0.926500
0.416080,0.017441,0.202344,0.004864,0.237994,0.001280,0.000608,0.887811
0.415473,0.017472,0.201928,0.004768,0.225193,0.001344,0.000576,0.873570
0.415920,0.017633,0.201928,0.004800,0.265706,0.001216,0.000352,0.913699
0.416464,0.017313,0.201671,0.004769,0.223816,0.001152,0.000288,0.871074
0.415920,0.017601,0.201736,0.004832,0.217256,0.001120,0.000576,0.864705
0.415568,0.017633,0.201800,0.004864,0.234057,0.001152,0.000384,0.880707
0.415537,0.017408,0.201768,0.004864,0.258763,0.001120,0.000352,0.905252
0.416592,0.017793,0.202056,0.004832,0.226889,0.001312,0.000352,0.875682
0.415760,0.017697,0.201928,0.004768,0.236489,0.001248,0.000256,0.883810
0.416913,0.017633,0.202376,0.004800,0.260778,0.001376,0.000384,0.912228
0.438321,0.017921,0.203560,0.004864,0.252810,0.001472,0.000352,0.928068
0.417552,0.017889,0.202088,0.004800,0.222793,0.001184,0.000384,0.873890
0.416177,0.017536,0.202088,0.004801,0.219656,0.001216,0.000448,0.868610
0.416721,0.017857,0.202216,0.004896,0.227433,0.001216,0.000352,0.877379
0.416816,0.017665,0.201800,0.004768,0.216616,0.001248,0.000384,0.865858
0.417040,0.017665,0.202600,0.004768,0.218505,0.001248,0.000384,0.868162
0.415824,0.017281,0.201704,0.004960,0.257834,0.001344,0.000384,0.905827
0.415888,0.017472,0.230889,0.004993,0.264010,0.001344,0.000352,0.941893
0.416720,0.017761,0.201960,0.004864,0.252522,0.001376,0.000384,0.903715
0.416625,0.017601,0.202120,0.004928,0.228681,0.001344,0.000416,0.880355
0.415984,0.017569,0.202152,0.005248,0.240745,0.001312,0.000448,0.890723
0.416145,0.017952,0.201960,0.004800,0.259627,0.001248,0.000352,0.907844
0.416496,0.017601,0.202152,0.005152,0.264266,0.001184,0.000352,0.913123
0.415729,0.017536,0.201864,0.004832,0.221289,0.001152,0.000384,0.869378
0.417137,0.017824,0.215496,0.004992,0.244330,0.001120,0.000352,0.907620
0.415440,0.017601,0.201704,0.004800,0.232969,0.001344,0.000416,0.880066
0.416017,0.017504,0.202120,0.004961,0.228201,0.001248,0.000352,0.875843
0.415824,0.017441,0.201768,0.004800,0.228329,0.001376,0.000384,0.875746
0.429489,0.017665,0.202440,0.004832,0.238697,0.001280,0.000608,0.901444
0.416720,0.017409,0.202344,0.004832,0.238857,0.001440,0.000352,0.889026
0.416560,0.017440,0.202312,0.004800,0.241386,0.001184,0.000416,0.891875
0.415857,0.017632,0.202280,0.004800,0.212425,0.001280,0.000288,0.860610
0.415889,0.017440,0.202344,0.004801,0.227368,0.001185,0.000384,0.875043
0.416657,0.017505,0.202023,0.004801,0.253418,0.001120,0.000288,0.901284
0.417904,0.017633,0.201512,0.005184,0.260746,0.001120,0.000352,0.910467
0.417008,0.017504,0.213353,0.005024,0.212264,0.001184,0.000352,0.872418
0.416305,0.017472,0.202024,0.004832,0.232233,0.001280,0.000384,0.880227
0.416048,0.018369,0.202504,0.004960,0.215336,0.001249,0.000320,0.865154
0.415216,0.017505,0.201896,0.004768,0.223657,0.001216,0.000352,0.869922
0.426417,0.017504,0.202280,0.004769,0.237033,0.001216,0.000416,0.897699
0.416816,0.017505,0.202376,0.005056,0.238089,0.001312,0.000384,0.888418
0.416464,0.017537,0.202152,0.005312,0.225193,0.001408,0.000320,0.874146
0.416048,0.017505,0.201928,0.004864,0.242185,0.001408,0.000288,0.891010
0.417265,0.017600,0.202440,0.004897,0.251305,0.001600,0.000417,0.902436
0.416465,0.017824,0.203080,0.004864,0.253417,0.001505,0.000352,0.905028
0.416464,0.017569,0.201768,0.004896,0.239562,0.001184,0.000448,0.888003
0.444721,0.017632,0.202088,0.004768,0.265227,0.001184,0.000416,0.942725
0.416080,0.017729,0.202120,0.004768,0.272395,0.001472,0.000448,0.922724
0.418256,0.017504,0.202408,0.004896,0.281963,0.001472,0.000352,0.937317
0.416497,0.017857,0.202471,0.004865,0.282283,0.001504,0.000640,0.935109
0.416304,0.017729,0.202248,0.004896,0.261098,0.001504,0.000384,0.911459
0.416721,0.017504,0.202312,0.004801,0.257994,0.001312,0.000320,0.908036
0.416272,0.017825,0.202184,0.004832,0.245609,0.001280,0.000352,0.894691
0.432849,0.017729,0.203816,0.004992,0.243498,0.001344,0.000384,0.910532
0.415600,0.017889,0.201832,0.004864,0.259274,0.001344,0.000352,0.906787
0.415825,0.017952,0.202216,0.004832,0.276682,0.001184,0.000320,0.925349
0.416336,0.017665,0.202024,0.004864,0.285579,0.001408,0.000384,0.934756
0.417489,0.017632,0.201640,0.004769,0.251305,0.001409,0.000352,0.901796
0.415824,0.017729,0.201992,0.005024,0.257066,0.001216,0.000352,0.906147
0.417616,0.017729,0.202120,0.004832,0.243658,0.001472,0.000352,0.896259
