Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416176,0.017793,0.202152,0.005312,0.047298,0.000736,0.197640,0.000608,0.001888,0.001120,0.000384,0.898979
0.416433,0.017505,0.202760,0.005248,0.047618,0.000800,0.195815,0.000672,0.002401,0.001216,0.000576,0.899268
0.416624,0.017505,0.202184,0.005280,0.047618,0.000704,0.194887,0.000576,0.001953,0.001184,0.000576,0.897315
0.416272,0.017505,0.202184,0.005280,0.048226,0.000800,0.208136,0.000960,0.001857,0.001120,0.000608,0.911172
0.417712,0.017441,0.221385,0.005408,0.048098,0.000832,0.189351,0.000928,0.001952,0.001216,0.000609,0.913700
0.415409,0.017664,0.202152,0.005152,0.047938,0.000800,0.186472,0.000512,0.001824,0.001088,0.000384,0.887011
0.416208,0.017505,0.202312,0.005248,0.047682,0.000832,0.191271,0.000608,0.001857,0.001184,0.000608,0.893635
0.415856,0.017505,0.202376,0.005280,0.048418,0.001024,0.183207,0.000512,0.001984,0.001216,0.000608,0.886210
0.415248,0.017665,0.202280,0.005184,0.047746,0.000800,0.190695,0.000832,0.002080,0.001216,0.000384,0.893826
0.415793,0.017696,0.202280,0.005313,0.048514,0.000768,0.193639,0.000736,0.002112,0.001248,0.000384,0.896451
0.416592,0.017537,0.202856,0.005248,0.047874,0.000800,0.198248,0.000992,0.002048,0.001248,0.000448,0.902435
0.417584,0.017569,0.220777,0.005408,0.047842,0.000832,0.194567,0.000992,0.001952,0.001248,0.000576,0.917796
0.416304,0.017473,0.202056,0.005280,0.047650,0.000768,0.195719,0.001056,0.002049,0.001344,0.000576,0.899044
0.416177,0.017696,0.202056,0.005376,0.048033,0.000768,0.195528,0.000960,0.002080,0.001120,0.000320,0.899267
0.416624,0.018209,0.201736,0.005184,0.048258,0.000800,0.194695,0.000576,0.001953,0.001120,0.000384,0.899012
0.417809,0.017504,0.202184,0.005249,0.047425,0.000768,0.186919,0.000576,0.002016,0.001216,0.000576,0.890211
0.416944,0.017857,0.202408,0.005312,0.047714,0.000736,0.184135,0.000576,0.002080,0.001184,0.000608,0.887747
0.416848,0.017697,0.201896,0.005312,0.048962,0.001056,0.194184,0.000576,0.001824,0.001216,0.000608,0.898115
0.430353,0.017632,0.202568,0.005281,0.047905,0.000801,0.200103,0.000672,0.002273,0.001088,0.000640,0.919012
0.417105,0.017537,0.202216,0.005280,0.047490,0.000992,0.191367,0.000864,0.002016,0.001152,0.000672,0.894595
0.415440,0.017505,0.202504,0.005280,0.047458,0.000736,0.184935,0.000992,0.001952,0.001248,0.000416,0.887778
0.416240,0.017697,0.202120,0.005312,0.048226,0.000800,0.188839,0.000928,0.002113,0.001184,0.000672,0.891971
0.416848,0.017697,0.203176,0.005088,0.047778,0.000832,0.192392,0.000640,0.001888,0.001216,0.000672,0.896547
0.416944,0.017505,0.204072,0.005056,0.048482,0.001088,0.221001,0.000960,0.003488,0.001504,0.000352,0.932996
0.415792,0.017505,0.202664,0.005056,0.047746,0.000800,0.192103,0.000928,0.002528,0.001345,0.000352,0.895139
0.434225,0.017729,0.202119,0.005281,0.047810,0.000608,0.190663,0.001056,0.002496,0.001184,0.000576,0.911779
0.417489,0.017632,0.202759,0.005281,0.048738,0.000800,0.182375,0.000512,0.002112,0.001312,0.000608,0.887459
0.415760,0.017633,0.201960,0.005120,0.047618,0.000832,0.188487,0.000544,0.002049,0.001120,0.000576,0.889315
0.416560,0.017761,0.202184,0.005280,0.048066,0.000736,0.209736,0.000672,0.002176,0.001312,0.000416,0.913571
0.415824,0.017760,0.202088,0.005120,0.048322,0.000800,0.189672,0.000736,0.001888,0.001248,0.000384,0.891907
0.415793,0.017504,0.202408,0.005312,0.048354,0.000800,0.184744,0.000768,0.001856,0.001088,0.000384,0.887043
0.416561,0.017632,0.202984,0.005313,0.047617,0.000832,0.184807,0.000640,0.002080,0.001088,0.000352,0.888099
0.434001,0.017761,0.202568,0.005120,0.047970,0.000864,0.187847,0.001120,0.002017,0.001216,0.000576,0.909732
0.417233,0.017601,0.202631,0.005280,0.047682,0.000800,0.192647,0.000736,0.002144,0.001152,0.000641,0.897220
0.417073,0.017473,0.202855,0.005088,0.047426,0.000608,0.191719,0.000768,0.001920,0.001184,0.000608,0.895555
0.416976,0.017697,0.221353,0.005248,0.047586,0.000864,0.187751,0.000768,0.001984,0.001153,0.000608,0.910692
0.417425,0.017728,0.203208,0.005057,0.047457,0.000769,0.190599,0.000736,0.001856,0.001152,0.000576,0.894499
0.416336,0.017760,0.202280,0.005056,0.047394,0.000768,0.192904,0.000608,0.002112,0.001088,0.000576,0.894659
0.416368,0.017505,0.202408,0.005312,0.047522,0.001024,0.199816,0.000640,0.002048,0.001184,0.000448,0.902819
0.433041,0.017536,0.201992,0.005312,0.047713,0.000768,0.187976,0.000992,0.002016,0.001184,0.000384,0.907139
0.418320,0.017825,0.205192,0.005376,0.048162,0.000800,0.196328,0.000672,0.002144,0.001216,0.000416,0.904899
0.417105,0.017600,0.203495,0.005281,0.048834,0.000832,0.193255,0.001056,0.002240,0.001121,0.000640,0.899556
0.416273,0.017536,0.223241,0.005120,0.048034,0.000832,0.211753,0.000928,0.002176,0.001216,0.000384,0.936485
0.416272,0.017505,0.202568,0.005344,0.048610,0.000832,0.197480,0.000928,0.002240,0.001152,0.000608,0.901891
0.416464,0.017601,0.202408,0.005184,0.047746,0.000864,0.204328,0.000736,0.002080,0.001088,0.000576,0.906979
0.415857,0.017632,0.202632,0.005248,0.047458,0.000832,0.198952,0.000896,0.002048,0.001216,0.000576,0.901636
0.416272,0.017601,0.202248,0.005312,0.047970,0.000768,0.197639,0.000544,0.002112,0.001088,0.000576,0.899971
0.416080,0.017665,0.202248,0.005376,0.047938,0.001024,0.186695,0.000928,0.001920,0.001248,0.000577,0.889763
0.415952,0.017505,0.203432,0.005376,0.049058,0.001056,0.186631,0.000544,0.002080,0.001184,0.000576,0.892227
0.418352,0.036514,0.205704,0.005248,0.048066,0.000832,0.195560,0.000928,0.002016,0.001280,0.000352,0.923428
0.416592,0.017601,0.203368,0.005184,0.048066,0.000800,0.192455,0.000736,0.002304,0.001216,0.000352,0.897251
0.417553,0.018209,0.203432,0.005248,0.047874,0.000832,0.194887,0.000800,0.002241,0.001248,0.000416,0.900868
0.416656,0.017601,0.202408,0.005088,0.047714,0.000832,0.217128,0.000736,0.001952,0.001216,0.000608,0.920132
0.417137,0.017440,0.203080,0.005281,0.048129,0.000801,0.193127,0.000992,0.002208,0.001184,0.000576,0.898915
0.417073,0.017760,0.202472,0.005281,0.047937,0.000800,0.193832,0.000704,0.002048,0.001184,0.000416,0.897411
0.416176,0.017505,0.202792,0.005056,0.047746,0.000800,0.187623,0.001024,0.002112,0.001120,0.000608,0.890563
0.433393,0.017664,0.202024,0.005312,0.047234,0.000544,0.193320,0.000736,0.001888,0.001280,0.000352,0.912004
0.416688,0.017569,0.203272,0.005152,0.048802,0.000800,0.188424,0.000736,0.002208,0.001184,0.000352,0.893059
0.416177,0.017504,0.202600,0.005313,0.048481,0.000864,0.198663,0.000992,0.002208,0.001249,0.000352,0.903428
0.415856,0.017441,0.202120,0.005312,0.047522,0.000768,0.227401,0.000672,0.002048,0.001056,0.000320,0.928548
0.416561,0.017536,0.202632,0.005313,0.047618,0.000992,0.199399,0.000576,0.001953,0.001120,0.000352,0.901956
0.416112,0.017728,0.204200,0.005280,0.047713,0.000800,0.186664,0.000928,0.002528,0.001216,0.000384,0.891619
0.416145,0.017697,0.202408,0.005024,0.048898,0.001088,0.186471,0.000576,0.002112,0.001120,0.000384,0.889763
0.436657,0.017729,0.202472,0.005280,0.047650,0.000800,0.186439,0.000736,0.001953,0.001184,0.000576,0.910308
0.415473,0.017376,0.201896,0.005313,0.047714,0.000800,0.204232,0.000736,0.001888,0.001120,0.000416,0.904484
0.415600,0.017697,0.202120,0.005216,0.047554,0.000800,0.190152,0.000800,0.001856,0.001024,0.000352,0.891587
0.416017,0.017632,0.202312,0.005216,0.047842,0.000800,0.218441,0.000832,0.001824,0.001024,0.000352,0.919556
0.415697,0.017633,0.202759,0.005344,0.048130,0.000800,0.180903,0.000640,0.002048,0.001120,0.000384,0.883875
0.416208,0.017665,0.202024,0.005312,0.048002,0.000832,0.192615,0.000961,0.001888,0.001088,0.000608,0.895523
0.415344,0.017633,0.201703,0.005121,0.047906,0.000800,0.205416,0.000640,0.001824,0.001056,0.000384,0.905859
0.444849,0.017697,0.202440,0.005120,0.048226,0.000800,0.184839,0.000544,0.002048,0.001121,0.000384,0.916388
0.416560,0.017377,0.202088,0.005280,0.047682,0.000736,0.188039,0.000512,0.001952,0.001120,0.000352,0.890275
0.416465,0.017664,0.202056,0.005249,0.048257,0.000736,0.186792,0.000608,0.002080,0.001088,0.000640,0.890467
0.415441,0.017568,0.202344,0.005281,0.047745,0.000800,0.212104,0.000736,0.002144,0.001120,0.000256,0.914212
0.416465,0.017728,0.201992,0.005601,0.047841,0.000768,0.190120,0.000672,0.002048,0.001184,0.000352,0.892835
0.415536,0.017569,0.202152,0.005184,0.048002,0.000704,0.194983,0.000545,0.002016,0.001152,0.000352,0.896451
0.415952,0.017697,0.202120,0.005280,0.047842,0.000704,0.190279,0.000704,0.002145,0.001024,0.000352,0.891299
0.435473,0.017793,0.202376,0.005152,0.048130,0.000736,0.193256,0.000672,0.001984,0.000992,0.000352,0.915076
0.416560,0.017633,0.202056,0.005152,0.048482,0.000768,0.205032,0.000736,0.002016,0.001056,0.000384,0.907331
0.415696,0.017472,0.202504,0.005216,0.047682,0.000704,0.195432,0.000640,0.002016,0.001120,0.000576,0.897507
0.417296,0.017697,0.201896,0.005120,0.047874,0.000576,0.211144,0.000737,0.002144,0.001216,0.000576,0.915492
0.416880,0.017697,0.202376,0.005280,0.048258,0.000704,0.188679,0.000736,0.001728,0.001120,0.000576,0.892707
0.416240,0.017601,0.202792,0.005280,0.047874,0.000800,0.192487,0.000768,0.002016,0.001088,0.000352,0.895139
0.415761,0.017472,0.201896,0.005280,0.048482,0.000832,0.194600,0.001056,0.002048,0.001088,0.000608,0.896547
0.433873,0.017377,0.202535,0.005216,0.047842,0.000768,0.192647,0.000768,0.002080,0.001120,0.000608,0.913316
0.416624,0.017473,0.201832,0.005184,0.048322,0.000768,0.188967,0.000576,0.002304,0.001088,0.000576,0.892323
0.415696,0.017473,0.201960,0.005056,0.047906,0.000544,0.188935,0.000544,0.002208,0.001216,0.000448,0.889827
0.416080,0.017185,0.202696,0.005440,0.047298,0.000800,0.209896,0.000800,0.002112,0.001216,0.000576,0.912707
0.416208,0.017408,0.202472,0.005216,0.048258,0.000832,0.182695,0.000832,0.002048,0.001088,0.000384,0.885795
0.417552,0.017537,0.202536,0.005280,0.048002,0.000800,0.200616,0.000768,0.002112,0.001056,0.000384,0.904771
0.416049,0.017569,0.202375,0.005120,0.048130,0.000800,0.185543,0.001120,0.002912,0.001152,0.000416,0.889571
0.436625,0.017697,0.202504,0.005184,0.047618,0.000768,0.196104,0.000800,0.001984,0.001216,0.000576,0.920452
0.416368,0.017633,0.201960,0.005152,0.047938,0.000736,0.184167,0.000800,0.002177,0.000896,0.000416,0.885667
0.415473,0.017568,0.202248,0.005281,0.047265,0.000768,0.194248,0.000704,0.002080,0.000896,0.000608,0.895395
0.415537,0.017792,0.202664,0.005121,0.047681,0.000864,0.190951,0.000672,0.001984,0.001184,0.000608,0.893187
0.415920,0.017633,0.202568,0.005408,0.047362,0.000704,0.182279,0.000704,0.002048,0.000960,0.000448,0.883714
0.416656,0.017536,0.202280,0.005344,0.047426,0.000800,0.190888,0.000672,0.002112,0.001024,0.000416,0.893027
0.416208,0.017793,0.202344,0.005344,0.048002,0.000832,0.193543,0.000672,0.002112,0.001248,0.000608,0.896931
0.432080,0.017728,0.203112,0.005152,0.048226,0.000800,0.186568,0.000864,0.002208,0.001056,0.000352,0.906371
0.415920,0.017537,0.202344,0.005088,0.048194,0.000768,0.196168,0.000864,0.002016,0.001024,0.000352,0.898371
0.415920,0.017857,0.202568,0.005312,0.047426,0.000800,0.197960,0.000672,0.002048,0.001088,0.000384,0.899907
0.416561,0.017664,0.202152,0.005153,0.047233,0.000768,0.187272,0.000672,0.002304,0.001056,0.000384,0.889795
0.416848,0.017793,0.202504,0.005248,0.047618,0.000800,0.188328,0.000864,0.002272,0.001024,0.000576,0.891587
0.416112,0.017536,0.202664,0.005280,0.048098,0.000736,0.207144,0.000896,0.002208,0.001024,0.000384,0.910308
0.417040,0.017761,0.202216,0.005056,0.047618,0.000768,0.191496,0.000704,0.002336,0.001152,0.000416,0.895011
0.415856,0.017633,0.219785,0.004928,0.047810,0.000800,0.177607,0.000736,0.002560,0.000992,0.000288,0.897411
0.417745,0.017536,0.202600,0.005121,0.047521,0.000832,0.182952,0.000608,0.002176,0.001152,0.000416,0.886627
0.417841,0.017760,0.203912,0.005409,0.047873,0.000801,0.193575,0.000800,0.002272,0.001120,0.000352,0.901795
0.415728,0.017569,0.202312,0.005280,0.047458,0.000800,0.193928,0.000704,0.002112,0.001216,0.000320,0.894787
0.428337,0.017376,0.202408,0.005312,0.047234,0.000800,0.179431,0.000736,0.001857,0.000864,0.000352,0.892547
0.415057,0.017504,0.202247,0.005313,0.047458,0.000800,0.180263,0.000544,0.001984,0.001184,0.000384,0.880611
0.418128,0.017441,0.202696,0.005088,0.048546,0.000832,0.223049,0.000608,0.002336,0.002048,0.000576,0.931588
0.416048,0.017600,0.220489,0.005408,0.048322,0.000768,0.209352,0.000640,0.002208,0.001505,0.000544,0.932357
0.415984,0.017472,0.202696,0.005088,0.048098,0.000768,0.189896,0.000736,0.001984,0.001056,0.000352,0.892771
0.415888,0.017601,0.202216,0.005344,0.047618,0.000800,0.188743,0.000768,0.002016,0.001024,0.000321,0.890115
0.415408,0.017505,0.202856,0.005088,0.047970,0.000768,0.179591,0.000640,0.002016,0.001120,0.000352,0.881698
0.429361,0.017633,0.202088,0.005088,0.047170,0.000768,0.225352,0.000704,0.002336,0.000928,0.000608,0.939717
0.415185,0.017504,0.202344,0.005057,0.047361,0.000832,0.182183,0.000992,0.001952,0.000928,0.000288,0.883715
0.416017,0.017472,0.202728,0.005313,0.048770,0.000832,0.185511,0.000864,0.002080,0.001120,0.000384,0.889251
0.415825,0.017728,0.202056,0.005281,0.062722,0.000736,0.182759,0.000864,0.001984,0.000993,0.000352,0.900388
0.416016,0.017697,0.202344,0.005248,0.050178,0.000736,0.185191,0.000768,0.002017,0.001088,0.000320,0.889699
0.415888,0.017441,0.202344,0.005216,0.047394,0.000672,0.188967,0.000736,0.002145,0.001152,0.000384,0.890275
0.417136,0.017857,0.203144,0.005408,0.048706,0.000992,0.215209,0.000640,0.002080,0.001216,0.000576,0.921796
0.435761,0.017536,0.202856,0.005345,0.047393,0.001056,0.192135,0.001024,0.002304,0.001184,0.000384,0.915971
0.416720,0.017665,0.202280,0.005152,0.048066,0.000800,0.192360,0.001056,0.002496,0.001216,0.000576,0.896867
0.416368,0.017505,0.203688,0.005312,0.048386,0.000832,0.202952,0.000800,0.001888,0.001184,0.000352,0.907779
0.416336,0.017728,0.202568,0.005344,0.068323,0.000768,0.186055,0.000608,0.002144,0.001216,0.000608,0.910500
0.415985,0.020865,0.202152,0.005344,0.048066,0.000768,0.195271,0.000832,0.001984,0.001280,0.000640,0.902468
0.416400,0.017440,0.202600,0.005344,0.048034,0.000832,0.203880,0.000736,0.002113,0.001152,0.000384,0.908036
0.416464,0.017665,0.202312,0.005376,0.047842,0.000832,0.184455,0.000768,0.002368,0.001056,0.000352,0.887875
0.435026,0.017696,0.202760,0.005088,0.047906,0.000832,0.177063,0.000576,0.002177,0.001248,0.000576,0.900324
0.416400,0.017569,0.201960,0.005312,0.047810,0.000800,0.189703,0.000672,0.001953,0.001120,0.000352,0.891971
0.416145,0.017568,0.202312,0.005248,0.048257,0.000800,0.196072,0.001120,0.002432,0.001248,0.000608,0.900195
0.416305,0.017504,0.221609,0.005184,0.048514,0.000800,0.190792,0.000960,0.002176,0.001120,0.000416,0.914468
0.416240,0.017729,0.202120,0.005184,0.047554,0.000992,0.192232,0.000832,0.001792,0.001120,0.000384,0.894371
0.415856,0.017537,0.203080,0.005248,0.047938,0.000768,0.188967,0.001024,0.002016,0.001248,0.000384,0.892771
0.415921,0.017696,0.202408,0.005217,0.048545,0.000864,0.193512,0.000576,0.001952,0.001184,0.000384,0.896451
0.417104,0.017697,0.202728,0.005184,0.048162,0.000896,0.186663,0.000768,0.002304,0.001216,0.000609,0.893635
0.416560,0.017729,0.203080,0.005312,0.048386,0.000800,0.199240,0.000544,0.002592,0.001152,0.000416,0.903779
0.415120,0.017377,0.202024,0.005248,0.047874,0.000800,0.193159,0.000992,0.002688,0.001088,0.000384,0.895459
0.416657,0.017568,0.222025,0.005280,0.048642,0.000832,0.191944,0.000704,0.002240,0.001152,0.000608,0.916388
0.416049,0.017377,0.202215,0.005057,0.048642,0.000736,0.198791,0.000769,0.001856,0.001120,0.000416,0.901380
0.416944,0.017632,0.202376,0.005056,0.048066,0.000800,0.185064,0.000800,0.002240,0.001216,0.000608,0.889219
0.417105,0.018305,0.202119,0.005153,0.048034,0.000768,0.188647,0.000832,0.002176,0.001024,0.000352,0.892771
0.416337,0.017536,0.201928,0.005153,0.048065,0.000801,0.193095,0.000704,0.002112,0.001120,0.000640,0.895171
0.416272,0.017441,0.202568,0.005408,0.048002,0.000800,0.190535,0.000800,0.002048,0.001152,0.000640,0.894115
0.417489,0.017472,0.203400,0.005121,0.048162,0.000832,0.184743,0.000800,0.001984,0.001184,0.000352,0.889923
0.416496,0.017441,0.223017,0.005440,0.047330,0.000800,0.192488,0.001344,0.002528,0.001120,0.000352,0.918180
0.415024,0.017441,0.203752,0.005152,0.047778,0.000800,0.206344,0.000736,0.001984,0.001184,0.000576,0.908356
0.418705,0.017729,0.202408,0.005056,0.048386,0.000768,0.185671,0.000832,0.001952,0.001216,0.000608,0.891619
0.415761,0.017376,0.202248,0.005344,0.047842,0.000800,0.191208,0.000864,0.002304,0.001088,0.000384,0.893955
0.416848,0.017408,0.202184,0.005248,0.047714,0.000800,0.194280,0.000608,0.001984,0.001248,0.000384,0.897475
0.416496,0.017729,0.201768,0.005120,0.048258,0.000768,0.205000,0.000800,0.002048,0.001216,0.000640,0.909379
0.416912,0.017633,0.201608,0.005184,0.048130,0.000800,0.206024,0.001120,0.002688,0.001248,0.000384,0.911043
0.416560,0.017409,0.222376,0.005376,0.047682,0.000800,0.228393,0.000736,0.001952,0.001248,0.000576,0.951845
0.415920,0.017569,0.202120,0.005152,0.047970,0.000768,0.176391,0.000960,0.002144,0.001152,0.000576,0.878914
0.416848,0.017633,0.202760,0.005344,0.048514,0.000832,0.205736,0.000896,0.002145,0.001120,0.000608,0.910500
0.416080,0.017504,0.202120,0.005056,0.047938,0.000832,0.193160,0.000896,0.002336,0.001120,0.000352,0.899587
0.416304,0.017697,0.202408,0.005248,0.048674,0.000800,0.195336,0.001056,0.002240,0.001152,0.000576,0.900131
0.416816,0.017760,0.201960,0.005280,0.048258,0.000736,0.190440,0.000800,0.002208,0.001184,0.000384,0.894659
0.416176,0.017761,0.202280,0.005120,0.047554,0.000800,0.201320,0.000832,0.002112,0.001152,0.000416,0.903939
0.433169,0.017537,0.203336,0.005152,0.048002,0.000736,0.188359,0.000800,0.001952,0.001472,0.000352,0.910275
0.416656,0.017761,0.202216,0.005152,0.048130,0.000832,0.199496,0.000768,0.002176,0.001152,0.000576,0.904835
0.416752,0.017537,0.202088,0.005248,0.048130,0.000992,0.208552,0.001024,0.002433,0.000832,0.000576,0.913252
0.416625,0.017408,0.202344,0.005281,0.047393,0.000832,0.196040,0.000928,0.020097,0.001248,0.000384,0.917828
0.417136,0.017793,0.201896,0.005152,0.048450,0.000800,0.178695,0.000992,0.002816,0.001088,0.000608,0.884002
0.416656,0.018177,0.202984,0.005152,0.047970,0.000864,0.187208,0.000576,0.002112,0.001152,0.000352,0.891523
0.417041,0.017664,0.202216,0.005121,0.048674,0.000704,0.207880,0.000800,0.002176,0.001344,0.000608,0.913060
0.447826,0.017504,0.202920,0.005312,0.047554,0.000832,0.193128,0.000672,0.002144,0.001216,0.000608,0.928516
0.416464,0.017569,0.202600,0.005280,0.048066,0.000800,0.188039,0.000576,0.002144,0.001184,0.000577,0.891779
0.415825,0.017728,0.203399,0.005249,0.047970,0.000768,0.195367,0.000608,0.001952,0.001185,0.000608,0.898948
0.417328,0.017793,0.201864,0.005312,0.047842,0.000800,0.202312,0.000672,0.002624,0.001216,0.000320,0.906595
0.415888,0.017601,0.201800,0.005088,0.047554,0.000800,0.196040,0.000640,0.002336,0.001152,0.000352,0.897859
0.417104,0.017889,0.201960,0.005248,0.048226,0.000800,0.205768,0.000800,0.002465,0.001600,0.000352,0.911140
0.417200,0.017664,0.202344,0.005312,0.048002,0.000832,0.203080,0.000896,0.002369,0.001216,0.000608,0.909348
0.432881,0.017568,0.202280,0.005280,0.047618,0.000832,0.194088,0.000768,0.002336,0.001024,0.000352,0.913731
0.416753,0.017568,0.202504,0.005345,0.047841,0.000768,0.191592,0.000992,0.002080,0.001280,0.000640,0.895683
0.417009,0.018145,0.202824,0.005248,0.048418,0.000832,0.192295,0.000864,0.002240,0.001153,0.000640,0.898660
0.416240,0.017728,0.202152,0.005344,0.048386,0.000800,0.211721,0.000896,0.002400,0.001216,0.000576,0.915748
0.416720,0.017825,0.202728,0.005376,0.047938,0.000768,0.210088,0.000768,0.002272,0.001216,0.000384,0.914339
0.417808,0.017473,0.201864,0.005344,0.047810,0.000768,0.188231,0.000768,0.002432,0.001248,0.000576,0.893123
0.417168,0.017601,0.202408,0.005248,0.048130,0.000832,0.194855,0.000768,0.002497,0.001088,0.000352,0.899683
0.434257,0.017473,0.202536,0.005568,0.047938,0.000736,0.192327,0.000736,0.002944,0.001185,0.000320,0.914596
0.416465,0.017504,0.202952,0.005281,0.048225,0.000800,0.182056,0.000832,0.002208,0.001216,0.000576,0.886307
0.415888,0.017793,0.202760,0.005024,0.048258,0.000704,0.191335,0.000736,0.002049,0.001120,0.000352,0.894531
0.415856,0.017537,0.223496,0.005345,0.047938,0.000800,0.190151,0.000768,0.002016,0.001184,0.000384,0.913987
0.416752,0.017473,0.202440,0.005216,0.047938,0.000800,0.192744,0.000736,0.002080,0.001152,0.000448,0.897283
0.416560,0.017505,0.202440,0.005312,0.048610,0.000736,0.196712,0.000768,0.002144,0.001152,0.000576,0.900867
0.415888,0.017697,0.202696,0.005344,0.047970,0.000736,0.198728,0.000832,0.002976,0.001152,0.000352,0.903715
0.416784,0.017601,0.202088,0.005216,0.047714,0.000768,0.196808,0.000928,0.002304,0.001120,0.000576,0.900771
0.416144,0.017408,0.202216,0.005184,0.048066,0.000768,0.192904,0.001088,0.002048,0.001184,0.000320,0.895811
0.415952,0.017665,0.202312,0.005152,0.048258,0.000800,0.190247,0.000864,0.002432,0.001184,0.000352,0.893859
0.415856,0.017793,0.220904,0.005313,0.048002,0.000800,0.191335,0.000768,0.001984,0.001152,0.000576,0.913315
0.418320,0.017857,0.204488,0.005376,0.047970,0.000768,0.195048,0.000832,0.002112,0.001152,0.000640,0.903299
0.416976,0.017761,0.202952,0.005312,0.048258,0.000832,0.186151,0.000801,0.002176,0.001216,0.000384,0.891395
0.416912,0.017889,0.202280,0.005248,0.048994,0.000832,0.191079,0.000928,0.002081,0.001184,0.000640,0.896515
0.417040,0.017953,0.202440,0.005792,0.048514,0.000832,0.189351,0.000704,0.002305,0.001312,0.000672,0.897315
0.416656,0.017633,0.202408,0.005280,0.047394,0.000768,0.203496,0.000672,0.002272,0.001216,0.000608,0.907363
0.416464,0.017505,0.202696,0.005216,0.048194,0.000768,0.196264,0.000832,0.002336,0.001216,0.000576,0.901507
0.417936,0.017793,0.203368,0.005312,0.047618,0.000768,0.189767,0.000832,0.002113,0.001152,0.000320,0.913380
0.415600,0.017601,0.202664,0.005312,0.048226,0.000768,0.196679,0.000865,0.002112,0.001152,0.000352,0.899939
0.416912,0.017665,0.202280,0.005312,0.047490,0.000768,0.195719,0.000833,0.002240,0.001344,0.000384,0.899555
0.416816,0.017473,0.202024,0.005280,0.047714,0.000800,0.186823,0.000800,0.002049,0.001152,0.000608,0.891075
0.415889,0.017920,0.202344,0.005345,0.048289,0.000704,0.203816,0.000800,0.001792,0.001248,0.000608,0.907460
0.415856,0.017569,0.202184,0.005216,0.047586,0.000736,0.187559,0.000800,0.001952,0.001088,0.000384,0.889219
0.416849,0.017569,0.202759,0.005345,0.047682,0.000768,0.197351,0.000768,0.002113,0.001152,0.000608,0.901636
0.438258,0.017600,0.202504,0.005345,0.047969,0.000800,0.199527,0.001056,0.002209,0.001184,0.000640,0.928037
0.416240,0.017633,0.201992,0.005248,0.047714,0.001056,0.190216,0.000704,0.002176,0.001216,0.000576,0.893987
0.415888,0.017953,0.202248,0.005376,0.047938,0.000768,0.189032,0.000960,0.002048,0.001152,0.000576,0.892515
0.415568,0.017569,0.202664,0.005184,0.048578,0.000768,0.209672,0.001120,0.002753,0.001248,0.000640,0.916260
0.416176,0.017633,0.203624,0.005152,0.048098,0.000832,0.194536,0.000864,0.002336,0.001056,0.000576,0.901027
0.416368,0.017537,0.202312,0.005248,0.048610,0.000800,0.206952,0.000768,0.002240,0.001152,0.000352,0.911267
0.428241,0.017601,0.202152,0.005312,0.047906,0.000544,0.197832,0.000800,0.002336,0.001152,0.000576,0.913380
0.435665,0.017601,0.202440,0.005312,0.048098,0.000832,0.202152,0.000864,0.002240,0.001152,0.000384,0.925636
0.416336,0.017601,0.202280,0.005312,0.048194,0.000768,0.193031,0.000736,0.002080,0.001120,0.000544,0.897091
0.416049,0.017505,0.202119,0.005313,0.048098,0.000768,0.191271,0.000960,0.002048,0.001184,0.000352,0.893891
0.416688,0.017985,0.202440,0.005312,0.048002,0.000800,0.221160,0.000672,0.002240,0.001120,0.000576,0.928484
0.416528,0.017761,0.202632,0.005184,0.048706,0.000832,0.192744,0.000896,0.002240,0.001120,0.000384,0.897603
0.416400,0.017473,0.202472,0.005280,0.048290,0.000800,0.191752,0.000704,0.002112,0.001088,0.000576,0.895811
0.416304,0.017761,0.202280,0.005216,0.047938,0.000832,0.178983,0.000672,0.002304,0.001120,0.000320,0.883106
0.436497,0.017632,0.202664,0.005313,0.047777,0.000769,0.186503,0.000672,0.002144,0.001120,0.000576,0.910820
0.416016,0.017601,0.202888,0.005216,0.048674,0.000800,0.199656,0.000832,0.002240,0.001216,0.000384,0.904611
0.416368,0.017601,0.202312,0.005344,0.047682,0.000832,0.206760,0.001088,0.002432,0.001185,0.000640,0.911332
0.416880,0.017696,0.202280,0.005312,0.069187,0.000832,0.194312,0.000768,0.002144,0.001120,0.000576,0.919780
0.415536,0.017505,0.202888,0.005088,0.047938,0.000736,0.211080,0.000928,0.002080,0.001120,0.000416,0.914020
0.416880,0.017569,0.202088,0.005248,0.048162,0.000832,0.193127,0.000768,0.002113,0.001248,0.000320,0.897283
0.417105,0.017504,0.202888,0.005377,0.048642,0.000736,0.186343,0.000800,0.002656,0.001184,0.000352,0.893603
0.435217,0.017536,0.202087,0.005313,0.047362,0.000800,0.195623,0.000800,0.002304,0.001216,0.000288,0.917764
0.416977,0.017537,0.202631,0.005313,0.048546,0.000736,0.203080,0.000736,0.001952,0.001248,0.000416,0.907780
0.415856,0.017632,0.202536,0.005408,0.048162,0.000768,0.186344,0.000640,0.002016,0.001120,0.000352,0.889635
0.416080,0.017633,0.221257,0.005248,0.048322,0.000800,0.194471,0.000704,0.001985,0.001216,0.000544,0.917988
0.416880,0.017505,0.203016,0.005120,0.048834,0.000768,0.194247,0.000736,0.002432,0.001184,0.000384,0.899747
