TEE[0-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.196503,0.203726,0.005280,0.048003,0.000608,0.013312,0.000384,0.001408,0.000768,0.000288,1.478348
1.224985,0.204015,0.005088,0.047844,0.000544,0.013409,0.000384,0.001472,0.000928,0.000352,1.505837
1.205591,0.203215,0.004993,0.047011,0.000576,0.013633,0.000384,0.001408,0.000960,0.000384,1.485196
1.178070,0.203247,0.005152,0.047236,0.000704,0.046659,0.000769,0.001600,0.001088,0.000384,1.493101
1.199607,0.203951,0.005313,0.046915,0.000864,0.013857,0.000352,0.001440,0.000928,0.000352,1.480396
1.220601,0.203631,0.005121,0.046755,0.000576,0.013409,0.000384,0.001344,0.000832,0.000352,1.499470
1.230873,0.203182,0.005216,0.047683,0.000800,0.013472,0.000384,0.001344,0.000864,0.000352,1.511278
1.269884,0.208367,0.006080,0.048580,0.001056,0.015233,0.000576,0.001856,0.001856,0.000352,1.564881
1.278204,0.205391,0.005600,0.048356,0.001024,0.013889,0.000384,0.001696,0.001632,0.000352,1.566930
1.230330,0.204591,0.005121,0.048035,0.001024,0.013697,0.000352,0.001376,0.001024,0.000353,1.514095
1.260732,0.203791,0.005344,0.048164,0.000992,0.013921,0.000384,0.001536,0.001056,0.000384,1.545136
1.216217,0.205231,0.005312,0.048132,0.000800,0.013505,0.000352,0.001440,0.001024,0.000352,1.500077
1.190614,0.203951,0.005441,0.048515,0.000832,0.013505,0.000384,0.001440,0.000897,0.000416,1.473387
1.171925,0.204142,0.005120,0.048675,0.000768,0.014049,0.000352,0.001440,0.001024,0.000288,1.455082
1.198647,0.203695,0.005569,0.048387,0.000864,0.013761,0.000384,0.001376,0.000961,0.000352,1.481644
1.202263,0.203855,0.005409,0.048163,0.000800,0.013729,0.000352,0.001440,0.000865,0.000320,1.484556
1.208568,0.205935,0.005025,0.048003,0.001024,0.013889,0.000384,0.001408,0.000992,0.000384,1.493229
1.196567,0.203310,0.005153,0.048227,0.000672,0.013857,0.000352,0.001441,0.000928,0.000256,1.477484
1.219032,0.203854,0.005217,0.048131,0.000832,0.013473,0.000416,0.001441,0.000928,0.000352,1.502125
1.215288,0.203791,0.005057,0.048291,0.000576,0.013505,0.000384,0.001440,0.000960,0.000385,1.497133
1.175734,0.203759,0.005248,0.048100,0.000768,0.014081,0.000352,0.001760,0.000896,0.000288,1.458218
1.202871,0.204686,0.005248,0.048259,0.000577,0.013857,0.000384,0.001472,0.000992,0.000448,1.486444
1.292285,0.211055,0.005761,0.048803,0.001088,0.014209,0.000352,0.001760,0.001600,0.000544,1.589907
1.205687,0.206159,0.005568,0.048676,0.000832,0.013473,0.000416,0.001504,0.001056,0.000288,1.493196
1.251323,0.207023,0.005536,0.048900,0.000800,0.013665,0.000576,0.001696,0.001024,0.000384,1.540112
1.239034,0.204623,0.005345,0.048835,0.000832,0.013537,0.000352,0.001505,0.001248,0.000320,1.524175
1.193142,0.203758,0.005281,0.047523,0.000864,0.014209,0.000385,0.001504,0.001280,0.000352,1.475915
1.175638,0.203279,0.005344,0.047652,0.000832,0.013377,0.000320,0.001440,0.001248,0.000320,1.456874
1.171093,0.203375,0.005056,0.047428,0.000768,0.013889,0.000352,0.001536,0.000896,0.000256,1.452169
1.202839,0.203823,0.005024,0.048228,0.000704,0.013601,0.000320,0.001664,0.000832,0.000416,1.485451
1.200727,0.203535,0.005056,0.048228,0.000800,0.013409,0.000384,0.001504,0.000928,0.000384,1.483627
1.195895,0.203503,0.004961,0.048227,0.000800,0.013857,0.000320,0.001536,0.001024,0.000257,1.477932
1.213496,0.203631,0.005057,0.048003,0.000768,0.013825,0.000384,0.001568,0.000896,0.000417,1.495885
1.251419,0.205423,0.005249,0.048419,0.000800,0.013921,0.000352,0.001536,0.001377,0.000384,1.536688
1.196471,0.203503,0.005312,0.048452,0.000768,0.013857,0.000576,0.001440,0.000960,0.000384,1.479563
1.363843,0.244722,0.006113,0.049603,0.001088,0.014753,0.000608,0.001824,0.002912,0.000544,1.702587
1.277308,0.207344,0.006240,0.049380,0.001056,0.014369,0.000640,0.001504,0.002432,0.000512,1.570930
1.264667,0.204879,0.005536,0.049316,0.001088,0.014337,0.000352,0.001536,0.001632,0.000288,1.552880
1.215897,0.205327,0.005312,0.049316,0.001056,0.014305,0.000352,0.001728,0.001696,0.000320,1.504781
1.217144,0.206223,0.005856,0.049380,0.001024,0.014305,0.000384,0.001536,0.002016,0.000384,1.508909
1.276572,0.205007,0.005664,0.049572,0.001152,0.014241,0.000384,0.001760,0.001472,0.000352,1.564625
1.202647,0.204303,0.005536,0.049284,0.001024,0.013953,0.000544,0.001536,0.001472,0.000384,1.490252
1.261627,0.205231,0.005440,0.049028,0.000992,0.014145,0.000416,0.001568,0.001504,0.000320,1.549936
1.233241,0.204495,0.005121,0.048579,0.001024,0.013953,0.000544,0.001601,0.001568,0.000384,1.519406
1.238042,0.204399,0.005120,0.048740,0.001088,0.014561,0.000352,0.001664,0.001504,0.000384,1.523950
1.207640,0.203759,0.005184,0.048836,0.001152,0.014465,0.000352,0.002048,0.001217,0.000384,1.494541
1.220536,0.225744,0.005440,0.048836,0.000832,0.013921,0.000352,0.001568,0.001120,0.000352,1.528654
1.213272,0.203919,0.005313,0.049251,0.000864,0.013857,0.000384,0.001792,0.001409,0.000352,1.499597
1.237178,0.204079,0.005472,0.048580,0.000832,0.014081,0.000352,0.001568,0.001216,0.000320,1.522671
1.207928,0.203599,0.005152,0.048548,0.000832,0.013537,0.000384,0.001536,0.001184,0.000352,1.492684
1.220600,0.203342,0.005185,0.048387,0.000832,0.014081,0.000609,0.001536,0.001088,0.000352,1.505197
1.331296,0.208655,0.005216,0.048196,0.000832,0.014465,0.000352,0.001632,0.001248,0.000320,1.621813
1.214040,0.205775,0.005440,0.048291,0.000800,0.013473,0.000384,0.001536,0.001120,0.000320,1.500365
1.280989,0.206254,0.005601,0.048387,0.001089,0.013697,0.000352,0.001536,0.001248,0.000352,1.568274
1.228601,0.205423,0.005120,0.048132,0.000864,0.013793,0.000416,0.001760,0.001152,0.000352,1.514093
1.254683,0.204815,0.005185,0.048227,0.000832,0.013889,0.000352,0.001568,0.001184,0.000353,1.540080
1.224697,0.204047,0.005216,0.048676,0.000832,0.013889,0.000384,0.001728,0.001376,0.000352,1.509646
1.233113,0.204270,0.005825,0.048259,0.000833,0.014529,0.000384,0.001536,0.001184,0.000384,1.519022
1.196279,0.203951,0.005120,0.048132,0.000832,0.014145,0.000352,0.001568,0.001376,0.000384,1.480651
1.195063,0.203535,0.005120,0.048484,0.000864,0.014625,0.000384,0.001568,0.001312,0.000352,1.480395
1.285437,0.204847,0.005632,0.048324,0.000832,0.014561,0.000416,0.001632,0.001312,0.000352,1.571729
1.201911,0.203759,0.005056,0.048388,0.000800,0.013761,0.000320,0.001568,0.000992,0.000352,1.485515
1.257435,0.204431,0.005057,0.048547,0.000896,0.013793,0.000384,0.001472,0.000993,0.000352,1.542320
1.223449,0.204175,0.005408,0.048420,0.000800,0.014305,0.000352,0.001536,0.001088,0.000384,1.508525
1.247770,0.203854,0.005953,0.048675,0.000832,0.013889,0.000384,0.001504,0.001088,0.000384,1.532911
1.219384,0.203663,0.005344,0.048388,0.000800,0.014145,0.000384,0.001696,0.001088,0.000352,1.503884
1.214775,0.203982,0.005345,0.047843,0.000768,0.014145,0.000384,0.001600,0.001056,0.000352,1.498732
1.223192,0.204815,0.005793,0.048163,0.000800,0.013985,0.000416,0.001569,0.001152,0.000384,1.508973
1.223481,0.203951,0.005344,0.048356,0.000800,0.014113,0.000352,0.001504,0.001056,0.000416,1.507790
1.250075,0.206095,0.005600,0.048164,0.000832,0.013921,0.000352,0.001504,0.001088,0.000384,1.536431
1.218200,0.204174,0.005056,0.048291,0.000800,0.013600,0.000384,0.001472,0.001088,0.000352,1.501741
1.284157,0.204239,0.005408,0.048036,0.000800,0.014209,0.000640,0.001504,0.001216,0.000352,1.569393
1.212984,0.204879,0.005121,0.048771,0.001056,0.014529,0.000352,0.001473,0.001024,0.000384,1.499213
1.220184,0.204239,0.005376,0.048675,0.000800,0.013921,0.000352,0.001408,0.000992,0.000384,1.504557
1.214296,0.204367,0.005088,0.048355,0.000800,0.013889,0.000352,0.001440,0.001056,0.000416,1.498284
1.226649,0.204303,0.005152,0.049252,0.000832,0.013857,0.000384,0.001568,0.001152,0.000352,1.512141
1.216280,0.204911,0.005152,0.048868,0.000800,0.013889,0.000416,0.001696,0.001088,0.000384,1.501420
1.190390,0.203951,0.005121,0.048867,0.000768,0.013729,0.000416,0.001760,0.000992,0.000384,1.474667
1.224312,0.203726,0.005185,0.048067,0.000864,0.013665,0.000352,0.001536,0.001057,0.000384,1.507821
1.231769,0.204462,0.005601,0.048387,0.000800,0.014017,0.000352,0.001696,0.001184,0.000384,1.517070
1.252538,0.204079,0.005344,0.048515,0.000800,0.014241,0.000352,0.001536,0.001120,0.000417,1.537071
1.211960,0.205071,0.005056,0.048548,0.000800,0.013825,0.000384,0.001536,0.001504,0.000416,1.499148
1.240890,0.205007,0.005088,0.048772,0.000832,0.013825,0.000384,0.001440,0.000992,0.000384,1.526638
1.185334,0.203951,0.005184,0.048804,0.000800,0.013537,0.000352,0.001440,0.000896,0.000352,1.469322
1.188470,0.204527,0.005024,0.048707,0.000800,0.013409,0.000352,0.001696,0.001024,0.000352,1.472555
1.191894,0.203950,0.005089,0.049507,0.000865,0.014241,0.000384,0.001536,0.001184,0.000416,1.477099
1.222104,0.204239,0.005025,0.049763,0.000800,0.014401,0.000544,0.001472,0.000992,0.000384,1.508141
1.204119,0.203471,0.005152,0.048292,0.000800,0.014785,0.000352,0.001504,0.000960,0.000352,1.487403
1.221976,0.203855,0.004993,0.048547,0.000768,0.013921,0.000352,0.001696,0.000993,0.000384,1.506349
1.236281,0.204655,0.004993,0.048067,0.000736,0.013921,0.000576,0.001472,0.000961,0.000384,1.520110
1.187606,0.203695,0.005376,0.048260,0.001280,0.014465,0.000352,0.001536,0.001056,0.000384,1.472491
1.225593,0.203855,0.005248,0.066021,0.000864,0.013825,0.000416,0.001600,0.001184,0.000384,1.528046
1.215608,0.203791,0.005088,0.048195,0.000800,0.013601,0.000384,0.001504,0.000960,0.000384,1.497868
1.211224,0.204175,0.005056,0.048227,0.000865,0.013665,0.000384,0.001568,0.000896,0.000448,1.494412
1.245786,0.204654,0.005121,0.048355,0.000832,0.013633,0.000352,0.001537,0.001024,0.000384,1.529423
1.213176,0.204271,0.005120,0.048388,0.000800,0.013537,0.000416,0.001504,0.001024,0.000384,1.496428
1.260987,0.204079,0.005408,0.048036,0.000800,0.013569,0.000416,0.001504,0.000992,0.000416,1.544463
1.215191,0.204270,0.009441,0.047940,0.000800,0.013569,0.000352,0.001440,0.000992,0.000352,1.502828
1.193622,0.204014,0.005345,0.048003,0.000704,0.013441,0.000352,0.001441,0.001312,0.000352,1.492108
1.210359,0.204143,0.005568,0.047588,0.000832,0.013889,0.000384,0.001472,0.001024,0.000352,1.493291
1.199190,0.204687,0.005185,0.047555,0.000800,0.013793,0.000384,0.001440,0.000992,0.000385,1.482507
1.224856,0.204494,0.005089,0.047747,0.000864,0.013569,0.000384,0.001505,0.000960,0.000384,1.507693
1.198903,0.203599,0.005056,0.048036,0.000800,0.013505,0.000416,0.001440,0.001024,0.000352,1.481003
1.260379,0.204143,0.005152,0.047203,0.000832,0.013729,0.000545,0.001472,0.001088,0.000384,1.542511
1.211320,0.203183,0.005120,0.046947,0.000576,0.013569,0.000384,0.001472,0.000960,0.000448,1.491596
1.196534,0.203631,0.005056,0.047524,0.000768,0.013505,0.000384,0.001376,0.000992,0.000352,1.477098
1.210391,0.204111,0.005056,0.047876,0.000768,0.013537,0.000416,0.001472,0.000960,0.000352,1.492715
1.194902,0.203822,0.005088,0.047203,0.000576,0.013409,0.000416,0.001409,0.000960,0.000384,1.476299
1.173300,0.203406,0.005121,0.047107,0.000896,0.013441,0.000416,0.001472,0.000992,0.000385,1.454985
1.184918,0.203695,0.005280,0.047011,0.000864,0.013696,0.000352,0.001408,0.000992,0.000384,1.466474
1.258939,0.203759,0.005568,0.047748,0.000800,0.013601,0.000352,0.001472,0.000960,0.000416,1.541775
1.196214,0.203695,0.005120,0.048196,0.000864,0.013665,0.000384,0.001440,0.001056,0.000384,1.478218
1.235097,0.203983,0.005120,0.047652,0.000640,0.013633,0.000384,0.001472,0.001088,0.000416,1.517325
1.243930,0.204431,0.005120,0.047716,0.000864,0.013729,0.000384,0.001440,0.001024,0.000384,1.526894
1.184053,0.220207,0.005345,0.047299,0.000832,0.013761,0.000352,0.001473,0.000960,0.000384,1.482763
1.214168,0.203502,0.005120,0.046883,0.000608,0.013697,0.000416,0.001409,0.000992,0.000384,1.494796
1.214583,0.204270,0.005153,0.047171,0.000864,0.013953,0.000416,0.001441,0.000992,0.000352,1.497324
1.217623,0.204366,0.005057,0.046947,0.000800,0.013633,0.000384,0.001376,0.000960,0.000321,1.499532
1.222104,0.204495,0.005088,0.046884,0.000800,0.013537,0.000416,0.001376,0.000992,0.000384,1.504012
1.212151,0.203726,0.005217,0.047267,0.000832,0.013441,0.000384,0.001440,0.000993,0.000416,1.493292
1.171572,0.204527,0.005152,0.047076,0.000832,0.013505,0.000352,0.001376,0.001120,0.000384,1.453832
1.262331,0.206735,0.005409,0.047139,0.000832,0.013473,0.000384,0.001472,0.000992,0.000353,1.547504
1.215352,0.203663,0.005312,0.047843,0.000800,0.013312,0.000384,0.001472,0.000960,0.000384,1.497484
1.216376,0.203535,0.005088,0.047492,0.000768,0.013441,0.000352,0.001408,0.001120,0.000320,1.497868
1.197302,0.203823,0.005121,0.047235,0.000768,0.013665,0.000384,0.001536,0.000992,0.000448,1.479242
1.184661,0.203727,0.005056,0.047172,0.000800,0.013473,0.000416,0.001408,0.000992,0.000320,1.465417
1.228889,0.203279,0.005056,0.046947,0.000801,0.013409,0.000352,0.001408,0.000928,0.000320,1.510445
1.204279,0.203695,0.005120,0.046979,0.000768,0.013729,0.000352,0.001408,0.000960,0.000384,1.485323
1.238905,0.204302,0.005121,0.046979,0.000576,0.013409,0.000384,0.001408,0.001025,0.000352,1.521710
1.231865,0.203951,0.004992,0.046979,0.000800,0.013441,0.000416,0.001409,0.001024,0.000416,1.513581
1.211799,0.204175,0.005024,0.046851,0.000801,0.013345,0.000384,0.001376,0.001024,0.000416,1.493387
1.191446,0.203855,0.005056,0.047140,0.001088,0.013505,0.000352,0.001440,0.001024,0.000416,1.474058
1.219832,0.204143,0.005152,0.047427,0.000833,0.013505,0.000384,0.001632,0.001024,0.000384,1.502220
1.249530,0.203631,0.005057,0.047267,0.000800,0.013537,0.000416,0.001472,0.000960,0.000320,1.530382
1.225208,0.203471,0.005184,0.046884,0.000832,0.013505,0.000352,0.001568,0.000928,0.000416,1.505772
1.210231,0.203566,0.005089,0.047171,0.000800,0.013473,0.000576,0.001504,0.000897,0.000416,1.491980
1.208823,0.203599,0.005024,0.046916,0.000768,0.013505,0.000352,0.001440,0.000896,0.000384,1.490507
1.224952,0.219024,0.005377,0.047651,0.000800,0.013569,0.000352,0.001472,0.000992,0.000384,1.523758
1.196726,0.204303,0.005088,0.047556,0.000768,0.013473,0.000576,0.001408,0.000960,0.000384,1.479658
1.209943,0.203759,0.005088,0.046915,0.000800,0.014017,0.000384,0.001504,0.001024,0.000352,1.491467
1.207319,0.204431,0.005024,0.047268,0.000896,0.013569,0.000448,0.001440,0.000992,0.000352,1.490379
1.220088,0.203983,0.005312,0.047140,0.000864,0.013633,0.000384,0.001536,0.001056,0.000416,1.502796
1.252474,0.204238,0.005057,0.047523,0.000800,0.013697,0.000576,0.001536,0.000992,0.000352,1.535087
1.187734,0.203951,0.005024,0.047107,0.000832,0.013504,0.000352,0.001504,0.001088,0.000352,1.468490
1.246266,0.203407,0.005056,0.047107,0.000576,0.013568,0.000384,0.001536,0.001056,0.000416,1.527086
1.229145,0.203695,0.005376,0.047011,0.000800,0.013569,0.000384,0.001440,0.001440,0.000384,1.511277
1.222136,0.203663,0.005152,0.047332,0.000800,0.013409,0.000416,0.001440,0.001088,0.000384,1.504236
1.200983,0.206703,0.005184,0.047652,0.000832,0.013633,0.000416,0.001504,0.001152,0.000384,1.487403
1.193238,0.205039,0.005120,0.048323,0.000801,0.013537,0.000384,0.001504,0.001120,0.000352,1.477290
1.245946,0.204847,0.005152,0.050148,0.000800,0.014337,0.000384,0.001536,0.001024,0.000416,1.532686
1.196790,0.203566,0.005153,0.049379,0.000928,0.013825,0.000384,0.001504,0.001120,0.000384,1.481675
1.223512,0.204559,0.005216,0.048836,0.000832,0.013569,0.000384,0.001472,0.000992,0.000384,1.507884
1.194006,0.204142,0.005089,0.051012,0.000832,0.014145,0.000384,0.001472,0.001088,0.000384,1.480394
1.207063,0.233136,0.005440,0.048323,0.000833,0.013761,0.000416,0.001472,0.001024,0.000384,1.520461
1.217656,0.203374,0.009281,0.048548,0.000544,0.013569,0.000384,0.001696,0.001088,0.000384,1.504140
1.213560,0.204206,0.005121,0.048003,0.000800,0.013537,0.000384,0.001537,0.000992,0.000416,1.495372
1.209590,0.204238,0.005537,0.047843,0.000768,0.013985,0.000384,0.001472,0.001056,0.000384,1.493259
1.228536,0.203887,0.005536,0.048420,0.000800,0.013793,0.000384,0.001504,0.001120,0.000384,1.512940
1.236985,0.203439,0.005120,0.047235,0.000800,0.013505,0.000384,0.001473,0.001088,0.000320,1.518765
1.184981,0.204238,0.005056,0.048707,0.000768,0.013697,0.000384,0.001472,0.001312,0.000320,1.468777
1.245466,0.203759,0.005472,0.050532,0.000832,0.014049,0.000352,0.001504,0.001216,0.000384,1.532078
1.218423,0.203823,0.005088,0.047844,0.000832,0.013729,0.000384,0.001408,0.001024,0.000320,1.500971
1.201366,0.203118,0.005089,0.069125,0.001088,0.014241,0.000384,0.001472,0.001056,0.000384,1.506188
1.214583,0.203375,0.005056,0.048707,0.000608,0.014017,0.000384,0.001440,0.000992,0.000384,1.497611
1.188630,0.203566,0.005121,0.048739,0.000800,0.013569,0.000352,0.001408,0.001024,0.000416,1.471530
1.232792,0.203502,0.005089,0.048355,0.000800,0.013473,0.000384,0.001472,0.001057,0.000352,1.514637
1.192662,0.204143,0.005088,0.047811,0.000865,0.014017,0.000416,0.001408,0.000992,0.000416,1.476074
1.260187,0.205423,0.005120,0.048356,0.000832,0.013697,0.000384,0.001472,0.000992,0.000352,1.545231
1.215223,0.204206,0.005121,0.048067,0.000800,0.013793,0.000384,0.001472,0.001024,0.000352,1.498540
1.178484,0.203951,0.005088,0.049316,0.000832,0.014017,0.000384,0.001408,0.001056,0.000352,1.463496
1.210263,0.203470,0.005121,0.048771,0.000864,0.013825,0.000416,0.001409,0.000992,0.000352,1.492651
1.212759,0.203375,0.005056,0.048292,0.000832,0.013409,0.000384,0.001440,0.000992,0.000384,1.494251
1.209175,0.203823,0.005056,0.048804,0.000864,0.013441,0.000384,0.001472,0.001056,0.000416,1.491179
1.187189,0.203407,0.005056,0.047555,0.000833,0.013473,0.000416,0.001440,0.000992,0.000384,1.468361
1.233688,0.203503,0.005216,0.047012,0.000864,0.013441,0.000384,0.001408,0.000992,0.000352,1.514412
1.209719,0.203598,0.005249,0.047235,0.000800,0.013441,0.000384,0.001409,0.000960,0.000352,1.490315
1.228216,0.203503,0.005056,0.046947,0.000769,0.013441,0.000384,0.001408,0.000928,0.000320,1.508108
1.170995,0.203566,0.005025,0.047427,0.000768,0.013633,0.000384,0.001440,0.001056,0.000417,1.453640
1.206742,0.203599,0.005120,0.046787,0.000833,0.013697,0.000384,0.001440,0.001120,0.000416,1.487659
1.268987,0.208847,0.005921,0.048675,0.000832,0.013985,0.000352,0.001792,0.001793,0.000768,1.563312
1.199030,0.205839,0.005312,0.049252,0.000800,0.013665,0.000544,0.001728,0.000960,0.000352,1.484970
1.274940,0.209807,0.005569,0.048963,0.000800,0.013985,0.000352,0.001824,0.002209,0.000800,1.570385
1.190453,0.204527,0.005600,0.048132,0.000768,0.013569,0.000576,0.001440,0.001120,0.000352,1.474345
1.230296,0.203150,0.005345,0.048003,0.000768,0.014337,0.000384,0.001472,0.001472,0.000449,1.513613
1.198869,0.203246,0.005249,0.047939,0.000768,0.013953,0.000384,0.001440,0.001377,0.000352,1.481642
1.239065,0.203279,0.005792,0.048068,0.000832,0.013569,0.000352,0.001408,0.001184,0.000416,1.522733
1.197590,0.203951,0.005344,0.050020,0.000832,0.013569,0.000352,0.001504,0.001216,0.000416,1.482699
1.228664,0.203599,0.005248,0.049764,0.000832,0.014081,0.000384,0.001440,0.001152,0.000352,1.513548
1.218231,0.203854,0.005345,0.048099,0.000800,0.013761,0.000352,0.001505,0.001248,0.000320,1.501068
1.199510,0.203310,0.005313,0.048611,0.000768,0.014049,0.000352,0.001473,0.000992,0.000384,1.483050
1.242393,0.203983,0.005760,0.051204,0.000864,0.014145,0.000384,0.001536,0.001120,0.000352,1.529998
1.228920,0.204015,0.005664,0.048515,0.000800,0.014241,0.000384,0.001536,0.000992,0.000384,1.513548
1.218967,0.203343,0.005120,0.048708,0.000800,0.013537,0.000384,0.001472,0.001056,0.000416,1.501867
1.220952,0.207727,0.005184,0.048996,0.000800,0.013761,0.000352,0.001536,0.001088,0.000384,1.509196
1.207415,0.220752,0.005312,0.049476,0.000832,0.013569,0.000352,0.001472,0.000992,0.000384,1.508876
1.229176,0.203214,0.005121,0.048419,0.000832,0.013793,0.000416,0.001440,0.000992,0.000384,1.512268
1.174164,0.203503,0.005088,0.048132,0.000832,0.013569,0.000416,0.001472,0.000960,0.000384,1.456872
1.227352,0.204431,0.005088,0.047651,0.000832,0.013408,0.000385,0.001504,0.001152,0.000384,1.510252
1.202198,0.204046,0.005249,0.048387,0.000832,0.013825,0.000384,0.001441,0.000992,0.000416,1.485738
1.231960,0.203631,0.005184,0.048068,0.000768,0.013889,0.000352,0.001472,0.001152,0.000384,1.515308
1.195637,0.204239,0.005088,0.047876,0.000800,0.013473,0.000384,0.001376,0.001088,0.000384,1.478793
1.257882,0.203567,0.004992,0.048132,0.000800,0.013473,0.000352,0.001376,0.001088,0.000352,1.540142
1.215575,0.203886,0.005153,0.048931,0.000800,0.013377,0.000416,0.001377,0.001152,0.000384,1.499115
1.193365,0.203919,0.005472,0.048484,0.000800,0.032962,0.000672,0.001473,0.001088,0.000416,1.497611
1.194582,0.204110,0.005089,0.048419,0.000832,0.013953,0.000384,0.001409,0.001024,0.000320,1.478154
1.187989,0.203215,0.005120,0.048644,0.000832,0.013537,0.000384,0.001472,0.001184,0.000416,1.472233
1.244281,0.203950,0.005217,0.048387,0.000768,0.013537,0.000352,0.001440,0.001056,0.000353,1.527598
1.185940,0.204174,0.005345,0.048739,0.000640,0.013441,0.000352,0.001377,0.001024,0.000384,1.469481
1.249881,0.204303,0.005408,0.048196,0.000768,0.013473,0.000384,0.001408,0.000992,0.000352,1.532077
1.190805,0.203726,0.005153,0.049571,0.000832,0.013761,0.000416,0.001376,0.001024,0.000384,1.475402
1.206742,0.219792,0.005408,0.048260,0.000832,0.013633,0.000384,0.001408,0.001056,0.000352,1.505675
1.217111,0.203471,0.009184,0.048612,0.000832,0.013377,0.000352,0.001408,0.000992,0.000384,1.503051
1.205046,0.203214,0.005057,0.049123,0.000800,0.013473,0.000384,0.001408,0.000992,0.000352,1.487914
1.240537,0.203406,0.005121,0.048227,0.000800,0.013409,0.000384,0.001440,0.001089,0.000352,1.522477
1.188148,0.203694,0.005569,0.047971,0.000800,0.013345,0.000384,0.001440,0.000960,0.000384,1.470984
1.228471,0.203918,0.005281,0.048227,0.000800,0.013345,0.000352,0.001408,0.001089,0.000384,1.511596
1.169587,0.203471,0.005280,0.047876,0.000832,0.013505,0.000384,0.001408,0.001056,0.000384,1.452487
1.229080,0.204239,0.005312,0.048388,0.000832,0.013409,0.000352,0.001408,0.000992,0.000352,1.512300
1.147410,0.203343,0.005024,0.048548,0.000832,0.013729,0.000352,0.001376,0.000960,0.000384,1.429990
1.233016,0.204078,0.005185,0.048227,0.000800,0.013441,0.000384,0.001472,0.001184,0.000384,1.515820
1.187028,0.203503,0.005408,0.048676,0.000768,0.014081,0.000352,0.001472,0.001024,0.000256,1.469864
1.222359,0.203823,0.005280,0.048996,0.000832,0.013665,0.000416,0.001344,0.001024,0.000352,1.505163
1.185364,0.203118,0.005441,0.048323,0.000800,0.013505,0.000448,0.001344,0.000896,0.000384,1.466472
1.165875,0.202895,0.005440,0.047459,0.000704,0.013537,0.000417,0.001344,0.000832,0.000352,1.445447
1.232280,0.204238,0.005056,0.047683,0.000896,0.013665,0.000384,0.001377,0.000960,0.000416,1.513452
1.169300,0.205518,0.005025,0.047299,0.000768,0.013377,0.000448,0.001440,0.000864,0.000352,1.451304
1.187765,0.203790,0.005024,0.047331,0.000800,0.013441,0.000320,0.001409,0.000960,0.000352,1.469257
1.176084,0.203406,0.005089,0.047619,0.000800,0.013441,0.000352,0.001409,0.000896,0.000384,1.456200
1.208598,0.203119,0.005088,0.047268,0.000832,0.013345,0.000352,0.001408,0.001024,0.000352,1.489354
1.223991,0.203567,0.005056,0.047460,0.000800,0.013409,0.000352,0.001408,0.001024,0.000320,1.504587
1.169203,0.203951,0.005376,0.047299,0.000800,0.013697,0.000384,0.001376,0.000928,0.000352,1.450471
1.175156,0.225264,0.008417,0.048963,0.000800,0.013569,0.000640,0.001473,0.000928,0.000256,1.483850
1.175732,0.202990,0.005409,0.047907,0.000576,0.013537,0.000384,0.001408,0.000929,0.000352,1.455688
1.215415,0.202895,0.005440,0.047651,0.000672,0.013313,0.000416,0.001408,0.000896,0.000384,1.494827
1.254521,0.203279,0.005088,0.046980,0.000800,0.013569,0.000352,0.001408,0.001088,0.000320,1.534189
1.204118,0.203406,0.005057,0.047203,0.000768,0.013409,0.000384,0.001408,0.000768,0.000352,1.484009
1.214422,0.203087,0.005088,0.047204,0.000800,0.013697,0.000352,0.001440,0.000864,0.000288,1.494090
1.174835,0.203375,0.005056,0.047492,0.000800,0.013345,0.000384,0.001376,0.000960,0.000416,1.455015
1.199765,0.224047,0.005632,0.047747,0.000832,0.013921,0.000417,0.001536,0.001120,0.000384,1.504139
1.189621,0.203631,0.005024,0.050180,0.000800,0.013569,0.000352,0.001408,0.000960,0.000352,1.474281
1.216502,0.204335,0.005472,0.048580,0.000800,0.013921,0.000352,0.001504,0.000992,0.000416,1.499562
1.213238,0.203407,0.005024,0.049252,0.000736,0.013761,0.000384,0.001440,0.000896,0.000384,1.495562
1.217975,0.204046,0.005025,0.048771,0.000800,0.013889,0.000416,0.001345,0.000896,0.000416,1.501003
1.259994,0.203758,0.005089,0.048547,0.000832,0.013505,0.000384,0.001344,0.000961,0.000352,1.542670
1.218871,0.203663,0.005024,0.048068,0.000832,0.013537,0.000416,0.001408,0.000992,0.000352,1.501515
1.236568,0.203855,0.005120,0.047715,0.000833,0.013665,0.000416,0.001376,0.000992,0.000352,1.518604
1.234616,0.204047,0.005504,0.047492,0.000832,0.013537,0.000384,0.001408,0.000992,0.000352,1.517420
1.170579,0.203374,0.005153,0.067908,0.001121,0.013857,0.000352,0.001440,0.001024,0.000384,1.473929
1.180788,0.203694,0.005056,0.048964,0.000832,0.013505,0.000384,0.001344,0.000960,0.000384,1.463720
1.192309,0.203439,0.005152,0.048164,0.000864,0.013441,0.000416,0.001344,0.001024,0.000352,1.474889
1.246744,0.204334,0.005313,0.048259,0.000800,0.013473,0.000384,0.001472,0.001056,0.000384,1.530220
1.189269,0.203823,0.005120,0.048739,0.000832,0.013408,0.000385,0.001408,0.001152,0.000384,1.471945
1.253401,0.203279,0.005056,0.048036,0.000832,0.013473,0.000352,0.001440,0.001088,0.000352,1.534893
