Layer[0],Layer[1],TEE[2-7],Layer[8],Layer[9],Layer[10],classifier
0.420432,0.017665,0.731677,0.002208,0.001088,0.000608,1.180494
0.420592,0.017473,0.764222,0.003392,0.001184,0.000416,1.213103
0.441617,0.017568,0.742941,0.002400,0.001088,0.000416,1.211856
0.420337,0.017537,0.735773,0.002368,0.001120,0.000384,1.182991
0.420497,0.017888,0.725821,0.002528,0.001120,0.000416,1.174350
0.437361,0.017697,0.777631,0.002528,0.001216,0.000352,1.243857
0.420113,0.017505,0.749277,0.002304,0.001088,0.000384,1.198672
0.416656,0.017537,0.741821,0.002496,0.001024,0.000352,1.185966
0.415504,0.017633,0.723196,0.002336,0.001088,0.000352,1.166317
0.420464,0.017601,0.717436,0.002464,0.001152,0.000352,1.166797
0.416016,0.017761,0.758462,0.002944,0.001120,0.000640,1.204271
0.420560,0.017409,0.746686,0.003072,0.001184,0.000416,1.195567
0.420272,0.017665,0.740541,0.002560,0.001120,0.000352,1.188014
0.415409,0.017568,0.748414,0.003040,0.001120,0.000416,1.192495
0.414992,0.017761,0.736349,0.002304,0.001216,0.000384,1.179310
0.419952,0.017473,0.740381,0.002336,0.001024,0.000384,1.187406
0.439473,0.017761,0.747582,0.003168,0.001216,0.000384,1.218320
0.416176,0.017472,0.737405,0.002272,0.001056,0.000416,1.180814
0.419825,0.017664,0.733533,0.002272,0.001024,0.000352,1.181006
0.446738,0.017568,0.731325,0.002272,0.001056,0.000416,1.206480
0.420721,0.018401,0.755870,0.002848,0.001120,0.000416,1.205520
0.420465,0.017408,0.764862,0.002752,0.001056,0.000352,1.213008
0.420336,0.018081,0.753534,0.002368,0.001120,0.000384,1.200911
0.420048,0.017441,0.762270,0.002304,0.000992,0.000384,1.208591
0.420784,0.017697,0.780639,0.002144,0.001152,0.000352,1.228720
0.415920,0.017761,0.746077,0.002368,0.001152,0.000576,1.190735
0.416881,0.017472,0.737597,0.002337,0.001056,0.000352,1.181903
0.420017,0.017600,0.768830,0.003040,0.001248,0.000384,1.217456
0.419856,0.017441,0.729981,0.002240,0.001120,0.000384,1.176622
0.421488,0.017985,0.743645,0.002336,0.001120,0.000352,1.193839
0.434865,0.017665,0.768318,0.003136,0.001216,0.000416,1.233169
0.415249,0.017760,0.734493,0.002400,0.001089,0.000352,1.177519
0.420048,0.017632,0.737565,0.002080,0.001024,0.000321,1.184463
0.415409,0.017856,0.737278,0.002272,0.001024,0.000384,1.180015
0.419761,0.017216,0.728029,0.002240,0.001024,0.000352,1.174350
0.419728,0.017729,0.766558,0.002369,0.001056,0.000352,1.215152
0.420177,0.017728,0.737725,0.002497,0.001120,0.000416,1.185167
0.415184,0.017440,0.752542,0.002304,0.001184,0.000416,1.196207
0.416337,0.017632,0.782814,0.002592,0.001121,0.000352,1.227985
0.419953,0.017793,0.738493,0.002272,0.001184,0.000384,1.188335
0.417041,0.017825,0.739709,0.002400,0.001088,0.000416,1.184847
0.420208,0.017825,0.753854,0.003072,0.001248,0.000384,1.204144
0.420529,0.017505,0.746333,0.002304,0.001120,0.000640,1.194671
0.419888,0.017825,0.726077,0.002368,0.001184,0.000608,1.173518
0.433073,0.017632,0.776223,0.002304,0.001120,0.000384,1.237040
0.420400,0.017504,0.749278,0.002592,0.001088,0.000352,1.199535
0.417840,0.017857,0.767454,0.002880,0.001152,0.000352,1.215152
0.416976,0.017793,0.754462,0.002688,0.001184,0.000384,1.202543
0.420432,0.017505,0.744925,0.002528,0.001152,0.000384,1.193231
0.421520,0.017665,0.767038,0.002272,0.001184,0.000384,1.217231
0.414417,0.017632,0.742494,0.002432,0.001184,0.000416,1.184591
0.419728,0.017824,0.735549,0.002304,0.001088,0.000384,1.183086
0.420240,0.017664,0.760606,0.003392,0.001312,0.000416,1.209615
0.415536,0.017473,0.744285,0.003200,0.001120,0.000384,1.188271
0.420273,0.017504,0.746142,0.002496,0.001056,0.000320,1.193551
0.437585,0.017825,0.751741,0.002496,0.001088,0.000416,1.217839
0.415728,0.017824,0.735645,0.002368,0.001120,0.000384,1.178798
0.420625,0.017537,0.740445,0.002240,0.001088,0.000352,1.189199
0.420720,0.017568,0.716188,0.002336,0.001056,0.000352,1.165294
0.416336,0.017569,0.736477,0.002208,0.001056,0.000352,1.180046
0.419665,0.017537,0.757182,0.003392,0.001216,0.000384,1.205904
0.420241,0.017953,0.739741,0.002432,0.000992,0.000384,1.188015
0.419632,0.017793,0.738589,0.002304,0.000992,0.000384,1.185870
0.420113,0.017857,0.760030,0.003264,0.001120,0.000416,1.209168
0.416273,0.017601,0.728572,0.002240,0.001121,0.000416,1.172463
0.415729,0.017729,0.742813,0.002400,0.001184,0.000384,1.187439
0.420112,0.017697,0.750173,0.002208,0.001024,0.000352,1.197391
0.421137,0.017665,0.738493,0.002240,0.001024,0.000352,1.186511
0.420336,0.017761,0.721021,0.002368,0.001056,0.000352,1.169358
0.438577,0.017921,0.765758,0.002912,0.001152,0.000416,1.232017
0.419792,0.017600,0.741213,0.002433,0.001120,0.000384,1.188271
0.420433,0.017665,0.718908,0.002144,0.001024,0.000352,1.166926
0.420433,0.017569,0.737725,0.002400,0.001056,0.000416,1.185487
0.420080,0.018209,0.724284,0.002465,0.001056,0.000416,1.172974
0.420049,0.017569,0.756637,0.002497,0.001120,0.000352,1.204656
0.420017,0.017952,0.739069,0.002336,0.001152,0.000320,1.187983
0.420657,0.017633,0.740573,0.002272,0.001056,0.000384,1.188847
0.420720,0.017504,0.751262,0.002336,0.001088,0.000352,1.200463
0.420496,0.017793,0.727805,0.002368,0.001120,0.000384,1.176974
0.420016,0.017473,0.741629,0.002400,0.001120,0.000384,1.189838
0.421137,0.017664,0.742878,0.002272,0.001152,0.000352,1.192591
0.415985,0.017600,0.746910,0.002464,0.000960,0.000384,1.190479
0.415312,0.017921,0.740285,0.002432,0.001056,0.000352,1.183630
0.435185,0.017536,0.744766,0.002624,0.001184,0.000576,1.208144
0.415728,0.017729,0.742781,0.002432,0.001120,0.000384,1.186862
0.421009,0.017889,0.752701,0.002529,0.001184,0.000416,1.201424
0.420593,0.017825,0.748797,0.002400,0.001152,0.000352,1.198191
0.420912,0.017729,0.732349,0.002496,0.001184,0.000416,1.181678
0.421744,0.017952,0.775807,0.002400,0.001088,0.000416,1.227184
0.420592,0.017472,0.743005,0.002368,0.001152,0.000416,1.191983
0.420817,0.017697,0.747133,0.003168,0.001088,0.000320,1.196975
0.416080,0.017825,0.764638,0.003040,0.001121,0.000352,1.210640
0.416144,0.017537,0.739965,0.002560,0.001024,0.000608,1.183343
0.420656,0.017728,0.735613,0.002464,0.001120,0.000384,1.185007
0.438641,0.017889,0.752446,0.002400,0.001152,0.000384,1.219056
0.419441,0.017825,0.737373,0.002336,0.001152,0.000416,1.185487
0.420144,0.017889,0.747005,0.002272,0.001216,0.000384,1.195599
0.420368,0.017697,0.752574,0.002656,0.001088,0.000384,1.200815
0.420880,0.017825,0.745469,0.002336,0.001088,0.000385,1.195600
0.420945,0.017920,0.754590,0.002912,0.001120,0.000416,1.204783
0.420176,0.017825,0.748157,0.002209,0.001088,0.000352,1.195599
0.420432,0.017664,0.740925,0.002241,0.000992,0.000384,1.188047
0.420465,0.017728,0.760862,0.002816,0.001248,0.000449,1.209648
0.420593,0.017473,0.742653,0.002464,0.001216,0.000416,1.191023
0.421425,0.017441,0.744893,0.002528,0.000992,0.000384,1.194735
0.420272,0.017889,0.757438,0.002400,0.001024,0.000352,1.206031
0.420272,0.017761,0.741917,0.002432,0.001056,0.000384,1.189646
0.420848,0.018497,0.742141,0.002272,0.001088,0.000352,1.191470
0.451122,0.017601,0.741661,0.003040,0.001280,0.000384,1.222160
0.421777,0.017601,0.730589,0.003104,0.001216,0.000384,1.181039
0.421649,0.017697,0.744285,0.002368,0.001120,0.000384,1.194319
0.420561,0.017824,0.741278,0.003456,0.001184,0.000384,1.190927
0.420145,0.017505,0.748253,0.002240,0.001120,0.000672,1.196527
0.420529,0.017760,0.766879,0.002752,0.001152,0.000352,1.215408
0.421009,0.017824,0.753630,0.002464,0.001152,0.000320,1.203951
0.420816,0.017569,0.746589,0.002464,0.001024,0.000352,1.196207
0.421361,0.017504,0.791551,0.003552,0.001280,0.000448,1.243089
0.416176,0.017569,0.729725,0.002560,0.001120,0.000384,1.174478
0.421104,0.017633,0.747837,0.002528,0.001184,0.000384,1.198159
0.433265,0.017920,0.740509,0.003392,0.001184,0.000640,1.205040
0.419921,0.017729,0.740989,0.002496,0.001120,0.000352,1.189839
0.416208,0.017856,0.736317,0.002816,0.001024,0.000416,1.181391
0.421968,0.017473,0.766174,0.002592,0.001248,0.000352,1.217071
0.420496,0.017761,0.740061,0.002464,0.001184,0.000352,1.188655
0.421008,0.017792,0.762942,0.002624,0.001120,0.000416,1.213232
0.420753,0.017952,0.743902,0.003104,0.001152,0.000352,1.193263
0.421168,0.017697,0.730045,0.002272,0.001120,0.000384,1.179310
0.417105,0.017761,0.774686,0.002976,0.001216,0.000416,1.222288
0.420529,0.017536,0.735932,0.002496,0.001152,0.000384,1.185327
0.420881,0.017793,0.745501,0.002592,0.001088,0.000320,1.194895
0.420977,0.017761,0.754589,0.002464,0.001088,0.000384,1.203632
0.416560,0.017793,0.745469,0.002496,0.001152,0.000384,1.190319
0.415888,0.017569,0.742397,0.002368,0.001184,0.000288,1.186030
0.437489,0.018081,0.738845,0.002592,0.001088,0.000608,1.205359
0.420816,0.017568,0.737085,0.002240,0.001088,0.000352,1.186863
0.420689,0.017760,0.747389,0.002464,0.001152,0.000576,1.196687
0.415472,0.018081,0.745597,0.002529,0.001056,0.000384,1.189519
0.420945,0.017601,0.733372,0.002624,0.001120,0.000384,1.183311
0.416817,0.017664,0.756318,0.002432,0.001056,0.000416,1.201807
0.420432,0.017441,0.735773,0.002368,0.001120,0.000384,1.183406
0.419953,0.017600,0.735197,0.002497,0.000992,0.000384,1.182639
0.420176,0.017953,0.762494,0.002464,0.000992,0.000352,1.210415
0.420464,0.017504,0.735165,0.002240,0.001024,0.000384,1.181806
0.416048,0.017857,0.721340,0.002880,0.001056,0.000416,1.165421
0.415857,0.033729,0.744957,0.002144,0.001120,0.000384,1.205872
0.420721,0.017665,0.736573,0.002816,0.000960,0.000384,1.185743
0.415888,0.017632,0.736509,0.002560,0.000992,0.000384,1.179887
0.459794,0.018049,0.818016,0.004128,0.003200,0.000800,1.316467
0.417489,0.017696,0.754365,0.003552,0.001024,0.000384,1.201328
0.417680,0.017697,0.777919,0.002720,0.002272,0.000576,1.229424
0.416048,0.017601,0.745181,0.002624,0.000928,0.000353,1.188623
0.416177,0.018016,0.755102,0.002304,0.000800,0.000352,1.198319
0.415824,0.017665,0.765662,0.003776,0.001120,0.000448,1.210192
0.415248,0.017889,0.747389,0.002689,0.001024,0.000352,1.189807
0.415569,0.017664,0.737757,0.003745,0.001120,0.000384,1.182735
0.415377,0.017697,0.747453,0.003648,0.000992,0.000384,1.191439
0.415216,0.017505,0.758110,0.003584,0.000992,0.000352,1.200975
0.415984,0.017857,0.725404,0.002240,0.001089,0.000352,1.169646
0.437265,0.017633,0.735997,0.002368,0.001088,0.000352,1.201199
0.415824,0.017857,0.736605,0.002368,0.001088,0.000384,1.181134
0.419888,0.017569,0.739965,0.002272,0.001120,0.000384,1.187406
0.418960,0.017537,0.740509,0.002464,0.001120,0.000384,1.187406
0.420112,0.017665,0.733917,0.002304,0.001120,0.000352,1.181038
0.415313,0.017792,0.754206,0.002336,0.001088,0.000352,1.197167
0.419697,0.017472,0.739262,0.002624,0.001120,0.000352,1.187631
0.419792,0.017761,0.737885,0.002272,0.001184,0.000352,1.184814
0.420176,0.017473,0.759486,0.002432,0.001120,0.000384,1.207951
0.416305,0.017600,0.741470,0.002432,0.001152,0.000384,1.185743
0.420016,0.017921,0.738493,0.002208,0.001152,0.000352,1.185582
0.421744,0.017409,0.742173,0.002272,0.001249,0.000352,1.191247
0.420400,0.017729,0.728573,0.002144,0.001120,0.000384,1.176718
0.420176,0.018209,0.734045,0.002496,0.001024,0.000384,1.181998
0.435377,0.017633,0.726813,0.002464,0.001152,0.000384,1.189679
0.416304,0.017761,0.740413,0.002400,0.001152,0.000352,1.184238
0.420592,0.017632,0.747454,0.002464,0.001408,0.000352,1.197711
0.422321,0.017793,0.746141,0.002528,0.001088,0.000416,1.196143
0.422512,0.017313,0.739165,0.002592,0.001024,0.000352,1.188271
0.421041,0.017633,0.764222,0.002624,0.001152,0.000352,1.214448
0.420721,0.017761,0.741629,0.002336,0.001248,0.000384,1.190287
0.421009,0.017536,0.761662,0.002273,0.001120,0.000384,1.209968
0.420272,0.017729,0.758014,0.002336,0.001056,0.000384,1.205743
0.420369,0.017728,0.745598,0.002720,0.001120,0.000384,1.193775
0.421713,0.017761,0.728668,0.002272,0.001120,0.000416,1.177806
0.422001,0.032513,0.771135,0.003392,0.001088,0.000384,1.237873
0.420977,0.017792,0.739614,0.002240,0.001120,0.000416,1.189135
0.416336,0.017505,0.729981,0.003392,0.001088,0.000384,1.175118
0.432465,0.017761,0.758878,0.002496,0.001088,0.000416,1.219696
0.421648,0.017696,0.745566,0.002784,0.001120,0.000384,1.196143
0.420977,0.017536,0.740766,0.002624,0.001120,0.000416,1.190447
0.421617,0.017601,0.727228,0.002528,0.001216,0.000384,1.177006
0.420401,0.017665,0.738781,0.002208,0.001216,0.000352,1.186095
0.419856,0.017697,0.763742,0.002720,0.001152,0.000352,1.211023
0.415824,0.017441,0.735069,0.002496,0.000992,0.000352,1.178574
0.420465,0.017696,0.733693,0.002464,0.001248,0.000385,1.183311
0.421649,0.017601,0.759006,0.003008,0.001184,0.000384,1.210096
0.421233,0.017504,0.731005,0.002496,0.001184,0.000384,1.179726
0.415632,0.017504,0.748990,0.002464,0.001120,0.000384,1.191823
0.447089,0.017504,0.751230,0.002464,0.001088,0.000384,1.226800
0.419760,0.017760,0.738717,0.002336,0.001120,0.000384,1.186095
0.420113,0.017505,0.739581,0.002432,0.001152,0.000416,1.187471
0.439313,0.017665,0.774174,0.002464,0.001120,0.000352,1.241425
0.420528,0.017473,0.727868,0.002208,0.001152,0.000384,1.175086
0.415568,0.017665,0.727165,0.002176,0.001088,0.000416,1.169614
0.420497,0.017633,0.744221,0.002272,0.001152,0.000352,1.193551
0.420625,0.017665,0.722492,0.002336,0.001120,0.000384,1.171118
0.420529,0.017664,0.757117,0.002624,0.001217,0.000384,1.205904
0.420432,0.017825,0.727133,0.002400,0.001120,0.000384,1.176430
0.420048,0.017569,0.735997,0.003232,0.000992,0.000384,1.184110
0.419601,0.017569,0.744061,0.002272,0.001056,0.000352,1.191087
