Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-10],classifier
0.417585,0.017569,0.202568,0.004928,0.047426,0.000832,0.132805,0.891043
0.415888,0.017537,0.202760,0.004992,0.047554,0.000800,0.134885,0.890563
0.420656,0.017857,0.201928,0.004864,0.049538,0.000864,0.144806,0.906211
0.420529,0.017761,0.201992,0.005248,0.048322,0.000832,0.138245,0.899524
0.420112,0.017473,0.202120,0.004800,0.048034,0.000864,0.146278,0.910564
0.415184,0.017409,0.202280,0.005088,0.048226,0.000800,0.136421,0.889058
0.420592,0.017665,0.221128,0.005089,0.047970,0.000832,0.141573,0.937412
0.416177,0.017440,0.202280,0.004832,0.047906,0.001024,0.144742,0.897699
0.420016,0.017793,0.202344,0.005088,0.047970,0.000864,0.138501,0.895651
0.420656,0.017633,0.202184,0.004864,0.049026,0.000800,0.136166,0.901955
0.416976,0.017473,0.202408,0.005056,0.049026,0.000832,0.133349,0.899651
0.415633,0.017728,0.202216,0.004801,0.048385,0.000832,0.132101,0.890019
0.415248,0.017665,0.202247,0.004832,0.048258,0.000576,0.120164,0.874754
0.415728,0.017856,0.217257,0.005088,0.047554,0.000608,0.173927,0.944453
0.416496,0.017473,0.202280,0.004768,0.048130,0.000576,0.146149,0.912387
0.415216,0.017825,0.201832,0.004864,0.047778,0.000864,0.138854,0.892323
0.416817,0.018016,0.202344,0.004833,0.047873,0.000736,0.126756,0.889059
0.427857,0.017536,0.201832,0.004736,0.047170,0.000832,0.129189,0.898019
0.416848,0.017985,0.202024,0.004992,0.047970,0.000864,0.155398,0.909380
0.416624,0.017569,0.202472,0.004800,0.048866,0.000832,0.134757,0.895011
0.415697,0.017920,0.202600,0.004929,0.062306,0.000736,0.131525,0.903236
0.415569,0.017664,0.203208,0.004897,0.048961,0.000832,0.139462,0.893827
0.415600,0.017601,0.203208,0.004768,0.047970,0.000800,0.122661,0.877602
0.415728,0.017441,0.202216,0.004864,0.047298,0.000640,0.135909,0.890819
0.431697,0.017633,0.202184,0.004832,0.048162,0.000768,0.140454,0.910404
0.416017,0.017792,0.202504,0.005121,0.048097,0.001025,0.148901,0.908996
0.415761,0.017504,0.202408,0.004801,0.048705,0.000640,0.144837,0.904932
0.415697,0.017440,0.202376,0.004768,0.047810,0.000832,0.159623,0.934245
0.415280,0.017569,0.202152,0.004800,0.047234,0.000672,0.130885,0.880962
0.415728,0.017441,0.202056,0.004768,0.047170,0.000768,0.156678,0.908867
0.420593,0.017825,0.202024,0.004832,0.047362,0.000768,0.134597,0.896388
0.450833,0.017824,0.206312,0.005057,0.050530,0.001088,0.153158,0.964709
0.416657,0.017728,0.203272,0.004961,0.048001,0.000833,0.157606,0.916868
0.416016,0.017505,0.202440,0.004832,0.048514,0.000832,0.135206,0.894435
0.415984,0.017569,0.203240,0.005024,0.047810,0.000832,0.126373,0.906339
0.416272,0.017729,0.202888,0.004864,0.048002,0.000800,0.144806,0.904099
0.417424,0.017761,0.202440,0.004800,0.050562,0.000832,0.136454,0.897091
0.415408,0.017537,0.202536,0.004928,0.048194,0.000832,0.124197,0.884930
0.440465,0.017761,0.202408,0.004864,0.048962,0.000768,0.130149,0.912228
0.415441,0.017600,0.203016,0.005249,0.047457,0.000800,0.131045,0.888963
0.415793,0.017664,0.202568,0.004800,0.047874,0.001088,0.112645,0.869058
0.416496,0.017697,0.202472,0.004832,0.047426,0.000608,0.119045,0.875074
0.415888,0.017793,0.202312,0.004800,0.047106,0.000960,0.119525,0.877154
0.415344,0.017472,0.202728,0.004896,0.047074,0.001056,0.129701,0.888227
0.420593,0.017953,0.202183,0.004833,0.047554,0.000800,0.129061,0.890243
0.420432,0.017921,0.217864,0.005153,0.047169,0.000768,0.135846,0.917508
0.416528,0.017761,0.202280,0.005152,0.047586,0.000800,0.136037,0.897955
0.420977,0.017697,0.202664,0.004832,0.047842,0.000608,0.131781,0.896067
0.416112,0.017601,0.202280,0.004800,0.047042,0.000832,0.133733,0.892067
0.421968,0.017665,0.202056,0.004896,0.047298,0.000800,0.138278,0.901763
0.420304,0.017952,0.202344,0.004992,0.048418,0.000832,0.135334,0.906115
0.420753,0.017664,0.201864,0.005057,0.047649,0.000800,0.134886,0.897251
0.420496,0.018081,0.221129,0.005440,0.047426,0.001056,0.141893,0.928228
0.416496,0.017729,0.202280,0.004832,0.048802,0.000800,0.135781,0.894659
0.420465,0.017825,0.202280,0.004832,0.048674,0.000768,0.131461,0.897476
0.416048,0.017697,0.202248,0.004832,0.049058,0.000800,0.131301,0.897539
0.420624,0.017985,0.202152,0.004800,0.049218,0.000832,0.135813,0.899715
0.416592,0.017569,0.202312,0.004896,0.048130,0.000832,0.130309,0.894211
0.420401,0.017889,0.202184,0.004768,0.049154,0.000800,0.135045,0.897635
0.439122,0.017664,0.202184,0.005377,0.048577,0.000865,0.137669,0.921828
0.420848,0.017537,0.202440,0.004800,0.047906,0.000832,0.131973,0.902755
0.416017,0.017696,0.202184,0.004865,0.047329,0.000768,0.125189,0.881411
0.421105,0.017952,0.201960,0.004832,0.047266,0.001024,0.126821,0.894371
0.415184,0.017761,0.201928,0.004832,0.047234,0.000800,0.157158,0.910371
0.415696,0.017697,0.201896,0.004896,0.048610,0.000832,0.133125,0.891522
0.419728,0.017665,0.202440,0.004800,0.047266,0.000768,0.128517,0.888227
0.440753,0.017825,0.202504,0.005088,0.049666,0.000864,0.141126,0.926756
0.415953,0.018241,0.202279,0.005025,0.048098,0.000832,0.128165,0.885859
0.420304,0.017537,0.202600,0.004896,0.049218,0.000832,0.132837,0.904932
0.420625,0.017824,0.202184,0.004833,0.048769,0.000800,0.131429,0.894979
0.415601,0.017728,0.201992,0.004865,0.048386,0.000832,0.132325,0.889283
0.420017,0.017505,0.205064,0.004800,0.047362,0.000992,0.134501,0.897027
0.415728,0.017537,0.202216,0.004800,0.047106,0.000864,0.131909,0.888034
0.450514,0.017824,0.202440,0.004960,0.047682,0.001024,0.138918,0.937861
0.420400,0.017441,0.202312,0.004832,0.047010,0.000768,0.133157,0.902115
0.419985,0.017696,0.202120,0.004864,0.046914,0.000736,0.130693,0.889667
0.420145,0.017568,0.202248,0.005056,0.047106,0.000800,0.134566,0.903107
0.420433,0.017697,0.202343,0.004897,0.047202,0.000576,0.137061,0.895267
0.419729,0.017632,0.202280,0.004865,0.046945,0.000865,0.132037,0.891843
0.420081,0.017537,0.203208,0.004768,0.047426,0.000768,0.135973,0.897251
0.435441,0.017633,0.202344,0.004992,0.046946,0.001024,0.128613,0.903172
0.420240,0.017761,0.202440,0.004992,0.046978,0.000704,0.129573,0.888035
0.415536,0.017537,0.202568,0.004864,0.046850,0.000768,0.130725,0.886818
0.415888,0.017537,0.202600,0.004864,0.047010,0.000768,0.154246,0.908771
0.422704,0.017921,0.202152,0.005280,0.047138,0.000832,0.161926,0.922532
0.415824,0.017537,0.202088,0.004864,0.047202,0.001024,0.146662,0.901091
0.415504,0.017665,0.202184,0.004864,0.047170,0.000800,0.130501,0.888163
0.420624,0.017601,0.217097,0.005216,0.046946,0.000800,0.149862,0.926308
0.416016,0.017440,0.202408,0.004864,0.047298,0.000960,0.159623,0.913348
0.415952,0.017633,0.201832,0.004896,0.046850,0.000800,0.147750,0.904291
0.420272,0.017729,0.202248,0.004832,0.047010,0.000800,0.128709,0.887138
0.420433,0.017472,0.202376,0.004833,0.047585,0.000832,0.146661,0.910180
0.419952,0.017440,0.202216,0.004896,0.046850,0.000768,0.126661,0.886371
0.415536,0.017505,0.202728,0.005024,0.047010,0.000768,0.118661,0.872098
0.419728,0.017632,0.222249,0.005184,0.047330,0.000768,0.129701,0.909092
0.419889,0.017537,0.202440,0.004864,0.046914,0.000800,0.150566,0.909348
0.416592,0.017537,0.203048,0.004992,0.048674,0.000800,0.130725,0.895427
0.415760,0.017377,0.202216,0.004832,0.046946,0.000832,0.133285,0.886147
0.420240,0.017473,0.202600,0.004896,0.047170,0.000800,0.125477,0.884034
0.415248,0.017697,0.202344,0.004832,0.047010,0.000864,0.127141,0.885027
0.415280,0.017761,0.205288,0.004864,0.046914,0.000768,0.130501,0.898595
0.419728,0.017697,0.220392,0.005025,0.046978,0.000640,0.132133,0.911651
0.415665,0.017696,0.202952,0.004993,0.047649,0.000640,0.129798,0.887907
0.421808,0.017665,0.202344,0.005024,0.047234,0.000800,0.141062,0.907939
0.416368,0.017825,0.202088,0.004800,0.049122,0.000640,0.130533,0.893379
0.428273,0.017793,0.202344,0.004800,0.047458,0.000832,0.138181,0.909540
0.415600,0.017761,0.202504,0.004800,0.047650,0.000640,0.127813,0.886146
0.415696,0.017728,0.201896,0.004800,0.047234,0.000672,0.129349,0.891107
0.415857,0.017472,0.202216,0.004769,0.046945,0.000833,0.153830,0.921284
0.415216,0.017697,0.202024,0.004768,0.047234,0.000800,0.131877,0.898563
0.420305,0.017696,0.202216,0.004993,0.046977,0.000768,0.129605,0.890819
0.420689,0.017729,0.202951,0.004801,0.047458,0.000768,0.136709,0.897859
0.437361,0.017857,0.203624,0.004992,0.047746,0.000832,0.163911,0.951845
0.421201,0.017537,0.202088,0.004864,0.047266,0.000800,0.135365,0.903172
0.419601,0.018049,0.202792,0.004896,0.046978,0.000800,0.135749,0.897444
0.420912,0.017569,0.202152,0.004800,0.066627,0.000768,0.134501,0.913891
0.421137,0.017600,0.202216,0.005024,0.046978,0.000832,0.133510,0.896899
0.420368,0.017569,0.202184,0.004864,0.049282,0.000832,0.134758,0.899747
0.416112,0.017569,0.202280,0.005248,0.047874,0.001024,0.137958,0.903715
0.436305,0.017761,0.202024,0.004864,0.047554,0.000736,0.135878,0.915236
0.421040,0.017537,0.201960,0.004768,0.047138,0.000832,0.143814,0.908163
0.415952,0.017665,0.202056,0.004864,0.047234,0.001024,0.132741,0.890019
0.417168,0.017536,0.221289,0.005088,0.047650,0.000768,0.136581,0.918980
0.419953,0.017984,0.204295,0.004832,0.048098,0.000832,0.127493,0.891299
0.415408,0.017505,0.202088,0.004832,0.049218,0.000768,0.131269,0.888963
0.415664,0.017665,0.201736,0.004832,0.047906,0.000864,0.134597,0.891235
0.432241,0.017888,0.202824,0.005057,0.047969,0.001056,0.152262,0.925508
0.421264,0.017473,0.201800,0.004800,0.048546,0.000800,0.147686,0.908515
0.420240,0.017729,0.203688,0.004800,0.047682,0.000832,0.143462,0.907459
0.421808,0.017761,0.220585,0.005088,0.047874,0.000800,0.145702,0.931268
0.416145,0.017568,0.202184,0.005185,0.047361,0.000864,0.137126,0.894019
0.420049,0.017665,0.202344,0.004800,0.046882,0.000832,0.130149,0.889603
0.420081,0.017473,0.202056,0.004800,0.046946,0.000768,0.176487,0.941637
0.420880,0.017697,0.202568,0.005024,0.046946,0.000800,0.135270,0.897347
0.416721,0.017696,0.202600,0.005088,0.047297,0.000800,0.128965,0.888483
0.420976,0.017537,0.202120,0.004992,0.047586,0.000768,0.151366,0.910372
0.420944,0.017665,0.220041,0.005184,0.047458,0.000768,0.178791,0.961253
0.415601,0.017568,0.201768,0.005024,0.047010,0.000896,0.159943,0.912612
0.420336,0.017473,0.202216,0.004832,0.047522,0.000768,0.130437,0.891619
0.419952,0.017505,0.201800,0.004768,0.046882,0.000768,0.146406,0.903715
0.420144,0.017824,0.201800,0.004800,0.047042,0.000928,0.144710,0.901347
0.415344,0.017761,0.201895,0.004993,0.047074,0.000800,0.144645,0.898819
0.420561,0.017440,0.202344,0.004833,0.047969,0.000800,0.150470,0.914628
0.414865,0.017728,0.217961,0.005088,0.047458,0.000800,0.150566,0.924645
0.415248,0.017569,0.201800,0.004800,0.047266,0.000800,0.146918,0.904227
0.420752,0.017921,0.202088,0.004832,0.047010,0.000704,0.133349,0.890467
0.415408,0.017665,0.201896,0.004896,0.048130,0.000832,0.151078,0.908867
0.421104,0.017761,0.201736,0.005056,0.049314,0.000832,0.135365,0.895683
0.420272,0.017665,0.201992,0.005216,0.048290,0.001024,0.130597,0.891619
0.419760,0.017601,0.201960,0.004928,0.049186,0.001056,0.142566,0.905571
0.414320,0.017537,0.220617,0.005248,0.047362,0.000992,0.131909,0.905636
0.418736,0.017633,0.201800,0.004832,0.047042,0.000992,0.135877,0.892547
0.415569,0.017632,0.201960,0.004832,0.047138,0.000768,0.150854,0.905188
0.420401,0.017856,0.202056,0.004864,0.048642,0.000704,0.130854,0.900003
0.420016,0.017441,0.202888,0.004768,0.047746,0.000768,0.170663,0.931396
0.419952,0.017729,0.201832,0.004864,0.047586,0.000768,0.147462,0.905699
0.419249,0.017696,0.202376,0.004801,0.047297,0.000800,0.135302,0.890979
0.416496,0.017729,0.232169,0.005376,0.047778,0.000800,0.135558,0.922564
0.420400,0.017665,0.202504,0.004800,0.046850,0.000832,0.130789,0.892547
0.420368,0.017857,0.202120,0.004768,0.046946,0.000800,0.136037,0.894947
0.420848,0.017921,0.202152,0.004800,0.046850,0.000768,0.174439,0.932804
0.415376,0.018017,0.202696,0.004864,0.046946,0.000800,0.146277,0.902339
0.420080,0.017857,0.201992,0.004832,0.046882,0.000800,0.141381,0.902147
0.415888,0.018017,0.202056,0.004832,0.047138,0.000768,0.147046,0.901411
0.420016,0.017953,0.221065,0.005440,0.046946,0.000736,0.163398,0.943749
0.420112,0.017345,0.202376,0.004768,0.047042,0.000800,0.132453,0.891523
0.415248,0.017857,0.202248,0.004960,0.047810,0.000800,0.148581,0.909475
0.422288,0.017953,0.203464,0.005184,0.048706,0.000864,0.189864,0.967781
0.422448,0.018177,0.202760,0.005024,0.048482,0.000864,0.171175,0.951077
0.418256,0.017953,0.202760,0.005216,0.048962,0.000864,0.168839,0.930148
0.420241,0.017761,0.202152,0.005056,0.048706,0.000800,0.133285,0.901700
0.435825,0.017665,0.201928,0.005056,0.048258,0.000832,0.160230,0.945445
0.420432,0.017601,0.202312,0.004800,0.048898,0.000832,0.132485,0.895811
0.420496,0.017377,0.202376,0.004800,0.049186,0.000800,0.138406,0.908035
0.420496,0.017505,0.218408,0.005217,0.049218,0.000800,0.130565,0.908739
0.414928,0.017696,0.202088,0.004864,0.047778,0.000800,0.175271,0.929925
0.420176,0.017729,0.202888,0.004864,0.047970,0.000736,0.132197,0.900451
0.420817,0.017729,0.201800,0.004864,0.047842,0.000832,0.146245,0.909156
0.436594,0.017504,0.202024,0.004768,0.047202,0.000768,0.161863,0.961478
0.420401,0.017760,0.201992,0.005440,0.047010,0.001024,0.133510,0.892515
0.415760,0.017825,0.201768,0.004800,0.047234,0.000800,0.132037,0.886179
0.420464,0.017889,0.219240,0.005056,0.047170,0.000800,0.151430,0.929092
0.416144,0.017473,0.202376,0.004832,0.048962,0.000800,0.149958,0.905955
0.421041,0.017376,0.202664,0.004832,0.048834,0.000800,0.146342,0.907748
0.416080,0.017697,0.201863,0.004832,0.048354,0.000832,0.148741,0.902851
0.415312,0.017697,0.202216,0.004864,0.048322,0.000832,0.136390,0.891203
0.420144,0.017696,0.202408,0.004832,0.048418,0.000992,0.146982,0.907267
0.420176,0.017536,0.202632,0.004832,0.047650,0.000768,0.175079,0.936101
0.415504,0.017665,0.217833,0.005088,0.047714,0.000800,0.148838,0.921028
0.420272,0.017728,0.201992,0.004800,0.047618,0.000832,0.131045,0.893059
0.420145,0.017472,0.202376,0.004865,0.047169,0.000832,0.124549,0.882083
0.419985,0.017920,0.201992,0.004865,0.047201,0.001024,0.127397,0.885091
0.420496,0.017473,0.202408,0.005024,0.047874,0.000800,0.149318,0.911907
0.420753,0.017505,0.202120,0.004992,0.048898,0.000800,0.131973,0.897828
0.415984,0.017697,0.201768,0.005184,0.048994,0.000768,0.129093,0.885666
0.415536,0.017921,0.221961,0.005184,0.047778,0.001024,0.151334,0.929700
0.415888,0.017409,0.203016,0.005024,0.047298,0.000992,0.133285,0.891266
0.420528,0.017569,0.202184,0.004864,0.047234,0.000800,0.130565,0.900003
0.420817,0.017344,0.202312,0.004801,0.047233,0.000800,0.130118,0.898499
0.420624,0.017345,0.201704,0.004800,0.047010,0.000768,0.168838,0.944644
0.415504,0.017473,0.203624,0.004896,0.046978,0.000800,0.146342,0.913027
0.415728,0.017696,0.201992,0.004992,0.046978,0.000992,0.135718,0.890595
0.420145,0.017633,0.220200,0.005185,0.047361,0.000800,0.137893,0.914564
0.415472,0.017441,0.202536,0.004832,0.048578,0.000768,0.140837,0.893731
0.421008,0.017697,0.202152,0.004768,0.047778,0.000832,0.172903,0.934852
0.420752,0.017505,0.201800,0.004832,0.047330,0.000832,0.162630,0.920004
0.416304,0.017537,0.202824,0.004800,0.046978,0.000800,0.128101,0.882082
0.420080,0.017537,0.202184,0.004832,0.047202,0.000640,0.137701,0.896867
0.420049,0.017664,0.202984,0.004833,0.046977,0.000576,0.144774,0.904964
0.419856,0.017505,0.221832,0.005153,0.047266,0.000608,0.137669,0.913699
0.419857,0.017632,0.203496,0.004865,0.046977,0.000576,0.130629,0.892483
0.420080,0.017409,0.202152,0.004800,0.046978,0.000800,0.135557,0.896227
0.419888,0.017633,0.201992,0.004800,0.047746,0.000800,0.129285,0.889411
0.420913,0.017537,0.202856,0.004800,0.048354,0.000800,0.172583,0.935941
0.420369,0.017696,0.202024,0.004833,0.047681,0.000736,0.129638,0.890339
0.420784,0.017761,0.201832,0.004864,0.047810,0.000800,0.146310,0.904867
0.415825,0.017664,0.232393,0.005409,0.047234,0.000704,0.128453,0.916228
0.420625,0.017569,0.202280,0.005024,0.046978,0.000832,0.134309,0.896644
0.420784,0.017472,0.202920,0.004800,0.047362,0.000832,0.141286,0.902083
0.420240,0.017601,0.201768,0.004992,0.047522,0.000832,0.142918,0.902819
0.421041,0.017696,0.202216,0.004801,0.046977,0.000768,0.125509,0.885763
0.420848,0.017537,0.202024,0.004800,0.047586,0.001024,0.152742,0.913155
0.420560,0.017505,0.202696,0.004864,0.047778,0.000864,0.134917,0.898499
0.421072,0.017472,0.221097,0.005184,0.047106,0.000576,0.155750,0.938405
0.419984,0.017761,0.202376,0.005024,0.047298,0.000768,0.147590,0.908419
0.420528,0.017537,0.202536,0.004800,0.047330,0.000768,0.126405,0.887106
0.416305,0.017664,0.202184,0.004864,0.047554,0.000800,0.129605,0.886083
0.420497,0.017473,0.202280,0.004800,0.047490,0.000992,0.129637,0.889987
0.420048,0.017729,0.201896,0.004800,0.046978,0.000800,0.144838,0.903235
0.415376,0.017473,0.202088,0.004992,0.047234,0.000832,0.131109,0.895907
0.420144,0.017664,0.221385,0.005152,0.047074,0.000832,0.151654,0.933317
0.415344,0.017633,0.202184,0.004800,0.047010,0.000800,0.144646,0.899203
0.415952,0.017441,0.202408,0.004832,0.047298,0.000800,0.134021,0.895651
0.416016,0.017760,0.201992,0.004800,0.046978,0.000736,0.131429,0.886787
0.434161,0.017537,0.202536,0.004800,0.046978,0.000832,0.133541,0.906755
0.415409,0.017440,0.201736,0.004800,0.047010,0.000768,0.149798,0.902148
0.419793,0.017472,0.201832,0.004896,0.046913,0.000800,0.129925,0.890275
0.416113,0.017728,0.219593,0.005152,0.047042,0.001024,0.130469,0.910436
0.419696,0.017601,0.202344,0.004832,0.047394,0.000768,0.126501,0.884002
0.420112,0.017633,0.201992,0.004832,0.046978,0.000928,0.136229,0.896291
0.420400,0.017633,0.202056,0.004768,0.047106,0.000800,0.134949,0.893251
0.431953,0.017697,0.202344,0.004800,0.046978,0.000768,0.138437,0.912964
0.416176,0.017601,0.202152,0.004896,0.048866,0.000832,0.148198,0.904291
0.416561,0.017440,0.202120,0.004896,0.047010,0.000992,0.150758,0.913892
0.420336,0.017889,0.202120,0.004896,0.065635,0.000832,0.137477,0.918340
0.414416,0.017505,0.202440,0.004800,0.047970,0.000608,0.143174,0.897635
0.415056,0.017505,0.202024,0.004832,0.048226,0.000800,0.134085,0.886915
0.415664,0.017760,0.202184,0.004832,0.047298,0.001056,0.142630,0.901635
0.438961,0.017760,0.202152,0.004832,0.047106,0.000992,0.148006,0.927557
0.415664,0.017889,0.201896,0.004864,0.046882,0.000800,0.145574,0.898691
0.415505,0.017536,0.201832,0.004769,0.046881,0.000800,0.134214,0.884579
0.421072,0.017473,0.203016,0.004832,0.048226,0.000800,0.163047,0.924452
0.420336,0.017505,0.202216,0.004832,0.047010,0.000800,0.147078,0.906179
0.415568,0.017697,0.202216,0.004832,0.046850,0.000672,0.134149,0.886787
0.415984,0.017697,0.201992,0.004800,0.046946,0.000832,0.140453,0.894051
0.436433,0.017761,0.202664,0.004800,0.048258,0.000864,0.140870,0.914244
0.420144,0.017472,0.201992,0.004768,0.048002,0.000768,0.128133,0.885795
0.415632,0.017761,0.201992,0.004832,0.047586,0.000768,0.144646,0.900163
0.420145,0.017665,0.202536,0.005024,0.047298,0.000800,0.168582,0.934341
0.415440,0.017537,0.204232,0.004864,0.047330,0.000768,0.135205,0.889635
0.419664,0.017825,0.202024,0.004864,0.046978,0.000608,0.146022,0.901955
0.415696,0.017665,0.202120,0.004800,0.047330,0.000800,0.152006,0.909059
0.438065,0.017697,0.202344,0.004864,0.048354,0.000800,0.132645,0.915748
0.420368,0.017473,0.201832,0.004832,0.047714,0.000768,0.148134,0.910819
0.416240,0.017632,0.201768,0.004768,0.047842,0.000704,0.148678,0.903364
0.419729,0.017504,0.201767,0.004897,0.048354,0.000800,0.171238,0.939173
0.419920,0.017793,0.202440,0.004864,0.046978,0.000992,0.149318,0.907619
0.420721,0.017697,0.202568,0.004832,0.047394,0.000576,0.142437,0.900836
0.420209,0.017505,0.202087,0.004833,0.046978,0.000608,0.148165,0.907492
0.437649,0.017889,0.202856,0.004800,0.046882,0.000576,0.136901,0.917156
0.415505,0.017792,0.201896,0.004864,0.047138,0.000608,0.131718,0.883939
0.416016,0.017888,0.202568,0.004832,0.047426,0.000800,0.143366,0.900707
0.420272,0.017793,0.202536,0.004960,0.048898,0.000768,0.169351,0.937764
0.420560,0.017825,0.201928,0.004800,0.048386,0.000832,0.134821,0.910083
0.420689,0.017921,0.202280,0.004832,0.048546,0.000864,0.147942,0.915172
0.420688,0.018465,0.202024,0.004768,0.048354,0.000800,0.147430,0.910531
0.432049,0.017729,0.202024,0.004768,0.048322,0.000800,0.130277,0.903620
0.416625,0.017569,0.202023,0.004833,0.047650,0.000800,0.131717,0.900612
0.420145,0.017472,0.202088,0.005025,0.047329,0.000833,0.147813,0.905892
0.419888,0.017697,0.201864,0.005216,0.047266,0.000512,0.183367,0.942181
0.416368,0.017665,0.201832,0.004992,0.046882,0.000576,0.127589,0.883170
0.420400,0.017537,0.202440,0.004992,0.047426,0.000800,0.148134,0.908771
0.420369,0.017696,0.201672,0.005025,0.048161,0.000768,0.126725,0.885859
0.434449,0.017729,0.202120,0.005056,0.048546,0.000832,0.151174,0.926565
0.416112,0.017665,0.201768,0.004832,0.048194,0.000832,0.135845,0.894595
0.416849,0.017504,0.201928,0.004768,0.048034,0.000640,0.142342,0.896259
0.420593,0.017760,0.202152,0.004832,0.047330,0.000608,0.166855,0.927460
0.416080,0.017729,0.201928,0.004864,0.047618,0.000608,0.127589,0.881442
0.420817,0.017856,0.202024,0.004897,0.047521,0.000608,0.142886,0.901923
0.420145,0.017889,0.201832,0.005056,0.047170,0.001024,0.145669,0.904964
0.439953,0.017889,0.201960,0.004832,0.047170,0.000608,0.146885,0.925316
0.420048,0.017857,0.201864,0.004832,0.047266,0.000832,0.140870,0.899971
0.420241,0.017472,0.201800,0.005057,0.048770,0.000640,0.148261,0.907908
0.420144,0.017504,0.202152,0.005120,0.048034,0.000800,0.169255,0.940453
0.420080,0.017697,0.201928,0.005216,0.048418,0.000832,0.143814,0.903427
0.415504,0.017569,0.202216,0.004896,0.048194,0.000800,0.147014,0.900867
0.415536,0.017953,0.202120,0.004864,0.047266,0.000800,0.144294,0.897219
0.434289,0.017985,0.202472,0.004832,0.047234,0.000768,0.141702,0.912388
0.416113,0.017728,0.202632,0.004865,0.046881,0.000736,0.125861,0.878755
0.420177,0.017696,0.202120,0.004832,0.046882,0.000800,0.159303,0.914596
0.417777,0.017504,0.203272,0.004801,0.047137,0.000832,0.135782,0.919204
0.421265,0.017793,0.202440,0.004864,0.047170,0.000768,0.140165,0.905348
0.416177,0.017728,0.202248,0.004865,0.047073,0.000832,0.157095,0.917444
0.416657,0.017920,0.202440,0.004833,0.047521,0.000800,0.137189,0.896899
0.434385,0.017857,0.202600,0.005056,0.048258,0.000832,0.134981,0.912196
0.420561,0.017664,0.202568,0.004865,0.048609,0.000832,0.138469,0.901379
