Layer[0],Layer[1],Layer[2],TEE[3-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415152,0.017505,0.202600,0.184007,0.048546,0.000672,0.014016,0.000416,0.001536,0.001089,0.000352,0.894628
0.416592,0.017345,0.202024,0.181703,0.048290,0.000832,0.013537,0.000416,0.001568,0.001120,0.000352,0.892483
0.415728,0.017761,0.202184,0.188423,0.048546,0.000800,0.013473,0.000416,0.001536,0.001056,0.000352,0.901059
0.433105,0.017697,0.202536,0.183783,0.048706,0.000832,0.013793,0.000416,0.001472,0.001088,0.000608,0.912740
0.415792,0.017665,0.202376,0.162342,0.048162,0.000800,0.014017,0.000384,0.001824,0.001152,0.000608,0.873762
0.415408,0.017921,0.202472,0.182119,0.048738,0.000800,0.013921,0.000384,0.001536,0.001120,0.000352,0.893059
0.415792,0.017793,0.202664,0.186215,0.048482,0.000576,0.013473,0.000416,0.001472,0.001120,0.000416,0.896931
0.415217,0.017793,0.202536,0.195271,0.048706,0.000640,0.013377,0.000384,0.001472,0.001152,0.000416,0.905380
0.416048,0.017665,0.202472,0.182695,0.048418,0.000640,0.013441,0.000384,0.001536,0.001088,0.000384,0.892643
0.415345,0.017568,0.202536,0.183592,0.048194,0.000608,0.013408,0.000416,0.001536,0.001088,0.000384,0.892547
0.433393,0.021441,0.202888,0.184071,0.048194,0.000768,0.013473,0.000384,0.001504,0.001056,0.000384,0.917124
0.415248,0.017249,0.202344,0.197095,0.047810,0.000832,0.013409,0.000416,0.001504,0.001024,0.000416,0.906179
0.416144,0.017921,0.202024,0.190055,0.049442,0.001024,0.013697,0.000480,0.001504,0.001120,0.000384,0.903299
0.416016,0.017632,0.202216,0.175367,0.048610,0.000640,0.013761,0.000416,0.001600,0.001088,0.000384,0.886019
0.416240,0.017697,0.202024,0.186919,0.048546,0.000608,0.013409,0.000384,0.001504,0.001024,0.000384,0.896643
0.415921,0.020961,0.202312,0.185959,0.047586,0.000640,0.013504,0.000384,0.001441,0.000832,0.000352,0.898052
0.415248,0.017441,0.201960,0.187623,0.047298,0.000576,0.013729,0.000416,0.001440,0.000992,0.000576,0.895747
0.442001,0.017985,0.202632,0.218697,0.048610,0.000832,0.014336,0.000384,0.001792,0.001441,0.000576,0.961254
0.418385,0.017729,0.202344,0.222920,0.049506,0.000832,0.013728,0.000608,0.001760,0.002016,0.000832,0.944645
0.419921,0.018049,0.203336,0.237353,0.049346,0.000928,0.014241,0.000384,0.002112,0.002816,0.000576,0.961926
0.415985,0.017696,0.229224,0.195687,0.049090,0.000896,0.013889,0.000384,0.001728,0.001568,0.000576,0.936325
0.415985,0.017888,0.201960,0.186344,0.048514,0.000832,0.013632,0.000384,0.001760,0.001152,0.000352,0.896867
0.416080,0.017761,0.202504,0.200136,0.048578,0.000864,0.014336,0.000416,0.001824,0.001408,0.000352,0.914851
0.416432,0.017953,0.202024,0.200232,0.050210,0.000928,0.013633,0.000416,0.001856,0.001216,0.000576,0.915460
0.415824,0.017761,0.202152,0.180071,0.050434,0.000832,0.013985,0.000416,0.001504,0.001472,0.000384,0.893571
0.415473,0.017952,0.202216,0.191240,0.048386,0.000832,0.013504,0.000352,0.001728,0.001313,0.000608,0.902148
0.415216,0.017729,0.202120,0.184679,0.048354,0.000832,0.013633,0.000416,0.001504,0.001184,0.000416,0.894371
0.435569,0.020001,0.202120,0.190919,0.049026,0.001024,0.013537,0.000416,0.001600,0.001152,0.000608,0.924388
0.415344,0.018017,0.202184,0.193480,0.049154,0.000800,0.013536,0.000448,0.001536,0.001184,0.000384,0.904803
0.415888,0.017793,0.201864,0.177127,0.048546,0.000832,0.013568,0.000384,0.001600,0.001120,0.000801,0.888579
0.417297,0.017920,0.202056,0.188424,0.048386,0.000832,0.014112,0.000384,0.001600,0.001280,0.000608,0.901540
0.417361,0.017792,0.203976,0.189352,0.048802,0.000832,0.013536,0.000416,0.001888,0.001120,0.000576,0.905380
0.416401,0.017409,0.202407,0.194215,0.048674,0.000896,0.013857,0.000384,0.001600,0.001152,0.000384,0.908196
0.416657,0.017921,0.201991,0.195848,0.048546,0.000864,0.013569,0.000416,0.001568,0.001056,0.000416,0.908036
0.433873,0.017569,0.202984,0.194216,0.048802,0.001088,0.014304,0.000416,0.001825,0.001120,0.000576,0.926597
0.415856,0.017761,0.201992,0.189607,0.048546,0.000864,0.013569,0.000416,0.001504,0.001120,0.000576,0.900451
0.415728,0.017505,0.201992,0.200391,0.048993,0.000833,0.013536,0.000416,0.001440,0.001120,0.000352,0.911779
0.415792,0.017857,0.201928,0.210216,0.048898,0.000832,0.013792,0.000352,0.001569,0.001216,0.000352,0.921412
0.415984,0.017985,0.202088,0.190471,0.048418,0.000864,0.013825,0.000384,0.001504,0.001312,0.000416,0.902595
0.416465,0.017377,0.201767,0.186600,0.048770,0.000864,0.013792,0.000384,0.001440,0.001089,0.000352,0.897796
0.416144,0.017505,0.202056,0.192648,0.048578,0.000800,0.013568,0.000384,0.001536,0.001152,0.000352,0.903267
0.431217,0.017889,0.201960,0.194440,0.048514,0.000832,0.013504,0.000384,0.001504,0.001088,0.000833,0.922213
0.416304,0.017281,0.202152,0.198472,0.048162,0.000832,0.013504,0.000352,0.001536,0.001312,0.000576,0.910531
0.416272,0.017921,0.202184,0.194088,0.049058,0.000864,0.014272,0.000416,0.001600,0.001121,0.000384,0.907236
0.416112,0.017921,0.218665,0.189703,0.048706,0.000832,0.013697,0.000416,0.001536,0.001248,0.000416,0.918052
0.415952,0.017920,0.202024,0.193032,0.049122,0.000832,0.013600,0.000416,0.001537,0.001184,0.000384,0.904900
0.415728,0.017761,0.202056,0.190920,0.049090,0.000800,0.013984,0.000384,0.001472,0.001248,0.000352,0.902595
0.637817,0.017984,0.555158,0.407920,0.123429,0.000800,0.078979,0.000896,0.001536,0.001216,0.000384,1.836777
0.415472,0.018016,0.201768,0.189224,0.048738,0.000864,0.013696,0.000384,0.001472,0.001152,0.000416,0.899907
0.416016,0.017953,0.202216,0.184359,0.048770,0.000800,0.013537,0.000384,0.001504,0.001184,0.000384,0.896067
0.415825,0.017857,0.221832,0.193864,0.049250,0.000832,0.013505,0.000416,0.001440,0.001120,0.000352,0.925541
0.416144,0.017920,0.202184,0.183111,0.048706,0.000832,0.013473,0.000384,0.001536,0.001184,0.000352,0.895619
0.416560,0.017889,0.202440,0.195207,0.049186,0.000896,0.013921,0.000416,0.001536,0.001408,0.000384,0.909571
0.416209,0.017664,0.203048,0.180999,0.048545,0.000800,0.014369,0.000416,0.001824,0.001152,0.000384,0.894307
0.415760,0.017761,0.201992,0.191431,0.048834,0.000832,0.013953,0.000416,0.001536,0.001120,0.000384,0.902691
0.416336,0.017760,0.201960,0.183687,0.048962,0.000800,0.013857,0.000416,0.001472,0.001344,0.000384,0.895875
0.416016,0.017633,0.202248,0.191592,0.048386,0.000800,0.013568,0.000416,0.001536,0.001152,0.000416,0.902019
0.433041,0.017665,0.202376,0.187751,0.048801,0.000800,0.013504,0.000416,0.001568,0.001248,0.000384,0.917220
0.415856,0.017856,0.201992,0.198248,0.048546,0.000832,0.013473,0.000416,0.001536,0.001152,0.000384,0.909412
0.415729,0.017856,0.202152,0.194408,0.050210,0.000640,0.013569,0.000448,0.001472,0.001280,0.000352,0.907172
0.416145,0.017728,0.202024,0.196680,0.048930,0.000800,0.032161,0.000832,0.001665,0.001184,0.000384,0.930597
0.416528,0.017761,0.202696,0.189671,0.049410,0.000832,0.013569,0.000416,0.001504,0.001184,0.000384,0.904099
0.416336,0.017761,0.202248,0.188551,0.049090,0.000864,0.014305,0.000384,0.001696,0.001152,0.000352,0.902147
0.416273,0.017664,0.201768,0.180519,0.048802,0.000864,0.013825,0.000416,0.001632,0.001120,0.000352,0.892227
0.431569,0.017601,0.202536,0.188359,0.048738,0.000864,0.014497,0.000384,0.001856,0.001216,0.000576,0.917412
0.415856,0.017505,0.201960,0.184455,0.048034,0.000832,0.013825,0.000384,0.001568,0.001120,0.000352,0.894883
0.416240,0.017793,0.202120,0.188551,0.048290,0.000864,0.013569,0.000384,0.001504,0.001184,0.000352,0.899427
0.415728,0.017921,0.201960,0.233225,0.048738,0.000832,0.013569,0.000416,0.001472,0.001088,0.000352,0.944709
0.416689,0.017505,0.202952,0.186855,0.048866,0.000864,0.013473,0.000416,0.001568,0.001312,0.000352,0.900420
0.416241,0.017889,0.203176,0.181831,0.048514,0.000800,0.013568,0.000416,0.001536,0.000992,0.000384,0.894404
0.415856,0.017824,0.202760,0.199464,0.048962,0.000960,0.013345,0.000416,0.001536,0.000928,0.000576,0.911940
0.434705,0.017793,0.202888,0.195911,0.048610,0.000896,0.013473,0.000416,0.001568,0.001408,0.000576,0.926980
0.416592,0.017217,0.202248,0.194152,0.048994,0.000864,0.013664,0.000384,0.001568,0.001152,0.000384,0.905859
0.415697,0.017825,0.202376,0.177671,0.048833,0.000832,0.013760,0.000416,0.001472,0.001120,0.000384,0.890147
0.416817,0.017761,0.202088,0.208584,0.048898,0.000864,0.013504,0.000416,0.001440,0.001216,0.000384,0.921797
0.416048,0.017729,0.201800,0.186311,0.048130,0.000928,0.013568,0.000384,0.001472,0.001088,0.000384,0.896771
0.415984,0.017345,0.202056,0.197768,0.048418,0.001056,0.013856,0.000448,0.001472,0.001152,0.000385,0.908580
0.416304,0.017761,0.201896,0.185447,0.048674,0.000864,0.013697,0.000384,0.001472,0.001216,0.000416,0.897251
0.433745,0.017888,0.201960,0.192328,0.048418,0.000864,0.013440,0.000416,0.001504,0.001216,0.000449,0.921509
0.416112,0.017729,0.201960,0.190727,0.048546,0.000832,0.013729,0.000384,0.001600,0.001216,0.000352,0.902019
0.415728,0.017601,0.201960,0.192327,0.048482,0.000832,0.013473,0.000448,0.001408,0.001280,0.000384,0.902083
0.417616,0.018049,0.217768,0.194504,0.048194,0.000896,0.013697,0.000352,0.001536,0.001184,0.000384,0.924196
0.416048,0.017377,0.201736,0.196200,0.048514,0.000864,0.013696,0.000384,0.001728,0.001088,0.000384,0.906915
0.416080,0.017505,0.202088,0.180487,0.048130,0.000864,0.013537,0.000416,0.001472,0.001216,0.000352,0.890691
0.416400,0.017569,0.202344,0.187591,0.048801,0.000832,0.013792,0.000416,0.001536,0.001600,0.000352,0.899715
0.417040,0.017537,0.202216,0.192039,0.048898,0.000896,0.013633,0.000384,0.001504,0.001184,0.000384,0.904003
0.415952,0.017345,0.201960,0.191751,0.049026,0.001024,0.013633,0.000416,0.001472,0.001184,0.000800,0.903267
0.415632,0.017409,0.202920,0.192455,0.048706,0.000864,0.013697,0.000416,0.001472,0.001184,0.000352,0.903875
0.416880,0.017857,0.222313,0.192199,0.048418,0.000896,0.013409,0.000416,0.001536,0.001184,0.000416,0.924516
0.416144,0.017633,0.202280,0.199112,0.049218,0.000800,0.013760,0.000384,0.001536,0.001216,0.000384,0.911204
0.416145,0.017857,0.202119,0.200999,0.048354,0.000864,0.013537,0.000384,0.001536,0.001120,0.000352,0.912132
0.416145,0.017696,0.202248,0.188072,0.048706,0.001056,0.013664,0.000384,0.001537,0.001216,0.000384,0.901156
0.416209,0.017824,0.202888,0.195624,0.049282,0.000832,0.013665,0.000416,0.001728,0.001152,0.000352,0.908996
0.416816,0.017793,0.201960,0.196040,0.048578,0.000832,0.013536,0.000416,0.001504,0.001248,0.000384,0.907875
0.415504,0.017729,0.202472,0.196071,0.048162,0.000864,0.013825,0.000448,0.001504,0.001184,0.000352,0.907044
0.434706,0.017728,0.202632,0.192392,0.049186,0.000832,0.013856,0.000416,0.001504,0.001216,0.000384,0.923461
0.417648,0.017889,0.204328,0.199720,0.048802,0.000800,0.014176,0.000384,0.001600,0.001665,0.000384,0.916996
0.416593,0.017728,0.203464,0.196903,0.048994,0.000800,0.014689,0.000384,0.001504,0.001152,0.000416,0.911748
0.416432,0.017505,0.202504,0.228233,0.049090,0.000864,0.014401,0.000416,0.001760,0.001280,0.000384,0.942405
0.416689,0.017760,0.202248,0.189672,0.049058,0.000864,0.013824,0.000384,0.001792,0.001249,0.000320,0.903236
0.415921,0.017792,0.202216,0.197480,0.048770,0.000864,0.014017,0.000416,0.001760,0.001184,0.000448,0.909796
0.415697,0.017761,0.202568,0.188711,0.048962,0.000800,0.014145,0.000384,0.001856,0.001216,0.000384,0.902180
0.434289,0.017601,0.202408,0.186791,0.048674,0.001088,0.015489,0.000384,0.001824,0.001408,0.000640,0.920516
0.416464,0.017729,0.202504,0.188551,0.048930,0.000864,0.013569,0.000384,0.001728,0.001184,0.000576,0.902243
0.416656,0.017537,0.202216,0.189416,0.049025,0.000896,0.013728,0.000448,0.001536,0.001056,0.000576,0.901763
0.415696,0.017793,0.222121,0.187591,0.048770,0.000928,0.013505,0.000384,0.001696,0.000992,0.000384,0.919460
0.416081,0.017825,0.201928,0.183559,0.048706,0.000832,0.014464,0.000448,0.001504,0.001088,0.000544,0.895748
0.416400,0.017569,0.202024,0.177511,0.048546,0.000864,0.014272,0.000416,0.001536,0.001056,0.000416,0.890242
0.415185,0.017312,0.201960,0.183431,0.048257,0.000864,0.014432,0.000384,0.001472,0.001056,0.000352,0.893155
0.415120,0.017473,0.202888,0.185543,0.048546,0.000832,0.013728,0.000416,0.001537,0.001024,0.000576,0.895683
0.415856,0.017537,0.201640,0.180167,0.048482,0.000832,0.013505,0.000448,0.001536,0.001120,0.000800,0.889699
0.416977,0.017728,0.202280,0.194632,0.048834,0.000864,0.013793,0.000416,0.001536,0.001152,0.000352,0.908580
0.415952,0.017185,0.221705,0.188455,0.048450,0.000864,0.013793,0.000384,0.001472,0.001248,0.000384,0.918756
0.416496,0.017728,0.201896,0.182695,0.048258,0.000864,0.013889,0.000416,0.001472,0.001152,0.000384,0.893091
0.416945,0.017473,0.202472,0.211112,0.048866,0.001056,0.013920,0.000384,0.001536,0.001120,0.000416,0.923525
0.415472,0.017409,0.202600,0.180135,0.047650,0.000992,0.013889,0.000608,0.001440,0.001088,0.000576,0.889635
0.415344,0.017729,0.202472,0.181895,0.047650,0.000896,0.013472,0.000416,0.001472,0.001057,0.000384,0.891235
0.416176,0.017473,0.202664,0.184039,0.047682,0.000800,0.013761,0.000384,0.001504,0.001184,0.000352,0.894435
0.415665,0.017696,0.202216,0.180648,0.047393,0.000640,0.013793,0.000416,0.001472,0.001152,0.000384,0.889795
0.415696,0.017377,0.218953,0.175239,0.047553,0.000641,0.013536,0.000448,0.001504,0.001152,0.000384,0.901155
0.415601,0.017600,0.202440,0.183176,0.047426,0.000608,0.013632,0.000416,0.001472,0.001088,0.000352,0.892515
0.416528,0.017633,0.201960,0.184455,0.048066,0.000864,0.014209,0.000448,0.001536,0.001120,0.000384,0.897379
0.415889,0.017344,0.202280,0.188040,0.048322,0.000864,0.013792,0.000384,0.001504,0.001089,0.000384,0.898404
0.430737,0.017729,0.201992,0.181383,0.049570,0.000864,0.013408,0.000416,0.001504,0.001249,0.000352,0.908004
0.415632,0.017441,0.204200,0.179335,0.048098,0.001088,0.013601,0.000384,0.001472,0.000992,0.000352,0.890723
0.416816,0.017633,0.202056,0.180263,0.049090,0.000832,0.014081,0.000416,0.001568,0.000896,0.000416,0.893443
0.416305,0.017569,0.201800,0.195015,0.048450,0.001056,0.013793,0.000416,0.001568,0.001088,0.000320,0.905252
0.416080,0.017473,0.201992,0.179143,0.048994,0.000832,0.013793,0.000384,0.001472,0.001024,0.000576,0.890499
0.416592,0.017696,0.202376,0.186728,0.048610,0.000864,0.013504,0.000416,0.001472,0.001120,0.000416,0.898851
0.416112,0.017409,0.201992,0.187463,0.048737,0.000800,0.013985,0.000384,0.001440,0.001056,0.000384,0.898403
0.433041,0.020993,0.201800,0.176455,0.048194,0.000832,0.013376,0.000416,0.001409,0.000960,0.000384,0.906532
0.415792,0.020256,0.201992,0.176743,0.048802,0.000896,0.013633,0.000384,0.001536,0.001056,0.000384,0.892131
0.415632,0.017313,0.202280,0.173799,0.048482,0.000640,0.013408,0.000416,0.001312,0.000992,0.000416,0.882210
0.415952,0.017889,0.201800,0.198951,0.048833,0.000640,0.013376,0.000416,0.001536,0.000992,0.000608,0.908995
0.415664,0.017505,0.202120,0.180583,0.048994,0.000576,0.013408,0.000384,0.001409,0.000928,0.000384,0.890211
0.414961,0.017792,0.201960,0.170311,0.047874,0.000608,0.013633,0.000416,0.001472,0.001024,0.000416,0.878691
0.415760,0.017536,0.201928,0.172423,0.047682,0.000640,0.013440,0.000384,0.001376,0.000928,0.000416,0.880515
0.431857,0.017857,0.202984,0.190151,0.047586,0.000608,0.013345,0.000448,0.001472,0.001024,0.000448,0.915844
0.414961,0.017312,0.201640,0.169607,0.047458,0.000608,0.013601,0.000352,0.001376,0.000896,0.000384,0.875875
0.415633,0.017632,0.202728,0.168711,0.047490,0.000800,0.013313,0.000384,0.001376,0.000864,0.000384,0.876259
0.415185,0.017536,0.202056,0.164423,0.047522,0.000576,0.013440,0.000384,0.001440,0.000928,0.000288,0.872706
0.415569,0.017697,0.202087,0.168007,0.047810,0.000640,0.013633,0.000416,0.001376,0.000960,0.000384,0.877731
0.415984,0.017889,0.201928,0.177255,0.047713,0.000833,0.013376,0.000416,0.001440,0.001024,0.000384,0.886146
0.415696,0.017793,0.202248,0.194631,0.047586,0.000640,0.013313,0.000416,0.001472,0.000992,0.000320,0.902563
0.417040,0.017856,0.214825,0.177927,0.047170,0.000544,0.013312,0.000384,0.001472,0.000928,0.000320,0.899427
0.415632,0.020929,0.201992,0.178919,0.047266,0.000608,0.013376,0.000384,0.001473,0.000928,0.000352,0.888707
0.414960,0.017313,0.202184,0.187495,0.047202,0.000576,0.013377,0.000384,0.001440,0.000928,0.000352,0.893315
0.415472,0.017856,0.202120,0.183943,0.047362,0.000640,0.013601,0.000416,0.001408,0.000928,0.000352,0.891299
0.427857,0.017825,0.202184,0.181767,0.047234,0.000608,0.013313,0.000416,0.001472,0.000928,0.000384,0.901476
0.415120,0.017505,0.201704,0.169286,0.047586,0.000608,0.013313,0.000384,0.001504,0.001056,0.000352,0.876066
0.415921,0.017344,0.202120,0.175559,0.048482,0.001120,0.013409,0.000384,0.001344,0.000960,0.000352,0.885507
0.415344,0.017665,0.203848,0.181575,0.047842,0.000800,0.013664,0.000384,0.001472,0.000960,0.000352,0.892547
0.415856,0.017825,0.201864,0.174727,0.047490,0.001056,0.013632,0.000416,0.001504,0.000960,0.000576,0.883522
0.415952,0.017505,0.202376,0.195208,0.047265,0.000832,0.013473,0.000384,0.001440,0.000960,0.000416,0.903043
0.414416,0.017313,0.202184,0.193927,0.047458,0.000576,0.013409,0.000416,0.001504,0.000896,0.000320,0.899395
0.415312,0.017312,0.216169,0.179175,0.047650,0.000864,0.013664,0.000384,0.001440,0.000992,0.000352,0.900964
0.414960,0.017249,0.202888,0.184263,0.047650,0.000896,0.013345,0.000384,0.001408,0.000960,0.000352,0.892739
0.415120,0.021057,0.201768,0.194151,0.047394,0.000672,0.013665,0.000416,0.001376,0.001056,0.000384,0.904899
0.419760,0.018337,0.206248,0.207560,0.049794,0.000864,0.014944,0.000416,0.001952,0.001760,0.000384,0.933956
0.417072,0.017889,0.203144,0.198567,0.049057,0.000833,0.013504,0.000416,0.001728,0.000832,0.000384,0.911459
0.417617,0.017888,0.202664,0.179783,0.048546,0.000704,0.013889,0.000416,0.001536,0.001152,0.000352,0.893123
0.416721,0.017633,0.202664,0.169158,0.048738,0.000864,0.013633,0.000384,0.001504,0.001280,0.000416,0.881507
0.430385,0.017665,0.202600,0.174119,0.048546,0.000832,0.013600,0.000384,0.001504,0.000992,0.000352,0.899972
0.415921,0.017632,0.202311,0.189288,0.048962,0.000608,0.013440,0.000385,0.001504,0.001088,0.000384,0.899588
0.414865,0.021057,0.202791,0.188327,0.048386,0.000640,0.013408,0.000384,0.001504,0.000960,0.000416,0.900772
0.416112,0.017825,0.202376,0.170087,0.049506,0.000768,0.013472,0.000448,0.001408,0.000992,0.000384,0.881763
0.415408,0.017473,0.202248,0.188967,0.047809,0.001089,0.013408,0.000416,0.001440,0.000928,0.000320,0.898115
0.415760,0.017664,0.201992,0.177511,0.047458,0.001024,0.013473,0.000384,0.001408,0.001664,0.000352,0.886883
0.415792,0.021025,0.202152,0.172839,0.047426,0.000800,0.013536,0.000384,0.001473,0.000896,0.000352,0.884899
0.415184,0.017665,0.214856,0.176199,0.047586,0.000640,0.013409,0.000640,0.001536,0.000768,0.000352,0.896099
0.415281,0.017921,0.202151,0.188744,0.047714,0.000896,0.013824,0.000416,0.001473,0.000960,0.000384,0.898468
0.417904,0.021057,0.202408,0.172999,0.048098,0.001120,0.013600,0.000416,0.001409,0.000928,0.000352,0.888611
0.415504,0.017729,0.202184,0.181959,0.050658,0.000832,0.013473,0.000416,0.001408,0.000928,0.000384,0.892739
0.425265,0.017665,0.202248,0.172647,0.047714,0.001056,0.013376,0.000416,0.001408,0.001088,0.000384,0.890787
0.415536,0.017985,0.202600,0.198920,0.047970,0.000864,0.013504,0.000416,0.001409,0.000928,0.000384,0.908324
0.415024,0.017280,0.201992,0.173863,0.047970,0.001088,0.013601,0.000384,0.001472,0.000992,0.000352,0.881443
0.414576,0.017537,0.202088,0.200680,0.047746,0.000640,0.013664,0.000448,0.001376,0.001057,0.000576,0.908388
0.415184,0.017473,0.202056,0.174631,0.047362,0.000640,0.013408,0.000352,0.001440,0.001024,0.000416,0.882178
0.415184,0.017793,0.202472,0.176071,0.047426,0.000800,0.013344,0.000416,0.001408,0.000896,0.000384,0.883778
0.415760,0.017729,0.201896,0.172039,0.047586,0.001056,0.013376,0.000416,0.001440,0.000864,0.000352,0.880354
0.427569,0.017792,0.203144,0.192008,0.047778,0.001088,0.013729,0.000448,0.001472,0.000896,0.000384,0.915908
0.415409,0.017312,0.202152,0.168519,0.047522,0.000800,0.013441,0.000448,0.001472,0.000960,0.000384,0.875811
0.415280,0.017441,0.202408,0.177831,0.047490,0.000864,0.013408,0.000416,0.001472,0.001024,0.000384,0.885442
0.415440,0.017377,0.201960,0.177255,0.047874,0.000832,0.013440,0.000416,0.001440,0.000928,0.000352,0.884002
0.415025,0.017248,0.202279,0.194152,0.047298,0.000928,0.013377,0.000448,0.001440,0.000928,0.000384,0.900484
0.415408,0.017409,0.202248,0.184903,0.047554,0.000896,0.013409,0.000384,0.001440,0.000768,0.000352,0.892803
0.415088,0.017441,0.202152,0.171463,0.047490,0.000800,0.013344,0.000448,0.001440,0.001024,0.000320,0.878850
0.415377,0.017920,0.215433,0.202696,0.047458,0.001024,0.013376,0.000384,0.001504,0.001120,0.000384,0.924741
0.415024,0.020513,0.202248,0.180391,0.047426,0.000864,0.013409,0.000416,0.001472,0.000896,0.000352,0.890499
0.415345,0.017344,0.202312,0.196136,0.047394,0.000864,0.013409,0.000384,0.001408,0.000928,0.000352,0.902628
0.415600,0.017697,0.201960,0.175751,0.048066,0.000896,0.013441,0.000416,0.001472,0.000928,0.000320,0.885539
0.429841,0.017697,0.202152,0.172135,0.047490,0.000832,0.013376,0.000384,0.001408,0.000992,0.000608,0.894244
0.415761,0.017440,0.203016,0.167559,0.047554,0.000800,0.013377,0.000416,0.001504,0.000896,0.000832,0.876323
0.415792,0.017473,0.202376,0.221321,0.047490,0.000832,0.013472,0.000416,0.001504,0.000960,0.000640,0.929892
0.416752,0.017697,0.202472,0.199175,0.048257,0.000672,0.013313,0.000416,0.001376,0.000896,0.000320,0.909091
0.415536,0.021185,0.202184,0.167718,0.047362,0.000672,0.013345,0.000416,0.001472,0.000992,0.000384,0.879042
0.415472,0.017793,0.201864,0.158502,0.047426,0.000576,0.013376,0.000416,0.001504,0.000832,0.000353,0.865922
0.415216,0.020993,0.202376,0.180999,0.047170,0.000544,0.013345,0.000416,0.001376,0.000960,0.000384,0.891043
0.429681,0.017664,0.201896,0.167783,0.047490,0.000576,0.013377,0.000384,0.001440,0.000832,0.000320,0.890659
0.415376,0.017473,0.202408,0.197480,0.047810,0.000832,0.013440,0.000416,0.001376,0.000928,0.000352,0.905540
0.415344,0.017729,0.202696,0.193671,0.047714,0.000832,0.013665,0.000416,0.001504,0.000928,0.000416,0.904547
0.416080,0.017185,0.202344,0.171591,0.047810,0.000800,0.013568,0.000352,0.001440,0.000928,0.000384,0.879906
0.414928,0.017857,0.202344,0.174919,0.048578,0.000832,0.013600,0.000416,0.001408,0.001056,0.000384,0.884611
0.415824,0.017633,0.202312,0.172263,0.048066,0.001056,0.013376,0.000416,0.001472,0.001056,0.000384,0.882051
0.415280,0.017857,0.201928,0.171846,0.047842,0.001056,0.013377,0.000416,0.001440,0.000960,0.000320,0.879522
0.416177,0.017312,0.216393,0.172487,0.047458,0.001088,0.013376,0.000384,0.001472,0.000960,0.000352,0.895299
0.415632,0.017281,0.202024,0.176999,0.047970,0.000640,0.013408,0.000384,0.001472,0.000928,0.000352,0.884803
0.415696,0.018241,0.202344,0.190984,0.048514,0.000864,0.013600,0.000384,0.001472,0.001632,0.000320,0.905219
0.415504,0.017793,0.202312,0.192871,0.048770,0.001056,0.013569,0.000416,0.001440,0.001152,0.000448,0.904899
0.415632,0.017888,0.202824,0.189512,0.048834,0.000896,0.013536,0.000384,0.001472,0.001184,0.000384,0.902083
0.416369,0.017985,0.201960,0.195431,0.049538,0.000864,0.013537,0.000352,0.001536,0.001120,0.000384,0.908868
0.416112,0.017889,0.202664,0.189607,0.049826,0.000864,0.013441,0.000384,0.001568,0.001184,0.000416,0.903395
0.434993,0.017632,0.202536,0.185511,0.048865,0.000929,0.013952,0.000384,0.001536,0.001152,0.000352,0.916932
0.415760,0.017729,0.202216,0.189064,0.048194,0.000832,0.013504,0.000384,0.001536,0.001152,0.000416,0.899651
0.415440,0.017761,0.202152,0.196328,0.050498,0.000832,0.013408,0.000384,0.001504,0.001600,0.000384,0.909572
0.417200,0.017665,0.202184,0.186855,0.049314,0.000832,0.013377,0.000448,0.018273,0.001408,0.000384,0.917828
0.417616,0.017569,0.202184,0.188103,0.048354,0.000800,0.013409,0.000384,0.001408,0.001600,0.000672,0.901283
0.415216,0.017441,0.201928,0.185063,0.048386,0.000800,0.013441,0.000416,0.001440,0.001280,0.000352,0.894947
0.416144,0.017761,0.202184,0.183431,0.049282,0.000800,0.013665,0.000384,0.001504,0.001376,0.000608,0.896675
0.434929,0.018081,0.202888,0.182791,0.048418,0.000800,0.013473,0.000416,0.001504,0.001024,0.000608,0.914372
0.415952,0.018017,0.202344,0.200392,0.052130,0.000832,0.013505,0.000352,0.001600,0.001152,0.000544,0.918980
0.415697,0.017984,0.202120,0.195240,0.048322,0.000832,0.013441,0.000416,0.001600,0.001024,0.000352,0.906788
0.415728,0.017697,0.202088,0.223081,0.048898,0.000832,0.013888,0.000416,0.001632,0.001056,0.000609,0.935301
0.415600,0.017985,0.203016,0.189255,0.048322,0.000832,0.013537,0.000384,0.001600,0.001216,0.000576,0.900163
0.417200,0.017953,0.202472,0.191943,0.048642,0.000864,0.013665,0.000384,0.001536,0.001120,0.000416,0.904867
0.415440,0.017441,0.202120,0.190343,0.048898,0.000800,0.013537,0.000352,0.001536,0.001024,0.000352,0.900515
0.435633,0.017920,0.202248,0.184456,0.048514,0.000832,0.013600,0.000384,0.001536,0.001152,0.000384,0.915299
0.415696,0.017760,0.202024,0.188584,0.048642,0.000768,0.013440,0.000384,0.001536,0.001120,0.000576,0.899587
0.415856,0.017952,0.203080,0.191400,0.048898,0.000832,0.013824,0.000416,0.001473,0.001120,0.000352,0.904196
0.416465,0.017728,0.221737,0.190536,0.048386,0.000800,0.013536,0.000416,0.001536,0.001088,0.000832,0.923045
0.415537,0.017536,0.202024,0.199592,0.049378,0.000800,0.014049,0.000416,0.001632,0.001120,0.000416,0.914116
0.416176,0.017856,0.202408,0.183431,0.048129,0.000832,0.013761,0.000416,0.001568,0.001376,0.000384,0.895715
