Layer[0],Layer[1],Layer[2],TEE[3-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415408,0.017569,0.202248,0.193671,0.049058,0.000800,0.013697,0.000384,0.001536,0.001184,0.000384,0.905667
0.416401,0.019296,0.202728,0.199560,0.048130,0.001056,0.013857,0.000384,0.001600,0.001088,0.000608,0.932581
0.416240,0.017761,0.202088,0.192167,0.048514,0.000800,0.013601,0.000608,0.001568,0.001088,0.000608,0.904515
0.416272,0.017728,0.201992,0.189736,0.048802,0.000832,0.013728,0.000416,0.001632,0.001632,0.000576,0.903684
0.416272,0.017953,0.201928,0.188744,0.070722,0.001056,0.014369,0.000608,0.001472,0.001216,0.000576,0.925828
0.416176,0.017985,0.202408,0.193832,0.048994,0.001024,0.014112,0.000416,0.001536,0.001121,0.000352,0.907108
0.416080,0.018208,0.202728,0.212905,0.048514,0.000832,0.014016,0.000448,0.001856,0.000992,0.000576,0.926724
0.415665,0.017824,0.202376,0.182792,0.048673,0.000865,0.014048,0.000416,0.002016,0.001088,0.000608,0.894723
0.432881,0.017632,0.202248,0.188648,0.048482,0.000800,0.013792,0.000352,0.001952,0.001216,0.000416,0.917348
0.415825,0.017921,0.201928,0.186631,0.048610,0.000864,0.014016,0.000416,0.001569,0.001472,0.000576,0.898852
0.415120,0.017441,0.202568,0.189895,0.048258,0.000832,0.013761,0.000416,0.001504,0.001248,0.000576,0.900195
0.415824,0.017761,0.202184,0.218248,0.048226,0.000768,0.013857,0.000448,0.001568,0.001120,0.000384,0.929476
0.416081,0.017793,0.202183,0.185064,0.048258,0.000832,0.013728,0.000416,0.001536,0.001216,0.000352,0.896292
0.416176,0.017729,0.202024,0.187911,0.048706,0.000832,0.013537,0.000416,0.001536,0.001152,0.000352,0.902179
0.415600,0.017697,0.202440,0.187879,0.048642,0.000832,0.014145,0.000384,0.001536,0.001248,0.000576,0.900003
0.432753,0.017824,0.202312,0.189896,0.048674,0.000832,0.013888,0.000416,0.001472,0.001120,0.000384,0.918660
0.415568,0.018017,0.202632,0.195623,0.048385,0.000800,0.013888,0.000448,0.001632,0.001120,0.000384,0.907363
0.416048,0.017569,0.202088,0.182311,0.048290,0.000832,0.013537,0.000384,0.001568,0.001152,0.000544,0.893667
0.416241,0.017440,0.218569,0.203112,0.048194,0.000800,0.013984,0.000385,0.001504,0.001088,0.000704,0.931493
0.415889,0.017729,0.201960,0.184263,0.048642,0.000832,0.013760,0.000416,0.001568,0.001089,0.000352,0.895684
0.416112,0.017633,0.202376,0.184071,0.048994,0.000864,0.013409,0.000384,0.001504,0.001088,0.000384,0.894499
0.415760,0.017601,0.201992,0.188231,0.048770,0.001088,0.013633,0.000416,0.001472,0.001120,0.000352,0.898883
0.415792,0.017825,0.201960,0.179143,0.048354,0.000800,0.013408,0.000385,0.001504,0.000960,0.000352,0.889571
0.416080,0.017665,0.202216,0.187559,0.048930,0.000800,0.013505,0.000448,0.001568,0.001024,0.000384,0.899939
0.415440,0.017889,0.201672,0.191303,0.048930,0.000832,0.014401,0.000448,0.001568,0.000992,0.000352,0.902499
0.415376,0.017345,0.221672,0.185640,0.047842,0.000608,0.013856,0.000384,0.001504,0.000960,0.000384,0.914147
0.415536,0.017345,0.201832,0.167878,0.047682,0.000768,0.013473,0.000384,0.001504,0.000832,0.000576,0.875586
0.415665,0.017568,0.202184,0.176423,0.047906,0.000800,0.013729,0.000448,0.001472,0.001056,0.000352,0.886019
0.416272,0.017409,0.201992,0.176583,0.047810,0.000640,0.013376,0.000416,0.001504,0.000992,0.000800,0.885410
0.428689,0.017889,0.202728,0.174118,0.047522,0.000768,0.013633,0.000384,0.001440,0.001088,0.000352,0.897923
0.417841,0.017728,0.202792,0.200104,0.048226,0.000800,0.013729,0.000416,0.001472,0.001152,0.000384,0.915588
0.432369,0.017825,0.202408,0.185703,0.049250,0.000832,0.013729,0.000416,0.001536,0.001216,0.000384,0.915172
0.417232,0.017633,0.220393,0.192583,0.048610,0.000800,0.013729,0.000384,0.001536,0.001024,0.000352,0.924452
0.417040,0.017729,0.203208,0.179015,0.048450,0.000736,0.013600,0.000448,0.001504,0.001088,0.000352,0.893155
0.416368,0.017889,0.202888,0.194056,0.049090,0.000864,0.013760,0.000416,0.001824,0.001152,0.000384,0.908484
0.416752,0.017888,0.202216,0.189192,0.048866,0.000800,0.013952,0.000352,0.001920,0.001344,0.000352,0.902724
0.415696,0.018081,0.202504,0.196456,0.049186,0.000832,0.013792,0.000416,0.001600,0.001473,0.000544,0.909764
0.415888,0.017984,0.202184,0.191016,0.049250,0.000800,0.013856,0.000384,0.001536,0.001216,0.000384,0.903940
0.416209,0.018016,0.202408,0.197320,0.048578,0.000864,0.013377,0.000416,0.001568,0.001216,0.000608,0.910020
0.432529,0.017825,0.202440,0.191143,0.048546,0.000832,0.013665,0.000448,0.001568,0.001024,0.000384,0.919652
0.415825,0.017345,0.202216,0.180359,0.048034,0.000832,0.013312,0.000416,0.001504,0.001088,0.000384,0.889795
0.417393,0.017344,0.202600,0.187112,0.048898,0.000896,0.013568,0.000416,0.001568,0.000993,0.000576,0.898596
0.415696,0.017633,0.202184,0.172006,0.048001,0.000864,0.013345,0.000384,0.001568,0.000992,0.000416,0.880962
0.415984,0.017473,0.202152,0.187175,0.048545,0.000800,0.013601,0.000416,0.001632,0.001056,0.000576,0.899363
0.415696,0.017825,0.202248,0.180167,0.048002,0.000832,0.013537,0.000416,0.001472,0.001280,0.000384,0.891619
0.415281,0.017472,0.202152,0.195016,0.047906,0.000832,0.013344,0.000384,0.001473,0.001120,0.000384,0.903620
0.435217,0.017664,0.202504,0.204136,0.048226,0.000864,0.013953,0.000384,0.001536,0.001184,0.000384,0.936677
0.415568,0.017921,0.202280,0.184391,0.048994,0.000832,0.013569,0.000384,0.001504,0.001088,0.000384,0.895139
0.415856,0.017633,0.202152,0.191047,0.048450,0.000576,0.013857,0.000384,0.001472,0.001280,0.000384,0.901763
0.415633,0.017792,0.201959,0.187400,0.048898,0.000640,0.013792,0.000384,0.001504,0.001089,0.000384,0.898180
0.415280,0.017697,0.201928,0.185191,0.048290,0.000672,0.013665,0.000416,0.001408,0.001024,0.000352,0.893923
0.415984,0.017889,0.203144,0.182631,0.048098,0.000608,0.013505,0.000384,0.001504,0.001152,0.000384,0.893571
0.415952,0.017857,0.202920,0.189991,0.049570,0.000800,0.013377,0.000384,0.001472,0.001120,0.000576,0.902755
0.434225,0.017825,0.202600,0.187815,0.048673,0.000832,0.013728,0.000416,0.001504,0.001024,0.000384,0.919780
0.416752,0.017825,0.201960,0.183559,0.049090,0.001056,0.013632,0.000416,0.001440,0.001185,0.000384,0.895396
0.415696,0.017985,0.201704,0.185383,0.048066,0.000992,0.013472,0.000449,0.001440,0.000992,0.000320,0.894371
0.415792,0.017729,0.201960,0.206888,0.047714,0.000800,0.013440,0.000416,0.001440,0.001120,0.000352,0.915940
0.415664,0.017313,0.201800,0.187335,0.047394,0.000800,0.013408,0.000384,0.001440,0.000992,0.000352,0.894275
0.415089,0.017248,0.202120,0.183720,0.047682,0.001056,0.013376,0.000416,0.001472,0.001024,0.000288,0.891875
0.415280,0.017280,0.201704,0.175783,0.048162,0.001024,0.013697,0.000416,0.001408,0.001024,0.000288,0.884131
0.435633,0.017441,0.204040,0.187111,0.047746,0.000832,0.013825,0.000416,0.001600,0.001120,0.000320,0.920004
0.416785,0.017760,0.203144,0.189160,0.047522,0.001024,0.013472,0.000416,0.001504,0.001088,0.000352,0.900803
0.415792,0.017953,0.202440,0.186599,0.047553,0.001024,0.013441,0.000416,0.001408,0.001120,0.000288,0.896483
0.417008,0.017313,0.202280,0.232489,0.048226,0.001056,0.013536,0.000416,0.001505,0.001088,0.000384,0.944485
0.415728,0.017408,0.202632,0.173959,0.048162,0.000768,0.013505,0.000384,0.001440,0.001184,0.000384,0.883395
0.416048,0.017825,0.202376,0.182887,0.048386,0.001088,0.013537,0.000416,0.001472,0.001152,0.000352,0.893155
0.415568,0.017441,0.201896,0.188103,0.047970,0.000864,0.013377,0.000416,0.001504,0.001120,0.000384,0.896451
0.432849,0.017696,0.202056,0.188328,0.048418,0.001056,0.013536,0.000384,0.001440,0.001088,0.000385,0.918180
0.415472,0.017921,0.202344,0.192487,0.047970,0.000832,0.013409,0.000416,0.001472,0.001120,0.000416,0.902851
0.415440,0.017505,0.202120,0.194536,0.049666,0.000800,0.013472,0.000416,0.001440,0.001056,0.000320,0.905603
0.415505,0.017600,0.224425,0.181127,0.047618,0.001120,0.013441,0.000416,0.001440,0.001088,0.000640,0.913508
0.415184,0.017345,0.202216,0.182279,0.047618,0.000928,0.013376,0.000416,0.001473,0.000992,0.000384,0.891107
0.416400,0.017345,0.202920,0.179399,0.047650,0.000832,0.013440,0.000448,0.001537,0.001120,0.000352,0.889763
0.416432,0.017728,0.202824,0.187784,0.048226,0.000832,0.013504,0.000448,0.001536,0.001344,0.000864,0.902563
0.430032,0.018016,0.202536,0.193800,0.048418,0.000832,0.013440,0.000416,0.001472,0.001121,0.000640,0.919140
0.415441,0.017440,0.202568,0.180103,0.048546,0.000832,0.013441,0.000448,0.001664,0.001152,0.000448,0.891171
0.414832,0.017249,0.205128,0.190087,0.048322,0.000576,0.013505,0.000416,0.001536,0.000992,0.000768,0.902467
0.415664,0.017441,0.221352,0.186792,0.048386,0.000480,0.013440,0.000416,0.001536,0.001025,0.000384,0.915908
0.415280,0.017825,0.202440,0.181895,0.047586,0.000576,0.013440,0.000384,0.001537,0.000960,0.000576,0.890659
0.415377,0.017697,0.201767,0.185480,0.047586,0.000800,0.013504,0.000384,0.001504,0.001056,0.000352,0.894403
0.415920,0.017953,0.202024,0.187847,0.047810,0.000800,0.013473,0.000448,0.001472,0.001024,0.000384,0.897475
0.430864,0.017792,0.202536,0.190056,0.047554,0.000832,0.013408,0.000416,0.001536,0.001024,0.000384,0.915587
0.415792,0.017697,0.201992,0.189895,0.047714,0.000800,0.013345,0.000384,0.001440,0.001056,0.000352,0.901251
0.416273,0.017760,0.202279,0.173767,0.047874,0.000896,0.013409,0.000416,0.001440,0.001056,0.000352,0.884675
0.416016,0.017409,0.220585,0.185703,0.047490,0.000832,0.013440,0.000384,0.001441,0.001056,0.000320,0.913604
0.415025,0.018016,0.202248,0.197448,0.047586,0.001024,0.013441,0.000416,0.001440,0.001216,0.000352,0.907140
0.416080,0.017921,0.202248,0.184999,0.047746,0.000576,0.013441,0.000384,0.001536,0.001184,0.000352,0.894915
