Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-8],Layer[9],Layer[10],classifier
0.420304,0.037346,0.205000,0.005056,0.047650,0.000576,0.013824,0.177671,0.001376,0.000704,0.917027
0.420080,0.017440,0.203272,0.005056,0.048386,0.000832,0.013665,0.181127,0.001248,0.000608,0.898883
0.419665,0.017537,0.203976,0.005056,0.048034,0.000576,0.013696,0.168263,0.001376,0.000640,0.886211
0.418321,0.017728,0.203720,0.005313,0.047874,0.000544,0.013472,0.167975,0.001408,0.000640,0.885091
0.422417,0.017760,0.203784,0.005249,0.047554,0.000800,0.013376,0.172743,0.001376,0.000384,0.892771
0.415888,0.017793,0.203656,0.005088,0.047714,0.000576,0.013504,0.202663,0.001313,0.000608,0.916196
0.419952,0.017537,0.203464,0.005344,0.048642,0.001024,0.013505,0.168582,0.001313,0.000352,0.887331
0.416048,0.017473,0.220393,0.005184,0.048770,0.000832,0.013889,0.174534,0.001248,0.000353,0.906404
0.417489,0.017792,0.203816,0.005409,0.048450,0.000832,0.013792,0.177991,0.001440,0.000384,0.894723
0.419152,0.017633,0.204296,0.005120,0.048962,0.000832,0.014177,0.199880,0.001312,0.000384,0.920260
0.415696,0.017473,0.203592,0.005056,0.048546,0.000864,0.014241,0.171110,0.001312,0.000352,0.884802
0.417808,0.017537,0.202824,0.005056,0.048418,0.000832,0.014273,0.176582,0.001536,0.000352,0.892803
0.421297,0.017473,0.204104,0.005024,0.047842,0.000800,0.013952,0.177063,0.001312,0.000416,0.896260
0.420113,0.017600,0.203304,0.005056,0.048482,0.000800,0.013697,0.176679,0.001248,0.000640,0.894595
0.421489,0.017921,0.222664,0.005121,0.048194,0.000800,0.013536,0.170119,0.001920,0.000576,0.910116
0.421777,0.017664,0.203783,0.005217,0.048866,0.000800,0.013760,0.178599,0.001344,0.000384,0.899843
0.421713,0.017440,0.203912,0.005025,0.048705,0.000832,0.014145,0.180167,0.001376,0.000384,0.901251
0.415505,0.017504,0.203655,0.005185,0.048546,0.000800,0.013728,0.169863,0.001408,0.000352,0.883267
0.422481,0.017952,0.203784,0.005057,0.048738,0.000832,0.013952,0.176423,0.001408,0.000384,0.898499
0.417392,0.017633,0.204392,0.005088,0.048834,0.000864,0.014305,0.171910,0.001377,0.000608,0.889891
0.420049,0.017473,0.203496,0.005024,0.047938,0.000864,0.013952,0.175815,0.001568,0.000416,0.893731
0.417232,0.017505,0.224937,0.005152,0.048386,0.000864,0.013536,0.177095,0.001248,0.000608,0.914307
0.420592,0.018177,0.203208,0.005120,0.048418,0.000800,0.013825,0.172582,0.001344,0.000416,0.891459
0.417744,0.017505,0.203848,0.005088,0.048610,0.000832,0.013441,0.174791,0.001344,0.000576,0.891395
0.417744,0.017537,0.203496,0.005024,0.048898,0.000832,0.013729,0.158886,0.001216,0.000416,0.875234
0.434353,0.017505,0.203560,0.005120,0.048450,0.000864,0.013697,0.176839,0.001472,0.000416,0.910084
0.421264,0.017697,0.203496,0.005024,0.048066,0.000832,0.014017,0.173414,0.001281,0.000384,0.892547
0.417392,0.017729,0.204680,0.005088,0.049058,0.000832,0.013825,0.182983,0.001440,0.000576,0.902691
0.421872,0.017505,0.223753,0.005248,0.048482,0.000768,0.014081,0.180039,0.001376,0.000640,0.921284
0.417872,0.017697,0.203112,0.005344,0.048354,0.000832,0.013953,0.180103,0.001376,0.000416,0.896739
0.420080,0.017537,0.205320,0.005024,0.048386,0.000832,0.013824,0.180199,0.001376,0.000384,0.899843
0.420432,0.017729,0.203720,0.005024,0.048546,0.000768,0.013601,0.182439,0.001344,0.000416,0.901059
0.437425,0.017729,0.204200,0.005216,0.048482,0.000832,0.013952,0.180999,0.001280,0.000384,0.917860
0.416432,0.017697,0.203976,0.005248,0.048354,0.000832,0.013888,0.164199,0.001248,0.000320,0.879618
0.417777,0.017664,0.203208,0.005057,0.048834,0.000832,0.013760,0.169511,0.001792,0.000352,0.886339
0.417424,0.017984,0.218057,0.005248,0.051298,0.000800,0.013825,0.185863,0.001376,0.000640,0.922724
0.416784,0.017441,0.203432,0.005024,0.048706,0.000832,0.013793,0.183431,0.001536,0.000640,0.899683
0.420593,0.017473,0.203752,0.005248,0.048546,0.000832,0.013984,0.178023,0.001280,0.000384,0.898595
0.415536,0.017505,0.203304,0.005216,0.048738,0.000832,0.013825,0.179175,0.001472,0.000320,0.894211
0.431953,0.017761,0.203656,0.005056,0.048802,0.000800,0.013792,0.172743,0.001280,0.000544,0.905667
0.421649,0.017761,0.203816,0.005216,0.048610,0.000832,0.013568,0.176518,0.001281,0.000416,0.897668
0.418288,0.017761,0.204872,0.004992,0.048130,0.000800,0.013601,0.174919,0.001312,0.000576,0.893955
0.420497,0.017505,0.223240,0.005216,0.048609,0.000832,0.013409,0.168775,0.001408,0.000384,0.908964
0.420688,0.017537,0.204264,0.005248,0.049410,0.000832,0.013761,0.177063,0.001344,0.000352,0.898147
0.417361,0.017600,0.203304,0.005249,0.048546,0.000832,0.013696,0.175399,0.001344,0.000352,0.892227
0.421521,0.017441,0.204040,0.005056,0.048418,0.000832,0.013728,0.179079,0.001280,0.000384,0.901091
0.434385,0.017536,0.204008,0.005089,0.048385,0.000864,0.013537,0.166791,0.001344,0.000352,0.899651
0.420208,0.017569,0.203272,0.005088,0.048546,0.000832,0.013377,0.180583,0.001408,0.000352,0.899779
0.417905,0.017600,0.203848,0.005025,0.048545,0.000832,0.013568,0.175271,0.001408,0.000384,0.892483
0.416369,0.017665,0.203592,0.005088,0.068418,0.000864,0.013537,0.183687,0.001440,0.000384,0.918916
0.416752,0.017409,0.204296,0.005024,0.047714,0.000800,0.013825,0.175591,0.001312,0.000352,0.891171
0.416592,0.017569,0.203912,0.005056,0.048898,0.000800,0.013441,0.165254,0.001376,0.000384,0.880066
0.419664,0.017665,0.203880,0.005056,0.048930,0.000800,0.013601,0.171974,0.001312,0.000352,0.892130
0.430001,0.017601,0.203720,0.005056,0.048738,0.000832,0.013664,0.175911,0.001344,0.000352,0.904804
0.416880,0.017665,0.203848,0.005088,0.048610,0.000864,0.013697,0.177607,0.001376,0.000384,0.894339
0.415793,0.017440,0.203880,0.005121,0.047617,0.000864,0.013569,0.166087,0.001056,0.000384,0.878627
0.415536,0.017633,0.204552,0.005024,0.048834,0.000832,0.013601,0.184231,0.001280,0.000384,0.898787
0.415536,0.017409,0.203047,0.005089,0.047938,0.000800,0.013472,0.164519,0.001408,0.000320,0.876355
0.416465,0.017696,0.203336,0.005121,0.048513,0.000800,0.013600,0.176519,0.001408,0.000352,0.891683
0.415152,0.017633,0.203432,0.005088,0.048834,0.000704,0.013664,0.151686,0.001120,0.000320,0.864321
0.430513,0.017792,0.203048,0.005345,0.048898,0.000768,0.013632,0.155206,0.001088,0.000384,0.883586
0.415312,0.017377,0.204040,0.005056,0.047842,0.000672,0.013632,0.160167,0.001216,0.000352,0.872322
0.415056,0.017504,0.202728,0.004992,0.047874,0.000768,0.013345,0.163494,0.001248,0.000416,0.874274
0.415504,0.017505,0.204040,0.005088,0.047330,0.000768,0.013344,0.151590,0.001024,0.000384,0.863170
0.430481,0.017409,0.204840,0.005056,0.048770,0.000544,0.013472,0.164327,0.001312,0.000384,0.893539
0.415921,0.017536,0.203368,0.005120,0.048130,0.000480,0.013665,0.164230,0.001120,0.000353,0.876771
0.415472,0.017473,0.203528,0.005088,0.047458,0.000576,0.013569,0.159558,0.001344,0.000288,0.871778
0.415504,0.017473,0.203912,0.005120,0.047618,0.001024,0.013408,0.201192,0.001408,0.000416,0.915843
0.415600,0.017633,0.204456,0.005056,0.047554,0.000832,0.013377,0.151750,0.001152,0.000352,0.865698
0.415344,0.017697,0.204456,0.005056,0.048674,0.000544,0.013376,0.166407,0.001152,0.000576,0.879810
0.415536,0.017569,0.204424,0.004832,0.047650,0.000576,0.013728,0.156230,0.000993,0.000256,0.868738
0.430769,0.017697,0.203080,0.004992,0.048834,0.000608,0.013408,0.164167,0.001184,0.000384,0.891267
0.414672,0.017696,0.204168,0.005120,0.048097,0.000992,0.013409,0.190663,0.001088,0.000352,0.903428
0.415216,0.017537,0.203848,0.005056,0.048642,0.000768,0.013377,0.160262,0.001280,0.000352,0.873218
0.415568,0.017569,0.203144,0.005088,0.047650,0.000800,0.013505,0.168166,0.001344,0.000416,0.881538
0.415792,0.017473,0.203848,0.004992,0.048354,0.000800,0.013377,0.169894,0.001088,0.000352,0.883042
0.414193,0.017504,0.202504,0.005057,0.047745,0.000832,0.013569,0.154726,0.001376,0.000352,0.865218
0.420016,0.017696,0.203752,0.005120,0.047458,0.000800,0.013505,0.176871,0.001312,0.000352,0.894243
0.415857,0.017537,0.220680,0.005120,0.047554,0.000800,0.013569,0.151110,0.001088,0.000384,0.881859
0.419760,0.017761,0.204040,0.005024,0.047874,0.000800,0.013889,0.171046,0.001504,0.000321,0.888803
0.415312,0.017473,0.203624,0.005248,0.048226,0.000800,0.013697,0.154598,0.001088,0.000288,0.867138
0.415696,0.017633,0.204264,0.005024,0.048290,0.000864,0.013857,0.176615,0.001344,0.000672,0.891715
0.432273,0.017505,0.202984,0.005088,0.048290,0.000576,0.013568,0.179367,0.001152,0.000384,0.908772
0.418320,0.017665,0.204456,0.005024,0.047874,0.000768,0.013825,0.161510,0.001216,0.000448,0.878210
0.417169,0.017568,0.204360,0.005089,0.049282,0.000608,0.013408,0.172743,0.001280,0.000288,0.889187
0.418033,0.017696,0.203048,0.005089,0.048770,0.000832,0.013568,0.186503,0.001376,0.000512,0.903236
0.418865,0.017761,0.202183,0.005089,0.049314,0.000608,0.013408,0.176391,0.001152,0.000320,0.891939
0.417777,0.017473,0.203560,0.005056,0.048418,0.000544,0.013408,0.157158,0.001153,0.000384,0.871811
0.418064,0.017601,0.204008,0.005056,0.049058,0.000576,0.013601,0.160294,0.001280,0.000352,0.877346
0.437361,0.017729,0.203272,0.005056,0.049026,0.000768,0.013345,0.164614,0.001216,0.000352,0.899427
0.417105,0.017441,0.203240,0.005152,0.049538,0.000576,0.013312,0.163783,0.000960,0.000352,0.878531
0.417744,0.017729,0.204008,0.005088,0.048066,0.000576,0.013313,0.160710,0.001376,0.000416,0.876034
0.422097,0.017665,0.204904,0.005056,0.047522,0.000576,0.013344,0.173415,0.001344,0.000320,0.893795
0.416977,0.017696,0.204072,0.005025,0.048129,0.000576,0.013697,0.161062,0.001312,0.000352,0.875810
0.417424,0.017633,0.204296,0.005248,0.047170,0.000800,0.013665,0.176007,0.001408,0.000320,0.892099
0.419472,0.017729,0.204872,0.005088,0.048066,0.000800,0.013408,0.179687,0.001376,0.000352,0.898595
0.419761,0.017569,0.217800,0.005184,0.048354,0.000800,0.013729,0.171847,0.001056,0.000352,0.903972
0.423665,0.017985,0.205192,0.005120,0.049154,0.000832,0.013729,0.177831,0.001568,0.000352,0.903172
0.422320,0.017856,0.202856,0.005088,0.048738,0.000800,0.013697,0.179207,0.001440,0.000352,0.902243
0.422352,0.018016,0.203848,0.005056,0.048514,0.000832,0.013505,0.181831,0.001408,0.000352,0.903587
0.418161,0.017601,0.204264,0.004992,0.048290,0.000864,0.013760,0.176487,0.001376,0.000416,0.895587
0.421360,0.017857,0.204200,0.005088,0.048738,0.000832,0.013505,0.179495,0.001312,0.000384,0.900547
0.422864,0.017857,0.203912,0.005248,0.049250,0.000832,0.013537,0.180231,0.001408,0.000448,0.903875
0.416337,0.017921,0.223848,0.005153,0.048225,0.000832,0.013793,0.187687,0.001280,0.000384,0.923717
0.418352,0.017889,0.203560,0.005120,0.048642,0.000832,0.013441,0.178215,0.001152,0.000640,0.895427
0.422448,0.017985,0.203624,0.005056,0.048066,0.000832,0.013505,0.177991,0.001440,0.000416,0.899107
0.418128,0.017761,0.205320,0.005024,0.048962,0.000768,0.013601,0.175238,0.001536,0.000640,0.894531
0.423760,0.017633,0.203208,0.005024,0.048930,0.000800,0.013409,0.178215,0.001312,0.000352,0.900515
0.422768,0.017985,0.203496,0.005056,0.049058,0.000736,0.013665,0.174534,0.001312,0.000384,0.897123
0.419088,0.017601,0.204392,0.005056,0.048258,0.000800,0.013473,0.175302,0.001248,0.000640,0.893635
0.421617,0.017760,0.222793,0.005248,0.048386,0.000608,0.013409,0.176167,0.001248,0.000384,0.916260
0.420753,0.017600,0.204200,0.005249,0.049058,0.000800,0.013504,0.170343,0.001440,0.000352,0.891939
0.417584,0.017664,0.203464,0.005472,0.048353,0.000800,0.013537,0.176551,0.001376,0.000416,0.893987
0.423568,0.017569,0.202600,0.005056,0.049538,0.000800,0.013409,0.171879,0.001472,0.000320,0.894051
0.422000,0.017537,0.204584,0.005056,0.048322,0.000576,0.013441,0.172806,0.001280,0.000352,0.893602
0.417009,0.017761,0.203848,0.005024,0.048194,0.000800,0.013408,0.182631,0.001312,0.000384,0.898372
0.420721,0.017728,0.205705,0.005024,0.048322,0.000608,0.013728,0.170471,0.001248,0.000384,0.891747
0.417777,0.017408,0.219945,0.005184,0.048098,0.000800,0.013377,0.161958,0.001440,0.000416,0.893635
0.415440,0.017601,0.204168,0.005056,0.047778,0.000608,0.013632,0.175079,0.001280,0.000384,0.888579
0.416880,0.017665,0.203944,0.005024,0.048130,0.000576,0.013697,0.172742,0.001217,0.000352,0.888227
0.418065,0.017665,0.204136,0.005024,0.048930,0.000800,0.013632,0.175911,0.001536,0.000768,0.895491
0.417489,0.017920,0.202632,0.005089,0.048738,0.000800,0.013664,0.178119,0.001408,0.000384,0.893667
0.417488,0.017537,0.203912,0.005056,0.048674,0.000800,0.013921,0.174086,0.001280,0.000320,0.891267
0.417041,0.017536,0.204200,0.005025,0.048322,0.000832,0.014272,0.179303,0.001344,0.000384,0.895971
0.422928,0.017569,0.222345,0.005248,0.049090,0.000800,0.013664,0.168679,0.001216,0.000352,0.910435
0.415696,0.017440,0.204328,0.005056,0.048034,0.000864,0.013569,0.182599,0.001440,0.000384,0.897091
0.420016,0.017793,0.203912,0.005056,0.048738,0.000864,0.014017,0.176519,0.001280,0.000352,0.896739
0.417137,0.017473,0.204456,0.004992,0.048866,0.000800,0.014112,0.166503,0.001312,0.000416,0.884163
0.421872,0.017568,0.203944,0.005056,0.048642,0.000800,0.014401,0.173191,0.001408,0.000640,0.896355
0.421648,0.017825,0.204168,0.005056,0.049154,0.000832,0.013985,0.179239,0.001344,0.000384,0.901603
0.416337,0.017409,0.204072,0.004992,0.048386,0.000768,0.014112,0.172071,0.001344,0.000608,0.888035
0.422736,0.017632,0.220905,0.005216,0.048450,0.000800,0.013601,0.180487,0.001440,0.000480,0.920708
0.416144,0.017537,0.203784,0.005056,0.048674,0.000608,0.014080,0.176359,0.001344,0.000641,0.892323
0.420081,0.017601,0.203944,0.005056,0.048322,0.001024,0.013504,0.172903,0.001344,0.000608,0.892099
0.420016,0.017953,0.203848,0.005088,0.048354,0.000800,0.013761,0.177991,0.001440,0.000416,0.898627
0.415824,0.017537,0.204712,0.005056,0.048866,0.000832,0.014177,0.178887,0.001344,0.000384,0.895459
0.421040,0.018496,0.204392,0.005249,0.049249,0.000865,0.014912,0.224553,0.002048,0.000576,0.956069
0.422577,0.018144,0.204072,0.005121,0.049314,0.000832,0.013952,0.193224,0.001536,0.000384,0.917252
0.441170,0.018049,0.204808,0.005408,0.048738,0.000832,0.014561,0.197511,0.001888,0.000352,0.946213
0.421841,0.018017,0.205320,0.005504,0.048866,0.000832,0.014113,0.182727,0.001600,0.000384,0.908196
0.419984,0.017889,0.203880,0.004992,0.049026,0.000832,0.013889,0.178183,0.001632,0.000416,0.899299
0.416080,0.017729,0.203880,0.005056,0.048418,0.000832,0.014497,0.204456,0.001504,0.000384,0.920868
0.420336,0.017729,0.204072,0.005088,0.048450,0.000800,0.013953,0.179623,0.001440,0.000416,0.899747
0.419984,0.017729,0.203752,0.005312,0.048610,0.000832,0.014113,0.178311,0.001440,0.000608,0.899395
0.420176,0.017825,0.204072,0.005344,0.048098,0.000832,0.013857,0.177031,0.001440,0.000384,0.897923
0.440402,0.017536,0.204200,0.005313,0.048930,0.000864,0.014208,0.179687,0.001376,0.000608,0.921508
0.420304,0.018017,0.203816,0.005056,0.048770,0.000864,0.013633,0.179175,0.001408,0.000384,0.899907
0.420560,0.018017,0.204072,0.005248,0.048962,0.000800,0.014113,0.190215,0.001376,0.000384,0.912068
0.420529,0.017633,0.204168,0.005056,0.066306,0.000928,0.013793,0.167111,0.001472,0.000416,0.905892
0.420656,0.017793,0.203688,0.005216,0.048802,0.000832,0.013729,0.179335,0.001536,0.000352,0.900195
0.420305,0.017761,0.203688,0.005056,0.049090,0.000800,0.014080,0.177959,0.001376,0.000384,0.897923
0.416144,0.017697,0.203816,0.005056,0.048578,0.000832,0.013857,0.167142,0.001376,0.000385,0.882947
0.432977,0.017537,0.203848,0.005280,0.048610,0.000800,0.013569,0.179335,0.001504,0.000384,0.911620
0.419856,0.017761,0.203944,0.005248,0.048258,0.000832,0.013569,0.185639,0.001344,0.000576,0.904643
0.420593,0.017569,0.205576,0.005216,0.048386,0.000832,0.013856,0.185384,0.001440,0.000608,0.907716
0.420913,0.017472,0.222761,0.005184,0.049346,0.000768,0.013889,0.180743,0.001408,0.000384,0.922308
0.415696,0.017633,0.204168,0.005056,0.048962,0.000800,0.014209,0.171494,0.001632,0.000384,0.887938
0.420305,0.017569,0.204232,0.005056,0.048930,0.000832,0.013920,0.166791,0.001632,0.000384,0.887811
0.420208,0.017633,0.205736,0.005248,0.048482,0.000864,0.014081,0.183303,0.001376,0.000352,0.905027
0.420304,0.017729,0.204360,0.004992,0.049378,0.000832,0.013537,0.180903,0.001376,0.000608,0.902435
0.420337,0.018016,0.204776,0.005184,0.048898,0.000832,0.013856,0.178727,0.001280,0.000416,0.899875
0.423281,0.017920,0.204392,0.005057,0.047969,0.000800,0.013825,0.169927,0.001344,0.000608,0.893155
0.420048,0.017697,0.226185,0.005216,0.048034,0.000800,0.013728,0.180584,0.001248,0.000608,0.922372
0.421905,0.017825,0.203208,0.005088,0.048290,0.000768,0.013792,0.175303,0.001248,0.000352,0.895939
0.420080,0.017761,0.204872,0.005248,0.048898,0.000800,0.013505,0.174663,0.001568,0.000608,0.895843
0.421200,0.017793,0.203592,0.005056,0.048674,0.000832,0.014017,0.186823,0.001408,0.000832,0.908291
0.419153,0.018144,0.212073,0.005056,0.048386,0.000800,0.013985,0.183335,0.001344,0.000352,0.910404
0.416464,0.017856,0.203624,0.005088,0.048930,0.000832,0.014273,0.172423,0.001440,0.000352,0.889891
0.421136,0.017793,0.203688,0.005088,0.049250,0.000768,0.013985,0.181959,0.001408,0.000608,0.903363
0.418736,0.034434,0.203688,0.005248,0.048418,0.000768,0.014016,0.169639,0.001472,0.000416,0.905667
0.417713,0.017888,0.204104,0.005345,0.048642,0.000576,0.013952,0.177639,0.001312,0.000576,0.895203
0.416177,0.017728,0.203656,0.005441,0.048769,0.000577,0.013824,0.173639,0.001504,0.000352,0.890115
0.417424,0.017601,0.203880,0.005312,0.048354,0.000608,0.013729,0.178247,0.001376,0.000320,0.894179
0.422288,0.018049,0.205032,0.005280,0.049122,0.000576,0.013793,0.181607,0.001344,0.000384,0.905475
0.417936,0.017537,0.204552,0.005024,0.048322,0.000800,0.013761,0.181319,0.001440,0.000864,0.899363
0.423921,0.017825,0.203784,0.005056,0.048706,0.000832,0.014592,0.170919,0.001472,0.000384,0.896227
0.434353,0.018016,0.204488,0.005345,0.049185,0.000833,0.013920,0.181287,0.001472,0.000352,0.917540
0.422832,0.017888,0.204392,0.005153,0.048833,0.000833,0.014048,0.174439,0.001600,0.000352,0.899139
0.421904,0.018017,0.203976,0.005056,0.048802,0.000832,0.013985,0.189959,0.001505,0.000416,0.912420
0.419025,0.018017,0.203720,0.005056,0.048674,0.001056,0.014400,0.177255,0.001377,0.000576,0.897348
0.421969,0.017792,0.204200,0.005249,0.048769,0.000769,0.013888,0.179559,0.001472,0.000416,0.902211
0.419824,0.017793,0.202888,0.005088,0.049250,0.000832,0.013697,0.180999,0.001408,0.000672,0.900643
0.417745,0.017600,0.204359,0.005280,0.049794,0.000800,0.013696,0.179367,0.001408,0.000416,0.897987
0.435729,0.017760,0.204584,0.005120,0.049314,0.000768,0.013697,0.174823,0.001344,0.000416,0.911652
0.416432,0.017761,0.204808,0.005280,0.048418,0.000832,0.013729,0.178855,0.001408,0.000384,0.896067
0.420625,0.017696,0.203464,0.004993,0.048354,0.000800,0.013472,0.180039,0.001440,0.000640,0.900067
0.417840,0.017665,0.204168,0.005056,0.048514,0.000800,0.013665,0.207048,0.001760,0.000416,0.925188
0.416464,0.017632,0.203368,0.005056,0.049314,0.000800,0.013985,0.180455,0.001792,0.000352,0.898403
0.417809,0.017761,0.203080,0.005120,0.049538,0.000832,0.014496,0.177927,0.001664,0.000640,0.896676
0.420337,0.017601,0.202856,0.005024,0.048802,0.000800,0.014048,0.174951,0.001696,0.000832,0.894851
0.440946,0.017792,0.204648,0.005217,0.048738,0.000608,0.013920,0.176935,0.001568,0.000576,0.918788
0.421648,0.017537,0.204104,0.005088,0.048674,0.000800,0.013985,0.173319,0.001728,0.000608,0.895555
0.417264,0.017601,0.204456,0.005280,0.048290,0.000800,0.013632,0.187624,0.001376,0.000320,0.904260
0.423152,0.017825,0.203816,0.005248,0.048674,0.000608,0.013441,0.198951,0.001248,0.000640,0.921252
0.423153,0.017825,0.204424,0.005024,0.049090,0.000576,0.013504,0.170823,0.001440,0.000320,0.893763
0.417265,0.017601,0.204168,0.005024,0.048738,0.000576,0.014016,0.174855,0.001408,0.000352,0.891683
0.417361,0.018080,0.204712,0.005089,0.048001,0.001056,0.013632,0.177479,0.001376,0.000416,0.895107
0.439793,0.017793,0.202248,0.005184,0.048834,0.000800,0.013568,0.179687,0.001248,0.000352,0.917124
0.416208,0.017985,0.204680,0.005056,0.048514,0.000832,0.013537,0.183687,0.001248,0.000384,0.899619
0.417808,0.017761,0.204200,0.005248,0.048194,0.000800,0.013505,0.173158,0.001793,0.000384,0.890595
0.415857,0.017761,0.203656,0.005088,0.066530,0.000864,0.013633,0.180231,0.001408,0.000352,0.913284
0.419153,0.017472,0.205000,0.005025,0.048482,0.000800,0.013536,0.172583,0.001344,0.000384,0.891971
0.417872,0.017600,0.203784,0.005088,0.048130,0.000832,0.013473,0.165798,0.001313,0.000320,0.881923
0.417937,0.017472,0.204552,0.005057,0.047682,0.000832,0.013824,0.172359,0.001312,0.000352,0.889379
0.441105,0.017761,0.204488,0.005280,0.049538,0.001024,0.013729,0.178343,0.001568,0.000384,0.921284
0.417937,0.017728,0.203976,0.005121,0.048673,0.000833,0.013728,0.178503,0.001408,0.000384,0.896163
0.419280,0.017793,0.204424,0.005120,0.049250,0.000832,0.013569,0.181255,0.001472,0.000448,0.901475
0.417040,0.017377,0.203112,0.022977,0.049474,0.000832,0.014432,0.172199,0.001280,0.000576,0.908099
0.419088,0.017697,0.204072,0.005088,0.049218,0.000832,0.014177,0.173190,0.001345,0.000352,0.892867
0.421713,0.017536,0.204680,0.004992,0.048002,0.000800,0.014048,0.163239,0.001344,0.000384,0.884995
0.417840,0.018272,0.203688,0.005216,0.048545,0.000832,0.013921,0.168743,0.001280,0.000352,0.886947
0.433489,0.017729,0.205128,0.005312,0.049154,0.000832,0.014241,0.169734,0.001408,0.000640,0.905539
0.417585,0.017825,0.204552,0.005152,0.048898,0.000800,0.014016,0.173735,0.001312,0.000416,0.892515
0.417328,0.017697,0.203848,0.005056,0.048514,0.000800,0.013953,0.170854,0.001344,0.000608,0.887811
0.418000,0.017793,0.203848,0.005120,0.047938,0.000800,0.034689,0.178823,0.001440,0.000416,0.917924
0.423569,0.017825,0.202984,0.005216,0.049666,0.000832,0.014113,0.178023,0.001376,0.000672,0.902756
0.420785,0.017793,0.205480,0.005280,0.048514,0.000832,0.013921,0.181159,0.001440,0.000608,0.904420
0.418064,0.017665,0.202824,0.005088,0.048994,0.000832,0.014465,0.173735,0.001376,0.000416,0.891939
0.431920,0.018080,0.204232,0.005089,0.049025,0.000832,0.014016,0.181191,0.001440,0.000608,0.914563
0.422161,0.017569,0.204552,0.005024,0.048930,0.000800,0.013920,0.179656,0.001440,0.000448,0.902948
0.421777,0.017697,0.203144,0.005248,0.048226,0.000832,0.014240,0.164423,0.001408,0.000448,0.885539
0.418896,0.017633,0.203496,0.005056,0.066755,0.000832,0.014016,0.177319,0.001536,0.000384,0.914115
0.421905,0.017728,0.203848,0.005089,0.048546,0.000832,0.014592,0.177575,0.001504,0.000672,0.900291
0.423249,0.017665,0.203848,0.005120,0.048002,0.000800,0.013856,0.163847,0.001440,0.000672,0.887043
0.423152,0.017633,0.203528,0.005280,0.048162,0.000832,0.014017,0.182183,0.001664,0.000416,0.906019
0.430736,0.018112,0.204616,0.005089,0.049089,0.000832,0.013856,0.190632,0.001920,0.000640,0.926212
0.416881,0.017793,0.203912,0.005248,0.049090,0.001088,0.014080,0.186376,0.001920,0.000352,0.905956
0.418800,0.017793,0.203976,0.005088,0.048386,0.000832,0.014049,0.176838,0.001536,0.000608,0.896675
0.425200,0.017952,0.224265,0.005152,0.048418,0.000800,0.014273,0.178535,0.001632,0.000640,0.925700
0.423056,0.018017,0.204424,0.005184,0.048898,0.000832,0.013633,0.179111,0.001408,0.000352,0.903203
0.422449,0.017760,0.203560,0.005121,0.049442,0.000832,0.014016,0.180615,0.001632,0.000384,0.903683
0.418896,0.017665,0.204712,0.005280,0.048898,0.000832,0.013665,0.167590,0.001344,0.000352,0.887426
0.418160,0.017856,0.204232,0.005216,0.049314,0.000864,0.013857,0.179847,0.001568,0.000864,0.899811
0.424657,0.017601,0.204520,0.004992,0.048450,0.000832,0.014273,0.176390,0.001408,0.000416,0.902148
0.424977,0.017857,0.203240,0.005088,0.049186,0.000832,0.013921,0.174950,0.001920,0.000384,0.901092
0.416816,0.017633,0.223881,0.005280,0.048674,0.000832,0.013985,0.179847,0.001760,0.000640,0.918564
0.417872,0.017761,0.203496,0.005216,0.049378,0.000800,0.014241,0.189831,0.001921,0.000640,0.909412
0.421104,0.018017,0.203688,0.005024,0.048834,0.000800,0.013985,0.175719,0.001408,0.000416,0.896963
0.417584,0.018241,0.204072,0.005056,0.048450,0.000800,0.013793,0.176647,0.001440,0.000576,0.894563
0.416048,0.017729,0.204872,0.005312,0.048834,0.000832,0.013857,0.171399,0.001408,0.000384,0.888387
0.426449,0.017601,0.203592,0.004992,0.048962,0.000864,0.014048,0.179143,0.001472,0.000384,0.905508
0.420560,0.017728,0.203912,0.005056,0.049250,0.000768,0.014305,0.179335,0.001280,0.000576,0.900323
0.436081,0.017569,0.204264,0.005248,0.048834,0.000608,0.014080,0.186664,0.001312,0.000416,0.923012
0.418416,0.017537,0.204232,0.005056,0.049218,0.000832,0.013953,0.185095,0.001408,0.000416,0.904707
0.418928,0.017793,0.202952,0.005280,0.049058,0.000800,0.013889,0.179975,0.001344,0.000416,0.898595
0.415888,0.017792,0.203272,0.005056,0.048898,0.000800,0.014561,0.197928,0.001280,0.000608,0.914308
0.417872,0.017537,0.203880,0.005056,0.048418,0.000800,0.013985,0.172327,0.001408,0.000576,0.889955
0.417904,0.017473,0.203816,0.005280,0.048546,0.000576,0.013633,0.161158,0.001184,0.000384,0.877954
0.417968,0.017825,0.203912,0.005024,0.049410,0.000576,0.013792,0.172295,0.001248,0.000416,0.890146
0.422096,0.037473,0.203912,0.005056,0.048546,0.000800,0.013697,0.172710,0.001376,0.000352,0.913700
0.417552,0.017761,0.203656,0.005056,0.048610,0.000544,0.013728,0.172519,0.001312,0.000384,0.888514
0.422225,0.017568,0.205384,0.005089,0.047649,0.000577,0.013728,0.172551,0.001312,0.000384,0.893731
0.417072,0.017729,0.205384,0.005280,0.047714,0.000576,0.013729,0.166854,0.001312,0.000352,0.883650
