Layer[0],TEE[1-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.422867,0.265643,0.203977,0.005569,0.047234,0.000544,0.013728,0.000320,0.001569,0.000960,0.000384,0.973227
0.420914,0.251339,0.203273,0.005568,0.047971,0.000608,0.013760,0.000352,0.001536,0.000928,0.000320,0.954921
0.416114,0.220393,0.203401,0.005408,0.047395,0.000768,0.013792,0.000352,0.001504,0.000960,0.000352,0.919144
0.418802,0.226858,0.203817,0.005729,0.047746,0.000832,0.013568,0.000384,0.001505,0.000992,0.000384,0.929961
0.422611,0.210569,0.203913,0.005600,0.048291,0.000576,0.013920,0.000384,0.001472,0.000928,0.000416,0.917256
0.437972,0.224009,0.203208,0.005569,0.047490,0.000576,0.014240,0.000352,0.001409,0.000896,0.000640,0.944874
0.419026,0.221354,0.204553,0.005600,0.047875,0.000768,0.013696,0.000352,0.001536,0.001024,0.000544,0.925480
0.416946,0.226602,0.203689,0.005505,0.047426,0.000768,0.013600,0.000320,0.001472,0.001024,0.000576,0.926153
0.416626,0.215753,0.220074,0.005408,0.048034,0.000800,0.013952,0.000384,0.001440,0.001024,0.000384,0.933160
0.416850,0.217385,0.204232,0.005345,0.047682,0.000576,0.013920,0.000352,0.001472,0.000928,0.000640,0.918184
0.416754,0.208329,0.203336,0.005281,0.047778,0.000640,0.013824,0.000352,0.001472,0.000896,0.000352,0.907464
0.416626,0.243819,0.203497,0.005536,0.047586,0.000800,0.013569,0.000320,0.001408,0.000960,0.000384,0.943433
0.432787,0.216810,0.203145,0.005536,0.047234,0.000576,0.013601,0.000416,0.001440,0.000992,0.000384,0.932489
0.416274,0.222122,0.204073,0.005664,0.047778,0.000992,0.013633,0.000352,0.001504,0.000992,0.000320,0.923304
0.415986,0.271244,0.203113,0.009536,0.047651,0.000768,0.013824,0.000352,0.001408,0.000960,0.000576,0.974442
0.416307,0.258635,0.203849,0.005664,0.047490,0.000768,0.013697,0.000384,0.001440,0.000960,0.000576,0.959050
0.421074,0.227242,0.203273,0.005600,0.048002,0.000576,0.013600,0.000352,0.001408,0.000992,0.000352,0.931880
0.417651,0.208105,0.203561,0.009568,0.046882,0.000544,0.013441,0.000352,0.001376,0.000992,0.000576,0.912040
0.421394,0.222538,0.204937,0.005600,0.047810,0.000576,0.013696,0.000384,0.001408,0.000928,0.000352,0.927592
0.421074,0.250891,0.204617,0.005505,0.047618,0.000576,0.013536,0.000352,0.001440,0.001088,0.000353,0.955786
0.422067,0.228810,0.203241,0.005536,0.047266,0.000576,0.013505,0.000384,0.001344,0.000928,0.000352,0.932297
0.415570,0.231978,0.203401,0.005504,0.047266,0.000544,0.013473,0.000384,0.001376,0.000928,0.000320,0.929224
0.433459,0.234634,0.204137,0.005409,0.047138,0.000544,0.013536,0.000384,0.001472,0.000928,0.000320,0.949673
0.420434,0.256428,0.203465,0.005440,0.047618,0.000736,0.013505,0.000352,0.001504,0.000992,0.000384,0.959946
0.420594,0.224521,0.203817,0.009345,0.047042,0.000544,0.013760,0.000320,0.001472,0.000960,0.000384,0.931241
0.416627,0.223594,0.219529,0.005344,0.047427,0.000800,0.013632,0.000384,0.001472,0.000992,0.000352,0.938857
0.420243,0.233258,0.203113,0.009440,0.047267,0.001024,0.013440,0.000352,0.001440,0.001056,0.000384,0.939113
0.419794,0.214761,0.203145,0.005505,0.046850,0.000576,0.013440,0.000352,0.001440,0.000928,0.000576,0.915015
0.420274,0.219306,0.203017,0.005536,0.046786,0.000544,0.013601,0.000384,0.001440,0.000960,0.000416,0.920712
0.432819,0.210057,0.203113,0.005377,0.046850,0.000576,0.013440,0.000384,0.001632,0.000928,0.000384,0.925065
0.419666,0.228618,0.203241,0.005537,0.046818,0.000800,0.013536,0.000352,0.001376,0.000928,0.000384,0.929128
0.419922,0.205513,0.202665,0.009344,0.046819,0.001024,0.013536,0.000352,0.001408,0.000928,0.000384,0.910215
0.417490,0.238987,0.204617,0.005472,0.046850,0.000608,0.013441,0.000352,0.001376,0.001056,0.000384,0.939401
0.421394,0.221994,0.203369,0.012577,0.048354,0.000832,0.013440,0.000384,0.001472,0.000960,0.000352,0.934505
0.421587,0.221834,0.203113,0.009504,0.046946,0.001024,0.013441,0.000352,0.001440,0.000960,0.000384,0.928329
0.421746,0.220810,0.207145,0.005664,0.047010,0.000928,0.013472,0.000352,0.001504,0.001152,0.000416,0.929160
0.421715,0.223369,0.204488,0.005441,0.047234,0.000768,0.013472,0.000320,0.001472,0.000992,0.000352,0.927977
0.421682,0.231338,0.203721,0.009376,0.046914,0.000576,0.013473,0.000320,0.001664,0.001056,0.000384,0.938441
0.421235,0.246251,0.206121,0.005696,0.048450,0.000800,0.014593,0.000320,0.001760,0.001664,0.000640,0.957482
0.433203,0.254987,0.203401,0.005536,0.048130,0.000544,0.014720,0.000384,0.001696,0.001249,0.000384,0.973259
0.420979,0.229418,0.203113,0.005568,0.047778,0.000544,0.013601,0.000352,0.001472,0.001216,0.000576,0.932937
0.420658,0.229098,0.203529,0.005889,0.048418,0.000544,0.013536,0.000384,0.001472,0.001537,0.000320,0.933737
0.415794,0.262860,0.203528,0.005536,0.047810,0.000576,0.013472,0.000384,0.001440,0.001088,0.000352,0.961258
0.417042,0.215817,0.203817,0.005504,0.048034,0.000544,0.013569,0.000352,0.001472,0.001152,0.000352,0.917000
0.417074,0.220746,0.203144,0.005505,0.047586,0.000576,0.013568,0.000320,0.001472,0.001024,0.000352,0.920392
0.417298,0.217386,0.202952,0.005505,0.047714,0.000576,0.013504,0.000385,0.001504,0.001088,0.000352,0.917224
0.417202,0.204104,0.202984,0.005601,0.047074,0.000544,0.013504,0.000352,0.001472,0.000992,0.000352,0.902376
0.416370,0.246314,0.203113,0.005569,0.046978,0.000608,0.013760,0.000384,0.001408,0.001056,0.000352,0.944266
0.421171,0.221994,0.203848,0.005537,0.047042,0.000576,0.013536,0.000352,0.001377,0.000992,0.000320,0.924937
0.434259,0.241483,0.202920,0.005697,0.047202,0.000576,0.013728,0.000384,0.001377,0.001056,0.000352,0.957354
0.420338,0.209257,0.203273,0.005632,0.046946,0.000800,0.013761,0.000352,0.001440,0.001152,0.000352,0.911880
0.416275,0.228394,0.203145,0.005536,0.046914,0.000576,0.013505,0.000384,0.001504,0.001024,0.000384,0.926089
0.416210,0.217866,0.220265,0.005728,0.047011,0.000768,0.013792,0.000384,0.001472,0.001088,0.000352,0.934440
0.417683,0.218921,0.203977,0.005824,0.048483,0.000608,0.013664,0.000352,0.001440,0.001280,0.000384,0.921993
0.416627,0.227594,0.203465,0.005440,0.047106,0.000576,0.013665,0.000384,0.001536,0.000928,0.000352,0.925929
0.422867,0.203849,0.203721,0.005600,0.046946,0.000736,0.013601,0.000384,0.001536,0.000928,0.000384,0.909608
0.421138,0.216714,0.206601,0.005568,0.046850,0.000576,0.013505,0.000352,0.001472,0.000960,0.000384,0.923624
0.421042,0.217065,0.203433,0.005344,0.046882,0.000576,0.013505,0.000384,0.001472,0.000960,0.000352,0.919624
0.421170,0.251339,0.203433,0.005344,0.047170,0.000544,0.013473,0.000352,0.001440,0.001056,0.000384,0.953897
0.416754,0.253419,0.204297,0.005536,0.047074,0.000576,0.013441,0.000384,0.001728,0.001024,0.000416,0.953322
0.416050,0.221833,0.204009,0.012545,0.048450,0.000576,0.013537,0.000384,0.001440,0.000928,0.000352,0.928393
0.420626,0.204489,0.203624,0.005569,0.046850,0.001024,0.013728,0.000385,0.001408,0.000992,0.000352,0.907208
0.420563,0.213865,0.203113,0.005600,0.046850,0.001024,0.013441,0.000384,0.001408,0.000928,0.000384,0.914888
0.419442,0.213513,0.203401,0.005473,0.046850,0.000704,0.013472,0.000352,0.001504,0.000928,0.000384,0.916616
0.419474,0.214697,0.207081,0.005568,0.046882,0.000576,0.013473,0.000352,0.001440,0.000896,0.000640,0.918952
0.419922,0.211305,0.203177,0.005568,0.047010,0.000737,0.013440,0.000352,0.001472,0.001056,0.000384,0.913672
0.436595,0.215305,0.203017,0.009505,0.047010,0.000576,0.013504,0.000384,0.001440,0.000928,0.000577,0.937481
0.414802,0.214377,0.203561,0.005312,0.046851,0.000576,0.013408,0.000352,0.001408,0.000896,0.000352,0.910183
0.420946,0.224618,0.204329,0.005312,0.046978,0.000992,0.013441,0.000352,0.001440,0.000928,0.000352,0.928168
0.416115,0.225226,0.221865,0.005537,0.047362,0.000832,0.013568,0.000352,0.001472,0.000961,0.000384,0.942346
0.420018,0.211498,0.202889,0.005472,0.046914,0.000544,0.013505,0.000352,0.001472,0.000960,0.000352,0.912552
0.420178,0.211049,0.203177,0.005504,0.046850,0.000576,0.013473,0.000384,0.001440,0.000960,0.000352,0.911848
0.421811,0.223114,0.203305,0.005440,0.047170,0.000576,0.013441,0.000384,0.001504,0.000928,0.000832,0.928201
0.450708,0.226858,0.204617,0.005792,0.048226,0.000768,0.013825,0.000384,0.001472,0.001184,0.000384,0.963082
0.417714,0.216169,0.203913,0.009569,0.047714,0.001056,0.014081,0.000416,0.001504,0.000992,0.000384,0.922376
0.421298,0.199401,0.203625,0.005408,0.047362,0.000544,0.013569,0.000384,0.001440,0.000960,0.000384,0.904007
0.421618,0.233450,0.203657,0.005568,0.047810,0.000576,0.013505,0.000384,0.001504,0.000928,0.000352,0.936713
0.419955,0.231210,0.202793,0.005280,0.047234,0.000576,0.013601,0.000384,0.001472,0.000928,0.000352,0.932073
0.416883,0.211913,0.203241,0.005568,0.046946,0.000576,0.013473,0.000384,0.001472,0.000992,0.000384,0.910568
0.422067,0.232042,0.203145,0.005536,0.047138,0.000544,0.013473,0.000416,0.001408,0.001120,0.000384,0.936169
0.420114,0.221514,0.203913,0.005376,0.046914,0.000576,0.013473,0.000384,0.001472,0.000928,0.000320,0.923784
0.421138,0.214473,0.204457,0.005536,0.047010,0.000544,0.013473,0.000384,0.001472,0.000960,0.000384,0.919496
0.420147,0.249643,0.203913,0.005696,0.047330,0.000608,0.013473,0.000352,0.001504,0.000992,0.000352,0.954314
0.436723,0.223626,0.203369,0.005504,0.047554,0.000576,0.013409,0.000352,0.001536,0.000992,0.000608,0.944777
0.420978,0.257964,0.203113,0.005472,0.047298,0.000544,0.013377,0.000352,0.001504,0.001088,0.000384,0.960682
0.420786,0.276300,0.202985,0.005536,0.048130,0.000992,0.013440,0.000320,0.001568,0.001024,0.000608,0.980395
0.415890,0.234538,0.203624,0.009377,0.047586,0.000800,0.013505,0.000352,0.001440,0.000992,0.000608,0.937609
0.420626,0.226442,0.203241,0.005760,0.047682,0.000576,0.013408,0.000384,0.001504,0.000960,0.000576,0.930056
0.421330,0.221130,0.203017,0.005600,0.048162,0.000800,0.013473,0.000384,0.001440,0.000928,0.000352,0.924968
0.421234,0.216810,0.203209,0.005408,0.047522,0.000576,0.013473,0.000352,0.001472,0.000992,0.000544,0.920392
0.419891,0.253515,0.202985,0.005344,0.047618,0.000576,0.013505,0.000384,0.001472,0.001056,0.000576,0.954730
0.420178,0.228426,0.203273,0.005568,0.047651,0.000544,0.013632,0.000384,0.001504,0.000960,0.000352,0.930344
0.420243,0.250155,0.203241,0.005472,0.049346,0.000768,0.013889,0.000384,0.001504,0.000928,0.000384,0.954314
0.438483,0.269772,0.202985,0.005600,0.048002,0.000544,0.013569,0.000352,0.001440,0.000960,0.000576,0.990603
0.420466,0.230442,0.203209,0.005537,0.049250,0.000544,0.013536,0.000352,0.001473,0.000960,0.000544,0.936649
0.420210,0.209418,0.203721,0.005344,0.049378,0.000544,0.013505,0.000384,0.001472,0.001088,0.000384,0.914824
0.417778,0.210345,0.220522,0.005312,0.048162,0.000800,0.013504,0.000352,0.001504,0.001120,0.000544,0.929832
0.415698,0.230442,0.204105,0.005344,0.048610,0.001025,0.013664,0.000416,0.001504,0.001088,0.000576,0.931784
0.421522,0.237322,0.203689,0.009472,0.047746,0.000992,0.013857,0.000352,0.001472,0.001056,0.000352,0.946825
0.420562,0.227690,0.203625,0.005536,0.047938,0.000544,0.013697,0.000352,0.001536,0.001184,0.000576,0.932136
0.415410,0.234410,0.203337,0.005536,0.047331,0.000608,0.013568,0.000352,0.001472,0.000992,0.000608,0.932968
0.422130,0.226345,0.204393,0.005537,0.047522,0.000544,0.013536,0.000384,0.001473,0.001088,0.000608,0.932105
0.420338,0.227913,0.203912,0.005377,0.047874,0.000960,0.013600,0.000352,0.001504,0.001216,0.000576,0.933033
0.437939,0.239339,0.203753,0.005408,0.047906,0.000800,0.013441,0.000352,0.001440,0.001056,0.000352,0.960778
0.420626,0.266060,0.203337,0.005600,0.047618,0.000576,0.013537,0.000384,0.001536,0.001152,0.000352,0.969994
0.418354,0.267275,0.203273,0.005504,0.047234,0.000608,0.013568,0.000384,0.001440,0.001088,0.000576,0.968522
0.421426,0.290413,0.204425,0.005600,0.047330,0.000576,0.013377,0.000352,0.001536,0.001120,0.000384,0.996299
0.417426,0.204137,0.203657,0.005312,0.047874,0.000768,0.013505,0.000384,0.001472,0.000928,0.000256,0.904327
0.416370,0.239082,0.203401,0.009568,0.050211,0.000768,0.013952,0.000384,0.001472,0.001057,0.000352,0.946442
0.416850,0.232682,0.202921,0.005536,0.047618,0.001024,0.013537,0.000384,0.001408,0.000992,0.000352,0.931657
0.416082,0.229354,0.203369,0.004928,0.047394,0.000576,0.013441,0.000352,0.001504,0.000928,0.000384,0.926632
0.415858,0.232010,0.203561,0.005152,0.047458,0.000576,0.013345,0.000384,0.001472,0.000960,0.000352,0.928872
0.416530,0.224746,0.202889,0.005120,0.047298,0.001056,0.013409,0.000384,0.001504,0.000960,0.000640,0.922376
0.429395,0.227722,0.203593,0.009408,0.047202,0.000576,0.013313,0.000352,0.001440,0.000992,0.000384,0.942313
0.414866,0.221673,0.203945,0.005153,0.047682,0.000576,0.013696,0.000384,0.001536,0.000865,0.000352,0.918952
0.418194,0.220938,0.210217,0.005504,0.047554,0.000800,0.013536,0.000352,0.001472,0.001120,0.000384,0.930120
0.416530,0.258411,0.221674,0.005408,0.048386,0.000833,0.013600,0.000384,0.001504,0.000896,0.000736,0.976810
0.421075,0.248523,0.203689,0.005472,0.048706,0.000768,0.013697,0.000416,0.001472,0.000960,0.000352,0.953962
0.416818,0.225930,0.203465,0.005504,0.048066,0.000609,0.013568,0.000352,0.001408,0.000960,0.000352,0.925608
0.416914,0.229578,0.203369,0.005472,0.047970,0.001024,0.013569,0.000384,0.001504,0.001184,0.000384,0.929096
0.430098,0.260043,0.202953,0.005376,0.047138,0.000544,0.013537,0.000352,0.001568,0.000896,0.000352,0.970986
0.416722,0.207049,0.203016,0.005569,0.047746,0.000736,0.013440,0.000320,0.001536,0.001088,0.000320,0.905256
0.422418,0.261164,0.204073,0.005600,0.047810,0.000576,0.013537,0.000384,0.001504,0.000960,0.000320,0.968586
0.418995,0.257323,0.202953,0.005600,0.047714,0.000576,0.013505,0.000384,0.001408,0.000928,0.000576,0.959434
0.416435,0.206729,0.203497,0.005536,0.047426,0.000576,0.013537,0.000384,0.001504,0.001024,0.000320,0.905192
0.421106,0.226986,0.204073,0.005441,0.047298,0.000544,0.013632,0.000352,0.001472,0.001056,0.000384,0.930249
0.415378,0.275084,0.203977,0.005536,0.046882,0.000576,0.013473,0.000352,0.001376,0.001024,0.000416,0.972490
0.421266,0.213545,0.203497,0.005249,0.046754,0.000576,0.013440,0.000352,0.001472,0.000992,0.000384,0.915784
0.416018,0.223050,0.203913,0.005312,0.046946,0.000544,0.013473,0.000384,0.001472,0.001280,0.000352,0.921000
0.421010,0.221706,0.203689,0.005280,0.047170,0.000576,0.013601,0.000352,0.001408,0.001024,0.000352,0.924488
0.440147,0.217962,0.203529,0.005312,0.046850,0.000576,0.013857,0.000384,0.001440,0.000960,0.000352,0.939113
0.415186,0.228682,0.203977,0.005504,0.047394,0.000576,0.013505,0.000352,0.001440,0.000960,0.000384,0.926024
0.423315,0.207433,0.203913,0.009568,0.046914,0.000576,0.013569,0.000384,0.001504,0.000928,0.000352,0.917640
0.420626,0.222666,0.221034,0.005472,0.046946,0.000832,0.013569,0.000384,0.001440,0.000960,0.000352,0.943145
0.419155,0.226890,0.203080,0.005505,0.047138,0.000544,0.013504,0.000352,0.001441,0.000928,0.000576,0.927337
0.422290,0.228330,0.203400,0.005281,0.047010,0.000480,0.013824,0.000320,0.001441,0.000928,0.000416,0.931945
0.420434,0.219818,0.204041,0.005472,0.046786,0.000768,0.013505,0.000352,0.001376,0.000992,0.000384,0.921960
0.438483,0.218441,0.203145,0.009504,0.046850,0.000577,0.013568,0.000352,0.001408,0.000992,0.000352,0.941737
0.419890,0.234219,0.202889,0.005568,0.046914,0.000576,0.013441,0.000352,0.001696,0.001056,0.000320,0.934857
0.420435,0.259979,0.202601,0.009536,0.047042,0.000544,0.013505,0.000384,0.001472,0.000928,0.000352,0.964138
0.422515,0.245098,0.203112,0.005537,0.046914,0.000544,0.013472,0.000352,0.001472,0.000961,0.000576,0.948650
0.416786,0.224777,0.203273,0.009537,0.046946,0.000576,0.013568,0.000352,0.001473,0.000896,0.000384,0.926505
0.416530,0.208777,0.203401,0.005568,0.047138,0.000576,0.013440,0.000352,0.001536,0.000928,0.000384,0.907079
0.418322,0.227081,0.203433,0.005505,0.046946,0.000576,0.013472,0.000384,0.001504,0.000960,0.000449,0.926313
0.420691,0.229834,0.204393,0.009408,0.047042,0.000576,0.013441,0.000352,0.001472,0.000992,0.000288,0.937193
0.420658,0.258828,0.204617,0.005632,0.046914,0.000768,0.013441,0.000352,0.001440,0.000864,0.000416,0.961994
0.415954,0.231722,0.203497,0.005536,0.047042,0.000576,0.013505,0.000352,0.001472,0.000896,0.000384,0.928296
0.431251,0.272460,0.203561,0.009505,0.046818,0.001024,0.013440,0.000352,0.001472,0.000960,0.000384,0.989164
0.420595,0.226282,0.203721,0.005568,0.046850,0.000576,0.013473,0.000352,0.001504,0.000960,0.000320,0.928457
0.419570,0.259083,0.203433,0.009505,0.046818,0.000992,0.013473,0.000320,0.001440,0.000896,0.000320,0.964714
0.420242,0.261420,0.222761,0.005569,0.046850,0.000768,0.013536,0.000384,0.001440,0.000961,0.000416,0.983051
0.420946,0.233066,0.203337,0.009536,0.047170,0.000800,0.013665,0.000320,0.001408,0.000896,0.000416,0.939465
0.423091,0.219818,0.204457,0.009440,0.047010,0.000544,0.013441,0.000352,0.001472,0.000992,0.000352,0.930313
0.420146,0.215689,0.203913,0.005505,0.047042,0.000576,0.013440,0.000352,0.001440,0.000992,0.000385,0.917608
0.417042,0.268140,0.202985,0.005568,0.046882,0.000608,0.013409,0.000352,0.001472,0.000928,0.000352,0.966154
0.422514,0.205160,0.204040,0.005345,0.047010,0.000608,0.013472,0.000384,0.001440,0.000961,0.000352,0.909896
0.420370,0.221897,0.203689,0.005504,0.047138,0.000769,0.013984,0.000352,0.001472,0.001152,0.000352,0.925256
0.438195,0.228586,0.203209,0.005568,0.046914,0.000544,0.013409,0.000384,0.001472,0.000928,0.000320,0.948681
0.421138,0.267468,0.203369,0.005344,0.046914,0.000800,0.013441,0.000352,0.001472,0.000864,0.000352,0.969162
0.421266,0.214921,0.203625,0.005472,0.046882,0.000576,0.013409,0.000352,0.001440,0.000960,0.000640,0.918088
0.421714,0.217834,0.203113,0.005504,0.063811,0.000864,0.013472,0.000352,0.001408,0.001024,0.000352,0.938088
0.420658,0.269996,0.203497,0.005504,0.046786,0.000576,0.013505,0.000352,0.001408,0.000864,0.000352,0.971722
0.420914,0.233610,0.203689,0.005409,0.047330,0.000608,0.013856,0.000352,0.001504,0.001056,0.000384,0.937897
0.419538,0.212553,0.202825,0.005536,0.046914,0.000608,0.013441,0.000320,0.001440,0.000864,0.000352,0.912072
0.438707,0.209833,0.203177,0.005504,0.047074,0.000576,0.013441,0.000384,0.001472,0.000960,0.000608,0.930184
0.416338,0.220554,0.202664,0.005505,0.046946,0.000544,0.013472,0.000320,0.001408,0.000897,0.000320,0.916904
0.420435,0.231370,0.203017,0.005568,0.046978,0.000608,0.013473,0.000320,0.001472,0.000960,0.000352,0.932233
0.416978,0.247787,0.203209,0.005440,0.046978,0.000993,0.013440,0.000384,0.001440,0.000896,0.000352,0.945993
0.422066,0.234890,0.203721,0.009441,0.046882,0.000960,0.013441,0.000384,0.001760,0.001120,0.000352,0.943689
0.421331,0.230058,0.202825,0.005472,0.046882,0.000544,0.013569,0.000320,0.001536,0.000896,0.000352,0.931785
0.422258,0.249419,0.202697,0.005504,0.046946,0.000576,0.013473,0.000352,0.001440,0.000896,0.000352,0.951881
0.419954,0.219242,0.203273,0.005536,0.046978,0.000704,0.013441,0.000352,0.001600,0.000960,0.000352,0.921000
0.420274,0.214441,0.203753,0.005537,0.046978,0.000800,0.013408,0.000384,0.001504,0.000928,0.000352,0.916360
0.422483,0.210121,0.203689,0.005536,0.047330,0.000576,0.013377,0.000352,0.001504,0.000896,0.000640,0.914312
0.439699,0.268203,0.204937,0.005793,0.048066,0.000800,0.013952,0.000320,0.001504,0.001665,0.000640,0.998796
0.420274,0.217097,0.204808,0.005601,0.047874,0.000800,0.013953,0.000352,0.001440,0.001152,0.000320,0.922472
0.421747,0.261739,0.209449,0.005665,0.048386,0.000832,0.014112,0.000385,0.001856,0.002176,0.000608,0.978027
0.419475,0.210121,0.219497,0.005856,0.048578,0.000800,0.014753,0.000352,0.001760,0.001504,0.000320,0.932137
0.416882,0.258412,0.203465,0.005280,0.048674,0.000576,0.013921,0.000352,0.001440,0.000864,0.000352,0.957770
0.416082,0.221770,0.203497,0.005536,0.048770,0.000576,0.013633,0.000384,0.001568,0.001120,0.000352,0.921576
0.415858,0.219786,0.203560,0.009440,0.048898,0.000544,0.013729,0.000320,0.001440,0.000896,0.000352,0.922536
0.435763,0.325870,0.204457,0.005504,0.054115,0.000576,0.013824,0.000352,0.001537,0.000896,0.000384,1.052078
0.422930,0.221962,0.204457,0.005568,0.047682,0.000736,0.013665,0.000352,0.001472,0.001376,0.000352,0.929256
0.417234,0.258795,0.204265,0.005760,0.048002,0.000576,0.013505,0.000352,0.001440,0.000992,0.000384,0.959529
0.434163,0.234058,0.203689,0.005377,0.048002,0.000544,0.013856,0.000352,0.001504,0.000928,0.000352,0.951593
0.417042,0.260075,0.203592,0.005281,0.047490,0.000544,0.013760,0.000384,0.001568,0.000800,0.000352,0.959722
0.415634,0.230506,0.203529,0.005440,0.047235,0.000576,0.013440,0.000352,0.001472,0.000928,0.000352,0.926504
0.416434,0.205097,0.223914,0.005248,0.047330,0.000576,0.014241,0.000352,0.001472,0.000960,0.000384,0.923592
0.420594,0.266028,0.203785,0.009376,0.047458,0.001025,0.013760,0.000352,0.001696,0.001152,0.000320,0.975050
0.415442,0.215913,0.205161,0.005504,0.047522,0.000544,0.013441,0.000352,0.001440,0.000992,0.000384,0.915080
0.416626,0.206569,0.203881,0.005600,0.047042,0.000576,0.013825,0.000352,0.001472,0.000896,0.000288,0.904935
0.437107,0.227306,0.203913,0.005537,0.047458,0.000576,0.013824,0.000416,0.001504,0.001152,0.000417,0.948298
0.420754,0.236650,0.203241,0.005537,0.047298,0.000800,0.014016,0.000352,0.001472,0.001120,0.000353,0.940073
0.420658,0.216458,0.204201,0.005632,0.047714,0.000800,0.013505,0.000384,0.001440,0.000992,0.000384,0.920488
0.420947,0.257611,0.204009,0.005504,0.047298,0.000768,0.013473,0.000352,0.001504,0.001056,0.000384,0.961578
0.419698,0.254507,0.203369,0.005504,0.047138,0.000960,0.013537,0.000384,0.001472,0.000960,0.000320,0.955913
0.416114,0.223657,0.203401,0.005568,0.047043,0.000544,0.013536,0.000384,0.001472,0.001024,0.000352,0.921000
0.420019,0.219369,0.203657,0.005504,0.046978,0.000577,0.013536,0.000352,0.001440,0.001024,0.000320,0.921224
0.416018,0.222506,0.203753,0.005344,0.046978,0.000608,0.013473,0.000352,0.001376,0.001056,0.000384,0.921128
0.420563,0.256043,0.203049,0.005536,0.046818,0.000576,0.013441,0.000352,0.001376,0.000928,0.000384,0.958122
0.422098,0.266892,0.207177,0.009376,0.047042,0.000641,0.013568,0.000384,0.001952,0.000928,0.000544,0.979210
0.438067,0.227498,0.203465,0.005568,0.047522,0.000576,0.013440,0.000352,0.001536,0.000960,0.000576,0.948905
0.420210,0.222474,0.203145,0.005536,0.046978,0.000992,0.013473,0.000352,0.001472,0.001024,0.000352,0.924808
0.421330,0.238026,0.203241,0.005601,0.047106,0.000576,0.013472,0.000352,0.001568,0.001056,0.000833,0.943210
0.416178,0.256460,0.203176,0.009409,0.047170,0.000544,0.013889,0.000384,0.001792,0.000960,0.000608,0.958922
0.415698,0.215178,0.202857,0.005536,0.047010,0.000544,0.013696,0.000353,0.001568,0.000960,0.000352,0.912328
0.419954,0.217898,0.203433,0.005568,0.047298,0.000608,0.013601,0.000352,0.001472,0.000928,0.000384,0.920136
0.414994,0.223850,0.203113,0.005344,0.047010,0.000544,0.013473,0.000352,0.001472,0.000896,0.000352,0.919368
0.416083,0.228426,0.203945,0.005312,0.047042,0.000992,0.013505,0.000384,0.001472,0.000960,0.000384,0.926793
0.420594,0.249290,0.203625,0.005537,0.046914,0.000576,0.013472,0.000384,0.001568,0.000896,0.000352,0.951241
0.415986,0.255883,0.204809,0.005504,0.047586,0.000576,0.013729,0.000352,0.001440,0.000928,0.000352,0.955978
0.434259,0.227018,0.203657,0.005664,0.047810,0.000576,0.013985,0.000352,0.001440,0.000992,0.000352,0.946697
0.422322,0.229386,0.202953,0.005537,0.048162,0.000608,0.013600,0.000352,0.001408,0.000864,0.000320,0.934441
0.420690,0.203977,0.202985,0.005504,0.047874,0.000768,0.013600,0.000352,0.001504,0.000960,0.000320,0.907719
0.420818,0.228074,0.221097,0.005344,0.048354,0.000864,0.013824,0.000320,0.001376,0.000992,0.000352,0.950986
0.422834,0.223465,0.203145,0.009601,0.047714,0.000992,0.013504,0.000352,0.001665,0.001024,0.000352,0.933353
0.418322,0.233130,0.203081,0.005536,0.047906,0.000576,0.013505,0.000384,0.001408,0.000960,0.000384,0.933737
0.422066,0.227145,0.203432,0.009409,0.047298,0.000576,0.013409,0.000320,0.001408,0.000992,0.000384,0.934313
0.437299,0.230634,0.203337,0.005536,0.047010,0.000544,0.013505,0.000352,0.001408,0.000928,0.000320,0.948937
0.417106,0.226218,0.203593,0.005344,0.047298,0.000576,0.013569,0.000352,0.001408,0.000928,0.000320,0.925288
0.416626,0.226474,0.203081,0.005568,0.046786,0.000576,0.013537,0.000352,0.001440,0.001024,0.000288,0.923656
0.416370,0.250411,0.207049,0.005536,0.047298,0.000992,0.013473,0.000384,0.001472,0.000992,0.000352,0.954089
0.420946,0.228425,0.203112,0.005537,0.047426,0.000576,0.013472,0.000320,0.001472,0.000897,0.000320,0.930633
0.420018,0.253451,0.203657,0.005600,0.047330,0.000736,0.013472,0.000384,0.001472,0.000992,0.000352,0.955689
0.419474,0.223370,0.203753,0.005344,0.047074,0.000800,0.013472,0.000384,0.001472,0.000896,0.000384,0.925928
0.419730,0.231018,0.202728,0.005377,0.047074,0.000576,0.013472,0.000352,0.001440,0.000992,0.000609,0.931465
0.419698,0.216298,0.203817,0.005600,0.046786,0.000992,0.013473,0.000384,0.001408,0.000928,0.000352,0.918088
0.421778,0.214922,0.206441,0.005344,0.046914,0.000960,0.013537,0.000384,0.001408,0.001024,0.000320,0.921992
0.438932,0.226602,0.204552,0.005633,0.047554,0.000576,0.013792,0.000353,0.001408,0.001024,0.000352,0.948266
0.419730,0.204073,0.202761,0.005504,0.046914,0.000704,0.013441,0.000384,0.001472,0.000928,0.000352,0.904071
0.415250,0.238602,0.203721,0.009600,0.046818,0.000576,0.013537,0.000384,0.001472,0.000928,0.000352,0.938953
0.415794,0.234218,0.221066,0.005696,0.046978,0.000800,0.013505,0.000320,0.001472,0.000960,0.000384,0.950889
