Layer[0],TEE[1-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420690,0.228106,0.203977,0.005504,0.046818,0.000992,0.013601,0.000384,0.001472,0.001120,0.000384,0.931464
0.417075,0.211337,0.203625,0.005504,0.046946,0.000576,0.013537,0.000352,0.018913,0.001120,0.000352,0.928041
0.421138,0.265003,0.203048,0.005601,0.047074,0.000576,0.013568,0.000416,0.001408,0.000992,0.000384,0.967434
0.420883,0.219049,0.204041,0.005536,0.046882,0.000960,0.013568,0.000352,0.001408,0.000928,0.000384,0.923112
0.421714,0.259339,0.203561,0.005568,0.047074,0.000576,0.013537,0.000416,0.001376,0.001088,0.000640,0.963882
0.438291,0.237258,0.203752,0.005537,0.046978,0.000544,0.013536,0.000384,0.001408,0.001056,0.000352,0.957450
0.420562,0.221897,0.204265,0.005504,0.046882,0.000608,0.013505,0.000352,0.001408,0.001056,0.000352,0.924456
0.416210,0.224106,0.203849,0.005376,0.047010,0.000768,0.013601,0.000352,0.001408,0.001184,0.000608,0.923304
0.420530,0.242090,0.203561,0.005504,0.046914,0.000576,0.013569,0.000352,0.001376,0.001024,0.000352,0.945673
0.420563,0.226441,0.203048,0.005569,0.046818,0.000576,0.013440,0.000384,0.001408,0.001024,0.000384,0.927784
0.416594,0.259724,0.203209,0.005536,0.046946,0.000576,0.013536,0.000384,0.001440,0.001120,0.000352,0.957482
0.420659,0.224522,0.203560,0.012289,0.048354,0.001024,0.013569,0.000352,0.001440,0.001056,0.000320,0.935561
0.420018,0.227370,0.203785,0.005504,0.046850,0.000577,0.013536,0.000384,0.001440,0.001056,0.000384,0.928968
0.420722,0.231530,0.203657,0.005440,0.046915,0.000576,0.013536,0.000384,0.001440,0.001024,0.000352,0.933320
0.416402,0.226442,0.203977,0.009376,0.047426,0.000576,0.013569,0.000352,0.001440,0.001152,0.000352,0.930472
0.440467,0.229802,0.203369,0.009600,0.046978,0.000544,0.013761,0.000384,0.001632,0.001056,0.000352,0.956137
0.416402,0.222025,0.203304,0.009569,0.046914,0.000608,0.013696,0.000608,0.001536,0.001088,0.000352,0.924744
0.417074,0.212714,0.204072,0.005569,0.046946,0.000608,0.013920,0.000384,0.001505,0.001056,0.000576,0.913192
0.420498,0.213802,0.220713,0.005344,0.047011,0.001056,0.013536,0.000320,0.001504,0.001056,0.000352,0.933672
0.420371,0.234666,0.203241,0.005568,0.047330,0.000576,0.013569,0.000320,0.001408,0.001056,0.000320,0.936553
0.416050,0.222474,0.203177,0.005568,0.046914,0.000608,0.013569,0.000320,0.001440,0.001024,0.000352,0.919464
0.416306,0.212265,0.203337,0.005600,0.046850,0.000992,0.013505,0.000352,0.001472,0.001056,0.000288,0.910184
0.432499,0.215401,0.203657,0.009569,0.046978,0.000512,0.013408,0.000352,0.001505,0.001056,0.000384,0.933417
0.415922,0.216234,0.203144,0.005536,0.046946,0.000768,0.013568,0.000320,0.001473,0.001024,0.000352,0.914568
0.416658,0.229130,0.204104,0.005601,0.049730,0.000544,0.014081,0.000416,0.001536,0.001344,0.000384,0.933897
0.415986,0.264875,0.203529,0.005472,0.048098,0.000544,0.013568,0.000352,0.001440,0.001024,0.000352,0.963433
0.416146,0.226602,0.204265,0.005600,0.048162,0.000576,0.013857,0.000384,0.001504,0.001280,0.000352,0.927272
0.416114,0.246539,0.203561,0.005600,0.048962,0.000544,0.013473,0.000384,0.001440,0.001024,0.000352,0.946825
0.420530,0.235274,0.222122,0.005376,0.048002,0.000768,0.013505,0.000352,0.001440,0.000992,0.000320,0.957769
0.415442,0.209737,0.204393,0.005568,0.048226,0.000576,0.013473,0.000384,0.001440,0.001056,0.000352,0.908743
0.420594,0.233643,0.204200,0.005441,0.048610,0.000768,0.013888,0.000384,0.001536,0.001120,0.000352,0.940201
0.419571,0.229834,0.203432,0.005537,0.047778,0.000608,0.013760,0.000385,0.001472,0.001280,0.000352,0.932041
0.432722,0.213674,0.203080,0.005569,0.047906,0.000608,0.013664,0.000384,0.001504,0.000960,0.000384,0.928616
0.420690,0.221642,0.203305,0.005568,0.048962,0.000608,0.013537,0.000384,0.001472,0.000960,0.000320,0.925224
0.416786,0.231850,0.203049,0.005568,0.048866,0.000544,0.013793,0.000384,0.001408,0.001088,0.000576,0.933481
0.422322,0.247722,0.203657,0.005504,0.048291,0.000608,0.013600,0.000352,0.001408,0.001120,0.000384,0.953801
0.420754,0.216938,0.203272,0.005569,0.047618,0.000576,0.013504,0.000384,0.001473,0.001184,0.000384,0.920744
0.421138,0.218922,0.203369,0.005568,0.047906,0.000768,0.013537,0.000416,0.001472,0.001088,0.000448,0.922920
0.420018,0.212297,0.202921,0.005536,0.047362,0.000576,0.013537,0.000384,0.001440,0.000992,0.000352,0.913639
0.421459,0.206153,0.203560,0.005441,0.046946,0.001024,0.013504,0.000384,0.001345,0.001088,0.000384,0.909544
0.420178,0.212713,0.203080,0.005569,0.046914,0.000576,0.013440,0.000352,0.001472,0.000960,0.000352,0.913895
0.416274,0.223113,0.203081,0.009473,0.046882,0.000608,0.013536,0.000352,0.001376,0.001056,0.000416,0.924712
0.442739,0.263275,0.202985,0.005536,0.046946,0.000576,0.013473,0.000352,0.001440,0.001024,0.000384,0.987179
0.417074,0.222281,0.203177,0.009441,0.046978,0.000576,0.013536,0.000352,0.001440,0.001024,0.000384,0.923975
0.417042,0.231114,0.203913,0.009504,0.047875,0.000576,0.013600,0.000416,0.001536,0.001152,0.000384,0.936296
0.420787,0.218729,0.220970,0.005792,0.047170,0.000768,0.014017,0.000352,0.001408,0.001120,0.000416,0.939881
0.416850,0.247147,0.203945,0.005600,0.047170,0.000576,0.013537,0.000416,0.001504,0.001184,0.000320,0.947369
0.421138,0.242475,0.204233,0.005504,0.047234,0.000768,0.013601,0.000320,0.001440,0.001056,0.000352,0.947081
0.421203,0.237194,0.203305,0.005568,0.047234,0.000608,0.013505,0.000416,0.001504,0.001024,0.000352,0.940009
0.420146,0.214633,0.203241,0.005568,0.046914,0.000640,0.013505,0.000352,0.001440,0.000960,0.000384,0.915783
0.415954,0.214409,0.204361,0.009440,0.046882,0.000577,0.013504,0.000384,0.001728,0.000960,0.000352,0.916903
0.416082,0.250667,0.203689,0.005376,0.047010,0.000800,0.013505,0.000352,0.001472,0.001024,0.000352,0.948713
0.433587,0.225930,0.203529,0.005728,0.046882,0.000576,0.013537,0.000384,0.001472,0.001120,0.000352,0.941577
0.420050,0.213545,0.203529,0.005472,0.046818,0.000608,0.013505,0.000384,0.001440,0.000992,0.000320,0.914599
0.420050,0.236234,0.204201,0.005536,0.047074,0.000608,0.013569,0.000384,0.001440,0.001120,0.000384,0.940073
0.415794,0.257003,0.222985,0.005473,0.047746,0.001056,0.013984,0.000353,0.001376,0.001600,0.000352,0.976747
0.416114,0.217962,0.204393,0.005632,0.046978,0.000800,0.013825,0.000384,0.001536,0.001120,0.000384,0.917960
0.416434,0.229898,0.203529,0.005536,0.046946,0.000608,0.013825,0.000352,0.001504,0.001184,0.000352,0.928808
0.420018,0.223914,0.203752,0.005409,0.047394,0.000800,0.013536,0.000352,0.001472,0.001025,0.000320,0.926152
0.436531,0.233546,0.203337,0.005536,0.046882,0.000576,0.013537,0.000384,0.001568,0.000960,0.000352,0.951721
0.417074,0.254539,0.203849,0.005568,0.047330,0.000768,0.013569,0.000384,0.001632,0.001056,0.000320,0.954601
0.421427,0.222889,0.204265,0.005345,0.046978,0.000768,0.013536,0.000384,0.001504,0.001024,0.000384,0.927080
0.437939,0.223786,0.203592,0.005537,0.046882,0.001024,0.013440,0.000384,0.001441,0.001120,0.000352,0.944265
0.420754,0.230858,0.203529,0.005568,0.046978,0.000544,0.013505,0.000384,0.001472,0.000992,0.000352,0.932840
0.421554,0.255147,0.203753,0.009569,0.047042,0.000608,0.013440,0.000320,0.001728,0.001056,0.000352,0.963818
0.416818,0.229226,0.221514,0.008768,0.047042,0.000832,0.013473,0.000352,0.001472,0.001088,0.000352,0.950953
0.421266,0.220426,0.203816,0.005537,0.047330,0.000576,0.013472,0.000320,0.001537,0.001248,0.000608,0.925224
0.420754,0.223593,0.203625,0.005344,0.046946,0.000545,0.013504,0.000384,0.001536,0.000992,0.000384,0.926632
0.421714,0.231018,0.206825,0.005536,0.046914,0.000544,0.013536,0.000384,0.001504,0.001088,0.000320,0.937544
0.432275,0.234698,0.203593,0.005536,0.046978,0.000544,0.013473,0.000384,0.001504,0.001024,0.000352,0.949001
0.421586,0.244971,0.203913,0.012416,0.048418,0.000992,0.013440,0.000352,0.001504,0.000960,0.000320,0.957065
0.415474,0.255019,0.202953,0.009440,0.046978,0.000544,0.013537,0.000352,0.001472,0.000992,0.000384,0.955241
0.420466,0.270732,0.203529,0.005600,0.046882,0.000576,0.013505,0.000384,0.001504,0.001024,0.000352,0.972522
0.421266,0.216809,0.203081,0.005536,0.046946,0.000960,0.013473,0.000352,0.001440,0.000928,0.000608,0.919688
0.421107,0.225770,0.203016,0.005313,0.046978,0.000608,0.013504,0.000352,0.001505,0.001152,0.000352,0.928777
