Layer[0],TEE[1-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420369,0.761247,0.000736,0.002208,0.001024,0.000320,1.191280
0.419985,0.756031,0.000832,0.001888,0.000992,0.000384,1.185808
0.419953,0.784512,0.000736,0.002016,0.001056,0.000352,1.215057
0.415857,0.772447,0.000736,0.002240,0.000960,0.000608,1.200400
0.420529,0.799072,0.001056,0.003488,0.001152,0.000352,1.231634
0.420081,0.784512,0.000768,0.001985,0.001056,0.000352,1.215698
0.415665,0.763807,0.000768,0.002112,0.001088,0.000416,1.190928
0.415633,0.760511,0.000768,0.002144,0.001024,0.000384,1.187600
0.436209,0.749119,0.000928,0.002144,0.000928,0.000608,1.196177
0.422322,0.815201,0.001376,0.003136,0.002912,0.000576,1.254515
0.421073,0.806944,0.000864,0.002369,0.001408,0.000640,1.240531
0.421522,0.777407,0.000672,0.002144,0.000928,0.000576,1.211026
0.416145,0.761951,0.000800,0.002272,0.001152,0.000416,1.188433
0.420913,0.791200,0.000800,0.002240,0.001152,0.000576,1.224338
0.419953,0.794400,0.000864,0.002912,0.001056,0.000352,1.226098
0.420721,0.767455,0.000736,0.002272,0.001024,0.000384,1.198481
0.436818,0.778239,0.000704,0.002081,0.001120,0.000352,1.227698
0.419985,0.766144,0.000704,0.002016,0.001056,0.000576,1.197297
0.419601,0.758335,0.000768,0.001953,0.000992,0.000320,1.189041
0.432274,0.772063,0.000832,0.002016,0.000960,0.000576,1.216017
0.415569,0.753279,0.000704,0.001984,0.000992,0.000352,1.179216
0.416145,0.787616,0.000736,0.001984,0.000992,0.000320,1.214161
0.415793,0.757310,0.000800,0.002080,0.001024,0.000384,1.183184
0.420721,0.766527,0.000768,0.002176,0.001024,0.000608,1.199089
0.415537,0.806721,0.001120,0.003232,0.001120,0.000352,1.234258
0.420337,0.766751,0.000768,0.002016,0.001184,0.000608,1.197905
0.420241,0.760095,0.000896,0.002112,0.001056,0.000384,1.192752
0.419729,0.792097,0.001184,0.003040,0.001184,0.000512,1.225106
0.420049,0.746783,0.000640,0.002176,0.001056,0.000416,1.177520
0.419761,0.802241,0.000768,0.002208,0.001120,0.000384,1.232722
0.436850,0.788128,0.000768,0.002016,0.000993,0.000416,1.236723
0.415760,0.769407,0.000864,0.002240,0.000992,0.000608,1.197328
0.416049,0.798336,0.000768,0.002272,0.001024,0.000352,1.224530
0.417425,0.781696,0.000928,0.002304,0.001120,0.000416,1.211633
0.416273,0.788256,0.000864,0.002241,0.001024,0.000352,1.215666
0.420530,0.776639,0.000864,0.002272,0.000960,0.000416,1.208850
0.415921,0.762431,0.000800,0.002209,0.001120,0.000384,1.190449
0.416401,0.758495,0.000704,0.002113,0.001024,0.000576,1.186385
0.415729,0.788065,0.000768,0.002272,0.001184,0.000352,1.215090
0.415633,0.802657,0.001120,0.003040,0.001216,0.000544,1.230706
0.415761,0.776384,0.000800,0.002144,0.001024,0.000352,1.202929
0.433233,0.787648,0.000768,0.002113,0.001056,0.000352,1.231250
0.419953,0.763039,0.000736,0.002048,0.000960,0.000384,1.193232
0.415249,0.751486,0.000768,0.002016,0.000961,0.000608,1.177808
0.416113,0.787424,0.001056,0.003200,0.000992,0.000320,1.214865
0.415825,0.774880,0.000832,0.002432,0.001120,0.000352,1.202577
0.416401,0.802305,0.001120,0.003424,0.001312,0.000640,1.231538
0.416081,0.754367,0.000640,0.002976,0.001184,0.000416,1.182000
0.416241,0.763679,0.000800,0.002016,0.000992,0.000416,1.189968
0.416721,0.765280,0.000768,0.001984,0.000960,0.000352,1.193169
0.415953,0.750526,0.000705,0.001920,0.001024,0.000416,1.176272
0.417169,0.759839,0.000768,0.001984,0.000992,0.000352,1.187376
0.434866,0.807393,0.000992,0.002336,0.001024,0.000576,1.253523
0.415633,0.752191,0.000736,0.002240,0.001088,0.000608,1.177936
0.420113,0.797025,0.000800,0.002048,0.000992,0.000416,1.227090
0.415761,0.763647,0.000704,0.002080,0.001120,0.000384,1.190929
0.416305,0.767679,0.000672,0.002240,0.001120,0.000352,1.195568
0.415825,0.806113,0.000736,0.002144,0.001024,0.000352,1.232530
0.415889,0.755742,0.000736,0.001760,0.000992,0.000385,1.181201
0.416272,0.786720,0.000704,0.001856,0.000896,0.000384,1.213362
0.416049,0.788352,0.000640,0.001824,0.000992,0.000352,1.213617
0.415985,0.759935,0.000672,0.001920,0.001056,0.000352,1.185360
0.416113,0.768095,0.000704,0.001888,0.001152,0.000576,1.194736
0.435666,0.764607,0.000640,0.001952,0.001056,0.000352,1.210353
0.420370,0.764351,0.000704,0.001888,0.001056,0.000576,1.194321
0.414801,0.751998,0.000672,0.001984,0.001025,0.000352,1.177488
0.433394,0.761407,0.000736,0.002016,0.000960,0.000352,1.205169
0.415696,0.760766,0.000704,0.001856,0.001024,0.000576,1.186864
0.415024,0.762623,0.000704,0.001952,0.000992,0.000448,1.187728
0.415249,0.761087,0.000736,0.002016,0.001024,0.000384,1.187024
0.416849,0.758623,0.000864,0.002784,0.001024,0.000608,1.189360
0.414993,0.791904,0.000832,0.002272,0.001216,0.000384,1.219281
0.415696,0.770655,0.000736,0.001888,0.001088,0.000384,1.197361
0.419601,0.758559,0.000640,0.002144,0.001120,0.000384,1.189072
0.415377,0.788640,0.000736,0.002112,0.000928,0.000576,1.214065
0.420498,0.771359,0.000768,0.001952,0.000960,0.000352,1.204177
0.415633,0.759327,0.000704,0.002176,0.001056,0.000352,1.185904
0.434417,0.763807,0.000736,0.002144,0.001024,0.000352,1.208753
0.420401,0.760735,0.000736,0.001856,0.001184,0.000320,1.191121
0.420817,0.800545,0.001184,0.002688,0.001088,0.000384,1.234610
0.415249,0.762911,0.000736,0.001856,0.001184,0.000545,1.188945
0.415697,0.787584,0.000768,0.002080,0.001184,0.000352,1.213553
0.419793,0.787680,0.000768,0.002432,0.001184,0.000384,1.219569
0.420370,0.768735,0.000736,0.001952,0.000992,0.000384,1.198897
0.419729,0.763839,0.000768,0.002112,0.001024,0.000384,1.194992
0.420658,0.788256,0.000896,0.002944,0.001120,0.000416,1.222098
0.420305,0.766431,0.000768,0.002016,0.001184,0.000416,1.196913
0.420785,0.758143,0.000736,0.002080,0.000928,0.000608,1.189488
0.432626,0.797664,0.000704,0.002240,0.001024,0.000384,1.242035
0.419953,0.766655,0.000768,0.002016,0.001056,0.000416,1.196720
0.415633,0.792417,0.000768,0.002176,0.001088,0.000384,1.217810
0.420241,0.761759,0.000800,0.002272,0.000960,0.000352,1.193424
0.421617,0.754431,0.000864,0.002752,0.001088,0.000384,1.187760
0.420369,0.816097,0.001088,0.003040,0.001024,0.000320,1.249458
0.420561,0.765792,0.000800,0.001856,0.001120,0.000384,1.196849
0.419953,0.768031,0.000864,0.002145,0.000960,0.000576,1.200497
0.420177,0.802432,0.001120,0.002528,0.000992,0.000384,1.234002
0.415345,0.760351,0.000864,0.002080,0.000992,0.000384,1.186129
0.415089,0.788320,0.000672,0.001985,0.000960,0.000352,1.214194
0.434354,0.772480,0.000640,0.001856,0.001024,0.000576,1.216818
0.416113,0.761983,0.000768,0.001856,0.000960,0.000352,1.187696
0.415953,0.755519,0.000672,0.001920,0.001056,0.000384,1.181456
0.434034,0.784000,0.000768,0.002496,0.001120,0.000384,1.230706
0.416593,0.766079,0.000800,0.002240,0.000928,0.000448,1.193744
0.414961,0.806976,0.000768,0.002048,0.000864,0.000384,1.233010
0.416209,0.772160,0.000928,0.002112,0.001152,0.000352,1.200305
0.420946,0.771775,0.000768,0.002144,0.001120,0.000384,1.203633
0.421201,0.789824,0.000928,0.002976,0.001408,0.000672,1.223922
0.420977,0.851619,0.001088,0.003872,0.003296,0.000608,1.292212
0.421009,0.769472,0.000928,0.003616,0.001312,0.000608,1.206161
0.440274,0.775967,0.000768,0.003009,0.001216,0.000384,1.228498
0.420049,0.786976,0.000736,0.002209,0.001120,0.000896,1.218322
0.420305,0.771520,0.000800,0.002304,0.001088,0.000640,1.203441
0.416369,0.749118,0.000832,0.002016,0.000961,0.000352,1.176528
0.416817,0.816193,0.000832,0.002432,0.001088,0.000352,1.245650
0.420817,0.818273,0.001152,0.002528,0.001056,0.000640,1.253555
0.420337,0.755871,0.000800,0.002080,0.001056,0.000416,1.187056
0.421362,0.775487,0.000896,0.002144,0.001056,0.000641,1.208050
0.420465,0.775008,0.000832,0.002048,0.000992,0.000384,1.206801
0.421105,0.765503,0.000736,0.002113,0.001088,0.000352,1.197201
0.420593,0.750815,0.000832,0.002080,0.000960,0.000384,1.181424
0.436338,0.779936,0.000896,0.002048,0.001056,0.000576,1.227602
0.422193,0.774047,0.000768,0.002177,0.001120,0.000352,1.208113
0.416721,0.803328,0.000864,0.002016,0.000992,0.000384,1.230258
0.416529,0.757759,0.000736,0.002176,0.000960,0.000384,1.186000
0.420722,0.769663,0.000800,0.002048,0.000992,0.000352,1.201873
0.420690,0.839970,0.001152,0.003040,0.001088,0.000416,1.273620
0.415697,0.767103,0.000800,0.002176,0.001024,0.000384,1.193712
0.420433,0.770719,0.000800,0.002208,0.001056,0.000608,1.202704
0.420849,0.792928,0.000736,0.002144,0.000960,0.000352,1.225266
0.415121,0.773888,0.000704,0.001952,0.001088,0.000384,1.200337
0.415729,0.755198,0.000800,0.002369,0.001088,0.000384,1.182704
0.436209,0.758751,0.000800,0.002112,0.001024,0.000352,1.205713
0.415825,0.755967,0.000608,0.002016,0.000992,0.000544,1.181968
0.415953,0.784480,0.000768,0.002144,0.000960,0.000384,1.213169
0.418993,0.811649,0.000832,0.002112,0.001024,0.000609,1.242643
0.420113,0.754271,0.000768,0.002112,0.001024,0.000576,1.185648
0.420657,0.780128,0.000896,0.002752,0.001152,0.000384,1.212721
0.421073,0.783680,0.000736,0.002208,0.001056,0.000640,1.216017
0.417137,0.775168,0.000768,0.002176,0.001088,0.000384,1.202481
0.420209,0.791521,0.000864,0.002720,0.001024,0.000608,1.225458
0.421489,0.800736,0.000768,0.002080,0.001088,0.000448,1.233426
0.420465,0.791008,0.000768,0.002048,0.001088,0.000640,1.222065
0.437010,0.792448,0.001120,0.002944,0.001120,0.000416,1.241938
0.420530,0.797888,0.000864,0.002272,0.001120,0.000352,1.231378
0.422705,0.836834,0.001056,0.003425,0.002752,0.000576,1.279124
0.418161,0.780928,0.000960,0.002464,0.001312,0.000800,1.213489
0.422161,0.757599,0.000896,0.002208,0.001216,0.000576,1.191376
0.417073,0.793697,0.000896,0.003328,0.001248,0.000352,1.224658
0.420658,0.774111,0.000768,0.002304,0.001152,0.000352,1.206129
0.415889,0.770207,0.000800,0.002240,0.001216,0.000576,1.197488
0.432721,0.772192,0.000704,0.002144,0.001152,0.000544,1.216497
0.415697,0.767520,0.000704,0.002208,0.001184,0.000384,1.194545
0.420689,0.774592,0.000800,0.002080,0.001216,0.000608,1.207441
0.420145,0.765279,0.000832,0.002273,0.001216,0.000416,1.198385
0.420529,0.772064,0.000768,0.002208,0.001344,0.000640,1.205105
0.421009,0.780991,0.000800,0.002080,0.001184,0.000608,1.214354
0.420145,0.768799,0.000832,0.002240,0.001376,0.000384,1.200881
0.415633,0.771711,0.000832,0.002528,0.001376,0.000576,1.200017
0.415505,0.793441,0.000768,0.002176,0.001184,0.000608,1.220722
0.415601,0.771104,0.000640,0.002240,0.001216,0.000384,1.197585
0.415985,0.772991,0.000736,0.002208,0.001248,0.000640,1.201168
0.440466,0.781152,0.000832,0.002432,0.001184,0.000544,1.234930
0.416017,0.767455,0.000704,0.002016,0.001184,0.000384,1.194384
0.421457,0.808737,0.000896,0.002336,0.001184,0.000608,1.243346
0.415889,0.771679,0.000736,0.002368,0.001216,0.000640,1.200273
0.415985,0.770431,0.000768,0.003136,0.001280,0.000672,1.199472
0.420465,0.783456,0.000768,0.002368,0.001248,0.000672,1.217649
0.420689,0.800768,0.000960,0.002752,0.001120,0.000576,1.235538
0.420241,0.758462,0.000800,0.002336,0.001120,0.000640,1.190929
0.420145,0.784416,0.000832,0.002272,0.001217,0.000416,1.216626
0.420209,0.771391,0.000832,0.002368,0.001152,0.000416,1.204145
0.420497,0.772447,0.001152,0.002688,0.001152,0.000672,1.206065
0.439570,0.774367,0.000704,0.002400,0.001184,0.000640,1.225970
0.419601,0.773823,0.000864,0.002144,0.001120,0.000416,1.206641
0.419921,0.814017,0.001152,0.003296,0.001312,0.000672,1.249778
0.415985,0.768863,0.000704,0.002464,0.001120,0.000416,1.196657
0.420145,0.769151,0.000800,0.002112,0.001184,0.000608,1.201552
0.420273,0.807649,0.000800,0.002209,0.001088,0.000576,1.240307
0.419217,0.775199,0.000768,0.002432,0.001248,0.000384,1.206833
0.416433,0.768736,0.000864,0.002080,0.001184,0.000576,1.197809
0.437586,0.812929,0.000768,0.002208,0.001184,0.000640,1.263379
0.420625,0.771200,0.000768,0.002144,0.001280,0.000416,1.203441
0.419857,0.759775,0.000768,0.002272,0.001152,0.000320,1.190608
0.420337,0.762303,0.000736,0.002240,0.001248,0.000352,1.195024
0.420689,0.772095,0.000800,0.002176,0.001152,0.000608,1.204465
0.415665,0.784960,0.000736,0.002112,0.001088,0.000352,1.211825
0.416753,0.763455,0.000704,0.002016,0.001152,0.000416,1.191025
0.420433,0.751774,0.000673,0.001888,0.001088,0.000384,1.182128
0.415793,0.810241,0.001152,0.003233,0.001056,0.000384,1.238003
0.419986,0.765983,0.000864,0.001824,0.001120,0.000416,1.195857
0.420273,0.767263,0.000768,0.002080,0.001088,0.000832,1.198832
0.437073,0.784415,0.001216,0.002784,0.001120,0.000448,1.234002
0.420785,0.789569,0.000800,0.002208,0.001184,0.000416,1.222226
0.416401,0.775296,0.000896,0.002208,0.001152,0.000576,1.204209
0.419473,0.804353,0.000800,0.002336,0.001216,0.000320,1.235442
0.415921,0.772127,0.000768,0.002464,0.001152,0.000577,1.200177
0.420369,0.824641,0.000704,0.002272,0.001152,0.000384,1.257683
0.421329,0.764063,0.000832,0.002208,0.001120,0.000384,1.196560
0.420689,0.757310,0.000736,0.002273,0.001088,0.000352,1.189457
0.416209,0.814049,0.000768,0.002272,0.001056,0.000448,1.242611
0.420465,0.767999,0.000800,0.002272,0.000992,0.000384,1.199793
0.420817,0.802561,0.000832,0.002176,0.001216,0.000448,1.235858
0.438642,0.815745,0.000800,0.002240,0.001088,0.000384,1.266291
0.420049,0.767904,0.000800,0.002080,0.001088,0.000352,1.199121
0.415824,0.767487,0.000704,0.002272,0.001088,0.000416,1.194576
0.419922,0.769087,0.000704,0.002080,0.000992,0.000384,1.199409
