Layer[0],Layer[1],Layer[2],TEE[3-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415408,0.017441,0.201992,0.242185,0.000832,0.013953,0.000352,0.001440,0.000832,0.000352,0.902627
0.415312,0.017632,0.202024,0.244234,0.000800,0.014240,0.000416,0.001537,0.001056,0.000384,0.905732
0.415345,0.018208,0.202536,0.236394,0.000768,0.013920,0.000384,0.001504,0.001024,0.000576,0.898788
0.415857,0.017601,0.203944,0.237609,0.000800,0.013921,0.000352,0.001440,0.000960,0.000352,0.900548
0.439057,0.017505,0.202408,0.240809,0.000736,0.014113,0.000384,0.001504,0.000992,0.000576,0.926308
0.415856,0.017441,0.202504,0.226857,0.000704,0.014592,0.000384,0.001504,0.001024,0.000352,0.889890
0.416400,0.017665,0.202344,0.231657,0.000736,0.014049,0.000384,0.001472,0.001024,0.000352,0.894467
0.416560,0.017537,0.201992,0.248522,0.000896,0.014209,0.000384,0.001504,0.001056,0.000352,0.911268
0.420080,0.017632,0.202184,0.232009,0.000864,0.014241,0.000352,0.001504,0.001088,0.000448,0.897731
0.416336,0.017441,0.202952,0.233609,0.000704,0.014145,0.000320,0.001504,0.000992,0.000352,0.895779
0.419728,0.017633,0.202312,0.218056,0.000704,0.013985,0.000384,0.001472,0.000960,0.000320,0.882626
0.433137,0.017696,0.202311,0.235818,0.000736,0.014240,0.000384,0.001472,0.000928,0.000320,0.914500
0.420592,0.017408,0.202344,0.227721,0.000736,0.013921,0.000384,0.001440,0.000960,0.000288,0.893411
0.415536,0.017633,0.202440,0.237161,0.000736,0.013793,0.000352,0.001536,0.000992,0.000288,0.897795
0.415024,0.017697,0.201928,0.229193,0.000736,0.013952,0.000384,0.001409,0.018400,0.000448,0.907139
0.416144,0.017696,0.202184,0.235273,0.000705,0.014272,0.000352,0.001504,0.000928,0.000384,0.898307
0.416016,0.017505,0.202248,0.236873,0.000736,0.013985,0.000384,0.001504,0.000960,0.000352,0.897891
0.420497,0.017505,0.201927,0.225801,0.000736,0.014145,0.000384,0.001472,0.000960,0.000352,0.891651
0.433329,0.017537,0.203048,0.240266,0.000896,0.014240,0.000416,0.001472,0.000864,0.000576,0.920228
0.415184,0.017537,0.201864,0.233065,0.000800,0.014113,0.000384,0.001440,0.000960,0.000352,0.893763
0.415281,0.017600,0.202056,0.218697,0.000800,0.014049,0.000352,0.001504,0.000928,0.000352,0.879203
0.416176,0.017697,0.202152,0.223944,0.000736,0.015104,0.000384,0.001440,0.000928,0.000384,0.886882
0.415889,0.017440,0.201992,0.234602,0.000736,0.014144,0.000320,0.001504,0.001088,0.000352,0.895235
0.416432,0.017633,0.202440,0.225577,0.001120,0.014401,0.000352,0.001408,0.000992,0.000320,0.888835
0.415504,0.017441,0.202408,0.235945,0.000768,0.013953,0.000384,0.001472,0.001056,0.000320,0.897219
0.416144,0.034177,0.203528,0.230794,0.000832,0.014144,0.000352,0.001504,0.001120,0.000384,0.912099
0.419984,0.017505,0.202504,0.231401,0.000736,0.014721,0.000416,0.001472,0.001024,0.000384,0.897315
0.420240,0.017697,0.202248,0.230377,0.000704,0.013952,0.000352,0.001505,0.000928,0.000576,0.896355
0.419952,0.017505,0.202248,0.234761,0.000768,0.013857,0.000320,0.001504,0.000960,0.000288,0.899843
0.420433,0.017601,0.202055,0.242473,0.000832,0.014369,0.000384,0.001440,0.000928,0.000352,0.908324
0.420977,0.017760,0.202023,0.238218,0.000704,0.014272,0.000384,0.001537,0.000992,0.000576,0.904932
0.415344,0.018017,0.202056,0.237225,0.001121,0.014144,0.000320,0.001472,0.000960,0.000352,0.899619
0.414961,0.039553,0.203144,0.233257,0.000736,0.013953,0.000352,0.001472,0.000960,0.000320,0.917028
0.414992,0.017505,0.201992,0.216296,0.000672,0.013953,0.000352,0.001536,0.000896,0.000320,0.875778
0.416432,0.017665,0.201896,0.232585,0.000768,0.014080,0.000352,0.001473,0.000896,0.000352,0.895363
0.417681,0.017569,0.202376,0.234185,0.000736,0.014624,0.000352,0.001536,0.001056,0.000320,0.899716
0.416688,0.017601,0.202568,0.230761,0.000832,0.013920,0.000384,0.001504,0.000864,0.000576,0.892996
0.418736,0.017665,0.202152,0.232937,0.000736,0.014081,0.000352,0.001568,0.001024,0.000384,0.896899
0.421361,0.017505,0.202184,0.231785,0.000768,0.014144,0.000384,0.001601,0.001056,0.000352,0.897828
0.416208,0.017505,0.229865,0.237449,0.000768,0.014081,0.000448,0.001504,0.000896,0.000352,0.926340
0.420593,0.017472,0.202663,0.222505,0.000832,0.014017,0.000416,0.001504,0.000832,0.000320,0.888899
0.419920,0.017697,0.202184,0.223113,0.000800,0.015264,0.000417,0.001568,0.000992,0.000384,0.890243
0.421040,0.017505,0.202056,0.228617,0.000832,0.014241,0.000416,0.001504,0.000992,0.000352,0.895907
0.416624,0.017473,0.202600,0.214760,0.000928,0.013921,0.000352,0.001472,0.001024,0.000320,0.877442
0.416528,0.017761,0.202440,0.225065,0.000864,0.014272,0.000384,0.001632,0.000864,0.000352,0.888226
0.422224,0.017793,0.202312,0.246474,0.000736,0.014464,0.000352,0.001728,0.000993,0.000352,0.916964
0.416784,0.017568,0.225129,0.253258,0.000736,0.014529,0.000384,0.001600,0.000992,0.000352,0.940133
0.421840,0.017696,0.203208,0.234185,0.000832,0.013984,0.000416,0.001600,0.001056,0.000352,0.904451
0.421425,0.017473,0.202792,0.240297,0.000864,0.014433,0.000384,0.001664,0.001056,0.000352,0.909348
0.421840,0.017601,0.202088,0.241321,0.000928,0.014945,0.000384,0.001600,0.000960,0.000352,0.909987
0.418352,0.017665,0.202344,0.234985,0.001024,0.013985,0.000320,0.001536,0.001056,0.000384,0.899299
0.417841,0.017472,0.202472,0.241162,0.000864,0.014144,0.000353,0.001504,0.000992,0.000384,0.906660
0.418416,0.017633,0.201640,0.246345,0.000961,0.014624,0.000384,0.001504,0.001056,0.000352,0.911779
0.434545,0.017761,0.202119,0.236265,0.000928,0.013952,0.000416,0.001505,0.000992,0.000384,0.917732
0.417777,0.017729,0.202216,0.241033,0.000992,0.014145,0.000384,0.001504,0.001056,0.000384,0.905924
0.422705,0.017665,0.201927,0.242090,0.000928,0.014625,0.000384,0.001664,0.000992,0.000320,0.911748
0.422257,0.017761,0.204008,0.270154,0.000832,0.016577,0.000384,0.001600,0.001376,0.000352,0.944901
0.416880,0.017537,0.202888,0.252074,0.000800,0.014913,0.000352,0.001696,0.001216,0.000320,0.916900
0.416912,0.017793,0.202696,0.236777,0.001024,0.014881,0.000352,0.001728,0.000992,0.000320,0.901891
0.416689,0.017760,0.204552,0.225993,0.001024,0.014593,0.000608,0.001568,0.001184,0.000352,0.892835
0.436913,0.017825,0.203496,0.243882,0.000992,0.014272,0.000416,0.001632,0.001248,0.000352,0.930084
0.414992,0.017601,0.202600,0.228777,0.000960,0.017536,0.000384,0.001600,0.000928,0.000352,0.893731
0.419216,0.017953,0.203976,0.230761,0.000800,0.015137,0.000384,0.001600,0.000864,0.000224,0.898275
0.417297,0.017825,0.202279,0.266155,0.000928,0.015201,0.000384,0.001600,0.001312,0.000384,0.932261
0.418352,0.017857,0.202120,0.229385,0.000800,0.014656,0.000576,0.001729,0.000896,0.000320,0.895107
0.416976,0.017697,0.202216,0.238537,0.000992,0.014337,0.000352,0.001568,0.001152,0.000384,0.903011
0.422320,0.017728,0.201800,0.241514,0.000800,0.014016,0.000352,0.001600,0.001216,0.000352,0.910468
0.439025,0.017889,0.202472,0.249289,0.000832,0.014689,0.000576,0.001504,0.001088,0.000352,0.936868
0.418160,0.017729,0.202152,0.243146,0.000768,0.014432,0.000352,0.001536,0.001088,0.000352,0.908932
0.416401,0.017728,0.202088,0.236362,0.001056,0.016832,0.000352,0.001824,0.001057,0.000384,0.901284
0.421777,0.017536,0.202088,0.262347,0.000768,0.014528,0.000384,0.001440,0.001024,0.000352,0.930853
0.420912,0.017729,0.204328,0.229353,0.000960,0.014433,0.000352,0.001536,0.001120,0.000352,0.899011
0.421329,0.017792,0.202152,0.243242,0.000800,0.014336,0.000384,0.001504,0.000992,0.000352,0.910564
0.416784,0.017921,0.202088,0.220232,0.000928,0.014752,0.000384,0.001472,0.001120,0.000320,0.883650
0.435089,0.017441,0.202120,0.235689,0.001024,0.014113,0.000384,0.001568,0.001120,0.000352,0.918596
0.421808,0.017761,0.201928,0.241225,0.001056,0.014337,0.000352,0.001536,0.000992,0.000384,0.909795
0.422193,0.017537,0.203112,0.230825,0.000928,0.014304,0.000417,0.001440,0.000960,0.000384,0.899908
0.420848,0.017600,0.201896,0.255082,0.000896,0.014241,0.000352,0.001536,0.001088,0.000320,0.921764
0.421744,0.017825,0.201960,0.241129,0.000928,0.014208,0.000384,0.001536,0.000992,0.000352,0.908515
0.416560,0.017760,0.202088,0.234473,0.000801,0.013888,0.000352,0.001504,0.001024,0.000352,0.896163
0.420752,0.017505,0.202088,0.242634,0.000960,0.013984,0.000320,0.001536,0.000992,0.000384,0.909187
0.443185,0.017537,0.201992,0.250826,0.000992,0.014369,0.000352,0.001568,0.001024,0.000576,0.941605
0.421584,0.017600,0.202504,0.247498,0.000768,0.014369,0.000352,0.001536,0.001056,0.000416,0.916132
0.416208,0.017728,0.201928,0.233385,0.000832,0.014721,0.000352,0.001568,0.001120,0.000384,0.896803
0.420816,0.017761,0.223209,0.253578,0.000704,0.013952,0.000384,0.001632,0.001248,0.000352,0.942597
0.420912,0.017537,0.202952,0.244553,0.000736,0.014464,0.000384,0.001536,0.001120,0.000384,0.913379
0.420049,0.017665,0.202120,0.230665,0.000960,0.015328,0.000384,0.001760,0.001152,0.000352,0.899460
0.421328,0.017760,0.202376,0.250730,0.000768,0.014305,0.000352,0.001568,0.001376,0.000384,0.919428
0.420272,0.017601,0.202408,0.229353,0.000736,0.014497,0.000320,0.001536,0.001088,0.000320,0.896419
0.420657,0.017568,0.202280,0.243722,0.000800,0.013889,0.000416,0.001440,0.001120,0.000352,0.910052
0.415505,0.017729,0.204328,0.234569,0.000704,0.014176,0.000352,0.001472,0.001056,0.000352,0.898180
0.442546,0.017728,0.201928,0.238954,0.000736,0.013888,0.000384,0.001504,0.001057,0.000320,0.927653
0.420753,0.017601,0.202152,0.248521,0.000768,0.014368,0.000416,0.001472,0.001088,0.000352,0.915268
0.420913,0.017537,0.202408,0.250857,0.000737,0.014432,0.000416,0.001600,0.001120,0.000352,0.918692
0.416433,0.017536,0.202408,0.269387,0.000768,0.014145,0.000416,0.001632,0.001088,0.000320,0.933765
0.422865,0.017537,0.202088,0.225416,0.000736,0.013952,0.000416,0.001504,0.001024,0.000352,0.893923
0.420336,0.017600,0.202152,0.227689,0.000800,0.014337,0.000384,0.001472,0.001024,0.000384,0.893923
0.415248,0.017697,0.201960,0.238025,0.000736,0.014209,0.000352,0.001504,0.001024,0.000352,0.898691
0.441426,0.017665,0.202120,0.232745,0.000704,0.013728,0.000384,0.001504,0.000992,0.000352,0.919429
0.415825,0.017632,0.202088,0.238090,0.000800,0.013984,0.000384,0.001472,0.001024,0.000320,0.899235
0.416176,0.017440,0.201832,0.240170,0.000800,0.013920,0.000384,0.001472,0.000992,0.000352,0.902276
0.420177,0.017472,0.202056,0.255146,0.000864,0.014529,0.000384,0.001504,0.000960,0.000288,0.921348
0.416113,0.017920,0.201896,0.232681,0.000736,0.014496,0.000384,0.001504,0.000992,0.000352,0.894915
0.420400,0.017569,0.202120,0.233865,0.000736,0.014049,0.000384,0.001472,0.000960,0.000352,0.899971
0.420560,0.017729,0.201864,0.246762,0.000896,0.014304,0.000384,0.001633,0.001184,0.000352,0.915396
0.432145,0.017665,0.202024,0.225321,0.000768,0.014176,0.000384,0.001504,0.001057,0.000384,0.904036
0.415313,0.017472,0.201992,0.240586,0.000736,0.014528,0.000384,0.001473,0.000960,0.000352,0.901284
0.415473,0.017824,0.201864,0.218953,0.000704,0.014113,0.000384,0.001504,0.000992,0.000352,0.879907
0.416272,0.017537,0.201768,0.273322,0.001120,0.014977,0.000384,0.001472,0.000992,0.000384,0.936772
0.420081,0.017601,0.202216,0.226729,0.000768,0.014208,0.000384,0.001440,0.000960,0.000608,0.892771
0.420145,0.017761,0.202984,0.238089,0.000832,0.014561,0.000416,0.001504,0.000992,0.000352,0.906436
0.420753,0.017825,0.202536,0.229097,0.000864,0.013856,0.000352,0.001504,0.001056,0.000352,0.895908
0.433073,0.017377,0.202344,0.236361,0.000736,0.013985,0.000384,0.001472,0.001024,0.000320,0.914756
0.420241,0.017537,0.202023,0.223433,0.000704,0.014273,0.000352,0.001440,0.000992,0.000320,0.889155
0.421265,0.017633,0.202823,0.246665,0.000800,0.014145,0.000384,0.001472,0.001088,0.000352,0.916004
0.419952,0.017536,0.201704,0.265067,0.000832,0.014272,0.000384,0.001472,0.001056,0.000384,0.930789
0.420464,0.017600,0.201800,0.229289,0.000736,0.014049,0.000352,0.001440,0.001120,0.000352,0.894787
0.416240,0.017664,0.201992,0.228681,0.000768,0.014401,0.000384,0.001440,0.001248,0.000320,0.891043
0.420368,0.017761,0.201832,0.232841,0.000768,0.014017,0.000384,0.001504,0.001056,0.000352,0.898563
0.438193,0.017536,0.202055,0.222185,0.000800,0.014241,0.000384,0.001472,0.001024,0.000320,0.906180
0.416624,0.017601,0.201960,0.230761,0.000704,0.014400,0.000352,0.001472,0.000960,0.000384,0.893411
0.421393,0.017632,0.201896,0.243114,0.000768,0.013921,0.000352,0.001440,0.000992,0.000320,0.910084
0.420273,0.017440,0.220553,0.241802,0.000768,0.013888,0.000384,0.001440,0.001376,0.000352,0.926340
0.420112,0.017760,0.202120,0.225737,0.000800,0.014177,0.000352,0.001504,0.001024,0.000352,0.892515
0.420721,0.017696,0.201832,0.245290,0.000736,0.014145,0.000384,0.001472,0.001216,0.000576,0.913508
0.420945,0.017568,0.203720,0.230826,0.000736,0.014048,0.000416,0.001536,0.001024,0.000416,0.899363
0.420688,0.017504,0.202824,0.235145,0.000768,0.014752,0.000384,0.001536,0.001024,0.000384,0.902947
0.415792,0.017473,0.201800,0.236969,0.000736,0.014209,0.000384,0.001504,0.001024,0.000352,0.898211
0.420080,0.017761,0.202216,0.225801,0.000736,0.014464,0.000352,0.001505,0.001024,0.000320,0.892291
0.416496,0.017473,0.217672,0.225673,0.000768,0.013921,0.000320,0.001472,0.001024,0.000320,0.903843
0.415537,0.017664,0.202888,0.231593,0.000672,0.013921,0.000384,0.001440,0.001024,0.000320,0.893603
0.415440,0.017856,0.202024,0.243114,0.000768,0.014849,0.000352,0.001472,0.001056,0.000384,0.906788
0.416401,0.017505,0.202120,0.249673,0.000768,0.014080,0.000352,0.001568,0.001088,0.000352,0.913444
0.416048,0.017441,0.202024,0.230153,0.000704,0.013792,0.000352,0.001440,0.000992,0.000385,0.892067
0.416912,0.017537,0.201864,0.249034,0.000672,0.014976,0.000384,0.001504,0.001024,0.000288,0.912451
0.415888,0.017409,0.202184,0.226697,0.000736,0.015328,0.000384,0.001504,0.000929,0.000384,0.889667
0.417136,0.017697,0.214344,0.220457,0.000704,0.015393,0.000416,0.001472,0.000864,0.000288,0.896963
0.415248,0.018017,0.201896,0.218088,0.000864,0.015297,0.000352,0.001568,0.000992,0.000416,0.880835
0.416336,0.017665,0.203752,0.246570,0.000768,0.014432,0.000448,0.001472,0.001281,0.000352,0.912292
0.416528,0.017601,0.202824,0.213000,0.001280,0.016097,0.000384,0.001536,0.000864,0.000352,0.878178
0.442545,0.017568,0.202696,0.250730,0.000736,0.015105,0.000384,0.001504,0.001152,0.000384,0.942053
0.420497,0.017857,0.201928,0.249033,0.000768,0.013953,0.000416,0.001600,0.001152,0.000352,0.916068
0.420881,0.017697,0.202056,0.231881,0.000928,0.014112,0.000352,0.001537,0.001184,0.000576,0.899716
0.420785,0.017697,0.220072,0.248394,0.000736,0.014113,0.000352,0.001568,0.001120,0.000352,0.934085
0.421680,0.017601,0.202888,0.255850,0.000768,0.014305,0.000352,0.001760,0.001152,0.000384,0.926020
0.420945,0.017600,0.201992,0.248106,0.000832,0.014817,0.000320,0.001472,0.001216,0.000320,0.916388
0.416113,0.017697,0.202311,0.232457,0.000768,0.015040,0.000384,0.001792,0.001184,0.000417,0.896900
0.421328,0.017824,0.202344,0.267627,0.000896,0.014496,0.000416,0.001793,0.001120,0.000352,0.939493
0.419632,0.017953,0.203848,0.250378,0.000864,0.014912,0.000416,0.001537,0.001408,0.000320,0.922116
0.422928,0.017889,0.203720,0.274763,0.001152,0.015745,0.000576,0.001792,0.002784,0.000544,0.955365
0.434449,0.017856,0.202344,0.264235,0.000896,0.015168,0.000577,0.001760,0.001760,0.000576,0.948293
0.416144,0.018177,0.202056,0.234409,0.000736,0.014401,0.000352,0.001504,0.001056,0.000352,0.898595
0.415984,0.017729,0.202376,0.233705,0.000832,0.014881,0.000416,0.001568,0.001088,0.000320,0.897315
0.417136,0.017569,0.218568,0.251593,0.000736,0.014593,0.000352,0.001632,0.001376,0.000352,0.932996
0.417552,0.017473,0.201992,0.252266,0.000928,0.014529,0.000352,0.001824,0.001120,0.000352,0.917636
0.420528,0.017633,0.202248,0.248842,0.001120,0.017216,0.000576,0.001664,0.001088,0.000320,0.919844
0.416368,0.017761,0.202952,0.248938,0.000928,0.014176,0.000384,0.001440,0.001248,0.000352,0.913027
0.422257,0.017537,0.202024,0.247881,0.000832,0.015265,0.000384,0.001600,0.001152,0.000384,0.917700
0.421809,0.017633,0.202280,0.243529,0.000832,0.014785,0.000576,0.001568,0.001248,0.000352,0.913220
0.417008,0.017504,0.201992,0.246474,0.000832,0.015169,0.000448,0.001472,0.001056,0.000352,0.910756
0.438929,0.017537,0.202088,0.269738,0.000736,0.015713,0.000640,0.001728,0.001120,0.000352,0.957573
0.421616,0.017761,0.202248,0.246378,0.000736,0.014848,0.000384,0.001568,0.001088,0.000384,0.914915
0.417200,0.017505,0.202120,0.229385,0.000992,0.015008,0.000416,0.001601,0.001344,0.000352,0.894499
0.420561,0.017793,0.201896,0.265162,0.000960,0.014273,0.000416,0.001632,0.001280,0.000352,0.933893
0.422417,0.017761,0.202216,0.243945,0.000992,0.014337,0.000384,0.001568,0.001632,0.000544,0.914596
0.421073,0.017633,0.202695,0.229257,0.000896,0.015552,0.000384,0.001600,0.001184,0.000352,0.899619
0.418609,0.017792,0.202248,0.241578,0.000736,0.014688,0.000385,0.001568,0.001120,0.000352,0.907396
0.451089,0.017601,0.202440,0.241993,0.000800,0.014336,0.000352,0.001504,0.001184,0.000384,0.940708
0.418065,0.017760,0.202280,0.220713,0.000832,0.015489,0.000384,0.001568,0.000896,0.000352,0.885411
0.416561,0.017537,0.202152,0.217384,0.000736,0.014305,0.000384,0.001568,0.000832,0.000320,0.878915
0.416817,0.017728,0.202312,0.237450,0.000928,0.013888,0.000384,0.001472,0.001056,0.000384,0.899428
0.417201,0.017665,0.202887,0.220297,0.001024,0.014433,0.000384,0.001472,0.000864,0.000384,0.883395
0.416688,0.017569,0.202728,0.224617,0.000864,0.014752,0.000416,0.001472,0.000896,0.000352,0.888130
0.418993,0.017504,0.202056,0.239082,0.000736,0.015713,0.000416,0.001824,0.000928,0.000384,0.906884
0.429905,0.017600,0.202472,0.235754,0.000768,0.014656,0.000352,0.001568,0.000769,0.000384,0.912132
0.417104,0.017633,0.202504,0.240521,0.000768,0.014336,0.000384,0.001536,0.001056,0.000384,0.904387
0.418448,0.017569,0.202088,0.243977,0.000896,0.014209,0.000384,0.001952,0.001088,0.000384,0.908995
0.420721,0.017889,0.202376,0.261354,0.000928,0.015233,0.000576,0.001504,0.001216,0.000288,0.931365
0.421457,0.017729,0.202536,0.244649,0.000736,0.014689,0.000448,0.001472,0.001120,0.000384,0.913668
0.421137,0.017665,0.203208,0.229609,0.000736,0.014528,0.000416,0.001568,0.001184,0.000352,0.899428
0.421457,0.017633,0.202216,0.244777,0.000896,0.014689,0.000384,0.001536,0.001024,0.000320,0.913700
0.433841,0.017665,0.202920,0.245930,0.000928,0.013888,0.000352,0.001536,0.001120,0.000352,0.927300
0.422097,0.017600,0.202727,0.227337,0.000704,0.014049,0.000384,0.001568,0.001120,0.000384,0.896387
0.423217,0.018337,0.202312,0.245769,0.000960,0.014369,0.000384,0.001568,0.001152,0.000352,0.917668
0.422064,0.017856,0.202152,0.257546,0.000896,0.014432,0.000352,0.001536,0.001184,0.000384,0.927940
0.422417,0.017601,0.202472,0.235465,0.000960,0.014817,0.000576,0.001440,0.001216,0.000384,0.905700
0.422001,0.017632,0.202344,0.247562,0.000896,0.014433,0.000352,0.001472,0.001312,0.000384,0.917508
0.421200,0.017601,0.202376,0.233993,0.000896,0.014753,0.000384,0.001472,0.001280,0.000384,0.903203
0.422865,0.017504,0.202184,0.248714,0.000800,0.014369,0.000384,0.001408,0.001248,0.000384,0.919268
0.420560,0.017633,0.202376,0.240650,0.000800,0.014272,0.000352,0.001440,0.001088,0.000352,0.908355
0.420305,0.017793,0.202151,0.241577,0.000736,0.014081,0.000384,0.001536,0.001248,0.000352,0.909028
0.420977,0.018017,0.222472,0.230185,0.000704,0.014049,0.000384,0.001504,0.001024,0.000352,0.918564
0.416113,0.017504,0.202632,0.243498,0.000800,0.014433,0.000448,0.001472,0.001088,0.000320,0.907076
0.416816,0.017729,0.202088,0.250090,0.000832,0.014112,0.000385,0.001536,0.001120,0.000576,0.915012
0.416432,0.017697,0.202248,0.245705,0.000704,0.014561,0.000384,0.001408,0.001120,0.000320,0.909572
0.420816,0.017537,0.202504,0.236841,0.000768,0.014464,0.000384,0.001472,0.001088,0.000384,0.904963
0.416241,0.017568,0.202951,0.243434,0.000736,0.014177,0.000352,0.001472,0.001120,0.000352,0.906788
0.421520,0.017408,0.202248,0.241642,0.000768,0.014336,0.000352,0.001472,0.001025,0.000320,0.909316
0.434609,0.017856,0.202376,0.228777,0.000704,0.014593,0.000416,0.001472,0.001184,0.000352,0.911235
0.417008,0.017729,0.205512,0.241450,0.000704,0.014144,0.000384,0.001504,0.001152,0.000545,0.908932
0.421584,0.017792,0.202088,0.233801,0.000737,0.014112,0.000352,0.001504,0.001056,0.000576,0.902499
0.420369,0.017665,0.202120,0.256746,0.000992,0.014176,0.000416,0.001472,0.001024,0.000608,0.925893
0.421297,0.017633,0.202376,0.238921,0.000704,0.013985,0.000384,0.001536,0.001024,0.000352,0.906628
0.417041,0.017632,0.202248,0.250122,0.000928,0.014209,0.000416,0.001536,0.001280,0.000384,0.914468
0.421361,0.017633,0.201896,0.244905,0.000800,0.014177,0.000416,0.001504,0.001088,0.000576,0.912900
0.432720,0.017536,0.202408,0.235017,0.000768,0.014976,0.000352,0.001568,0.000992,0.000352,0.915044
0.421296,0.017761,0.202152,0.236265,0.000768,0.014273,0.000416,0.001536,0.001120,0.000320,0.904483
0.421520,0.017601,0.202344,0.222377,0.000800,0.014401,0.000384,0.001536,0.001376,0.000576,0.891363
0.420688,0.017601,0.202408,0.249450,0.000768,0.014048,0.000384,0.001536,0.001024,0.000384,0.915747
0.416177,0.017792,0.202408,0.227497,0.000768,0.014337,0.000352,0.001408,0.001056,0.000608,0.890659
0.420465,0.017697,0.201832,0.236073,0.000768,0.014401,0.000384,0.001440,0.001152,0.000384,0.902404
0.419664,0.017536,0.202184,0.226921,0.000736,0.013889,0.000384,0.001472,0.001120,0.000352,0.892931
0.438321,0.017537,0.202344,0.239657,0.000704,0.013953,0.000384,0.001472,0.001056,0.000416,0.924132
0.416657,0.017472,0.202472,0.233418,0.000832,0.014624,0.000384,0.001472,0.001024,0.000544,0.897763
0.416720,0.017505,0.202440,0.231113,0.000736,0.013889,0.000384,0.001504,0.001024,0.000352,0.893763
0.416080,0.017473,0.202184,0.261994,0.000928,0.015105,0.000384,0.001568,0.001120,0.000352,0.925637
0.421553,0.017505,0.202248,0.242121,0.000736,0.013921,0.000384,0.001504,0.001056,0.000384,0.910052
0.421521,0.017440,0.202344,0.241738,0.000896,0.014849,0.000416,0.001536,0.001024,0.000576,0.910340
0.421681,0.017633,0.202344,0.245737,0.000672,0.014145,0.000416,0.001472,0.001024,0.000576,0.914020
0.431857,0.017537,0.202632,0.236553,0.000928,0.014977,0.000416,0.001472,0.001376,0.000416,0.916836
0.421200,0.017729,0.202632,0.228393,0.000864,0.014273,0.000416,0.001536,0.000960,0.000608,0.896675
0.420721,0.017537,0.202152,0.228521,0.000768,0.014304,0.000384,0.001504,0.000960,0.000352,0.895875
0.420177,0.017537,0.202120,0.255946,0.000832,0.013984,0.000352,0.001472,0.001345,0.000384,0.922629
0.417744,0.017569,0.202440,0.253418,0.000800,0.014177,0.000384,0.001472,0.001120,0.000576,0.918340
0.415504,0.017473,0.201960,0.241609,0.000768,0.013857,0.000384,0.001472,0.001056,0.000384,0.902499
0.416240,0.017761,0.202024,0.237481,0.000737,0.014080,0.000320,0.001504,0.001120,0.000352,0.899523
0.436785,0.017473,0.202055,0.223625,0.000704,0.018849,0.000384,0.001504,0.001024,0.000384,0.911107
0.420144,0.017665,0.202280,0.235497,0.000704,0.014145,0.000384,0.001472,0.001024,0.000448,0.901635
0.420657,0.017729,0.202344,0.237129,0.000768,0.014017,0.000352,0.001440,0.001056,0.000352,0.903876
0.420688,0.017569,0.201960,0.265546,0.000928,0.014240,0.000384,0.001440,0.001152,0.000384,0.933092
0.420720,0.017665,0.202248,0.241194,0.000928,0.014240,0.000384,0.001504,0.001056,0.000352,0.908899
0.420496,0.017505,0.202216,0.221833,0.000896,0.014304,0.000416,0.001472,0.000960,0.000352,0.889154
0.416016,0.017537,0.202056,0.226057,0.000832,0.013856,0.000416,0.001536,0.000928,0.000384,0.888002
0.436305,0.017505,0.202376,0.244873,0.000704,0.014016,0.000384,0.001600,0.001056,0.000352,0.928676
0.415536,0.017953,0.202120,0.243466,0.000800,0.013856,0.000352,0.001536,0.001024,0.000352,0.905060
0.420049,0.017729,0.202087,0.222792,0.000768,0.014081,0.000384,0.001504,0.001056,0.000320,0.888675
0.416432,0.017601,0.202280,0.264970,0.000768,0.014433,0.000416,0.001504,0.000992,0.000352,0.926756
0.416080,0.017697,0.202536,0.228617,0.000736,0.014112,0.000384,0.001473,0.001024,0.000352,0.892163
0.420369,0.017504,0.201800,0.227625,0.000704,0.014465,0.000416,0.001536,0.001152,0.000384,0.894627
0.416048,0.017665,0.202056,0.224809,0.000768,0.013984,0.000384,0.001472,0.001120,0.000320,0.887523
0.439505,0.017697,0.201864,0.231977,0.000768,0.014305,0.000448,0.001536,0.001024,0.000320,0.917956
0.416560,0.017537,0.202376,0.220713,0.000832,0.014240,0.000384,0.001504,0.000993,0.000352,0.884259
0.421968,0.017505,0.202088,0.235465,0.000736,0.014561,0.000448,0.001504,0.000992,0.000352,0.903907
0.417777,0.017600,0.201959,0.261387,0.000864,0.014720,0.000352,0.001632,0.001153,0.000384,0.926533
0.416880,0.017601,0.203048,0.237385,0.000800,0.014113,0.000352,0.001472,0.001024,0.000384,0.900515
0.416913,0.017600,0.203336,0.247210,0.000960,0.014529,0.000544,0.001536,0.001120,0.000352,0.911588
0.422673,0.017761,0.205224,0.259306,0.000832,0.014977,0.000384,0.001568,0.001280,0.000352,0.932197
0.438450,0.017600,0.202280,0.243818,0.000864,0.014785,0.000384,0.001600,0.001056,0.000576,0.928645
0.416849,0.017536,0.202312,0.230249,0.000897,0.014528,0.000608,0.001568,0.001024,0.000384,0.893379
0.422576,0.017729,0.202152,0.228393,0.000864,0.014689,0.000384,0.001536,0.001056,0.000320,0.897891
0.417488,0.017569,0.222953,0.237193,0.000928,0.014177,0.000384,0.001632,0.001120,0.000384,0.922308
0.420017,0.017728,0.202184,0.219561,0.000864,0.013857,0.000384,0.001504,0.000960,0.000384,0.885795
0.422161,0.017505,0.201960,0.242505,0.000800,0.014177,0.000352,0.001472,0.001024,0.000576,0.911076
