Layer[0],Layer[1],TEE[2-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416401,0.017601,0.687419,0.048162,0.000544,0.013472,0.000384,0.001536,0.001089,0.000832,1.196112
0.415824,0.017633,0.707612,0.048130,0.000576,0.013473,0.000384,0.001504,0.001024,0.000352,1.214672
0.416049,0.017696,0.648826,0.048514,0.000544,0.013473,0.000480,0.001504,0.001056,0.000352,1.158030
0.416016,0.017537,0.703420,0.047650,0.000576,0.013409,0.000384,0.001472,0.000960,0.000608,1.209936
0.415504,0.017633,0.677307,0.048482,0.000576,0.013408,0.000385,0.001504,0.001056,0.000832,1.184719
0.416368,0.017408,0.679227,0.048770,0.000800,0.013505,0.000448,0.001504,0.001152,0.000384,1.187631
0.415601,0.017536,0.689500,0.048258,0.000608,0.013440,0.000384,0.001440,0.001056,0.000320,1.195951
0.416560,0.017601,0.675739,0.048130,0.000608,0.013504,0.000416,0.001601,0.001248,0.000320,1.184879
0.415889,0.017473,0.676987,0.048162,0.000992,0.013440,0.000384,0.001504,0.001152,0.000384,1.184687
0.416081,0.017409,0.686747,0.047842,0.000576,0.013408,0.000416,0.001472,0.001024,0.000384,1.193264
0.415633,0.017761,0.685947,0.048578,0.000640,0.013472,0.000384,0.001536,0.001185,0.000352,1.193616
0.415696,0.017760,0.674875,0.048162,0.000576,0.013377,0.000384,0.001472,0.001056,0.000384,1.181679
0.433457,0.017601,0.681883,0.048610,0.000576,0.013441,0.000448,0.001376,0.001152,0.000384,1.207920
0.415824,0.017472,0.681243,0.048770,0.000608,0.013377,0.000320,0.001440,0.000992,0.000576,1.188527
0.415825,0.017633,0.666330,0.048258,0.000896,0.013345,0.000352,0.001408,0.001120,0.000352,1.174287
0.415888,0.017376,0.675675,0.048290,0.000768,0.013505,0.000416,0.001408,0.000960,0.000640,1.182447
0.416048,0.017632,0.686940,0.048258,0.000576,0.013600,0.000448,0.001344,0.001152,0.000384,1.195631
0.415728,0.017760,0.732285,0.048738,0.000576,0.013633,0.000384,0.001536,0.001120,0.000800,1.241425
0.416017,0.017601,0.683003,0.048418,0.000992,0.013632,0.000384,0.001440,0.001088,0.000801,1.190928
0.415888,0.017409,0.675035,0.047970,0.000608,0.013344,0.000352,0.001472,0.000928,0.000384,1.180623
0.415664,0.017440,0.680123,0.047618,0.000576,0.013345,0.000416,0.001440,0.000960,0.000352,1.185071
0.415696,0.017569,0.663290,0.048322,0.000544,0.013377,0.000416,0.001472,0.000896,0.000384,1.170286
0.415793,0.017632,0.686940,0.047874,0.000800,0.013408,0.000384,0.001472,0.001024,0.000384,1.194671
0.434833,0.017537,0.685883,0.048290,0.000576,0.013344,0.000384,0.001376,0.001024,0.000353,1.211600
0.416081,0.017697,0.683675,0.047554,0.000640,0.013312,0.000416,0.001376,0.001025,0.000800,1.190640
0.416304,0.017601,0.681819,0.047970,0.000608,0.013377,0.000384,0.001504,0.001056,0.000384,1.189551
0.431249,0.017793,0.691387,0.048706,0.000576,0.013409,0.000416,0.001536,0.001152,0.000352,1.215856
0.416785,0.017825,0.678043,0.048834,0.000768,0.013952,0.000384,0.001504,0.001120,0.000352,1.188175
0.415856,0.018177,0.664282,0.064003,0.000832,0.013408,0.000384,0.001536,0.001120,0.000352,1.188367
0.415761,0.017697,0.678682,0.049058,0.000576,0.013473,0.000384,0.001440,0.001056,0.000384,1.186511
0.416593,0.017473,0.690171,0.053186,0.001216,0.014401,0.000416,0.001440,0.001280,0.000384,1.205008
0.416017,0.017472,0.706780,0.048354,0.000608,0.013345,0.000416,0.001472,0.001024,0.000384,1.214320
0.416593,0.017537,0.689883,0.048034,0.000800,0.013376,0.000417,0.001568,0.001472,0.000384,1.198640
0.416016,0.017504,0.676539,0.048290,0.000800,0.013473,0.000384,0.001536,0.001024,0.000384,1.184399
0.416048,0.017505,0.699676,0.048706,0.000800,0.013376,0.000480,0.001568,0.001184,0.000385,1.207856
0.416369,0.017696,0.669755,0.048962,0.000544,0.013537,0.000416,0.001472,0.001088,0.000352,1.178415
0.416528,0.017569,0.684411,0.049314,0.000576,0.013665,0.000384,0.001568,0.001216,0.000352,1.194735
0.444914,0.017953,0.685883,0.049346,0.000800,0.013761,0.000384,0.001600,0.001056,0.000352,1.223825
0.415792,0.017761,0.673115,0.049058,0.000736,0.013824,0.000384,0.001536,0.001088,0.000608,1.182062
0.415697,0.017696,0.667259,0.049794,0.000544,0.013569,0.000384,0.001504,0.001184,0.000576,1.176495
0.417232,0.017825,0.675643,0.049090,0.000768,0.013473,0.000448,0.001440,0.001088,0.000384,1.185455
0.415664,0.017377,0.683739,0.049058,0.000832,0.013601,0.000384,0.001440,0.001088,0.000352,1.192655
0.416337,0.017600,0.713149,0.050274,0.000576,0.013632,0.000416,0.001504,0.001024,0.000416,1.223825
0.416720,0.017601,0.675739,0.048738,0.000576,0.013472,0.000417,0.001504,0.001312,0.000416,1.185423
0.415665,0.017537,0.675834,0.050050,0.000545,0.013408,0.000352,0.001472,0.000960,0.000608,1.184783
0.416241,0.017729,0.713916,0.048962,0.000832,0.013472,0.000353,0.001536,0.001120,0.000384,1.222257
0.415888,0.017825,0.695260,0.048322,0.000832,0.013504,0.000416,0.001536,0.001184,0.000384,1.204079
0.416305,0.017505,0.677306,0.048833,0.000768,0.013408,0.000352,0.001440,0.000864,0.000288,1.184431
0.430737,0.017344,0.663387,0.048514,0.000576,0.013376,0.000384,0.001440,0.000960,0.000480,1.184719
0.416017,0.017408,0.680443,0.048194,0.000544,0.013377,0.000384,0.001408,0.000768,0.000384,1.186767
0.415920,0.017856,0.676315,0.048226,0.000544,0.013345,0.000384,0.001440,0.000832,0.000416,1.183279
0.428593,0.017409,0.704316,0.048802,0.000544,0.013280,0.000384,0.001440,0.000992,0.000416,1.223120
0.416177,0.017665,0.675258,0.048514,0.000544,0.013345,0.000416,0.001440,0.000928,0.000320,1.182479
0.415377,0.017632,0.684924,0.049218,0.000544,0.013440,0.000416,0.001440,0.000896,0.000480,1.191247
0.416240,0.017953,0.681179,0.049058,0.000576,0.013408,0.000416,0.001441,0.000960,0.000384,1.188527
0.415665,0.017825,0.671514,0.049026,0.000608,0.013697,0.000384,0.001440,0.001024,0.000384,1.178735
0.417457,0.018081,0.701084,0.048674,0.000544,0.013472,0.000384,0.001536,0.001120,0.000416,1.212209
0.416208,0.017409,0.676027,0.047842,0.000832,0.013504,0.000416,0.001472,0.000960,0.000416,1.182959
0.416080,0.017761,0.676155,0.048034,0.000544,0.013344,0.000384,0.001409,0.000864,0.000384,1.182799
0.414897,0.017441,0.690907,0.048098,0.000576,0.013601,0.000416,0.001440,0.001024,0.000352,1.196656
0.415568,0.017985,0.678395,0.049122,0.000608,0.013568,0.000384,0.001409,0.000928,0.000832,1.186191
0.415697,0.017472,0.680443,0.048546,0.000576,0.013313,0.000416,0.001536,0.000928,0.000416,1.187343
0.416849,0.017729,0.697307,0.049282,0.000608,0.013441,0.000384,0.001536,0.000992,0.000800,1.207440
0.415376,0.017472,0.683131,0.048194,0.000576,0.013377,0.000352,0.001536,0.001216,0.000352,1.188943
0.415601,0.017729,0.657178,0.048002,0.000832,0.013344,0.000384,0.001504,0.001024,0.000384,1.163246
0.429009,0.018017,0.721277,0.048610,0.000416,0.013312,0.000384,0.001472,0.001024,0.000256,1.241201
0.415792,0.017601,0.677947,0.048578,0.000576,0.013537,0.000448,0.001568,0.001536,0.000384,1.187311
0.417169,0.017473,0.675834,0.048833,0.000576,0.013600,0.000384,0.001600,0.001216,0.000384,1.185551
0.416273,0.017633,0.680923,0.048130,0.000576,0.013440,0.000384,0.001440,0.000960,0.000416,1.186831
0.415857,0.017632,0.680602,0.049345,0.000544,0.013664,0.000384,0.001472,0.001088,0.000832,1.189263
0.415825,0.017408,0.685947,0.048834,0.000576,0.013344,0.000384,0.001408,0.000960,0.000352,1.192591
0.416304,0.017505,0.663931,0.049282,0.000608,0.013504,0.000384,0.001568,0.001024,0.000832,1.172974
0.415409,0.017376,0.662171,0.048642,0.000608,0.013472,0.000384,0.001472,0.000928,0.000576,1.168494
0.418097,0.017569,0.692411,0.048706,0.000576,0.013409,0.000384,0.001408,0.001152,0.000352,1.202352
0.416785,0.017761,0.673850,0.048610,0.000576,0.013345,0.000352,0.001440,0.001088,0.000352,1.182511
0.416208,0.017665,0.680955,0.048418,0.000864,0.013409,0.000384,0.001408,0.000992,0.000384,1.188623
0.416752,0.017601,0.717501,0.048066,0.000544,0.013376,0.000384,0.001568,0.001536,0.000800,1.227632
0.415729,0.017505,0.682587,0.048610,0.000800,0.013344,0.000384,0.001536,0.000960,0.000384,1.190000
0.416369,0.017697,0.679866,0.048961,0.000801,0.013472,0.000352,0.001536,0.001024,0.000384,1.188143
0.433169,0.017729,0.673947,0.048481,0.000544,0.013344,0.000384,0.001440,0.001056,0.000384,1.198671
0.415889,0.017569,0.678971,0.047906,0.000576,0.013376,0.000384,0.001408,0.001184,0.000384,1.185423
0.415888,0.017441,0.687323,0.048642,0.000832,0.013345,0.000384,0.001472,0.001088,0.000416,1.194927
0.415921,0.017504,0.687548,0.048962,0.000992,0.013504,0.000384,0.001472,0.001056,0.000641,1.196016
0.416112,0.017729,0.673915,0.048258,0.000608,0.013344,0.000352,0.001472,0.001088,0.000832,1.181230
0.415985,0.017729,0.690651,0.048802,0.000608,0.013345,0.000384,0.001440,0.000992,0.000384,1.198064
0.415440,0.017472,0.675259,0.048802,0.000608,0.013313,0.000416,0.001472,0.000960,0.000384,1.181999
0.418256,0.017792,0.689980,0.048642,0.000832,0.013600,0.000448,0.001568,0.001120,0.000384,1.202896
0.415985,0.017729,0.710780,0.049090,0.000896,0.014272,0.000384,0.001601,0.001024,0.000384,1.220113
0.415376,0.017505,0.683579,0.048674,0.000704,0.013601,0.000384,0.001568,0.001024,0.000416,1.190415
0.415920,0.017632,0.681723,0.048642,0.000832,0.013473,0.000416,0.001472,0.001216,0.000384,1.190479
0.434769,0.017441,0.694267,0.048834,0.000832,0.013729,0.000448,0.001536,0.001120,0.000384,1.222192
0.415601,0.017633,0.671226,0.048450,0.000576,0.013409,0.000384,0.001504,0.001056,0.000384,1.178575
0.415921,0.017729,0.671706,0.049090,0.000800,0.013729,0.000416,0.001504,0.001088,0.000672,1.180911
0.418417,0.017376,0.682683,0.048866,0.000576,0.013409,0.000384,0.001536,0.000960,0.000320,1.192847
0.415249,0.017409,0.679611,0.048385,0.000576,0.013408,0.000416,0.001472,0.001024,0.000384,1.185615
0.416913,0.017665,0.675707,0.063394,0.000800,0.013633,0.000384,0.001536,0.001184,0.000416,1.200912
0.415825,0.017505,0.683931,0.048802,0.000576,0.013408,0.000384,0.001536,0.001024,0.000417,1.191696
0.415440,0.017857,0.681627,0.048098,0.000608,0.013345,0.000416,0.001472,0.001056,0.000384,1.188623
0.416401,0.017473,0.704411,0.048546,0.000640,0.013441,0.000416,0.001504,0.000992,0.000352,1.212208
0.416049,0.017440,0.665051,0.048898,0.000576,0.013472,0.000384,0.001440,0.000865,0.000384,1.172559
0.415952,0.017473,0.682619,0.048354,0.000576,0.013441,0.000416,0.001440,0.000928,0.000640,1.189615
0.415217,0.017696,0.694588,0.047810,0.000608,0.013568,0.000353,0.001536,0.000992,0.000416,1.201424
0.415952,0.017536,0.674107,0.049346,0.000768,0.013473,0.000384,0.001472,0.001120,0.000800,1.183247
0.415249,0.017568,0.684251,0.048641,0.000641,0.013408,0.000384,0.001504,0.001152,0.000352,1.191279
0.431377,0.017568,0.674299,0.048002,0.000576,0.013408,0.000385,0.001472,0.001120,0.000352,1.197040
0.417392,0.017537,0.674331,0.048482,0.000576,0.013440,0.000448,0.001472,0.001216,0.000384,1.184527
0.415760,0.017440,0.671291,0.047746,0.000576,0.013344,0.000384,0.001472,0.000992,0.000384,1.177967
0.414865,0.017601,0.669690,0.047618,0.000576,0.013377,0.000384,0.001408,0.000992,0.000352,1.175055
0.416048,0.017568,0.673851,0.048034,0.000576,0.013441,0.000384,0.001504,0.000960,0.000352,1.181007
0.415921,0.017600,0.697948,0.048578,0.000608,0.013377,0.000416,0.001440,0.001088,0.000384,1.206800
0.415601,0.017632,0.670971,0.048162,0.000576,0.013377,0.000416,0.001408,0.001088,0.000352,1.177135
0.415857,0.017761,0.681691,0.047554,0.000608,0.013408,0.000416,0.001472,0.001152,0.000384,1.189391
0.415888,0.017409,0.709884,0.048258,0.000576,0.013345,0.000352,0.001376,0.001184,0.000352,1.216592
0.415376,0.017473,0.680091,0.047586,0.000640,0.013473,0.000416,0.001376,0.001088,0.000384,1.185679
0.415792,0.017536,0.677787,0.047682,0.000576,0.013345,0.000416,0.001408,0.001088,0.000352,1.183631
0.415408,0.017729,0.698908,0.047746,0.000800,0.013440,0.000416,0.001536,0.001184,0.000352,1.206703
0.415920,0.017473,0.663386,0.047905,0.000576,0.013377,0.000416,0.001408,0.001120,0.000352,1.170126
0.415697,0.017601,0.666106,0.048994,0.000576,0.013409,0.000416,0.001504,0.000992,0.000288,1.173551
0.431633,0.017249,0.703132,0.048706,0.000800,0.013632,0.000384,0.001440,0.001056,0.000352,1.226128
0.415825,0.017857,0.685659,0.049858,0.000608,0.013537,0.000384,0.001472,0.001152,0.000352,1.194992
0.415056,0.017601,0.682363,0.048610,0.000768,0.013505,0.000384,0.001504,0.001216,0.000416,1.189647
0.415856,0.017409,0.675995,0.048898,0.000544,0.013376,0.000417,0.001472,0.000992,0.000576,1.184175
0.415600,0.017376,0.679003,0.048322,0.000608,0.013409,0.000384,0.001440,0.001120,0.000352,1.185295
0.415728,0.017440,0.694716,0.047874,0.000576,0.013408,0.000448,0.001440,0.001121,0.000416,1.200976
0.416272,0.017632,0.667899,0.048066,0.000544,0.013408,0.000416,0.001376,0.001056,0.000352,1.174798
0.416752,0.017729,0.654330,0.047714,0.000576,0.013472,0.000384,0.001537,0.001344,0.000352,1.163566
0.416017,0.017472,0.700252,0.048226,0.000608,0.013377,0.000416,0.001504,0.001152,0.000416,1.207792
0.416657,0.017504,0.677627,0.048962,0.000640,0.013377,0.000352,0.001472,0.001088,0.000416,1.186415
0.415504,0.017473,0.684923,0.048066,0.000608,0.013377,0.000448,0.001536,0.001024,0.000832,1.192239
0.435537,0.017377,0.669563,0.048706,0.000608,0.013376,0.000384,0.001472,0.001248,0.000352,1.196367
0.415537,0.017441,0.674938,0.048962,0.000832,0.013537,0.000352,0.001504,0.001152,0.000800,1.182191
0.415344,0.017696,0.686044,0.048641,0.000800,0.013376,0.000384,0.001472,0.001152,0.000704,1.194351
0.432626,0.017440,0.705596,0.048226,0.000544,0.013377,0.000416,0.001504,0.001088,0.000320,1.229521
0.415697,0.017472,0.686172,0.048930,0.000800,0.013536,0.000384,0.001504,0.001216,0.000832,1.193999
0.415857,0.017504,0.679226,0.065987,0.000832,0.013633,0.000448,0.001504,0.001184,0.000352,1.204464
0.417809,0.017569,0.684283,0.049410,0.000544,0.013601,0.000416,0.001472,0.001088,0.000416,1.196208
0.415601,0.017408,0.673403,0.048802,0.000768,0.013473,0.000416,0.001504,0.001216,0.000320,1.181135
0.416048,0.017409,0.699708,0.048642,0.000768,0.013473,0.000384,0.001440,0.001152,0.000384,1.207120
0.415889,0.017792,0.685660,0.049538,0.000768,0.014016,0.000384,0.001440,0.001120,0.000384,1.194863
0.415345,0.017696,0.677051,0.048834,0.000704,0.013601,0.000352,0.001504,0.001152,0.000576,1.184175
0.416208,0.017601,0.708060,0.048578,0.000576,0.013473,0.000384,0.001440,0.000992,0.000832,1.216272
0.417361,0.017569,0.692603,0.050210,0.000576,0.013857,0.000416,0.001536,0.001248,0.000384,1.205840
0.415569,0.017697,0.681915,0.050690,0.000768,0.013664,0.000384,0.001504,0.001024,0.000833,1.193168
0.429169,0.017249,0.658970,0.048834,0.000576,0.013377,0.000352,0.001472,0.000960,0.000352,1.179151
0.414512,0.017409,0.671611,0.048514,0.000576,0.013408,0.000384,0.001472,0.001025,0.000352,1.177103
0.416337,0.017697,0.674106,0.048962,0.000576,0.013889,0.000416,0.001504,0.001472,0.000352,1.185199
0.415440,0.017697,0.669467,0.049090,0.000608,0.013440,0.000416,0.001440,0.001088,0.000384,1.176590
0.415664,0.017985,0.642521,0.047906,0.000768,0.013345,0.000384,0.001472,0.001056,0.000320,1.149453
0.415632,0.017473,0.648698,0.048866,0.000544,0.029473,0.000640,0.001504,0.000896,0.000416,1.172206
0.415153,0.017696,0.690619,0.048706,0.000576,0.013472,0.000384,0.001441,0.000704,0.000480,1.196880
0.415984,0.017537,0.687867,0.049634,0.000576,0.013409,0.000384,0.001408,0.000800,0.000352,1.196271
0.415504,0.017377,0.681787,0.048642,0.000576,0.013377,0.000352,0.001408,0.001056,0.000352,1.188271
0.415568,0.017824,0.663259,0.049058,0.000544,0.013344,0.000384,0.001472,0.000864,0.000352,1.170542
0.415505,0.017664,0.673787,0.048994,0.000544,0.013409,0.000352,0.001376,0.000800,0.000352,1.180847
0.415601,0.017568,0.669243,0.048610,0.000576,0.013537,0.000448,0.001472,0.001024,0.000352,1.175247
0.417841,0.017761,0.680731,0.048738,0.000608,0.014016,0.000481,0.001536,0.001088,0.000384,1.192592
0.415185,0.017728,0.710525,0.048898,0.000576,0.013952,0.000416,0.001440,0.000896,0.000384,1.217744
0.429457,0.017569,0.666587,0.048418,0.000544,0.013472,0.000416,0.001440,0.000864,0.000576,1.187407
0.414769,0.017632,0.648858,0.048834,0.000544,0.013793,0.000416,0.001408,0.000960,0.000448,1.154990
0.415216,0.017793,0.663290,0.048546,0.000544,0.013409,0.000384,0.001440,0.000896,0.000608,1.169582
0.431633,0.017761,0.695419,0.048514,0.000576,0.013505,0.000416,0.001408,0.001088,0.000352,1.219024
0.415408,0.017633,0.674715,0.048738,0.000576,0.013345,0.000384,0.001376,0.000992,0.000608,1.181551
0.414704,0.017665,0.671707,0.048802,0.000544,0.013408,0.000320,0.001408,0.000993,0.000416,1.178479
0.414832,0.017345,0.658362,0.048162,0.000576,0.013505,0.000384,0.001408,0.001024,0.000352,1.163342
0.415217,0.017729,0.669082,0.049218,0.000576,0.013313,0.000416,0.001312,0.001024,0.000352,1.175791
0.418544,0.017665,0.693532,0.083811,0.000800,0.013601,0.000448,0.001600,0.001216,0.000384,1.242161
0.416752,0.017601,0.641849,0.048290,0.000544,0.013409,0.000448,0.001472,0.000864,0.000384,1.149069
0.415601,0.017472,0.695132,0.048546,0.000576,0.013408,0.000352,0.001409,0.000992,0.000352,1.201136
0.415665,0.017344,0.674074,0.047490,0.000544,0.013409,0.000384,0.001504,0.000928,0.000384,1.178735
0.415601,0.017793,0.679291,0.047458,0.000576,0.013408,0.000384,0.001408,0.000960,0.000352,1.184463
0.415664,0.017217,0.669083,0.047426,0.000480,0.013376,0.000384,0.001504,0.000928,0.000832,1.174446
0.415408,0.017633,0.698780,0.048002,0.000576,0.013408,0.000384,0.001505,0.000928,0.000832,1.204432
0.416785,0.017697,0.678107,0.047618,0.000576,0.013440,0.000416,0.001408,0.001088,0.000416,1.185327
0.415377,0.021089,0.686171,0.047490,0.000576,0.013504,0.000384,0.001376,0.000992,0.000833,1.194800
0.431537,0.018497,0.711100,0.047842,0.000544,0.013377,0.000352,0.001568,0.001184,0.000416,1.235537
0.415409,0.017472,0.672795,0.047394,0.000576,0.013377,0.000384,0.001408,0.000800,0.000416,1.177935
0.415441,0.017217,0.667098,0.048738,0.000544,0.013345,0.000352,0.001440,0.000960,0.000608,1.172911
0.428881,0.017440,0.653658,0.047522,0.000576,0.013345,0.000352,0.001440,0.000864,0.000320,1.172239
0.414577,0.017409,0.664442,0.047298,0.000544,0.013313,0.000384,0.001376,0.000992,0.000800,1.168271
0.415345,0.017633,0.649241,0.047426,0.000576,0.013345,0.000416,0.001376,0.000704,0.000800,1.154350
0.415824,0.017505,0.681243,0.048066,0.000576,0.013601,0.000352,0.001536,0.001152,0.000352,1.189647
0.415473,0.017568,0.691868,0.048738,0.001024,0.013472,0.000384,0.001472,0.000961,0.000832,1.200080
0.415249,0.017473,0.664922,0.065635,0.000800,0.013568,0.000448,0.001408,0.000992,0.000352,1.188815
0.415313,0.017600,0.666747,0.048290,0.000576,0.013440,0.000416,0.001408,0.001089,0.000384,1.173007
0.416432,0.018017,0.692668,0.048354,0.000576,0.013504,0.000384,0.001792,0.001216,0.000352,1.202319
0.416080,0.017217,0.688795,0.048322,0.000544,0.013473,0.000416,0.001440,0.001088,0.000384,1.195791
0.415824,0.017377,0.675803,0.048770,0.000480,0.013440,0.000384,0.001376,0.001024,0.000480,1.182222
0.416209,0.017920,0.677883,0.048162,0.000448,0.013377,0.000384,0.001376,0.000896,0.000448,1.184207
0.416240,0.017697,0.690395,0.049442,0.000480,0.013313,0.000384,0.001440,0.000960,0.000352,1.197999
0.415920,0.017633,0.668154,0.048450,0.000576,0.013313,0.000384,0.001408,0.000960,0.000640,1.174862
0.415952,0.017377,0.701532,0.048226,0.000608,0.013344,0.000384,0.001408,0.000992,0.000544,1.208144
0.431089,0.017729,0.679195,0.048738,0.000576,0.013281,0.000384,0.001440,0.001024,0.000384,1.201296
0.415665,0.017376,0.664731,0.048386,0.000576,0.013312,0.000384,0.001408,0.000992,0.000833,1.171087
0.417041,0.017505,0.673402,0.048770,0.000800,0.013473,0.000352,0.001568,0.001152,0.000352,1.182991
0.436593,0.018432,0.674651,0.048482,0.000576,0.013473,0.000384,0.001536,0.001216,0.000384,1.205232
0.416016,0.017889,0.659546,0.048066,0.000800,0.013473,0.000480,0.001536,0.000960,0.000352,1.166446
0.415473,0.017440,0.671227,0.048834,0.000832,0.013633,0.000384,0.001536,0.000832,0.000384,1.178255
0.416016,0.017601,0.683259,0.048034,0.000480,0.013345,0.000384,0.001504,0.000960,0.000416,1.189615
0.415569,0.017921,0.677755,0.048514,0.000640,0.013376,0.000384,0.001440,0.000896,0.000416,1.184047
0.416400,0.017985,0.669243,0.048226,0.000576,0.013472,0.000384,0.001472,0.000896,0.000352,1.176494
0.415312,0.017537,0.668058,0.048386,0.000800,0.013601,0.000352,0.001632,0.000896,0.000256,1.175342
0.415152,0.017569,0.640218,0.049666,0.000480,0.013344,0.000352,0.001536,0.000928,0.000352,1.147501
0.415312,0.017504,0.659034,0.048802,0.000480,0.013313,0.000352,0.001472,0.000736,0.000320,1.164878
0.415792,0.017537,0.647321,0.048162,0.000448,0.013345,0.000384,0.001472,0.000896,0.000352,1.152654
0.417937,0.017760,0.687356,0.048418,0.000768,0.013568,0.000384,0.001504,0.001248,0.000384,1.198543
0.417233,0.017473,0.655162,0.047778,0.000576,0.013344,0.000416,0.001440,0.000800,0.000384,1.162414
0.416465,0.017600,0.662683,0.048194,0.000576,0.013408,0.000352,0.001472,0.000832,0.000832,1.169486
0.416208,0.017569,0.676667,0.048866,0.000512,0.013409,0.000352,0.001504,0.000864,0.000352,1.184175
0.427568,0.017632,0.680315,0.048450,0.000768,0.013377,0.000384,0.001408,0.000928,0.000416,1.198959
0.416176,0.017697,0.666074,0.048386,0.000544,0.013345,0.000384,0.001472,0.000864,0.000352,1.172463
0.415056,0.017473,0.644633,0.048386,0.000480,0.013345,0.000384,0.001536,0.000928,0.000352,1.150285
0.429041,0.017473,0.652441,0.048673,0.000512,0.013376,0.000384,0.001408,0.000928,0.000608,1.172686
0.415569,0.017633,0.676827,0.048834,0.000480,0.013504,0.000352,0.001440,0.001088,0.000384,1.183471
0.416465,0.017633,0.667194,0.048258,0.000416,0.013345,0.000384,0.001472,0.001024,0.000352,1.174031
0.445617,0.017953,0.667995,0.048706,0.000576,0.013568,0.000416,0.001472,0.001152,0.000352,1.207119
0.415729,0.017632,0.672154,0.049154,0.000800,0.013377,0.000384,0.001504,0.001088,0.000384,1.180047
0.415472,0.017601,0.673947,0.065122,0.000800,0.013377,0.000384,0.001472,0.000896,0.000832,1.197743
0.415536,0.017345,0.673211,0.048802,0.000800,0.013280,0.000416,0.001441,0.000768,0.000416,1.178735
0.415056,0.017281,0.664538,0.048098,0.000576,0.013409,0.000416,0.001440,0.000800,0.000320,1.168782
0.415057,0.017344,0.688508,0.048066,0.000608,0.013408,0.000416,0.001408,0.001056,0.000320,1.195471
0.415440,0.017825,0.674523,0.048290,0.000544,0.013312,0.000417,0.001440,0.000832,0.000384,1.181231
0.414961,0.017472,0.665755,0.047970,0.000576,0.013248,0.000352,0.001440,0.000960,0.000224,1.170542
0.415569,0.017632,0.698076,0.048962,0.000576,0.014113,0.000384,0.001472,0.000864,0.000384,1.205296
0.416848,0.017697,0.668027,0.048641,0.000544,0.013696,0.000352,0.001472,0.000800,0.000384,1.176654
0.418800,0.017857,0.701084,0.048130,0.000768,0.013568,0.000416,0.001569,0.001440,0.000384,1.214160
0.434289,0.017761,0.696091,0.049410,0.000544,0.014049,0.000416,0.001536,0.000960,0.000608,1.223440
0.416464,0.017537,0.674427,0.048514,0.000544,0.014368,0.000416,0.001504,0.000992,0.000608,1.183119
0.417041,0.017569,0.683099,0.048450,0.000800,0.014368,0.000416,0.001568,0.000960,0.000544,1.193071
0.430609,0.017665,0.678043,0.048898,0.000576,0.014400,0.000416,0.001600,0.000992,0.000608,1.202095
0.416432,0.017440,0.695676,0.048354,0.000576,0.014016,0.000448,0.001537,0.001088,0.000608,1.204688
0.415153,0.017601,0.688187,0.048802,0.000544,0.013984,0.000384,0.001505,0.001024,0.000672,1.195696
0.415537,0.017569,0.663674,0.048866,0.000576,0.013920,0.000353,0.001568,0.000928,0.000608,1.171279
0.416880,0.017473,0.677723,0.049442,0.000576,0.014336,0.000384,0.001504,0.000992,0.000576,1.187247
0.415729,0.017505,0.697435,0.049858,0.000608,0.014401,0.000384,0.001504,0.000960,0.000576,1.206928
0.416976,0.017632,0.692060,0.048770,0.000640,0.014016,0.000448,0.001472,0.001249,0.000384,1.203056
0.416593,0.017441,0.677915,0.048418,0.000576,0.013760,0.000384,0.001472,0.000896,0.000320,1.186351
0.416561,0.017505,0.702076,0.048834,0.000512,0.014400,0.000384,0.001472,0.001056,0.000576,1.211696
0.417361,0.017505,0.690011,0.048290,0.000608,0.014593,0.000384,0.001632,0.001216,0.000544,1.200560
0.416464,0.017537,0.675931,0.049122,0.000736,0.014336,0.000384,0.001536,0.001088,0.000448,1.185487
0.415665,0.017409,0.706044,0.048642,0.000576,0.013568,0.000416,0.001440,0.000768,0.000352,1.213232
0.420144,0.017665,0.678043,0.048482,0.000576,0.013377,0.000384,0.001440,0.000960,0.000800,1.189359
0.415408,0.017377,0.692156,0.048322,0.000512,0.013440,0.000352,0.001408,0.001024,0.000832,1.197807
0.429553,0.017376,0.682779,0.049186,0.000576,0.013409,0.000384,0.001376,0.000960,0.000352,1.203856
0.415441,0.017408,0.674395,0.049218,0.000544,0.013377,0.000384,0.001408,0.000896,0.000320,1.180495
0.417744,0.017889,0.681595,0.049282,0.000608,0.013985,0.000384,0.001536,0.001248,0.000384,1.194511
0.416305,0.017408,0.677467,0.048834,0.000640,0.013601,0.000384,0.001536,0.001056,0.000384,1.186063
0.415825,0.017633,0.665210,0.049122,0.000544,0.013377,0.000384,0.001440,0.000928,0.000384,1.172431
0.415920,0.017633,0.682555,0.049154,0.000608,0.013761,0.000384,0.001408,0.000896,0.000384,1.190863
0.415728,0.017281,0.682395,0.048770,0.000576,0.013409,0.000384,0.001472,0.000960,0.000288,1.188719
0.415248,0.017761,0.654874,0.048642,0.000544,0.013569,0.000448,0.001472,0.000864,0.000320,1.161710
0.415377,0.017473,0.680795,0.048674,0.000608,0.013408,0.000384,0.001472,0.001056,0.000352,1.187215
0.415473,0.017889,0.671130,0.048770,0.000608,0.013377,0.000352,0.001408,0.000896,0.000320,1.177615
0.415569,0.017664,0.689308,0.048610,0.000544,0.013344,0.000352,0.001440,0.000864,0.000352,1.195151
