Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-7],Layer[8],Layer[9],Layer[10],classifier
0.421488,0.017601,0.202344,0.005056,0.047138,0.000864,0.187463,0.001953,0.001056,0.000384,0.891939
0.433041,0.017601,0.202952,0.005216,0.048674,0.000576,0.192776,0.002016,0.001056,0.000416,0.911652
0.417232,0.017409,0.203112,0.005056,0.047650,0.000576,0.193896,0.002112,0.000928,0.000384,0.895875
0.416240,0.017473,0.203848,0.005216,0.048066,0.000832,0.194536,0.002112,0.000960,0.000416,0.897347
0.416849,0.017761,0.203079,0.005088,0.047650,0.000608,0.180871,0.002080,0.001024,0.000416,0.882723
0.416784,0.017729,0.202888,0.005056,0.047394,0.000864,0.185703,0.001920,0.001024,0.000384,0.887042
0.417009,0.017504,0.202440,0.005345,0.049057,0.000800,0.195400,0.001952,0.001088,0.000384,0.898499
0.419729,0.017377,0.202376,0.005472,0.048386,0.000736,0.191783,0.001952,0.001024,0.000385,0.896292
0.415601,0.038241,0.203368,0.005121,0.048129,0.000576,0.188776,0.002112,0.001056,0.000384,0.910660
0.416112,0.017697,0.203016,0.005056,0.047170,0.000576,0.179911,0.001952,0.000928,0.000352,0.880002
0.414640,0.017441,0.202535,0.005185,0.047106,0.000544,0.201960,0.001984,0.000928,0.000416,0.899907
0.420049,0.017472,0.202568,0.005440,0.046978,0.000608,0.201384,0.002048,0.000896,0.000384,0.905411
0.421456,0.017569,0.204424,0.005088,0.047266,0.000768,0.199304,0.002144,0.000992,0.000608,0.906947
0.415984,0.017537,0.202696,0.005312,0.047330,0.000544,0.179783,0.002016,0.000896,0.000320,0.880194
0.416400,0.017697,0.203208,0.005056,0.047746,0.000864,0.190440,0.001952,0.001088,0.000608,0.892547
0.416272,0.017505,0.223849,0.005216,0.048002,0.000800,0.188327,0.001888,0.001088,0.000320,0.910659
0.420784,0.017473,0.202696,0.005056,0.049314,0.000768,0.203176,0.002144,0.001024,0.000384,0.909859
0.415536,0.017537,0.202824,0.005088,0.048098,0.000832,0.199272,0.002016,0.000960,0.000416,0.899907
0.416113,0.017664,0.203144,0.005313,0.047617,0.000801,0.197607,0.002208,0.000992,0.000384,0.899236
0.416785,0.017536,0.202823,0.005313,0.047746,0.000512,0.182503,0.002048,0.000864,0.000384,0.883587
0.415664,0.017473,0.202824,0.005152,0.048578,0.000480,0.189640,0.002112,0.000896,0.000352,0.889955
0.418192,0.017440,0.202856,0.005312,0.047970,0.000608,0.195848,0.002144,0.001088,0.000640,0.899491
0.415888,0.017537,0.223689,0.005216,0.047394,0.000832,0.217544,0.002112,0.000960,0.000416,0.939492
0.415760,0.017633,0.202728,0.005056,0.047618,0.000608,0.191847,0.002176,0.000992,0.000352,0.891971
0.423536,0.017408,0.203144,0.005056,0.048674,0.000768,0.227433,0.002016,0.001088,0.000384,0.936613
0.416272,0.017729,0.202952,0.005248,0.047970,0.000608,0.195048,0.001920,0.000960,0.000416,0.896227
0.420272,0.017665,0.203336,0.005152,0.047842,0.000832,0.204200,0.001856,0.001056,0.000608,0.910019
0.415312,0.017505,0.203240,0.005088,0.047010,0.000608,0.200360,0.001984,0.000928,0.000416,0.900035
0.420752,0.017601,0.202792,0.005312,0.047938,0.000576,0.210568,0.001953,0.000992,0.000384,0.916164
0.421585,0.017505,0.222280,0.005249,0.047393,0.000576,0.192231,0.002176,0.001088,0.000352,0.919300
0.418160,0.017409,0.203496,0.005312,0.048258,0.000576,0.184647,0.001952,0.001088,0.000608,0.889538
0.420368,0.017793,0.202632,0.005280,0.047298,0.000576,0.196744,0.001984,0.001024,0.000384,0.901059
0.415824,0.017409,0.202888,0.005152,0.048610,0.000832,0.196871,0.002497,0.000992,0.000416,0.898948
0.416528,0.017505,0.203240,0.005280,0.048738,0.000768,0.197288,0.002240,0.000896,0.000352,0.899939
0.416624,0.017536,0.202760,0.005056,0.049154,0.000800,0.180872,0.002048,0.001088,0.000384,0.883843
0.415888,0.017408,0.202600,0.005024,0.047746,0.000832,0.179975,0.002112,0.000992,0.000384,0.880291
0.416433,0.017536,0.225513,0.005441,0.047553,0.000832,0.194568,0.002208,0.001024,0.000320,0.918948
0.419793,0.017441,0.202408,0.005120,0.048258,0.000576,0.187431,0.001952,0.000960,0.000352,0.891491
0.416272,0.017473,0.202728,0.005056,0.047234,0.000608,0.191336,0.002016,0.001024,0.000416,0.891203
0.419313,0.017504,0.202504,0.005281,0.046881,0.000576,0.182920,0.001920,0.001088,0.000384,0.885731
0.421265,0.017632,0.202760,0.005089,0.047169,0.000576,0.183367,0.002048,0.000992,0.000608,0.888451
0.416368,0.017473,0.203240,0.005216,0.046914,0.000576,0.192935,0.002048,0.001024,0.000353,0.893347
0.417553,0.017504,0.202888,0.005025,0.047105,0.000864,0.194888,0.002112,0.001024,0.000384,0.896643
0.416720,0.017761,0.221800,0.005185,0.048034,0.000800,0.187335,0.001888,0.001056,0.000352,0.908323
0.416240,0.017473,0.202920,0.005056,0.048034,0.000608,0.184071,0.001888,0.000992,0.000416,0.884802
0.416593,0.017664,0.202504,0.004993,0.047937,0.000769,0.184007,0.002048,0.000992,0.000416,0.884963
0.420273,0.017504,0.202568,0.005121,0.047265,0.000576,0.183016,0.002016,0.000960,0.000352,0.886979
0.416592,0.017633,0.202696,0.005120,0.047714,0.000576,0.186919,0.002048,0.000992,0.000416,0.887875
0.416112,0.017633,0.202600,0.004992,0.047426,0.000608,0.188039,0.001888,0.000896,0.000320,0.887779
0.416272,0.017441,0.202888,0.005376,0.047330,0.000544,0.191976,0.001952,0.000960,0.000352,0.892099
0.415696,0.017473,0.221481,0.005216,0.047010,0.000576,0.197800,0.002112,0.000960,0.000384,0.916516
0.416720,0.017505,0.203464,0.005312,0.046914,0.000800,0.191304,0.001952,0.001024,0.000416,0.892899
0.416657,0.017696,0.202728,0.005057,0.048129,0.000576,0.198024,0.002368,0.001024,0.000384,0.900323
0.416848,0.017569,0.202888,0.005120,0.048098,0.000768,0.188903,0.002112,0.001024,0.000352,0.891458
0.434705,0.017697,0.202504,0.005312,0.048258,0.000864,0.180967,0.001984,0.001057,0.000576,0.901156
0.416465,0.017376,0.203143,0.005057,0.047426,0.000608,0.183783,0.001824,0.001056,0.000384,0.884067
0.423441,0.017697,0.206952,0.005056,0.048034,0.000800,0.197928,0.002048,0.001152,0.000640,0.911620
0.419696,0.017569,0.204360,0.005056,0.068803,0.000864,0.189128,0.001952,0.001184,0.000608,0.917220
0.421969,0.017409,0.203752,0.005088,0.047394,0.000576,0.192423,0.002016,0.001024,0.000448,0.899555
0.416273,0.017728,0.203528,0.005025,0.047585,0.000544,0.186728,0.002240,0.000992,0.000416,0.888579
0.416337,0.017696,0.203080,0.005056,0.049122,0.000608,0.215753,0.001984,0.001120,0.000352,0.918116
0.440369,0.017569,0.202952,0.005024,0.048194,0.000800,0.195783,0.002112,0.001121,0.000384,0.922180
0.418128,0.017729,0.203240,0.004992,0.047682,0.000576,0.191048,0.002016,0.001088,0.000384,0.894403
0.415888,0.017504,0.203016,0.005088,0.047458,0.000576,0.188552,0.002144,0.001088,0.000352,0.888739
0.416977,0.017536,0.202792,0.026817,0.050210,0.000576,0.194728,0.002080,0.001120,0.000608,0.921412
0.416977,0.017377,0.202888,0.005088,0.047234,0.000576,0.185511,0.001888,0.001120,0.000608,0.886115
0.416240,0.017473,0.203208,0.005280,0.047842,0.000576,0.187559,0.002144,0.001056,0.000640,0.889602
0.416080,0.017473,0.202664,0.005408,0.047170,0.000608,0.194760,0.002048,0.000960,0.000384,0.894691
0.434353,0.017697,0.203400,0.004992,0.047234,0.000544,0.180007,0.002016,0.000992,0.000352,0.898915
0.416528,0.017569,0.203400,0.004992,0.046914,0.000608,0.186663,0.001920,0.001056,0.000352,0.887395
0.420560,0.017441,0.202600,0.005312,0.047202,0.000544,0.198728,0.002176,0.000864,0.000576,0.902403
0.422096,0.017537,0.202568,0.005376,0.047778,0.000800,0.206184,0.002240,0.001025,0.000608,0.913380
0.421296,0.017697,0.202760,0.005152,0.048866,0.000576,0.191720,0.002016,0.000992,0.000352,0.898883
0.416144,0.017473,0.202664,0.005216,0.047362,0.000576,0.178919,0.001984,0.000992,0.000384,0.878562
0.422704,0.017409,0.203176,0.005312,0.048258,0.000576,0.186856,0.001952,0.001152,0.000640,0.895555
0.434737,0.017633,0.202504,0.005120,0.047746,0.000640,0.188712,0.001952,0.001088,0.000352,0.907940
0.416400,0.017505,0.203176,0.005056,0.047234,0.000800,0.190312,0.001984,0.000992,0.000384,0.891267
0.416944,0.017601,0.203688,0.005280,0.047138,0.000576,0.186887,0.001985,0.001088,0.000384,0.888515
0.416848,0.017441,0.203560,0.005056,0.047586,0.000576,0.224745,0.002080,0.001056,0.000352,0.926756
0.416848,0.017441,0.203016,0.005120,0.047106,0.000832,0.182791,0.001984,0.001088,0.000608,0.883874
0.416817,0.017536,0.203560,0.005057,0.046945,0.000544,0.173991,0.002016,0.001056,0.000352,0.874946
0.420913,0.017537,0.203272,0.005120,0.048994,0.000832,0.189895,0.002048,0.001312,0.000640,0.897988
0.433521,0.017696,0.203240,0.005057,0.048321,0.000800,0.193671,0.002240,0.000960,0.000384,0.913475
0.417040,0.017472,0.203176,0.005312,0.048066,0.000800,0.186088,0.002176,0.000896,0.000384,0.888611
0.416529,0.017632,0.202952,0.005313,0.049346,0.000576,0.184007,0.001888,0.001024,0.000384,0.887587
0.417360,0.017601,0.202376,0.005312,0.048258,0.000480,0.208488,0.002208,0.001280,0.000384,0.911011
0.420400,0.017665,0.202888,0.005344,0.047682,0.000512,0.194407,0.001920,0.001184,0.000384,0.899971
0.420529,0.017600,0.202728,0.005280,0.047906,0.000768,0.191272,0.001952,0.001088,0.000640,0.896259
0.420273,0.017537,0.203432,0.005088,0.047298,0.000832,0.189575,0.001792,0.000992,0.000384,0.893891
0.433553,0.017537,0.203560,0.005088,0.048130,0.000640,0.194439,0.002912,0.001152,0.000480,0.914724
0.420624,0.017665,0.202472,0.005056,0.047650,0.000576,0.183527,0.001889,0.000960,0.000352,0.887843
0.416336,0.017568,0.203144,0.005120,0.047522,0.000800,0.190504,0.002336,0.001088,0.000416,0.891971
0.416752,0.017665,0.203048,0.005184,0.048226,0.000672,0.201832,0.002208,0.000896,0.000352,0.904099
0.415664,0.017697,0.202600,0.005280,0.047426,0.000832,0.180871,0.001984,0.000960,0.000416,0.880899
0.416240,0.017697,0.202728,0.005120,0.047490,0.000576,0.186599,0.001953,0.000992,0.000352,0.887139
0.415537,0.017536,0.202856,0.005313,0.048609,0.000801,0.184807,0.001952,0.000864,0.000288,0.885955
0.444274,0.017569,0.203047,0.005089,0.047554,0.000576,0.187399,0.001920,0.000864,0.000352,0.915844
0.415760,0.017568,0.202952,0.005312,0.048898,0.000576,0.197000,0.001920,0.001024,0.000416,0.898307
0.422065,0.017537,0.202632,0.005120,0.047746,0.000544,0.179655,0.002016,0.001024,0.000608,0.886211
0.421456,0.017633,0.202888,0.005248,0.047330,0.000576,0.189864,0.001824,0.001024,0.000352,0.895235
0.415505,0.017568,0.202567,0.005121,0.046978,0.000608,0.184391,0.001888,0.000992,0.000352,0.882499
0.415600,0.017473,0.203688,0.005248,0.047490,0.000832,0.184328,0.002112,0.001024,0.000384,0.885603
0.416209,0.017920,0.202856,0.005281,0.046945,0.000800,0.189992,0.001920,0.000960,0.000352,0.890403
0.416208,0.017664,0.221609,0.005344,0.047042,0.000896,0.185927,0.001921,0.001152,0.000384,0.905668
0.416913,0.017504,0.203208,0.005345,0.047842,0.000576,0.185319,0.002080,0.001056,0.000608,0.887651
0.420720,0.017505,0.203304,0.005280,0.049186,0.000768,0.196840,0.002048,0.001120,0.000384,0.905155
0.417073,0.017761,0.202600,0.005056,0.048482,0.000576,0.192807,0.002144,0.001056,0.000384,0.895460
0.415568,0.017537,0.203688,0.005248,0.047330,0.000544,0.192680,0.002240,0.001056,0.000416,0.893923
0.420689,0.017696,0.203207,0.005313,0.047554,0.000608,0.187687,0.002176,0.001120,0.000384,0.893987
0.422960,0.017601,0.202184,0.005120,0.048034,0.000576,0.192712,0.002112,0.001248,0.000576,0.900451
0.417200,0.017537,0.221033,0.005312,0.048482,0.000800,0.186471,0.001952,0.001088,0.000352,0.908771
0.416592,0.017760,0.202824,0.005056,0.047682,0.000800,0.184072,0.002272,0.001216,0.000384,0.886691
0.418129,0.017728,0.202760,0.005089,0.048353,0.000768,0.185800,0.002208,0.001184,0.000608,0.890371
0.418128,0.017537,0.202856,0.005024,0.047586,0.000544,0.184295,0.001952,0.000960,0.000640,0.886787
0.420241,0.017472,0.202824,0.005121,0.047681,0.000576,0.189640,0.002240,0.000832,0.000352,0.894051
0.416497,0.017632,0.203272,0.005089,0.047745,0.000576,0.194056,0.002112,0.001024,0.000384,0.895523
0.416656,0.017761,0.202152,0.005056,0.047330,0.000576,0.179463,0.001888,0.000800,0.000384,0.878626
0.415825,0.017920,0.219657,0.005120,0.047266,0.000544,0.181895,0.001920,0.000928,0.000416,0.898819
0.415568,0.017473,0.202120,0.005280,0.047138,0.000608,0.217992,0.001888,0.000864,0.000352,0.916547
0.415408,0.017408,0.202760,0.005280,0.046850,0.000576,0.185416,0.001920,0.000992,0.000352,0.883907
0.415920,0.017441,0.202344,0.005280,0.047106,0.000544,0.194215,0.001952,0.000993,0.000320,0.892803
0.454961,0.017665,0.202664,0.005024,0.047426,0.000576,0.182727,0.002017,0.001056,0.000640,0.922020
0.421329,0.017440,0.202760,0.005249,0.047265,0.000640,0.188296,0.001920,0.001056,0.000320,0.893155
0.420272,0.017505,0.202920,0.005088,0.047234,0.000576,0.197800,0.001888,0.001088,0.000352,0.901731
0.416912,0.017473,0.220425,0.005440,0.046786,0.000608,0.188071,0.001856,0.001024,0.000352,0.906499
0.416176,0.017441,0.202600,0.005344,0.046914,0.000608,0.212392,0.001952,0.001088,0.000320,0.911843
0.416368,0.017729,0.203144,0.005504,0.047042,0.000608,0.176007,0.002016,0.000992,0.000352,0.876578
0.415248,0.017441,0.202696,0.005056,0.047394,0.000608,0.187719,0.001888,0.001056,0.000352,0.886690
0.433393,0.017408,0.202664,0.005057,0.046721,0.000576,0.178183,0.002049,0.001056,0.000352,0.894435
0.417296,0.017569,0.204200,0.004992,0.047106,0.000608,0.197191,0.002336,0.001088,0.000352,0.900099
0.416048,0.017665,0.203336,0.005248,0.047522,0.000576,0.200328,0.002240,0.001088,0.000384,0.902435
0.417456,0.017824,0.235497,0.005120,0.047170,0.000800,0.203240,0.002016,0.001120,0.000608,0.939493
0.416016,0.017601,0.203048,0.005184,0.048482,0.000800,0.192424,0.002080,0.001056,0.000544,0.895427
0.416592,0.017569,0.202568,0.005088,0.048450,0.000768,0.193192,0.002464,0.001120,0.000352,0.895843
0.418193,0.017633,0.202536,0.005312,0.048898,0.000608,0.189127,0.002336,0.001216,0.000640,0.894435
0.416496,0.017569,0.203048,0.005280,0.047778,0.000800,0.192743,0.002240,0.001184,0.000384,0.895715
0.421329,0.017793,0.202696,0.005056,0.047842,0.000512,0.188743,0.002016,0.001120,0.000608,0.895587
0.416369,0.017504,0.203656,0.005441,0.048578,0.000576,0.190311,0.002336,0.001120,0.000352,0.893923
0.420432,0.017665,0.223305,0.005280,0.048066,0.000576,0.191624,0.001920,0.001216,0.000352,0.919140
0.416785,0.017728,0.202760,0.005121,0.049154,0.000576,0.202216,0.002080,0.001088,0.000384,0.905636
0.416368,0.017761,0.202248,0.005152,0.047394,0.000768,0.192008,0.002176,0.001120,0.000640,0.893955
0.416624,0.017793,0.203080,0.005056,0.048258,0.000576,0.198888,0.002240,0.001184,0.000608,0.902147
0.418001,0.017473,0.202824,0.005056,0.047906,0.000832,0.195047,0.002016,0.001121,0.000384,0.898692
0.416945,0.017632,0.202983,0.005089,0.047554,0.000800,0.190503,0.002176,0.001248,0.000384,0.893027
0.420433,0.017729,0.203080,0.005280,0.048514,0.000608,0.198696,0.002016,0.001056,0.000416,0.905892
0.416496,0.037314,0.203528,0.005408,0.047714,0.000800,0.197896,0.002304,0.001216,0.000352,0.921604
0.415984,0.017601,0.204136,0.005088,0.048002,0.000576,0.194984,0.002080,0.001088,0.000576,0.897955
0.417360,0.017633,0.203016,0.005056,0.048194,0.000576,0.196648,0.002176,0.001152,0.000608,0.900163
0.421617,0.017601,0.202824,0.005024,0.047874,0.000576,0.193479,0.002016,0.001088,0.000384,0.901092
0.416848,0.017889,0.202760,0.005376,0.047682,0.000608,0.187175,0.002464,0.001152,0.000608,0.890627
0.423537,0.017729,0.204680,0.005024,0.048322,0.000800,0.194344,0.002336,0.001184,0.000416,0.907364
0.417040,0.017569,0.203368,0.005056,0.048162,0.000800,0.185096,0.002336,0.001152,0.000576,0.889187
0.432561,0.017697,0.202600,0.005152,0.047618,0.000768,0.194824,0.002176,0.001216,0.000640,0.913540
0.416849,0.017664,0.202920,0.005089,0.047617,0.000832,0.193960,0.002112,0.001280,0.000352,0.896675
0.419057,0.017760,0.202856,0.005313,0.047937,0.000800,0.199080,0.002304,0.001216,0.000608,0.905060
0.420561,0.017633,0.203047,0.005089,0.048514,0.000768,0.193863,0.002112,0.001120,0.000352,0.901091
0.416912,0.017761,0.202088,0.005120,0.047490,0.000576,0.198312,0.002112,0.001184,0.000608,0.900323
0.416624,0.017793,0.202440,0.005152,0.047458,0.000576,0.188391,0.002208,0.001152,0.000384,0.889922
0.421553,0.017569,0.202375,0.005056,0.048738,0.000576,0.192487,0.002048,0.001056,0.000384,0.899363
0.439538,0.017792,0.202408,0.005057,0.048897,0.000800,0.194503,0.002240,0.001088,0.000352,0.920388
0.421808,0.017665,0.202760,0.005152,0.048610,0.000800,0.192808,0.002080,0.001120,0.000352,0.901667
0.417456,0.017601,0.202568,0.005088,0.048194,0.000832,0.193256,0.002400,0.001248,0.000352,0.897123
0.421297,0.017633,0.202824,0.005216,0.048002,0.000768,0.212744,0.002272,0.001088,0.000576,0.921412
0.422673,0.017441,0.202536,0.005152,0.047554,0.000576,0.181735,0.002272,0.001152,0.000384,0.889315
0.417393,0.017760,0.203304,0.005249,0.048481,0.000608,0.188711,0.002208,0.001088,0.000608,0.894147
0.420976,0.017761,0.202920,0.005056,0.049794,0.000768,0.185255,0.002209,0.001184,0.000608,0.895395
0.436817,0.017824,0.202920,0.005121,0.047970,0.000800,0.197927,0.002240,0.001057,0.000352,0.921124
0.416272,0.017728,0.203240,0.005088,0.047906,0.000832,0.195528,0.002144,0.001120,0.000352,0.897859
0.416560,0.017601,0.202952,0.005312,0.047266,0.000576,0.193896,0.002208,0.000992,0.000352,0.895747
0.421553,0.017633,0.202919,0.005313,0.048674,0.000864,0.203464,0.002016,0.001120,0.000288,0.911620
0.421328,0.017633,0.204072,0.005120,0.047714,0.000800,0.195464,0.002112,0.001152,0.000608,0.906179
0.421393,0.017697,0.202952,0.005440,0.047810,0.000576,0.187911,0.002240,0.001152,0.000320,0.896131
0.421297,0.017569,0.202856,0.005280,0.048098,0.000832,0.192583,0.002368,0.001120,0.000576,0.900804
0.439570,0.017632,0.202984,0.005057,0.049985,0.001057,0.192263,0.002080,0.001120,0.000576,0.920836
0.420913,0.017697,0.202568,0.005056,0.048258,0.000896,0.188615,0.002016,0.001184,0.000416,0.895332
0.416913,0.017600,0.202440,0.005057,0.048545,0.001056,0.196551,0.002016,0.001216,0.000384,0.900516
0.418800,0.017792,0.219593,0.005344,0.049090,0.000896,0.223497,0.002816,0.001600,0.000576,0.950149
0.417168,0.017569,0.202696,0.005312,0.048482,0.000736,0.201704,0.002304,0.001248,0.000352,0.905315
0.421520,0.017761,0.205096,0.005312,0.047586,0.000576,0.192872,0.002112,0.001376,0.000640,0.902531
0.416273,0.017728,0.203144,0.005121,0.047489,0.000576,0.184328,0.001984,0.001152,0.000352,0.885635
0.417873,0.017536,0.202952,0.005153,0.049378,0.000800,0.188967,0.002208,0.001088,0.000384,0.894531
0.417265,0.017537,0.202760,0.005248,0.048162,0.000608,0.184903,0.002048,0.001248,0.000608,0.888707
0.416304,0.017729,0.202920,0.005024,0.048930,0.000544,0.190023,0.002080,0.001120,0.000640,0.893059
0.416784,0.017505,0.221385,0.005344,0.047330,0.000576,0.198215,0.001985,0.001184,0.000384,0.918692
0.415793,0.017728,0.202952,0.005057,0.048449,0.000608,0.183623,0.002048,0.001120,0.000608,0.885315
0.416912,0.017505,0.202824,0.005408,0.048066,0.000992,0.191496,0.002240,0.001152,0.000608,0.895875
0.417040,0.017601,0.202120,0.005024,0.047714,0.001056,0.185575,0.002112,0.001057,0.000352,0.887459
0.417040,0.017312,0.203304,0.005248,0.048898,0.000576,0.193864,0.002112,0.001184,0.000384,0.897635
0.421681,0.017792,0.203240,0.005409,0.047489,0.000576,0.186983,0.002400,0.001056,0.000352,0.894691
0.416176,0.018017,0.202600,0.005152,0.047426,0.000768,0.187591,0.002176,0.001216,0.000352,0.889155
0.416592,0.017729,0.220904,0.005089,0.047937,0.000832,0.186376,0.002080,0.001216,0.000640,0.907875
0.420880,0.017728,0.203464,0.005152,0.047906,0.000544,0.195208,0.002080,0.001216,0.000608,0.902819
0.416368,0.017505,0.202888,0.005056,0.047778,0.000800,0.196296,0.002080,0.001152,0.000608,0.898275
0.418576,0.017985,0.202472,0.005216,0.048930,0.000544,0.187592,0.002208,0.001024,0.000608,0.892899
0.416656,0.017633,0.202888,0.005120,0.047810,0.000832,0.196136,0.002144,0.001184,0.000640,0.898915
0.416880,0.017729,0.203944,0.005184,0.047490,0.000576,0.193832,0.002112,0.001088,0.000608,0.897347
0.419248,0.017889,0.204264,0.005088,0.047714,0.000544,0.202312,0.002464,0.001216,0.000609,0.909476
0.452017,0.017760,0.203560,0.005152,0.048610,0.000608,0.193608,0.002336,0.001088,0.000608,0.933316
0.417360,0.017568,0.202952,0.005344,0.048642,0.000800,0.186984,0.002400,0.001120,0.000352,0.891299
0.420721,0.017569,0.202760,0.005216,0.047522,0.000576,0.197735,0.002081,0.001120,0.000608,0.904356
0.417424,0.017537,0.203432,0.005056,0.047426,0.000576,0.194696,0.002176,0.001056,0.000672,0.932932
0.421233,0.017760,0.203112,0.005345,0.048193,0.000832,0.203656,0.002304,0.001184,0.000576,0.912804
0.417264,0.017793,0.202760,0.005408,0.048066,0.000608,0.193672,0.002016,0.001088,0.000416,0.896963
0.422033,0.017473,0.203144,0.005248,0.047522,0.000800,0.193799,0.002240,0.001152,0.000416,0.902660
0.434641,0.017600,0.203432,0.005089,0.047937,0.000768,0.197895,0.002144,0.001120,0.000672,0.920164
0.422705,0.017568,0.203336,0.005089,0.048065,0.000833,0.201703,0.002049,0.001120,0.000608,0.911684
0.417232,0.017569,0.204168,0.005248,0.048290,0.000608,0.195175,0.002176,0.001088,0.000352,0.899651
0.417456,0.017569,0.202792,0.005056,0.048450,0.000608,0.213736,0.002273,0.001184,0.000320,0.918148
0.418609,0.017536,0.202632,0.005313,0.048450,0.000576,0.214216,0.002048,0.001152,0.000352,0.918628
0.421265,0.017632,0.203240,0.005121,0.047937,0.000545,0.188231,0.002048,0.001024,0.000384,0.896515
0.421424,0.017728,0.204328,0.005344,0.048194,0.000608,0.189224,0.002272,0.001152,0.000384,0.899235
0.433905,0.017569,0.202728,0.005472,0.047906,0.000608,0.187623,0.002080,0.001217,0.000384,0.908260
0.416912,0.017536,0.202984,0.005120,0.048514,0.000864,0.192296,0.002016,0.001216,0.000352,0.895715
0.416752,0.017569,0.202920,0.005216,0.047810,0.000608,0.188808,0.001952,0.001120,0.000640,0.891747
0.417392,0.017505,0.203368,0.005184,0.068611,0.000832,0.226473,0.002080,0.001152,0.000416,0.951749
0.416817,0.017504,0.202664,0.005089,0.048482,0.000768,0.191015,0.002080,0.001152,0.000352,0.894051
0.419280,0.017536,0.203048,0.005216,0.049378,0.000800,0.189000,0.002240,0.001152,0.000640,0.896291
0.416624,0.017633,0.203208,0.005056,0.047490,0.000544,0.193768,0.002048,0.001120,0.000416,0.895939
0.430833,0.017857,0.203368,0.005280,0.049026,0.000800,0.186791,0.002049,0.001152,0.000416,0.905540
0.417296,0.017505,0.203048,0.005312,0.047682,0.000576,0.184903,0.001984,0.001057,0.000576,0.888483
0.417233,0.017568,0.203304,0.005153,0.047457,0.000833,0.193031,0.002208,0.001184,0.000608,0.897283
0.421873,0.017601,0.220488,0.005184,0.048514,0.000768,0.195304,0.003232,0.001280,0.000672,0.924420
0.416048,0.017729,0.203112,0.005152,0.048034,0.000800,0.218281,0.002016,0.001216,0.000672,0.921124
0.416240,0.017793,0.202696,0.005248,0.049410,0.000832,0.193288,0.002080,0.001120,0.000576,0.897315
0.417072,0.017569,0.202856,0.005248,0.048610,0.000800,0.195272,0.002144,0.001248,0.000416,0.898915
0.417680,0.017505,0.202600,0.005280,0.047586,0.000576,0.184967,0.002049,0.001120,0.000352,0.888323
0.423025,0.017601,0.202760,0.005248,0.048706,0.000800,0.188871,0.002048,0.001152,0.000384,0.898275
0.416401,0.017536,0.203528,0.005089,0.047938,0.000544,0.188871,0.002080,0.001216,0.000384,0.892419
0.421840,0.017729,0.220457,0.005248,0.047426,0.000832,0.182279,0.002048,0.001088,0.000416,0.907715
0.415953,0.017472,0.202727,0.005345,0.047458,0.000832,0.190279,0.002112,0.001024,0.000352,0.892771
0.417104,0.017665,0.203464,0.005152,0.047650,0.000800,0.190248,0.002208,0.001216,0.000384,0.894531
0.417744,0.017729,0.203080,0.005312,0.048898,0.000576,0.191080,0.002240,0.001120,0.000576,0.896259
0.417041,0.017825,0.202856,0.005216,0.048514,0.000800,0.189735,0.002144,0.001152,0.000352,0.894371
0.420721,0.017857,0.202856,0.005184,0.047906,0.000576,0.190695,0.002080,0.001121,0.000384,0.899172
0.416977,0.017600,0.203240,0.005057,0.048193,0.000800,0.187495,0.002176,0.001120,0.000576,0.892003
0.415793,0.017568,0.221897,0.005440,0.048290,0.000576,0.190248,0.001984,0.001056,0.000608,0.912612
0.421553,0.017729,0.202696,0.005024,0.048290,0.000576,0.185927,0.002304,0.001184,0.000608,0.893891
0.420752,0.017569,0.202856,0.005024,0.048002,0.000544,0.185095,0.002112,0.001152,0.000352,0.892195
0.416976,0.017697,0.203304,0.005312,0.048642,0.000576,0.191464,0.001984,0.001216,0.000352,0.894755
0.421104,0.017761,0.202504,0.005216,0.047554,0.000544,0.181415,0.001952,0.001184,0.000576,0.889314
0.420977,0.017600,0.202984,0.005153,0.048066,0.000800,0.187495,0.001952,0.001152,0.000384,0.894659
0.420784,0.017761,0.202280,0.005024,0.047810,0.000832,0.196936,0.002080,0.001152,0.000352,0.903011
0.432753,0.017985,0.203304,0.005216,0.049026,0.000576,0.198280,0.001952,0.001184,0.000416,0.918852
0.416433,0.017728,0.202568,0.005441,0.048065,0.000576,0.186344,0.002048,0.001120,0.000640,0.888707
0.422800,0.017600,0.203208,0.005312,0.048226,0.000800,0.192584,0.002144,0.001216,0.000320,0.902275
0.420977,0.017473,0.202472,0.005312,0.048226,0.000992,0.190407,0.002080,0.001056,0.000384,0.897251
0.421872,0.017569,0.202440,0.005088,0.047330,0.000576,0.198792,0.001984,0.001120,0.000608,0.905219
0.420656,0.017728,0.202920,0.005056,0.047746,0.000576,0.197704,0.002272,0.001152,0.000416,0.904131
0.422128,0.017569,0.202376,0.005248,0.047650,0.000832,0.193960,0.002272,0.001184,0.000608,0.901731
0.432049,0.017600,0.203304,0.005089,0.048546,0.000800,0.189543,0.002112,0.001248,0.000608,0.910019
0.423089,0.017633,0.203848,0.005248,0.048322,0.000800,0.206408,0.002144,0.001248,0.000352,0.917892
0.416528,0.018337,0.203400,0.005280,0.048322,0.000544,0.195528,0.002176,0.001088,0.000384,0.899715
0.417296,0.017697,0.203624,0.005024,0.048962,0.000768,0.223049,0.002400,0.001280,0.000608,0.929028
