Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-9],Layer[10],classifier
0.417041,0.017505,0.202247,0.004993,0.239529,0.000736,0.888739
0.416112,0.017729,0.203048,0.004864,0.252746,0.000832,0.901539
0.416336,0.017665,0.221608,0.005345,0.253609,0.000640,0.921828
0.416464,0.017793,0.203496,0.004960,0.255338,0.000608,0.904547
0.416016,0.017537,0.202536,0.004832,0.243465,0.000769,0.892707
0.421105,0.017248,0.202344,0.004833,0.258058,0.000640,0.910820
0.415920,0.017729,0.202920,0.004768,0.256074,0.000768,0.905699
0.421040,0.017345,0.202216,0.004864,0.243818,0.000672,0.896131
0.416176,0.017889,0.202376,0.004832,0.256714,0.000704,0.905475
0.417489,0.017825,0.226568,0.005248,0.269834,0.000640,0.945349
0.417745,0.017472,0.202632,0.004833,0.253514,0.000672,0.903268
0.415440,0.017729,0.202760,0.004800,0.261514,0.000832,0.908963
0.416144,0.017473,0.203656,0.004800,0.251370,0.000576,0.900291
0.417168,0.017697,0.202568,0.004800,0.264011,0.000640,0.912900
0.421361,0.017473,0.202983,0.004769,0.260490,0.000576,0.914148
0.421008,0.017536,0.202696,0.004768,0.253674,0.000704,0.906467
0.416336,0.037858,0.211208,0.004768,0.249994,0.000608,0.927556
0.416720,0.017761,0.210824,0.004801,0.253193,0.000673,0.910116
0.420976,0.017601,0.203368,0.004832,0.250250,0.000608,0.904195
0.420657,0.017505,0.203496,0.004768,0.270058,0.000800,0.924900
0.417776,0.017761,0.204392,0.004800,0.255850,0.000704,0.907651
0.416784,0.017761,0.202728,0.004768,0.249322,0.000736,0.898083
0.420624,0.017697,0.203496,0.004864,0.254378,0.000864,0.907939
0.442130,0.017568,0.203272,0.004800,0.252777,0.000768,0.927845
0.416304,0.017792,0.204680,0.004864,0.258858,0.000640,0.908996
0.416048,0.017473,0.202440,0.005024,0.253834,0.000640,0.901347
0.420145,0.017408,0.203272,0.004833,0.278026,0.000640,0.930085
0.420465,0.017633,0.202344,0.004800,0.246697,0.000608,0.898948
0.421041,0.017537,0.202279,0.004800,0.254250,0.000544,0.906500
0.415985,0.017536,0.203080,0.004833,0.253226,0.000800,0.902276
0.438545,0.017633,0.202920,0.004864,0.229865,0.000736,0.900803
0.421137,0.017505,0.203144,0.004800,0.260938,0.000704,0.913988
0.419696,0.017473,0.203208,0.004832,0.243082,0.000576,0.894243
0.420529,0.017633,0.202856,0.004832,0.278507,0.000736,0.931109
0.421041,0.017568,0.203400,0.004865,0.257258,0.000896,0.910692
0.415696,0.017537,0.203304,0.004800,0.256522,0.000576,0.904099
0.421680,0.017505,0.202568,0.004800,0.253962,0.000608,0.906499
0.432209,0.017281,0.202279,0.004897,0.266858,0.000640,0.929828
0.420560,0.017665,0.202536,0.004800,0.244266,0.000576,0.895939
0.420273,0.017760,0.202632,0.004832,0.266154,0.000736,0.919012
0.415984,0.017697,0.204328,0.004768,0.249514,0.000608,0.898947
0.420593,0.017601,0.203080,0.004864,0.268010,0.000576,0.920420
0.420817,0.017633,0.203016,0.004864,0.248938,0.000672,0.901860
0.421905,0.017696,0.202856,0.004769,0.252105,0.000545,0.905700
0.437297,0.017921,0.202984,0.005056,0.279595,0.000704,0.949317
0.420016,0.017505,0.202664,0.004800,0.237994,0.000640,0.889507
0.420336,0.017569,0.202376,0.004896,0.251114,0.000544,0.902371
0.415824,0.017441,0.204296,0.004768,0.277067,0.000704,0.926020
0.420368,0.017793,0.202536,0.005312,0.248298,0.000704,0.900899
0.415280,0.017729,0.202568,0.004864,0.264938,0.000576,0.913059
0.420145,0.017568,0.202664,0.004833,0.247145,0.000608,0.898947
0.437809,0.017665,0.203080,0.004800,0.246314,0.000640,0.916100
0.415120,0.017601,0.203400,0.004800,0.251818,0.000640,0.899171
0.415760,0.017601,0.202472,0.004832,0.257066,0.000768,0.904611
0.420849,0.017409,0.203080,0.004832,0.275083,0.000576,0.927845
0.420209,0.017537,0.202343,0.004801,0.258442,0.000544,0.909412
0.415984,0.017504,0.202824,0.004768,0.274507,0.000640,0.921796
0.420209,0.017665,0.202664,0.004832,0.245673,0.000768,0.897444
0.438417,0.017761,0.202696,0.004800,0.267402,0.000576,0.937572
0.417616,0.017729,0.204232,0.005408,0.268267,0.000672,0.921092
0.417776,0.017889,0.203144,0.005280,0.268010,0.000736,0.919204
0.417008,0.017633,0.202824,0.004768,0.306060,0.000640,0.954597
0.421200,0.017665,0.202792,0.005280,0.258250,0.000768,0.911716
0.420784,0.017249,0.202664,0.004768,0.259114,0.000576,0.910851
0.420848,0.017409,0.202344,0.005280,0.263018,0.000640,0.916259
0.435185,0.018208,0.202440,0.004864,0.260555,0.000768,0.928101
0.416304,0.017729,0.202184,0.004800,0.244585,0.000768,0.891906
0.415984,0.017537,0.202504,0.004768,0.239913,0.000576,0.886978
0.420497,0.017761,0.202600,0.004832,0.283211,0.000800,0.935621
0.417168,0.017729,0.202664,0.004832,0.250410,0.000576,0.900707
0.420400,0.017345,0.202312,0.005344,0.262026,0.000704,0.914148
0.420304,0.017697,0.202280,0.004896,0.238346,0.000832,0.890211
0.437362,0.017536,0.203464,0.005249,0.246153,0.000608,0.915908
0.421137,0.017633,0.202664,0.004832,0.227817,0.000576,0.880035
0.420241,0.017441,0.201960,0.004768,0.244201,0.000640,0.895043
0.415632,0.017441,0.203144,0.004896,0.265515,0.000576,0.912964
0.416816,0.017377,0.202632,0.004800,0.252810,0.000576,0.901507
0.415728,0.017633,0.202696,0.004960,0.245066,0.000704,0.892675
0.420496,0.017569,0.203976,0.004896,0.269195,0.000704,0.923204
0.435633,0.017601,0.202824,0.004896,0.263563,0.000640,0.931269
0.416016,0.017825,0.202376,0.004864,0.261738,0.000960,0.909636
0.416400,0.017504,0.203176,0.004896,0.263723,0.000576,0.912068
0.420113,0.017441,0.202375,0.004896,0.238633,0.000800,0.890083
0.415568,0.017569,0.202504,0.005120,0.234121,0.000512,0.880643
0.420464,0.017633,0.203432,0.004832,0.245802,0.000576,0.898595
0.415536,0.017505,0.202376,0.005248,0.243818,0.000576,0.890883
0.420433,0.035489,0.202728,0.004833,0.282539,0.000736,0.952870
0.416977,0.017505,0.203239,0.004864,0.240841,0.000704,0.890659
0.416817,0.017440,0.202472,0.004865,0.268330,0.000928,0.917828
0.415856,0.017761,0.203048,0.004832,0.250410,0.000640,0.899555
0.421745,0.017504,0.203208,0.004769,0.262954,0.000672,0.917156
0.417104,0.017633,0.203144,0.004832,0.236490,0.000896,0.886627
0.416624,0.017665,0.202664,0.004800,0.251370,0.000736,0.900195
0.438545,0.017569,0.202824,0.004832,0.250250,0.000608,0.921892
0.416368,0.017665,0.202504,0.004864,0.249802,0.000608,0.897955
0.415792,0.017665,0.203144,0.004864,0.235273,0.000640,0.883683
0.416208,0.017505,0.202344,0.004960,0.256010,0.000640,0.903811
0.416176,0.017409,0.202376,0.004896,0.238121,0.000768,0.886562
0.422416,0.017473,0.203432,0.005088,0.281547,0.000896,0.938245
0.417009,0.017504,0.203303,0.004865,0.262602,0.000992,0.917476
0.436433,0.018336,0.203303,0.004801,0.254954,0.000800,0.926212
0.416528,0.017665,0.202184,0.004896,0.238602,0.000704,0.887651
0.419792,0.017441,0.202216,0.004864,0.252362,0.000608,0.904099
0.420753,0.017793,0.204264,0.004800,0.269482,0.000801,0.926309
0.415856,0.017857,0.202632,0.004864,0.262570,0.000736,0.911619
0.420401,0.017633,0.202632,0.004832,0.248586,0.000864,0.901444
0.419760,0.017441,0.202408,0.004928,0.261386,0.000833,0.912868
0.437170,0.017984,0.202184,0.004801,0.247753,0.000864,0.916900
0.416432,0.017921,0.202728,0.004800,0.242762,0.000896,0.893443
0.418160,0.017505,0.202760,0.004864,0.253162,0.000672,0.904291
0.420273,0.018017,0.201928,0.004864,0.287083,0.000640,0.939653
0.415696,0.017601,0.203240,0.004864,0.249962,0.000672,0.898755
0.420305,0.017568,0.202376,0.004833,0.243753,0.000672,0.896003
0.415825,0.017664,0.203016,0.004833,0.260170,0.000608,0.908740
0.436561,0.017697,0.202600,0.004832,0.263050,0.000768,0.931652
0.416080,0.017664,0.202280,0.004832,0.258346,0.000736,0.906724
0.419600,0.017633,0.202344,0.004800,0.245034,0.000640,0.896323
0.420816,0.017633,0.220777,0.005312,0.264458,0.000640,0.936324
0.417328,0.017697,0.203624,0.004832,0.262794,0.000704,0.914724
0.416176,0.017377,0.202216,0.004832,0.265930,0.000832,0.913859
0.420433,0.017632,0.201992,0.004992,0.261771,0.000768,0.913924
0.434033,0.017600,0.202440,0.004832,0.261963,0.000768,0.929093
0.420145,0.017856,0.202024,0.004864,0.258347,0.000672,0.910020
0.416529,0.017504,0.203272,0.004832,0.243818,0.000608,0.892483
0.417008,0.017889,0.220425,0.004992,0.270539,0.000672,0.937829
0.416241,0.017728,0.202664,0.004865,0.254538,0.000576,0.903684
0.421073,0.018208,0.201960,0.004737,0.258474,0.000640,0.912420
0.416752,0.017601,0.202216,0.004896,0.259882,0.000640,0.908963
0.421008,0.018176,0.202696,0.005120,0.257643,0.000832,0.912676
0.421617,0.017633,0.203528,0.004864,0.247721,0.000704,0.903076
0.420496,0.017249,0.202920,0.004864,0.262058,0.000704,0.914340
0.419920,0.017665,0.222793,0.004960,0.267306,0.000896,0.941092
0.415728,0.017633,0.203016,0.004864,0.252362,0.000704,0.901891
0.417040,0.017601,0.201864,0.004864,0.261738,0.000640,0.910403
0.420592,0.017537,0.202504,0.004800,0.263979,0.000672,0.916740
0.416752,0.017632,0.202696,0.004800,0.259242,0.000864,0.912932
0.416304,0.017792,0.202792,0.004832,0.266827,0.000768,0.916964
0.417201,0.017569,0.202823,0.004865,0.250794,0.000736,0.901156
0.437649,0.017601,0.203720,0.005056,0.278667,0.000608,0.951397
0.421392,0.017985,0.202792,0.004960,0.271819,0.000640,0.926468
0.421040,0.017696,0.202504,0.004800,0.262667,0.000672,0.916036
0.421712,0.017569,0.203624,0.004864,0.286859,0.000800,0.942020
0.416496,0.017633,0.202664,0.004896,0.249482,0.000736,0.898851
0.416880,0.017505,0.203944,0.004832,0.245578,0.000576,0.895811
0.421232,0.017825,0.202984,0.004864,0.260330,0.000736,0.914884
0.436721,0.017729,0.203496,0.004864,0.260491,0.000832,0.930693
0.420977,0.017537,0.202696,0.004800,0.257514,0.000864,0.910660
0.416976,0.017825,0.202952,0.004960,0.257130,0.000545,0.906852
0.420432,0.017729,0.203464,0.004896,0.292140,0.000640,0.947781
0.420240,0.017633,0.203336,0.004928,0.247146,0.000800,0.900675
0.417488,0.017601,0.202696,0.004832,0.261994,0.000801,0.913764
0.420816,0.017473,0.203752,0.004832,0.261994,0.000736,0.916483
0.432304,0.017536,0.202952,0.004832,0.260427,0.000736,0.927141
0.420368,0.017473,0.204328,0.004960,0.249802,0.000704,0.904419
0.420177,0.017441,0.202599,0.004897,0.257770,0.000640,0.910692
0.432209,0.017504,0.202984,0.004833,0.277707,0.000672,0.942437
0.420304,0.017441,0.202152,0.004864,0.251178,0.000640,0.903715
0.416912,0.017697,0.202280,0.004896,0.250506,0.000608,0.899107
0.417360,0.017665,0.204424,0.004832,0.266442,0.000705,0.920836
0.438705,0.017760,0.202855,0.004833,0.268106,0.000768,0.939236
0.416304,0.017729,0.203304,0.005024,0.244265,0.000609,0.894691
0.421008,0.017473,0.202312,0.004800,0.260107,0.000672,0.912420
0.415856,0.017953,0.221289,0.004992,0.267274,0.000640,0.934628
0.420785,0.017472,0.203336,0.004801,0.252329,0.000609,0.905540
0.420816,0.017665,0.202408,0.004768,0.260266,0.000640,0.913155
0.415984,0.017697,0.203208,0.004800,0.249354,0.000608,0.897635
0.420208,0.017600,0.202376,0.004864,0.235626,0.000608,0.888131
0.421649,0.017568,0.203368,0.004801,0.262122,0.000736,0.916932
0.422097,0.017409,0.202568,0.004832,0.247689,0.000640,0.901572
0.420336,0.017441,0.217865,0.005312,0.261418,0.000672,0.929892
0.419985,0.017408,0.202632,0.004769,0.248649,0.000832,0.900739
0.421296,0.017697,0.202056,0.004832,0.256938,0.000640,0.909539
0.416497,0.017504,0.202248,0.004768,0.247562,0.000736,0.896003
0.415984,0.017409,0.202856,0.004832,0.244553,0.000736,0.892035
0.420272,0.017601,0.203016,0.004864,0.250730,0.000608,0.902819
0.416048,0.017665,0.202600,0.004864,0.280267,0.000544,0.927492
0.421200,0.017632,0.220681,0.005184,0.253066,0.000576,0.925156
0.420784,0.017697,0.202920,0.004832,0.256138,0.000640,0.910307
0.416784,0.017601,0.202600,0.004864,0.264971,0.000640,0.913412
0.415825,0.017632,0.202792,0.004929,0.270538,0.000576,0.917956
0.416304,0.017536,0.202600,0.004768,0.244938,0.000544,0.892035
0.415952,0.017569,0.202120,0.004768,0.253834,0.000768,0.900547
0.420592,0.017569,0.202536,0.004864,0.254346,0.000512,0.905827
0.415472,0.017537,0.224937,0.004992,0.277003,0.000544,0.946821
0.419953,0.017472,0.202247,0.004833,0.248425,0.000640,0.898979
0.420368,0.017537,0.202920,0.004832,0.249162,0.000608,0.901603
0.415889,0.017600,0.202824,0.004833,0.247849,0.000576,0.895043
0.441809,0.017697,0.203144,0.004992,0.244234,0.000768,0.919428
0.415441,0.017312,0.202344,0.004897,0.277578,0.000640,0.923525
0.420337,0.017473,0.202855,0.004865,0.259658,0.000608,0.911492
0.420496,0.017601,0.220649,0.004896,0.263754,0.000576,0.933828
0.415664,0.017409,0.202696,0.004896,0.243498,0.000608,0.890467
0.415472,0.017697,0.202408,0.004832,0.275243,0.000608,0.922308
0.417040,0.017409,0.202920,0.004896,0.256746,0.000608,0.905187
0.447858,0.017505,0.202856,0.004800,0.295820,0.000640,0.975463
0.420753,0.017408,0.202088,0.004865,0.245481,0.000672,0.896995
0.415953,0.017441,0.204392,0.004896,0.252202,0.000576,0.901060
0.421169,0.017568,0.220169,0.004960,0.264747,0.000960,0.937573
0.421169,0.017600,0.202248,0.004800,0.246346,0.000608,0.898083
0.420464,0.017473,0.202472,0.004896,0.240970,0.000608,0.892643
0.420401,0.017632,0.203432,0.004801,0.244841,0.000608,0.897379
0.438673,0.017473,0.203016,0.004832,0.284683,0.000608,0.955142
0.416945,0.017472,0.202632,0.004801,0.241225,0.000608,0.889411
0.419760,0.017409,0.203400,0.004864,0.251306,0.000640,0.903139
0.420209,0.017888,0.219689,0.004960,0.275659,0.000608,0.944997
0.415153,0.017344,0.202984,0.004800,0.253290,0.000544,0.899651
0.420752,0.017441,0.203304,0.004864,0.253706,0.000544,0.905987
