Layer[0],TEE[1-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420625,0.797217,0.000704,0.014497,0.000352,0.001600,0.000928,0.000608,1.244435
0.415985,0.792736,0.001088,0.014432,0.000608,0.001408,0.001056,0.000384,1.234931
0.417073,0.765344,0.001088,0.014785,0.000352,0.001568,0.000992,0.000384,1.210418
0.421073,0.784384,0.000864,0.014529,0.000352,0.001632,0.001152,0.000384,1.233459
0.421234,0.784481,0.000896,0.016288,0.000640,0.001536,0.001056,0.000384,1.233428
0.416177,0.746943,0.000768,0.014337,0.000416,0.001568,0.001120,0.000416,1.189457
0.420817,0.769984,0.000864,0.014369,0.000640,0.001600,0.000928,0.000384,1.217394
0.416337,0.749855,0.000864,0.014464,0.000608,0.001536,0.001024,0.000384,1.192242
0.420370,0.799105,0.000832,0.014369,0.000608,0.001568,0.001056,0.000608,1.246068
0.438867,0.756319,0.000832,0.014561,0.000864,0.001504,0.000960,0.000384,1.221523
0.416273,0.743039,0.000672,0.014561,0.000352,0.001632,0.001120,0.000640,1.186001
0.420401,0.744255,0.000833,0.034817,0.000672,0.001856,0.001120,0.000384,1.211634
0.416369,0.767231,0.001120,0.014528,0.000864,0.001664,0.000928,0.000640,1.212210
0.420882,0.798881,0.000768,0.015297,0.000800,0.001600,0.000928,0.000448,1.247604
0.420690,0.794753,0.001120,0.015648,0.000385,0.001536,0.001056,0.000608,1.242708
0.420818,0.762432,0.000928,0.014656,0.000608,0.001505,0.000928,0.000608,1.210867
0.420626,0.797185,0.000736,0.014465,0.000416,0.001440,0.000960,0.000576,1.244180
0.435346,0.763136,0.001152,0.015680,0.000608,0.001536,0.000992,0.000640,1.226835
0.422034,0.794273,0.001280,0.015681,0.000832,0.001472,0.001024,0.000416,1.245268
0.416562,0.749663,0.000896,0.014593,0.000352,0.001632,0.001088,0.000608,1.193106
0.420721,0.784161,0.000960,0.014913,0.000832,0.001440,0.001024,0.000576,1.232531
0.422354,0.761568,0.000864,0.015393,0.000608,0.001696,0.000992,0.000608,1.212947
0.416370,0.825794,0.000896,0.014753,0.000832,0.001504,0.000992,0.000352,1.269877
0.416210,0.793217,0.001056,0.015040,0.000608,0.001569,0.000992,0.000608,1.237428
0.415729,0.746111,0.000864,0.014337,0.000384,0.001568,0.000960,0.000608,1.188049
0.421266,0.828290,0.001025,0.014848,0.000352,0.001504,0.001152,0.000640,1.278133
0.415665,0.754944,0.000768,0.015488,0.000608,0.001600,0.001088,0.000544,1.197330
0.416145,0.797634,0.000992,0.014432,0.000384,0.001632,0.001056,0.000416,1.240019
0.429682,0.797953,0.000768,0.014816,0.000640,0.001568,0.000992,0.000320,1.254196
0.415537,0.741151,0.000896,0.014977,0.000384,0.001536,0.000960,0.000352,1.183057
0.419985,0.779201,0.000864,0.014432,0.000416,0.001600,0.000992,0.000672,1.225811
0.420274,0.767200,0.000736,0.014976,0.000353,0.001536,0.000960,0.000416,1.214643
0.420241,0.809154,0.000768,0.014785,0.000608,0.001568,0.000832,0.000512,1.255828
0.420657,0.825955,0.000864,0.014529,0.000352,0.001472,0.001024,0.000384,1.273045
0.420369,0.768800,0.000832,0.014593,0.000384,0.001440,0.000992,0.000384,1.215122
0.421873,0.761344,0.000736,0.015009,0.000384,0.001536,0.000992,0.000384,1.210066
0.431121,0.790496,0.000960,0.014976,0.000384,0.001504,0.001056,0.000352,1.248851
0.416754,0.747807,0.000768,0.014496,0.000352,0.001505,0.001152,0.000352,1.190130
0.420241,0.797665,0.000704,0.014240,0.000864,0.001537,0.001056,0.000640,1.243956
0.417874,0.758303,0.000896,0.014369,0.000608,0.001536,0.001024,0.000576,1.202354
0.420817,0.754591,0.000960,0.014689,0.000672,0.001472,0.001024,0.000608,1.201650
0.421361,0.787104,0.000896,0.014529,0.000352,0.001536,0.000992,0.000608,1.235891
0.421778,0.766912,0.000832,0.014625,0.000864,0.001568,0.000928,0.000384,1.216019
0.416242,0.750975,0.000896,0.014561,0.000384,0.001568,0.000928,0.000352,1.192914
0.420978,0.828290,0.000864,0.014721,0.000608,0.001472,0.000992,0.000448,1.275477
0.419985,0.790721,0.000832,0.014657,0.000352,0.001600,0.001056,0.000384,1.236467
0.420625,0.771264,0.000928,0.015264,0.000608,0.001536,0.000928,0.000352,1.218034
0.436914,0.748991,0.000768,0.014688,0.000801,0.001440,0.000960,0.000352,1.212563
0.420049,0.756576,0.000832,0.014176,0.000608,0.001600,0.000896,0.000384,1.201938
0.415506,0.768032,0.000928,0.014464,0.000832,0.001568,0.000865,0.000576,1.210739
0.421074,0.764032,0.000800,0.014464,0.000352,0.001632,0.001184,0.000417,1.210291
0.417298,0.769248,0.000832,0.015329,0.000384,0.001536,0.001024,0.000576,1.214675
0.420561,0.794081,0.000864,0.014368,0.000832,0.001472,0.001056,0.000352,1.241972
0.420754,0.788385,0.000832,0.014816,0.000352,0.001441,0.000992,0.000608,1.236596
0.416529,0.750111,0.000928,0.014273,0.000352,0.001472,0.000992,0.000608,1.193233
0.420466,0.798849,0.001216,0.015681,0.000576,0.001600,0.001088,0.000352,1.248084
0.421137,0.756704,0.000768,0.014432,0.000608,0.001504,0.000992,0.000608,1.203986
0.420113,0.769152,0.000833,0.014720,0.000384,0.001536,0.000928,0.000352,1.215794
0.439506,0.775360,0.001024,0.015009,0.000640,0.001536,0.001056,0.000384,1.242675
0.421009,0.788929,0.000768,0.014337,0.000416,0.001536,0.001056,0.000384,1.237107
0.420370,0.766240,0.000768,0.014689,0.000640,0.001632,0.001120,0.000384,1.212883
0.422162,0.773088,0.001120,0.015105,0.000608,0.001568,0.000992,0.000352,1.223795
0.420657,0.753887,0.001184,0.014657,0.000608,0.001504,0.001024,0.000416,1.201618
0.421170,0.775200,0.000832,0.015041,0.000640,0.001440,0.001280,0.000352,1.222995
0.420817,0.791265,0.001088,0.014305,0.000640,0.001504,0.001056,0.000576,1.238227
0.415409,0.746463,0.000960,0.014561,0.000672,0.001504,0.000928,0.000352,1.187345
0.436850,0.744190,0.000800,0.014496,0.000640,0.001600,0.001664,0.000384,1.207954
0.421169,0.736287,0.000800,0.014561,0.000384,0.001568,0.000928,0.000384,1.184465
0.416209,0.751776,0.000768,0.014272,0.000640,0.001760,0.000961,0.000608,1.193458
0.450738,0.740991,0.000928,0.015265,0.000640,0.001696,0.001024,0.000576,1.218546
0.420337,0.750303,0.000800,0.014209,0.000384,0.001536,0.001088,0.000416,1.195761
0.417873,0.803202,0.000832,0.014753,0.000384,0.001408,0.001024,0.000384,1.247316
0.415825,0.734398,0.000896,0.014880,0.000384,0.001472,0.001216,0.000384,1.177200
0.416625,0.760191,0.000960,0.015105,0.000352,0.001504,0.000992,0.000576,1.203346
0.420753,0.778464,0.000832,0.014880,0.000608,0.001856,0.001152,0.000384,1.226835
0.421937,0.744863,0.000832,0.015297,0.000320,0.001472,0.000992,0.000352,1.193169
0.420049,0.734367,0.000864,0.014528,0.000608,0.001665,0.001120,0.000608,1.180657
0.421265,0.770496,0.001024,0.014433,0.000384,0.001504,0.001088,0.000384,1.217074
0.416530,0.745599,0.000736,0.014176,0.000608,0.001472,0.001056,0.000352,1.186866
0.420690,0.739519,0.000736,0.014528,0.000384,0.001504,0.001057,0.000544,1.185746
0.441266,0.742463,0.001056,0.014113,0.000352,0.001440,0.001088,0.000320,1.208626
0.422802,0.761407,0.000800,0.014689,0.000384,0.001504,0.001184,0.000320,1.212018
0.420529,0.764256,0.000896,0.014593,0.000864,0.001440,0.001056,0.000576,1.211858
0.421041,0.743263,0.000896,0.014977,0.000608,0.001472,0.001024,0.000352,1.190321
0.420722,0.743999,0.000832,0.014528,0.000352,0.001408,0.001088,0.000448,1.189618
0.420882,0.774656,0.000832,0.014625,0.000352,0.001472,0.001184,0.000384,1.221619
0.420369,0.749728,0.000864,0.014560,0.000608,0.001440,0.001024,0.000385,1.195698
0.415857,0.774401,0.000832,0.015616,0.000320,0.001472,0.001216,0.000384,1.216147
0.416209,0.766719,0.000768,0.014241,0.000576,0.001568,0.001152,0.000384,1.207954
0.420785,0.755776,0.000768,0.014368,0.000352,0.001440,0.000992,0.000384,1.202386
0.421938,0.735934,0.000928,0.015424,0.000608,0.001536,0.000928,0.000608,1.184401
0.433650,0.769280,0.000896,0.015201,0.000608,0.001632,0.001216,0.000352,1.231987
0.420562,0.762303,0.000992,0.014752,0.000320,0.001568,0.001152,0.000384,1.209042
0.421938,0.758079,0.000768,0.014337,0.000384,0.001472,0.001056,0.000608,1.205554
0.421329,0.749247,0.000832,0.014720,0.000640,0.001568,0.000928,0.000576,1.196721
0.416721,0.753984,0.000832,0.014240,0.000641,0.001536,0.001120,0.000384,1.196114
0.421906,0.778688,0.000832,0.014657,0.000352,0.001536,0.001376,0.000384,1.227731
0.421137,0.769504,0.001024,0.015137,0.000608,0.001504,0.001376,0.000384,1.217970
0.416785,0.781889,0.001088,0.014177,0.000576,0.001504,0.000928,0.000384,1.224531
0.420178,0.771040,0.000928,0.014913,0.000352,0.001536,0.000992,0.000608,1.217427
0.420306,0.745471,0.000896,0.014401,0.000608,0.001472,0.000960,0.000384,1.190898
0.418929,0.800225,0.000896,0.015008,0.000384,0.001600,0.000832,0.000384,1.246899
0.439442,0.794433,0.000896,0.014465,0.000608,0.001536,0.001184,0.000576,1.260628
0.420786,0.763680,0.001248,0.014688,0.000608,0.001569,0.000928,0.000384,1.211187
0.422769,0.791649,0.001120,0.014497,0.000320,0.001472,0.001248,0.000384,1.240467
0.416625,0.779105,0.000896,0.014753,0.000384,0.001472,0.001024,0.000384,1.221907
0.420817,0.756128,0.000672,0.014400,0.000384,0.001505,0.001056,0.000352,1.202930
0.420882,0.764575,0.000928,0.015105,0.000352,0.001504,0.001024,0.000384,1.210482
0.420593,0.756960,0.000896,0.014432,0.000384,0.001569,0.001088,0.000352,1.203058
0.415825,0.786049,0.000800,0.014304,0.000352,0.001505,0.001056,0.000352,1.226899
0.421138,0.794465,0.001216,0.015553,0.000608,0.001952,0.001408,0.000416,1.244276
0.421778,0.770336,0.000928,0.015521,0.000352,0.001920,0.001184,0.000416,1.220371
0.422290,0.761311,0.000800,0.014977,0.000384,0.001664,0.001408,0.000352,1.209714
0.438194,0.761120,0.001120,0.015297,0.000576,0.001504,0.001120,0.000416,1.225843
0.420178,0.806785,0.000704,0.015297,0.000352,0.001632,0.001312,0.000384,1.253524
0.417969,0.750335,0.000768,0.015072,0.000416,0.001792,0.001248,0.000608,1.195473
0.415826,0.753375,0.000928,0.014881,0.000608,0.001632,0.001248,0.000384,1.195154
0.421842,0.742751,0.000768,0.014689,0.000320,0.001536,0.001152,0.000576,1.190642
0.423122,0.790145,0.000736,0.015168,0.000640,0.001792,0.001184,0.000417,1.239732
0.416241,0.743903,0.000640,0.014528,0.000320,0.001440,0.001120,0.000608,1.185521
0.421074,0.783936,0.000800,0.014657,0.000608,0.001568,0.001248,0.000352,1.232883
0.420946,0.781024,0.000736,0.014721,0.000352,0.001760,0.001248,0.000352,1.228723
0.417137,0.740735,0.000768,0.015457,0.000640,0.001504,0.001088,0.000384,1.184433
0.420530,0.752511,0.000832,0.014177,0.000864,0.001568,0.001024,0.000352,1.198578
0.434770,0.762304,0.001120,0.015041,0.000608,0.001504,0.000960,0.000640,1.223571
0.422002,0.747359,0.000832,0.015040,0.000385,0.001568,0.001088,0.000352,1.195762
0.420625,0.751167,0.000768,0.014752,0.000576,0.002305,0.000992,0.000384,1.198290
0.421457,0.774656,0.000736,0.014560,0.000352,0.001472,0.001152,0.000576,1.221426
0.421010,0.756639,0.000864,0.014401,0.000352,0.001536,0.001376,0.000576,1.203698
0.420785,0.792033,0.000896,0.014689,0.000352,0.001728,0.001024,0.000352,1.239571
0.420657,0.755072,0.000928,0.014528,0.000352,0.001728,0.001089,0.000576,1.203474
0.417137,0.765888,0.000928,0.014785,0.000608,0.002112,0.001184,0.000416,1.210994
0.421137,0.803074,0.001024,0.015008,0.000641,0.001600,0.000992,0.000384,1.250868
0.421297,0.743103,0.000896,0.014561,0.000832,0.001984,0.000992,0.000256,1.191121
0.422290,0.740574,0.000896,0.014880,0.000352,0.001856,0.001024,0.000416,1.189073
0.437907,0.784224,0.000960,0.014945,0.000384,0.001568,0.001184,0.000416,1.248212
0.416337,0.770304,0.000896,0.014368,0.000608,0.001728,0.001056,0.000608,1.212498
0.415857,0.751392,0.000832,0.014336,0.000608,0.001888,0.001184,0.000384,1.193266
0.416434,0.751775,0.001056,0.014817,0.000352,0.002016,0.001216,0.000352,1.194770
0.420657,0.740831,0.000832,0.014593,0.000640,0.001664,0.001056,0.000384,1.187505
0.421074,0.807009,0.001280,0.014976,0.000832,0.001632,0.001056,0.000576,1.256980
0.420849,0.755744,0.000864,0.014561,0.000608,0.001760,0.000992,0.000576,1.203698
0.417617,0.739422,0.000928,0.014593,0.000320,0.001440,0.001088,0.000416,1.181873
0.421105,0.783713,0.000768,0.014913,0.000320,0.001568,0.001024,0.000352,1.230547
0.416369,0.752511,0.000864,0.014945,0.000608,0.001696,0.001088,0.000384,1.195698
0.417137,0.760992,0.000768,0.014497,0.000640,0.001504,0.001120,0.000416,1.204082
0.438642,0.762912,0.000736,0.014528,0.000448,0.001473,0.000896,0.000384,1.227027
0.416210,0.746015,0.000800,0.014048,0.000448,0.002176,0.001088,0.000609,1.188210
0.420178,0.787808,0.000960,0.014464,0.000352,0.001504,0.000960,0.000320,1.232627
0.421490,0.744927,0.000864,0.014753,0.000416,0.001472,0.000960,0.000288,1.192018
0.420081,0.761440,0.000768,0.014465,0.000384,0.001536,0.001152,0.000352,1.208274
0.422418,0.788288,0.000864,0.014689,0.000608,0.001568,0.000992,0.000352,1.237779
0.422002,0.749919,0.000928,0.015073,0.000608,0.001600,0.001248,0.000576,1.198002
0.419825,0.751743,0.001024,0.015520,0.000352,0.001632,0.001024,0.000384,1.198834
0.420082,0.771808,0.000864,0.015200,0.000833,0.001632,0.001056,0.000608,1.219315
0.420178,0.749759,0.000800,0.014977,0.000416,0.001568,0.001088,0.000608,1.196242
0.420721,0.770432,0.001152,0.015520,0.000352,0.001504,0.001024,0.000609,1.217459
0.454835,0.755775,0.000768,0.014433,0.000352,0.001536,0.000864,0.000576,1.235475
0.420882,0.735935,0.000736,0.015264,0.000608,0.001472,0.001056,0.000384,1.183762
0.415953,0.757696,0.000864,0.014464,0.000704,0.001408,0.001121,0.000352,1.199634
0.438418,0.749696,0.000992,0.015168,0.000576,0.001536,0.001025,0.000352,1.216979
0.422354,0.757695,0.000768,0.014625,0.000640,0.001536,0.001120,0.000352,1.206738
0.420689,0.793345,0.000864,0.015105,0.000416,0.001472,0.001280,0.000608,1.240659
0.420338,0.791297,0.000992,0.015617,0.000864,0.001504,0.001120,0.000576,1.238292
0.420753,0.747455,0.000672,0.014752,0.000608,0.001600,0.001152,0.000641,1.194066
0.421137,0.778849,0.000736,0.014528,0.000352,0.001504,0.000864,0.000608,1.225139
0.415762,0.746463,0.000800,0.015072,0.000640,0.001793,0.001056,0.000576,1.188882
0.420562,0.773824,0.000928,0.015105,0.000608,0.001504,0.001024,0.000352,1.220659
0.444659,0.761120,0.000992,0.015136,0.000640,0.001537,0.001088,0.000608,1.234292
0.420369,0.766176,0.000896,0.014273,0.000352,0.001504,0.001056,0.000608,1.212018
0.421745,0.795649,0.000736,0.014784,0.000608,0.001600,0.001056,0.000608,1.245268
0.421970,0.773184,0.001152,0.014529,0.000832,0.001728,0.001088,0.000672,1.222611
0.422098,0.744607,0.000800,0.014496,0.000352,0.001504,0.001089,0.000416,1.192594
0.419953,0.785921,0.000768,0.014784,0.000352,0.001569,0.001088,0.000352,1.232115
0.420113,0.760736,0.000896,0.014337,0.000352,0.001824,0.001024,0.000576,1.206898
0.421650,0.759807,0.000896,0.014369,0.000352,0.001504,0.001024,0.000384,1.206514
0.416753,0.767136,0.000864,0.014496,0.000384,0.001537,0.001056,0.000384,1.209011
0.420210,0.763199,0.000832,0.014720,0.000576,0.001568,0.000928,0.000352,1.209234
0.420817,0.753951,0.000864,0.014305,0.000384,0.001728,0.000992,0.000384,1.199890
0.415569,0.776224,0.000768,0.014433,0.000640,0.001632,0.001024,0.000608,1.217266
0.421298,0.763520,0.000992,0.014688,0.000384,0.001664,0.001441,0.000448,1.213395
0.416849,0.765792,0.000928,0.014369,0.000608,0.001664,0.000864,0.000576,1.208850
0.437555,0.762175,0.001120,0.015457,0.000608,0.001568,0.000960,0.000384,1.226931
0.421490,0.761024,0.000896,0.014432,0.000448,0.001632,0.000960,0.000576,1.208146
0.420369,0.808194,0.000768,0.014273,0.000352,0.001568,0.000992,0.000384,1.252628
0.417105,0.782433,0.001088,0.014752,0.000320,0.001408,0.000960,0.000384,1.225011
0.420242,0.793793,0.000800,0.014688,0.000352,0.001633,0.000960,0.000352,1.239508
0.421394,0.781312,0.000800,0.014561,0.000352,0.001568,0.000896,0.000352,1.227635
0.419954,0.758591,0.000896,0.014369,0.000352,0.001440,0.001024,0.000352,1.203282
0.420305,0.782592,0.000768,0.014657,0.000608,0.001440,0.000928,0.000608,1.228083
0.438354,0.780417,0.000928,0.014912,0.000608,0.001792,0.001088,0.000416,1.246388
0.421425,0.750271,0.000704,0.015104,0.000576,0.001600,0.001120,0.000384,1.198097
0.420081,0.740159,0.000768,0.015329,0.000384,0.001760,0.000896,0.000576,1.187121
0.432273,0.758271,0.000864,0.014241,0.000640,0.001600,0.000992,0.000320,1.215954
0.420945,0.780833,0.000992,0.014400,0.000832,0.001600,0.001056,0.000384,1.228659
0.420401,0.787425,0.001280,0.014881,0.000608,0.001568,0.000864,0.000384,1.235123
0.421330,0.748383,0.000768,0.014465,0.000320,0.001536,0.000928,0.000384,1.194994
0.421554,0.780192,0.001120,0.014785,0.000352,0.001632,0.001088,0.000416,1.227731
0.421553,0.784033,0.000832,0.015232,0.000608,0.001537,0.000992,0.000352,1.231795
0.420850,0.760959,0.001056,0.014689,0.000320,0.001472,0.001120,0.000608,1.209074
0.421010,0.759487,0.001216,0.014625,0.000576,0.001504,0.001504,0.000576,1.208626
0.435890,0.774849,0.000864,0.014880,0.000384,0.001472,0.001216,0.000353,1.237428
0.420017,0.751743,0.000736,0.014368,0.000384,0.001504,0.001152,0.000384,1.197266
0.420498,0.750367,0.000704,0.014337,0.000384,0.001568,0.001120,0.000608,1.196978
0.428242,0.749823,0.000832,0.014561,0.000608,0.001472,0.001088,0.000608,1.203890
0.420625,0.749184,0.000704,0.014208,0.000640,0.001536,0.000992,0.000576,1.195218
0.419953,0.771360,0.000896,0.014913,0.000608,0.001504,0.001120,0.000576,1.217043
0.419761,0.757023,0.000736,0.014273,0.000288,0.001440,0.000960,0.000352,1.202034
0.421713,0.751519,0.001057,0.014400,0.000640,0.001472,0.001088,0.000576,1.199697
0.421201,0.770976,0.000864,0.014657,0.000384,0.001408,0.000960,0.000352,1.218738
0.420401,0.768704,0.000992,0.014337,0.000352,0.001504,0.001120,0.000576,1.215571
0.415794,0.801601,0.000832,0.014529,0.000352,0.001408,0.000992,0.000608,1.242964
0.449778,0.754335,0.000736,0.014561,0.000320,0.001472,0.001248,0.000576,1.229747
0.420305,0.786849,0.000736,0.014625,0.000352,0.001568,0.001056,0.000352,1.232563
0.420497,0.760864,0.000672,0.014369,0.000352,0.001568,0.000992,0.000256,1.206322
0.430482,0.767007,0.000736,0.014400,0.000352,0.001504,0.000960,0.000384,1.222674
0.415346,0.757439,0.000768,0.014497,0.000384,0.001504,0.000928,0.000384,1.198002
0.415953,0.811009,0.000928,0.014401,0.000384,0.001536,0.001056,0.000608,1.252724
0.420401,0.785729,0.000864,0.014561,0.000384,0.001664,0.001056,0.000352,1.232147
0.416561,0.764704,0.000864,0.014209,0.000640,0.001504,0.001120,0.000384,1.208050
0.420145,0.835203,0.000928,0.014913,0.000608,0.001536,0.000960,0.000352,1.282165
0.421969,0.758912,0.000832,0.014209,0.000576,0.001504,0.001056,0.000416,1.206418
0.421297,0.760991,0.000864,0.014337,0.000832,0.001600,0.001056,0.000576,1.208402
0.436850,0.781984,0.000800,0.014369,0.000352,0.001472,0.000896,0.000384,1.243667
0.420113,0.758943,0.000736,0.014241,0.000384,0.001440,0.001152,0.000384,1.203538
0.420145,0.759584,0.000768,0.014657,0.000416,0.001408,0.000896,0.000608,1.205170
0.420274,0.743742,0.000832,0.014016,0.000320,0.001408,0.000864,0.000640,1.188593
0.420273,0.765952,0.000800,0.014241,0.000608,0.001472,0.000896,0.000352,1.210898
0.414929,0.758624,0.000768,0.014113,0.000640,0.001664,0.001280,0.000352,1.198706
0.419857,0.745375,0.000832,0.014241,0.000544,0.001600,0.001184,0.000608,1.191953
0.419921,0.758112,0.000768,0.014880,0.000352,0.001536,0.001088,0.000352,1.204914
0.420017,0.774240,0.000800,0.014209,0.000864,0.001632,0.001088,0.000544,1.219858
0.420977,0.762367,0.000768,0.014753,0.000352,0.001568,0.001088,0.000640,1.209746
0.420177,0.761663,0.000736,0.014369,0.000352,0.001408,0.000992,0.000384,1.206450
0.442706,0.748416,0.000736,0.014048,0.000832,0.001568,0.000960,0.000576,1.216338
0.420882,0.760255,0.000800,0.014113,0.000352,0.001568,0.001088,0.000640,1.206354
0.420433,0.757375,0.000768,0.014017,0.000608,0.001504,0.000960,0.000384,1.203058
0.436786,0.758623,0.000800,0.014209,0.000640,0.001504,0.001024,0.000448,1.220627
0.420114,0.778272,0.000768,0.014177,0.000352,0.001504,0.000992,0.000384,1.223347
0.415794,0.770112,0.000992,0.014592,0.000384,0.001536,0.001024,0.000352,1.213043
0.420625,0.789729,0.000704,0.014721,0.000640,0.001504,0.000992,0.000384,1.236851
0.420113,0.753215,0.000864,0.014785,0.000608,0.001536,0.000896,0.000576,1.199121
0.420177,0.766080,0.000896,0.014369,0.000416,0.001440,0.000928,0.000608,1.211538
0.415473,0.760288,0.000768,0.014272,0.000608,0.001472,0.000929,0.000352,1.200338
0.420338,0.747007,0.000864,0.016064,0.000608,0.001537,0.001088,0.000608,1.194866
0.435122,0.774112,0.000800,0.014464,0.000320,0.001440,0.001088,0.000385,1.235188
0.414929,0.741983,0.000768,0.014369,0.000576,0.001504,0.001120,0.000544,1.182705
0.420914,0.750623,0.000768,0.014240,0.000353,0.001504,0.001024,0.000640,1.196658
0.430802,0.783457,0.000768,0.014753,0.000640,0.001504,0.001152,0.000576,1.241332
0.415857,0.770464,0.000832,0.014273,0.000576,0.001536,0.000928,0.000416,1.213618
0.416081,0.768064,0.000928,0.014337,0.000320,0.001472,0.001504,0.000384,1.209810
0.420082,0.754751,0.000832,0.016001,0.000608,0.001536,0.000928,0.000352,1.201714
0.420465,0.756799,0.000832,0.014209,0.000352,0.001536,0.000928,0.000608,1.202258
0.415729,0.769568,0.000736,0.014337,0.000384,0.001504,0.000992,0.000384,1.209874
0.422002,0.748927,0.000832,0.014273,0.000352,0.001504,0.000864,0.000352,1.196082
0.420113,0.741471,0.000864,0.014209,0.000608,0.001600,0.000992,0.000576,1.186897
0.421522,0.784448,0.000864,0.016865,0.000352,0.001472,0.000896,0.000288,1.235379
0.415121,0.755968,0.000640,0.014176,0.000416,0.001472,0.000896,0.000352,1.195058
0.422289,0.758880,0.000896,0.014241,0.000448,0.001504,0.000992,0.000352,1.206322
0.435730,0.754815,0.000896,0.014785,0.000384,0.001536,0.000928,0.000384,1.218355
0.416977,0.768960,0.000864,0.014688,0.000864,0.002080,0.001120,0.000384,1.212787
0.415889,0.743294,0.000896,0.014625,0.000608,0.001536,0.001024,0.000384,1.184753
0.420177,0.762656,0.000832,0.014529,0.000640,0.001920,0.001248,0.000384,1.210386
0.421297,0.786273,0.000800,0.014816,0.000384,0.001473,0.001120,0.000352,1.232979
0.421489,0.781409,0.000832,0.014688,0.000385,0.001600,0.000992,0.000384,1.228403
0.416625,0.750911,0.000832,0.014560,0.000352,0.002144,0.001088,0.000416,1.193329
0.420689,0.754335,0.000960,0.014496,0.000352,0.001568,0.001312,0.000384,1.200593
0.420849,0.790273,0.001152,0.016193,0.000352,0.001504,0.000864,0.000608,1.238803
0.419762,0.763007,0.000832,0.014624,0.000384,0.001504,0.001024,0.000416,1.208434
0.416242,0.795009,0.001600,0.016737,0.000640,0.001984,0.001536,0.000608,1.244532
0.437490,0.772736,0.001152,0.014913,0.000416,0.001536,0.000928,0.000352,1.237395
0.421042,0.751455,0.001056,0.014433,0.000608,0.001696,0.001120,0.000384,1.199378
0.416433,0.764416,0.000992,0.031201,0.000704,0.001600,0.001120,0.000416,1.224914
0.420593,0.766432,0.001504,0.016449,0.000416,0.001536,0.000960,0.000384,1.215954
0.421009,0.793921,0.000864,0.016801,0.000832,0.001408,0.000960,0.000640,1.244243
0.420017,0.812482,0.001184,0.016993,0.000352,0.001536,0.000896,0.000384,1.261236
0.420306,0.786464,0.000800,0.014849,0.000832,0.001920,0.001120,0.000384,1.233907
0.420402,0.762335,0.000896,0.014497,0.000352,0.001504,0.001120,0.000352,1.209042
0.434610,0.760704,0.000800,0.014561,0.000608,0.001472,0.000960,0.000384,1.223027
0.420465,0.768736,0.001184,0.014337,0.000864,0.001632,0.001024,0.000384,1.216498
0.416242,0.795105,0.000832,0.014912,0.000864,0.001569,0.001152,0.000384,1.238676
0.420210,0.763167,0.000864,0.016448,0.000352,0.001472,0.000864,0.000896,1.211731
0.420657,0.763456,0.000736,0.016097,0.000576,0.001536,0.001024,0.000384,1.212338
0.416209,0.783904,0.000640,0.014464,0.000384,0.001504,0.000960,0.000608,1.225138
0.420337,0.769824,0.000768,0.014689,0.000832,0.002016,0.001152,0.000384,1.217778
0.416433,0.760608,0.000768,0.014689,0.000832,0.002048,0.001024,0.000608,1.204338
0.420625,0.837795,0.000832,0.014465,0.000384,0.001568,0.000960,0.000608,1.285557
0.416530,0.755135,0.001120,0.016001,0.000608,0.001568,0.000992,0.000320,1.199922
0.420593,0.765600,0.000832,0.014881,0.000608,0.001568,0.001056,0.000576,1.214098
0.442162,0.774593,0.000864,0.016384,0.000544,0.001568,0.001248,0.000608,1.246548
0.420850,0.772896,0.000864,0.014497,0.000608,0.001536,0.001056,0.000576,1.220755
0.420274,0.794721,0.000928,0.014688,0.000352,0.001536,0.001025,0.000640,1.241844
0.420465,0.763327,0.000832,0.016193,0.000576,0.001536,0.001216,0.000384,1.212978
0.419537,0.747327,0.000832,0.014657,0.000384,0.002464,0.001088,0.000640,1.195601
0.420881,0.787329,0.000992,0.016161,0.000864,0.001568,0.000896,0.000352,1.236595
0.420753,0.767711,0.000897,0.014656,0.000384,0.001600,0.001184,0.000384,1.214738
0.420785,0.798465,0.000928,0.014433,0.000384,0.001568,0.001056,0.000576,1.245779
0.415921,0.797601,0.001152,0.015328,0.000608,0.001472,0.000928,0.000416,1.241587
0.420434,0.801089,0.000896,0.014945,0.000576,0.002144,0.001184,0.000608,1.250260
0.421970,0.756927,0.000768,0.014497,0.000832,0.001632,0.001024,0.000384,1.205234
0.420625,0.764735,0.000928,0.016097,0.000384,0.001536,0.001056,0.000352,1.213330
0.420434,0.762016,0.000960,0.014528,0.000640,0.002080,0.001089,0.000384,1.209587
0.415665,0.811490,0.000928,0.014753,0.000352,0.001504,0.000992,0.000384,1.253524
0.420625,0.758176,0.000992,0.016256,0.000833,0.001536,0.000960,0.000416,1.207538
0.421105,0.759168,0.000928,0.014432,0.000352,0.001920,0.001089,0.000384,1.207026
0.415922,0.800481,0.000896,0.016065,0.000416,0.001472,0.000960,0.000352,1.244724
0.420625,0.751295,0.000896,0.014401,0.000576,0.001888,0.001120,0.000608,1.198386
0.420977,0.759616,0.000896,0.014368,0.000385,0.001504,0.000992,0.000384,1.205650
0.434130,0.795904,0.001152,0.014528,0.000608,0.001504,0.000928,0.000608,1.258292
