Layer[0],TEE[1-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.418417,0.703325,0.048834,0.000864,0.014017,0.000384,0.001568,0.001280,0.000384,1.196914
0.416722,0.694365,0.048002,0.000864,0.014273,0.000416,0.001600,0.001248,0.000384,1.185618
0.430290,0.738175,0.049570,0.000800,0.014721,0.000352,0.001536,0.001248,0.000352,1.244884
0.418257,0.699294,0.048066,0.000832,0.013921,0.000352,0.001472,0.000928,0.000416,1.191346
0.416369,0.728511,0.063811,0.000896,0.013920,0.000320,0.001441,0.001024,0.000384,1.235220
0.417233,0.696477,0.050082,0.000832,0.014337,0.000352,0.001472,0.000992,0.000352,1.189682
0.417650,0.707838,0.048546,0.000832,0.013569,0.000416,0.001536,0.001120,0.000352,1.201203
0.417714,0.747615,0.049186,0.000832,0.014753,0.000384,0.001568,0.001152,0.000384,1.241268
0.416945,0.708318,0.048962,0.000864,0.014944,0.000352,0.001632,0.001920,0.000320,1.203506
0.415857,0.710237,0.048450,0.000832,0.014400,0.000384,0.001472,0.001120,0.000352,1.201779
0.435763,0.708574,0.048930,0.000864,0.014752,0.000384,0.001600,0.001152,0.000320,1.220372
0.417170,0.715518,0.049058,0.000832,0.014561,0.000352,0.001632,0.001312,0.000320,1.209139
0.415858,0.710078,0.048802,0.000864,0.014849,0.000416,0.001536,0.001312,0.000384,1.201779
0.431155,0.696829,0.049378,0.000864,0.015201,0.000352,0.001568,0.001088,0.000320,1.204371
0.416466,0.704126,0.049090,0.000832,0.014688,0.000544,0.001537,0.001120,0.000320,1.196659
0.415922,0.718814,0.048578,0.000864,0.014624,0.000672,0.001504,0.001056,0.000352,1.210931
0.417650,0.722399,0.049218,0.000896,0.015200,0.000352,0.001760,0.001248,0.000320,1.219924
0.417233,0.704925,0.048290,0.000864,0.014689,0.000416,0.001792,0.001568,0.000352,1.200114
0.416817,0.752960,0.048706,0.000800,0.014433,0.000352,0.001664,0.001440,0.000384,1.246421
0.418097,0.705950,0.049282,0.000864,0.014273,0.000352,0.001760,0.001184,0.000384,1.200306
0.416913,0.704734,0.048546,0.000864,0.014177,0.000320,0.001536,0.001024,0.000352,1.196466
0.432338,0.710686,0.049122,0.000832,0.014049,0.000352,0.001408,0.001024,0.000352,1.218643
0.418130,0.729759,0.049794,0.000832,0.013793,0.000384,0.001408,0.001056,0.000384,1.224340
0.416050,0.704094,0.047906,0.000800,0.013952,0.000352,0.001473,0.001024,0.000416,1.193779
0.418034,0.740831,0.048162,0.000864,0.013761,0.000352,0.001472,0.000992,0.000288,1.232692
0.416914,0.712766,0.048610,0.000832,0.013793,0.000384,0.001536,0.001024,0.000320,1.204531
0.418001,0.720766,0.049058,0.000864,0.013633,0.000352,0.001632,0.001184,0.000384,1.215411
0.416946,0.707550,0.048738,0.000800,0.014529,0.000320,0.001472,0.001344,0.000352,1.200915
0.416881,0.689821,0.049378,0.000961,0.014560,0.000416,0.001600,0.001216,0.000352,1.183729
0.417329,0.708734,0.048226,0.000832,0.013601,0.000352,0.001440,0.001152,0.000384,1.199538
0.416114,0.705438,0.048578,0.000864,0.013569,0.000384,0.001536,0.001088,0.000384,1.195859
0.416370,0.726303,0.048130,0.000768,0.014240,0.000352,0.001536,0.001025,0.000352,1.217172
0.437874,0.731807,0.047714,0.000864,0.013761,0.000352,0.001440,0.000928,0.000320,1.244020
0.416978,0.704062,0.047522,0.000800,0.013920,0.000352,0.001600,0.000961,0.000352,1.194739
0.416530,0.693437,0.047394,0.000768,0.014049,0.000384,0.001632,0.000992,0.000352,1.183442
0.418257,0.705726,0.047938,0.000832,0.014017,0.000352,0.001568,0.000864,0.000384,1.198834
0.418450,0.694557,0.048098,0.000832,0.014369,0.000384,0.001664,0.000992,0.000352,1.189170
0.421234,0.742591,0.049506,0.001376,0.014209,0.000384,0.001568,0.001888,0.000384,1.244500
0.416306,0.721310,0.049187,0.000992,0.013728,0.000352,0.001472,0.000928,0.000320,1.213203
0.418993,0.691357,0.048738,0.000864,0.014656,0.000384,0.001504,0.000960,0.000320,1.186226
0.417777,0.733119,0.048482,0.000832,0.014369,0.000384,0.001504,0.000992,0.000320,1.226580
0.416466,0.728287,0.049090,0.000608,0.013952,0.000417,0.001504,0.000896,0.000352,1.219412
0.417074,0.734335,0.048386,0.000832,0.013697,0.000384,0.001440,0.000864,0.000320,1.225748
0.427954,0.723935,0.049346,0.000640,0.013568,0.000352,0.001409,0.001024,0.000352,1.226932
0.415410,0.681821,0.048834,0.000608,0.013441,0.000416,0.001472,0.001024,0.000352,1.170514
0.415762,0.697885,0.048802,0.000864,0.013761,0.000352,0.001472,0.000864,0.000320,1.188210
0.429298,0.681725,0.048642,0.000800,0.013473,0.000384,0.001536,0.000992,0.000352,1.185650
0.415602,0.702270,0.048322,0.000832,0.013664,0.000384,0.001472,0.001217,0.000352,1.192275
0.415121,0.715998,0.065058,0.000832,0.013505,0.000608,0.001472,0.000896,0.000352,1.221939
0.416337,0.699422,0.049218,0.000832,0.013728,0.000417,0.001440,0.000896,0.000288,1.190802
0.415378,0.703518,0.048290,0.000672,0.013376,0.000384,0.001440,0.000928,0.000384,1.193266
0.415410,0.740959,0.048386,0.000800,0.013441,0.000352,0.001440,0.000896,0.000352,1.230964
0.415186,0.680253,0.048930,0.000800,0.013440,0.000416,0.001409,0.000960,0.000352,1.169042
0.415826,0.711518,0.047938,0.000800,0.013344,0.000320,0.001440,0.000833,0.000320,1.200467
0.415985,0.705598,0.048386,0.000512,0.013377,0.000384,0.001472,0.000896,0.000352,1.195058
0.415570,0.704829,0.047810,0.000576,0.013376,0.000352,0.001344,0.000896,0.000384,1.192210
0.415986,0.693533,0.047970,0.000640,0.013441,0.000384,0.001472,0.000992,0.000352,1.182994
0.434355,0.673468,0.048290,0.000864,0.013696,0.000352,0.001536,0.001088,0.000320,1.183186
0.416914,0.703422,0.048418,0.000800,0.013377,0.000448,0.001440,0.000992,0.000320,1.194803
0.415889,0.688349,0.048642,0.000832,0.013344,0.000448,0.001408,0.000928,0.000320,1.177841
0.427506,0.699838,0.049218,0.000736,0.013537,0.000384,0.001440,0.001056,0.000320,1.202483
0.415794,0.733439,0.048770,0.000640,0.013312,0.000384,0.001376,0.000864,0.000353,1.222324
0.415186,0.712286,0.048546,0.000832,0.013473,0.000384,0.001472,0.001024,0.000384,1.201907
0.415089,0.705246,0.049346,0.000896,0.013569,0.000416,0.001376,0.000864,0.000352,1.194930
0.414993,0.731423,0.050146,0.000832,0.013409,0.000352,0.001408,0.000896,0.000320,1.221331
0.415634,0.765824,0.048546,0.000769,0.013344,0.000352,0.001408,0.000928,0.000288,1.254581
0.415761,0.696478,0.048546,0.000832,0.013345,0.000352,0.001440,0.000960,0.000352,1.186738
0.417426,0.689437,0.049762,0.001056,0.013697,0.000448,0.001568,0.001184,0.000384,1.184018
0.416594,0.700830,0.048770,0.000864,0.013984,0.000352,0.001473,0.000928,0.000448,1.192371
0.416113,0.685629,0.048162,0.000736,0.013505,0.000384,0.001440,0.000928,0.000384,1.175185
0.415665,0.696030,0.048610,0.000576,0.013440,0.000416,0.001504,0.000960,0.000352,1.185169
0.427122,0.730655,0.048162,0.000704,0.013376,0.000352,0.001408,0.000864,0.000320,1.231060
0.415601,0.711038,0.048354,0.000576,0.013473,0.000416,0.001472,0.000896,0.000320,1.199474
0.414994,0.695581,0.049122,0.000544,0.013345,0.000352,0.001440,0.000864,0.000352,1.184434
0.428658,0.692733,0.048226,0.000832,0.013313,0.000320,0.001312,0.000864,0.000384,1.194578
0.416465,0.704030,0.048354,0.000768,0.013505,0.000352,0.001440,0.000832,0.000384,1.194866
0.415346,0.690013,0.048994,0.000832,0.013344,0.000352,0.001408,0.000864,0.000352,1.179698
0.418226,0.674844,0.048994,0.000833,0.013440,0.000384,0.001440,0.001120,0.000416,1.168881
0.416498,0.712190,0.048610,0.000800,0.013408,0.000352,0.001440,0.000896,0.000256,1.202835
0.416113,0.724319,0.048706,0.000608,0.013408,0.000352,0.001408,0.000896,0.000352,1.215027
0.415634,0.687101,0.048354,0.000800,0.013409,0.000384,0.001408,0.000928,0.000384,1.175954
0.415665,0.702078,0.048098,0.000832,0.013472,0.000384,0.001408,0.000928,0.000320,1.191410
0.415889,0.746816,0.048258,0.000768,0.013440,0.000353,0.001472,0.001024,0.000384,1.236660
0.415537,0.706622,0.048258,0.000800,0.013345,0.000384,0.001472,0.000704,0.000320,1.195410
0.415281,0.701406,0.048802,0.000832,0.013409,0.000352,0.001408,0.000896,0.000352,1.190002
0.442195,0.692861,0.048898,0.000832,0.013377,0.000320,0.001408,0.001024,0.000384,1.210867
0.416306,0.710014,0.048802,0.000832,0.013345,0.000352,0.001440,0.000864,0.000256,1.199699
0.417841,0.693309,0.048802,0.000832,0.013729,0.000448,0.001504,0.001216,0.000384,1.187090
0.430066,0.715294,0.048707,0.000704,0.013632,0.000352,0.001504,0.000992,0.000352,1.219987
0.416497,0.711102,0.049122,0.000928,0.014016,0.000384,0.001472,0.000928,0.000352,1.202451
0.417778,0.692989,0.048482,0.000832,0.029185,0.000640,0.001696,0.001280,0.000352,1.201779
0.414865,0.694142,0.048962,0.000800,0.013664,0.000416,0.001440,0.000928,0.000352,1.183410
0.415569,0.697278,0.049474,0.000608,0.013377,0.000352,0.001440,0.000992,0.000384,1.187314
0.417105,0.716991,0.048642,0.000832,0.013952,0.000384,0.001409,0.000960,0.000352,1.208851
0.416338,0.690877,0.048834,0.000832,0.013760,0.000385,0.001376,0.000896,0.000352,1.180466
0.416978,0.742175,0.048610,0.001024,0.013569,0.000352,0.001408,0.000992,0.000352,1.234068
0.418449,0.727295,0.049058,0.000896,0.014113,0.000416,0.001440,0.001440,0.000352,1.222451
0.417522,0.692765,0.048994,0.000800,0.013792,0.000416,0.001440,0.000960,0.000352,1.185746
0.418834,0.704798,0.048738,0.000800,0.014145,0.000384,0.001600,0.000928,0.000352,1.198675
0.428658,0.708510,0.048770,0.000832,0.013792,0.000352,0.001472,0.000992,0.000864,1.211795
0.417234,0.729567,0.048866,0.000800,0.014016,0.000352,0.001536,0.000928,0.000352,1.221460
0.417586,0.729983,0.048450,0.000832,0.014049,0.000416,0.001760,0.000960,0.000320,1.222996
0.416434,0.675357,0.048450,0.000640,0.013824,0.000352,0.001536,0.001024,0.000289,1.166258
0.418385,0.686301,0.048514,0.000640,0.013889,0.000352,0.001440,0.000832,0.000416,1.178801
0.416114,0.689245,0.048450,0.001120,0.027297,0.000640,0.001440,0.000864,0.000384,1.193874
0.416593,0.698078,0.049346,0.000768,0.013729,0.000416,0.001472,0.000800,0.000416,1.191346
0.417105,0.708765,0.048643,0.000800,0.013952,0.000352,0.001536,0.001216,0.000416,1.201714
0.417425,0.712478,0.048610,0.000864,0.013825,0.000352,0.001472,0.001248,0.000384,1.204338
0.416946,0.684797,0.048674,0.000832,0.014240,0.000352,0.001505,0.000960,0.000384,1.177234
0.416210,0.701949,0.048738,0.000992,0.014208,0.000352,0.001408,0.000960,0.000384,1.193106
0.417681,0.715006,0.049922,0.000800,0.013888,0.000384,0.001504,0.000928,0.000353,1.208467
0.417586,0.702846,0.048546,0.000864,0.013792,0.000448,0.001441,0.000960,0.000416,1.195155
0.417650,0.703709,0.047906,0.000801,0.013696,0.000352,0.001568,0.000992,0.000384,1.195314
0.437299,0.713022,0.048930,0.000928,0.013633,0.000384,0.001568,0.000928,0.000384,1.225524
0.419570,0.705693,0.048098,0.000864,0.013760,0.000416,0.001376,0.001024,0.000384,1.199186
0.417745,0.710237,0.049218,0.000832,0.013728,0.000416,0.001568,0.001024,0.000384,1.202738
0.417106,0.737983,0.048866,0.001088,0.014145,0.000448,0.001696,0.001120,0.000352,1.230868
0.419505,0.709758,0.048386,0.000832,0.014145,0.000384,0.001632,0.000992,0.000352,1.203922
0.416850,0.720094,0.049058,0.001120,0.013921,0.000384,0.001440,0.000992,0.000320,1.212339
0.417874,0.710078,0.048546,0.000800,0.014241,0.000352,0.001472,0.001184,0.000384,1.203411
0.418514,0.704670,0.048034,0.000832,0.014048,0.000352,0.001441,0.001024,0.000384,1.197267
0.418322,0.724351,0.048802,0.000832,0.014080,0.000352,0.001696,0.001120,0.000384,1.218996
0.420338,0.727647,0.048546,0.000896,0.013568,0.000384,0.001664,0.000928,0.000352,1.222420
0.416273,0.699133,0.048258,0.000864,0.013377,0.000416,0.001408,0.000992,0.000352,1.188786
0.449491,0.738719,0.049026,0.000832,0.013856,0.000384,0.001472,0.001024,0.000352,1.263509
0.415953,0.731871,0.048802,0.000864,0.013953,0.000384,0.001472,0.001024,0.000384,1.223699
0.416721,0.686461,0.049026,0.000800,0.014145,0.000352,0.001664,0.001216,0.000416,1.179537
0.417554,0.710174,0.048706,0.000896,0.013696,0.000385,0.001536,0.001056,0.000352,1.202899
0.418194,0.710750,0.048322,0.000832,0.014369,0.000384,0.001728,0.000960,0.000576,1.204211
0.418257,0.752576,0.048450,0.000832,0.014145,0.000352,0.001504,0.000992,0.000352,1.246100
0.419313,0.703230,0.048450,0.000832,0.014817,0.000416,0.001504,0.001120,0.000352,1.197842
0.417617,0.704125,0.049890,0.000832,0.015041,0.000384,0.001504,0.001376,0.000256,1.199378
0.417073,0.729086,0.048482,0.000864,0.014273,0.000352,0.001568,0.001280,0.000384,1.221939
0.417874,0.701566,0.048610,0.000832,0.014496,0.000352,0.001504,0.001152,0.000384,1.195187
0.416945,0.700478,0.047938,0.000832,0.013537,0.000416,0.001504,0.001056,0.000352,1.191090
0.434258,0.708893,0.048259,0.000768,0.014112,0.000384,0.001472,0.000960,0.000384,1.218387
0.416465,0.673693,0.048738,0.000832,0.014336,0.000352,0.001537,0.001280,0.000384,1.166513
0.416978,0.698077,0.048546,0.000832,0.014176,0.000416,0.001504,0.001280,0.000352,1.190322
0.417937,0.728639,0.048578,0.000800,0.014177,0.000416,0.001536,0.001248,0.000352,1.221779
0.415441,0.700830,0.049282,0.000800,0.014401,0.000384,0.001504,0.001184,0.000320,1.191954
0.417009,0.716158,0.048290,0.000864,0.014112,0.000352,0.001504,0.001248,0.000320,1.207954
0.416241,0.695805,0.048674,0.000800,0.013760,0.000352,0.001536,0.000992,0.000352,1.186769
0.417458,0.700670,0.048578,0.000800,0.014144,0.000352,0.001568,0.001120,0.000321,1.193107
0.416658,0.747135,0.049186,0.000832,0.014401,0.000384,0.001664,0.001184,0.000384,1.240564
0.418225,0.705309,0.047714,0.000800,0.013921,0.000384,0.001632,0.001216,0.000352,1.197906
0.415858,0.700605,0.048323,0.001088,0.014272,0.000384,0.001536,0.001056,0.000352,1.192242
0.434803,0.742367,0.048642,0.000832,0.013697,0.000384,0.001568,0.001120,0.000384,1.252885
0.418833,0.692509,0.048898,0.000800,0.014208,0.000608,0.001504,0.000896,0.000384,1.186577
0.416914,0.701981,0.048514,0.000800,0.013953,0.000384,0.001632,0.000928,0.000384,1.192786
0.418002,0.704222,0.048034,0.000832,0.013888,0.000416,0.001536,0.000897,0.000320,1.195795
0.418034,0.703518,0.049090,0.000832,0.013761,0.000352,0.001568,0.001088,0.000352,1.196947
0.416881,0.712829,0.048034,0.000768,0.013696,0.000384,0.001472,0.000992,0.000352,1.203858
0.417425,0.704797,0.047842,0.001024,0.014145,0.000320,0.001440,0.000992,0.000352,1.196690
0.416593,0.703294,0.047938,0.000832,0.013729,0.000384,0.001504,0.000992,0.000352,1.193522
0.417202,0.725918,0.048418,0.001056,0.013920,0.000320,0.001568,0.001088,0.000384,1.219539
0.418610,0.704030,0.048066,0.000864,0.014240,0.000480,0.001600,0.001056,0.000352,1.197363
0.416401,0.714718,0.048930,0.000928,0.014208,0.000448,0.001824,0.001152,0.000384,1.209971
0.436562,0.709438,0.048674,0.000800,0.014113,0.000320,0.001536,0.001056,0.000384,1.221267
0.417362,0.702429,0.048898,0.000864,0.014145,0.000352,0.001632,0.001088,0.000384,1.194674
0.418098,0.702173,0.048226,0.000833,0.013984,0.000384,0.001472,0.001056,0.000384,1.194418
0.436818,0.707614,0.049122,0.001056,0.013889,0.000384,0.001504,0.001024,0.000320,1.221043
0.415921,0.704638,0.048386,0.000832,0.013825,0.000384,0.001472,0.001088,0.000384,1.194546
0.418482,0.743167,0.050243,0.001056,0.013952,0.000352,0.001536,0.000832,0.000384,1.237908
0.417745,0.702301,0.048610,0.000832,0.014145,0.000352,0.001696,0.001056,0.000352,1.194866
0.415217,0.703133,0.048706,0.000832,0.013505,0.000384,0.001440,0.000896,0.000384,1.193522
0.418802,0.719902,0.048226,0.000832,0.014144,0.000384,0.001440,0.000992,0.000416,1.213043
0.417490,0.707262,0.048738,0.000864,0.013761,0.000416,0.001664,0.001152,0.000352,1.200275
0.416977,0.703422,0.048226,0.000832,0.013889,0.000416,0.001440,0.001056,0.000320,1.194738
0.419250,0.723518,0.049442,0.000832,0.014208,0.000384,0.001376,0.001120,0.000352,1.217587
0.418225,0.697886,0.047778,0.000864,0.014400,0.000352,0.001472,0.001217,0.000320,1.190354
0.416594,0.703133,0.048482,0.000832,0.014080,0.000384,0.001536,0.001376,0.000384,1.195186
0.435026,0.728254,0.047842,0.000800,0.014241,0.000384,0.001472,0.001024,0.000384,1.237044
0.416145,0.701566,0.048226,0.000800,0.014177,0.000448,0.001440,0.000992,0.000384,1.191762
0.416082,0.700061,0.047522,0.001024,0.013601,0.000384,0.001472,0.001280,0.000320,1.189586
0.417713,0.703934,0.047938,0.000896,0.013697,0.000352,0.001504,0.001024,0.000352,1.196018
0.417138,0.723583,0.048482,0.000832,0.014592,0.000384,0.001504,0.001600,0.000352,1.216852
0.416945,0.719550,0.048611,0.000800,0.013760,0.000384,0.001536,0.000960,0.000352,1.210674
0.418770,0.689853,0.048514,0.000864,0.013857,0.000320,0.001568,0.001248,0.000416,1.183250
0.418449,0.705150,0.048258,0.000896,0.013729,0.000320,0.001408,0.000992,0.000640,1.197714
0.416210,0.726110,0.048226,0.000768,0.013857,0.000384,0.001568,0.000960,0.000352,1.216659
0.417842,0.698781,0.049154,0.000832,0.013633,0.000416,0.001568,0.001024,0.000544,1.190994
0.417266,0.703709,0.048578,0.000865,0.014016,0.000384,0.001472,0.001120,0.000352,1.195666
0.433138,0.705246,0.048258,0.000832,0.013697,0.000384,0.001440,0.001312,0.000320,1.212883
0.417745,0.702302,0.047810,0.000832,0.013696,0.000416,0.001440,0.000992,0.000352,1.193170
0.418257,0.704413,0.048482,0.000832,0.013665,0.000384,0.001504,0.001088,0.000256,1.197266
0.416082,0.704189,0.048290,0.000800,0.014464,0.000384,0.001664,0.001376,0.000384,1.196402
0.417074,0.734271,0.048962,0.001056,0.014081,0.000384,0.001504,0.001024,0.000384,1.227188
0.416914,0.718398,0.048130,0.000928,0.013761,0.000416,0.001504,0.000992,0.000416,1.209651
0.418065,0.702046,0.049410,0.000832,0.013857,0.000384,0.001568,0.001280,0.000384,1.196019
0.417841,0.701757,0.048578,0.000864,0.013633,0.000352,0.001472,0.000992,0.000352,1.193586
0.417777,0.715263,0.049442,0.000832,0.013760,0.000416,0.001472,0.001025,0.000352,1.208691
0.417106,0.703773,0.048259,0.000832,0.013632,0.000416,0.001440,0.001056,0.000320,1.194578
0.417201,0.727902,0.047746,0.000896,0.013857,0.000384,0.001504,0.000960,0.000384,1.219283
0.437298,0.693821,0.048386,0.000832,0.013665,0.000352,0.001504,0.001056,0.000320,1.205618
0.419185,0.694109,0.048066,0.000800,0.013728,0.000320,0.001441,0.000992,0.000352,1.187730
0.417042,0.689213,0.048706,0.000832,0.013440,0.000320,0.001536,0.001056,0.000352,1.180402
0.433427,0.696605,0.048258,0.000800,0.013441,0.000416,0.001504,0.000960,0.000352,1.203699
0.415794,0.694397,0.048386,0.000800,0.013537,0.000448,0.001440,0.001120,0.000352,1.184466
0.415569,0.703614,0.066435,0.000640,0.013568,0.000608,0.001568,0.001024,0.000320,1.211059
0.415857,0.693950,0.048258,0.000800,0.013472,0.000416,0.001536,0.000960,0.000384,1.183922
0.415153,0.724190,0.047778,0.000832,0.013473,0.000352,0.001536,0.000960,0.000320,1.212147
0.415249,0.720511,0.047650,0.000832,0.013504,0.000384,0.001504,0.001056,0.000320,1.208754
0.415153,0.685821,0.047394,0.000832,0.013441,0.000384,0.001504,0.000992,0.000352,1.173041
0.415633,0.699037,0.047170,0.000928,0.013569,0.000352,0.001536,0.000960,0.000320,1.187250
0.415377,0.724990,0.047586,0.000832,0.013569,0.000384,0.001504,0.001088,0.000352,1.215155
0.416338,0.681757,0.047746,0.000800,0.013536,0.000416,0.001536,0.001408,0.000417,1.172306
0.415634,0.688541,0.048290,0.000800,0.013377,0.000320,0.001472,0.001056,0.000416,1.177234
0.432466,0.692381,0.048066,0.000800,0.013409,0.000352,0.001408,0.001056,0.000384,1.198066
0.416306,0.729279,0.047650,0.000832,0.013440,0.000352,0.001440,0.000961,0.000352,1.217940
0.414994,0.687261,0.047554,0.000832,0.013504,0.000448,0.001440,0.001121,0.000320,1.174546
0.431602,0.702110,0.047874,0.000800,0.013504,0.000320,0.001376,0.000832,0.000320,1.206163
0.415569,0.694653,0.047330,0.000640,0.013472,0.000320,0.001408,0.001024,0.000352,1.181777
0.416466,0.693341,0.047330,0.000768,0.013409,0.000384,0.001985,0.001088,0.000352,1.199315
0.415378,0.685501,0.047298,0.000896,0.013504,0.000384,0.001504,0.001120,0.000353,1.173298
0.415762,0.737663,0.048130,0.000800,0.013729,0.000384,0.001504,0.000928,0.000320,1.228980
0.418129,0.691581,0.048418,0.000800,0.013568,0.000352,0.001408,0.001185,0.000384,1.183922
0.417042,0.696605,0.048034,0.000800,0.013409,0.000320,0.001376,0.000960,0.000352,1.186034
0.415506,0.696157,0.047714,0.000768,0.013633,0.000352,0.001440,0.000928,0.000320,1.183474
0.415281,0.705566,0.047490,0.000800,0.013441,0.000416,0.001440,0.000960,0.000352,1.193234
0.415729,0.704349,0.047362,0.000864,0.013409,0.000416,0.001504,0.000896,0.000320,1.191666
0.415954,0.690269,0.047362,0.000800,0.013376,0.000352,0.001408,0.000928,0.000352,1.178322
0.433362,0.701982,0.047394,0.000832,0.013408,0.000352,0.001440,0.000896,0.000320,1.208274
0.415761,0.698174,0.047362,0.000800,0.013473,0.000384,0.001408,0.000992,0.000224,1.186354
0.415441,0.699614,0.047394,0.000832,0.013664,0.000416,0.001472,0.000833,0.000320,1.187346
0.417425,0.696414,0.047682,0.000768,0.013728,0.000416,0.001408,0.000960,0.000320,1.187761
0.416178,0.733183,0.048546,0.000832,0.014049,0.000352,0.001376,0.001120,0.000352,1.224692
0.415890,0.727263,0.048130,0.000832,0.013504,0.000384,0.001472,0.000928,0.000352,1.216116
0.415442,0.698877,0.047778,0.000832,0.013505,0.000384,0.001472,0.000896,0.000320,1.186578
0.416177,0.690557,0.047714,0.000768,0.013409,0.000384,0.001440,0.000896,0.000320,1.179057
0.415633,0.708862,0.047586,0.000768,0.013505,0.000384,0.001504,0.000928,0.000288,1.197746
0.415601,0.699326,0.047938,0.000864,0.013376,0.000384,0.001472,0.000928,0.000288,1.188017
0.416145,0.698686,0.047554,0.000832,0.013440,0.000384,0.001472,0.000928,0.000320,1.187186
0.415633,0.717150,0.047458,0.000800,0.013441,0.000352,0.001440,0.001056,0.000288,1.204786
0.415730,0.702302,0.047682,0.000832,0.013376,0.000352,0.001472,0.001024,0.000384,1.190578
0.415345,0.697502,0.047682,0.000800,0.013440,0.000352,0.001408,0.000864,0.000320,1.185393
0.434642,0.712350,0.047682,0.000768,0.013569,0.000352,0.001504,0.001120,0.000384,1.221075
0.415313,0.686813,0.047330,0.000832,0.013537,0.000352,0.001536,0.000960,0.000352,1.174001
0.415857,0.721566,0.047298,0.000832,0.013537,0.000384,0.001504,0.000928,0.000320,1.208979
0.415826,0.691229,0.047362,0.000800,0.013473,0.000352,0.001472,0.001056,0.000384,1.179570
0.415250,0.700829,0.047490,0.000768,0.013473,0.000384,0.001472,0.000992,0.000352,1.188402
0.415889,0.718174,0.047522,0.000832,0.013568,0.000320,0.001440,0.000992,0.000352,1.206354
0.415825,0.721726,0.047650,0.000864,0.013408,0.000352,0.001472,0.000928,0.000384,1.209906
0.415249,0.686845,0.047458,0.000800,0.013409,0.000352,0.001472,0.000992,0.000320,1.174353
0.415538,0.760928,0.048354,0.000832,0.013473,0.000384,0.001472,0.001088,0.000352,1.251381
0.415729,0.702269,0.047778,0.000800,0.013473,0.000352,0.001440,0.000928,0.000416,1.192178
0.416434,0.693341,0.048578,0.000864,0.013665,0.000352,0.001504,0.001248,0.000352,1.184946
0.434482,0.688061,0.048674,0.000832,0.013505,0.000384,0.001536,0.001024,0.000352,1.197170
0.415537,0.692509,0.049186,0.000768,0.013504,0.000352,0.001408,0.000896,0.000288,1.182513
0.417714,0.698077,0.048674,0.000800,0.013473,0.000384,0.001696,0.001056,0.000320,1.191122
0.433650,0.721374,0.047938,0.000832,0.013441,0.000352,0.001504,0.000992,0.000352,1.229652
0.415666,0.703134,0.048322,0.000800,0.013440,0.000384,0.001408,0.000832,0.000384,1.192082
0.415762,0.698397,0.066499,0.000832,0.013633,0.000352,0.001536,0.001088,0.000320,1.205843
0.415793,0.723166,0.047938,0.000800,0.013377,0.000352,0.001536,0.001024,0.000352,1.211347
0.415890,0.703230,0.048482,0.000800,0.013760,0.000320,0.001504,0.001057,0.000352,1.193971
0.417394,0.725055,0.049090,0.000800,0.013568,0.000352,0.001536,0.001185,0.000416,1.218484
0.416018,0.708605,0.048514,0.000832,0.013536,0.000384,0.001440,0.001024,0.000384,1.199122
0.415953,0.707614,0.048258,0.000800,0.013505,0.000352,0.001536,0.001024,0.000352,1.196754
0.434642,0.714974,0.048386,0.000864,0.013505,0.000384,0.001504,0.000960,0.000352,1.224339
0.415569,0.706654,0.048898,0.000800,0.013409,0.000352,0.001376,0.000960,0.000320,1.195954
0.415602,0.706173,0.048642,0.000832,0.013473,0.000384,0.001536,0.000992,0.000352,1.195698
0.428338,0.738975,0.048098,0.000832,0.013409,0.000416,0.001536,0.001024,0.000320,1.241140
0.414961,0.721630,0.047779,0.000768,0.013472,0.000352,0.001408,0.000960,0.000320,1.209074
0.416146,0.716670,0.078595,0.000768,0.013633,0.000384,0.001536,0.001664,0.000352,1.238772
0.415953,0.707517,0.049666,0.000800,0.014145,0.000608,0.001504,0.001152,0.000320,1.200690
0.416562,0.673980,0.048674,0.000832,0.013473,0.000352,0.001536,0.001568,0.000320,1.165585
0.415473,0.716094,0.049858,0.000864,0.013376,0.000352,0.001440,0.000992,0.000384,1.207283
0.415185,0.703614,0.048834,0.000832,0.013409,0.000384,0.001504,0.000928,0.000320,1.193042
0.416466,0.706141,0.048098,0.000832,0.013504,0.000384,0.001504,0.001024,0.000320,1.194930
0.414481,0.720479,0.047938,0.000800,0.013440,0.000384,0.001472,0.000992,0.000320,1.207826
0.415505,0.719710,0.048482,0.000768,0.013504,0.000352,0.001440,0.000928,0.000416,1.208690
0.415218,0.693821,0.048322,0.000832,0.013377,0.000384,0.001440,0.001024,0.000352,1.182450
0.436466,0.715038,0.048834,0.000896,0.013441,0.000384,0.001536,0.001024,0.000384,1.226835
0.417137,0.706014,0.048258,0.000864,0.013441,0.000384,0.001472,0.000928,0.000384,1.196594
0.416945,0.704158,0.048866,0.000832,0.013569,0.000384,0.001600,0.001024,0.000384,1.196722
0.417169,0.701918,0.048514,0.000800,0.013761,0.000416,0.001568,0.001056,0.000384,1.194098
0.415090,0.702589,0.048610,0.000800,0.013441,0.000384,0.001504,0.000992,0.000352,1.191538
0.416561,0.742271,0.048450,0.000832,0.013729,0.000416,0.001472,0.000992,0.000352,1.233044
0.418449,0.701790,0.048738,0.000864,0.013601,0.000384,0.001504,0.000960,0.000320,1.194610
