Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-9],Layer[10],classifier
0.420752,0.017409,0.202024,0.005376,0.047490,0.185511,0.000544,0.885058
0.416496,0.017473,0.202504,0.004896,0.047650,0.193255,0.000544,0.888643
0.421520,0.017569,0.203272,0.004864,0.047266,0.188423,0.000544,0.890754
0.424305,0.017729,0.205768,0.005024,0.047746,0.208424,0.000672,0.917028
0.418224,0.017697,0.203560,0.005344,0.047874,0.196680,0.000608,0.897123
0.436241,0.017600,0.202920,0.004832,0.048258,0.194728,0.000640,0.912644
0.419600,0.017504,0.202536,0.005152,0.049730,0.200712,0.000768,0.904067
0.418449,0.017664,0.203560,0.004897,0.047874,0.190631,0.000640,0.891043
0.422353,0.017569,0.202311,0.005025,0.047938,0.185863,0.000640,0.889411
0.420785,0.017345,0.202183,0.005216,0.049410,0.198183,0.000801,0.900580
0.418864,0.017536,0.202216,0.005312,0.049346,0.198440,0.000640,0.900547
0.421072,0.017665,0.202536,0.005248,0.048386,0.193096,0.000608,0.894851
0.449585,0.017537,0.203272,0.005024,0.048386,0.208008,0.000576,0.940036
0.419184,0.017569,0.202632,0.005024,0.048258,0.198824,0.000608,0.898627
0.422096,0.017441,0.202344,0.005056,0.048450,0.201768,0.000640,0.905187
0.422641,0.017729,0.202376,0.005024,0.048546,0.219688,0.000609,0.922629
0.420721,0.017728,0.203624,0.005025,0.048033,0.204776,0.000640,0.907812
0.417297,0.017536,0.202407,0.005057,0.048514,0.198599,0.000704,0.897667
0.422513,0.017601,0.202504,0.004992,0.047842,0.203592,0.000704,0.907204
0.433681,0.017825,0.202792,0.005184,0.048738,0.205032,0.000544,0.920452
0.418032,0.017345,0.202408,0.004992,0.047714,0.197160,0.000544,0.894915
0.420304,0.017088,0.202408,0.004800,0.048578,0.197096,0.000608,0.897379
0.416113,0.017344,0.202024,0.004833,0.049058,0.229449,0.000800,0.925765
0.422160,0.017632,0.201960,0.005024,0.048546,0.210153,0.000576,0.914084
0.422801,0.017953,0.203688,0.005088,0.048706,0.189639,0.000640,0.895684
0.415408,0.017505,0.202408,0.004992,0.048994,0.197064,0.000608,0.893411
0.444626,0.017505,0.212904,0.004864,0.048994,0.206920,0.000672,0.943333
0.418448,0.017985,0.205384,0.004992,0.048706,0.196648,0.000640,0.900131
0.419248,0.017473,0.202056,0.005024,0.048258,0.203592,0.000544,0.902979
0.422737,0.017761,0.203016,0.004800,0.048130,0.219112,0.000577,0.922533
0.420785,0.017568,0.202760,0.005025,0.048418,0.191975,0.000544,0.893763
0.421168,0.017377,0.202760,0.005056,0.047778,0.197352,0.000576,0.898691
0.420817,0.017409,0.202088,0.004992,0.047266,0.185095,0.000608,0.885219
0.433457,0.017697,0.201991,0.004992,0.047554,0.206984,0.000608,0.921508
0.421904,0.017857,0.202600,0.005056,0.048802,0.192167,0.000608,0.895683
0.416336,0.017505,0.202056,0.004896,0.047714,0.196008,0.000736,0.891907
0.420689,0.017409,0.202216,0.005056,0.048738,0.207144,0.000768,0.908836
0.416241,0.017601,0.202535,0.005217,0.047970,0.201031,0.000608,0.899172
0.421009,0.017569,0.202279,0.005025,0.047682,0.198983,0.000576,0.899619
0.416464,0.017825,0.203272,0.005056,0.048642,0.199752,0.000544,0.898147
0.436785,0.017825,0.202792,0.004768,0.047874,0.203368,0.000672,0.921156
0.420016,0.017537,0.202760,0.005280,0.048706,0.189927,0.000672,0.892323
0.420656,0.017537,0.202312,0.004992,0.048546,0.197544,0.000672,0.898819
0.419888,0.017473,0.202792,0.005024,0.047938,0.223273,0.000672,0.925828
0.420561,0.017472,0.202408,0.005056,0.048834,0.209545,0.000640,0.910980
0.415280,0.017441,0.202408,0.005280,0.048770,0.201960,0.000576,0.898499
0.419889,0.017281,0.202440,0.005280,0.048066,0.191623,0.000576,0.891171
0.433329,0.017665,0.203784,0.004800,0.048482,0.211272,0.000577,0.928069
0.417808,0.017600,0.202856,0.005056,0.048866,0.200456,0.000576,0.899747
0.415888,0.017761,0.202120,0.005152,0.048418,0.200616,0.000544,0.897923
0.417233,0.017440,0.202407,0.005153,0.047618,0.214088,0.000576,0.910948
0.421328,0.017473,0.202280,0.005056,0.047394,0.191847,0.000576,0.892515
0.416240,0.017761,0.203080,0.004960,0.048066,0.194376,0.000608,0.891427
0.421040,0.017793,0.201960,0.005056,0.047778,0.195432,0.000576,0.896707
0.430257,0.017761,0.202280,0.004768,0.047970,0.195239,0.000672,0.904932
0.419920,0.017505,0.202088,0.004800,0.047842,0.210280,0.000608,0.909091
0.420368,0.017921,0.202792,0.005056,0.048546,0.195688,0.000544,0.896547
0.417008,0.017633,0.202440,0.005152,0.048162,0.232233,0.000704,0.931780
0.421104,0.017633,0.203016,0.005280,0.048066,0.201384,0.000704,0.903523
0.420337,0.017505,0.203784,0.005024,0.048258,0.192231,0.000544,0.894147
0.420209,0.017505,0.202824,0.005248,0.048162,0.191623,0.000608,0.891907
0.439057,0.017664,0.203239,0.004993,0.048226,0.207144,0.000896,0.927620
0.415120,0.017569,0.203784,0.005216,0.048578,0.197096,0.000608,0.894211
0.416785,0.017632,0.202728,0.005121,0.048321,0.200104,0.000608,0.898819
0.415312,0.017217,0.202152,0.005184,0.047938,0.216681,0.000768,0.911076
0.421169,0.017505,0.203176,0.004768,0.047778,0.186887,0.000704,0.888547
0.419921,0.017697,0.203656,0.005088,0.048930,0.196200,0.000608,0.899812
0.423984,0.017377,0.202728,0.005024,0.048098,0.200136,0.000672,0.904899
0.432817,0.017601,0.203784,0.005056,0.047842,0.223497,0.000704,0.937829
0.416945,0.017760,0.203496,0.005249,0.047746,0.203176,0.000576,0.901380
0.416144,0.017792,0.202472,0.005152,0.048034,0.199624,0.000608,0.895523
0.416656,0.017569,0.202152,0.005056,0.047330,0.219880,0.000736,0.916452
0.415697,0.017344,0.202344,0.005120,0.047618,0.200552,0.000608,0.895171
0.417360,0.017505,0.202408,0.005120,0.048354,0.188455,0.000608,0.885954
0.417521,0.017440,0.201960,0.005152,0.048418,0.192008,0.000672,0.889539
0.437233,0.017761,0.202344,0.004864,0.047874,0.209320,0.000704,0.928004
0.417649,0.017696,0.202856,0.005057,0.048738,0.194247,0.000672,0.894403
0.421296,0.017697,0.202952,0.005024,0.047874,0.190152,0.000608,0.892323
0.417040,0.017632,0.202152,0.005120,0.048258,0.203208,0.000640,0.917156
0.415728,0.017664,0.202728,0.005056,0.048194,0.202440,0.000608,0.899491
0.417968,0.017249,0.202696,0.005120,0.048098,0.195944,0.000576,0.893987
0.420337,0.017281,0.202024,0.004832,0.047810,0.194631,0.000544,0.893731
0.433745,0.017984,0.202952,0.004832,0.048578,0.201768,0.000544,0.917636
0.421456,0.017409,0.202920,0.005056,0.047586,0.203112,0.000576,0.905059
0.421233,0.017697,0.203239,0.005312,0.047970,0.200039,0.000640,0.902372
0.416624,0.017537,0.202408,0.005280,0.049730,0.191976,0.000672,0.889987
0.421808,0.017344,0.203112,0.005024,0.048578,0.189768,0.000672,0.893667
0.416976,0.017537,0.202440,0.005280,0.047554,0.204456,0.000672,0.901635
0.420497,0.017440,0.202760,0.005281,0.048226,0.202855,0.000608,0.904068
0.437137,0.017569,0.202312,0.004832,0.048578,0.204616,0.000704,0.923108
0.416016,0.017729,0.202792,0.005056,0.048418,0.199815,0.000800,0.897539
0.416241,0.018240,0.202695,0.005089,0.048866,0.204872,0.000576,0.904356
0.415857,0.017600,0.202152,0.005249,0.047073,0.210025,0.000608,0.905476
0.421552,0.017409,0.202664,0.004992,0.048834,0.198600,0.000736,0.902723
0.421424,0.017504,0.204008,0.004992,0.048770,0.197288,0.000896,0.901123
0.416400,0.017537,0.202568,0.005248,0.048802,0.195976,0.000672,0.893603
0.433553,0.018049,0.203912,0.005120,0.049186,0.200968,0.000608,0.918532
0.421488,0.017473,0.203208,0.005056,0.047810,0.196392,0.000640,0.898499
0.423408,0.017633,0.202536,0.005312,0.048738,0.197064,0.000672,0.902371
0.420305,0.017441,0.202088,0.005056,0.047618,0.220296,0.000608,0.919684
0.420656,0.017473,0.202280,0.005024,0.048194,0.188711,0.000576,0.888962
0.416816,0.017473,0.202664,0.005024,0.049954,0.207336,0.000640,0.907299
0.421808,0.017569,0.202024,0.005152,0.048738,0.206792,0.000608,0.909059
0.437841,0.017665,0.202952,0.005024,0.048770,0.207400,0.000704,0.927428
0.416688,0.017697,0.202600,0.005280,0.048578,0.195784,0.000608,0.893411
0.420369,0.017473,0.202119,0.005249,0.048450,0.193863,0.000576,0.894371
0.416688,0.017857,0.204456,0.005088,0.047554,0.223113,0.000672,0.922724
0.420816,0.017505,0.202696,0.005088,0.047682,0.194664,0.000544,0.895651
0.417105,0.017537,0.202599,0.005025,0.047522,0.192423,0.000544,0.888739
0.415216,0.017633,0.202440,0.005056,0.047458,0.194375,0.000576,0.888483
0.437265,0.017729,0.202696,0.004800,0.047650,0.196840,0.000704,0.914148
0.420913,0.017472,0.202440,0.005185,0.047009,0.194312,0.000544,0.894595
0.416912,0.017761,0.202376,0.004800,0.048098,0.194119,0.000544,0.891202
0.416880,0.017601,0.202184,0.005056,0.047746,0.196488,0.000640,0.894467
0.423057,0.018016,0.204488,0.005120,0.048130,0.230633,0.000768,0.938725
0.420433,0.017984,0.203400,0.005024,0.047681,0.200808,0.000544,0.902755
0.417041,0.017760,0.203528,0.005217,0.048994,0.198823,0.000576,0.899107
0.434865,0.017761,0.203304,0.005088,0.047714,0.208424,0.000704,0.925349
0.417680,0.017536,0.202088,0.005248,0.047426,0.196552,0.000576,0.893699
0.416432,0.017377,0.202664,0.005248,0.048770,0.186567,0.000544,0.884034
0.416272,0.017504,0.202792,0.004992,0.047938,0.206376,0.000577,0.903684
0.417105,0.017344,0.202152,0.005313,0.048577,0.195816,0.000608,0.892899
0.415440,0.017697,0.202312,0.004864,0.048066,0.200968,0.000640,0.896931
0.416241,0.017633,0.202215,0.005025,0.048930,0.196295,0.000576,0.893507
0.437969,0.017793,0.202792,0.005024,0.047810,0.196584,0.000672,0.915940
0.416560,0.017505,0.204904,0.005248,0.047906,0.195048,0.000544,0.894147
0.421424,0.017633,0.202312,0.004992,0.047970,0.198120,0.000672,0.900259
0.416144,0.017537,0.202344,0.005440,0.047010,0.221353,0.000608,0.917092
0.419888,0.017728,0.202568,0.005280,0.047330,0.196104,0.000608,0.895779
0.420209,0.017601,0.202376,0.005280,0.048674,0.197255,0.000641,0.898852
0.415729,0.017632,0.202184,0.005089,0.048129,0.201864,0.000576,0.897539
0.452210,0.017760,0.203144,0.005089,0.047874,0.197799,0.000640,0.930916
0.420368,0.017537,0.202248,0.005024,0.047650,0.197064,0.000608,0.897155
0.416304,0.017537,0.202152,0.005280,0.047650,0.188167,0.000608,0.884386
0.416944,0.017537,0.202344,0.005056,0.047202,0.249258,0.000576,0.945637
0.415664,0.017345,0.203304,0.005312,0.048642,0.194984,0.000512,0.891619
0.417808,0.017953,0.206088,0.005088,0.048802,0.208424,0.000640,0.913028
0.417296,0.017505,0.202600,0.004960,0.047810,0.193832,0.000608,0.891427
0.435217,0.017505,0.202664,0.005248,0.047810,0.190535,0.000640,0.906787
0.421137,0.017504,0.202120,0.004993,0.048129,0.197864,0.000544,0.899331
0.417456,0.017345,0.202152,0.005024,0.049474,0.197192,0.000608,0.895715
0.417712,0.017633,0.231113,0.005248,0.048674,0.209192,0.000640,0.936676
0.420977,0.017473,0.202408,0.005056,0.047618,0.202984,0.000736,0.904708
0.420528,0.017505,0.202504,0.005312,0.049026,0.197672,0.000832,0.899427
0.420881,0.017537,0.202952,0.005024,0.047938,0.195815,0.000576,0.896707
0.435377,0.017728,0.203176,0.005313,0.047617,0.204553,0.000608,0.921028
0.415793,0.017856,0.202887,0.005217,0.048386,0.194887,0.000608,0.892803
0.416080,0.017473,0.202792,0.005056,0.047842,0.200264,0.000672,0.896259
0.429969,0.017857,0.223433,0.005184,0.047330,0.217416,0.000640,0.949222
0.421745,0.017569,0.204008,0.004992,0.048514,0.191047,0.000640,0.895427
0.417104,0.017953,0.203080,0.004800,0.048354,0.196008,0.000608,0.895299
0.420209,0.017697,0.204008,0.005056,0.047330,0.208488,0.000608,0.909860
0.421969,0.017632,0.203464,0.004769,0.048257,0.219945,0.000672,0.924964
0.415952,0.017249,0.203272,0.005056,0.048258,0.202696,0.000640,0.899459
0.417329,0.017728,0.202599,0.005057,0.047970,0.202151,0.000672,0.900932
0.420369,0.017344,0.217865,0.005248,0.047842,0.205416,0.000704,0.921316
0.417553,0.017856,0.203048,0.005281,0.048257,0.211464,0.000608,0.913092
0.416944,0.017441,0.203528,0.005280,0.047490,0.201288,0.000672,0.899043
0.420369,0.017536,0.202504,0.005281,0.048738,0.205928,0.000640,0.909092
0.417040,0.017729,0.202792,0.005088,0.047586,0.201928,0.000608,0.899619
0.421488,0.017728,0.203560,0.005280,0.048642,0.196936,0.000672,0.902147
0.419856,0.017313,0.203016,0.004992,0.048802,0.201032,0.000608,0.902115
0.437425,0.017601,0.202632,0.004896,0.049218,0.201512,0.000512,0.920708
0.420272,0.017537,0.202728,0.005120,0.048002,0.200584,0.000544,0.900900
0.416560,0.017761,0.203080,0.005056,0.048962,0.193800,0.000768,0.891843
0.415793,0.017248,0.202344,0.005025,0.048961,0.192136,0.000576,0.888579
0.415728,0.017761,0.203304,0.005056,0.048066,0.205896,0.000672,0.905155
0.415568,0.017569,0.202760,0.005024,0.049154,0.195239,0.000832,0.892547
0.415985,0.017248,0.203720,0.005281,0.047713,0.195336,0.000736,0.892931
0.429169,0.017537,0.202727,0.005025,0.048546,0.199303,0.000641,0.910020
0.415761,0.017664,0.203784,0.004833,0.048545,0.202951,0.000640,0.901156
0.415345,0.017728,0.203400,0.005249,0.048386,0.195399,0.000800,0.892739
0.415344,0.017440,0.203048,0.004960,0.049218,0.214121,0.000640,0.912996
0.415664,0.017345,0.202920,0.005024,0.047778,0.185223,0.000640,0.881474
0.415408,0.017601,0.202280,0.005024,0.048098,0.194343,0.000704,0.889282
0.417713,0.017697,0.202535,0.005281,0.048194,0.191591,0.000608,0.890531
0.429105,0.017728,0.202472,0.005281,0.048449,0.193928,0.000608,0.905187
0.416849,0.017345,0.203175,0.004832,0.047938,0.188103,0.000640,0.885155
0.416016,0.017633,0.203528,0.004992,0.047394,0.185319,0.000704,0.882978
0.415760,0.017857,0.202824,0.005056,0.047138,0.184583,0.000640,0.880162
0.415088,0.017697,0.202248,0.004992,0.047138,0.182983,0.000608,0.876962
0.415281,0.017665,0.202983,0.005057,0.048514,0.184615,0.000704,0.881059
0.419088,0.017793,0.202536,0.005024,0.048418,0.191688,0.001056,0.892867
0.415632,0.017601,0.215528,0.005088,0.047810,0.183655,0.000608,0.891842
0.415696,0.017505,0.202376,0.005312,0.048450,0.195944,0.000768,0.894051
0.417873,0.019745,0.204136,0.005056,0.047810,0.193447,0.000673,0.896452
0.416464,0.017473,0.202920,0.004800,0.047874,0.192872,0.000576,0.889667
0.428689,0.017537,0.203240,0.005056,0.048162,0.198376,0.000576,0.907524
0.415760,0.017921,0.203048,0.005248,0.047714,0.185671,0.000608,0.882658
0.415921,0.017632,0.203336,0.005313,0.047361,0.203272,0.000576,0.899139
0.415185,0.017600,0.202376,0.004832,0.048834,0.219753,0.000736,0.917348
0.415984,0.017537,0.202792,0.005024,0.047810,0.194727,0.000672,0.891938
0.417744,0.017729,0.202664,0.005024,0.048098,0.206824,0.000736,0.905155
0.416464,0.017568,0.202632,0.004800,0.047330,0.203592,0.000640,0.899171
0.429361,0.017665,0.201895,0.004769,0.048322,0.205192,0.000704,0.914628
0.418609,0.017632,0.203656,0.005249,0.047842,0.201991,0.000672,0.903908
0.416464,0.017409,0.202696,0.004800,0.047522,0.215240,0.000672,0.912356
0.415985,0.017536,0.203048,0.005281,0.048193,0.203624,0.000673,0.900484
0.415440,0.017472,0.202408,0.005248,0.047778,0.186696,0.000608,0.883139
0.415856,0.017569,0.202536,0.005376,0.048066,0.197767,0.000704,0.894146
0.415377,0.017793,0.202407,0.004865,0.048450,0.198951,0.000672,0.895428
0.438033,0.017665,0.202568,0.004864,0.048418,0.192871,0.000544,0.911427
0.421872,0.017600,0.202696,0.005344,0.048226,0.199048,0.000608,0.902563
0.416272,0.017952,0.202376,0.004832,0.047842,0.200392,0.000576,0.896227
0.415504,0.017313,0.203144,0.005056,0.047554,0.203560,0.000704,0.900291
0.417008,0.017633,0.202664,0.005248,0.049474,0.204168,0.000576,0.904675
0.415792,0.017665,0.202023,0.005248,0.048034,0.195815,0.000672,0.892579
0.414833,0.017408,0.202024,0.005024,0.047810,0.187976,0.000608,0.882243
0.415184,0.017665,0.216200,0.005408,0.048514,0.210793,0.000640,0.921540
0.415440,0.017856,0.202888,0.005088,0.047970,0.192328,0.000480,0.887907
0.415632,0.017473,0.202824,0.004992,0.047682,0.192039,0.000640,0.887874
0.415504,0.017569,0.202184,0.004832,0.047426,0.192968,0.000576,0.888227
0.431408,0.017632,0.203016,0.004896,0.049282,0.204904,0.000576,0.918723
0.417328,0.017857,0.202312,0.004800,0.048002,0.221993,0.000512,0.918948
0.424721,0.017665,0.202312,0.005024,0.048418,0.207016,0.000640,0.912452
0.417201,0.017729,0.218056,0.005216,0.048450,0.200776,0.000608,0.915204
0.418480,0.017568,0.202120,0.005088,0.049730,0.205672,0.000577,0.905988
0.416241,0.017633,0.202407,0.005025,0.047746,0.189511,0.000576,0.886851
0.415824,0.017505,0.202216,0.004768,0.048098,0.194663,0.000704,0.892067
0.429841,0.017633,0.202088,0.005056,0.049218,0.193096,0.000608,0.903940
0.416465,0.017793,0.202279,0.004833,0.048834,0.193895,0.000736,0.891683
0.417168,0.017761,0.202536,0.005248,0.048514,0.205288,0.000544,0.903555
0.417328,0.017473,0.202216,0.004832,0.048002,0.227913,0.000608,0.926020
0.418192,0.017505,0.202472,0.004800,0.048258,0.193128,0.000576,0.890659
0.416240,0.017633,0.202440,0.004768,0.048098,0.186247,0.000544,0.882402
0.421425,0.017889,0.204136,0.005088,0.048610,0.198952,0.000608,0.905028
0.435409,0.017505,0.202600,0.004960,0.049282,0.206376,0.000896,0.924260
0.417872,0.017760,0.202856,0.004928,0.049474,0.202056,0.000672,0.903491
0.415665,0.017536,0.203208,0.004897,0.048257,0.194504,0.000672,0.891715
0.417968,0.017569,0.203304,0.004832,0.048610,0.203912,0.000736,0.904899
0.416465,0.017504,0.202696,0.005345,0.049442,0.190215,0.000672,0.888995
0.416432,0.017473,0.202792,0.005088,0.048130,0.192360,0.000640,0.891523
0.416784,0.017793,0.202472,0.004832,0.048290,0.204808,0.000896,0.904579
0.437393,0.017857,0.203848,0.005088,0.047266,0.207144,0.000576,0.926340
0.420304,0.017825,0.203144,0.005088,0.048354,0.202792,0.000576,0.905123
0.416432,0.017729,0.202568,0.005248,0.048898,0.208104,0.000832,0.909636
0.417041,0.017632,0.203272,0.005281,0.048226,0.223400,0.000768,0.922756
0.422897,0.017504,0.202536,0.005153,0.049666,0.198311,0.000544,0.903043
0.420688,0.017504,0.203080,0.004800,0.048514,0.212105,0.000544,0.914052
0.416496,0.017441,0.202664,0.004800,0.049218,0.213800,0.000640,0.911747
0.438258,0.017664,0.202632,0.004993,0.047553,0.219849,0.000640,0.939141
0.420753,0.017536,0.202408,0.004993,0.047937,0.208521,0.000608,0.910660
0.420721,0.017729,0.202280,0.005312,0.048194,0.199432,0.000736,0.900516
0.416880,0.017633,0.202504,0.005184,0.066371,0.202280,0.000704,0.919332
0.416560,0.017825,0.202216,0.005056,0.047938,0.198472,0.000544,0.894915
0.418352,0.017537,0.202920,0.005280,0.048866,0.198728,0.000672,0.899843
0.417137,0.017632,0.202984,0.005057,0.048609,0.194408,0.000576,0.892547
0.430481,0.017761,0.202952,0.004768,0.048802,0.212040,0.000577,0.923557
0.415824,0.017569,0.202120,0.005024,0.049698,0.195400,0.000640,0.892675
0.423217,0.018273,0.202568,0.005056,0.049154,0.249642,0.001312,0.959462
0.422864,0.018240,0.222089,0.005184,0.048898,0.234537,0.001217,0.962278
0.420145,0.018753,0.203912,0.005088,0.049698,0.250922,0.001184,0.961254
0.416272,0.018145,0.203208,0.005056,0.049090,0.207656,0.000641,0.906596
0.416560,0.017761,0.203016,0.004800,0.047810,0.197928,0.000544,0.894435
0.416624,0.017857,0.201992,0.004832,0.048130,0.192872,0.000704,0.889123
0.416848,0.017952,0.203464,0.005249,0.047521,0.200296,0.000576,0.899907
0.415696,0.017825,0.203016,0.004992,0.048610,0.204168,0.000832,0.900707
0.415184,0.030753,0.203080,0.004801,0.048801,0.202120,0.000640,0.912356
0.415505,0.017568,0.202920,0.005025,0.047393,0.196616,0.000704,0.891875
0.416048,0.017345,0.202600,0.004832,0.047906,0.200711,0.000704,0.896515
0.414961,0.017440,0.202600,0.005152,0.047649,0.206984,0.000704,0.902404
0.415920,0.017729,0.202248,0.005024,0.048194,0.203400,0.000704,0.899875
0.416913,0.017536,0.202696,0.004865,0.048194,0.199591,0.000640,0.896579
0.415952,0.017505,0.202216,0.005248,0.047714,0.198856,0.000672,0.894851
0.416209,0.017632,0.218473,0.005152,0.047714,0.204520,0.000704,0.917348
0.419057,0.017793,0.202888,0.005216,0.048706,0.195015,0.000608,0.896867
0.415632,0.017537,0.202728,0.004896,0.047682,0.204488,0.000608,0.899619
0.415856,0.017377,0.202152,0.005120,0.047938,0.230537,0.000704,0.926820
0.430225,0.017697,0.202760,0.004800,0.048354,0.195527,0.000608,0.906275
0.414928,0.017665,0.201608,0.005248,0.047810,0.211848,0.000608,0.905604
0.415760,0.017505,0.202440,0.004960,0.047298,0.199144,0.000736,0.894659
0.417777,0.017441,0.202216,0.005248,0.059746,0.198824,0.000640,0.909284
0.416273,0.017632,0.202663,0.004801,0.048642,0.237289,0.000704,0.935141
0.415280,0.017441,0.202600,0.005248,0.048194,0.251114,0.000704,0.947973
0.416464,0.017825,0.202728,0.005120,0.047394,0.192935,0.000705,0.890019
0.435377,0.017665,0.201992,0.005408,0.048098,0.199496,0.000608,0.915268
0.416368,0.017409,0.203400,0.005056,0.048962,0.210472,0.000544,0.908132
0.414704,0.017665,0.202824,0.005216,0.048354,0.202184,0.000608,0.898243
0.420240,0.017473,0.222537,0.005344,0.049154,0.196071,0.000608,0.917668
0.417584,0.017537,0.201896,0.005216,0.048898,0.192935,0.000544,0.890594
0.420848,0.017601,0.201992,0.005248,0.047458,0.192648,0.000672,0.892707
0.417169,0.017600,0.202152,0.005248,0.048674,0.211145,0.000704,0.908932
0.439601,0.017601,0.202568,0.005152,0.048418,0.194568,0.000768,0.914884
0.416240,0.017376,0.202440,0.004832,0.048706,0.193800,0.000608,0.890051
0.417105,0.017472,0.203144,0.004993,0.049250,0.199975,0.000609,0.899556
0.421872,0.017633,0.219688,0.005153,0.047682,0.187367,0.000640,0.906819
0.415761,0.017280,0.202376,0.004833,0.047521,0.191944,0.000640,0.885955
0.416816,0.017505,0.202376,0.004960,0.047650,0.205320,0.000544,0.901283
0.420721,0.017440,0.202344,0.005025,0.047777,0.202504,0.000608,0.902499
0.446482,0.017473,0.202408,0.005248,0.047810,0.198535,0.000576,0.924773
0.420912,0.017665,0.202248,0.005024,0.048770,0.199656,0.000768,0.901603
0.417232,0.017472,0.202952,0.005088,0.048546,0.196552,0.000608,0.894947
0.417456,0.017377,0.221032,0.005217,0.048994,0.201479,0.000832,0.919140
0.418832,0.017472,0.202504,0.004768,0.049026,0.193000,0.000576,0.892355
0.418449,0.017857,0.205512,0.005024,0.048610,0.210664,0.000640,0.913476
0.417360,0.017569,0.203784,0.005216,0.047970,0.194792,0.000640,0.893827
0.434001,0.017569,0.203528,0.005248,0.048770,0.208680,0.000576,0.924804
0.422576,0.017857,0.202664,0.005056,0.050146,0.189703,0.000577,0.895171
0.418000,0.017441,0.203624,0.005088,0.049858,0.205864,0.000576,0.906788
0.421457,0.017728,0.231178,0.005216,0.048514,0.205736,0.000608,0.937957
0.422897,0.017760,0.202536,0.005025,0.049314,0.208744,0.000832,0.913860
0.421168,0.017345,0.202696,0.005120,0.049122,0.203912,0.000576,0.906275
0.421136,0.017344,0.202536,0.004832,0.048482,0.211049,0.000672,0.912356
0.421104,0.017504,0.202344,0.005024,0.048482,0.200104,0.000544,0.902275
0.417264,0.017697,0.202312,0.005216,0.047906,0.191848,0.000608,0.890563
0.424272,0.017601,0.203144,0.005056,0.048386,0.205128,0.000640,0.910979
0.421169,0.018048,0.202120,0.005056,0.048706,0.206920,0.000704,0.927653
