Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],TEE[9-10],classifier
0.416112,0.017889,0.203656,0.005152,0.048034,0.000832,0.013697,0.000384,0.001472,0.110788,0.885731
0.416880,0.017889,0.203848,0.004992,0.048834,0.000928,0.013793,0.000384,0.001664,0.113220,0.891779
0.416560,0.017601,0.205704,0.005056,0.048258,0.000800,0.013793,0.000352,0.001472,0.113445,0.901955
0.417617,0.017536,0.203176,0.005025,0.048962,0.000800,0.013696,0.000352,0.001408,0.106340,0.883395
0.416048,0.017697,0.203144,0.004928,0.048642,0.000800,0.013888,0.000352,0.001377,0.111940,0.898819
0.416624,0.018017,0.203016,0.005024,0.048258,0.000800,0.013441,0.000320,0.001472,0.111428,0.890147
0.416816,0.017761,0.221736,0.005185,0.049474,0.000800,0.013760,0.000320,0.001664,0.110469,0.909443
0.416528,0.017760,0.203400,0.005056,0.049122,0.000800,0.013473,0.000320,0.001408,0.116677,0.896387
0.416336,0.017249,0.204232,0.005056,0.048258,0.000768,0.013793,0.000352,0.001376,0.114660,0.892259
0.416240,0.017505,0.203336,0.005248,0.048066,0.000800,0.013824,0.000352,0.001505,0.110500,0.884994
0.435281,0.017792,0.204328,0.005024,0.047970,0.000576,0.013697,0.000352,0.001472,0.113124,0.912292
0.415344,0.017601,0.203496,0.004992,0.048258,0.000800,0.013825,0.000352,0.001408,0.112836,0.898563
0.416113,0.017504,0.202536,0.004993,0.048321,0.000833,0.013600,0.000384,0.001728,0.113477,0.893635
0.416848,0.017761,0.224040,0.005184,0.048930,0.001088,0.013696,0.000352,0.001504,0.111269,0.911139
0.415728,0.017633,0.203336,0.005056,0.048354,0.000800,0.013792,0.000352,0.001441,0.110084,0.887522
0.415441,0.017697,0.204200,0.004992,0.048482,0.000544,0.013792,0.000384,0.001536,0.107781,0.887747
0.415856,0.017409,0.203368,0.005248,0.048290,0.000608,0.013633,0.000320,0.001472,0.109444,0.884643
0.443025,0.017505,0.203016,0.004832,0.048834,0.000576,0.013728,0.000352,0.001408,0.119300,0.920868
0.415409,0.017409,0.202311,0.005025,0.048546,0.000640,0.013792,0.000384,0.001408,0.111813,0.887139
0.415441,0.017664,0.204200,0.004961,0.047681,0.000832,0.013537,0.000320,0.001472,0.112869,0.895683
0.415664,0.017537,0.202760,0.004832,0.047106,0.001024,0.013472,0.000352,0.001441,0.136005,0.911971
0.415504,0.017665,0.203976,0.004832,0.048226,0.000800,0.013600,0.000384,0.001505,0.111364,0.895779
0.416304,0.017633,0.202728,0.005088,0.047554,0.000640,0.013409,0.000320,0.001440,0.111396,0.887331
0.417232,0.017633,0.202440,0.004960,0.049570,0.000800,0.013825,0.000352,0.001440,0.112164,0.891203
0.433585,0.017537,0.202792,0.005056,0.049602,0.000832,0.013984,0.000384,0.001536,0.114661,0.911651
0.416400,0.017633,0.202056,0.004960,0.048034,0.000832,0.013568,0.000352,0.001472,0.111909,0.886722
0.416816,0.017505,0.203464,0.005024,0.048226,0.000736,0.013505,0.000352,0.001376,0.111428,0.889347
0.417265,0.017537,0.202856,0.005248,0.047298,0.001024,0.013728,0.000352,0.001568,0.139622,0.916260
0.416048,0.017568,0.203496,0.004992,0.048930,0.000832,0.013665,0.000352,0.001408,0.113381,0.894051
0.416624,0.017824,0.203528,0.005024,0.049026,0.000992,0.013505,0.000352,0.001536,0.113093,0.893763
0.417424,0.017409,0.202920,0.005472,0.048610,0.000768,0.014273,0.000352,0.001568,0.115460,0.896899
0.434001,0.017473,0.203464,0.005216,0.048866,0.000768,0.013697,0.000352,0.001408,0.117380,0.913284
0.417072,0.017536,0.202856,0.005088,0.048162,0.000608,0.013985,0.000352,0.001536,0.115301,0.898179
0.417136,0.017664,0.202152,0.005024,0.048290,0.000800,0.013601,0.000352,0.001440,0.114500,0.892579
0.419441,0.017601,0.206440,0.005024,0.048546,0.000832,0.013825,0.000352,0.001440,0.151302,0.940741
0.416465,0.017856,0.205289,0.005120,0.049058,0.000608,0.014144,0.000352,0.001472,0.113125,0.896707
0.417232,0.017825,0.202984,0.005024,0.048354,0.000832,0.013761,0.000352,0.001440,0.115941,0.897507
0.416049,0.017697,0.203208,0.004960,0.048898,0.000544,0.013504,0.000352,0.001376,0.111333,0.891043
0.436593,0.017953,0.203656,0.004864,0.047810,0.000544,0.013825,0.000384,0.001504,0.123781,0.920868
0.416464,0.017537,0.203976,0.005056,0.048834,0.000800,0.013889,0.000416,0.001472,0.112804,0.890947
0.417424,0.017760,0.202792,0.005280,0.047490,0.000800,0.013825,0.000352,0.001600,0.111940,0.887075
0.416816,0.017568,0.220297,0.005216,0.047746,0.000800,0.013601,0.000352,0.001536,0.119716,0.915396
0.416432,0.017792,0.202664,0.005088,0.048738,0.000704,0.013793,0.000320,0.001440,0.118757,0.896867
0.416400,0.017761,0.202152,0.004832,0.049314,0.000544,0.014049,0.000352,0.001536,0.119717,0.897699
0.415856,0.017761,0.203432,0.004992,0.048034,0.000608,0.013569,0.000352,0.001472,0.114596,0.888835
0.431377,0.017985,0.203016,0.005024,0.047586,0.000576,0.013761,0.000384,0.001536,0.121924,0.916036
0.417104,0.017729,0.202856,0.005088,0.047682,0.000544,0.013504,0.000384,0.001568,0.121060,0.899651
0.415440,0.017441,0.202952,0.005024,0.048514,0.000576,0.013472,0.000352,0.001504,0.117605,0.892962
0.416272,0.017601,0.220585,0.005152,0.048962,0.000800,0.013696,0.000353,0.001568,0.111876,0.909924
0.416273,0.017601,0.202984,0.005024,0.048194,0.000800,0.013856,0.000352,0.001472,0.116261,0.894307
0.416880,0.017569,0.202856,0.004992,0.048066,0.000640,0.013953,0.000352,0.001472,0.116132,0.894627
0.416656,0.017665,0.202120,0.005248,0.048290,0.000576,0.014113,0.000384,0.001472,0.115524,0.890755
0.416400,0.017345,0.202600,0.005216,0.048002,0.000576,0.013857,0.000320,0.001536,0.116996,0.894307
0.415440,0.017825,0.202408,0.005184,0.049282,0.000768,0.013985,0.000384,0.001536,0.115108,0.895139
0.416113,0.017472,0.203656,0.004993,0.047970,0.000576,0.013728,0.000352,0.001504,0.116069,0.894819
0.416113,0.017568,0.225001,0.005152,0.048226,0.000608,0.014049,0.000352,0.001472,0.114725,0.911268
0.414833,0.017344,0.203687,0.004993,0.047874,0.000576,0.013696,0.000384,0.001504,0.113701,0.895043
0.416048,0.017505,0.203080,0.004768,0.047714,0.000576,0.013633,0.000384,0.001536,0.114468,0.891587
0.416112,0.017536,0.202920,0.005056,0.048610,0.000608,0.013601,0.000352,0.001536,0.115749,0.893763
0.415313,0.017632,0.201928,0.005249,0.048642,0.000832,0.013952,0.000320,0.001504,0.114597,0.887971
0.416080,0.018177,0.203368,0.005280,0.048738,0.000832,0.013920,0.000353,0.001536,0.116836,0.896259
0.416560,0.017601,0.204040,0.005088,0.048546,0.000800,0.013729,0.000352,0.001504,0.115588,0.892547
0.416112,0.017729,0.218440,0.005376,0.048450,0.000800,0.013985,0.000352,0.001504,0.119461,0.913123
0.418000,0.017761,0.204200,0.005120,0.048706,0.000832,0.014081,0.000384,0.001504,0.117412,0.900867
0.416048,0.017857,0.203656,0.005056,0.048738,0.000832,0.013729,0.000320,0.001472,0.118308,0.897187
0.415792,0.017505,0.202792,0.005024,0.048546,0.000800,0.013953,0.000352,0.001760,0.120036,0.900355
0.415825,0.017664,0.203560,0.005025,0.048866,0.000768,0.014464,0.000416,0.001440,0.115269,0.893891
0.417200,0.017505,0.203656,0.005056,0.048418,0.000800,0.014017,0.000352,0.001568,0.116996,0.897507
0.415920,0.017761,0.203240,0.004960,0.050050,0.000992,0.013985,0.000384,0.001472,0.110372,0.889218
0.432241,0.017729,0.202440,0.004960,0.048994,0.000800,0.014145,0.000352,0.001536,0.111524,0.907652
0.416016,0.018272,0.203240,0.005216,0.049378,0.001024,0.013505,0.000384,0.001440,0.114533,0.895939
0.416048,0.017601,0.203176,0.005248,0.047458,0.000576,0.013536,0.000384,0.001472,0.110245,0.886114
0.415760,0.017281,0.202759,0.005056,0.047266,0.000576,0.013504,0.000352,0.001408,0.111589,0.885283
0.416400,0.017280,0.201928,0.005248,0.047778,0.000576,0.013601,0.000352,0.001440,0.113668,0.888419
0.415856,0.017473,0.202728,0.004864,0.047426,0.001024,0.013409,0.000352,0.001440,0.119012,0.896931
0.415792,0.017761,0.202664,0.005056,0.046978,0.001056,0.013633,0.000352,0.001408,0.117860,0.895907
0.438257,0.017792,0.202888,0.004832,0.047522,0.000960,0.013473,0.000352,0.001472,0.119685,0.919332
0.416592,0.017473,0.202920,0.005056,0.046914,0.001024,0.013728,0.000352,0.001472,0.118692,0.909955
0.416368,0.017505,0.203464,0.004992,0.048642,0.000800,0.013537,0.000352,0.001376,0.119525,0.897539
0.416848,0.017857,0.203304,0.005280,0.048386,0.000800,0.013984,0.000384,0.001536,0.112612,0.915171
0.416912,0.017761,0.203304,0.005248,0.047970,0.000800,0.013985,0.000352,0.001472,0.115748,0.901187
0.416464,0.017665,0.203176,0.005024,0.048450,0.000768,0.014048,0.000320,0.001536,0.115589,0.895075
0.416208,0.017729,0.203176,0.005024,0.047586,0.000576,0.013568,0.000352,0.001408,0.108997,0.880258
0.432625,0.017921,0.202920,0.005088,0.048450,0.001024,0.013696,0.000352,0.001440,0.114213,0.909827
0.416080,0.017697,0.202279,0.005280,0.047458,0.000576,0.013632,0.000320,0.001568,0.111205,0.884451
0.417200,0.017633,0.202568,0.005024,0.048322,0.000832,0.014080,0.000320,0.001472,0.117125,0.897763
0.417552,0.017504,0.202888,0.004992,0.048226,0.000992,0.013761,0.000352,0.001504,0.108196,0.882979
0.415952,0.017985,0.203976,0.004800,0.047938,0.000992,0.013569,0.000384,0.001504,0.115268,0.893379
0.416944,0.017697,0.205896,0.005024,0.048162,0.000864,0.013697,0.000384,0.001472,0.116421,0.898595
0.417360,0.017600,0.203528,0.005056,0.047650,0.000768,0.013921,0.000352,0.001440,0.115621,0.902467
0.447153,0.017569,0.202312,0.005216,0.048002,0.001056,0.014209,0.000352,0.001632,0.120196,0.929604
0.417200,0.017729,0.203400,0.005024,0.048930,0.000800,0.013920,0.000384,0.001376,0.117477,0.904036
0.416241,0.017760,0.203048,0.005025,0.047970,0.000608,0.014176,0.000576,0.001440,0.117893,0.896419
0.416464,0.017665,0.202536,0.005120,0.049506,0.000800,0.013857,0.000608,0.001440,0.114436,0.914692
0.416912,0.017729,0.202920,0.005216,0.048066,0.000576,0.013857,0.000352,0.001472,0.115780,0.898019
0.416753,0.017632,0.202504,0.005121,0.049089,0.000769,0.013472,0.000352,0.001408,0.116453,0.895235
0.416752,0.017473,0.203176,0.005056,0.048802,0.000832,0.013408,0.000416,0.001472,0.112165,0.891010
0.437169,0.017569,0.202792,0.005024,0.047970,0.000544,0.013569,0.000352,0.001408,0.115140,0.911780
0.417264,0.017793,0.204744,0.004992,0.049346,0.000800,0.014081,0.000352,0.001408,0.116804,0.898243
0.418000,0.017633,0.202984,0.004992,0.048770,0.000736,0.013632,0.000352,0.001408,0.120516,0.900227
0.416592,0.017441,0.204712,0.005088,0.049506,0.000736,0.013473,0.000352,0.001504,0.117637,0.906915
0.417425,0.017601,0.203208,0.005024,0.048386,0.000800,0.013728,0.000352,0.001440,0.120549,0.899812
0.415856,0.017761,0.202600,0.004800,0.049186,0.000768,0.013729,0.000416,0.001504,0.113860,0.890627
0.416144,0.018016,0.203720,0.004992,0.047906,0.000544,0.013569,0.000384,0.001440,0.112356,0.887139
0.432817,0.017825,0.202920,0.005088,0.048386,0.000768,0.013505,0.000352,0.001408,0.117028,0.912324
0.415984,0.017601,0.202536,0.004992,0.047554,0.000608,0.013568,0.000352,0.001440,0.112869,0.895459
0.416048,0.017505,0.202152,0.005056,0.047170,0.000608,0.013824,0.000352,0.001440,0.112741,0.887874
0.415184,0.017408,0.203080,0.005056,0.048386,0.000544,0.013921,0.000384,0.001376,0.109476,0.882051
0.418321,0.017696,0.205064,0.005025,0.048322,0.000768,0.013760,0.000352,0.001376,0.113637,0.895299
0.416560,0.017793,0.203880,0.004992,0.049122,0.000832,0.014017,0.000352,0.001344,0.118949,0.901123
0.416528,0.017633,0.202792,0.005024,0.047906,0.000800,0.013856,0.000352,0.001504,0.112260,0.889699
0.437489,0.017857,0.203400,0.005280,0.048482,0.000768,0.013600,0.000352,0.001376,0.111717,0.908323
0.419440,0.017889,0.207720,0.005056,0.048738,0.000800,0.013793,0.000352,0.001536,0.130693,0.924164
0.418992,0.017569,0.204488,0.005056,0.048386,0.000864,0.013761,0.000384,0.001568,0.127269,0.909091
0.416817,0.017472,0.203816,0.005089,0.048418,0.000736,0.013792,0.000352,0.001504,0.110725,0.906532
0.416208,0.017537,0.203624,0.005056,0.048354,0.000768,0.013633,0.000384,0.001760,0.113284,0.893795
0.417392,0.018272,0.203336,0.005024,0.050305,0.000769,0.014016,0.000352,0.001536,0.114181,0.896387
0.415697,0.017568,0.202856,0.005025,0.047457,0.000801,0.013728,0.000352,0.001536,0.115621,0.891907
0.432593,0.017792,0.203112,0.005281,0.049665,0.001025,0.013920,0.000352,0.001536,0.113317,0.908067
0.416304,0.017760,0.203976,0.004992,0.047842,0.000800,0.013889,0.000352,0.001536,0.115461,0.889667
0.415760,0.017761,0.203304,0.004960,0.048802,0.000800,0.013761,0.000320,0.001504,0.110404,0.887715
0.416688,0.017729,0.203624,0.004992,0.048706,0.000800,0.014017,0.000384,0.001536,0.114180,0.907395
0.417456,0.017921,0.203496,0.005056,0.048834,0.000832,0.013953,0.000352,0.001504,0.138245,0.915172
0.416497,0.017472,0.203880,0.004993,0.048193,0.000832,0.013952,0.000352,0.001536,0.120869,0.898307
0.415920,0.017633,0.202664,0.005248,0.048322,0.000768,0.013953,0.000384,0.001472,0.111588,0.889379
0.433233,0.017473,0.202696,0.005088,0.048034,0.000768,0.013633,0.000352,0.001568,0.113412,0.904420
0.416752,0.017793,0.202120,0.005024,0.049218,0.000768,0.013729,0.000352,0.001472,0.112228,0.885955
0.416048,0.017697,0.202888,0.004832,0.048098,0.000576,0.013792,0.000384,0.001568,0.113669,0.892323
0.416081,0.017825,0.203976,0.005024,0.047362,0.000800,0.013632,0.000384,0.001472,0.116037,0.915364
0.415536,0.017697,0.203048,0.005056,0.048738,0.000832,0.013632,0.000320,0.001409,0.106980,0.880802
0.415984,0.017505,0.203560,0.005056,0.047554,0.000800,0.013728,0.000352,0.001505,0.112420,0.883842
0.416304,0.017824,0.202824,0.005024,0.047874,0.000800,0.013441,0.000352,0.001408,0.112452,0.896931
0.433553,0.017985,0.202888,0.005216,0.048002,0.000800,0.013985,0.000352,0.001536,0.111172,0.906180
0.415536,0.017728,0.202696,0.005088,0.048674,0.000768,0.013921,0.000352,0.001472,0.112804,0.886307
0.415440,0.017409,0.202632,0.004992,0.049378,0.000672,0.013473,0.000384,0.001472,0.109508,0.885155
0.415856,0.017601,0.201896,0.004864,0.048226,0.000896,0.013697,0.000352,0.001376,0.110532,0.885219
0.415633,0.017568,0.202440,0.005345,0.048257,0.000833,0.013824,0.000352,0.001408,0.109060,0.883107
0.415408,0.017665,0.202248,0.005056,0.047874,0.000800,0.013888,0.000352,0.001504,0.112485,0.887458
0.416017,0.017792,0.202088,0.005281,0.049666,0.000800,0.013600,0.000416,0.001440,0.113413,0.892003
0.416305,0.017792,0.236554,0.005184,0.047522,0.000832,0.013536,0.000352,0.001504,0.121477,0.932517
0.416625,0.018240,0.202472,0.005249,0.048065,0.000736,0.013441,0.000352,0.001408,0.115269,0.891555
0.416624,0.017697,0.201864,0.005024,0.048514,0.000800,0.013793,0.000352,0.001440,0.113668,0.891715
0.416752,0.017472,0.202184,0.004896,0.047970,0.001024,0.013441,0.000352,0.001408,0.112388,0.895235
0.416016,0.017697,0.202440,0.004832,0.047074,0.001024,0.013697,0.000352,0.001376,0.127685,0.902883
0.415761,0.017440,0.202632,0.004833,0.047905,0.000992,0.013728,0.000384,0.001472,0.111077,0.886627
0.416048,0.017665,0.202248,0.004832,0.048098,0.001024,0.013473,0.000320,0.001440,0.109956,0.892483
0.415633,0.017633,0.222088,0.004928,0.048258,0.000768,0.013601,0.000352,0.001472,0.109316,0.911876
0.416240,0.017728,0.203784,0.005056,0.049666,0.000768,0.014017,0.000320,0.001504,0.117253,0.897859
0.415568,0.017665,0.202920,0.005024,0.048354,0.000768,0.013729,0.000352,0.001472,0.115108,0.887874
0.414832,0.017761,0.202632,0.004864,0.047970,0.000800,0.014336,0.000352,0.001440,0.114725,0.887202
0.416080,0.017600,0.202408,0.005216,0.047682,0.000768,0.013697,0.000384,0.001440,0.115781,0.891235
0.415984,0.017697,0.202824,0.004992,0.047746,0.000768,0.013921,0.000352,0.001696,0.110500,0.890659
0.416272,0.017281,0.202440,0.004992,0.049090,0.000736,0.014017,0.000384,0.001440,0.109828,0.887874
0.415920,0.017473,0.219304,0.005376,0.048994,0.000768,0.013697,0.000384,0.001472,0.110628,0.904771
0.415633,0.017920,0.202312,0.005025,0.048673,0.000992,0.013504,0.000416,0.001440,0.116357,0.894819
0.415569,0.017280,0.202024,0.004833,0.047713,0.001024,0.013664,0.000352,0.001408,0.111813,0.893859
0.416305,0.017504,0.201896,0.004833,0.047873,0.001025,0.013472,0.000384,0.001408,0.112069,0.889187
0.431985,0.017665,0.202600,0.005024,0.047938,0.001024,0.013472,0.000320,0.001440,0.112453,0.902755
0.415761,0.017536,0.202344,0.004833,0.047617,0.000864,0.013408,0.000352,0.001408,0.113061,0.885923
0.416209,0.017728,0.202952,0.004833,0.047297,0.000992,0.013696,0.000352,0.001504,0.110181,0.887491
0.415921,0.017600,0.202632,0.004833,0.065506,0.000864,0.013633,0.000352,0.001504,0.117636,0.918724
0.415824,0.017505,0.202088,0.004928,0.047906,0.000800,0.013728,0.000352,0.001473,0.112292,0.886882
0.415984,0.017345,0.203336,0.004896,0.048770,0.000800,0.013793,0.000352,0.001408,0.114468,0.889539
0.416080,0.017537,0.201992,0.004928,0.048226,0.000832,0.013601,0.000384,0.001408,0.113316,0.889539
0.435537,0.017792,0.204008,0.005281,0.050530,0.000768,0.014240,0.000384,0.001376,0.121765,0.919940
0.417361,0.017665,0.202503,0.005280,0.048354,0.000832,0.013792,0.000384,0.001376,0.113573,0.892163
0.415569,0.017632,0.202280,0.005312,0.048258,0.000800,0.013569,0.000352,0.001440,0.110564,0.883299
0.416752,0.017697,0.202216,0.005088,0.050370,0.001056,0.013697,0.000352,0.001440,0.131173,0.908899
0.418416,0.017537,0.205416,0.005024,0.048450,0.000832,0.013665,0.000352,0.001376,0.115621,0.902371
0.417137,0.017953,0.202983,0.005057,0.048162,0.000832,0.013984,0.000352,0.001664,0.113957,0.891619
0.416656,0.017537,0.203368,0.005248,0.048098,0.000832,0.013793,0.000352,0.001440,0.112868,0.887202
0.433073,0.017568,0.203016,0.005025,0.047617,0.000800,0.013953,0.000352,0.001472,0.106916,0.901027
0.415248,0.017825,0.202472,0.005344,0.047906,0.001056,0.013633,0.000320,0.001504,0.113188,0.897923
0.415856,0.017473,0.202535,0.005024,0.047778,0.000800,0.013824,0.000352,0.001376,0.112613,0.893890
0.416240,0.017569,0.203208,0.004992,0.049410,0.001024,0.013665,0.000416,0.001472,0.135173,0.920420
0.416400,0.017697,0.202696,0.005248,0.048802,0.001024,0.013473,0.000416,0.001472,0.113188,0.889763
0.416624,0.017761,0.203912,0.005280,0.048610,0.000800,0.013537,0.000352,0.001504,0.112164,0.896899
0.416240,0.017505,0.203176,0.004992,0.050114,0.001088,0.013825,0.000352,0.001504,0.113380,0.892035
0.434609,0.017473,0.203848,0.004960,0.048706,0.000800,0.013888,0.000384,0.001409,0.123844,0.921572
0.416785,0.017568,0.203207,0.005057,0.048162,0.001024,0.014272,0.000352,0.001440,0.116517,0.899620
0.416241,0.017633,0.202984,0.005024,0.047970,0.000864,0.013920,0.000320,0.001504,0.113349,0.890211
0.415537,0.017696,0.202696,0.005217,0.047809,0.000833,0.013792,0.000352,0.001408,0.124869,0.897123
0.415824,0.017889,0.202664,0.004896,0.048450,0.000992,0.013472,0.000384,0.001408,0.107269,0.879138
0.416049,0.017536,0.203368,0.004993,0.047457,0.000960,0.013697,0.000352,0.001408,0.115461,0.893571
0.415313,0.017600,0.202952,0.005057,0.047521,0.000576,0.013505,0.000352,0.001472,0.112677,0.887107
0.431857,0.017857,0.203624,0.004864,0.047970,0.000576,0.013536,0.000352,0.001504,0.112580,0.903747
0.415761,0.017440,0.203752,0.004865,0.048257,0.000960,0.013569,0.000384,0.001504,0.110148,0.890467
0.415920,0.017601,0.203944,0.004960,0.048162,0.001024,0.013568,0.000384,0.001536,0.112837,0.889986
0.415920,0.017473,0.203528,0.005024,0.047202,0.001024,0.013696,0.000320,0.001473,0.105476,0.901827
0.421169,0.017601,0.205000,0.005376,0.048162,0.000800,0.013568,0.000352,0.001537,0.115812,0.896451
0.416208,0.017793,0.203304,0.005024,0.048866,0.000800,0.013953,0.000352,0.001536,0.117188,0.895427
0.416944,0.017985,0.204424,0.005056,0.048194,0.000992,0.013696,0.000352,0.001472,0.117508,0.896259
0.433265,0.017569,0.203624,0.005056,0.048706,0.000576,0.013792,0.000384,0.001504,0.119845,0.917700
0.416465,0.017536,0.203496,0.004865,0.049090,0.000832,0.013728,0.000320,0.001504,0.111493,0.889891
0.415824,0.017761,0.203912,0.004992,0.048066,0.000800,0.013921,0.000352,0.001536,0.118468,0.903651
0.415920,0.017601,0.203080,0.004960,0.048898,0.000800,0.013665,0.000384,0.001504,0.133477,0.908931
0.416241,0.017569,0.202856,0.005088,0.048450,0.000800,0.013728,0.000352,0.001536,0.113253,0.891299
0.415920,0.017697,0.204168,0.005248,0.048418,0.000992,0.013760,0.000352,0.001473,0.121348,0.902563
0.416016,0.017697,0.204200,0.005024,0.048898,0.000800,0.013697,0.000320,0.001504,0.117253,0.896355
0.437585,0.017633,0.205032,0.005312,0.048546,0.000832,0.014209,0.000352,0.001568,0.127301,0.932837
0.417584,0.017633,0.203752,0.004992,0.047458,0.000800,0.013824,0.000352,0.001600,0.118533,0.897572
0.416785,0.017536,0.203880,0.004993,0.048002,0.000832,0.013504,0.000384,0.001536,0.119237,0.907012
0.417232,0.017665,0.222025,0.005184,0.047586,0.000800,0.013472,0.000384,0.001568,0.119108,0.917476
0.416560,0.017729,0.203880,0.004832,0.048770,0.000832,0.014113,0.000384,0.001504,0.116005,0.893923
0.416465,0.017600,0.203784,0.004897,0.049281,0.000769,0.013984,0.000352,0.001504,0.117861,0.899267
0.415920,0.017569,0.203304,0.004800,0.048322,0.001024,0.013697,0.000384,0.001536,0.114660,0.890051
0.435921,0.017793,0.203144,0.004832,0.048482,0.001024,0.013568,0.000352,0.001472,0.120261,0.921540
0.416529,0.017504,0.203016,0.004832,0.047586,0.000896,0.014017,0.000352,0.001408,0.115941,0.893987
0.416689,0.017984,0.203592,0.005121,0.047874,0.000800,0.013696,0.000352,0.001568,0.120165,0.901764
0.416880,0.017697,0.224649,0.005152,0.047906,0.000800,0.013472,0.000384,0.001536,0.116805,0.918372
0.415632,0.017601,0.203688,0.004864,0.047970,0.000768,0.013601,0.000352,0.001504,0.115076,0.891779
0.416592,0.017473,0.202440,0.005024,0.048290,0.000800,0.013824,0.000320,0.001537,0.117156,0.895299
0.417393,0.017760,0.203368,0.004993,0.048321,0.000768,0.013824,0.000352,0.001536,0.110180,0.891939
0.416400,0.017761,0.202664,0.005120,0.048866,0.000800,0.013920,0.000352,0.001440,0.119461,0.899811
0.416401,0.017665,0.202056,0.005056,0.048898,0.000800,0.013824,0.000352,0.001376,0.115013,0.893603
0.416688,0.017633,0.203304,0.004992,0.048482,0.000800,0.013760,0.000352,0.001472,0.117285,0.895748
0.416080,0.017633,0.220104,0.005312,0.048098,0.000832,0.013920,0.000352,0.001536,0.112709,0.907523
0.417136,0.017633,0.202376,0.005312,0.048962,0.000768,0.013920,0.000384,0.001472,0.115748,0.896355
0.414992,0.017601,0.203176,0.004992,0.047682,0.000992,0.013537,0.000352,0.001504,0.118980,0.895171
0.416112,0.017760,0.202536,0.004832,0.048674,0.000832,0.014049,0.000352,0.001536,0.117861,0.896483
0.416081,0.017568,0.202056,0.005025,0.048450,0.000800,0.014048,0.000352,0.001504,0.107684,0.880291
0.415312,0.017601,0.202664,0.005056,0.048386,0.000800,0.013665,0.000352,0.001504,0.115620,0.893187
0.415601,0.017633,0.202503,0.005057,0.048002,0.001024,0.013696,0.000352,0.001536,0.112261,0.886243
0.415856,0.017665,0.224873,0.005472,0.048034,0.000800,0.013697,0.000384,0.001600,0.124965,0.927332
0.416272,0.017473,0.203400,0.004992,0.048770,0.000736,0.013409,0.000384,0.001472,0.116580,0.892483
0.416080,0.017633,0.203336,0.005312,0.048290,0.000832,0.014017,0.000352,0.001472,0.109092,0.884194
0.416464,0.017473,0.202504,0.005280,0.048162,0.000800,0.013697,0.000384,0.001760,0.115556,0.893315
0.416208,0.017633,0.202984,0.005248,0.049602,0.000864,0.014017,0.000352,0.001536,0.116676,0.896611
0.416881,0.017632,0.204232,0.005024,0.048482,0.000832,0.013856,0.000352,0.001536,0.116165,0.897027
0.417232,0.017441,0.203176,0.005088,0.047906,0.000768,0.014048,0.000352,0.001792,0.118501,0.906563
0.436113,0.017793,0.203048,0.005088,0.048610,0.000832,0.014113,0.000384,0.001568,0.118884,0.916548
0.416400,0.017857,0.203496,0.005024,0.047778,0.000768,0.013856,0.000352,0.001504,0.114597,0.895171
0.415632,0.017537,0.202920,0.005024,0.048674,0.000832,0.014241,0.000352,0.001472,0.118533,0.898243
0.415536,0.017633,0.202984,0.005056,0.048546,0.000832,0.013824,0.000352,0.001472,0.114981,0.889794
0.415280,0.017665,0.203208,0.005024,0.048866,0.000832,0.014240,0.000384,0.001504,0.107908,0.882658
0.416113,0.017632,0.202471,0.005025,0.048546,0.000832,0.014240,0.000352,0.001568,0.117701,0.898340
0.416176,0.017728,0.203528,0.005088,0.048258,0.000832,0.014273,0.000352,0.001568,0.122149,0.900323
0.436081,0.017857,0.202248,0.005120,0.048002,0.000864,0.013857,0.000352,0.001632,0.113476,0.907972
0.416849,0.017696,0.203975,0.005248,0.048098,0.000800,0.013856,0.000384,0.001504,0.116165,0.898499
0.415792,0.017761,0.203624,0.005056,0.048546,0.000832,0.013985,0.000384,0.001440,0.123333,0.904355
0.415920,0.017505,0.202632,0.005312,0.048194,0.001024,0.013792,0.000384,0.001568,0.135014,0.913731
0.416496,0.017569,0.202952,0.005024,0.048642,0.000832,0.013889,0.000384,0.001504,0.111716,0.892547
0.416240,0.017505,0.202376,0.004992,0.047842,0.000768,0.014240,0.000384,0.001440,0.115620,0.893955
0.415856,0.017633,0.202056,0.005280,0.048674,0.000768,0.014049,0.000352,0.001536,0.111620,0.890179
0.432625,0.017600,0.202760,0.005088,0.048546,0.000832,0.014241,0.000352,0.001472,0.114661,0.909604
0.416336,0.017537,0.201864,0.005056,0.048322,0.000832,0.013985,0.000384,0.001504,0.119140,0.906243
0.416048,0.017473,0.202312,0.005024,0.050626,0.000864,0.014049,0.000352,0.001408,0.115972,0.895043
0.416368,0.017697,0.202248,0.005056,0.048418,0.000832,0.013952,0.000320,0.001472,0.138150,0.915331
0.420688,0.018048,0.205000,0.005409,0.048833,0.000800,0.014081,0.000384,0.001984,0.167879,0.955749
0.418864,0.018017,0.204680,0.005120,0.048802,0.000832,0.013985,0.000352,0.001952,0.154886,0.946949
0.418000,0.017888,0.204328,0.005024,0.048898,0.000832,0.013857,0.000320,0.001728,0.148518,0.935045
0.416528,0.017441,0.202920,0.005088,0.048098,0.000832,0.013952,0.000352,0.001856,0.116357,0.895011
0.417105,0.017728,0.203496,0.005281,0.048578,0.000864,0.013984,0.000352,0.001792,0.116005,0.899780
