Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-7],Layer[8],Layer[9],Layer[10],classifier
0.415504,0.017569,0.202184,0.005120,0.047906,0.000800,0.013505,0.165382,0.002592,0.000928,0.000384,0.879010
0.438833,0.017952,0.205704,0.005409,0.048641,0.000800,0.013633,0.190824,0.002784,0.001120,0.000352,0.934949
0.418001,0.017889,0.203624,0.004960,0.048354,0.000608,0.013472,0.174823,0.002368,0.000992,0.000352,0.892899
0.415856,0.017537,0.204168,0.004992,0.048034,0.000800,0.013440,0.174631,0.002592,0.001120,0.000353,0.891267
0.416752,0.017665,0.202536,0.005312,0.047874,0.000800,0.013473,0.168486,0.003041,0.000928,0.000576,0.885891
0.416528,0.017665,0.203368,0.005024,0.047106,0.001024,0.013408,0.166567,0.002656,0.000928,0.000352,0.882722
0.416113,0.017600,0.202856,0.005216,0.047105,0.000704,0.013409,0.172519,0.002688,0.000736,0.000320,0.886691
0.417712,0.017505,0.202376,0.005280,0.046946,0.000992,0.013408,0.164999,0.002784,0.000928,0.000352,0.880418
0.416945,0.017921,0.202504,0.005056,0.047106,0.000896,0.013441,0.181863,0.002688,0.000992,0.000352,0.916740
0.418160,0.017856,0.202568,0.005280,0.047522,0.000800,0.013473,0.174279,0.002784,0.000960,0.000352,0.893155
0.417265,0.017505,0.202791,0.005377,0.047394,0.000672,0.013504,0.173959,0.002592,0.001088,0.000416,0.891363
0.416784,0.017697,0.202824,0.005088,0.047266,0.000768,0.013409,0.169702,0.002528,0.000960,0.000384,0.884930
0.417200,0.017633,0.202088,0.005088,0.047458,0.000864,0.013409,0.165574,0.002496,0.000928,0.000576,0.880323
0.416816,0.017633,0.203048,0.004864,0.047426,0.000864,0.013409,0.166790,0.002816,0.001152,0.000352,0.883778
0.416561,0.017664,0.203175,0.005281,0.047170,0.000768,0.013440,0.164679,0.002816,0.000896,0.000384,0.880387
0.417136,0.017633,0.220041,0.005088,0.047330,0.000800,0.013408,0.176519,0.002816,0.000864,0.000352,0.909988
0.417361,0.017600,0.202344,0.004865,0.048225,0.000704,0.013377,0.183015,0.002592,0.000768,0.000352,0.898339
0.417872,0.017729,0.202056,0.005248,0.049186,0.000832,0.013345,0.166054,0.003008,0.000864,0.000384,0.883842
0.417008,0.017697,0.203560,0.005312,0.047682,0.000800,0.013408,0.173127,0.003136,0.000992,0.000352,0.891811
0.434449,0.017665,0.203048,0.005024,0.047426,0.000832,0.013697,0.174247,0.002592,0.001536,0.000384,0.910308
0.416624,0.017409,0.202568,0.004960,0.048034,0.000832,0.013409,0.177958,0.003264,0.001024,0.000416,0.895491
0.416497,0.017601,0.202439,0.005121,0.048066,0.000832,0.013440,0.170919,0.002656,0.000928,0.000384,0.887715
0.417104,0.017921,0.220776,0.005248,0.049730,0.000576,0.013504,0.173895,0.002688,0.000992,0.000608,0.912675
0.416592,0.017793,0.202344,0.005056,0.047842,0.000768,0.013409,0.166150,0.002688,0.001024,0.000384,0.882498
0.416400,0.017633,0.202440,0.005056,0.048226,0.000832,0.013345,0.173158,0.002945,0.001088,0.000352,0.890211
0.416688,0.017505,0.202248,0.005088,0.048770,0.000800,0.013441,0.180391,0.003264,0.001056,0.000320,0.897923
0.433681,0.017664,0.202216,0.005312,0.047362,0.000896,0.013601,0.186983,0.003200,0.001056,0.000384,0.921381
0.416208,0.017569,0.202408,0.005120,0.047458,0.000832,0.013569,0.161734,0.002688,0.001088,0.000384,0.876962
0.416976,0.017665,0.202472,0.005024,0.048738,0.000800,0.013344,0.162503,0.002816,0.000928,0.000384,0.879394
0.417104,0.017729,0.202248,0.005024,0.063586,0.000928,0.013569,0.190151,0.002656,0.001152,0.000384,0.923300
0.417104,0.017569,0.201832,0.005056,0.047970,0.000832,0.013344,0.179175,0.002657,0.001216,0.000384,0.895715
0.418096,0.017505,0.202120,0.005120,0.048258,0.000768,0.013633,0.168870,0.002592,0.001120,0.000609,0.887011
0.417232,0.017921,0.202600,0.005024,0.048290,0.000864,0.014113,0.176455,0.003008,0.001056,0.000640,0.895939
0.430865,0.017889,0.202120,0.005152,0.048386,0.000832,0.013440,0.168359,0.002720,0.001120,0.000416,0.899907
0.416272,0.017505,0.202376,0.005056,0.048322,0.000832,0.013761,0.171462,0.002880,0.000992,0.000384,0.888803
0.416689,0.017472,0.202600,0.005281,0.048001,0.000865,0.013504,0.178535,0.002848,0.001088,0.000384,0.895043
0.417040,0.017729,0.219721,0.005152,0.047746,0.000608,0.013408,0.171719,0.002272,0.001024,0.000384,0.905283
0.415536,0.017409,0.202248,0.005056,0.047938,0.000832,0.013409,0.174374,0.002817,0.000928,0.000608,0.888675
0.417585,0.017504,0.202664,0.005249,0.048482,0.000768,0.013664,0.162887,0.002688,0.000992,0.000384,0.881123
0.419376,0.017857,0.205416,0.005440,0.048098,0.000800,0.013473,0.171590,0.003008,0.001120,0.000608,0.895843
0.434385,0.017568,0.202824,0.005088,0.048098,0.000832,0.013409,0.170855,0.002784,0.000896,0.000384,0.905892
0.417073,0.017824,0.202504,0.005313,0.048482,0.000832,0.013408,0.174119,0.002912,0.001088,0.000352,0.891875
0.417808,0.017664,0.202408,0.005344,0.048514,0.000832,0.013857,0.177159,0.003808,0.001600,0.000352,0.898019
0.417680,0.017729,0.221865,0.005312,0.048450,0.000576,0.014176,0.203624,0.002592,0.000960,0.000416,0.941861
0.416817,0.017440,0.202120,0.005281,0.048129,0.000833,0.013792,0.166535,0.003008,0.001024,0.000352,0.884483
0.416849,0.017633,0.202503,0.005281,0.047906,0.000800,0.013568,0.164999,0.003008,0.000992,0.000384,0.882307
0.416881,0.017569,0.202504,0.005248,0.047426,0.000736,0.013472,0.169415,0.002976,0.000864,0.000384,0.886019
0.435569,0.017569,0.202248,0.005024,0.047522,0.000800,0.013696,0.166535,0.002816,0.000992,0.000352,0.901635
0.417296,0.017633,0.202792,0.005024,0.047586,0.000800,0.013601,0.169894,0.002720,0.000992,0.000544,0.887267
0.416304,0.017729,0.202312,0.005280,0.047266,0.000832,0.013536,0.176519,0.002880,0.001120,0.000608,0.893570
0.417041,0.017473,0.221416,0.005152,0.048322,0.000800,0.013793,0.171111,0.002944,0.001536,0.000384,0.909380
0.416336,0.017696,0.202760,0.005248,0.048418,0.000832,0.014145,0.172551,0.002912,0.000992,0.000416,0.890147
0.417264,0.017345,0.202440,0.005472,0.048130,0.000832,0.013536,0.172295,0.003008,0.001024,0.000384,0.890563
0.416496,0.017569,0.202312,0.005056,0.048226,0.000800,0.013921,0.177415,0.002976,0.001088,0.000384,0.893795
0.431313,0.017537,0.202376,0.004992,0.047618,0.000832,0.013409,0.171398,0.002880,0.001089,0.000352,0.902436
0.416880,0.017793,0.201896,0.005024,0.047874,0.000832,0.013440,0.168231,0.002720,0.000960,0.000416,0.883490
0.416592,0.017505,0.201864,0.005120,0.048034,0.000800,0.013824,0.174503,0.003040,0.000896,0.000384,0.889891
0.417040,0.017665,0.202344,0.005056,0.069987,0.000896,0.013760,0.166311,0.003008,0.000928,0.000352,0.905539
0.419185,0.017377,0.202792,0.005280,0.049826,0.000800,0.013408,0.179976,0.002656,0.000992,0.000416,0.903268
0.417520,0.017761,0.202632,0.005088,0.048610,0.000864,0.013440,0.172295,0.002880,0.001056,0.000352,0.890914
0.416785,0.017728,0.202184,0.005249,0.048097,0.000800,0.013345,0.172647,0.002848,0.001088,0.000352,0.890179
0.436178,0.017600,0.203496,0.005057,0.048193,0.000832,0.013440,0.187111,0.002849,0.001120,0.000384,0.925093
0.416848,0.017569,0.202504,0.005120,0.048098,0.000832,0.013377,0.170214,0.003104,0.000960,0.000352,0.887267
0.416752,0.017729,0.202376,0.005088,0.048450,0.000800,0.013408,0.184232,0.003072,0.001024,0.000640,0.901411
0.415920,0.017793,0.202120,0.005120,0.064291,0.000832,0.013600,0.180455,0.002528,0.000928,0.000608,0.913700
0.416784,0.017505,0.202184,0.005088,0.048322,0.000832,0.013409,0.184199,0.002944,0.001120,0.000608,0.900803
0.416016,0.017697,0.202216,0.005056,0.047458,0.000832,0.013312,0.170247,0.002688,0.000960,0.000576,0.885922
0.416977,0.017729,0.202728,0.005024,0.047010,0.000928,0.013504,0.164711,0.002656,0.000960,0.000352,0.880291
0.433424,0.017536,0.203048,0.005057,0.047201,0.000832,0.013857,0.178471,0.003008,0.001024,0.000352,0.915363
0.416464,0.017601,0.202088,0.005312,0.048322,0.000768,0.013696,0.168167,0.003040,0.001088,0.000416,0.884482
0.416528,0.018529,0.202184,0.005024,0.047938,0.000800,0.013377,0.180455,0.002752,0.001056,0.000352,0.897443
0.416720,0.017441,0.202088,0.025185,0.052834,0.000800,0.013376,0.172615,0.003328,0.001568,0.000352,0.914916
0.417808,0.017536,0.202472,0.005056,0.048226,0.000768,0.013761,0.185319,0.002528,0.000960,0.000320,0.902979
0.416593,0.017729,0.202631,0.005089,0.048130,0.000832,0.013824,0.170151,0.002944,0.000992,0.000672,0.887267
0.416688,0.018017,0.204232,0.005024,0.047554,0.000832,0.013505,0.170310,0.002817,0.000992,0.000352,0.889123
0.433777,0.017505,0.202216,0.005280,0.048034,0.000704,0.013504,0.177158,0.002881,0.000896,0.000384,0.910116
0.415696,0.017601,0.202248,0.005024,0.048226,0.000800,0.013441,0.176263,0.002688,0.001056,0.000384,0.891907
0.417425,0.017728,0.202088,0.005121,0.048161,0.000801,0.013408,0.172103,0.003040,0.001152,0.000608,0.889507
0.416945,0.017536,0.220809,0.005280,0.047810,0.000768,0.013473,0.183303,0.002944,0.001056,0.000384,0.920196
0.417904,0.017729,0.202376,0.005056,0.047746,0.000960,0.013473,0.177479,0.003072,0.000960,0.000576,0.894883
0.416944,0.017632,0.202056,0.005024,0.048258,0.000832,0.013505,0.176263,0.002464,0.001024,0.000672,0.892739
0.416721,0.017441,0.202311,0.005089,0.048322,0.000800,0.013536,0.176455,0.002848,0.000992,0.000352,0.892547
0.451889,0.017697,0.202216,0.005024,0.047586,0.000800,0.013985,0.183879,0.003008,0.001120,0.000416,0.937796
0.418065,0.017664,0.202440,0.005025,0.048321,0.000800,0.013569,0.183591,0.002880,0.001184,0.000384,0.902340
0.416785,0.017632,0.202344,0.005057,0.048801,0.000833,0.014176,0.171815,0.002752,0.001056,0.000320,0.890051
0.416817,0.017569,0.223816,0.005153,0.048513,0.000800,0.013664,0.177991,0.002816,0.001152,0.000352,0.917124
0.416209,0.017408,0.201992,0.004993,0.048578,0.000800,0.013536,0.167207,0.002848,0.001024,0.000384,0.883267
0.415728,0.017633,0.202343,0.005089,0.047938,0.000800,0.013888,0.176647,0.002656,0.001440,0.000320,0.892035
0.418800,0.017825,0.202696,0.005056,0.048258,0.000832,0.013985,0.182343,0.002752,0.001120,0.000384,0.903363
0.433905,0.017857,0.202664,0.005312,0.047586,0.000832,0.013504,0.168167,0.002976,0.001056,0.000448,0.902371
0.416720,0.017729,0.202856,0.005056,0.048354,0.000832,0.013952,0.179431,0.002528,0.001024,0.000384,0.897059
0.417424,0.017665,0.202824,0.005248,0.048706,0.000800,0.013729,0.177895,0.002688,0.001088,0.000384,0.896195
0.416593,0.017568,0.221929,0.005120,0.048226,0.000832,0.013793,0.170311,0.002592,0.000992,0.000384,0.907268
0.416880,0.017633,0.202472,0.004992,0.048034,0.000896,0.013696,0.169543,0.002848,0.001184,0.000576,0.886754
0.415632,0.017537,0.202472,0.005120,0.048834,0.000832,0.013665,0.177766,0.002816,0.001184,0.000384,0.894947
0.416048,0.017664,0.202344,0.005472,0.048290,0.000800,0.013857,0.174951,0.002816,0.000960,0.000384,0.891235
0.434801,0.017601,0.202216,0.005120,0.048482,0.000768,0.013761,0.165638,0.003008,0.000992,0.000384,0.901476
0.416304,0.017601,0.201960,0.005088,0.048610,0.000800,0.013728,0.164519,0.002848,0.000960,0.000384,0.880994
0.416560,0.017473,0.202120,0.005344,0.048802,0.000800,0.013536,0.173223,0.002560,0.001152,0.000384,0.891299
0.416656,0.017537,0.202120,0.005312,0.071235,0.000864,0.014145,0.178407,0.002784,0.000896,0.000352,0.918532
0.417681,0.017440,0.202280,0.005345,0.047329,0.000832,0.013473,0.176455,0.003136,0.001024,0.000384,0.894147
0.416688,0.017760,0.201992,0.005088,0.047330,0.000832,0.013441,0.173191,0.002592,0.000928,0.000384,0.888355
0.416241,0.017760,0.202183,0.005281,0.048162,0.000800,0.013344,0.184455,0.003041,0.001024,0.000416,0.901316
0.433905,0.017569,0.202952,0.005216,0.047426,0.000800,0.013376,0.174055,0.002656,0.000960,0.000608,0.907716
0.416880,0.017537,0.202312,0.005376,0.047778,0.000832,0.013345,0.177927,0.002656,0.000960,0.000384,0.895299
0.416913,0.017665,0.202248,0.005056,0.047714,0.000832,0.013344,0.169287,0.002848,0.000960,0.000608,0.885795
0.417360,0.017568,0.202888,0.005024,0.067459,0.000832,0.013665,0.175239,0.002656,0.000992,0.000416,0.912676
0.416432,0.017537,0.202152,0.005056,0.048962,0.000832,0.013569,0.172550,0.002624,0.000960,0.000608,0.889123
0.417297,0.017696,0.202600,0.005281,0.048545,0.000833,0.013824,0.185575,0.003073,0.001216,0.000416,0.906116
0.416944,0.021057,0.202472,0.005024,0.047394,0.000800,0.013633,0.161254,0.002976,0.000864,0.000352,0.880482
0.432017,0.017664,0.202408,0.005089,0.048481,0.001056,0.013952,0.171879,0.002528,0.001056,0.000352,0.905347
0.416945,0.017505,0.203175,0.005248,0.048162,0.000800,0.013568,0.180871,0.002560,0.000993,0.000352,0.898820
0.416624,0.018337,0.202600,0.005024,0.048162,0.000896,0.013697,0.178567,0.002496,0.000960,0.000384,0.896931
0.417233,0.017504,0.202824,0.005057,0.063426,0.000864,0.013697,0.173479,0.002944,0.000928,0.000256,0.905860
0.416177,0.017793,0.202791,0.005184,0.047394,0.000832,0.013408,0.180295,0.002880,0.001024,0.000384,0.895108
0.417168,0.017537,0.202088,0.005216,0.047394,0.000800,0.013441,0.171943,0.002720,0.001088,0.000672,0.888675
0.417008,0.017729,0.202504,0.005056,0.047810,0.000832,0.013504,0.174567,0.002656,0.000928,0.000320,0.890851
0.435249,0.017792,0.202632,0.005057,0.048226,0.000800,0.013632,0.178151,0.002752,0.001024,0.000608,0.914147
0.417168,0.017633,0.202856,0.005344,0.048866,0.000832,0.013601,0.177607,0.002816,0.001024,0.000384,0.897315
0.417200,0.017793,0.202344,0.005312,0.047842,0.000832,0.013537,0.188103,0.002656,0.000992,0.000608,0.905539
0.416560,0.017537,0.202504,0.005344,0.048098,0.000864,0.032162,0.188935,0.002880,0.001088,0.000352,0.926628
0.416848,0.017729,0.203368,0.005024,0.048322,0.000800,0.013505,0.180519,0.002944,0.001088,0.000576,0.899075
0.415985,0.017760,0.202856,0.005089,0.048546,0.000832,0.013600,0.180679,0.002848,0.001120,0.000352,0.898148
0.416017,0.017664,0.203112,0.005025,0.048034,0.000832,0.013440,0.179463,0.002848,0.000992,0.000384,0.896323
0.432305,0.017473,0.202824,0.005088,0.048290,0.000800,0.013697,0.172678,0.002656,0.001120,0.000416,0.905924
0.418065,0.017728,0.202312,0.005089,0.047681,0.000800,0.013793,0.171303,0.002784,0.000992,0.000576,0.889731
0.416656,0.017569,0.203816,0.005376,0.047714,0.000800,0.013409,0.173159,0.002752,0.001088,0.000576,0.890947
0.416816,0.018177,0.202632,0.005280,0.048546,0.000576,0.013344,0.155462,0.002880,0.001377,0.000416,0.893827
0.417296,0.018016,0.202792,0.005280,0.048962,0.000832,0.013633,0.180231,0.003104,0.001024,0.000384,0.900451
0.417712,0.017761,0.203336,0.005056,0.048098,0.000800,0.014016,0.173991,0.003296,0.001216,0.000384,0.894723
0.416624,0.017761,0.202600,0.005312,0.048450,0.000896,0.013729,0.176967,0.003040,0.001088,0.000384,0.895427
0.435281,0.017665,0.203592,0.005056,0.048194,0.000800,0.013601,0.176039,0.003104,0.001120,0.000352,0.913956
0.417904,0.017665,0.202408,0.005248,0.048578,0.000800,0.013408,0.177575,0.003009,0.001216,0.000384,0.897219
0.417584,0.017504,0.202568,0.005056,0.049250,0.000832,0.013921,0.171623,0.002688,0.001088,0.000576,0.892899
0.416368,0.017729,0.218825,0.005248,0.048642,0.000544,0.013793,0.173222,0.002784,0.001121,0.000384,0.907492
0.416657,0.017697,0.202599,0.005025,0.047714,0.000832,0.013696,0.173191,0.002656,0.001088,0.000576,0.890499
0.416560,0.017697,0.201928,0.005248,0.047906,0.000800,0.013505,0.177159,0.002784,0.001120,0.000608,0.893539
0.417584,0.017729,0.202792,0.005088,0.048482,0.000832,0.013409,0.172166,0.002816,0.001057,0.000608,0.892067
0.418224,0.018049,0.203656,0.005312,0.048482,0.000768,0.013697,0.179367,0.003136,0.001088,0.000640,0.901379
0.418193,0.017984,0.202760,0.005249,0.049186,0.000800,0.013536,0.170055,0.002848,0.001120,0.000608,0.891363
0.416560,0.017729,0.202600,0.005312,0.048642,0.000832,0.013728,0.173447,0.002944,0.001184,0.000576,0.892355
0.417040,0.017504,0.222249,0.005280,0.047906,0.000832,0.013729,0.172486,0.002433,0.001056,0.000384,0.909988
0.416240,0.017441,0.202440,0.005280,0.048450,0.000800,0.013633,0.176935,0.002784,0.001088,0.000352,0.893987
0.416913,0.017760,0.202664,0.005057,0.048257,0.000800,0.013761,0.168743,0.002560,0.001120,0.000608,0.887619
0.417744,0.017601,0.202856,0.005024,0.048706,0.000800,0.013729,0.179719,0.002848,0.001536,0.000352,0.899235
0.416080,0.017665,0.202184,0.005312,0.048226,0.000832,0.014080,0.175143,0.002816,0.001152,0.000576,0.892643
0.416720,0.017761,0.202472,0.005280,0.047778,0.000800,0.013728,0.177479,0.002752,0.001024,0.000448,0.894531
0.416624,0.017505,0.202888,0.004960,0.048546,0.000576,0.013408,0.176007,0.003200,0.001217,0.000384,0.893923
0.418768,0.018081,0.226825,0.005440,0.048898,0.000800,0.013440,0.169607,0.003104,0.001216,0.000608,0.916291
0.416400,0.017857,0.203080,0.005216,0.048418,0.000832,0.013697,0.175911,0.002688,0.001120,0.000384,0.893795
0.417456,0.017921,0.202600,0.004992,0.048226,0.000800,0.013633,0.174694,0.002785,0.001024,0.000576,0.893411
0.417168,0.017569,0.202408,0.005056,0.047970,0.000832,0.013569,0.173030,0.002721,0.000928,0.000384,0.889507
0.416880,0.017921,0.203272,0.005248,0.050050,0.000544,0.013409,0.176103,0.002880,0.001056,0.000576,0.895619
0.416209,0.017472,0.202152,0.005184,0.048258,0.000832,0.013665,0.170119,0.002848,0.000992,0.000416,0.886627
0.415760,0.017601,0.202600,0.004864,0.048226,0.000800,0.013473,0.169478,0.002592,0.001024,0.000384,0.884771
0.415728,0.017377,0.219785,0.005024,0.047714,0.000544,0.013600,0.165511,0.002848,0.000928,0.000384,0.898883
0.416688,0.017633,0.202216,0.004960,0.047074,0.000768,0.013409,0.170502,0.002688,0.000993,0.000352,0.885027
0.416880,0.017441,0.202152,0.004864,0.047010,0.000800,0.013344,0.171143,0.002496,0.001024,0.000352,0.885410
0.417392,0.017697,0.203848,0.005280,0.048098,0.000992,0.013665,0.183815,0.002784,0.001120,0.000576,0.903971
0.416689,0.017664,0.202248,0.005248,0.047362,0.000800,0.013473,0.170471,0.002752,0.001120,0.000384,0.886435
0.417553,0.017696,0.202504,0.005121,0.047073,0.000864,0.013889,0.177447,0.003104,0.001152,0.000352,0.895875
0.416753,0.017760,0.202472,0.005057,0.048802,0.000832,0.013696,0.171079,0.002976,0.001152,0.000352,0.889827
0.416208,0.017697,0.221289,0.005344,0.047714,0.000800,0.014048,0.177735,0.002849,0.001152,0.000640,0.914148
0.416689,0.017409,0.202440,0.005184,0.048098,0.000768,0.013664,0.177703,0.002848,0.001088,0.000352,0.894915
0.416177,0.017696,0.202312,0.005345,0.048001,0.000800,0.013537,0.179847,0.002752,0.000960,0.000608,0.895779
0.416145,0.017504,0.202472,0.005281,0.048833,0.000800,0.013537,0.170823,0.002752,0.001152,0.000608,0.888483
0.416177,0.017696,0.202184,0.005312,0.047682,0.000832,0.013313,0.182247,0.003072,0.001152,0.000384,0.898531
0.418576,0.017729,0.204136,0.005184,0.048034,0.000800,0.013601,0.175655,0.003008,0.001024,0.000352,0.898019
0.417681,0.017953,0.203335,0.004960,0.048066,0.000800,0.013408,0.171527,0.003552,0.001024,0.000640,0.891139
0.417233,0.017601,0.220744,0.005152,0.048322,0.000832,0.013729,0.181895,0.002656,0.001376,0.000416,0.918884
0.418000,0.017633,0.202696,0.005408,0.047490,0.000832,0.013473,0.171878,0.003361,0.001536,0.000576,0.891427
0.417264,0.017601,0.202344,0.005024,0.048802,0.000832,0.013664,0.171879,0.002816,0.001312,0.000320,0.890691
0.416624,0.017505,0.202408,0.005184,0.048194,0.000768,0.013825,0.179687,0.002880,0.001248,0.000576,0.897091
0.416400,0.017857,0.202984,0.005024,0.047842,0.000832,0.013601,0.180199,0.002816,0.001248,0.000384,0.898851
0.416465,0.017888,0.202504,0.005025,0.048481,0.000832,0.013569,0.178887,0.003072,0.001312,0.000576,0.897187
0.416368,0.017665,0.202120,0.005184,0.047714,0.000832,0.013409,0.167078,0.002784,0.001120,0.000352,0.883683
0.434225,0.018401,0.202344,0.005024,0.048034,0.000832,0.013345,0.173991,0.002688,0.001120,0.000544,0.909508
0.419024,0.017697,0.202504,0.005184,0.048066,0.000928,0.013440,0.173703,0.002816,0.001312,0.000384,0.894563
0.416432,0.017761,0.202472,0.005248,0.048482,0.000896,0.013473,0.187015,0.003104,0.001120,0.000576,0.905123
0.415696,0.017985,0.202024,0.005056,0.048418,0.000800,0.013920,0.175431,0.002784,0.001120,0.000352,0.892130
0.416336,0.017729,0.201768,0.005120,0.048002,0.000800,0.014145,0.176103,0.002976,0.001280,0.000608,0.893315
0.416944,0.017889,0.201960,0.005024,0.048386,0.000832,0.013537,0.180199,0.003008,0.001088,0.000640,0.898691
0.417808,0.017633,0.201768,0.005088,0.049154,0.000800,0.013633,0.184007,0.003104,0.001280,0.000384,0.903011
0.435281,0.017536,0.202504,0.005089,0.048129,0.000800,0.014048,0.185415,0.003009,0.001184,0.000576,0.922340
0.415824,0.018049,0.202344,0.005088,0.048194,0.000864,0.013537,0.172486,0.002816,0.001120,0.000608,0.889059
0.416272,0.017793,0.202024,0.005024,0.047490,0.000832,0.013632,0.176647,0.002816,0.001056,0.000608,0.892642
0.416529,0.017760,0.202664,0.005216,0.049569,0.000736,0.013664,0.210696,0.002464,0.001249,0.000352,0.928837
0.419632,0.017985,0.205576,0.005376,0.048898,0.000832,0.013665,0.191336,0.002848,0.001216,0.000384,0.917988
0.417488,0.017633,0.202792,0.005216,0.048098,0.000800,0.013633,0.178503,0.003008,0.001440,0.000320,0.897251
0.417360,0.017889,0.202920,0.005248,0.048738,0.000800,0.013665,0.176583,0.002592,0.001120,0.000352,0.895715
0.434193,0.017601,0.202536,0.005088,0.047970,0.000768,0.013985,0.180775,0.002912,0.001184,0.000608,0.916324
0.417840,0.017921,0.202056,0.005088,0.048290,0.000800,0.014113,0.179655,0.002880,0.001376,0.000640,0.899075
0.416625,0.017984,0.202472,0.005024,0.048898,0.000896,0.013505,0.177575,0.002880,0.001280,0.000320,0.895875
0.416913,0.017953,0.202759,0.005185,0.069698,0.000832,0.014144,0.178631,0.002624,0.001344,0.000320,0.919716
0.417072,0.017664,0.202664,0.005248,0.048546,0.000800,0.013665,0.178087,0.002976,0.001280,0.000576,0.896931
0.416432,0.017569,0.202504,0.005280,0.048130,0.000832,0.013760,0.175559,0.003328,0.001344,0.000609,0.894019
0.416240,0.017537,0.202472,0.005024,0.048994,0.000832,0.013601,0.168358,0.003392,0.001120,0.000384,0.886818
0.435537,0.017857,0.202984,0.005376,0.047938,0.000832,0.013921,0.182663,0.003776,0.001152,0.000384,0.924100
0.418160,0.017473,0.202024,0.005120,0.047426,0.000736,0.013568,0.173351,0.002848,0.000960,0.000384,0.890082
0.415857,0.017696,0.201896,0.005281,0.048449,0.000800,0.013473,0.185447,0.003360,0.000833,0.000352,0.902500
0.416337,0.017888,0.201832,0.005249,0.061922,0.000864,0.013409,0.166790,0.002784,0.000928,0.000608,0.896323
0.414352,0.017697,0.202152,0.004800,0.048738,0.000832,0.013377,0.167238,0.002624,0.000832,0.000353,0.881091
0.416465,0.017632,0.201928,0.004832,0.048034,0.000832,0.013473,0.164102,0.002496,0.000897,0.000352,0.878083
0.416016,0.017504,0.201928,0.004736,0.047266,0.000832,0.013409,0.155398,0.002208,0.000864,0.000288,0.868098
0.430640,0.017504,0.202440,0.004800,0.047138,0.000768,0.013377,0.156390,0.002368,0.000736,0.000320,0.883682
0.415792,0.017633,0.201864,0.004832,0.047266,0.000992,0.013344,0.158470,0.002369,0.000704,0.000320,0.870658
0.417616,0.017633,0.202376,0.005216,0.047266,0.000800,0.013377,0.166342,0.002688,0.001056,0.000353,0.882435
0.417008,0.017665,0.202504,0.005312,0.047330,0.001024,0.013312,0.169959,0.002816,0.000960,0.000384,0.888162
0.417648,0.017569,0.202472,0.005344,0.047138,0.000800,0.013441,0.160390,0.003104,0.000896,0.000352,0.877410
0.416208,0.017633,0.201992,0.005216,0.047586,0.000992,0.013377,0.173095,0.002656,0.000960,0.000512,0.888355
0.416880,0.017729,0.202152,0.004896,0.046786,0.000832,0.013408,0.154822,0.002689,0.001152,0.000576,0.869378
0.415569,0.017408,0.235402,0.005280,0.047202,0.000768,0.013536,0.174279,0.002784,0.000992,0.000352,0.921508
0.415792,0.017761,0.201832,0.004896,0.047266,0.000832,0.013377,0.176262,0.002688,0.000960,0.000352,0.890051
0.416176,0.018080,0.201896,0.004896,0.048386,0.000832,0.013345,0.161094,0.002304,0.000928,0.000352,0.875618
0.416048,0.017537,0.202056,0.004896,0.047266,0.000576,0.013312,0.158599,0.002720,0.000896,0.000288,0.871330
0.429393,0.017345,0.202056,0.004832,0.047490,0.000576,0.013312,0.159495,0.002624,0.000864,0.000320,0.885219
0.417104,0.017505,0.201928,0.005024,0.047362,0.001024,0.013377,0.172294,0.002721,0.000992,0.000352,0.888579
0.417168,0.017697,0.202376,0.004800,0.047170,0.000800,0.013408,0.172839,0.003136,0.001024,0.000384,0.890210
0.416912,0.017793,0.202952,0.004896,0.061506,0.000800,0.013537,0.179303,0.002880,0.000992,0.000352,0.909731
0.416720,0.017697,0.202440,0.005344,0.047362,0.000832,0.013441,0.182887,0.002688,0.001312,0.000448,0.901059
0.418224,0.017345,0.202600,0.004864,0.047522,0.001024,0.013729,0.175622,0.002944,0.001216,0.000416,0.893347
0.416624,0.017857,0.202024,0.004864,0.047138,0.000800,0.013344,0.181863,0.002912,0.000896,0.000416,0.896515
0.435889,0.017601,0.201960,0.004928,0.047394,0.000800,0.013408,0.172295,0.002720,0.001152,0.000384,0.907171
0.416113,0.017888,0.202280,0.004897,0.047169,0.000992,0.013409,0.178375,0.002592,0.001024,0.000576,0.893123
0.416336,0.017793,0.202760,0.004864,0.047074,0.000992,0.013408,0.167527,0.003040,0.001088,0.000608,0.883810
0.416176,0.017473,0.202056,0.004768,0.063138,0.000832,0.013440,0.172551,0.002784,0.001024,0.000352,0.903139
0.417072,0.017377,0.202504,0.004800,0.046882,0.001024,0.013345,0.165478,0.002944,0.001120,0.000416,0.881378
0.416688,0.017697,0.203368,0.005056,0.047074,0.001024,0.013504,0.178086,0.002912,0.001056,0.000352,0.895139
0.416816,0.017505,0.202632,0.005280,0.047234,0.000800,0.013472,0.176647,0.003040,0.001217,0.000608,0.893859
0.430801,0.017825,0.202888,0.005088,0.047586,0.000832,0.013440,0.171879,0.003104,0.001056,0.000416,0.903299
0.416977,0.017440,0.202504,0.005057,0.047425,0.000768,0.013377,0.172999,0.002816,0.001184,0.000352,0.888931
0.416720,0.017953,0.202248,0.005056,0.049698,0.000832,0.013952,0.171815,0.002784,0.001216,0.000576,0.891075
