Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-8],Layer[9],Layer[10],classifier
0.418384,0.017697,0.203016,0.005248,0.048642,0.196136,0.001536,0.000352,0.897923
0.417488,0.017697,0.203432,0.005280,0.048322,0.206216,0.001184,0.000608,0.907747
0.416464,0.017953,0.202824,0.005248,0.066755,0.197448,0.001632,0.000352,0.915940
0.416305,0.017985,0.202792,0.005312,0.048322,0.198919,0.001312,0.000352,0.898980
0.419088,0.017537,0.202728,0.005248,0.048226,0.190856,0.001312,0.000416,0.892739
0.415984,0.017569,0.202760,0.005280,0.048738,0.193895,0.001536,0.000640,0.894339
0.436081,0.017633,0.203080,0.005248,0.048418,0.196456,0.001312,0.000640,0.916260
0.416048,0.017793,0.202888,0.005088,0.048226,0.198344,0.001344,0.000352,0.898275
0.417136,0.017761,0.203144,0.005216,0.048770,0.193767,0.001568,0.000384,0.895715
0.418192,0.017505,0.202504,0.005248,0.067715,0.197735,0.001440,0.000385,0.919204
0.417329,0.017696,0.203079,0.005249,0.048386,0.201447,0.001856,0.000384,0.902436
0.416528,0.017633,0.202632,0.005248,0.048162,0.197352,0.001568,0.000608,0.896963
0.416752,0.017601,0.202504,0.005088,0.048418,0.196360,0.001600,0.000576,0.895843
0.434513,0.018113,0.203207,0.005216,0.048130,0.196327,0.001472,0.000640,0.914851
0.416656,0.017857,0.202888,0.005248,0.048450,0.200776,0.001536,0.000576,0.901507
0.419376,0.017632,0.202536,0.005280,0.048898,0.193832,0.001344,0.000448,0.896707
0.418000,0.017569,0.221960,0.005281,0.048418,0.207944,0.001696,0.000384,0.928868
0.416561,0.017728,0.202600,0.005313,0.048833,0.199272,0.001536,0.000608,0.899587
0.419761,0.017696,0.204296,0.005313,0.048290,0.199623,0.001505,0.000640,0.904836
0.418832,0.017729,0.202952,0.005216,0.048738,0.197768,0.001280,0.000352,0.900483
0.435217,0.017633,0.202632,0.005120,0.048546,0.208008,0.001568,0.000416,0.926500
0.417616,0.017761,0.203112,0.005280,0.048514,0.192392,0.001408,0.000448,0.894147
0.417744,0.017729,0.202184,0.005152,0.048834,0.199880,0.001312,0.000320,0.900259
0.416560,0.017760,0.221065,0.005344,0.048066,0.202056,0.001248,0.000576,0.920388
0.417137,0.017536,0.203208,0.005281,0.048386,0.200455,0.001441,0.000352,0.901412
0.416208,0.017633,0.203016,0.005088,0.049186,0.197224,0.001344,0.000640,0.898051
0.418288,0.017601,0.203464,0.005184,0.049154,0.209352,0.001344,0.000352,0.912035
0.434513,0.017633,0.202952,0.005216,0.048450,0.197607,0.001249,0.000352,0.915396
0.420688,0.017664,0.204392,0.005280,0.048514,0.198824,0.001536,0.000608,0.905027
0.420881,0.017601,0.202920,0.005216,0.048642,0.195079,0.001472,0.000576,0.899876
0.416881,0.017696,0.221737,0.005408,0.047810,0.218441,0.001536,0.000416,0.937669
0.429041,0.017696,0.202408,0.005281,0.048130,0.217608,0.001408,0.000640,0.929988
0.416944,0.017313,0.202792,0.005216,0.048610,0.196136,0.001312,0.000352,0.895267
0.416945,0.017344,0.202792,0.005313,0.048609,0.195912,0.001440,0.000416,0.896739
0.416752,0.017793,0.203496,0.005248,0.048130,0.208008,0.001376,0.000608,0.908803
0.417105,0.017921,0.202536,0.005248,0.048578,0.200552,0.001600,0.000416,0.901348
0.416848,0.017729,0.202632,0.005088,0.048194,0.213704,0.001472,0.000608,0.913604
0.416336,0.037474,0.203304,0.005088,0.048770,0.215433,0.001536,0.000640,0.936517
0.415825,0.017600,0.203655,0.005313,0.048706,0.205640,0.001504,0.000640,0.906436
0.415408,0.017280,0.203080,0.005024,0.048578,0.202056,0.001696,0.000384,0.901187
0.416112,0.017889,0.202792,0.005280,0.047906,0.198856,0.001920,0.000704,0.898915
0.415537,0.017728,0.203144,0.005249,0.048226,0.200359,0.001440,0.000385,0.899012
0.416944,0.017697,0.203592,0.005504,0.048194,0.198440,0.001600,0.000576,0.901923
0.416976,0.017761,0.202856,0.005280,0.048226,0.208680,0.001696,0.000352,0.910723
0.436177,0.017568,0.203528,0.005185,0.047905,0.199048,0.001504,0.000384,0.921156
0.416240,0.017569,0.202824,0.005088,0.047810,0.200360,0.001440,0.000640,0.900387
0.416176,0.017601,0.202600,0.005280,0.048386,0.201544,0.001536,0.000384,0.901507
0.416112,0.017793,0.202536,0.005248,0.048738,0.222472,0.001440,0.000640,0.922500
0.416496,0.017569,0.202984,0.005312,0.048322,0.203368,0.001568,0.000352,0.903971
0.416049,0.018336,0.202824,0.005281,0.048578,0.195399,0.001536,0.000352,0.896323
0.416048,0.017729,0.203336,0.005248,0.048002,0.197095,0.001536,0.000384,0.897027
0.435825,0.017953,0.202984,0.005280,0.048706,0.195784,0.001760,0.000352,0.916964
0.416304,0.017537,0.202792,0.005088,0.048642,0.190600,0.001600,0.000352,0.890883
0.416368,0.017729,0.202696,0.005248,0.048578,0.209993,0.001440,0.000384,0.909764
0.416336,0.017793,0.224073,0.005408,0.048386,0.193319,0.001632,0.000416,0.915747
0.415569,0.017568,0.202535,0.005057,0.048226,0.196935,0.001536,0.000384,0.895875
0.416049,0.017569,0.202791,0.005217,0.048994,0.202728,0.001536,0.000352,0.903300
0.416240,0.017505,0.202760,0.005408,0.048162,0.202600,0.001408,0.000608,0.903779
0.416496,0.017569,0.202632,0.005184,0.048066,0.196456,0.001536,0.000352,0.896195
0.417008,0.018113,0.202984,0.005248,0.048546,0.195208,0.001504,0.000608,0.897283
0.417232,0.017569,0.202664,0.005248,0.048226,0.208296,0.001472,0.000416,0.908835
0.416368,0.017761,0.223145,0.005472,0.048514,0.210984,0.001504,0.000352,0.932996
0.416049,0.017632,0.202664,0.005280,0.048065,0.186888,0.001408,0.000384,0.886787
0.416177,0.017825,0.203175,0.005089,0.048770,0.212904,0.001472,0.000384,0.913220
0.416561,0.017632,0.202536,0.005313,0.048161,0.205193,0.001664,0.000384,0.906020
0.415856,0.017601,0.202504,0.005248,0.048226,0.204328,0.001408,0.000416,0.902947
0.415697,0.017632,0.202312,0.005313,0.048449,0.211240,0.001472,0.000352,0.910020
0.416432,0.017761,0.202152,0.005280,0.048802,0.207752,0.001536,0.000384,0.907523
0.440945,0.017729,0.202920,0.005312,0.048706,0.195656,0.001408,0.000352,0.920964
0.417360,0.018017,0.202472,0.005120,0.048610,0.200680,0.001376,0.000608,0.900995
0.416400,0.017825,0.202376,0.005280,0.048706,0.195272,0.001504,0.000352,0.895523
0.416720,0.017408,0.202440,0.004992,0.048194,0.224009,0.001376,0.000352,0.922116
0.415857,0.017633,0.202567,0.005281,0.048226,0.209704,0.001440,0.000384,0.909220
0.415888,0.017793,0.202440,0.005376,0.047970,0.211144,0.001664,0.000576,0.909988
0.416464,0.017537,0.202600,0.005248,0.047554,0.188359,0.001472,0.000385,0.888003
0.434353,0.017696,0.202696,0.005056,0.048610,0.198664,0.001408,0.000352,0.916452
0.416113,0.017568,0.203112,0.005248,0.048385,0.196168,0.001440,0.000384,0.896035
0.416880,0.017569,0.203400,0.005248,0.048642,0.188296,0.001504,0.000576,0.889475
0.416848,0.017632,0.202440,0.005536,0.048834,0.221961,0.001664,0.000416,0.923140
0.416401,0.017344,0.202664,0.005089,0.048769,0.204168,0.001472,0.000384,0.903556
0.416208,0.017665,0.202120,0.005408,0.048514,0.202344,0.001568,0.000352,0.901187
0.416688,0.017601,0.202280,0.005024,0.049122,0.201640,0.001408,0.000640,0.901411
0.433297,0.017793,0.202472,0.005184,0.047874,0.191144,0.001504,0.000352,0.908484
0.416273,0.017505,0.202375,0.005057,0.048066,0.198855,0.001504,0.000385,0.896644
0.417265,0.017537,0.203175,0.005056,0.048034,0.218152,0.001408,0.000608,0.920868
0.417233,0.017632,0.202440,0.005025,0.068386,0.204744,0.001504,0.000416,0.924932
0.416337,0.017664,0.202760,0.005281,0.048417,0.203111,0.001568,0.000640,0.903300
0.416401,0.017696,0.202792,0.005249,0.048705,0.194856,0.001600,0.000608,0.895331
0.415888,0.017665,0.202600,0.005280,0.048706,0.203592,0.001632,0.000352,0.903619
0.435025,0.017665,0.202312,0.005248,0.048738,0.201448,0.001472,0.000640,0.920196
0.416305,0.017472,0.202663,0.005249,0.048258,0.203688,0.001504,0.000416,0.903172
0.416272,0.017633,0.202248,0.005216,0.048002,0.202280,0.001600,0.000384,0.900963
0.415696,0.017601,0.224201,0.005536,0.048322,0.204360,0.001376,0.000352,0.926116
0.415664,0.017825,0.202824,0.005056,0.048610,0.195336,0.001632,0.000640,0.894723
0.415536,0.017793,0.203368,0.005312,0.048322,0.207144,0.001408,0.000384,0.907555
0.415729,0.017504,0.202088,0.005249,0.048129,0.197800,0.001536,0.000352,0.896099
0.416592,0.017825,0.203240,0.005248,0.048706,0.202152,0.001536,0.000352,0.903875
0.421040,0.018049,0.203208,0.005312,0.049442,0.192104,0.001696,0.000384,0.899075
0.416305,0.017696,0.202536,0.005345,0.048161,0.201927,0.001345,0.000352,0.901444
0.417105,0.039937,0.204072,0.005089,0.048353,0.208489,0.001440,0.000352,0.932773
0.417232,0.017793,0.202824,0.004992,0.048738,0.201000,0.001536,0.000384,0.902659
0.415920,0.017793,0.202920,0.005248,0.048450,0.197480,0.001408,0.000384,0.897283
0.416944,0.017664,0.203144,0.005248,0.048322,0.207881,0.001312,0.000384,0.908676
0.416593,0.017537,0.202183,0.005281,0.048642,0.202056,0.001248,0.000416,0.901252
0.416272,0.017857,0.202568,0.005248,0.048098,0.205384,0.001440,0.000352,0.906179
0.416272,0.017825,0.203144,0.005056,0.048546,0.201512,0.001408,0.000640,0.901795
0.437489,0.017825,0.202440,0.005280,0.047970,0.200008,0.001376,0.000608,0.921380
0.419696,0.017825,0.205704,0.005120,0.048802,0.197384,0.001312,0.000352,0.904579
0.417489,0.017568,0.203080,0.005249,0.049409,0.201672,0.001377,0.000352,0.904164
0.416849,0.017888,0.202632,0.005249,0.048098,0.234249,0.001472,0.000352,0.934501
0.417072,0.017505,0.203400,0.005248,0.048354,0.192903,0.001281,0.000608,0.894371
0.418161,0.017633,0.202407,0.005281,0.048226,0.198407,0.001536,0.000384,0.898660
0.416432,0.017729,0.202632,0.005280,0.048226,0.201576,0.001376,0.000352,0.901667
0.429712,0.017920,0.202696,0.005376,0.048226,0.199048,0.001376,0.000352,0.912419
0.419185,0.017536,0.203016,0.005121,0.047905,0.202248,0.001281,0.000352,0.904164
0.417745,0.017696,0.202408,0.005025,0.048289,0.189416,0.001376,0.000608,0.889379
0.416848,0.017729,0.202984,0.005216,0.048162,0.216104,0.001408,0.000384,0.916868
0.416177,0.017792,0.202471,0.005345,0.048962,0.203496,0.001408,0.000640,0.903588
0.416816,0.017473,0.202248,0.005120,0.048386,0.195208,0.001728,0.000640,0.894467
0.417104,0.017569,0.203144,0.005280,0.048418,0.198344,0.001376,0.000576,0.898787
0.441489,0.017761,0.202696,0.005376,0.047810,0.210536,0.001568,0.000384,0.937284
0.418512,0.017568,0.202792,0.005248,0.048770,0.198568,0.001376,0.000608,0.901571
0.416912,0.017697,0.202408,0.005280,0.048930,0.203368,0.001248,0.000384,0.903587
0.417520,0.017761,0.202728,0.005088,0.066595,0.200072,0.001536,0.000352,0.919396
0.416753,0.017536,0.202376,0.005249,0.047745,0.200712,0.001376,0.000320,0.900259
0.417296,0.017761,0.202984,0.005088,0.048546,0.194856,0.001408,0.000352,0.895203
0.417104,0.017568,0.202440,0.005312,0.049474,0.202984,0.001440,0.000416,0.904451
0.434001,0.017696,0.202536,0.005056,0.048834,0.199080,0.001568,0.000576,0.917348
0.418033,0.017568,0.202664,0.005057,0.048513,0.211561,0.001504,0.000576,0.913028
0.416848,0.017569,0.202408,0.005120,0.048450,0.202920,0.001664,0.000384,0.902115
0.416432,0.017633,0.222248,0.005665,0.048226,0.200455,0.001760,0.000352,0.920612
0.417168,0.017665,0.202376,0.005088,0.048418,0.194727,0.001505,0.000352,0.894307
0.416560,0.017729,0.202600,0.005024,0.048642,0.204104,0.001664,0.000352,0.904003
0.417936,0.017889,0.203048,0.005152,0.048866,0.190856,0.001664,0.000576,0.894019
0.417521,0.017537,0.203368,0.005120,0.048546,0.205640,0.001696,0.000320,0.908644
0.416912,0.017728,0.202536,0.005248,0.048290,0.184488,0.001408,0.000384,0.884483
0.419696,0.017569,0.202952,0.005120,0.048162,0.218344,0.001504,0.000417,0.920868
0.418096,0.017729,0.224297,0.005280,0.048514,0.201352,0.001472,0.000576,0.925924
0.417585,0.017504,0.202440,0.005089,0.048833,0.201480,0.001633,0.000352,0.903364
0.415824,0.017921,0.203144,0.005248,0.048642,0.200552,0.001600,0.000416,0.901219
0.418929,0.017824,0.203143,0.005505,0.048770,0.201768,0.001568,0.000640,0.905828
0.416816,0.017792,0.202184,0.005376,0.048674,0.193160,0.001536,0.000416,0.893411
0.416912,0.017505,0.202472,0.005056,0.047906,0.202984,0.001696,0.000640,0.903459
0.419280,0.017793,0.203272,0.005056,0.049346,0.246442,0.002112,0.000544,0.957957
0.437073,0.017729,0.203400,0.005312,0.048578,0.212840,0.002465,0.000384,0.936485
0.419280,0.017696,0.204520,0.005121,0.049089,0.221065,0.002656,0.000800,0.930788
0.420144,0.017601,0.203144,0.005280,0.049474,0.205352,0.001984,0.000576,0.911299
0.417712,0.017697,0.226729,0.005472,0.048514,0.203592,0.001664,0.000416,0.930372
0.416912,0.017504,0.204424,0.005024,0.048514,0.198344,0.001472,0.000576,0.899875
0.416432,0.017761,0.204200,0.005056,0.049058,0.198120,0.001504,0.000352,0.900099
0.418193,0.017569,0.202023,0.005249,0.048802,0.203272,0.001376,0.000352,0.905060
0.417905,0.017729,0.202472,0.005152,0.048898,0.200264,0.001504,0.000608,0.902564
0.417584,0.017793,0.202344,0.005280,0.048898,0.197320,0.001408,0.000608,0.898787
0.417520,0.018081,0.203176,0.005248,0.048930,0.204040,0.001568,0.000384,0.907203
0.417808,0.017825,0.223241,0.005312,0.048578,0.193864,0.001440,0.000320,0.916484
0.416689,0.017761,0.202311,0.005057,0.048770,0.193831,0.001504,0.000352,0.894083
0.416400,0.017568,0.202664,0.005344,0.047970,0.207112,0.001537,0.000384,0.906308
0.416272,0.017473,0.202888,0.005248,0.048834,0.205160,0.001408,0.000608,0.905347
0.416144,0.018369,0.202696,0.005248,0.048386,0.198248,0.001568,0.000384,0.898019
0.416784,0.017760,0.202184,0.005024,0.048418,0.195112,0.001408,0.000576,0.895619
0.416369,0.017632,0.202120,0.005281,0.048097,0.197800,0.001664,0.000416,0.896739
0.433521,0.017665,0.202439,0.005057,0.048834,0.180807,0.001440,0.000384,0.898179
0.416016,0.017921,0.202632,0.005312,0.048194,0.193703,0.001472,0.000384,0.892707
0.417360,0.017633,0.202504,0.005184,0.048578,0.201000,0.001440,0.000384,0.902531
0.416784,0.017665,0.202632,0.005248,0.048258,0.197832,0.001600,0.000352,0.897059
0.416976,0.017505,0.201928,0.005312,0.048514,0.199912,0.001504,0.000672,0.900419
0.416720,0.017985,0.203368,0.005280,0.048802,0.202920,0.001536,0.000608,0.904611
0.417040,0.017793,0.204232,0.005248,0.048834,0.193000,0.001536,0.000352,0.895907
0.436497,0.017857,0.204456,0.005664,0.049058,0.193895,0.001473,0.000352,0.916516
0.418096,0.017569,0.203464,0.005280,0.048450,0.204808,0.001440,0.000640,0.908355
0.419089,0.017824,0.202600,0.005089,0.048226,0.202215,0.001536,0.000640,0.904580
0.418160,0.017825,0.201640,0.005248,0.048226,0.220296,0.001472,0.000416,0.922884
0.419121,0.017729,0.202727,0.005217,0.049442,0.197959,0.001537,0.000640,0.901860
0.416784,0.018049,0.202024,0.005024,0.048258,0.197607,0.001504,0.000416,0.898276
0.417616,0.017761,0.202504,0.005152,0.048514,0.196584,0.001376,0.000416,0.897763
0.433105,0.017633,0.202248,0.005248,0.048226,0.198856,0.001632,0.000608,0.915236
0.416560,0.017665,0.203208,0.005248,0.048642,0.195176,0.001408,0.000352,0.896803
0.420912,0.018049,0.202216,0.005312,0.048514,0.196680,0.001408,0.000384,0.901251
0.415760,0.017857,0.202568,0.005056,0.049410,0.221480,0.001376,0.000608,0.921892
0.416529,0.017536,0.202664,0.005121,0.047969,0.187784,0.001376,0.000640,0.887587
0.417680,0.018209,0.202408,0.005280,0.048290,0.201448,0.001408,0.000384,0.902499
0.418928,0.017633,0.202984,0.005280,0.048418,0.203016,0.001408,0.000640,0.906051
0.436561,0.017857,0.203240,0.005280,0.048290,0.193288,0.001472,0.000384,0.913604
0.416368,0.017601,0.203656,0.005280,0.049090,0.203080,0.001568,0.000416,0.905891
0.416432,0.017633,0.202920,0.005088,0.048482,0.204104,0.001440,0.000352,0.903747
0.418896,0.018241,0.202248,0.005216,0.071043,0.201448,0.001472,0.000384,0.927588
0.418736,0.017665,0.202664,0.005184,0.048610,0.195975,0.001664,0.000384,0.898788
0.417424,0.017728,0.202600,0.005248,0.049218,0.193704,0.001408,0.000448,0.895587
0.417361,0.017600,0.201928,0.005248,0.047874,0.194664,0.001440,0.000384,0.893507
0.435953,0.017793,0.202120,0.005056,0.048610,0.184839,0.001408,0.000416,0.904003
0.417489,0.017536,0.202216,0.005249,0.049058,0.189575,0.001568,0.000640,0.890115
0.417393,0.017633,0.201575,0.005313,0.048034,0.195687,0.001312,0.000416,0.894307
0.418736,0.017537,0.202664,0.005280,0.066243,0.185639,0.001312,0.000384,0.905475
0.417200,0.017505,0.201960,0.005184,0.048322,0.194152,0.001344,0.000384,0.894051
0.415664,0.017537,0.202376,0.005280,0.048002,0.193064,0.001408,0.000416,0.890275
0.416753,0.017664,0.201864,0.005345,0.048769,0.190728,0.001408,0.000352,0.889123
0.436657,0.017761,0.202919,0.005281,0.048546,0.192135,0.001536,0.000576,0.912771
0.417072,0.017569,0.202632,0.005120,0.049058,0.198952,0.001216,0.000384,0.898819
0.415761,0.017568,0.202856,0.005056,0.048450,0.193544,0.001440,0.000320,0.891171
0.417617,0.017249,0.203336,0.004992,0.048322,0.218408,0.001280,0.000608,0.918532
0.415536,0.017441,0.201928,0.005280,0.048706,0.197928,0.001312,0.000352,0.894819
0.416624,0.017697,0.202632,0.005056,0.049090,0.180519,0.001280,0.000384,0.879842
0.416624,0.017761,0.201864,0.005312,0.047970,0.191111,0.001440,0.000384,0.888802
0.455698,0.017856,0.202600,0.005313,0.047457,0.199431,0.001280,0.000352,0.937988
0.417296,0.017697,0.202600,0.005088,0.047298,0.198824,0.001344,0.000384,0.897379
0.417521,0.017472,0.202632,0.005024,0.049089,0.193288,0.001216,0.000640,0.893507
0.416944,0.017665,0.202664,0.005056,0.048066,0.220329,0.001504,0.000352,0.920900
0.419504,0.017728,0.202152,0.005088,0.048802,0.198792,0.001216,0.000352,0.899747
0.418833,0.017729,0.203400,0.005088,0.048642,0.195367,0.001504,0.000320,0.897443
0.417904,0.017601,0.201960,0.005280,0.049506,0.184231,0.001088,0.000384,0.884866
0.432913,0.017632,0.202248,0.005088,0.048706,0.188712,0.001600,0.000320,0.904355
0.418224,0.017537,0.203208,0.005088,0.048994,0.188167,0.001313,0.000384,0.890051
0.420368,0.017729,0.201736,0.005248,0.049026,0.202728,0.001440,0.000352,0.905059
0.418321,0.017408,0.202856,0.005089,0.047393,0.238762,0.001536,0.000352,0.939333
0.418160,0.017313,0.203272,0.005216,0.048962,0.190631,0.001344,0.000608,0.892451
0.416688,0.017825,0.202536,0.005056,0.049602,0.185575,0.001345,0.000608,0.886339
0.418097,0.017601,0.204008,0.005344,0.048738,0.201704,0.001536,0.000640,0.905700
0.430577,0.017601,0.203048,0.005120,0.049474,0.195784,0.001280,0.000576,0.911044
0.419728,0.017537,0.203144,0.005248,0.048226,0.195080,0.001536,0.000608,0.898403
0.419921,0.017760,0.202472,0.004832,0.047842,0.187400,0.001216,0.000416,0.888355
0.418449,0.017761,0.202247,0.005024,0.048674,0.219400,0.001376,0.000288,0.919748
0.416465,0.020897,0.202248,0.005440,0.048450,0.181639,0.001408,0.000352,0.883779
0.419472,0.017505,0.202568,0.005280,0.048322,0.191400,0.001344,0.000544,0.893123
0.419088,0.017856,0.202600,0.005088,0.047426,0.190536,0.001248,0.000384,0.891875
0.431153,0.017792,0.202440,0.005153,0.048545,0.187944,0.001376,0.000256,0.901283
0.417488,0.017345,0.202536,0.005280,0.048162,0.192904,0.001312,0.000672,0.892739
0.418353,0.017889,0.202920,0.005056,0.049250,0.196039,0.001472,0.000384,0.898948
0.424784,0.017665,0.203208,0.005344,0.048962,0.204520,0.001632,0.000640,0.914244
0.417168,0.017697,0.202376,0.005056,0.048450,0.197000,0.001440,0.000608,0.896579
0.419185,0.017504,0.202119,0.005249,0.048866,0.184327,0.001408,0.000320,0.885443
0.418577,0.017632,0.202760,0.005281,0.048609,0.195240,0.001280,0.000384,0.896899
0.418353,0.031713,0.202632,0.005312,0.049186,0.208648,0.001249,0.000256,0.924997
0.417776,0.017665,0.203592,0.005376,0.049186,0.194344,0.001600,0.000608,0.897859
0.417809,0.017761,0.202567,0.005057,0.047426,0.201031,0.001505,0.000384,0.901924
0.417296,0.017601,0.202312,0.005408,0.048802,0.217545,0.001344,0.000352,0.917476
0.416080,0.017697,0.202824,0.005184,0.048610,0.185831,0.001664,0.000288,0.885443
0.416433,0.017760,0.203368,0.005249,0.049057,0.200775,0.001665,0.000320,0.903268
0.418193,0.017377,0.203176,0.005120,0.049122,0.192295,0.001408,0.000576,0.895043
0.418513,0.017728,0.217224,0.005280,0.048514,0.180711,0.001280,0.000576,0.896899
0.417264,0.017696,0.202312,0.005088,0.049122,0.188424,0.001152,0.000352,0.887811
0.418449,0.017601,0.203048,0.005280,0.049314,0.188135,0.001568,0.000384,0.891235
0.417840,0.017377,0.201704,0.005408,0.048898,0.187975,0.001664,0.000608,0.888162
0.416560,0.017633,0.202504,0.005344,0.047778,0.200424,0.001504,0.000352,0.900259
0.418256,0.017633,0.202504,0.005280,0.049378,0.200296,0.001312,0.000384,0.902435
0.421649,0.017664,0.202376,0.005121,0.048290,0.207464,0.001504,0.000384,0.912004
0.418480,0.017473,0.217449,0.005472,0.047938,0.186119,0.001312,0.000608,0.901827
0.420624,0.017697,0.202376,0.005344,0.048834,0.194984,0.001248,0.000416,0.899907
0.419280,0.017569,0.203400,0.005056,0.048290,0.195208,0.001472,0.000384,0.898467
0.416880,0.017536,0.203176,0.005120,0.049122,0.195624,0.001440,0.000608,0.896195
0.416880,0.020993,0.202536,0.005312,0.049186,0.182439,0.001440,0.000384,0.886050
0.419088,0.017472,0.204136,0.005312,0.048898,0.192296,0.001568,0.000640,0.896707
0.418352,0.017440,0.202248,0.004992,0.047618,0.207144,0.001344,0.000576,0.906211
0.419409,0.017441,0.218088,0.005408,0.048290,0.201992,0.001600,0.000288,0.920580
0.417553,0.017536,0.202856,0.005217,0.048097,0.188584,0.001280,0.000608,0.888323
0.417809,0.017760,0.202823,0.005345,0.048866,0.196327,0.001568,0.000352,0.899236
0.417072,0.017537,0.201672,0.005184,0.048290,0.184295,0.001216,0.000448,0.882274
0.437681,0.017824,0.202600,0.005120,0.048002,0.203624,0.001536,0.000384,0.925477
0.418480,0.017697,0.203688,0.005120,0.048994,0.191752,0.001472,0.000512,0.894371
0.417744,0.017377,0.202440,0.005088,0.048802,0.207336,0.001344,0.000608,0.907651
0.420592,0.017472,0.214601,0.005376,0.048546,0.204872,0.001248,0.000544,0.919876
0.417360,0.017345,0.202856,0.005120,0.049282,0.214761,0.001312,0.000256,0.914916
0.417649,0.017664,0.202312,0.005281,0.047649,0.202152,0.001216,0.000352,0.900323
0.418800,0.017857,0.202888,0.005376,0.048674,0.207624,0.001600,0.000384,0.911395
0.432336,0.017568,0.202600,0.005280,0.049570,0.202376,0.001472,0.000640,0.919428
0.416529,0.017601,0.202663,0.005057,0.048962,0.203144,0.001408,0.000384,0.903140
0.416689,0.017921,0.202471,0.005057,0.048066,0.207688,0.001440,0.000416,0.907172
0.416529,0.017760,0.224681,0.005568,0.048674,0.202600,0.001504,0.000384,0.925829
0.417072,0.017601,0.203784,0.005024,0.048002,0.199784,0.001344,0.000608,0.900611
0.416336,0.017984,0.203720,0.005217,0.048417,0.200936,0.001600,0.000416,0.901507
0.419568,0.017313,0.202824,0.005088,0.048258,0.198568,0.001408,0.000384,0.900291
0.419121,0.017665,0.203080,0.005152,0.048482,0.188423,0.001664,0.000608,0.892003
0.417104,0.017761,0.205160,0.005312,0.048738,0.196104,0.001344,0.000384,0.899043
0.419280,0.017601,0.202408,0.005024,0.048162,0.200936,0.001536,0.000384,0.903395
0.416657,0.017536,0.222409,0.005408,0.048802,0.199528,0.001792,0.000608,0.920004
0.416145,0.017312,0.202152,0.005057,0.049378,0.204488,0.001504,0.000416,0.903332
0.416912,0.017600,0.202632,0.005248,0.048674,0.196040,0.001664,0.000352,0.897123
0.418288,0.017569,0.203048,0.005312,0.048770,0.201736,0.001568,0.000352,0.904515
0.418032,0.017665,0.203144,0.005120,0.048642,0.199304,0.001344,0.000352,0.900387
0.419441,0.017601,0.202888,0.005024,0.048866,0.203432,0.001248,0.000384,0.906404
0.418864,0.017633,0.202536,0.005280,0.049122,0.202536,0.001216,0.000320,0.904611
0.418352,0.017729,0.222473,0.005344,0.048130,0.197895,0.001280,0.000384,0.919300
0.417808,0.017505,0.202536,0.005056,0.049218,0.203304,0.001824,0.000384,0.904067
0.416560,0.017921,0.202216,0.005056,0.048674,0.205032,0.001248,0.000384,0.904771
0.420017,0.017697,0.202600,0.005088,0.049346,0.207048,0.001664,0.000672,0.911620
0.417713,0.017697,0.202440,0.005248,0.048098,0.195463,0.001664,0.000384,0.897092
0.416272,0.017889,0.202856,0.005248,0.048802,0.192519,0.001536,0.000416,0.893058
0.419632,0.017537,0.202472,0.005216,0.049218,0.203592,0.001600,0.000384,0.907907
0.417104,0.017697,0.220809,0.005408,0.049122,0.200936,0.001376,0.000352,0.919972
0.416625,0.017793,0.202824,0.005120,0.048802,0.193159,0.001248,0.000416,0.893251
0.417008,0.017665,0.202504,0.005344,0.048802,0.191400,0.001280,0.000352,0.891299
0.418321,0.017697,0.202568,0.005056,0.048930,0.201768,0.001280,0.000384,0.905348
0.418193,0.017729,0.202856,0.005312,0.048834,0.200968,0.001536,0.000352,0.902692
0.417073,0.017537,0.202952,0.005056,0.049154,0.196007,0.001313,0.000640,0.899620
0.417296,0.017409,0.202664,0.005248,0.048706,0.195144,0.001536,0.000608,0.895715
0.417457,0.017344,0.220681,0.005536,0.048898,0.194728,0.001152,0.000640,0.913668
0.419377,0.017825,0.203752,0.005248,0.048514,0.197863,0.001472,0.000384,0.902436
0.418992,0.017505,0.202376,0.005280,0.048482,0.214600,0.001344,0.000352,0.916355
0.420464,0.017537,0.202632,0.005088,0.048386,0.207752,0.001312,0.000608,0.910787
0.415441,0.017664,0.202344,0.005281,0.049089,0.200071,0.001504,0.000352,0.898980
0.420368,0.017761,0.202088,0.005088,0.048194,0.198664,0.001344,0.000352,0.900579
0.416624,0.017601,0.202920,0.005344,0.048130,0.198984,0.001280,0.000384,0.899075
0.441170,0.017696,0.202472,0.005153,0.048866,0.202247,0.001472,0.000352,0.926885
0.419697,0.017697,0.203560,0.005088,0.048834,0.218984,0.001312,0.000577,0.923141
0.416752,0.017761,0.202696,0.005248,0.048418,0.195688,0.001376,0.000864,0.895683
0.419793,0.017281,0.202600,0.005056,0.049410,0.222600,0.001505,0.000416,0.927237
0.417968,0.017601,0.203272,0.005088,0.048834,0.198888,0.001632,0.000640,0.901827
0.420721,0.017472,0.202472,0.005056,0.048130,0.215305,0.001376,0.000416,0.918756
0.417200,0.017729,0.203208,0.005056,0.048738,0.206984,0.001248,0.000416,0.907427
0.436753,0.017825,0.202888,0.005440,0.049058,0.199656,0.001344,0.000352,0.922244
