Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],TEE[8-10],classifier
0.415760,0.018496,0.202600,0.004832,0.047394,0.000736,0.014497,0.000352,0.108132,0.879747
0.416144,0.018401,0.203272,0.005056,0.048130,0.000832,0.013760,0.000352,0.125157,0.914051
0.416112,0.018081,0.202120,0.005088,0.061347,0.000800,0.013536,0.000352,0.107236,0.891491
0.415856,0.017953,0.202696,0.004928,0.049218,0.000800,0.013376,0.000384,0.111013,0.887810
0.415632,0.017633,0.202471,0.004800,0.048386,0.000768,0.013760,0.000384,0.117701,0.895459
0.415312,0.017825,0.202152,0.004864,0.047362,0.000800,0.013440,0.000385,0.112836,0.889507
0.433809,0.017857,0.202184,0.004864,0.047778,0.000800,0.013408,0.000384,0.112933,0.902243
0.416337,0.017920,0.202920,0.005153,0.047201,0.000801,0.013696,0.000384,0.114853,0.895811
0.416848,0.017569,0.202568,0.005216,0.047298,0.000768,0.013472,0.000384,0.115077,0.893699
0.415920,0.017857,0.202472,0.004928,0.047202,0.000768,0.013377,0.000416,0.136261,0.911332
0.416112,0.017793,0.202760,0.004992,0.047362,0.000800,0.013665,0.000416,0.113476,0.886499
0.415921,0.017760,0.203400,0.004865,0.047745,0.000768,0.013697,0.000352,0.114276,0.888611
0.416048,0.017857,0.202632,0.005280,0.047938,0.000736,0.013632,0.000480,0.115301,0.891266
0.434865,0.017792,0.204392,0.004833,0.048002,0.000832,0.013600,0.000384,0.110981,0.901411
0.416816,0.017505,0.202344,0.004832,0.048290,0.000768,0.013569,0.000416,0.114692,0.888643
0.416432,0.017505,0.202312,0.004864,0.047810,0.000768,0.013409,0.000416,0.118308,0.892707
0.416305,0.017888,0.202632,0.005281,0.047489,0.000801,0.013408,0.000384,0.131653,0.909476
0.415376,0.017953,0.204488,0.005056,0.048738,0.000800,0.013825,0.000352,0.110340,0.886531
0.417360,0.017793,0.202760,0.004864,0.049858,0.000768,0.013473,0.000416,0.108484,0.883651
0.416336,0.018177,0.202632,0.005024,0.047938,0.000800,0.013376,0.000416,0.109413,0.885506
0.432945,0.017793,0.203016,0.004832,0.047810,0.000768,0.013569,0.000384,0.118084,0.915748
0.416336,0.017600,0.203080,0.004832,0.047682,0.000832,0.013601,0.000384,0.113060,0.885635
0.416560,0.017504,0.202408,0.005024,0.047106,0.000800,0.013441,0.000416,0.115812,0.895459
0.416177,0.017760,0.202120,0.004833,0.046945,0.000768,0.013441,0.000352,0.110052,0.881091
0.414864,0.017760,0.202696,0.005216,0.047778,0.000832,0.013409,0.000416,0.111876,0.891523
0.416304,0.017793,0.202696,0.004768,0.047394,0.000768,0.013376,0.000416,0.115621,0.890435
0.415696,0.017569,0.202696,0.004864,0.047394,0.000800,0.013408,0.000384,0.105764,0.879106
0.434801,0.017921,0.203720,0.004896,0.047298,0.000832,0.013569,0.000384,0.111460,0.901283
0.415856,0.017697,0.202248,0.005056,0.047138,0.000800,0.013633,0.000416,0.105092,0.877122
0.417041,0.017280,0.202632,0.005217,0.047521,0.000768,0.013601,0.000384,0.111172,0.886243
0.415248,0.017472,0.202824,0.005056,0.047458,0.000832,0.013601,0.000384,0.117317,0.890339
0.415728,0.017537,0.202568,0.005280,0.048290,0.000800,0.013376,0.000384,0.114277,0.895043
0.416304,0.017985,0.202536,0.004864,0.048546,0.000800,0.013537,0.000384,0.115268,0.889219
0.416432,0.017857,0.203080,0.005344,0.048418,0.000800,0.013473,0.000352,0.112260,0.888483
0.415984,0.017633,0.221417,0.005376,0.048578,0.000768,0.013376,0.000416,0.108069,0.900867
0.416401,0.017696,0.202632,0.004865,0.047457,0.000769,0.013376,0.000416,0.107012,0.875811
0.416432,0.017665,0.202600,0.005152,0.047394,0.000800,0.013408,0.000416,0.110180,0.882178
0.415696,0.018017,0.203272,0.004928,0.047330,0.000800,0.013536,0.000416,0.115173,0.891906
0.416080,0.017537,0.202440,0.004800,0.047394,0.000800,0.013441,0.000352,0.112548,0.884803
0.416881,0.017729,0.202856,0.005088,0.047682,0.000800,0.013440,0.000384,0.113221,0.886339
0.415696,0.017601,0.202184,0.005280,0.047874,0.000768,0.013600,0.000384,0.112741,0.887874
0.415824,0.017761,0.219496,0.005280,0.047874,0.000832,0.014048,0.000576,0.117381,0.916132
0.415504,0.017697,0.202344,0.004896,0.048482,0.000800,0.013952,0.000416,0.114469,0.893443
0.415984,0.017569,0.203080,0.005024,0.047458,0.000896,0.013632,0.000416,0.112581,0.889570
0.416624,0.017665,0.202088,0.004864,0.047810,0.000800,0.013664,0.000384,0.111812,0.893251
0.417489,0.017889,0.202823,0.005281,0.047554,0.000832,0.013664,0.000416,0.112229,0.886051
0.415921,0.017376,0.202344,0.004800,0.047649,0.000800,0.013601,0.000416,0.111812,0.884387
0.415856,0.017537,0.202344,0.005024,0.047202,0.000800,0.013569,0.000480,0.105732,0.876290
0.416048,0.018209,0.202920,0.023841,0.050050,0.000800,0.013665,0.000416,0.111172,0.904483
0.416401,0.017504,0.202888,0.004865,0.047618,0.000832,0.013632,0.000352,0.113317,0.888483
0.416112,0.017633,0.203592,0.005120,0.048002,0.000800,0.013312,0.000352,0.114373,0.886754
0.415792,0.017537,0.202407,0.004832,0.048386,0.000800,0.013344,0.000320,0.114501,0.889411
0.435121,0.017793,0.202535,0.005217,0.048226,0.000864,0.013344,0.000352,0.114469,0.912451
0.415633,0.017600,0.203304,0.004865,0.048386,0.000832,0.013376,0.000352,0.112517,0.892611
0.416049,0.017664,0.203400,0.005249,0.048514,0.000800,0.013376,0.000384,0.113541,0.891299
0.416081,0.017440,0.203496,0.004993,0.048353,0.000769,0.013408,0.000352,0.130053,0.902916
0.416304,0.017889,0.203336,0.004832,0.048482,0.000768,0.013345,0.000384,0.108260,0.883618
0.415312,0.017473,0.203112,0.005408,0.048834,0.000736,0.013441,0.000416,0.112484,0.893187
0.415120,0.017697,0.202248,0.005248,0.048450,0.000768,0.013505,0.000480,0.115396,0.895971
0.433169,0.017729,0.203176,0.004896,0.050370,0.000768,0.013377,0.000416,0.114500,0.909252
0.416464,0.017505,0.202440,0.005312,0.048066,0.000576,0.013313,0.000384,0.117156,0.893731
0.416113,0.018048,0.203496,0.005025,0.048130,0.000768,0.013600,0.000384,0.113029,0.894595
0.416976,0.018145,0.202856,0.004800,0.048098,0.000800,0.013664,0.000352,0.134054,0.910051
0.416209,0.017568,0.203080,0.004865,0.047554,0.000768,0.013376,0.000384,0.114469,0.886819
0.416081,0.017792,0.202280,0.004929,0.047745,0.000768,0.013537,0.000384,0.119717,0.894851
0.416304,0.017473,0.202280,0.004864,0.047778,0.000832,0.013376,0.000352,0.114597,0.888450
0.434513,0.017600,0.202504,0.005249,0.047553,0.000768,0.013857,0.000352,0.115941,0.909667
0.415729,0.017696,0.201800,0.005280,0.048450,0.000832,0.013569,0.000384,0.114052,0.887299
0.416881,0.017696,0.202440,0.005281,0.047937,0.000801,0.013632,0.000384,0.113189,0.887683
0.415408,0.017793,0.202504,0.005280,0.048034,0.000800,0.013665,0.000352,0.114980,0.914756
0.416464,0.017793,0.202536,0.004800,0.048130,0.000768,0.013600,0.000384,0.120389,0.901187
0.415857,0.017761,0.203015,0.005281,0.048226,0.000768,0.013632,0.000384,0.109733,0.882179
0.415472,0.017664,0.202728,0.005248,0.048098,0.000768,0.013601,0.000352,0.114340,0.888579
0.446898,0.017761,0.202408,0.004864,0.048290,0.000800,0.013376,0.000384,0.138342,0.945317
0.416368,0.017505,0.202120,0.004864,0.047138,0.000832,0.013377,0.000416,0.114084,0.886403
0.416304,0.017473,0.202184,0.005312,0.047138,0.000832,0.013376,0.000384,0.113221,0.886850
0.415728,0.017409,0.202664,0.004832,0.047586,0.000800,0.013376,0.000416,0.114053,0.894499
0.416496,0.017920,0.202344,0.005056,0.046978,0.000768,0.013345,0.000416,0.113124,0.886947
0.417041,0.018016,0.202184,0.004992,0.047138,0.000768,0.013313,0.000448,0.113828,0.890051
0.416496,0.017952,0.202408,0.004864,0.047266,0.000832,0.013665,0.000384,0.114692,0.887683
0.438226,0.017568,0.202376,0.004832,0.048065,0.000832,0.013569,0.000384,0.115269,0.911556
0.416305,0.017760,0.202952,0.005088,0.047970,0.000832,0.013441,0.000352,0.111556,0.894595
0.415888,0.017665,0.202376,0.005280,0.048226,0.000768,0.013633,0.000352,0.115844,0.889603
0.416400,0.017537,0.202632,0.005248,0.048610,0.000736,0.013697,0.000416,0.112964,0.894947
0.416785,0.017696,0.203047,0.005217,0.048098,0.000768,0.013696,0.000352,0.114597,0.890051
0.415248,0.017697,0.202952,0.004864,0.048354,0.000800,0.014081,0.000416,0.119684,0.893827
0.416721,0.017824,0.202312,0.004833,0.048417,0.000833,0.013632,0.000416,0.112549,0.888355
0.440305,0.018017,0.202183,0.005056,0.048418,0.000832,0.013376,0.000448,0.117253,0.913123
0.416561,0.017760,0.203848,0.004993,0.048545,0.000800,0.013952,0.000352,0.112517,0.891171
0.416113,0.018336,0.202920,0.004865,0.048801,0.000800,0.013761,0.000416,0.113349,0.888963
0.415984,0.017729,0.202920,0.005120,0.048450,0.000800,0.013632,0.000416,0.117573,0.894948
0.416465,0.017824,0.202536,0.005057,0.048194,0.000736,0.013344,0.000384,0.114213,0.887907
0.416784,0.017793,0.203816,0.005184,0.047874,0.000768,0.013697,0.000352,0.121060,0.900003
0.416145,0.017665,0.202311,0.005281,0.048386,0.000832,0.013536,0.000416,0.112901,0.887779
0.416433,0.034753,0.203432,0.005408,0.047938,0.000800,0.013409,0.000352,0.122597,0.913796
0.416273,0.017504,0.203560,0.005249,0.047649,0.000801,0.013408,0.000384,0.113957,0.887363
0.416369,0.017952,0.202984,0.004929,0.048993,0.000801,0.013568,0.000416,0.107684,0.885123
0.415920,0.017824,0.202024,0.005280,0.048194,0.000768,0.013537,0.000448,0.113092,0.890787
0.415376,0.017889,0.202472,0.004928,0.047682,0.000832,0.013472,0.000352,0.112069,0.884610
0.417105,0.017536,0.202856,0.004801,0.047329,0.000768,0.013377,0.000384,0.116517,0.889795
0.417169,0.017792,0.202568,0.005248,0.047905,0.000832,0.013633,0.000352,0.111876,0.893539
0.415888,0.017824,0.220777,0.005536,0.047842,0.000832,0.013633,0.000384,0.119012,0.909764
0.415248,0.017665,0.202696,0.004800,0.048674,0.000800,0.013376,0.000384,0.114949,0.887650
0.416944,0.017601,0.202888,0.004768,0.048386,0.000768,0.013440,0.000384,0.116996,0.895747
0.415568,0.017696,0.201960,0.004832,0.048098,0.000800,0.013441,0.000352,0.112964,0.886211
0.432593,0.017793,0.201928,0.004832,0.048290,0.000832,0.014176,0.000384,0.113189,0.903331
0.415601,0.017824,0.202408,0.005249,0.048450,0.000736,0.013472,0.000384,0.114757,0.894915
0.415376,0.017729,0.202824,0.005248,0.048546,0.000800,0.013440,0.000416,0.105925,0.880354
0.416016,0.017505,0.221865,0.005120,0.048034,0.000800,0.013441,0.000352,0.113700,0.905379
0.416177,0.017792,0.203240,0.005409,0.047393,0.000800,0.013665,0.000352,0.115237,0.887779
0.416688,0.017793,0.204680,0.005248,0.047970,0.000800,0.013729,0.000384,0.116932,0.895139
0.416945,0.018112,0.202792,0.004832,0.048257,0.000768,0.013473,0.000352,0.102724,0.874722
0.428209,0.017697,0.202376,0.004832,0.049058,0.000800,0.013440,0.000384,0.106948,0.895235
0.417744,0.017697,0.202440,0.004864,0.048162,0.000800,0.013665,0.000416,0.113028,0.887971
0.418449,0.017793,0.202888,0.004832,0.047778,0.000832,0.013632,0.000384,0.118821,0.896996
0.416208,0.017889,0.202824,0.005248,0.048610,0.000736,0.013921,0.000416,0.133381,0.907555
0.415856,0.017761,0.202056,0.004992,0.047970,0.000800,0.013536,0.000416,0.111621,0.885570
0.415600,0.017601,0.201768,0.004800,0.047458,0.000768,0.013441,0.000384,0.111748,0.882787
0.417872,0.017665,0.201832,0.004800,0.046978,0.000800,0.013377,0.000416,0.112004,0.890403
0.435697,0.017568,0.202376,0.004800,0.047490,0.000992,0.013761,0.000384,0.116068,0.909988
0.417200,0.017921,0.203240,0.005120,0.048386,0.000832,0.013761,0.000384,0.118245,0.893955
0.416688,0.017825,0.203720,0.004832,0.049026,0.000832,0.013697,0.000384,0.114404,0.892195
0.417200,0.017793,0.202568,0.004800,0.048610,0.000768,0.013729,0.000384,0.132325,0.910276
0.415761,0.017504,0.202856,0.004768,0.047554,0.000800,0.013601,0.000384,0.112964,0.892579
0.417840,0.017793,0.202184,0.005248,0.047810,0.000864,0.013504,0.000416,0.110341,0.883394
0.416624,0.017537,0.202760,0.004768,0.047714,0.000800,0.013505,0.000384,0.113284,0.889539
0.437073,0.017825,0.202760,0.004896,0.047394,0.000992,0.013696,0.000384,0.120709,0.916515
0.417265,0.018016,0.202504,0.004832,0.047906,0.000992,0.013473,0.000384,0.112708,0.891875
0.417233,0.017536,0.202536,0.004833,0.047265,0.000992,0.013472,0.000416,0.111012,0.886499
0.418225,0.017601,0.202856,0.004800,0.047586,0.000800,0.013824,0.000384,0.142118,0.928133
0.417489,0.017761,0.202568,0.004768,0.048194,0.000768,0.013504,0.000352,0.115109,0.897092
0.416848,0.017632,0.202504,0.004832,0.048386,0.000800,0.013473,0.000416,0.109796,0.887331
0.417745,0.017825,0.202888,0.004800,0.048354,0.000800,0.013760,0.000352,0.130533,0.908516
0.441809,0.017857,0.203272,0.004992,0.048226,0.000832,0.013824,0.000384,0.117412,0.918116
0.416144,0.017921,0.202664,0.005280,0.048802,0.000832,0.013985,0.000384,0.115556,0.896163
0.416592,0.017921,0.202952,0.004832,0.048034,0.000800,0.014401,0.000416,0.116132,0.899875
0.416785,0.017536,0.202312,0.004800,0.048737,0.000800,0.013537,0.000384,0.131653,0.908164
0.416144,0.017952,0.202344,0.004864,0.048386,0.000800,0.013825,0.000448,0.112324,0.894403
0.416368,0.017760,0.203464,0.004864,0.047778,0.000768,0.013729,0.000416,0.116389,0.890883
0.416081,0.017600,0.202952,0.005088,0.048961,0.000800,0.013921,0.000416,0.117029,0.896899
0.434449,0.018017,0.201959,0.004832,0.048354,0.000832,0.013664,0.000384,0.122181,0.916772
0.415472,0.018113,0.203144,0.004800,0.048386,0.000832,0.014112,0.000352,0.114597,0.888803
0.416208,0.018145,0.202152,0.004864,0.048834,0.000576,0.013441,0.000384,0.118084,0.894531
0.416784,0.017537,0.202792,0.004864,0.067139,0.000832,0.013760,0.000416,0.115461,0.909059
0.416400,0.017569,0.202248,0.004800,0.048066,0.000832,0.013472,0.000384,0.112293,0.887394
0.415664,0.017697,0.202024,0.004864,0.048098,0.000800,0.013537,0.000384,0.113476,0.887171
0.416336,0.017505,0.202696,0.005088,0.047298,0.000800,0.013441,0.000416,0.114884,0.889443
0.434353,0.017569,0.202984,0.004800,0.047394,0.000832,0.013473,0.000416,0.118436,0.911684
0.416080,0.017953,0.202088,0.004864,0.047394,0.000800,0.013728,0.000416,0.114693,0.888194
0.415632,0.017984,0.202632,0.005248,0.047010,0.000800,0.013729,0.000416,0.120933,0.898659
0.415952,0.017600,0.202568,0.004992,0.067427,0.000832,0.013569,0.000352,0.117604,0.913348
0.416337,0.018145,0.202632,0.004768,0.047938,0.000800,0.013472,0.000384,0.113733,0.893187
0.416688,0.017889,0.202248,0.004864,0.047426,0.000768,0.013473,0.000384,0.121540,0.897411
0.417393,0.017793,0.201992,0.005280,0.047586,0.000800,0.013536,0.000416,0.117509,0.898596
0.430705,0.017665,0.202664,0.004832,0.047170,0.000800,0.013473,0.000384,0.113028,0.899364
0.416336,0.017729,0.201960,0.005280,0.047234,0.000832,0.013536,0.000384,0.115845,0.891394
0.416048,0.017953,0.202056,0.004800,0.047458,0.000768,0.013441,0.000384,0.112164,0.886531
0.415792,0.017761,0.202440,0.004800,0.047489,0.000801,0.013760,0.000352,0.116069,0.916900
0.416945,0.017537,0.202536,0.004800,0.047170,0.001024,0.013728,0.000384,0.115237,0.889475
0.418320,0.017664,0.202568,0.004832,0.047362,0.000768,0.013569,0.000352,0.118052,0.900675
0.417009,0.017536,0.202056,0.005280,0.049122,0.000800,0.013761,0.000416,0.113957,0.890787
0.435313,0.018048,0.202855,0.004769,0.047938,0.000832,0.013728,0.000384,0.118437,0.913827
0.417520,0.017633,0.202344,0.004800,0.048450,0.000800,0.013824,0.000416,0.113413,0.890242
0.416560,0.017601,0.202824,0.004800,0.048002,0.000800,0.014305,0.000352,0.116356,0.895011
0.417169,0.017697,0.217512,0.005184,0.048738,0.000800,0.014017,0.000384,0.115652,0.914596
0.416912,0.017729,0.202312,0.004768,0.048098,0.000832,0.013537,0.000352,0.117988,0.893507
0.417424,0.017697,0.202568,0.004800,0.048482,0.000896,0.013856,0.000416,0.116965,0.894723
0.416528,0.017729,0.202568,0.004800,0.047842,0.000768,0.013697,0.000416,0.116132,0.893091
0.416784,0.017600,0.202280,0.004800,0.048098,0.000800,0.013857,0.000384,0.120229,0.893923
0.419152,0.017793,0.202568,0.004832,0.049058,0.000800,0.013729,0.000384,0.112356,0.892675
0.416048,0.017633,0.202952,0.005248,0.047682,0.000800,0.013761,0.000352,0.118020,0.894371
0.417008,0.017761,0.221353,0.005312,0.048098,0.000800,0.013984,0.000352,0.120389,0.914724
0.417617,0.017696,0.207081,0.004992,0.050018,0.000928,0.013696,0.000384,0.121125,0.914180
0.416656,0.017665,0.203112,0.005312,0.049058,0.000832,0.013985,0.000352,0.119109,0.907171
0.416689,0.017728,0.202568,0.004865,0.048609,0.000769,0.014304,0.000352,0.118789,0.897251
0.415920,0.017601,0.203176,0.004928,0.049794,0.000800,0.013761,0.000416,0.118085,0.907140
0.418672,0.017633,0.202952,0.004800,0.048642,0.000832,0.014849,0.000448,0.109604,0.892227
0.417105,0.017504,0.202280,0.004833,0.048674,0.000768,0.014112,0.000384,0.110341,0.899556
0.416368,0.017888,0.202248,0.004897,0.047585,0.000832,0.013697,0.000384,0.110404,0.902083
0.416688,0.018017,0.203048,0.004832,0.049090,0.000768,0.013697,0.000352,0.118404,0.901635
0.416497,0.017568,0.202471,0.004801,0.047458,0.000832,0.013472,0.000384,0.112005,0.884419
0.418033,0.017472,0.202088,0.004832,0.047554,0.000800,0.013377,0.000384,0.114468,0.896867
0.416464,0.017665,0.202664,0.004896,0.047554,0.000800,0.013441,0.000384,0.115108,0.892611
0.415888,0.017537,0.202152,0.004864,0.047458,0.001024,0.013408,0.000417,0.110212,0.890563
0.416720,0.017760,0.202248,0.004928,0.047586,0.000800,0.013409,0.000384,0.113188,0.885443
0.417617,0.017408,0.219081,0.005184,0.047362,0.000800,0.013409,0.000384,0.115652,0.918628
0.416016,0.017473,0.202440,0.004896,0.047266,0.000992,0.013440,0.000416,0.105220,0.880610
0.416881,0.017760,0.202600,0.004833,0.047361,0.000929,0.013440,0.000384,0.104292,0.888131
0.415984,0.017729,0.202280,0.004832,0.047330,0.000768,0.013344,0.000416,0.115205,0.900419
0.428977,0.017441,0.201960,0.004864,0.048258,0.000800,0.013601,0.000384,0.107940,0.890595
0.416337,0.017633,0.202151,0.004865,0.049314,0.000576,0.013280,0.000384,0.103780,0.874211
0.415792,0.017729,0.201928,0.004896,0.048354,0.000800,0.013408,0.000384,0.108613,0.884386
0.417360,0.017601,0.202376,0.005024,0.047394,0.000992,0.013568,0.000384,0.106725,0.911971
0.415953,0.020833,0.201992,0.004832,0.047426,0.000768,0.013376,0.000384,0.129317,0.912484
0.416785,0.017664,0.201896,0.004832,0.047202,0.000800,0.013697,0.000352,0.109028,0.880643
0.417616,0.017857,0.202376,0.004768,0.047554,0.000832,0.013537,0.000416,0.119012,0.901603
0.432081,0.017793,0.202664,0.004768,0.048994,0.000800,0.013441,0.000384,0.113508,0.906308
0.416465,0.017696,0.202887,0.004833,0.048066,0.000800,0.013568,0.000352,0.114213,0.896067
0.417425,0.017792,0.202792,0.004833,0.049410,0.000768,0.013504,0.000384,0.117061,0.902436
0.417041,0.017760,0.202248,0.005280,0.049122,0.000832,0.013857,0.000352,0.121189,0.905924
0.416593,0.017760,0.202376,0.004897,0.047745,0.000800,0.013568,0.000352,0.115301,0.895395
0.416785,0.017536,0.202344,0.004961,0.048258,0.000832,0.013632,0.000576,0.119653,0.899396
0.416752,0.017728,0.202376,0.004800,0.047586,0.000800,0.013473,0.000384,0.117508,0.891299
0.432017,0.017825,0.202760,0.004800,0.048130,0.000768,0.013408,0.000416,0.118820,0.911844
0.417072,0.017985,0.202376,0.004800,0.047714,0.000768,0.013441,0.000384,0.119108,0.900899
0.416912,0.017697,0.202120,0.004864,0.047842,0.000992,0.013408,0.000416,0.118341,0.891586
0.419473,0.018017,0.204904,0.004896,0.047490,0.000960,0.013536,0.000448,0.121157,0.926117
0.416432,0.017728,0.203816,0.004960,0.047138,0.000768,0.013409,0.000416,0.119621,0.904740
0.415729,0.017696,0.202888,0.004833,0.048193,0.000801,0.013408,0.000416,0.119333,0.897027
0.416593,0.018048,0.202664,0.005217,0.048577,0.000896,0.014112,0.000384,0.118853,0.902276
0.438225,0.017632,0.202344,0.005248,0.048674,0.000800,0.013441,0.000416,0.118373,0.916804
0.415920,0.017505,0.202760,0.005088,0.048290,0.000832,0.013409,0.000352,0.115460,0.898531
0.416016,0.017857,0.202312,0.004832,0.048418,0.000800,0.013665,0.000352,0.114948,0.891971
0.416561,0.018017,0.203336,0.004864,0.048194,0.000800,0.014048,0.000384,0.149126,0.932645
0.417713,0.017504,0.203144,0.004833,0.048642,0.000832,0.013440,0.000320,0.111012,0.885283
0.416144,0.018241,0.202664,0.005312,0.049954,0.000768,0.013601,0.000416,0.119717,0.902531
0.416016,0.017953,0.202920,0.005088,0.048098,0.000800,0.013568,0.000384,0.110405,0.885122
0.432945,0.017665,0.202824,0.005152,0.047842,0.000800,0.013473,0.000448,0.112868,0.904996
0.416368,0.017569,0.203112,0.004864,0.049026,0.000736,0.013665,0.000416,0.119460,0.895715
0.415793,0.017665,0.203528,0.005312,0.048674,0.000832,0.013440,0.000416,0.115077,0.899908
0.415984,0.018049,0.203784,0.005216,0.048514,0.000768,0.013984,0.000416,0.137510,0.921604
0.416528,0.017857,0.202376,0.005152,0.048674,0.000768,0.013601,0.000384,0.111780,0.888835
0.416145,0.017728,0.202728,0.004833,0.048865,0.000544,0.013441,0.000416,0.113989,0.895843
0.415888,0.017985,0.202728,0.004896,0.048802,0.000800,0.013408,0.000416,0.114565,0.897571
0.435057,0.017825,0.202887,0.004832,0.047938,0.000800,0.013504,0.000384,0.109797,0.898883
0.415344,0.017665,0.202600,0.004832,0.048290,0.000768,0.013409,0.000384,0.112356,0.883906
0.416496,0.017601,0.203016,0.005056,0.047394,0.000768,0.013665,0.000384,0.108580,0.883490
0.415888,0.017825,0.202568,0.004832,0.047234,0.000768,0.013857,0.000480,0.129701,0.904771
0.415728,0.018113,0.204136,0.005280,0.048002,0.000800,0.013600,0.000384,0.111685,0.888834
0.416592,0.017793,0.203080,0.005088,0.047970,0.000768,0.013409,0.000416,0.113092,0.892067
0.417680,0.017697,0.201992,0.004800,0.049506,0.000800,0.013857,0.000384,0.111108,0.891811
0.444593,0.017824,0.202568,0.004832,0.048194,0.000800,0.013953,0.000352,0.114148,0.917060
0.416176,0.017569,0.202344,0.004864,0.048738,0.000864,0.013473,0.000384,0.126629,0.905091
0.416112,0.017761,0.203368,0.004832,0.047202,0.000832,0.013409,0.000384,0.114756,0.890755
0.416688,0.017729,0.202344,0.004832,0.047650,0.000768,0.013345,0.000384,0.114372,0.914244
0.416624,0.017825,0.202536,0.004800,0.047618,0.000800,0.013825,0.000352,0.109540,0.882915
0.415857,0.017505,0.202503,0.004833,0.047298,0.001024,0.013504,0.000352,0.111653,0.888803
0.417905,0.017889,0.202887,0.004865,0.047522,0.000832,0.013504,0.000352,0.113637,0.887907
0.431537,0.017409,0.202536,0.004864,0.047202,0.001056,0.013536,0.000384,0.114181,0.902851
0.417040,0.017568,0.202568,0.004800,0.047330,0.000800,0.013377,0.000448,0.111556,0.896611
0.415760,0.017953,0.202952,0.004832,0.047458,0.000768,0.013441,0.000352,0.112164,0.884387
0.415600,0.017857,0.202408,0.004864,0.047298,0.000800,0.013312,0.000384,0.107716,0.878018
0.415600,0.017665,0.202280,0.004832,0.047170,0.000832,0.013377,0.000384,0.110980,0.889219
0.416945,0.017728,0.202440,0.004801,0.047105,0.000768,0.013313,0.000416,0.110596,0.890659
0.416304,0.017921,0.201928,0.004864,0.047234,0.000800,0.013408,0.000352,0.108709,0.885506
0.415824,0.017472,0.218025,0.004992,0.047106,0.000768,0.013408,0.000385,0.137317,0.927653
0.416336,0.017473,0.201960,0.004832,0.047042,0.000768,0.013376,0.000352,0.107973,0.879042
0.415472,0.017697,0.202632,0.004800,0.047074,0.000800,0.013376,0.000448,0.112388,0.889091
0.415568,0.017633,0.202760,0.004896,0.047010,0.000800,0.013344,0.000416,0.111013,0.881602
0.415376,0.017953,0.202504,0.004768,0.047266,0.000832,0.013408,0.000384,0.110917,0.884994
0.416944,0.017729,0.202696,0.004832,0.047490,0.000800,0.013408,0.000320,0.109541,0.883586
0.414960,0.017473,0.202216,0.004832,0.047170,0.000800,0.013313,0.000384,0.107012,0.884963
0.415889,0.017600,0.220041,0.004992,0.047106,0.000832,0.013409,0.000416,0.108196,0.897251
0.416304,0.017601,0.202312,0.004832,0.047234,0.000768,0.013377,0.000352,0.106820,0.876578
0.416784,0.017760,0.202408,0.004896,0.047394,0.000768,0.013377,0.000352,0.108644,0.883555
0.415825,0.018016,0.202632,0.004801,0.047073,0.000800,0.013345,0.000384,0.113476,0.895523
0.433329,0.017793,0.202856,0.004768,0.046882,0.000768,0.013313,0.000384,0.102180,0.888899
0.415664,0.017793,0.202024,0.004800,0.047426,0.000800,0.013377,0.000416,0.113796,0.887331
0.416080,0.018177,0.202504,0.004800,0.047234,0.000800,0.013345,0.000416,0.110500,0.890691
0.416144,0.017697,0.202952,0.004768,0.047106,0.000768,0.013377,0.000416,0.129029,0.907011
0.416400,0.017729,0.202568,0.004896,0.047234,0.000736,0.013281,0.000384,0.106692,0.875778
0.415696,0.017409,0.202696,0.004864,0.047202,0.000832,0.013409,0.000416,0.113156,0.896067
0.415824,0.017537,0.202792,0.004864,0.046978,0.000832,0.013313,0.000416,0.113764,0.891235
0.434161,0.017697,0.202183,0.004801,0.047010,0.000768,0.013408,0.000384,0.110884,0.900931
0.415089,0.017632,0.202248,0.004769,0.047329,0.000800,0.013377,0.000416,0.112004,0.882691
0.414832,0.017377,0.202503,0.004897,0.047234,0.000768,0.013344,0.000416,0.105156,0.872482
0.415536,0.017697,0.202407,0.004864,0.047106,0.000768,0.013344,0.000416,0.111557,0.882531
0.415600,0.017985,0.202024,0.004864,0.047202,0.000800,0.013376,0.000384,0.113444,0.892419
0.416368,0.017761,0.202600,0.004864,0.047298,0.000832,0.013377,0.000416,0.114788,0.897827
0.415089,0.017696,0.202440,0.004769,0.047009,0.000800,0.013345,0.000384,0.108804,0.878115
0.416944,0.033506,0.202567,0.005280,0.047138,0.000832,0.013344,0.000416,0.105668,0.899075
0.415984,0.017729,0.201832,0.004832,0.047074,0.000832,0.013601,0.000384,0.106884,0.879554
0.415344,0.017889,0.202375,0.004832,0.046978,0.000832,0.013408,0.000416,0.106628,0.875170
0.416305,0.017952,0.202504,0.004865,0.047041,0.000832,0.013376,0.000416,0.112452,0.884931
0.416592,0.017537,0.202600,0.004864,0.047138,0.000768,0.013344,0.000384,0.110437,0.885794
0.415600,0.017697,0.201800,0.004800,0.047170,0.000800,0.013312,0.000352,0.110181,0.882626
0.415025,0.018016,0.202440,0.004897,0.047361,0.000768,0.013665,0.000384,0.114405,0.887203
0.416016,0.017857,0.219144,0.005025,0.047105,0.000800,0.013441,0.000416,0.114244,0.911395
