Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],TEE[10-10],classifier
0.416496,0.017344,0.202216,0.004864,0.046882,0.000544,0.013377,0.000384,0.001408,0.000736,0.097476,0.808832
0.416496,0.017857,0.202056,0.004832,0.046818,0.000544,0.013376,0.000352,0.001409,0.000800,0.138437,0.850433
0.421136,0.017537,0.203048,0.004928,0.047490,0.000864,0.013440,0.000416,0.001473,0.001152,0.110948,0.830368
0.438289,0.017760,0.202344,0.004864,0.047202,0.000832,0.013537,0.000352,0.001536,0.001120,0.113060,0.849569
0.420081,0.017505,0.202728,0.004832,0.047042,0.000544,0.013568,0.000576,0.001440,0.001408,0.111205,0.829505
0.420817,0.017536,0.202664,0.005057,0.048161,0.001057,0.013632,0.000352,0.001504,0.001280,0.110725,0.830689
0.416432,0.017889,0.204072,0.004832,0.047074,0.001024,0.013984,0.000384,0.001441,0.001216,0.108292,0.824320
0.415504,0.017921,0.202728,0.004832,0.047138,0.001056,0.013440,0.000352,0.001408,0.001089,0.112868,0.826080
0.415857,0.017472,0.202152,0.004801,0.046849,0.000832,0.013505,0.000384,0.001440,0.001120,0.109252,0.821409
0.420208,0.017696,0.202536,0.004800,0.046914,0.001024,0.013441,0.000416,0.001440,0.001120,0.111876,0.829152
0.415952,0.017921,0.202472,0.004800,0.066083,0.000768,0.013600,0.000384,0.001472,0.001024,0.111621,0.844161
0.421136,0.017665,0.203368,0.004992,0.046850,0.000544,0.013537,0.000352,0.001440,0.001088,0.117668,0.836225
0.425073,0.018209,0.205896,0.005312,0.048802,0.000928,0.014145,0.000352,0.001792,0.002080,0.166662,0.900003
0.416081,0.017536,0.203912,0.005249,0.048898,0.000768,0.013472,0.000320,0.001696,0.001216,0.104196,0.821120
0.444946,0.018145,0.203688,0.005408,0.049282,0.000896,0.014337,0.000352,0.002112,0.002464,0.149638,0.902916
0.414480,0.017729,0.202376,0.005120,0.048546,0.000864,0.014241,0.000352,0.001664,0.001152,0.112708,0.827169
0.415792,0.017537,0.203336,0.004768,0.048930,0.000832,0.013953,0.000384,0.001472,0.000864,0.107396,0.822816
0.415408,0.017345,0.204264,0.004800,0.048130,0.000800,0.013569,0.000416,0.001472,0.000832,0.100612,0.815104
0.414737,0.017632,0.202120,0.004832,0.047841,0.000928,0.013441,0.000352,0.001376,0.000832,0.098212,0.809568
0.416528,0.017441,0.201896,0.004832,0.047618,0.000800,0.013601,0.000608,0.001440,0.000928,0.107876,0.820992
0.420561,0.017505,0.202056,0.004800,0.047298,0.000800,0.013472,0.000576,0.001408,0.000928,0.108869,0.825601
0.415888,0.017729,0.201960,0.004832,0.046946,0.000480,0.013408,0.000352,0.001440,0.000704,0.143813,0.854689
0.416080,0.017696,0.202152,0.004864,0.047362,0.000704,0.013601,0.000352,0.001472,0.000960,0.100260,0.812800
0.415568,0.017281,0.202408,0.004832,0.046946,0.000576,0.013376,0.000384,0.001792,0.000960,0.102084,0.813791
0.415376,0.017665,0.202440,0.004768,0.047682,0.000576,0.013473,0.000576,0.001472,0.000960,0.096484,0.809760
0.415601,0.017536,0.216937,0.005024,0.047170,0.001088,0.013409,0.000320,0.001472,0.000864,0.107204,0.835553
0.414992,0.017217,0.202600,0.004800,0.046914,0.000960,0.013441,0.000352,0.001376,0.000928,0.121989,0.832897
0.420305,0.017441,0.203176,0.005024,0.046946,0.000544,0.013440,0.000320,0.001440,0.000896,0.105861,0.823073
0.420368,0.017601,0.202536,0.004864,0.046978,0.000544,0.013312,0.000384,0.001408,0.000961,0.106148,0.822368
0.415473,0.036353,0.202120,0.004832,0.046850,0.000736,0.013345,0.000320,0.001440,0.000992,0.104452,0.834401
0.416177,0.017248,0.202408,0.004897,0.046945,0.000800,0.013344,0.000384,0.001376,0.000928,0.103972,0.815552
0.420720,0.017729,0.201992,0.004832,0.046946,0.000576,0.013345,0.000352,0.001472,0.001024,0.098660,0.815808
0.420816,0.017633,0.202536,0.004896,0.047330,0.000832,0.013601,0.000416,0.001472,0.001056,0.110532,0.830240
0.433297,0.017729,0.202792,0.004864,0.047554,0.001088,0.013696,0.000384,0.001440,0.001056,0.109061,0.841857
0.421040,0.017569,0.202856,0.005248,0.048098,0.000832,0.014017,0.000384,0.001472,0.000992,0.110116,0.831200
0.416240,0.017601,0.202280,0.005088,0.048226,0.000832,0.013568,0.000608,0.001440,0.001025,0.111780,0.827936
0.416528,0.017601,0.202344,0.005120,0.049794,0.000832,0.013697,0.000416,0.001504,0.001120,0.108868,0.826528
0.422481,0.017600,0.204136,0.004897,0.048322,0.000768,0.013920,0.000384,0.001440,0.001120,0.114437,0.839457
0.416528,0.017504,0.202952,0.004832,0.047682,0.000576,0.013441,0.000384,0.001408,0.000928,0.111012,0.825376
0.420272,0.017729,0.203176,0.004832,0.047842,0.000576,0.013377,0.000384,0.001504,0.000960,0.109540,0.829088
0.416720,0.017377,0.203336,0.005248,0.047554,0.000832,0.033921,0.000704,0.001952,0.001056,0.119652,0.857345
0.414736,0.017345,0.202792,0.004896,0.047138,0.000768,0.013952,0.000544,0.001440,0.000992,0.107108,0.819616
0.415728,0.017441,0.202568,0.004832,0.046946,0.001024,0.013473,0.000352,0.001472,0.001056,0.109988,0.824256
0.416017,0.017472,0.202536,0.004993,0.047905,0.000801,0.013408,0.000608,0.001376,0.001152,0.109829,0.824321
0.416592,0.017601,0.203400,0.005313,0.048002,0.001088,0.013408,0.000352,0.001472,0.001152,0.112197,0.848641
0.420785,0.017696,0.202504,0.004800,0.048482,0.000800,0.013601,0.000544,0.001472,0.001056,0.107588,0.827072
0.419953,0.017697,0.202375,0.005249,0.048514,0.000576,0.013376,0.000384,0.001504,0.001280,0.109189,0.827457
0.420432,0.017601,0.201928,0.004896,0.047778,0.000800,0.013632,0.000352,0.001473,0.001088,0.111236,0.829216
0.434193,0.017601,0.202120,0.004832,0.048354,0.000832,0.013921,0.000384,0.001472,0.001088,0.111364,0.845089
0.419920,0.018017,0.202088,0.004864,0.047266,0.000864,0.013505,0.000384,0.001440,0.000992,0.109572,0.826848
0.416369,0.017472,0.202248,0.004833,0.048289,0.000864,0.013345,0.000352,0.001408,0.000992,0.110565,0.825217
0.420400,0.017857,0.202536,0.005088,0.048226,0.000832,0.013793,0.000352,0.001408,0.000992,0.112164,0.831552
0.415760,0.017697,0.202152,0.005216,0.047554,0.000832,0.013825,0.000416,0.001472,0.001056,0.112324,0.826080
0.416560,0.017600,0.202920,0.005056,0.047970,0.000768,0.013569,0.000384,0.001472,0.001024,0.112548,0.828577
0.420304,0.017601,0.203912,0.005312,0.047906,0.000896,0.013697,0.000352,0.001440,0.001088,0.103716,0.825120
0.416017,0.017664,0.201864,0.005313,0.067010,0.000896,0.013569,0.000384,0.001472,0.001216,0.109476,0.843585
0.416848,0.017825,0.203016,0.005280,0.048194,0.000832,0.013728,0.000384,0.001537,0.001216,0.110692,0.828192
0.416080,0.017505,0.202824,0.004864,0.048642,0.000992,0.013984,0.000352,0.001536,0.001088,0.111972,0.828064
0.421424,0.017505,0.202536,0.005056,0.048290,0.000864,0.013921,0.000320,0.001472,0.001024,0.110276,0.830784
0.442833,0.017697,0.202440,0.005024,0.047714,0.000608,0.013760,0.000608,0.001441,0.000992,0.112516,0.855297
0.417776,0.017473,0.202152,0.005216,0.048194,0.000800,0.013665,0.000384,0.001504,0.001056,0.111684,0.829056
0.416784,0.017633,0.203016,0.005024,0.048098,0.000832,0.013601,0.000576,0.001504,0.001088,0.112804,0.829632
0.420401,0.017761,0.202535,0.004865,0.048034,0.000800,0.013856,0.000384,0.001472,0.001120,0.111173,0.830529
0.439505,0.017696,0.202952,0.005024,0.048674,0.000800,0.013633,0.000384,0.001472,0.000992,0.111684,0.851362
0.416048,0.017729,0.202952,0.004992,0.048962,0.000832,0.013537,0.000384,0.001472,0.001248,0.112100,0.829984
0.415536,0.017568,0.202472,0.005120,0.048258,0.000832,0.013793,0.000384,0.001792,0.000992,0.109380,0.823840
0.416368,0.017793,0.202824,0.005344,0.048482,0.000768,0.014113,0.000320,0.001472,0.001056,0.131973,0.848481
0.421841,0.017760,0.203048,0.005249,0.048705,0.000800,0.013537,0.000384,0.001472,0.001216,0.110149,0.832129
0.419760,0.017697,0.202632,0.005056,0.048098,0.000832,0.013601,0.000576,0.001536,0.001344,0.108420,0.826912
0.420336,0.017441,0.202216,0.004832,0.048354,0.000832,0.013889,0.000384,0.001472,0.001152,0.106884,0.825024
0.420080,0.017440,0.220041,0.005152,0.048514,0.001024,0.013441,0.000320,0.001504,0.001120,0.112516,0.849057
0.420593,0.017536,0.202024,0.005056,0.048449,0.000800,0.013857,0.000576,0.001504,0.001120,0.102884,0.822240
0.419473,0.017504,0.201799,0.004865,0.047681,0.000960,0.013888,0.000352,0.001504,0.000992,0.110789,0.827393
0.416625,0.017536,0.202088,0.004801,0.048418,0.000960,0.013664,0.000352,0.001536,0.000928,0.109765,0.823937
0.434929,0.017857,0.203688,0.005216,0.048322,0.000832,0.013889,0.000352,0.001440,0.001152,0.116645,0.854498
0.416240,0.017793,0.202184,0.004864,0.048610,0.000864,0.013953,0.000608,0.001472,0.001024,0.109764,0.825152
