Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],TEE[10-10],classifier
0.416273,0.017536,0.202823,0.004897,0.047074,0.000864,0.013664,0.000384,0.001472,0.001088,0.108805,0.824129
0.415856,0.017888,0.202632,0.004832,0.046978,0.000832,0.013377,0.000416,0.001472,0.001024,0.109572,0.822304
0.415665,0.018049,0.203271,0.004992,0.047074,0.000800,0.013664,0.000384,0.001568,0.001056,0.111013,0.826561
0.416272,0.017505,0.232969,0.004993,0.047425,0.000800,0.013505,0.000320,0.001536,0.001120,0.111813,0.856514
0.415888,0.017505,0.202472,0.004896,0.046946,0.000800,0.014048,0.000353,0.001696,0.000960,0.111460,0.824736
0.416176,0.017601,0.202696,0.004832,0.046914,0.001088,0.013472,0.000320,0.001504,0.001056,0.111525,0.825088
0.415152,0.017760,0.202280,0.004832,0.046914,0.001088,0.013409,0.000352,0.001408,0.001056,0.108836,0.820640
0.437234,0.017792,0.202056,0.004768,0.046754,0.000832,0.013441,0.000320,0.001472,0.001088,0.103332,0.836993
0.420049,0.017376,0.203592,0.004865,0.046978,0.001056,0.013728,0.000416,0.001504,0.001152,0.112869,0.831201
0.416368,0.017473,0.202120,0.004864,0.047234,0.000800,0.013665,0.000384,0.001440,0.001120,0.110532,0.824096
0.419888,0.017761,0.202280,0.005056,0.046978,0.000864,0.013409,0.000416,0.001472,0.001152,0.111620,0.828608
0.419953,0.017505,0.202632,0.004800,0.046914,0.000928,0.013856,0.000384,0.001408,0.001152,0.112197,0.829569
0.415280,0.017569,0.202248,0.004832,0.047170,0.000768,0.013633,0.000384,0.001504,0.001120,0.113284,0.825920
0.416336,0.017856,0.202536,0.004768,0.046946,0.000832,0.013793,0.000576,0.001504,0.001120,0.111620,0.826593
0.415920,0.017633,0.202600,0.004832,0.062818,0.000896,0.013505,0.000384,0.001472,0.001088,0.109380,0.838304
0.416240,0.017537,0.201992,0.004832,0.047458,0.000864,0.013376,0.000352,0.001440,0.001088,0.108773,0.821664
0.414448,0.017313,0.202344,0.004800,0.046882,0.000544,0.013473,0.000576,0.001472,0.001088,0.107812,0.818304
0.420784,0.017569,0.201928,0.004864,0.047234,0.000896,0.013537,0.000384,0.001376,0.000992,0.107556,0.824832
0.420049,0.033345,0.202632,0.004768,0.046914,0.001024,0.013441,0.000416,0.001472,0.001024,0.107876,0.840833
0.415793,0.017632,0.202279,0.004897,0.047425,0.000576,0.013376,0.000320,0.001408,0.000960,0.110341,0.823841
0.421521,0.017600,0.202600,0.004832,0.047010,0.000864,0.013633,0.000352,0.001440,0.001024,0.110788,0.829824
0.416337,0.017376,0.202632,0.004832,0.047522,0.000992,0.013441,0.000352,0.001408,0.001088,0.111652,0.825473
0.438418,0.017728,0.203464,0.004801,0.047233,0.000832,0.014368,0.000384,0.001536,0.001120,0.120901,0.859266
0.418448,0.017569,0.203144,0.005280,0.048098,0.000832,0.014785,0.000576,0.001408,0.001728,0.119844,0.841793
0.420368,0.017761,0.203144,0.005088,0.048322,0.000832,0.014465,0.000352,0.001696,0.001056,0.110276,0.831392
0.417552,0.017697,0.202600,0.005056,0.049410,0.000832,0.014816,0.000384,0.001408,0.001057,0.107428,0.825697
0.416177,0.017472,0.202344,0.005057,0.047809,0.000576,0.014625,0.000352,0.001472,0.001120,0.111461,0.826273
0.419728,0.017921,0.202216,0.004864,0.048226,0.000544,0.014144,0.000320,0.001473,0.001088,0.106980,0.824736
0.421072,0.017569,0.202376,0.005248,0.047458,0.000800,0.014273,0.000384,0.001504,0.000992,0.111780,0.831136
0.419281,0.017824,0.223945,0.005056,0.046946,0.001024,0.014177,0.000352,0.001440,0.001152,0.110916,0.850305
0.420977,0.017760,0.203144,0.005089,0.047457,0.001024,0.014369,0.000416,0.001472,0.001088,0.112325,0.832833
0.416688,0.017760,0.202376,0.005056,0.047586,0.000864,0.014209,0.000384,0.001472,0.001088,0.109732,0.824544
0.416880,0.017537,0.202760,0.004832,0.047074,0.001056,0.014593,0.000352,0.001504,0.001184,0.111524,0.827744
0.434321,0.017921,0.202792,0.004832,0.046850,0.000608,0.014177,0.000608,0.001536,0.001056,0.133733,0.867170
0.420049,0.017377,0.201863,0.004865,0.046850,0.001056,0.014496,0.000320,0.001440,0.000928,0.107973,0.824737
0.416336,0.017345,0.202184,0.004800,0.046786,0.000608,0.014240,0.000352,0.001408,0.000960,0.105956,0.818400
0.420496,0.017729,0.202536,0.004800,0.046978,0.001024,0.014273,0.000416,0.001472,0.000960,0.109444,0.827680
0.433041,0.017537,0.203112,0.004800,0.046818,0.001056,0.014241,0.000384,0.001504,0.000832,0.104388,0.835521
0.421585,0.017537,0.202215,0.004833,0.046850,0.000576,0.014144,0.000352,0.001440,0.001024,0.110533,0.828961
0.415888,0.017345,0.202600,0.004896,0.046754,0.000544,0.014145,0.000384,0.001440,0.001024,0.104740,0.817472
0.420336,0.017793,0.202888,0.004864,0.047010,0.000832,0.014433,0.000352,0.001504,0.001088,0.111300,0.830080
0.415920,0.017760,0.202440,0.004928,0.047298,0.001024,0.014657,0.000320,0.001472,0.000992,0.106308,0.820992
0.417264,0.017601,0.202984,0.005024,0.047330,0.000576,0.013600,0.000416,0.001504,0.001216,0.116229,0.832128
0.417168,0.017697,0.202920,0.004768,0.046978,0.000768,0.013440,0.000384,0.001472,0.001217,0.108196,0.823296
0.420464,0.017729,0.222537,0.005088,0.047074,0.000832,0.013440,0.000384,0.001536,0.001088,0.113669,0.852321
0.415120,0.017697,0.202440,0.004832,0.046914,0.001056,0.013441,0.000384,0.001408,0.001056,0.112836,0.825184
0.415504,0.017377,0.202504,0.004832,0.046946,0.001056,0.013441,0.000384,0.001440,0.001056,0.117284,0.829344
0.420657,0.017312,0.202280,0.004800,0.046881,0.000576,0.013409,0.000320,0.001408,0.000992,0.104868,0.821120
0.433681,0.017569,0.202055,0.004833,0.046849,0.000800,0.013376,0.000384,0.001504,0.000992,0.109829,0.839777
0.421264,0.017441,0.201960,0.004800,0.047330,0.000608,0.013473,0.000320,0.001408,0.001024,0.106116,0.823616
0.416720,0.017440,0.202344,0.004832,0.046978,0.000832,0.013761,0.000384,0.001440,0.001184,0.110980,0.824576
0.417872,0.017729,0.202792,0.004832,0.047490,0.000960,0.013472,0.000352,0.001408,0.001089,0.107044,0.822336
0.432913,0.017953,0.202376,0.004896,0.047106,0.000800,0.013760,0.000353,0.001440,0.001216,0.113860,0.844769
0.421265,0.017568,0.202184,0.005121,0.047489,0.000768,0.013473,0.000576,0.001472,0.001152,0.108356,0.827361
0.421136,0.017505,0.201928,0.005184,0.047394,0.000832,0.013504,0.000384,0.001505,0.001056,0.112996,0.831072
0.420656,0.017601,0.202408,0.004896,0.046946,0.001024,0.013473,0.000416,0.001440,0.001120,0.107492,0.825824
0.416656,0.017633,0.202216,0.004864,0.046914,0.001024,0.013441,0.000416,0.001440,0.001120,0.109444,0.822688
0.416177,0.017984,0.202440,0.004833,0.046881,0.000832,0.013473,0.000384,0.001440,0.001120,0.106596,0.820928
0.416784,0.017569,0.202856,0.004960,0.047298,0.000832,0.013920,0.000352,0.001472,0.001056,0.110789,0.825472
0.416240,0.017601,0.220105,0.005280,0.047394,0.000960,0.013408,0.000320,0.001472,0.000960,0.133157,0.865250
0.418224,0.017761,0.201832,0.004992,0.046978,0.001024,0.013729,0.000352,0.001504,0.001024,0.107140,0.822624
0.421648,0.017856,0.201960,0.004992,0.047490,0.000832,0.013409,0.000384,0.001440,0.000960,0.107172,0.826016
0.416368,0.017728,0.202472,0.004928,0.047010,0.000832,0.013505,0.000384,0.001472,0.001184,0.113989,0.828481
0.438417,0.017601,0.202440,0.005056,0.047042,0.000864,0.013569,0.000384,0.001472,0.000992,0.108036,0.843745
0.416240,0.017665,0.202472,0.004864,0.046786,0.000832,0.013985,0.000352,0.001440,0.001088,0.106532,0.819744
0.420496,0.017633,0.202376,0.004864,0.047330,0.000832,0.013409,0.000352,0.001376,0.000896,0.106756,0.824064
0.418801,0.017473,0.202567,0.004961,0.046882,0.000576,0.013440,0.000384,0.001408,0.001184,0.107844,0.823105
0.439313,0.017473,0.202152,0.004800,0.047106,0.000576,0.013568,0.000352,0.001473,0.001024,0.109284,0.844833
0.420112,0.017697,0.201832,0.004800,0.047106,0.000608,0.013440,0.000320,0.001505,0.000992,0.112452,0.828736
0.421521,0.017473,0.202055,0.004801,0.046754,0.000640,0.013408,0.000384,0.001472,0.001056,0.107844,0.825185
0.418064,0.017729,0.203944,0.004992,0.047362,0.000832,0.013857,0.000384,0.001472,0.001184,0.138373,0.857633
0.417233,0.017633,0.203016,0.004832,0.046914,0.000576,0.014080,0.000352,0.001984,0.000864,0.140902,0.857346
0.416785,0.017536,0.202600,0.004833,0.047425,0.001056,0.013537,0.000352,0.001504,0.001152,0.117221,0.833153
0.416528,0.017921,0.201960,0.005088,0.048002,0.000800,0.013985,0.000352,0.001472,0.000832,0.103844,0.819968
0.420433,0.017984,0.219561,0.005024,0.047874,0.001056,0.013409,0.000576,0.001472,0.001120,0.110500,0.847457
0.420593,0.017440,0.202792,0.004800,0.047522,0.000832,0.013665,0.000352,0.001440,0.000832,0.100772,0.819200
0.415824,0.017632,0.202760,0.004800,0.047298,0.000576,0.013889,0.000576,0.001408,0.001152,0.107236,0.821312
0.420752,0.018273,0.202696,0.004832,0.047266,0.000800,0.013857,0.000384,0.001536,0.000928,0.107268,0.826784
0.436625,0.017761,0.202024,0.004800,0.047490,0.000768,0.013473,0.000352,0.001408,0.001056,0.109508,0.843713
0.419889,0.017473,0.202664,0.004832,0.047074,0.000768,0.013600,0.000384,0.001472,0.001056,0.112644,0.830593
0.420081,0.017761,0.202695,0.004768,0.047234,0.000832,0.013472,0.000384,0.001408,0.000960,0.109893,0.828513
0.420625,0.017633,0.202312,0.004832,0.046914,0.001024,0.013472,0.000384,0.001408,0.001024,0.111621,0.829729
0.420464,0.017665,0.202216,0.004832,0.047138,0.000576,0.013473,0.000608,0.001472,0.001152,0.112420,0.832096
0.420241,0.017728,0.202536,0.004897,0.047233,0.000864,0.013601,0.000416,0.001408,0.001056,0.114757,0.832737
0.420113,0.017696,0.202535,0.004833,0.047746,0.001024,0.013440,0.000320,0.001472,0.001184,0.112069,0.830209
0.422225,0.017761,0.201960,0.004864,0.064834,0.000832,0.013569,0.000352,0.001504,0.001056,0.111813,0.848418
0.420912,0.017856,0.202088,0.004864,0.046946,0.000832,0.013729,0.000416,0.001536,0.001088,0.112292,0.830016
0.416336,0.017697,0.202152,0.004800,0.047330,0.000576,0.013441,0.000320,0.001472,0.001088,0.110244,0.823072
0.418288,0.017601,0.202504,0.004864,0.046882,0.001024,0.013536,0.000352,0.001440,0.001088,0.111460,0.826976
0.435345,0.017921,0.202280,0.004896,0.046914,0.000608,0.013760,0.000320,0.001504,0.000992,0.110917,0.843681
0.418161,0.017697,0.202152,0.004864,0.047170,0.000832,0.013504,0.000384,0.001440,0.001152,0.110565,0.825665
0.422736,0.017665,0.202056,0.005120,0.047234,0.000832,0.013441,0.000384,0.001408,0.001056,0.110756,0.830304
0.416816,0.017952,0.202280,0.005280,0.047266,0.000832,0.013537,0.000384,0.001408,0.001152,0.110404,0.826432
0.436497,0.017697,0.202440,0.004992,0.047650,0.001024,0.013728,0.000288,0.001472,0.000992,0.108452,0.843201
0.416048,0.017793,0.201960,0.005152,0.047458,0.000800,0.013345,0.000352,0.001536,0.000960,0.107588,0.820448
0.416081,0.017600,0.202184,0.004833,0.047553,0.000768,0.013409,0.000384,0.001888,0.000960,0.108484,0.821568
0.418640,0.017920,0.202696,0.005088,0.046914,0.000832,0.013633,0.000352,0.001472,0.001152,0.111684,0.828608
0.419889,0.017504,0.202408,0.005056,0.047490,0.000896,0.013953,0.000352,0.001408,0.001056,0.106532,0.824544
0.417168,0.017856,0.202920,0.005088,0.047458,0.001056,0.013633,0.000384,0.001440,0.001056,0.108516,0.824000
0.421233,0.017408,0.202536,0.005057,0.047649,0.000864,0.013409,0.000384,0.001472,0.000768,0.109380,0.828481
0.421488,0.017889,0.202760,0.005152,0.047298,0.001024,0.028193,0.000640,0.001696,0.001088,0.107716,0.842912
0.416400,0.017601,0.202536,0.004800,0.047330,0.000864,0.013409,0.000352,0.001408,0.000864,0.104484,0.817536
0.416944,0.017344,0.203016,0.004832,0.047074,0.001024,0.013569,0.000320,0.001472,0.001088,0.111236,0.827488
0.415792,0.017536,0.202472,0.005088,0.047426,0.000832,0.013537,0.000576,0.001408,0.001024,0.106596,0.820032
0.421809,0.017664,0.221097,0.005056,0.046882,0.000800,0.013985,0.000384,0.001504,0.001024,0.104548,0.843009
0.417392,0.017665,0.202280,0.004960,0.046850,0.000800,0.013409,0.000384,0.001504,0.001120,0.106660,0.820672
0.416080,0.017505,0.201960,0.005088,0.047010,0.000992,0.013440,0.000352,0.001472,0.001120,0.110789,0.823584
0.420753,0.017824,0.202856,0.005056,0.047618,0.000800,0.013857,0.000352,0.001472,0.001344,0.107268,0.826880
0.440593,0.017889,0.204200,0.004928,0.047650,0.000832,0.013440,0.000416,0.001504,0.001120,0.135782,0.876802
0.416880,0.017953,0.202568,0.004864,0.047522,0.001024,0.013825,0.000320,0.001472,0.001056,0.108196,0.823424
0.421169,0.017536,0.202823,0.004833,0.047458,0.000800,0.013760,0.000416,0.001440,0.001216,0.112645,0.832353
0.418928,0.017697,0.203112,0.005248,0.047554,0.000832,0.013537,0.000352,0.001536,0.001120,0.109668,0.827712
0.417329,0.017601,0.202407,0.005280,0.047458,0.000832,0.013408,0.000352,0.001472,0.001152,0.114597,0.830881
0.417424,0.017601,0.202600,0.004928,0.046978,0.001056,0.013344,0.000576,0.001440,0.001056,0.107396,0.822016
0.416560,0.017505,0.202184,0.004864,0.047586,0.000832,0.013345,0.000384,0.001440,0.000928,0.107556,0.820992
0.421616,0.017569,0.202792,0.004800,0.060355,0.000832,0.013568,0.000608,0.001504,0.000992,0.105701,0.839105
0.420721,0.017697,0.203944,0.004896,0.047330,0.000576,0.013440,0.000384,0.001376,0.001280,0.108325,0.827585
0.418384,0.017985,0.202376,0.004928,0.047202,0.000768,0.013793,0.000416,0.001376,0.000992,0.106724,0.822208
0.420720,0.018049,0.201864,0.005024,0.047394,0.000800,0.013409,0.000384,0.001408,0.000992,0.107268,0.824800
0.415632,0.017665,0.218313,0.005344,0.047874,0.000832,0.013760,0.000320,0.001473,0.001024,0.108356,0.838177
0.417680,0.017601,0.202088,0.005280,0.047394,0.000832,0.013377,0.000352,0.001376,0.001024,0.108804,0.823072
0.421937,0.017696,0.202376,0.005121,0.047457,0.000800,0.013697,0.000352,0.001632,0.001088,0.109540,0.829825
0.416048,0.017537,0.202376,0.005184,0.047650,0.001056,0.013408,0.000320,0.001504,0.001024,0.107748,0.821280
0.437329,0.017729,0.202728,0.004864,0.046978,0.001088,0.013408,0.000417,0.001440,0.001120,0.108900,0.844193
0.416592,0.017601,0.202312,0.004768,0.046882,0.001056,0.013376,0.000352,0.001472,0.001121,0.107652,0.820416
0.420144,0.017729,0.202344,0.005024,0.047138,0.000832,0.013376,0.000384,0.001344,0.000993,0.103972,0.820896
0.420848,0.017569,0.202824,0.004800,0.047426,0.000832,0.013377,0.000384,0.001376,0.000992,0.108964,0.827200
0.416592,0.017761,0.202024,0.004896,0.047426,0.001056,0.013377,0.000352,0.001376,0.001056,0.104804,0.818560
0.421904,0.017633,0.202632,0.004800,0.046914,0.001088,0.013376,0.000352,0.001409,0.000992,0.108036,0.826528
0.420784,0.017921,0.202088,0.005088,0.047138,0.000832,0.013441,0.000352,0.001536,0.001056,0.108804,0.826272
0.421489,0.017729,0.202151,0.004865,0.046914,0.000864,0.013472,0.000352,0.001376,0.001056,0.108197,0.843361
0.417040,0.017537,0.202760,0.004800,0.047426,0.001024,0.013504,0.000352,0.001504,0.001056,0.108580,0.823360
0.419344,0.017729,0.202280,0.004864,0.047266,0.000608,0.013376,0.000384,0.001473,0.000992,0.108484,0.824000
0.420721,0.017984,0.202280,0.005025,0.047393,0.000864,0.013313,0.000416,0.001664,0.000896,0.104612,0.822400
0.420176,0.017345,0.226025,0.005024,0.047010,0.001056,0.013313,0.000352,0.001408,0.000960,0.106916,0.848865
0.421104,0.017633,0.202280,0.004832,0.046850,0.000800,0.013345,0.000352,0.001376,0.001056,0.104484,0.821248
0.419953,0.017441,0.201960,0.004864,0.047266,0.000960,0.013376,0.000352,0.001408,0.000896,0.105445,0.821089
0.415568,0.017697,0.202184,0.004896,0.046946,0.001024,0.013344,0.000384,0.001376,0.000864,0.108965,0.820576
0.439761,0.017665,0.202440,0.004800,0.046786,0.001024,0.013441,0.000352,0.001376,0.001056,0.114916,0.851233
0.420177,0.017568,0.202632,0.004864,0.046882,0.000800,0.013409,0.000352,0.001408,0.000960,0.109572,0.826112
0.420657,0.017953,0.202567,0.004865,0.046850,0.000800,0.013376,0.000320,0.001440,0.001056,0.106980,0.824001
0.420240,0.017473,0.202824,0.004832,0.046914,0.000800,0.013440,0.000352,0.001408,0.001088,0.108100,0.825632
0.443089,0.017537,0.202568,0.004992,0.047650,0.000800,0.013408,0.000352,0.001441,0.000960,0.108388,0.849089
0.421328,0.017537,0.202056,0.004832,0.046978,0.000992,0.013761,0.000384,0.001408,0.001024,0.106052,0.823264
0.415536,0.017505,0.202184,0.004864,0.047138,0.000608,0.013280,0.000352,0.001345,0.000960,0.105892,0.817312
0.421200,0.017505,0.202248,0.004864,0.047042,0.000832,0.013568,0.000320,0.001472,0.000992,0.106628,0.825120
0.422960,0.017697,0.202696,0.005152,0.047330,0.000832,0.013473,0.000416,0.001472,0.001120,0.113572,0.834976
0.421008,0.017537,0.202856,0.004768,0.046978,0.001024,0.013377,0.000352,0.001440,0.001216,0.110564,0.828928
0.420817,0.017440,0.202632,0.004769,0.046913,0.001056,0.013409,0.000352,0.001504,0.001056,0.110596,0.828033
0.416272,0.017729,0.221704,0.004993,0.050402,0.000800,0.013792,0.000576,0.001536,0.001088,0.114693,0.852065
0.420208,0.017281,0.202344,0.004768,0.047618,0.001056,0.013953,0.000384,0.001376,0.001024,0.109572,0.827104
0.416464,0.017697,0.202216,0.005056,0.047522,0.001024,0.013568,0.000384,0.001537,0.001408,0.112548,0.827712
0.421040,0.017729,0.202600,0.004896,0.047426,0.000608,0.013568,0.000384,0.001568,0.001344,0.111620,0.831744
0.440273,0.017569,0.203080,0.004800,0.047394,0.000608,0.013729,0.000352,0.001472,0.000960,0.112292,0.850625
0.416912,0.017761,0.201768,0.004800,0.046850,0.000608,0.013377,0.000384,0.001760,0.000928,0.108356,0.821056
0.421553,0.017697,0.202087,0.004961,0.047490,0.000544,0.013376,0.000320,0.001504,0.000928,0.108229,0.826433
0.417360,0.017761,0.201800,0.004896,0.047586,0.000576,0.013344,0.000320,0.001472,0.000832,0.107109,0.820736
0.431953,0.017728,0.202600,0.005184,0.047682,0.000992,0.013473,0.000352,0.001408,0.001152,0.108196,0.838048
0.424209,0.017697,0.202568,0.005024,0.047138,0.000800,0.013472,0.000352,0.001440,0.001120,0.108997,0.830241
0.416336,0.017633,0.202408,0.005248,0.047010,0.000800,0.013408,0.000384,0.001408,0.001121,0.110148,0.823456
0.422128,0.017761,0.202824,0.005120,0.046978,0.000832,0.013312,0.000384,0.001441,0.001088,0.107652,0.827072
0.417392,0.017665,0.202376,0.005024,0.047522,0.001088,0.013408,0.000320,0.001504,0.001121,0.111044,0.826944
0.421489,0.017729,0.202728,0.004832,0.047042,0.000928,0.013440,0.000416,0.001504,0.001057,0.116036,0.835553
0.421841,0.017664,0.201896,0.005056,0.047266,0.000800,0.013377,0.000384,0.001440,0.000960,0.104644,0.822592
0.420240,0.017601,0.220265,0.005024,0.047074,0.000992,0.013632,0.000384,0.001504,0.000960,0.109380,0.845057
0.420784,0.017633,0.202056,0.004864,0.047010,0.000800,0.013952,0.000352,0.001441,0.001088,0.103268,0.820544
0.416848,0.017825,0.201992,0.004832,0.047042,0.001088,0.013632,0.000416,0.001408,0.000992,0.110629,0.824128
0.417360,0.017921,0.202568,0.004832,0.046818,0.000960,0.013344,0.000352,0.001440,0.000960,0.105637,0.819392
0.439378,0.017696,0.202792,0.004896,0.046818,0.000992,0.013409,0.000608,0.001472,0.000832,0.104036,0.840001
0.415440,0.017697,0.202280,0.004960,0.047106,0.000992,0.013889,0.000320,0.001472,0.001248,0.112612,0.825472
0.419825,0.017728,0.202087,0.004801,0.046945,0.000609,0.013408,0.000320,0.001504,0.001024,0.106340,0.822784
0.415056,0.017921,0.202056,0.005248,0.047202,0.000544,0.013472,0.000384,0.001536,0.000865,0.105028,0.817408
0.434353,0.017569,0.202952,0.004832,0.047330,0.000800,0.013697,0.000352,0.001472,0.000992,0.117476,0.850817
0.416912,0.017505,0.202600,0.004832,0.048642,0.000576,0.013344,0.000576,0.001473,0.000832,0.103172,0.818016
0.415696,0.017345,0.202440,0.004736,0.047554,0.000576,0.013504,0.000544,0.001440,0.000897,0.104708,0.817440
0.415472,0.017825,0.202152,0.005248,0.047202,0.000864,0.013409,0.000352,0.001408,0.000992,0.102244,0.814816
0.415056,0.017344,0.202760,0.004768,0.046850,0.000608,0.013825,0.000352,0.001408,0.001120,0.102820,0.814496
0.414961,0.017440,0.201768,0.004769,0.046817,0.000480,0.013345,0.000384,0.001408,0.000832,0.108516,0.819488
0.415440,0.017505,0.202408,0.004928,0.046850,0.000576,0.013345,0.000576,0.001504,0.000704,0.100452,0.813024
0.416080,0.017569,0.202024,0.004896,0.047650,0.000576,0.013440,0.000352,0.001441,0.000832,0.102244,0.815552
0.415792,0.017825,0.201992,0.004896,0.046914,0.001024,0.013376,0.000416,0.001376,0.000865,0.106180,0.818208
0.415536,0.017729,0.201640,0.004864,0.046946,0.000576,0.013344,0.000384,0.001440,0.000960,0.106340,0.819040
0.415633,0.018048,0.201608,0.004832,0.047170,0.000992,0.013409,0.000320,0.001376,0.000928,0.104004,0.815648
0.415056,0.017217,0.201672,0.004768,0.046882,0.000576,0.013312,0.000320,0.001377,0.000896,0.121860,0.832128
0.415312,0.017345,0.201896,0.004864,0.046850,0.000576,0.013376,0.000576,0.001312,0.001056,0.098884,0.809823
0.416368,0.017857,0.202280,0.004768,0.046914,0.001024,0.013408,0.000320,0.001345,0.000928,0.108036,0.820448
0.415120,0.017377,0.201992,0.004864,0.046946,0.000832,0.013408,0.000352,0.001312,0.000833,0.096259,0.806943
0.415697,0.017728,0.217673,0.004992,0.050370,0.001024,0.013377,0.000320,0.001408,0.000800,0.098404,0.829281
0.415472,0.017345,0.202024,0.004832,0.046786,0.001024,0.013344,0.000352,0.001408,0.000864,0.098724,0.808831
0.415281,0.017344,0.202824,0.004929,0.046881,0.000768,0.013825,0.000352,0.001408,0.000864,0.105924,0.818816
0.415504,0.018017,0.202248,0.005376,0.046946,0.000480,0.013345,0.000384,0.001472,0.000896,0.101796,0.813952
0.416016,0.017409,0.216808,0.005025,0.047105,0.001024,0.013473,0.000736,0.001376,0.000992,0.103908,0.832608
0.415664,0.017313,0.201960,0.004800,0.046946,0.001056,0.013440,0.000320,0.001312,0.000736,0.101828,0.812863
0.414993,0.017632,0.202152,0.004833,0.046913,0.001024,0.013344,0.000320,0.001344,0.000896,0.101444,0.811968
0.415697,0.017216,0.201736,0.004801,0.047009,0.000576,0.013441,0.000352,0.001344,0.000864,0.093444,0.804448
0.430289,0.017281,0.203752,0.004832,0.047074,0.000768,0.013440,0.000352,0.001408,0.000800,0.100164,0.827200
0.415473,0.017504,0.202088,0.004832,0.046754,0.000800,0.013313,0.000352,0.001408,0.000768,0.100132,0.810560
0.415088,0.017440,0.202344,0.004832,0.046914,0.001024,0.013313,0.000384,0.001408,0.000928,0.096356,0.807360
0.415440,0.017409,0.202024,0.004864,0.046818,0.000576,0.013408,0.000352,0.001408,0.000704,0.093380,0.804415
0.439857,0.017569,0.202952,0.004832,0.046978,0.001024,0.013985,0.000384,0.001408,0.000864,0.103140,0.840385
0.415472,0.017473,0.201832,0.004832,0.046946,0.001024,0.013473,0.000384,0.001440,0.000864,0.106052,0.817504
0.416336,0.017505,0.202312,0.004832,0.047714,0.000832,0.013761,0.000352,0.001376,0.001152,0.111364,0.827168
0.415568,0.017697,0.201864,0.004896,0.047138,0.001056,0.013761,0.000352,0.001408,0.000896,0.109636,0.822016
0.428976,0.017441,0.201960,0.004768,0.047074,0.001024,0.013825,0.000320,0.001440,0.000704,0.109348,0.833985
0.415632,0.017665,0.202280,0.004800,0.046978,0.000768,0.013633,0.000320,0.001440,0.000736,0.099844,0.811008
0.415760,0.017377,0.202632,0.004768,0.046786,0.000992,0.013760,0.000384,0.001440,0.000800,0.095491,0.808127
0.415536,0.017153,0.202056,0.004864,0.046722,0.000544,0.013376,0.000352,0.001504,0.000768,0.093060,0.804159
0.428720,0.017633,0.202248,0.004832,0.046786,0.000576,0.013313,0.000352,0.001440,0.000768,0.096100,0.819904
0.420176,0.017313,0.202248,0.004832,0.046818,0.001024,0.013632,0.000352,0.001505,0.000736,0.117764,0.833856
0.415248,0.017409,0.202088,0.004832,0.046946,0.000576,0.013344,0.000320,0.001408,0.000704,0.097988,0.809151
0.416080,0.017633,0.201544,0.004864,0.046818,0.000576,0.013345,0.000608,0.001408,0.000832,0.096067,0.806880
0.415216,0.017665,0.201864,0.004896,0.046786,0.000800,0.013376,0.000384,0.001408,0.000960,0.104356,0.816768
0.415344,0.017313,0.201928,0.004800,0.046754,0.000544,0.013409,0.000640,0.001440,0.000800,0.099364,0.809440
0.415408,0.017153,0.201864,0.004992,0.046754,0.001024,0.013344,0.000384,0.001440,0.000833,0.099299,0.810592
0.416464,0.017473,0.202088,0.004928,0.046786,0.000480,0.013920,0.000384,0.001408,0.000640,0.100036,0.811775
0.415600,0.017473,0.202088,0.004832,0.046882,0.000960,0.013344,0.000352,0.001408,0.000736,0.096644,0.807359
0.415600,0.017249,0.201608,0.004800,0.046818,0.000992,0.013345,0.000320,0.001472,0.000704,0.096644,0.807968
0.416368,0.017537,0.202184,0.004768,0.046786,0.000800,0.013441,0.000320,0.001376,0.000736,0.100740,0.812160
0.416016,0.017313,0.201768,0.004832,0.046818,0.000448,0.013441,0.000384,0.001440,0.000640,0.122660,0.833153
0.415888,0.017505,0.202952,0.004864,0.046978,0.000608,0.013632,0.000384,0.001408,0.000929,0.097987,0.810271
0.415377,0.017952,0.202024,0.004832,0.046818,0.000832,0.013345,0.000352,0.001472,0.000896,0.099364,0.811232
0.415665,0.017152,0.202664,0.004833,0.046977,0.000928,0.013377,0.000352,0.001440,0.000992,0.100740,0.813760
0.415504,0.017217,0.213672,0.004864,0.047074,0.000768,0.013345,0.000352,0.001536,0.000800,0.107012,0.830528
0.415249,0.017280,0.201928,0.004768,0.046882,0.000800,0.013313,0.000384,0.001472,0.000960,0.105668,0.816576
0.415152,0.017601,0.202376,0.004832,0.046850,0.000512,0.013441,0.000352,0.001504,0.000736,0.106020,0.817600
0.415377,0.017408,0.202280,0.004896,0.046786,0.000544,0.013409,0.000352,0.001472,0.000736,0.104196,0.814432
0.415376,0.017761,0.212680,0.004865,0.046945,0.000544,0.013409,0.000544,0.001472,0.000800,0.109092,0.831809
0.415760,0.017537,0.202536,0.004832,0.046882,0.000512,0.013280,0.000320,0.001408,0.000736,0.102628,0.813472
0.416016,0.017569,0.202056,0.004896,0.046850,0.000832,0.013824,0.000320,0.001472,0.000704,0.101476,0.813855
0.415408,0.017473,0.201896,0.004800,0.046850,0.000672,0.013345,0.000576,0.001472,0.000736,0.100836,0.812288
0.425713,0.017249,0.202023,0.004833,0.046913,0.000960,0.013312,0.000576,0.001408,0.000864,0.105028,0.826336
0.415441,0.017280,0.202280,0.004833,0.046945,0.000672,0.013889,0.000352,0.001376,0.000896,0.108964,0.819712
