Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],TEE[9-9],Layer[10],classifier
0.416272,0.017664,0.226569,0.005280,0.047362,0.000640,0.013377,0.000352,0.001376,0.177479,0.000832,0.915972
0.415280,0.017441,0.202504,0.005056,0.047746,0.000640,0.013633,0.000384,0.001440,0.184871,0.001056,0.898467
0.415536,0.017537,0.202088,0.005280,0.048450,0.001056,0.013632,0.000416,0.001408,0.180967,0.000960,0.895459
0.415665,0.017568,0.202216,0.005281,0.048033,0.000608,0.013665,0.000384,0.001440,0.181127,0.000832,0.895619
0.415985,0.017536,0.202184,0.005281,0.047745,0.000640,0.013665,0.000352,0.001376,0.182855,0.001024,0.896483
0.415312,0.017313,0.202376,0.005280,0.047970,0.000608,0.013569,0.000352,0.001408,0.169830,0.000929,0.883299
0.415632,0.017537,0.202184,0.005280,0.047810,0.000608,0.013665,0.000352,0.001472,0.164774,0.000992,0.878210
0.415728,0.017601,0.224073,0.005280,0.047970,0.000832,0.014049,0.000352,0.001376,0.171463,0.000800,0.908068
0.415504,0.017505,0.203688,0.005376,0.047554,0.000576,0.013952,0.000416,0.001472,0.181864,0.000992,0.895587
0.416400,0.017793,0.202536,0.005280,0.047458,0.000576,0.013697,0.000352,0.001408,0.177735,0.000992,0.891363
0.417329,0.017504,0.205096,0.004833,0.048193,0.000576,0.013665,0.000384,0.001504,0.176359,0.000960,0.894051
0.418480,0.017504,0.202600,0.004768,0.048386,0.000608,0.013377,0.000320,0.001408,0.172615,0.000704,0.889251
0.418224,0.020961,0.205832,0.004864,0.048386,0.001056,0.014113,0.000352,0.001536,0.184679,0.000864,0.911139
0.419568,0.017793,0.202952,0.005056,0.047714,0.000832,0.014241,0.000352,0.001536,0.184039,0.000768,0.904419
0.417008,0.017600,0.227209,0.005376,0.048578,0.000768,0.013601,0.000352,0.001600,0.174791,0.001088,0.916964
0.416432,0.017665,0.202440,0.005056,0.047490,0.000576,0.014624,0.000352,0.001536,0.178663,0.000768,0.893698
0.416016,0.017441,0.202536,0.005312,0.048290,0.000608,0.013665,0.000352,0.001504,0.190279,0.000736,0.904643
0.415504,0.017729,0.202472,0.004992,0.048098,0.000576,0.013440,0.000384,0.001537,0.168998,0.001024,0.883362
0.415952,0.017537,0.202632,0.005312,0.047970,0.000640,0.013441,0.000352,0.001440,0.171463,0.000992,0.886019
0.416048,0.017568,0.202760,0.005280,0.049058,0.000576,0.013409,0.000416,0.001504,0.184647,0.000544,0.900195
0.415984,0.017601,0.203176,0.005248,0.047458,0.000512,0.013632,0.000320,0.001441,0.179527,0.001056,0.894339
0.416368,0.017921,0.218920,0.005313,0.047361,0.000608,0.013440,0.000352,0.001600,0.170375,0.000864,0.901539
0.416464,0.017313,0.202728,0.004896,0.047778,0.000608,0.013697,0.000352,0.001504,0.176423,0.000832,0.890979
0.416368,0.017441,0.202504,0.005056,0.048162,0.000608,0.013664,0.000320,0.001408,0.181192,0.000864,0.896291
0.415088,0.017761,0.202696,0.005280,0.047970,0.000576,0.013504,0.000320,0.001504,0.184104,0.000960,0.897795
0.416848,0.017665,0.202856,0.005120,0.048098,0.000608,0.013569,0.000320,0.001472,0.178631,0.000768,0.893603
0.415696,0.017601,0.202760,0.005312,0.047714,0.000608,0.014048,0.000352,0.001504,0.176615,0.000928,0.892034
0.416241,0.017504,0.202664,0.005249,0.048546,0.000608,0.013664,0.000384,0.001504,0.173447,0.000928,0.888803
0.416624,0.017313,0.221513,0.005312,0.048034,0.000608,0.013696,0.000352,0.001601,0.171846,0.001056,0.905763
0.416944,0.017665,0.202440,0.005056,0.049826,0.000800,0.014112,0.000416,0.001536,0.186887,0.001056,0.905251
0.416752,0.017665,0.202312,0.005248,0.047330,0.000608,0.014176,0.000352,0.001440,0.179015,0.001024,0.894531
0.416176,0.017312,0.202376,0.005248,0.048034,0.000608,0.013441,0.000384,0.001440,0.178279,0.000960,0.892803
0.416400,0.017473,0.202792,0.005280,0.047618,0.000736,0.014081,0.000352,0.001376,0.174727,0.001056,0.891203
0.415857,0.017632,0.202888,0.005249,0.048290,0.000768,0.013792,0.000384,0.001472,0.170983,0.000800,0.886371
0.416560,0.017696,0.202248,0.005216,0.048418,0.000576,0.013569,0.000352,0.001472,0.167719,0.001088,0.883331
0.415984,0.017217,0.236009,0.005344,0.048706,0.000608,0.013569,0.000352,0.001536,0.174759,0.000768,0.923044
0.416464,0.017600,0.203752,0.005280,0.047458,0.000576,0.013633,0.000416,0.001472,0.174695,0.001088,0.889699
0.415856,0.017664,0.202632,0.005248,0.048706,0.000608,0.013665,0.000352,0.001440,0.181191,0.000864,0.896899
0.416721,0.017505,0.202375,0.004832,0.048066,0.000608,0.013408,0.000416,0.001472,0.176519,0.000928,0.890755
0.416208,0.017569,0.203240,0.004992,0.047650,0.000608,0.013441,0.000384,0.001504,0.169254,0.000896,0.883971
0.416016,0.017601,0.202664,0.005472,0.048706,0.000576,0.013633,0.000352,0.001440,0.176263,0.001056,0.892131
0.416368,0.017696,0.202440,0.004992,0.047874,0.000608,0.013633,0.000384,0.001504,0.177415,0.000704,0.891939
0.416240,0.017697,0.220328,0.005185,0.048066,0.000608,0.013696,0.000352,0.001440,0.180103,0.000992,0.918563
0.417040,0.018177,0.203208,0.005408,0.047938,0.000672,0.013921,0.000352,0.001504,0.183783,0.000832,0.900643
0.417744,0.018337,0.202408,0.005600,0.047906,0.000576,0.014145,0.000320,0.001376,0.172742,0.000960,0.890819
0.415504,0.017696,0.202440,0.005280,0.047042,0.000672,0.013825,0.000352,0.001472,0.179271,0.000832,0.892131
0.416144,0.017665,0.202312,0.005312,0.047554,0.000608,0.013632,0.000416,0.001440,0.163559,0.000800,0.878050
0.415344,0.017441,0.202216,0.005088,0.047298,0.000608,0.013857,0.000352,0.001440,0.170726,0.000928,0.882659
0.416816,0.017665,0.202760,0.005280,0.046946,0.000608,0.013696,0.000352,0.001536,0.162822,0.000832,0.877890
0.415793,0.017472,0.220969,0.005184,0.049794,0.000608,0.013473,0.000384,0.001536,0.167462,0.000768,0.901572
0.415312,0.017505,0.201896,0.005024,0.048066,0.000576,0.013697,0.000384,0.001472,0.163142,0.000736,0.876450
0.415856,0.018209,0.202728,0.005056,0.047458,0.000576,0.013728,0.000384,0.001472,0.171783,0.001088,0.886082
0.416176,0.017537,0.202120,0.005280,0.047234,0.000608,0.013568,0.000352,0.001440,0.167847,0.000832,0.881602
0.432721,0.017601,0.203048,0.005280,0.048098,0.000576,0.013889,0.000384,0.001472,0.171751,0.001024,0.903428
0.415760,0.017441,0.202024,0.005280,0.047746,0.000608,0.013409,0.000416,0.001440,0.173287,0.001024,0.886435
0.415696,0.017472,0.202600,0.005248,0.047746,0.000672,0.013665,0.000416,0.001504,0.168487,0.000928,0.882275
0.416657,0.017280,0.202792,0.022977,0.051010,0.000576,0.013505,0.000384,0.001472,0.168743,0.000736,0.904164
0.415760,0.017569,0.202600,0.005056,0.048930,0.000608,0.014401,0.000384,0.001472,0.185735,0.000800,0.900931
0.416816,0.017505,0.202312,0.005280,0.047394,0.000640,0.014017,0.000384,0.001504,0.185575,0.000832,0.901731
0.416304,0.017601,0.202568,0.005280,0.047586,0.000576,0.013952,0.000384,0.001536,0.183079,0.000832,0.898339
0.431696,0.017568,0.202760,0.005312,0.047426,0.000800,0.013985,0.000384,0.001472,0.181767,0.000960,0.914115
0.415920,0.017537,0.202824,0.005280,0.047938,0.000640,0.013920,0.000416,0.001472,0.186696,0.000864,0.902052
0.416016,0.017505,0.202536,0.005280,0.047714,0.000800,0.013888,0.000352,0.001473,0.177126,0.000736,0.893859
0.416944,0.017505,0.220200,0.005217,0.048161,0.000609,0.013856,0.000352,0.001440,0.184327,0.001120,0.918948
0.416305,0.017280,0.202600,0.005249,0.047778,0.000608,0.013600,0.000384,0.001472,0.177511,0.001024,0.892835
0.415888,0.017505,0.203080,0.005248,0.047234,0.000640,0.013889,0.000384,0.001440,0.179111,0.000832,0.893731
0.416624,0.017505,0.202920,0.005248,0.048130,0.000608,0.014304,0.000352,0.001377,0.177190,0.000832,0.894403
0.416784,0.017473,0.203624,0.005280,0.047650,0.000608,0.013952,0.000352,0.001473,0.188615,0.000896,0.904995
0.415920,0.017473,0.202312,0.005312,0.048354,0.000576,0.014208,0.000384,0.001505,0.178471,0.001088,0.894083
0.415889,0.017313,0.202151,0.005281,0.047554,0.000608,0.013984,0.000320,0.001408,0.192168,0.000736,0.906756
0.416432,0.040578,0.203976,0.005216,0.048962,0.000640,0.014144,0.000320,0.001537,0.188039,0.000736,0.930596
0.415889,0.017344,0.202088,0.005249,0.048225,0.000769,0.013728,0.000384,0.001472,0.185895,0.001056,0.901092
0.550294,0.017473,0.203304,0.005344,0.047906,0.000800,0.013920,0.000384,0.001504,0.188744,0.000864,1.040777
0.418705,0.017728,0.202184,0.005281,0.048353,0.000769,0.014144,0.000352,0.001504,0.195912,0.000768,0.914564
0.416304,0.017505,0.202120,0.005312,0.047682,0.000608,0.013984,0.000384,0.001408,0.172519,0.000928,0.888450
0.417648,0.017569,0.202344,0.005312,0.047618,0.000608,0.013569,0.000352,0.001440,0.184487,0.001024,0.900611
0.416368,0.017441,0.202184,0.005344,0.047234,0.000608,0.013665,0.000384,0.001408,0.177159,0.000928,0.891331
0.435953,0.017664,0.202920,0.005120,0.047330,0.000576,0.013697,0.000384,0.001472,0.184167,0.000960,0.919204
0.416912,0.017665,0.202248,0.005248,0.047650,0.000800,0.014560,0.000352,0.001697,0.167046,0.000864,0.883938
0.415440,0.017760,0.202568,0.005376,0.049282,0.000640,0.013953,0.000352,0.001408,0.179239,0.000800,0.895747
0.416240,0.017505,0.202472,0.005280,0.064866,0.000704,0.013600,0.000320,0.001440,0.178311,0.001120,0.910595
0.416593,0.017568,0.202184,0.005152,0.047521,0.000608,0.013409,0.000352,0.001472,0.176871,0.001056,0.891555
0.415632,0.017472,0.202504,0.005344,0.047042,0.000640,0.013601,0.000384,0.001440,0.168967,0.000864,0.883907
0.416240,0.017472,0.202248,0.005248,0.047810,0.000576,0.013409,0.000352,0.001472,0.171847,0.000736,0.885987
0.455634,0.017376,0.202440,0.005281,0.048001,0.000608,0.013376,0.000352,0.001504,0.185383,0.001056,0.939269
0.416016,0.017441,0.202152,0.005280,0.047330,0.000576,0.013441,0.000384,0.001536,0.187495,0.000768,0.900259
0.415696,0.017345,0.202952,0.005248,0.047234,0.000608,0.013665,0.000448,0.001504,0.173863,0.000768,0.888163
0.415568,0.017441,0.202760,0.005216,0.047234,0.000576,0.030817,0.000608,0.001696,0.175815,0.000864,0.906979
0.415665,0.017472,0.202536,0.005057,0.047105,0.000608,0.013601,0.000352,0.001408,0.176679,0.000800,0.890115
0.415824,0.017729,0.202440,0.005024,0.046882,0.000608,0.013377,0.000352,0.001440,0.178247,0.000576,0.890211
0.415025,0.017281,0.202023,0.005025,0.046945,0.000608,0.013376,0.000352,0.001536,0.184455,0.001024,0.895812
0.438769,0.017601,0.203016,0.005216,0.047234,0.000608,0.013376,0.000352,0.001537,0.180391,0.001152,0.917668
0.416112,0.017665,0.202568,0.005024,0.048162,0.000576,0.013697,0.000416,0.001536,0.186183,0.000928,0.902819
0.415696,0.017697,0.202568,0.005088,0.047970,0.000640,0.013441,0.000320,0.001504,0.176519,0.000992,0.890371
0.416401,0.017536,0.202888,0.005089,0.048481,0.000640,0.048226,0.000384,0.001537,0.187591,0.000832,0.938501
0.415920,0.017536,0.202152,0.005248,0.047810,0.000832,0.013441,0.000352,0.001504,0.173287,0.000992,0.886947
0.416144,0.017537,0.202600,0.005088,0.048098,0.000832,0.013665,0.000320,0.001536,0.184871,0.000832,0.900195
0.415472,0.017633,0.202408,0.005248,0.048002,0.000608,0.013664,0.000384,0.001472,0.178695,0.000896,0.892163
0.429840,0.017568,0.202184,0.005312,0.047490,0.000608,0.013601,0.000384,0.001504,0.178567,0.001120,0.906595
0.416240,0.017569,0.202248,0.005248,0.048162,0.000640,0.013632,0.000416,0.001376,0.176487,0.000896,0.890498
0.416208,0.021057,0.202760,0.005312,0.047362,0.000576,0.013697,0.000352,0.001440,0.183527,0.000992,0.900611
0.416112,0.017761,0.202152,0.005280,0.066467,0.000800,0.013568,0.000384,0.001536,0.180679,0.000736,0.913188
0.415696,0.017793,0.202856,0.005056,0.047650,0.000576,0.013665,0.000384,0.001440,0.176743,0.001024,0.892579
0.416496,0.017473,0.201832,0.005344,0.047330,0.000832,0.013728,0.000320,0.001504,0.173639,0.001152,0.887874
0.416176,0.017633,0.202376,0.005248,0.048130,0.000576,0.013857,0.000352,0.001536,0.177639,0.001056,0.893411
0.434897,0.017761,0.202248,0.005248,0.047010,0.000608,0.013921,0.000352,0.001408,0.181991,0.001024,0.914884
0.416080,0.017505,0.202312,0.005152,0.047362,0.000928,0.014496,0.000384,0.001440,0.180519,0.001153,0.895427
0.416816,0.017665,0.203016,0.005056,0.047554,0.000608,0.013696,0.000384,0.001472,0.172838,0.001088,0.887426
0.416144,0.017409,0.202312,0.005120,0.047778,0.000576,0.033089,0.000512,0.001728,0.179591,0.000768,0.912963
0.415408,0.018145,0.202696,0.005312,0.047778,0.000640,0.013665,0.000352,0.001536,0.178759,0.000960,0.892131
0.416689,0.021152,0.202023,0.005281,0.048066,0.000608,0.013664,0.000352,0.001440,0.176039,0.001024,0.894979
0.416241,0.017312,0.202120,0.005281,0.047265,0.000800,0.014049,0.000352,0.001472,0.177703,0.000928,0.890947
0.434513,0.017408,0.203272,0.005088,0.048418,0.000608,0.013953,0.000384,0.001504,0.180967,0.000928,0.916196
0.420593,0.017889,0.203432,0.005280,0.049282,0.001344,0.013761,0.000608,0.002016,0.243209,0.001440,0.974022
0.417360,0.017921,0.202696,0.005312,0.048962,0.001312,0.013921,0.000416,0.001664,0.182631,0.000960,0.902691
0.421584,0.017985,0.246186,0.005568,0.049314,0.001088,0.013825,0.000352,0.002080,0.249673,0.000992,1.025416
0.418321,0.017568,0.203976,0.005409,0.048417,0.000832,0.014017,0.000352,0.001760,0.184359,0.000768,0.904068
0.417072,0.017985,0.203048,0.005280,0.048354,0.000832,0.014593,0.000384,0.001600,0.188551,0.000928,0.907299
0.416976,0.017473,0.202952,0.005280,0.047938,0.001024,0.014528,0.000384,0.001504,0.200328,0.001024,0.917859
0.416624,0.017633,0.203048,0.005312,0.048386,0.000832,0.013921,0.000384,0.001728,0.180327,0.000800,0.897827
0.415984,0.017601,0.202376,0.005312,0.048002,0.000864,0.013792,0.000352,0.001792,0.187175,0.000992,0.903395
0.416336,0.017761,0.201896,0.005376,0.048610,0.000896,0.013921,0.000352,0.001472,0.180007,0.000832,0.896835
0.435569,0.017601,0.203144,0.005024,0.049314,0.000864,0.013920,0.000384,0.001729,0.177959,0.000864,0.915492
0.415473,0.017696,0.202600,0.005089,0.048545,0.000832,0.014016,0.000384,0.001600,0.176007,0.000768,0.891683
0.415920,0.017473,0.202920,0.005024,0.048770,0.000832,0.014273,0.000320,0.001536,0.183591,0.000992,0.900131
0.417232,0.017536,0.202376,0.005024,0.049218,0.000832,0.014017,0.000384,0.001472,0.202856,0.001056,0.920420
0.415889,0.017728,0.202760,0.005281,0.047426,0.000864,0.013888,0.000352,0.001728,0.177927,0.000992,0.893347
0.415600,0.017600,0.202568,0.005344,0.048418,0.000896,0.013953,0.000384,0.001696,0.178535,0.001024,0.894531
0.415248,0.017473,0.201928,0.005376,0.047842,0.000800,0.013985,0.000352,0.001728,0.182279,0.001088,0.896483
0.433873,0.017825,0.202760,0.005056,0.047298,0.000800,0.013889,0.000384,0.001568,0.179015,0.000992,0.912228
0.415569,0.017536,0.202504,0.005281,0.048482,0.000800,0.014144,0.000352,0.001504,0.182983,0.001089,0.898564
0.416464,0.017729,0.202408,0.005248,0.047650,0.000800,0.014241,0.000384,0.001760,0.185639,0.001152,0.903299
0.416177,0.017632,0.202696,0.024929,0.051746,0.000800,0.014433,0.000384,0.001504,0.185799,0.001025,0.926181
0.418352,0.017472,0.202600,0.005248,0.048994,0.000832,0.014017,0.000384,0.001504,0.185959,0.000896,0.904771
0.415760,0.017473,0.202504,0.005024,0.048994,0.000832,0.014048,0.000384,0.001792,0.181288,0.000832,0.896963
0.416016,0.017505,0.202216,0.004800,0.047938,0.000800,0.013953,0.000384,0.001728,0.178279,0.001056,0.893059
0.416464,0.017665,0.201960,0.004960,0.047810,0.000768,0.013921,0.000352,0.001728,0.182791,0.001056,0.897891
0.415952,0.017473,0.202632,0.005248,0.048290,0.000800,0.013793,0.000352,0.001440,0.175975,0.000992,0.891395
0.416592,0.017537,0.202280,0.005248,0.047874,0.000832,0.013504,0.000352,0.001985,0.186951,0.001056,0.902403
0.416017,0.017696,0.223401,0.005568,0.048066,0.000800,0.013409,0.000352,0.001408,0.177575,0.001056,0.914596
0.415985,0.017440,0.203367,0.005281,0.048354,0.000832,0.013696,0.000352,0.001440,0.176903,0.000864,0.892995
0.417296,0.017728,0.202632,0.005248,0.048418,0.000864,0.013633,0.000352,0.001536,0.180999,0.000832,0.898595
0.416945,0.017537,0.202407,0.005281,0.048994,0.000864,0.014016,0.000352,0.001440,0.177255,0.000768,0.893891
0.416016,0.017632,0.203944,0.005280,0.047938,0.000832,0.014305,0.000384,0.001696,0.176839,0.000736,0.894211
0.416592,0.017505,0.202184,0.005216,0.049026,0.000608,0.013920,0.000384,0.001473,0.178439,0.000896,0.894435
0.416752,0.017665,0.202792,0.005248,0.048674,0.000608,0.013793,0.000416,0.001472,0.179399,0.000960,0.896227
0.416368,0.017473,0.221737,0.005312,0.048802,0.000800,0.013505,0.000416,0.001760,0.178279,0.000832,0.913796
0.415985,0.017632,0.202600,0.005248,0.047842,0.000832,0.013889,0.000352,0.001536,0.176167,0.001056,0.891299
0.415952,0.017537,0.202280,0.005280,0.047490,0.000800,0.013888,0.000416,0.001568,0.161734,0.000768,0.875010
0.416624,0.017505,0.202408,0.005248,0.048770,0.000608,0.013920,0.000352,0.001568,0.180552,0.000992,0.896835
0.416336,0.017953,0.202472,0.004992,0.047938,0.000864,0.013889,0.000384,0.001504,0.171207,0.000864,0.886083
0.416657,0.017472,0.202664,0.005153,0.047297,0.000864,0.014017,0.000352,0.001504,0.176743,0.000800,0.892259
0.415856,0.017697,0.202632,0.005280,0.048386,0.000832,0.013825,0.000352,0.001408,0.176071,0.001056,0.891299
0.415569,0.017504,0.237130,0.005376,0.048130,0.000832,0.013792,0.000352,0.001504,0.171975,0.001088,0.921796
0.416273,0.017665,0.202439,0.005313,0.050914,0.000832,0.013792,0.000384,0.001440,0.177383,0.001056,0.895139
0.415920,0.017505,0.202888,0.005280,0.048322,0.000576,0.013792,0.000352,0.001440,0.167367,0.000800,0.882626
0.415856,0.017505,0.202728,0.005088,0.048258,0.000768,0.013760,0.000352,0.001536,0.177127,0.001120,0.892067
0.415856,0.017441,0.202184,0.005120,0.048002,0.000576,0.013761,0.000320,0.001344,0.173511,0.001056,0.887523
0.415376,0.017665,0.202248,0.005120,0.047266,0.000608,0.013632,0.000352,0.001504,0.166662,0.001056,0.879202
0.416272,0.017473,0.202376,0.005280,0.047970,0.000608,0.013473,0.000384,0.001472,0.182791,0.000800,0.896675
0.415856,0.017697,0.220712,0.005152,0.047778,0.000608,0.013696,0.000352,0.001568,0.195208,0.001088,0.927748
0.416208,0.017729,0.203240,0.005440,0.047074,0.000832,0.013632,0.000416,0.001472,0.179527,0.001025,0.895075
0.416304,0.017472,0.202344,0.004992,0.047458,0.000832,0.013857,0.000352,0.001536,0.196936,0.000992,0.911012
0.415696,0.017665,0.203176,0.005312,0.048354,0.000768,0.013697,0.000384,0.001408,0.173606,0.000961,0.888739
0.415696,0.017441,0.203272,0.004992,0.048834,0.000800,0.013664,0.000352,0.001472,0.173671,0.000960,0.888322
0.415792,0.020897,0.202408,0.005280,0.048194,0.000512,0.013441,0.000416,0.001568,0.163686,0.001088,0.880354
0.415760,0.017921,0.202216,0.005248,0.047554,0.000608,0.013376,0.000385,0.001536,0.172806,0.000704,0.884642
0.416720,0.017473,0.217321,0.005152,0.047650,0.000544,0.013312,0.000320,0.001504,0.161543,0.000864,0.889763
0.415440,0.017536,0.202760,0.005120,0.047810,0.000480,0.013601,0.000352,0.001440,0.160134,0.001024,0.872322
0.416208,0.021121,0.201896,0.005056,0.047266,0.000640,0.013312,0.000352,0.001408,0.163462,0.001056,0.879074
0.415984,0.017729,0.202440,0.005024,0.047394,0.000704,0.013664,0.000384,0.001504,0.174151,0.000928,0.886626
0.429809,0.017761,0.202856,0.005280,0.047330,0.000480,0.013568,0.000320,0.001440,0.172039,0.001024,0.900675
0.416304,0.017537,0.202504,0.005280,0.049250,0.000576,0.013889,0.000352,0.001472,0.173286,0.000960,0.889059
0.416497,0.017664,0.202056,0.004832,0.047714,0.000576,0.013665,0.000352,0.001664,0.166311,0.000960,0.880003
0.416049,0.017824,0.203240,0.005249,0.047937,0.000480,0.013569,0.000320,0.001472,0.167975,0.000864,0.882083
0.415728,0.017697,0.202664,0.005344,0.047522,0.000576,0.013632,0.000352,0.001504,0.180711,0.000864,0.894435
0.414545,0.017888,0.202216,0.005120,0.048482,0.000608,0.013409,0.000384,0.001568,0.167367,0.000896,0.880483
0.416817,0.017408,0.202375,0.005153,0.048290,0.000608,0.013632,0.000384,0.001920,0.178759,0.000864,0.893635
0.431217,0.017632,0.202792,0.005057,0.048065,0.000512,0.013600,0.000320,0.001376,0.174855,0.000992,0.903363
0.416560,0.017441,0.202600,0.004800,0.047554,0.000800,0.013600,0.000320,0.001440,0.175111,0.000896,0.888610
0.416176,0.017793,0.202184,0.005280,0.048994,0.001056,0.013441,0.000352,0.001376,0.189831,0.000768,0.904291
0.415632,0.018273,0.202184,0.005408,0.048002,0.000576,0.013377,0.000352,0.001408,0.166246,0.000832,0.880322
0.415761,0.017632,0.201992,0.004864,0.047586,0.000800,0.013569,0.000352,0.001408,0.178343,0.000832,0.890403
0.415537,0.017504,0.202664,0.005249,0.047841,0.000800,0.013824,0.000352,0.001696,0.162663,0.001088,0.877411
0.415857,0.017664,0.202568,0.005313,0.048577,0.000800,0.013568,0.000352,0.001472,0.185063,0.000768,0.899780
0.415056,0.017441,0.219080,0.005345,0.048001,0.000800,0.013920,0.000352,0.001696,0.202600,0.000832,0.934404
0.416624,0.017473,0.202536,0.005280,0.048162,0.000800,0.013728,0.000320,0.001504,0.174887,0.001024,0.889858
0.415664,0.017537,0.202120,0.004800,0.047842,0.000768,0.013857,0.000320,0.001536,0.176263,0.000800,0.889859
0.415153,0.017536,0.203656,0.005281,0.047745,0.000832,0.013729,0.000384,0.001760,0.173351,0.000928,0.887779
0.415344,0.018145,0.203048,0.005056,0.047522,0.000864,0.013665,0.000320,0.001504,0.183015,0.000832,0.897539
0.417009,0.017696,0.202536,0.005312,0.048066,0.000832,0.014273,0.000352,0.001472,0.172327,0.000832,0.888579
0.417776,0.017569,0.202472,0.005312,0.048546,0.000832,0.014112,0.000384,0.001472,0.174215,0.000928,0.892707
0.415472,0.017761,0.221001,0.005280,0.048034,0.000832,0.014112,0.000352,0.001824,0.175463,0.000800,0.909091
0.417360,0.017409,0.202632,0.005312,0.048130,0.000800,0.013696,0.000352,0.001440,0.178503,0.001056,0.894947
0.416016,0.017665,0.202504,0.005248,0.048610,0.000800,0.013697,0.000352,0.001472,0.174951,0.000992,0.889699
0.415729,0.017632,0.202408,0.005345,0.047554,0.000832,0.014176,0.000384,0.001472,0.180999,0.000800,0.895971
0.775070,0.017569,0.387439,0.005088,0.103108,0.000800,0.013568,0.000416,0.001504,0.454994,0.000928,1.770021
0.417905,0.017600,0.202600,0.005185,0.047393,0.000576,0.013376,0.000384,0.001696,0.171335,0.000800,0.887587
0.416304,0.017601,0.202728,0.005280,0.048962,0.000768,0.033217,0.000672,0.001632,0.173063,0.001088,0.910211
0.415889,0.017536,0.203079,0.005025,0.048002,0.000832,0.013376,0.000384,0.001696,0.172871,0.000832,0.887907
0.415568,0.017473,0.203432,0.005312,0.048482,0.000864,0.013600,0.000352,0.001760,0.184584,0.001056,0.900643
0.416209,0.017760,0.203080,0.005025,0.048098,0.000832,0.014048,0.000384,0.001760,0.174727,0.000800,0.891747
0.433681,0.017728,0.203272,0.004961,0.047809,0.000832,0.014048,0.000384,0.001728,0.184007,0.000960,0.918052
0.415984,0.017601,0.202888,0.005184,0.048226,0.000832,0.013664,0.000384,0.001441,0.177415,0.001088,0.892675
0.416913,0.017761,0.202536,0.005024,0.048450,0.000864,0.014048,0.000352,0.001440,0.174023,0.001024,0.890979
0.416368,0.017537,0.202600,0.005280,0.048354,0.000800,0.032225,0.000640,0.001856,0.180103,0.000993,0.915076
0.415856,0.017665,0.203112,0.005312,0.047906,0.000800,0.013953,0.000384,0.001504,0.188967,0.001024,0.905155
0.416432,0.017697,0.202728,0.005248,0.047554,0.000832,0.013665,0.000352,0.001408,0.186311,0.000928,0.901731
0.416432,0.017473,0.201992,0.005312,0.048610,0.000832,0.013632,0.000384,0.001472,0.175015,0.000832,0.890018
0.429968,0.017857,0.202120,0.005248,0.048194,0.000800,0.013409,0.000384,0.001472,0.180647,0.000928,0.909859
0.415601,0.017536,0.202504,0.005185,0.047361,0.000832,0.013632,0.000384,0.001728,0.175655,0.000992,0.889827
0.415793,0.017728,0.202184,0.005184,0.048321,0.000896,0.013729,0.000352,0.001632,0.182087,0.000928,0.897859
0.415824,0.017665,0.202216,0.005024,0.069603,0.000864,0.013664,0.000416,0.001504,0.180231,0.000992,0.917892
0.416049,0.017696,0.202728,0.005088,0.047810,0.000800,0.013537,0.000384,0.001344,0.166279,0.001056,0.880803
0.415248,0.017729,0.202824,0.005312,0.047586,0.000864,0.013600,0.000352,0.001441,0.179911,0.000960,0.893923
0.416081,0.017920,0.203432,0.004833,0.048513,0.000544,0.013632,0.000352,0.001408,0.166695,0.001024,0.882115
0.429873,0.017697,0.202568,0.005312,0.048674,0.001024,0.013665,0.000416,0.001568,0.182695,0.001056,0.913412
0.415344,0.017633,0.202664,0.005088,0.047842,0.001056,0.013568,0.000384,0.001504,0.172711,0.000736,0.886946
0.415728,0.017633,0.202376,0.005088,0.048002,0.000512,0.013408,0.000384,0.001440,0.153446,0.000704,0.866530
0.415632,0.017569,0.202728,0.004800,0.047234,0.000480,0.013632,0.000320,0.001536,0.188200,0.000864,0.901283
0.416049,0.017696,0.202888,0.004833,0.047617,0.000577,0.014176,0.000352,0.001472,0.184455,0.000736,0.899140
0.415696,0.017569,0.202376,0.005248,0.047586,0.000768,0.013377,0.000384,0.001408,0.172391,0.001120,0.886307
0.417040,0.017537,0.202408,0.004832,0.047810,0.000736,0.014273,0.000384,0.001472,0.174471,0.000992,0.889283
0.415376,0.017697,0.230793,0.005184,0.047874,0.000480,0.013537,0.000384,0.001440,0.178119,0.000832,0.919556
0.416913,0.018144,0.202472,0.005185,0.048321,0.000768,0.013632,0.000352,0.001664,0.174343,0.000832,0.892259
0.416464,0.017537,0.202248,0.005216,0.048482,0.000864,0.014017,0.000384,0.001696,0.178407,0.001056,0.895331
0.417296,0.017441,0.202280,0.005088,0.047682,0.000832,0.013793,0.000352,0.001696,0.178023,0.000800,0.894371
0.416305,0.017504,0.202983,0.005281,0.048642,0.000928,0.014112,0.000352,0.001728,0.191400,0.001056,0.908708
0.415953,0.017505,0.201927,0.005345,0.048802,0.000928,0.013920,0.000576,0.001440,0.178375,0.000992,0.894339
0.416144,0.017537,0.202952,0.005312,0.048066,0.000896,0.014081,0.000352,0.001440,0.180551,0.001088,0.896803
0.431057,0.017345,0.202408,0.005376,0.047810,0.000832,0.014464,0.000320,0.001728,0.175431,0.001024,0.907331
0.417520,0.017505,0.203016,0.005312,0.048546,0.000864,0.013889,0.000384,0.001696,0.184871,0.001088,0.902819
