Layer[0],Layer[1],TEE[2-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415408,0.017473,0.732989,0.000640,0.001952,0.001280,0.000384,1.178158
0.415408,0.017345,0.740125,0.000640,0.001952,0.001152,0.000320,1.184206
0.420432,0.017697,0.744509,0.000704,0.002848,0.001120,0.000384,1.195983
0.416977,0.017632,0.743518,0.000608,0.002112,0.001216,0.000352,1.189615
0.416081,0.017281,0.735741,0.000672,0.002272,0.001184,0.000352,1.180303
0.420241,0.017664,0.763390,0.000672,0.002560,0.001184,0.000352,1.213232
0.420017,0.017536,0.753982,0.000576,0.002400,0.001152,0.000352,1.202031
0.415920,0.017921,0.735421,0.000640,0.002304,0.001120,0.000288,1.179630
0.433842,0.017696,0.746110,0.000704,0.003040,0.001120,0.000416,1.210288
0.415568,0.017665,0.753438,0.000608,0.001856,0.001120,0.000320,1.197423
0.416209,0.017537,0.749309,0.000704,0.002080,0.001088,0.000384,1.193839
0.420337,0.017344,0.742717,0.000576,0.002304,0.001056,0.000384,1.191823
0.420561,0.017345,0.735229,0.000736,0.001920,0.000960,0.000320,1.184463
0.415569,0.017665,0.778398,0.000704,0.002720,0.001184,0.000384,1.224401
0.415569,0.017344,0.737950,0.000672,0.002880,0.001184,0.000384,1.182319
0.420721,0.017569,0.737853,0.000704,0.001856,0.001088,0.000576,1.186319
0.414768,0.017665,0.750749,0.000640,0.001824,0.001088,0.000384,1.193007
0.421744,0.017793,0.739389,0.000864,0.002080,0.001120,0.000416,1.190191
0.420145,0.017441,0.743165,0.000768,0.001984,0.001120,0.000384,1.191727
0.434577,0.017536,0.754750,0.000640,0.002144,0.001184,0.000352,1.218449
0.416209,0.017281,0.727196,0.000672,0.001920,0.001152,0.000352,1.171215
0.420017,0.017152,0.738653,0.000705,0.002048,0.001056,0.000384,1.186255
0.415600,0.017409,0.771678,0.000704,0.002240,0.001088,0.000352,1.215919
0.420657,0.017345,0.737501,0.000640,0.001984,0.001024,0.000384,1.186319
0.415184,0.017409,0.757886,0.000736,0.002816,0.001120,0.000352,1.202671
0.420337,0.017408,0.741694,0.000672,0.001888,0.001024,0.000384,1.189743
0.416304,0.017313,0.726141,0.000672,0.002048,0.000960,0.000320,1.169966
0.414993,0.017280,0.761310,0.000673,0.002144,0.001088,0.000384,1.204784
0.415344,0.017473,0.737725,0.000672,0.002080,0.001120,0.000352,1.181230
0.415121,0.017280,0.735933,0.000640,0.002241,0.001152,0.000352,1.179535
0.415536,0.017568,0.753918,0.000736,0.002752,0.001152,0.000384,1.198095
0.420464,0.017793,0.748478,0.000736,0.002624,0.001152,0.000672,1.199887
0.420849,0.017505,0.742813,0.000608,0.002400,0.001152,0.000384,1.191855
0.445457,0.017249,0.744893,0.000640,0.002241,0.001088,0.000640,1.217968
0.420273,0.017313,0.734877,0.000704,0.001920,0.001120,0.000576,1.183407
0.415697,0.017473,0.737885,0.000640,0.002560,0.001088,0.000608,1.182415
0.419857,0.017472,0.744318,0.000672,0.002816,0.001248,0.000384,1.193519
0.415441,0.017696,0.741758,0.000576,0.002688,0.001088,0.000416,1.186479
0.415632,0.017665,0.744573,0.000608,0.002112,0.001152,0.000417,1.188719
0.420689,0.017377,0.742173,0.000608,0.002112,0.001120,0.000576,1.190671
0.416528,0.017281,0.731229,0.000640,0.002656,0.001184,0.000416,1.176110
0.419729,0.017216,0.757374,0.000672,0.001984,0.001184,0.000353,1.205392
0.422097,0.017505,0.749789,0.000640,0.002784,0.001216,0.000416,1.201712
0.416977,0.017441,0.751901,0.000704,0.002080,0.001217,0.000384,1.196656
0.416176,0.017281,0.759198,0.000704,0.002112,0.001056,0.000352,1.203119
0.420593,0.017312,0.732221,0.000864,0.001985,0.001184,0.000384,1.181519
0.415600,0.017441,0.749406,0.000672,0.001984,0.001248,0.000384,1.193103
0.433841,0.017505,0.751422,0.000704,0.002240,0.001216,0.000384,1.214864
0.421233,0.017505,0.742173,0.000672,0.002240,0.001120,0.000608,1.192271
0.420465,0.017345,0.742973,0.000672,0.002304,0.001280,0.000608,1.192015
0.416432,0.017504,0.746046,0.000672,0.002208,0.001184,0.000576,1.192847
0.420305,0.017505,0.748637,0.000704,0.002368,0.001185,0.000384,1.198736
0.420337,0.017568,0.760958,0.000736,0.002145,0.001248,0.000352,1.210832
0.415728,0.017569,0.747550,0.000736,0.002624,0.001216,0.000352,1.192815
0.415121,0.017537,0.751197,0.000768,0.002432,0.001248,0.000384,1.195568
0.415761,0.017505,0.778078,0.000704,0.002688,0.001248,0.000576,1.224017
0.416241,0.017473,0.748605,0.000704,0.002272,0.001344,0.000576,1.194095
0.421232,0.017505,0.755870,0.000640,0.002464,0.001152,0.000352,1.207055
0.442545,0.017569,0.735741,0.000704,0.002112,0.001152,0.000352,1.207311
0.416368,0.017473,0.749885,0.000640,0.002208,0.001088,0.000352,1.194735
0.421105,0.017632,0.739614,0.000704,0.002112,0.001024,0.000352,1.189935
0.420625,0.017473,0.750461,0.000736,0.002241,0.001120,0.000352,1.200496
0.420689,0.017472,0.752638,0.000704,0.002272,0.001184,0.000352,1.202479
0.420369,0.017505,0.768862,0.000672,0.003040,0.001184,0.000416,1.219120
0.415568,0.017760,0.746334,0.000640,0.002272,0.000960,0.000384,1.190607
0.419729,0.017664,0.731357,0.000640,0.002752,0.001216,0.000385,1.181007
0.420273,0.017505,0.753502,0.000768,0.002208,0.001024,0.000384,1.203312
0.415696,0.017761,0.748574,0.000672,0.002112,0.001184,0.000384,1.194767
0.420112,0.017345,0.743773,0.000704,0.002657,0.001024,0.000352,1.193071
0.438642,0.017568,0.748669,0.000800,0.002208,0.001088,0.000384,1.217648
0.419825,0.017600,0.731484,0.000736,0.002081,0.001184,0.000384,1.180111
0.420112,0.017729,0.732669,0.000704,0.002176,0.001024,0.000320,1.181902
0.422768,0.017984,0.787295,0.000768,0.002816,0.001856,0.000576,1.244849
0.416721,0.017568,0.754078,0.001056,0.003136,0.002080,0.000352,1.201999
0.421361,0.017857,0.790303,0.001024,0.002880,0.002176,0.000576,1.248145
0.421873,0.017857,0.737821,0.000800,0.002208,0.001344,0.000640,1.190703
0.421456,0.017569,0.745757,0.000832,0.002049,0.001440,0.000672,1.196431
0.421072,0.037889,0.753086,0.000800,0.002208,0.001120,0.000640,1.224912
0.416273,0.017504,0.748382,0.000800,0.002080,0.001120,0.000640,1.194287
0.421265,0.017536,0.746526,0.000672,0.002144,0.001408,0.000352,1.197359
0.436369,0.017441,0.745086,0.000672,0.002208,0.001120,0.000384,1.209904
0.415441,0.017729,0.748637,0.000608,0.002784,0.001184,0.000416,1.194960
0.420401,0.017569,0.734685,0.000704,0.002304,0.001184,0.000352,1.184399
0.420720,0.017505,0.768606,0.000672,0.002689,0.001056,0.000352,1.219056
0.419952,0.017473,0.732573,0.000704,0.001984,0.000992,0.000384,1.181038
0.415536,0.017696,0.764990,0.000608,0.002081,0.001248,0.000416,1.210000
0.420369,0.018081,0.737405,0.000736,0.002304,0.001088,0.000352,1.187535
0.415952,0.017729,0.735357,0.000640,0.002112,0.001152,0.000416,1.181102
0.420017,0.017473,0.757214,0.000672,0.002624,0.001280,0.000384,1.206992
0.420465,0.017345,0.729724,0.000640,0.002144,0.001120,0.000576,1.178927
0.416208,0.017505,0.740893,0.000672,0.002592,0.001280,0.000608,1.186350
0.436625,0.017600,0.740829,0.000672,0.002112,0.001056,0.000384,1.206640
0.421105,0.017761,0.730365,0.000672,0.002016,0.001152,0.000384,1.180335
0.415537,0.017313,0.736605,0.000736,0.002976,0.001408,0.000384,1.181295
0.431089,0.017504,0.732509,0.000736,0.002176,0.001024,0.000416,1.192015
0.419984,0.017505,0.743901,0.000640,0.002240,0.001121,0.000352,1.191951
0.417584,0.017632,0.762206,0.000672,0.002689,0.001088,0.000640,1.211024
0.419985,0.017569,0.743261,0.000608,0.002272,0.001024,0.000608,1.191951
0.415408,0.017633,0.738653,0.000608,0.002080,0.001120,0.000640,1.182702
0.415985,0.017632,0.755550,0.000608,0.002656,0.001152,0.000609,1.201808
0.416081,0.017696,0.743102,0.000640,0.002144,0.001120,0.000384,1.188015
0.414992,0.017697,0.737245,0.000608,0.002688,0.001120,0.000416,1.180654
0.415280,0.017697,0.769822,0.000736,0.001984,0.001088,0.000352,1.213392
0.415536,0.017505,0.744093,0.000672,0.001984,0.001088,0.000417,1.186895
0.415312,0.017409,0.737533,0.000672,0.002048,0.001056,0.000352,1.180814
0.436177,0.017537,0.747261,0.000672,0.002721,0.001088,0.000352,1.212752
0.419857,0.017344,0.748606,0.000640,0.002304,0.001120,0.000352,1.198095
0.415889,0.017696,0.742910,0.000704,0.002752,0.001120,0.000576,1.188143
0.419953,0.017569,0.750301,0.000608,0.002016,0.001152,0.000576,1.198767
0.415729,0.018209,0.742813,0.000704,0.002816,0.001056,0.000416,1.187247
0.420273,0.017569,0.765982,0.000672,0.001952,0.001088,0.000384,1.214992
0.415728,0.017793,0.753342,0.000608,0.002144,0.001088,0.000352,1.196751
0.415313,0.017504,0.730653,0.000640,0.001920,0.001088,0.000416,1.173294
0.415632,0.017601,0.764574,0.000640,0.001984,0.001088,0.000384,1.207983
0.416624,0.017697,0.753566,0.001152,0.002144,0.001152,0.000576,1.200719
0.416337,0.017633,0.747357,0.001056,0.002464,0.001056,0.000416,1.193775
0.420625,0.033601,0.763902,0.000640,0.002176,0.001120,0.000320,1.229680
0.415536,0.017665,0.742333,0.000641,0.002080,0.001088,0.000448,1.185839
0.420529,0.017504,0.741278,0.000736,0.002112,0.001024,0.000384,1.189775
0.436786,0.017504,0.780767,0.000768,0.002592,0.001632,0.000288,1.247185
0.419664,0.017601,0.734301,0.000736,0.002048,0.001088,0.000384,1.183854
0.419825,0.017536,0.744990,0.000736,0.002688,0.001216,0.000448,1.194095
0.420113,0.017601,0.748829,0.000672,0.002176,0.001248,0.000352,1.196527
0.420113,0.017185,0.728093,0.000640,0.002080,0.001120,0.000416,1.176431
0.415056,0.017505,0.755517,0.000736,0.002240,0.001120,0.000384,1.200335
0.419953,0.017344,0.738173,0.000640,0.002497,0.001184,0.000352,1.186415
0.420657,0.017633,0.744221,0.000640,0.002208,0.001184,0.000384,1.194639
0.420689,0.017729,0.751293,0.000640,0.001984,0.001152,0.000320,1.201200
0.415377,0.017600,0.732413,0.000736,0.001952,0.001152,0.000384,1.176623
0.415473,0.017536,0.728253,0.000704,0.002144,0.001056,0.000384,1.172302
0.432561,0.017696,0.730781,0.000672,0.001984,0.001088,0.000385,1.191983
0.420561,0.017537,0.726652,0.000609,0.002112,0.001216,0.000416,1.175567
0.416464,0.017441,0.733405,0.000672,0.002816,0.001440,0.000608,1.179758
0.416656,0.017633,0.755102,0.000672,0.002176,0.001696,0.000384,1.202383
0.425617,0.017569,0.750334,0.000704,0.002176,0.001184,0.000384,1.205744
0.416561,0.017408,0.760254,0.000672,0.002016,0.001056,0.000385,1.204400
0.415409,0.017568,0.749694,0.000672,0.002240,0.001120,0.000288,1.193967
0.417553,0.017568,0.740190,0.001024,0.004992,0.001024,0.000352,1.189007
0.415920,0.017569,0.766654,0.000992,0.003553,0.001152,0.000384,1.212880
0.421105,0.017761,0.742301,0.000672,0.002176,0.001056,0.000384,1.192399
0.420528,0.017536,0.740670,0.000704,0.002048,0.000960,0.000384,1.191567
0.416785,0.017569,0.780382,0.000736,0.002112,0.000992,0.000320,1.225361
0.415856,0.017633,0.735165,0.000704,0.002240,0.001152,0.000448,1.180750
0.415345,0.017441,0.738013,0.000672,0.002176,0.001152,0.000352,1.183183
0.438641,0.017505,0.742973,0.000640,0.002144,0.001088,0.000640,1.210639
0.416080,0.017697,0.766238,0.000672,0.001888,0.001088,0.000384,1.210895
0.415312,0.017569,0.739869,0.000832,0.002528,0.001088,0.000289,1.184847
0.416912,0.017441,0.744541,0.000608,0.001952,0.001248,0.000672,1.190607
0.420433,0.017504,0.743518,0.000672,0.002144,0.001056,0.000416,1.192527
0.416208,0.017504,0.765150,0.000640,0.002560,0.001280,0.000416,1.211024
0.421104,0.017568,0.746942,0.000704,0.001920,0.001120,0.000416,1.197359
0.420336,0.017569,0.746877,0.000673,0.002112,0.001088,0.000352,1.195407
0.420049,0.017472,0.764927,0.000640,0.002240,0.001184,0.000416,1.214000
0.414897,0.017633,0.736573,0.000640,0.002240,0.001056,0.000384,1.180335
0.415472,0.017729,0.745501,0.000704,0.002048,0.001056,0.000544,1.190094
0.436305,0.017537,0.730396,0.000704,0.002336,0.000992,0.000416,1.196015
0.420177,0.017537,0.747453,0.000608,0.001952,0.001153,0.000608,1.197904
0.420465,0.017473,0.741533,0.000640,0.002272,0.001120,0.000416,1.191599
0.415793,0.017345,0.761118,0.000704,0.001952,0.001024,0.000576,1.205072
0.415728,0.017504,0.746782,0.000640,0.002592,0.001120,0.000384,1.191791
0.415441,0.017665,0.767646,0.000672,0.002016,0.001056,0.000384,1.212432
0.416080,0.017441,0.740349,0.000608,0.002176,0.000992,0.000608,1.185070
0.421328,0.017441,0.740189,0.000736,0.002016,0.001184,0.000352,1.188815
0.419792,0.017601,0.749789,0.000672,0.001824,0.001152,0.000384,1.196943
0.420048,0.017281,0.737341,0.000640,0.002080,0.001024,0.000352,1.184686
0.414928,0.017472,0.724157,0.000608,0.002656,0.001184,0.000608,1.167246
0.415985,0.017504,0.763742,0.000641,0.002112,0.001088,0.000384,1.208304
0.420336,0.017665,0.741469,0.000576,0.002081,0.001024,0.000384,1.190639
0.419792,0.017281,0.732285,0.000640,0.002176,0.001056,0.000384,1.179342
0.435441,0.017569,0.744445,0.000672,0.002049,0.001152,0.000352,1.209232
0.420401,0.017921,0.732668,0.000705,0.002496,0.001184,0.000608,1.182479
0.415216,0.017280,0.741149,0.000641,0.001888,0.001088,0.000384,1.183823
0.415056,0.017249,0.759902,0.000672,0.002240,0.001024,0.000384,1.202863
0.416304,0.017313,0.739197,0.000640,0.002016,0.001184,0.000609,1.183215
0.415056,0.017473,0.748477,0.000608,0.002496,0.001121,0.000384,1.191695
0.420112,0.017313,0.744029,0.000640,0.002272,0.001056,0.000416,1.192911
0.419440,0.017281,0.759550,0.000736,0.002208,0.001120,0.000640,1.206767
0.414833,0.017504,0.742462,0.000640,0.001984,0.001024,0.000384,1.183983
0.420273,0.017408,0.762878,0.000576,0.002529,0.001120,0.000384,1.210384
0.415472,0.017633,0.740637,0.000832,0.002464,0.000992,0.000384,1.186607
0.420368,0.017473,0.754590,0.000544,0.002304,0.001024,0.000352,1.202671
0.414864,0.017281,0.733245,0.000576,0.002784,0.001152,0.000352,1.176366
0.415280,0.017248,0.737085,0.000704,0.001888,0.001121,0.000384,1.180879
0.434225,0.017473,0.730396,0.000608,0.002272,0.001216,0.000608,1.192975
0.415696,0.017249,0.741341,0.000640,0.002016,0.001056,0.000608,1.184846
0.420689,0.017728,0.742270,0.000640,0.002144,0.001088,0.000640,1.192431
0.421040,0.017441,0.737885,0.000672,0.001984,0.001152,0.000352,1.187054
0.415728,0.017697,0.734333,0.000704,0.002048,0.001120,0.000384,1.179086
0.415760,0.017313,0.756221,0.000576,0.001984,0.001024,0.000320,1.199439
0.420176,0.017345,0.739037,0.000736,0.002016,0.001024,0.000320,1.187695
0.420272,0.017249,0.741437,0.000672,0.002048,0.001088,0.000384,1.189999
0.415408,0.017793,0.759230,0.000640,0.002720,0.001056,0.000416,1.205231
0.419953,0.017601,0.735965,0.000672,0.002880,0.001152,0.000416,1.185935
0.416113,0.017761,0.756541,0.000672,0.002368,0.001120,0.000416,1.202416
0.421072,0.017728,0.784063,0.000640,0.002368,0.000992,0.000352,1.233424
0.416401,0.017473,0.746973,0.000768,0.002176,0.001024,0.000352,1.192751
0.420432,0.017473,0.747262,0.000640,0.002816,0.001120,0.000352,1.197391
0.447826,0.017633,0.734269,0.001056,0.002944,0.001088,0.000384,1.214736
0.420561,0.017473,0.727740,0.000608,0.002112,0.001056,0.000352,1.177135
0.415472,0.017729,0.750302,0.000672,0.002336,0.001184,0.000384,1.195759
0.421904,0.017633,0.749950,0.000704,0.002272,0.001120,0.000384,1.200303
0.420913,0.017697,0.744029,0.000672,0.002112,0.001088,0.000352,1.193967
0.415952,0.017537,0.757854,0.000736,0.002976,0.001152,0.000384,1.203759
0.419793,0.017728,0.749182,0.000672,0.002688,0.001184,0.000384,1.198863
0.420016,0.017505,0.735165,0.000608,0.002624,0.001216,0.000384,1.184302
0.415664,0.017537,0.771487,0.001056,0.003072,0.001280,0.000384,1.218448
0.420593,0.017537,0.754205,0.000704,0.002785,0.001120,0.000384,1.204880
0.416081,0.017472,0.745822,0.000640,0.002720,0.001152,0.000416,1.191631
0.431537,0.017376,0.735261,0.000576,0.001952,0.001120,0.000384,1.194959
0.416240,0.017569,0.749437,0.000576,0.002592,0.001313,0.000608,1.196240
0.420113,0.017824,0.742622,0.000672,0.002208,0.001216,0.000384,1.192847
0.420176,0.017537,0.761150,0.000640,0.002784,0.001152,0.000384,1.211472
0.415184,0.020704,0.748446,0.000736,0.002112,0.001024,0.000384,1.195503
0.421008,0.017473,0.770750,0.000768,0.002528,0.001056,0.000384,1.220464
0.420080,0.017313,0.729565,0.000608,0.002752,0.001280,0.000352,1.178286
0.416337,0.017696,0.732701,0.000800,0.002753,0.001088,0.000352,1.180047
0.415856,0.017729,0.752766,0.000736,0.002688,0.001184,0.000608,1.198735
0.415537,0.017600,0.742750,0.000672,0.002112,0.001120,0.000448,1.187919
0.420433,0.017504,0.732861,0.000704,0.002273,0.001120,0.000640,1.182703
0.435825,0.017825,0.759837,0.000576,0.002720,0.001248,0.000640,1.225392
0.417072,0.017697,0.725181,0.000640,0.002112,0.001088,0.000320,1.171662
0.419697,0.017697,0.745181,0.000640,0.002048,0.001120,0.000352,1.193807
0.438354,0.017536,0.746558,0.000608,0.002176,0.001088,0.000608,1.214320
0.415377,0.017632,0.742269,0.000704,0.002208,0.001216,0.000352,1.186063
0.416241,0.017345,0.728764,0.000640,0.003040,0.001408,0.000384,1.193295
0.422096,0.017569,0.760446,0.000800,0.002144,0.001088,0.000416,1.213807
0.417393,0.017505,0.765022,0.000736,0.002112,0.000928,0.000384,1.210640
0.416624,0.017313,0.737917,0.000704,0.003488,0.001120,0.000384,1.184590
0.415792,0.017953,0.720380,0.000960,0.003521,0.001088,0.000384,1.166062
0.416272,0.017921,0.729693,0.000704,0.003168,0.001152,0.000352,1.175662
0.419632,0.017601,0.772958,0.000704,0.001984,0.001248,0.000416,1.222672
0.416080,0.017729,0.749278,0.000608,0.001952,0.001056,0.000384,1.194575
0.421200,0.018209,0.748382,0.000672,0.002112,0.001088,0.000384,1.199855
0.435057,0.017921,0.735005,0.001024,0.003744,0.001344,0.000608,1.203312
0.420081,0.017857,0.735709,0.000640,0.002208,0.001120,0.000448,1.184815
0.420561,0.017729,0.744797,0.000736,0.002048,0.001184,0.000416,1.195311
0.415793,0.017761,0.741789,0.000672,0.002400,0.001056,0.000384,1.186479
0.467058,0.017600,0.736829,0.000640,0.002304,0.001217,0.000384,1.232945
0.420304,0.017729,0.762686,0.000704,0.002976,0.001024,0.000416,1.213039
0.420816,0.017761,0.739933,0.000672,0.002048,0.001152,0.000480,1.191087
0.415856,0.017601,0.746749,0.000640,0.002176,0.000864,0.000352,1.191407
0.420720,0.017729,0.768638,0.000576,0.003200,0.001152,0.000384,1.219664
0.415153,0.017568,0.736157,0.000640,0.002080,0.001120,0.000352,1.180271
0.420848,0.017473,0.743069,0.000800,0.002176,0.001120,0.000416,1.193231
0.436338,0.017376,0.726685,0.000640,0.002240,0.000992,0.000384,1.191663
0.416177,0.017633,0.746589,0.000768,0.002208,0.001056,0.000416,1.192463
0.416432,0.017633,0.745853,0.000576,0.002016,0.001184,0.000576,1.191598
0.437937,0.017633,0.751517,0.000673,0.002048,0.001024,0.000352,1.218992
0.421072,0.017761,0.776799,0.000704,0.002080,0.001024,0.000416,1.227376
0.420209,0.017473,0.761214,0.000672,0.002240,0.001248,0.000384,1.211152
0.421200,0.017600,0.735773,0.000672,0.002016,0.001184,0.000416,1.185327
0.415633,0.017313,0.735901,0.000704,0.002272,0.001184,0.000352,1.180815
0.415633,0.017504,0.768575,0.000704,0.002752,0.001152,0.000416,1.214448
0.419824,0.017505,0.727997,0.000640,0.002656,0.001248,0.000384,1.177134
0.420785,0.017537,0.749821,0.000640,0.002368,0.001152,0.000352,1.200495
0.415376,0.017633,0.753149,0.000576,0.002688,0.001184,0.000416,1.197967
0.416400,0.018209,0.745469,0.000608,0.002368,0.001088,0.000448,1.191759
0.417680,0.017345,0.745149,0.000608,0.002048,0.001120,0.000608,1.191311
0.432113,0.017729,0.751934,0.000672,0.002080,0.001088,0.000608,1.212912
0.415984,0.018177,0.749278,0.000704,0.001888,0.001152,0.000384,1.194351
0.416945,0.017633,0.736925,0.000672,0.002208,0.001344,0.000608,1.183503
0.420336,0.017985,0.747261,0.000672,0.002624,0.001184,0.000448,1.197807
0.415152,0.017601,0.743677,0.000672,0.001888,0.001088,0.000384,1.187502
0.420273,0.017760,0.753662,0.000608,0.002464,0.001248,0.000416,1.203599
0.420657,0.017504,0.749342,0.000672,0.001920,0.001088,0.000352,1.199375
0.420721,0.017504,0.745374,0.000608,0.002112,0.000960,0.000384,1.193935
0.419281,0.017568,0.779038,0.000992,0.002656,0.001120,0.000609,1.228369
0.420241,0.017729,0.743869,0.000704,0.002048,0.001056,0.000384,1.192751
0.415824,0.017697,0.748990,0.000736,0.002144,0.001120,0.000576,1.194575
0.448049,0.017696,0.755998,0.000608,0.002176,0.001088,0.000416,1.232752
0.415473,0.017600,0.738942,0.000640,0.001920,0.001024,0.000384,1.182767
0.415409,0.017793,0.740093,0.000608,0.002048,0.001056,0.000352,1.183119
0.415696,0.017889,0.744477,0.000704,0.002081,0.001056,0.000608,1.189391
0.416208,0.017569,0.745021,0.000736,0.002112,0.001056,0.000352,1.189391
0.420944,0.017697,0.773278,0.001120,0.002912,0.001184,0.000608,1.225360
0.415824,0.017601,0.735357,0.000640,0.002016,0.001056,0.000384,1.180014
0.421233,0.017440,0.739933,0.000576,0.002048,0.001056,0.000608,1.189583
0.416304,0.017729,0.758046,0.000608,0.002784,0.001184,0.000352,1.203439
0.420336,0.017601,0.749054,0.000672,0.001952,0.001024,0.000384,1.197839
0.415825,0.017697,0.741981,0.000640,0.001984,0.001248,0.000352,1.186191
0.416720,0.017537,0.753021,0.000705,0.001888,0.001088,0.000384,1.218256
0.420496,0.017665,0.728253,0.000672,0.002016,0.000928,0.000320,1.176622
0.419792,0.017664,0.744606,0.000608,0.002272,0.001120,0.000384,1.193039
0.433874,0.017376,0.751486,0.000640,0.002688,0.001184,0.000384,1.214224
0.420113,0.017504,0.742462,0.000672,0.002688,0.001152,0.000384,1.192783
0.420976,0.017729,0.736509,0.000576,0.002176,0.001056,0.000384,1.186734
0.415504,0.017505,0.733053,0.000704,0.002880,0.001184,0.000416,1.178318
0.420816,0.017537,0.756030,0.000640,0.002016,0.001152,0.000448,1.205519
0.421169,0.017632,0.782303,0.000704,0.002849,0.001152,0.000352,1.234385
0.421169,0.017441,0.734748,0.000672,0.002080,0.001088,0.000352,1.184623
0.415089,0.017537,0.728988,0.000960,0.002817,0.001280,0.000416,1.174095
0.415824,0.017505,0.773982,0.000736,0.002081,0.001120,0.000384,1.218832
0.415536,0.017697,0.749982,0.000608,0.001984,0.001088,0.000352,1.194543
0.421265,0.017632,0.739229,0.000704,0.002944,0.001184,0.000576,1.190415
0.433425,0.017504,0.756670,0.001056,0.003104,0.001088,0.000352,1.220816
0.420592,0.017920,0.736381,0.000608,0.001984,0.001089,0.000416,1.185487
0.420113,0.017537,0.733244,0.000608,0.002016,0.001088,0.000576,1.182639
0.415248,0.017728,0.729949,0.000672,0.002336,0.001024,0.000416,1.173678
0.420625,0.017728,0.739069,0.000608,0.002304,0.001120,0.000384,1.188655
0.415504,0.017761,0.774494,0.000736,0.002688,0.001152,0.000352,1.219728
0.415184,0.017729,0.742685,0.000640,0.001952,0.001088,0.000352,1.186926
0.415152,0.017729,0.747645,0.000736,0.002048,0.001056,0.000352,1.191279
0.415568,0.017249,0.764702,0.000672,0.002752,0.001216,0.000384,1.209743
0.415184,0.017505,0.741277,0.000640,0.002752,0.001152,0.000384,1.185742
0.415504,0.017728,0.743102,0.000704,0.002080,0.001056,0.000320,1.187535
0.416016,0.017569,0.786111,0.000672,0.002912,0.001184,0.000320,1.231792
0.420433,0.017761,0.730204,0.000640,0.002048,0.001120,0.000384,1.179119
0.414929,0.017825,0.733405,0.000608,0.002208,0.001216,0.000384,1.177551
0.431921,0.017600,0.743805,0.000576,0.002304,0.001120,0.000384,1.205519
0.419792,0.017505,0.745245,0.000641,0.002016,0.001088,0.000416,1.193903
