Layer[0],Layer[1],TEE[2-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416016,0.017472,0.738749,0.014785,0.000416,0.001408,0.000896,0.000352,1.197391
0.416145,0.017440,0.768927,0.014944,0.000448,0.001472,0.000928,0.000352,1.228945
0.417456,0.017633,0.744445,0.015073,0.000448,0.001664,0.000960,0.000352,1.206768
0.415856,0.017441,0.739325,0.014945,0.000512,0.001568,0.001408,0.000384,1.198735
0.415856,0.017409,0.747070,0.014560,0.000704,0.001408,0.000960,0.000384,1.205455
0.416112,0.017409,0.752605,0.014496,0.000384,0.001504,0.001024,0.000384,1.210735
0.416497,0.017665,0.725052,0.014561,0.000320,0.001408,0.001056,0.000416,1.184047
0.434769,0.017921,0.741085,0.014848,0.000448,0.002017,0.001088,0.000416,1.220560
0.417232,0.017633,0.760350,0.015009,0.000480,0.001472,0.001024,0.000384,1.220848
0.416656,0.017760,0.711292,0.014401,0.000480,0.001504,0.001088,0.000416,1.170318
0.417489,0.018112,0.724605,0.014657,0.000736,0.001376,0.000896,0.000352,1.185455
0.416016,0.017409,0.733949,0.014945,0.000416,0.001536,0.000992,0.000384,1.192751
0.417809,0.017473,0.765246,0.016321,0.000480,0.001984,0.001120,0.000384,1.231665
0.417200,0.017504,0.746270,0.014720,0.000512,0.001601,0.001024,0.000416,1.207408
0.416785,0.017504,0.728029,0.015009,0.000448,0.001504,0.001120,0.000416,1.189295
0.416017,0.017505,0.755293,0.014816,0.000480,0.001472,0.001056,0.000416,1.215568
0.417905,0.017697,0.752349,0.015073,0.000448,0.001824,0.001280,0.000608,1.215248
0.416625,0.017569,0.730813,0.014848,0.000544,0.001600,0.001248,0.000352,1.191951
0.435025,0.017633,0.745373,0.015137,0.000448,0.001568,0.001184,0.000384,1.225040
0.416305,0.017696,0.734205,0.015201,0.000544,0.001440,0.001152,0.000320,1.194511
0.416721,0.017601,0.748029,0.015201,0.000480,0.001632,0.001152,0.000352,1.209776
0.416336,0.017600,0.738173,0.014849,0.000480,0.001600,0.001120,0.000320,1.198351
0.415792,0.017505,0.743805,0.015105,0.000448,0.001888,0.001248,0.000384,1.204719
0.416496,0.017537,0.769950,0.014977,0.000896,0.002080,0.001184,0.000384,1.232080
0.417329,0.017824,0.730365,0.015009,0.000960,0.001536,0.001216,0.000416,1.192879
0.416977,0.017728,0.734333,0.014593,0.000480,0.001600,0.001120,0.000416,1.195567
0.416849,0.017536,0.760030,0.015137,0.000992,0.001664,0.001152,0.000384,1.221936
0.418000,0.017760,0.741054,0.015264,0.000672,0.002080,0.001376,0.000352,1.204879
0.417104,0.017697,0.751582,0.015008,0.000448,0.001568,0.001056,0.000384,1.212816
0.451666,0.017632,0.746174,0.014817,0.000672,0.001632,0.001184,0.000384,1.243025
0.416720,0.017633,0.732061,0.015169,0.000448,0.001696,0.001152,0.000384,1.193999
0.417072,0.017505,0.757470,0.014721,0.000544,0.001760,0.001152,0.000384,1.218608
0.416720,0.017824,0.750910,0.015009,0.000448,0.001504,0.001056,0.000384,1.212720
0.417424,0.017600,0.744926,0.015392,0.000896,0.001568,0.001089,0.000384,1.207248
0.416273,0.017568,0.757118,0.015809,0.000960,0.001504,0.001152,0.000352,1.219056
0.417904,0.017729,0.743869,0.014913,0.000480,0.001504,0.001184,0.000416,1.206063
0.416304,0.017569,0.743261,0.014305,0.000480,0.001664,0.001248,0.000384,1.203503
0.434065,0.017569,0.732125,0.014912,0.000416,0.001536,0.001088,0.000384,1.210384
0.416497,0.017600,0.740958,0.014752,0.000512,0.001824,0.001248,0.000353,1.202480
0.415984,0.017537,0.726172,0.014720,0.000512,0.001568,0.001120,0.000640,1.186318
0.415760,0.017537,0.743869,0.015681,0.000736,0.001760,0.001056,0.000576,1.205743
0.416945,0.017760,0.738526,0.015840,0.000736,0.001536,0.001248,0.000384,1.201231
0.416337,0.017664,0.761375,0.016288,0.000864,0.001696,0.001120,0.000320,1.224593
0.417456,0.017825,0.747070,0.015424,0.000736,0.001504,0.001184,0.000384,1.209487
0.417264,0.017857,0.738333,0.015713,0.000640,0.001760,0.001376,0.000384,1.200943
0.416848,0.017568,0.766815,0.017088,0.000672,0.001632,0.001408,0.000352,1.230769
0.416145,0.017633,0.739901,0.016160,0.000672,0.001793,0.001120,0.000352,1.201808
0.417201,0.017600,0.742910,0.015680,0.000704,0.001568,0.001153,0.000352,1.204944
0.433745,0.017761,0.744990,0.015136,0.000768,0.001536,0.001088,0.000384,1.222928
0.418321,0.017664,0.730557,0.014913,0.000480,0.001440,0.001248,0.000384,1.192207
0.416753,0.017600,0.746110,0.015457,0.000672,0.001536,0.001152,0.000352,1.207696
0.416401,0.017729,0.729020,0.014849,0.000448,0.001440,0.001120,0.000352,1.189519
0.417265,0.017665,0.746621,0.015265,0.000544,0.001632,0.001184,0.000320,1.209488
0.417073,0.017600,0.768767,0.015200,0.000416,0.001889,0.001120,0.000384,1.231441
0.416689,0.017601,0.733469,0.015232,0.000512,0.001632,0.001120,0.000384,1.194800
0.416721,0.017697,0.755005,0.015873,0.000512,0.001504,0.001056,0.000384,1.217200
0.416625,0.017665,0.775614,0.016225,0.000448,0.001600,0.001152,0.000384,1.238129
0.416144,0.017729,0.739101,0.015041,0.000512,0.001568,0.001056,0.000384,1.199855
0.416112,0.017633,0.744093,0.015680,0.000512,0.001440,0.001024,0.000352,1.204431
0.452145,0.017632,0.753118,0.015297,0.000672,0.001696,0.001184,0.000384,1.251089
0.417616,0.017537,0.731389,0.015105,0.000736,0.001504,0.001152,0.000384,1.193551
0.417553,0.017601,0.765534,0.015489,0.000448,0.001824,0.001056,0.000352,1.228401
0.417232,0.017729,0.738141,0.015297,0.000448,0.001568,0.001088,0.000384,1.200911
0.418864,0.017824,0.747102,0.014816,0.000512,0.001697,0.001184,0.000384,1.210928
0.417521,0.017984,0.776286,0.014849,0.000416,0.001568,0.001120,0.000352,1.238801
0.418160,0.017761,0.739165,0.014657,0.000864,0.001600,0.001216,0.000320,1.202383
0.417232,0.017729,0.731229,0.014945,0.000480,0.001632,0.001248,0.000384,1.193359
0.433361,0.017793,0.748413,0.015105,0.000448,0.001472,0.001408,0.000416,1.226704
0.417552,0.017793,0.738237,0.015041,0.000448,0.001536,0.001248,0.000416,1.200367
0.417296,0.017697,0.745053,0.014785,0.000480,0.001536,0.001184,0.000832,1.207535
0.416817,0.018273,0.740317,0.015233,0.000864,0.001760,0.001088,0.000608,1.203408
0.417713,0.017761,0.746269,0.015361,0.000448,0.001536,0.001184,0.000576,1.209936
0.417488,0.017761,0.767454,0.014848,0.000448,0.001536,0.001152,0.000384,1.229424
0.417520,0.017792,0.738301,0.015617,0.000448,0.001728,0.001120,0.000352,1.200815
0.416944,0.017504,0.731965,0.015169,0.000448,0.001472,0.001184,0.000352,1.193615
0.417456,0.017505,0.768830,0.015105,0.000480,0.001504,0.001248,0.000352,1.230416
0.416881,0.017569,0.746493,0.015521,0.000480,0.001600,0.001248,0.000384,1.208848
0.419088,0.017857,0.729021,0.014592,0.000448,0.001568,0.001217,0.000352,1.192303
0.442641,0.017760,0.731517,0.015489,0.000608,0.001632,0.001152,0.000608,1.220144
0.416721,0.017313,0.733117,0.014848,0.000480,0.001568,0.001088,0.000384,1.192911
0.416432,0.017728,0.739549,0.014753,0.000640,0.001536,0.001184,0.000352,1.199407
0.416656,0.017729,0.745726,0.014784,0.000480,0.001504,0.001152,0.000352,1.206671
0.417200,0.017473,0.722685,0.014720,0.000480,0.001504,0.001120,0.000385,1.182703
0.416528,0.017633,0.738013,0.014657,0.000928,0.001696,0.001088,0.000416,1.197519
0.416304,0.017473,0.731933,0.014753,0.000480,0.001408,0.001024,0.000320,1.191087
0.417680,0.017505,0.757182,0.014528,0.000640,0.001504,0.001024,0.000320,1.217425
0.416688,0.017729,0.748830,0.014752,0.000512,0.001473,0.001120,0.000384,1.209712
0.416752,0.017761,0.721532,0.014593,0.000416,0.001568,0.001088,0.000320,1.181230
0.416881,0.017760,0.738749,0.014560,0.000448,0.001664,0.001088,0.000417,1.198768
0.451122,0.017824,0.733533,0.014593,0.000448,0.001408,0.001120,0.000352,1.227504
0.416336,0.017633,0.737981,0.014401,0.000448,0.001600,0.001024,0.000384,1.197327
0.416945,0.017600,0.736829,0.014816,0.000512,0.001600,0.001088,0.000320,1.197711
0.417137,0.017728,0.725277,0.015009,0.000672,0.001536,0.000992,0.000384,1.185551
0.415953,0.017440,0.738845,0.014976,0.000480,0.001632,0.001152,0.000384,1.198031
0.416273,0.017473,0.727580,0.015297,0.000480,0.001760,0.001088,0.000384,1.187471
0.416656,0.017665,0.739645,0.014785,0.000448,0.001600,0.000992,0.000320,1.199855
0.416369,0.017568,0.744861,0.015457,0.000672,0.001888,0.001120,0.000352,1.206544
0.417200,0.017633,0.773343,0.015296,0.000736,0.001760,0.001312,0.000353,1.234865
0.416592,0.017537,0.728477,0.015361,0.000512,0.001568,0.001088,0.000384,1.188815
0.417937,0.017697,0.738301,0.015072,0.000672,0.001856,0.001184,0.000800,1.200880
0.417361,0.017472,0.746526,0.015104,0.000640,0.001537,0.001056,0.000384,1.207120
0.416881,0.017505,0.741885,0.015104,0.000449,0.001888,0.001152,0.000320,1.203280
0.416081,0.017760,0.732701,0.014881,0.000480,0.001728,0.001088,0.000352,1.192271
0.434993,0.017729,0.760414,0.015264,0.000448,0.001440,0.001056,0.000416,1.238960
0.416496,0.017825,0.733693,0.015073,0.000480,0.001440,0.001120,0.000352,1.194383
0.417040,0.017472,0.734205,0.014913,0.000512,0.001632,0.001152,0.000384,1.194639
0.416016,0.017537,0.732445,0.014944,0.000896,0.001505,0.001088,0.000384,1.193071
0.416400,0.017537,0.730269,0.014976,0.000448,0.001472,0.001184,0.000416,1.190414
0.416720,0.017473,0.768286,0.015681,0.000448,0.001472,0.001024,0.000416,1.229840
0.416976,0.017665,0.731069,0.014848,0.000448,0.001569,0.001120,0.000384,1.191247
0.416432,0.017601,0.732765,0.015136,0.000640,0.001600,0.001024,0.000416,1.194159
0.417072,0.017569,0.760606,0.015265,0.000672,0.001536,0.001120,0.000416,1.222832
0.418192,0.017665,0.739997,0.015073,0.000672,0.001792,0.001152,0.000384,1.202703
0.418160,0.017536,0.733373,0.014529,0.000448,0.001856,0.001152,0.000416,1.194607
0.436561,0.017665,0.736893,0.014880,0.000480,0.001536,0.001120,0.000384,1.217232
0.414865,0.017504,0.739197,0.014624,0.000672,0.001888,0.001089,0.000352,1.198736
0.416144,0.017473,0.735965,0.014977,0.000448,0.001568,0.001056,0.000384,1.195343
0.416400,0.017728,0.734493,0.015265,0.000704,0.001728,0.001120,0.000352,1.194735
0.416721,0.017761,0.744285,0.014817,0.000448,0.001696,0.001056,0.000384,1.205136
0.415184,0.017441,0.766974,0.014561,0.000480,0.001504,0.001120,0.000384,1.226064
0.415824,0.017697,0.731613,0.014368,0.000448,0.001568,0.001056,0.000384,1.190575
0.415729,0.017312,0.737694,0.014720,0.000480,0.001472,0.001152,0.000416,1.197871
0.415153,0.017633,0.757469,0.015264,0.000512,0.001600,0.001120,0.000384,1.216240
0.416145,0.017697,0.734845,0.014720,0.000448,0.001600,0.001056,0.000320,1.194223
0.415921,0.017569,0.731516,0.014784,0.000480,0.001728,0.001152,0.000416,1.191567
0.438130,0.017632,0.737438,0.014592,0.000768,0.001504,0.001056,0.000416,1.219344
0.416017,0.017600,0.725309,0.014913,0.000672,0.001600,0.001120,0.000384,1.184783
0.415953,0.017345,0.731964,0.014625,0.000448,0.001504,0.001024,0.000384,1.189551
0.452146,0.017569,0.738525,0.014145,0.000448,0.001568,0.001152,0.000640,1.233553
0.415568,0.017505,0.729693,0.014496,0.000448,0.001568,0.001184,0.000352,1.187598
0.415696,0.017633,0.724061,0.014624,0.000448,0.001504,0.001057,0.000384,1.182927
0.416240,0.017409,0.738109,0.014849,0.000352,0.001472,0.001056,0.000320,1.198415
0.415441,0.017440,0.740670,0.014752,0.000480,0.001568,0.001184,0.000576,1.198512
0.416497,0.017505,0.748957,0.014497,0.000480,0.001408,0.001120,0.000384,1.207312
0.416656,0.017665,0.720732,0.014401,0.000448,0.001536,0.001120,0.000384,1.179918
0.416304,0.017345,0.740125,0.014561,0.000704,0.001504,0.001120,0.000352,1.200239
0.415600,0.017441,0.736093,0.015073,0.000416,0.001440,0.001120,0.000416,1.193743
0.415952,0.017697,0.730429,0.014593,0.000384,0.001408,0.001024,0.000352,1.188079
0.417809,0.017505,0.731037,0.014464,0.000480,0.001472,0.001120,0.000384,1.191151
0.433041,0.017760,0.745886,0.014400,0.000672,0.001473,0.001216,0.000416,1.223665
0.415824,0.017569,0.725341,0.014592,0.000480,0.001504,0.001184,0.000385,1.184495
0.417616,0.018465,0.746654,0.014656,0.000704,0.001504,0.001088,0.000609,1.209008
0.416913,0.017633,0.751869,0.014881,0.000480,0.001504,0.001056,0.000384,1.212848
0.415921,0.017760,0.721469,0.014721,0.000448,0.001504,0.001152,0.000416,1.181071
0.417329,0.017440,0.758558,0.014753,0.000704,0.001504,0.001120,0.000416,1.219824
0.415473,0.017505,0.741853,0.014784,0.000961,0.001600,0.001120,0.000416,1.201552
0.415824,0.017473,0.743901,0.014721,0.000736,0.001728,0.001184,0.000800,1.204143
0.434833,0.017697,0.748253,0.014977,0.000448,0.001472,0.001024,0.000416,1.227056
0.416849,0.017633,0.739293,0.014753,0.000448,0.001408,0.001216,0.000352,1.199920
0.416913,0.017729,0.738301,0.032001,0.000896,0.001504,0.001056,0.000384,1.217776
0.417744,0.018240,0.747998,0.014689,0.000960,0.001536,0.001088,0.000352,1.210928
0.416656,0.017857,0.742077,0.015169,0.000672,0.001568,0.001120,0.000416,1.203439
0.417072,0.017536,0.760830,0.014945,0.000480,0.001600,0.001120,0.000384,1.221680
0.417168,0.017696,0.744382,0.015264,0.000544,0.001568,0.001088,0.000320,1.205647
0.415665,0.017441,0.744925,0.015553,0.000640,0.001728,0.000992,0.000352,1.205168
0.416976,0.017601,0.752510,0.015168,0.000416,0.001568,0.001217,0.000576,1.214544
0.416529,0.017761,0.746909,0.015457,0.000992,0.001632,0.001536,0.000384,1.208720
0.416272,0.017761,0.729213,0.015585,0.000672,0.002112,0.001088,0.000384,1.190607
0.454834,0.017761,0.741469,0.015105,0.000448,0.001536,0.001056,0.000320,1.240817
0.415696,0.017473,0.771327,0.015072,0.000448,0.001536,0.001120,0.000416,1.231408
0.415504,0.017441,0.745181,0.014849,0.000960,0.001600,0.001248,0.000384,1.204975
0.415953,0.017952,0.747166,0.014720,0.000448,0.001472,0.001152,0.000416,1.206672
0.415408,0.017473,0.743261,0.014721,0.000928,0.001600,0.001088,0.000352,1.202287
0.415216,0.017697,0.737053,0.014785,0.000704,0.001408,0.001088,0.000352,1.195855
0.416176,0.017696,0.739453,0.014720,0.000448,0.001568,0.001248,0.000416,1.198575
0.415729,0.017793,0.720828,0.014785,0.000480,0.001632,0.001216,0.000384,1.180719
0.415536,0.017505,0.758014,0.015008,0.000512,0.001569,0.001120,0.000416,1.217008
0.415696,0.017665,0.739325,0.014625,0.000352,0.001536,0.001088,0.000384,1.197103
0.416656,0.017601,0.737693,0.014528,0.000448,0.001440,0.001344,0.000416,1.196815
0.431601,0.017888,0.733917,0.014497,0.000448,0.001504,0.001120,0.000448,1.209584
0.416048,0.017440,0.736861,0.014913,0.000448,0.001600,0.000960,0.000544,1.197807
0.417968,0.017761,0.755742,0.014848,0.000512,0.019617,0.001216,0.000416,1.237136
0.415985,0.017505,0.725276,0.015969,0.000480,0.001472,0.001024,0.000384,1.185071
0.415793,0.017473,0.734493,0.014656,0.000800,0.001504,0.001056,0.000416,1.193936
0.415632,0.017504,0.753694,0.014497,0.000480,0.001536,0.001088,0.000384,1.212656
0.416176,0.018209,0.744157,0.014753,0.000448,0.001600,0.001088,0.000352,1.205167
0.416656,0.017697,0.735837,0.014497,0.000640,0.001472,0.001120,0.000384,1.195055
0.415921,0.017632,0.766751,0.014624,0.000480,0.001568,0.000993,0.000416,1.224913
0.415280,0.017441,0.733853,0.014465,0.000416,0.001504,0.001024,0.000384,1.191951
0.415761,0.017504,0.730909,0.014913,0.000416,0.001568,0.001312,0.000352,1.190831
0.435953,0.017601,0.737629,0.015009,0.000416,0.001472,0.001024,0.000832,1.218128
0.415600,0.017505,0.737501,0.014657,0.000448,0.001504,0.001120,0.000416,1.195727
0.417904,0.017473,0.739677,0.014689,0.000480,0.001504,0.001120,0.000352,1.200079
0.416048,0.017665,0.736285,0.014528,0.000512,0.001536,0.000992,0.000416,1.195439
0.416049,0.017793,0.744125,0.014657,0.000672,0.001472,0.000960,0.000384,1.204464
0.416913,0.017697,0.755517,0.014753,0.000480,0.001600,0.001056,0.000384,1.216048
0.416784,0.017505,0.736285,0.014912,0.000448,0.001536,0.001024,0.000384,1.195855
0.415792,0.017441,0.727133,0.014368,0.000512,0.001697,0.001248,0.000352,1.185295
0.416176,0.017441,0.749566,0.014240,0.000512,0.001600,0.001184,0.000320,1.208335
0.415728,0.017569,0.717500,0.014369,0.000512,0.001536,0.001088,0.000384,1.175311
0.416752,0.017793,0.736125,0.014625,0.000448,0.001824,0.001056,0.000384,1.197071
0.435538,0.017953,0.735197,0.014848,0.000480,0.001728,0.001056,0.000384,1.214704
0.417137,0.017472,0.728765,0.014977,0.000672,0.001536,0.000896,0.000320,1.188303
0.417233,0.017729,0.738621,0.014656,0.000448,0.001536,0.001056,0.000416,1.199792
0.432689,0.017568,0.739422,0.014880,0.000480,0.001472,0.000992,0.000352,1.215856
0.416817,0.017505,0.731804,0.014657,0.000480,0.001728,0.001152,0.000384,1.191599
0.416592,0.017728,0.749950,0.014272,0.000448,0.001536,0.000960,0.000416,1.209232
0.416272,0.017856,0.731517,0.014529,0.000416,0.001536,0.001184,0.000352,1.190543
0.416689,0.017505,0.721340,0.014817,0.000480,0.001504,0.001088,0.000384,1.180527
0.415760,0.017697,0.767646,0.015488,0.000928,0.001472,0.001088,0.000416,1.227280
0.415696,0.017985,0.739485,0.014561,0.000448,0.001504,0.001120,0.000384,1.199567
0.415504,0.017760,0.720989,0.014816,0.000448,0.001472,0.001153,0.000384,1.179887
0.415505,0.017985,0.747677,0.014689,0.000480,0.001504,0.001088,0.000384,1.206288
0.415472,0.017729,0.731197,0.014401,0.000480,0.001504,0.001184,0.000416,1.189807
0.415537,0.017537,0.736093,0.014464,0.000416,0.001536,0.001056,0.000384,1.195824
0.431473,0.017729,0.718204,0.014912,0.000640,0.001408,0.001184,0.000384,1.193135
0.415312,0.017697,0.730525,0.014528,0.000480,0.001472,0.001120,0.000353,1.188367
0.415888,0.017728,0.731773,0.014401,0.000480,0.001472,0.001184,0.000320,1.190735
0.416528,0.017569,0.733309,0.014624,0.000449,0.001376,0.000992,0.000384,1.191599
0.415537,0.017536,0.724125,0.014529,0.000448,0.001408,0.001120,0.000384,1.181039
0.415889,0.017697,0.738045,0.014528,0.000480,0.001504,0.000929,0.000384,1.197552
0.415729,0.017537,0.701531,0.014497,0.000704,0.001376,0.001152,0.000384,1.159598
0.422865,0.017857,0.759582,0.015200,0.000672,0.001473,0.001216,0.000384,1.229585
0.417904,0.017537,0.742557,0.014657,0.000448,0.001440,0.001184,0.000416,1.202927
0.416273,0.021025,0.729117,0.014304,0.000512,0.001568,0.001248,0.000384,1.191407
0.417105,0.017473,0.729948,0.014561,0.000448,0.001376,0.001024,0.000384,1.189231
0.416272,0.021025,0.737213,0.014241,0.000448,0.001408,0.000960,0.000352,1.198703
0.416208,0.017569,0.730205,0.014752,0.000512,0.001376,0.000961,0.000800,1.189551
0.416880,0.017409,0.736381,0.014625,0.000704,0.001504,0.000896,0.000416,1.195439
0.432593,0.017601,0.749310,0.014496,0.000448,0.001504,0.001153,0.000416,1.225713
0.416081,0.017601,0.740925,0.014721,0.000480,0.001600,0.000928,0.000384,1.201968
0.416689,0.017505,0.740701,0.014913,0.000736,0.001504,0.001120,0.000416,1.201008
0.416272,0.017697,0.719164,0.014561,0.000480,0.001472,0.001152,0.000320,1.178894
0.417232,0.017729,0.744894,0.015456,0.000736,0.001696,0.001216,0.000352,1.209168
0.417008,0.017857,0.772990,0.015072,0.000512,0.001440,0.001088,0.000320,1.236176
0.416625,0.017536,0.743070,0.015328,0.000512,0.001505,0.001088,0.000416,1.204208
0.417777,0.017761,0.737501,0.015072,0.000448,0.001505,0.001152,0.000384,1.199984
0.417457,0.017697,0.750141,0.014945,0.000416,0.001792,0.001056,0.000384,1.211600
0.416816,0.017505,0.724156,0.015169,0.000512,0.001472,0.001088,0.000384,1.184527
0.416944,0.017633,0.737501,0.014625,0.000480,0.001504,0.001088,0.000416,1.199183
0.437297,0.017537,0.743037,0.015168,0.000672,0.001568,0.001088,0.000384,1.225104
0.417712,0.017441,0.741565,0.015137,0.000480,0.001888,0.001056,0.000384,1.203247
0.416464,0.017473,0.735997,0.014945,0.000512,0.001568,0.001120,0.017408,1.213199
0.416112,0.017505,0.739517,0.014625,0.000736,0.001664,0.001024,0.000384,1.199087
0.417009,0.017601,0.728284,0.014720,0.000480,0.001536,0.001088,0.000352,1.188943
0.416848,0.017697,0.759198,0.015201,0.000448,0.001536,0.001056,0.000352,1.220080
0.416145,0.017793,0.733212,0.014976,0.000512,0.001696,0.001088,0.000384,1.192847
0.416016,0.017729,0.762014,0.014497,0.000480,0.001440,0.001056,0.000384,1.220368
0.416017,0.017728,0.750654,0.014721,0.000448,0.001600,0.001120,0.000384,1.210128
0.416081,0.017408,0.736093,0.014816,0.000512,0.001504,0.001120,0.000384,1.195823
0.416368,0.017664,0.730653,0.015457,0.000448,0.001472,0.001056,0.000320,1.190863
0.433777,0.017857,0.740061,0.014465,0.000448,0.001440,0.001056,0.000352,1.218128
0.416016,0.017761,0.742685,0.014689,0.000512,0.001504,0.000992,0.000352,1.202767
0.415505,0.017729,0.724668,0.014593,0.000416,0.001536,0.001088,0.000352,1.183343
0.417937,0.017889,0.742077,0.015169,0.000480,0.001760,0.001088,0.000576,1.204752
0.415601,0.017537,0.723324,0.014849,0.000480,0.001504,0.001056,0.000384,1.182031
0.416368,0.017601,0.767166,0.014945,0.000960,0.001472,0.001120,0.000352,1.227600
0.416017,0.017569,0.725148,0.014497,0.000448,0.001376,0.001056,0.000384,1.184463
0.415856,0.017504,0.727325,0.014337,0.000480,0.001344,0.001056,0.000384,1.186543
0.416401,0.017633,0.756894,0.015136,0.000960,0.001440,0.001120,0.000800,1.218865
0.416816,0.017697,0.738397,0.014657,0.000480,0.001472,0.001120,0.000608,1.198767
0.415792,0.017729,0.731037,0.014464,0.000448,0.001472,0.001056,0.000832,1.190030
0.433489,0.017505,0.732509,0.014368,0.000448,0.001440,0.001152,0.000352,1.208463
0.415409,0.017697,0.736093,0.014688,0.000480,0.001408,0.001057,0.000416,1.194832
0.415824,0.017633,0.742077,0.014656,0.000480,0.001440,0.001120,0.000384,1.202031
0.417041,0.017729,0.737757,0.014656,0.000480,0.001473,0.001056,0.000384,1.198672
0.417009,0.017600,0.737725,0.014433,0.000448,0.001568,0.001088,0.000384,1.197583
0.419120,0.017792,0.763006,0.014593,0.000512,0.001536,0.001248,0.000320,1.226256
0.418353,0.017729,0.737917,0.014624,0.000480,0.001472,0.001088,0.000320,1.199312
0.417105,0.017569,0.744989,0.014561,0.000480,0.001568,0.001120,0.000352,1.205936
0.417520,0.017761,0.750941,0.014624,0.000992,0.001568,0.001088,0.000832,1.213455
0.416528,0.017601,0.740541,0.014561,0.000704,0.001472,0.001120,0.000384,1.200687
0.416401,0.017633,0.738941,0.014400,0.000512,0.001728,0.001121,0.000384,1.198448
0.431217,0.017697,0.741181,0.015009,0.000448,0.001408,0.001056,0.000416,1.217104
0.416016,0.017729,0.733245,0.014688,0.000448,0.001504,0.001120,0.000384,1.192175
0.416336,0.018273,0.735837,0.014529,0.000448,0.001536,0.001088,0.000352,1.196239
0.416241,0.018433,0.739549,0.014689,0.000512,0.001472,0.001088,0.000320,1.199824
0.416208,0.017633,0.733437,0.014497,0.000704,0.001440,0.001120,0.000416,1.193487
0.416048,0.018209,0.768254,0.014721,0.000416,0.001632,0.001088,0.000576,1.228784
0.416177,0.018081,0.739453,0.015264,0.000448,0.001569,0.001088,0.000608,1.201904
0.416848,0.017633,0.739869,0.014625,0.000704,0.001632,0.001088,0.000384,1.200591
0.415953,0.017472,0.753598,0.014785,0.000416,0.001664,0.001152,0.000384,1.213072
0.415953,0.018209,0.738845,0.014592,0.000672,0.001600,0.001025,0.000640,1.199376
0.418096,0.018369,0.737693,0.014561,0.000448,0.001536,0.001088,0.000384,1.200239
0.432529,0.017536,0.734589,0.015328,0.000480,0.001472,0.001056,0.000576,1.211023
0.416049,0.017568,0.732893,0.015105,0.000480,0.001696,0.001024,0.000384,1.192687
0.415888,0.018401,0.731773,0.014561,0.000480,0.001536,0.001088,0.000416,1.191215
0.415568,0.018785,0.729533,0.015009,0.000480,0.001760,0.001120,0.000832,1.190415
0.415472,0.017537,0.723133,0.014624,0.000672,0.001728,0.001120,0.000352,1.181646
0.415984,0.017537,0.767070,0.014881,0.000480,0.001376,0.001120,0.000384,1.227664
0.416305,0.017632,0.738558,0.014624,0.000512,0.001440,0.001120,0.000384,1.198159
0.416944,0.017761,0.725405,0.014752,0.000960,0.001536,0.001056,0.000352,1.185999
0.416401,0.017569,0.739677,0.014624,0.000416,0.001505,0.001088,0.000352,1.198640
0.416496,0.018273,0.736733,0.017793,0.000480,0.001536,0.001024,0.000352,1.200335
0.416049,0.017536,0.743582,0.015488,0.000480,0.001697,0.001152,0.000384,1.203376
0.435601,0.017793,0.735261,0.015905,0.000576,0.001696,0.001024,0.000384,1.215280
0.415728,0.017697,0.747006,0.015616,0.000448,0.001696,0.001120,0.000320,1.206415
0.417872,0.017761,0.729821,0.015072,0.000736,0.001505,0.001088,0.000352,1.191663
0.416368,0.017633,0.740317,0.015041,0.000960,0.001504,0.001024,0.000384,1.200623
0.416369,0.017601,0.739869,0.015329,0.000544,0.001760,0.001088,0.000384,1.201712
0.417169,0.017505,0.759006,0.015040,0.000416,0.001760,0.001120,0.000352,1.219600
0.416625,0.017601,0.713788,0.014625,0.000704,0.001952,0.001024,0.000384,1.173551
0.417232,0.017697,0.737661,0.014817,0.000416,0.001792,0.000992,0.000384,1.198639
0.416945,0.017633,0.758110,0.014912,0.000448,0.001440,0.001152,0.000384,1.219056
0.416689,0.017632,0.738237,0.014784,0.000480,0.001504,0.001120,0.000416,1.198767
0.415760,0.017505,0.737501,0.014496,0.000480,0.001857,0.001216,0.000384,1.195888
0.432113,0.017792,0.739357,0.014817,0.000512,0.001536,0.001088,0.000384,1.214640
0.416048,0.017537,0.724893,0.014464,0.000480,0.001441,0.000992,0.000320,1.183151
0.415505,0.017472,0.735453,0.014337,0.000480,0.001568,0.001088,0.000384,1.193071
0.416688,0.017665,0.755934,0.014785,0.000480,0.001824,0.001120,0.000384,1.217232
0.417552,0.017569,0.736893,0.014689,0.000480,0.001568,0.001120,0.000384,1.196975
0.416657,0.017728,0.739518,0.014528,0.000512,0.001792,0.001120,0.000416,1.199663
0.416464,0.017505,0.739325,0.014881,0.000480,0.001728,0.001056,0.000352,1.199568
0.417936,0.017569,0.713276,0.014689,0.000448,0.001536,0.001120,0.000384,1.174926
0.416497,0.017440,0.753310,0.015585,0.000512,0.001472,0.001056,0.000416,1.214032
0.416560,0.017569,0.733981,0.014304,0.000448,0.001472,0.001088,0.000384,1.192783
0.417040,0.017569,0.725597,0.014528,0.000448,0.001728,0.001089,0.000384,1.186735
0.437170,0.017729,0.736637,0.014688,0.000448,0.001504,0.001056,0.000352,1.217104
0.416816,0.017600,0.730621,0.014241,0.000768,0.001472,0.001120,0.000384,1.191247
