Layer[0],TEE[1-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.418417,0.782240,0.016320,0.000480,0.001632,0.001344,0.000352,1.228466
0.416177,0.757375,0.015649,0.000448,0.001536,0.001152,0.000416,1.200113
0.416913,0.748831,0.017633,0.000416,0.001600,0.001248,0.000384,1.193873
0.416818,0.772384,0.017664,0.000480,0.001856,0.001089,0.000416,1.218899
0.416177,0.791072,0.015937,0.000480,0.001536,0.001184,0.000384,1.234771
0.417233,0.792961,0.015936,0.000480,0.001472,0.001216,0.000384,1.236819
0.434802,0.798977,0.014880,0.000480,0.001760,0.001185,0.000352,1.259796
0.417681,0.756095,0.014720,0.000480,0.001568,0.001056,0.000416,1.199409
0.417169,0.761119,0.014945,0.000448,0.001536,0.001376,0.000384,1.204529
0.446994,0.761343,0.014529,0.000448,0.001568,0.001120,0.000384,1.234098
0.417201,0.790656,0.015169,0.000448,0.001536,0.001472,0.000384,1.234675
0.416433,0.786016,0.015201,0.000480,0.001536,0.001088,0.000384,1.228883
0.416465,0.749055,0.014721,0.000448,0.001536,0.001248,0.000384,1.191601
0.418449,0.764191,0.015105,0.000416,0.001600,0.001088,0.000384,1.208114
0.417745,0.795553,0.018369,0.000448,0.001536,0.001152,0.000352,1.243731
0.416209,0.749727,0.015233,0.000448,0.001568,0.001216,0.000384,1.192209
0.415857,0.767583,0.015361,0.000448,0.001536,0.001152,0.000384,1.210162
0.432658,0.804929,0.015137,0.000480,0.001536,0.001152,0.000384,1.264116
0.416209,0.764672,0.014592,0.000448,0.001536,0.001312,0.000320,1.205970
0.416529,0.762047,0.014465,0.000480,0.001440,0.001120,0.000320,1.202802
0.417297,0.754367,0.014785,0.000448,0.001568,0.001088,0.000320,1.197489
0.417425,0.750719,0.014849,0.000480,0.001504,0.000960,0.000352,1.193585
0.415761,0.786464,0.014721,0.000448,0.001600,0.001056,0.000320,1.227442
0.415537,0.754079,0.015105,0.000448,0.001632,0.000992,0.000384,1.196721
0.415889,0.760607,0.014753,0.000448,0.001568,0.001152,0.000384,1.202321
0.417681,0.780992,0.014817,0.000480,0.001664,0.001184,0.000352,1.224786
0.417201,0.757727,0.015329,0.000448,0.001664,0.001024,0.000288,1.200593
0.416913,0.746751,0.014881,0.000448,0.001472,0.001024,0.000352,1.189041
0.432849,0.768159,0.014945,0.000448,0.001536,0.001184,0.000352,1.226482
0.417777,0.763104,0.015008,0.000448,0.001504,0.001664,0.000352,1.207921
0.416433,0.783520,0.014945,0.000480,0.001568,0.000896,0.000384,1.224978
0.417041,0.764671,0.014977,0.000480,0.001472,0.001280,0.000352,1.206609
0.417169,0.748287,0.015041,0.000480,0.001504,0.001120,0.000352,1.190545
0.417489,0.772192,0.017056,0.000448,0.001409,0.000928,0.000352,1.218098
0.416849,0.747903,0.015328,0.000480,0.001472,0.000928,0.000320,1.190096
0.414641,0.749694,0.015361,0.000480,0.001504,0.000992,0.000352,1.189457
0.416913,0.818690,0.014561,0.000448,0.001472,0.001152,0.000352,1.261108
0.416945,0.743231,0.014560,0.000448,0.001377,0.000800,0.000352,1.184113
0.417137,0.743199,0.014433,0.000480,0.001408,0.000896,0.000352,1.183921
0.417585,0.811969,0.014209,0.000448,0.001504,0.001184,0.000352,1.253716
0.415473,0.764383,0.014369,0.000416,0.001472,0.000800,0.000352,1.203954
0.415921,0.773311,0.014433,0.000448,0.001440,0.000768,0.000320,1.213298
0.428242,0.797280,0.014048,0.000448,0.001504,0.000992,0.000352,1.249427
0.416785,0.761151,0.014689,0.000512,0.001408,0.000992,0.000320,1.204177
0.416945,0.762623,0.029025,0.000449,0.001472,0.001120,0.000352,1.218578
0.415857,0.766783,0.014337,0.000352,0.001472,0.000864,0.000384,1.206321
0.417041,0.771999,0.014337,0.000416,0.001440,0.000864,0.000320,1.212722
0.416113,0.787265,0.014624,0.000480,0.001409,0.000832,0.000320,1.228467
0.417489,0.749823,0.014369,0.000448,0.001408,0.000928,0.000384,1.191281
0.416433,0.741950,0.014305,0.000448,0.001440,0.000960,0.000416,1.182160
0.415857,0.802401,0.014240,0.000448,0.001440,0.001056,0.000352,1.242067
0.417425,0.752095,0.014465,0.000480,0.001536,0.001152,0.000384,1.194641
0.418033,0.753855,0.014273,0.000448,0.001504,0.000896,0.000352,1.195857
0.431474,0.775904,0.014816,0.000448,0.001473,0.000960,0.000352,1.233587
0.415953,0.748351,0.014880,0.000480,0.001408,0.000896,0.000384,1.188657
0.415537,0.731486,0.014273,0.000448,0.001504,0.000960,0.000224,1.171024
0.415185,0.742398,0.014465,0.000480,0.001504,0.000928,0.000352,1.181776
0.415089,0.779296,0.014401,0.000480,0.001408,0.000928,0.000256,1.219186
0.415634,0.792192,0.014465,0.000448,0.001440,0.000768,0.000352,1.231411
0.416114,0.784608,0.014593,0.000480,0.001408,0.001120,0.000384,1.226163
0.415665,0.748158,0.014368,0.000448,0.001408,0.001024,0.000288,1.187888
0.415185,0.793217,0.014368,0.000480,0.001408,0.000865,0.000352,1.231827
0.415057,0.734367,0.014272,0.000320,0.001344,0.000832,0.000352,1.172848
0.415633,0.754623,0.014657,0.000480,0.001504,0.000896,0.000416,1.195057
0.415665,0.764992,0.014784,0.000448,0.001376,0.000960,0.000288,1.204977
0.415857,0.762047,0.014305,0.000480,0.001376,0.001184,0.000384,1.202609
0.416017,0.768480,0.014912,0.000481,0.001344,0.000896,0.000352,1.209138
0.429874,0.763519,0.014721,0.000448,0.001440,0.000896,0.000384,1.218066
0.417746,0.784512,0.015233,0.000480,0.001408,0.001728,0.000544,1.231507
0.417745,0.778560,0.014912,0.000448,0.001728,0.001536,0.000544,1.224083
0.418482,0.811905,0.016001,0.000480,0.001856,0.002272,0.000544,1.261524
0.417297,0.743326,0.014625,0.000448,0.001760,0.001344,0.000320,1.185713
0.416913,0.776895,0.016160,0.000480,0.001504,0.001280,0.000384,1.220466
0.415762,0.800993,0.017120,0.000576,0.001472,0.001024,0.000352,1.245908
0.416177,0.744511,0.014625,0.000512,0.001472,0.001024,0.000416,1.185777
0.429586,0.738398,0.015265,0.000416,0.001440,0.000864,0.000416,1.193073
0.415569,0.787616,0.014657,0.000480,0.001440,0.000896,0.000320,1.226291
0.416273,0.756831,0.014241,0.000416,0.001376,0.000928,0.000384,1.196817
0.445779,0.761247,0.015201,0.000480,0.001408,0.001056,0.000352,1.232499
0.416178,0.755519,0.014016,0.000480,0.001440,0.000960,0.000352,1.195346
0.416145,0.732830,0.014176,0.000448,0.001440,0.000864,0.000256,1.171472
0.415825,0.742687,0.014272,0.000480,0.001473,0.000928,0.000352,1.181745
0.415025,0.755839,0.015617,0.000480,0.001408,0.000960,0.000352,1.196337
0.416369,0.755712,0.017088,0.000480,0.001408,0.000928,0.000352,1.198641
0.415569,0.751743,0.014593,0.000352,0.001408,0.000992,0.000384,1.190225
0.416018,0.781920,0.014368,0.000512,0.001409,0.000896,0.000352,1.221235
0.415153,0.792001,0.014240,0.000448,0.001344,0.001057,0.000352,1.230035
0.415121,0.716701,0.014273,0.000448,0.001440,0.000800,0.000320,1.154287
0.416177,0.770175,0.015104,0.000480,0.001344,0.000960,0.000384,1.211665
0.414481,0.753887,0.016352,0.000416,0.001441,0.000896,0.000320,1.194225
0.416753,0.733662,0.014176,0.000416,0.001472,0.000864,0.000352,1.173648
0.415697,0.723262,0.014144,0.000384,0.001440,0.000672,0.000320,1.161135
0.430449,0.749695,0.014273,0.000448,0.001440,0.000928,0.000352,1.204593
0.415569,0.750175,0.016288,0.000448,0.001472,0.000993,0.000384,1.191921
0.414801,0.741279,0.014528,0.000480,0.001408,0.000800,0.000321,1.179025
0.434194,0.751295,0.014145,0.000448,0.001440,0.001280,0.000384,1.209554
0.416081,0.727774,0.015937,0.000480,0.001504,0.000864,0.000352,1.169360
0.416561,0.775328,0.014496,0.000480,0.001504,0.017536,0.000384,1.234514
0.415569,0.743134,0.015296,0.000416,0.001536,0.000928,0.000352,1.183504
0.415761,0.750559,0.015105,0.000480,0.001472,0.001024,0.000320,1.190065
0.415409,0.769280,0.016448,0.000448,0.001473,0.000832,0.000320,1.210930
0.414993,0.749887,0.016544,0.000416,0.001409,0.000960,0.000320,1.191025
0.417553,0.749599,0.015456,0.000448,0.001472,0.001088,0.000416,1.193297
0.416593,0.768064,0.016673,0.000480,0.001408,0.001024,0.000384,1.211026
0.415121,0.726078,0.014400,0.000448,0.001441,0.001056,0.000352,1.165584
0.415441,0.746590,0.015552,0.000416,0.001440,0.001152,0.000320,1.186832
0.428466,0.740894,0.016001,0.000352,0.001408,0.000896,0.000352,1.194993
0.415729,0.744895,0.015072,0.000384,0.001408,0.001121,0.000384,1.185201
0.414865,0.734238,0.014625,0.000416,0.001536,0.000864,0.000384,1.173200
0.429521,0.740254,0.014369,0.000448,0.001472,0.001024,0.000384,1.194641
0.415057,0.738206,0.015009,0.000448,0.001536,0.001088,0.000352,1.178064
0.415857,0.735934,0.014529,0.000480,0.001440,0.001024,0.000352,1.175984
0.416241,0.741343,0.014593,0.000448,0.001440,0.001216,0.000352,1.183665
0.415665,0.739838,0.016545,0.000448,0.001504,0.000832,0.000384,1.182032
0.415121,0.806881,0.014624,0.000480,0.001408,0.000896,0.000320,1.245875
0.416145,0.763135,0.014273,0.000416,0.001536,0.000960,0.000352,1.202897
0.416273,0.727294,0.014369,0.000448,0.001408,0.001088,0.000320,1.166832
0.415793,0.772256,0.014464,0.000448,0.001441,0.001024,0.000320,1.211410
0.416337,0.746975,0.014528,0.000416,0.001472,0.000992,0.000320,1.186769
0.415825,0.727774,0.014304,0.000512,0.001408,0.000992,0.000320,1.166800
0.415282,0.766303,0.014369,0.000448,0.001376,0.001056,0.000384,1.204786
0.415537,0.737278,0.015553,0.000480,0.001472,0.000864,0.000320,1.177552
0.415761,0.747550,0.014529,0.000352,0.001472,0.000960,0.000352,1.187952
0.416017,0.767167,0.014624,0.000448,0.001344,0.000928,0.000384,1.207153
0.415057,0.752959,0.016065,0.000384,0.001312,0.001024,0.000384,1.193201
0.417873,0.756287,0.014305,0.000448,0.001440,0.001024,0.000352,1.198193
0.434514,0.785793,0.014208,0.000480,0.001440,0.001120,0.000352,1.244691
0.415377,0.754143,0.014209,0.000480,0.001472,0.001152,0.000384,1.194097
0.415665,0.760479,0.014401,0.000416,0.001344,0.001024,0.000384,1.200049
0.415953,0.748991,0.014272,0.000448,0.001440,0.001056,0.000416,1.189552
0.416305,0.757439,0.014401,0.000512,0.001440,0.001152,0.000352,1.197745
0.416049,0.805729,0.014304,0.000480,0.001504,0.001056,0.000352,1.245748
0.416209,0.773599,0.014433,0.000480,0.001472,0.001056,0.000384,1.215442
0.416753,0.766015,0.014561,0.000512,0.001504,0.001120,0.000352,1.207442
0.415729,0.780352,0.014433,0.000448,0.001408,0.001088,0.000384,1.220562
0.416849,0.761855,0.014305,0.000480,0.001408,0.001120,0.000352,1.202865
0.416401,0.780576,0.014369,0.000448,0.001408,0.001152,0.000288,1.221074
0.449138,0.757023,0.014400,0.000480,0.001408,0.001024,0.000384,1.230994
0.417041,0.756351,0.014721,0.000512,0.001472,0.001024,0.000384,1.197649
0.416881,0.757055,0.014721,0.000448,0.001408,0.001248,0.000448,1.214449
0.415249,0.767263,0.014625,0.000480,0.001504,0.000960,0.000384,1.206929
0.415634,0.748990,0.014145,0.000448,0.001408,0.001088,0.000352,1.188721
0.416721,0.790081,0.014496,0.000512,0.001536,0.001088,0.000384,1.233363
0.416529,0.772608,0.015265,0.000512,0.001504,0.001120,0.000384,1.214450
0.416849,0.761984,0.014816,0.000448,0.001440,0.001088,0.000384,1.203346
0.416913,0.811585,0.014497,0.000512,0.001408,0.001120,0.000384,1.253331
0.417425,0.798337,0.014785,0.000448,0.001536,0.001056,0.000384,1.240403
0.417585,0.754975,0.014977,0.000512,0.001536,0.001184,0.000320,1.198257
0.431474,0.806785,0.015105,0.000480,0.001504,0.001184,0.000352,1.264212
0.417809,0.763488,0.014880,0.000512,0.001632,0.001152,0.000352,1.206833
0.416529,0.782944,0.016065,0.000544,0.001568,0.001120,0.000384,1.226995
0.416337,0.759423,0.015041,0.000448,0.001824,0.001408,0.000384,1.201713
0.417265,0.803649,0.014977,0.000480,0.001792,0.001216,0.000384,1.248019
0.415537,0.792257,0.014944,0.000480,0.001569,0.001280,0.000384,1.234067
0.415698,0.751391,0.014592,0.000448,0.001536,0.001216,0.000416,1.192465
0.416369,0.760735,0.015169,0.000448,0.001568,0.001152,0.000416,1.203409
0.432914,0.758495,0.014561,0.000480,0.001504,0.001088,0.000352,1.216786
0.416017,0.769087,0.014849,0.000448,0.001920,0.001056,0.000320,1.211474
0.416785,0.750527,0.014593,0.000448,0.001408,0.001024,0.000352,1.192689
0.417169,0.764800,0.014977,0.000448,0.001792,0.001152,0.000352,1.208274
0.415953,0.799424,0.014785,0.000480,0.001504,0.001120,0.000384,1.240787
0.417329,0.814562,0.015072,0.000448,0.001536,0.001248,0.000384,1.258996
0.416497,0.767360,0.015104,0.000480,0.001665,0.000992,0.000384,1.210098
0.418674,0.791904,0.015521,0.000416,0.001472,0.001312,0.000320,1.237715
0.416881,0.776256,0.017825,0.000480,0.001568,0.000992,0.000352,1.221650
0.416561,0.760032,0.015808,0.000448,0.001600,0.001312,0.000384,1.203441
0.416337,0.762496,0.015360,0.000480,0.001601,0.001216,0.000416,1.205202
0.446066,0.765312,0.015328,0.000480,0.001664,0.001121,0.000320,1.237779
0.416593,0.760479,0.015201,0.000480,0.001664,0.001120,0.000320,1.203057
0.418386,0.752543,0.016032,0.000448,0.001537,0.001216,0.000352,1.198034
0.416241,0.766655,0.015201,0.000448,0.001536,0.001120,0.000352,1.208722
0.417969,0.771648,0.015424,0.000448,0.001792,0.001152,0.000352,1.216754
0.416369,0.787137,0.015328,0.000416,0.001792,0.001120,0.000384,1.230035
0.416657,0.765247,0.014849,0.000448,0.001568,0.001088,0.000352,1.207345
0.417458,0.764543,0.015009,0.000448,0.001824,0.001312,0.000352,1.208082
0.416945,0.802273,0.015008,0.000416,0.001504,0.001152,0.000384,1.244403
0.416945,0.759967,0.016257,0.000512,0.001824,0.001184,0.000352,1.204785
0.416113,0.762816,0.014752,0.000480,0.001568,0.001088,0.000352,1.204305
0.433233,0.773535,0.014817,0.000512,0.001472,0.001472,0.000384,1.232946
0.415921,0.755871,0.017312,0.000448,0.001632,0.001088,0.000320,1.199857
0.416721,0.755103,0.015009,0.000448,0.001536,0.001184,0.000384,1.197713
0.416722,0.772287,0.014913,0.000448,0.001408,0.001440,0.000384,1.216050
0.416273,0.790816,0.017185,0.000512,0.001472,0.001184,0.000416,1.235474
0.415985,0.782912,0.014689,0.000448,0.001536,0.001056,0.000384,1.225234
0.416913,0.761759,0.016193,0.000480,0.001568,0.001248,0.000384,1.206225
0.416849,0.761119,0.014977,0.000448,0.001536,0.001088,0.000352,1.203569
0.416913,0.773632,0.014817,0.000448,0.001696,0.001088,0.000352,1.216274
0.416785,0.758207,0.014657,0.000448,0.001536,0.001024,0.000384,1.200145
0.416241,0.796609,0.014529,0.000544,0.001536,0.001088,0.000320,1.237843
0.434450,0.774336,0.014753,0.000448,0.001504,0.001088,0.000352,1.234195
0.416273,0.769824,0.014721,0.000480,0.001472,0.001120,0.000352,1.211058
0.416497,0.767136,0.014944,0.000448,0.001568,0.001120,0.000384,1.210258
0.417777,0.764480,0.014976,0.000449,0.001568,0.001088,0.000384,1.207730
0.417361,0.814882,0.014977,0.000544,0.001568,0.001376,0.000352,1.258196
0.417042,0.783776,0.015681,0.000480,0.001888,0.001120,0.000384,1.227923
0.416817,0.763072,0.014688,0.000480,0.001473,0.001056,0.000320,1.205138
0.417489,0.760127,0.014465,0.000480,0.001440,0.001216,0.000416,1.202449
0.416081,0.778464,0.014817,0.000928,0.001536,0.001088,0.000384,1.220306
0.415825,0.757375,0.014497,0.000480,0.001568,0.001088,0.000384,1.198321
0.417457,0.780672,0.016193,0.000480,0.001472,0.001120,0.000384,1.224978
0.432082,0.753951,0.015169,0.000448,0.001824,0.001024,0.000352,1.212466
0.416785,0.774560,0.016225,0.000480,0.001568,0.001248,0.000384,1.219442
0.417105,0.776992,0.017472,0.000480,0.001761,0.001088,0.000416,1.222482
0.416689,0.749631,0.015361,0.000448,0.001632,0.001408,0.000384,1.192689
0.415761,0.762975,0.015393,0.000480,0.001696,0.001056,0.000352,1.204689
0.418034,0.783008,0.015457,0.000512,0.001568,0.001248,0.000352,1.226899
0.415985,0.762335,0.015521,0.000480,0.001600,0.001184,0.000384,1.204657
0.416433,0.793889,0.014976,0.000481,0.001824,0.001280,0.000384,1.236339
0.418353,0.824354,0.015745,0.000480,0.001536,0.001408,0.000384,1.269620
0.418833,0.765088,0.015520,0.000480,0.001696,0.001185,0.000352,1.210258
0.416241,0.754431,0.016225,0.000448,0.001568,0.001184,0.000352,1.196625
0.436434,0.768576,0.017760,0.000448,0.001760,0.001216,0.000384,1.234739
0.418673,0.767199,0.015296,0.000512,0.001536,0.001248,0.000416,1.211441
0.415633,0.789152,0.015905,0.000448,0.001856,0.001024,0.000320,1.231986
0.415825,0.764896,0.014880,0.000480,0.001792,0.001152,0.000352,1.205458
0.416369,0.750047,0.015104,0.000672,0.001600,0.001024,0.000352,1.191793
0.417457,0.785088,0.015073,0.000512,0.001792,0.001056,0.000320,1.228146
0.415601,0.758239,0.014561,0.000480,0.001632,0.001152,0.000352,1.198609
0.416433,0.775136,0.014721,0.000512,0.001536,0.001088,0.000320,1.215602
0.432722,0.760319,0.014785,0.000480,0.001504,0.001184,0.000320,1.217970
0.416689,0.752127,0.014497,0.000416,0.001568,0.001088,0.000352,1.192817
0.416369,0.767296,0.014976,0.000416,0.001600,0.001248,0.000320,1.210321
0.431698,0.780288,0.016577,0.000512,0.001632,0.001184,0.000320,1.239059
0.416241,0.751167,0.015329,0.000480,0.001664,0.001024,0.000352,1.192273
0.417329,0.810849,0.015137,0.000480,0.001536,0.001216,0.000352,1.252659
0.415601,0.788385,0.014272,0.000448,0.001504,0.001056,0.000352,1.227283
0.416049,0.734814,0.014273,0.000448,0.001408,0.001120,0.000352,1.175120
0.415889,0.762655,0.015393,0.000480,0.001888,0.001088,0.000384,1.204081
0.415217,0.751326,0.014144,0.000448,0.001440,0.001056,0.000288,1.190417
0.415537,0.755679,0.014656,0.000480,0.001472,0.001056,0.000353,1.195537
0.415537,0.794945,0.015617,0.000416,0.001472,0.001056,0.000320,1.235795
0.415569,0.764607,0.014689,0.000480,0.001472,0.001024,0.000320,1.205297
0.415793,0.755615,0.014241,0.000448,0.001504,0.001088,0.000320,1.194993
0.434930,0.789217,0.014016,0.000512,0.001505,0.001120,0.000352,1.248020
0.415953,0.752671,0.014208,0.000480,0.001504,0.001024,0.000352,1.192017
0.416561,0.759167,0.014657,0.000896,0.001408,0.001056,0.000320,1.201265
0.415601,0.755775,0.014625,0.000448,0.001440,0.001024,0.000352,1.196465
0.416049,0.795649,0.014273,0.000352,0.001504,0.001024,0.000288,1.236211
0.416209,0.775712,0.014497,0.000448,0.001472,0.001088,0.000320,1.216178
0.416401,0.756287,0.014465,0.000512,0.001504,0.001024,0.000320,1.196913
0.417169,0.763648,0.014592,0.000448,0.001441,0.001056,0.000416,1.206770
0.416497,0.788513,0.014688,0.000449,0.001472,0.001024,0.000352,1.230323
0.415537,0.768287,0.014305,0.000480,0.001472,0.001280,0.000384,1.208753
0.416113,0.771264,0.014464,0.000449,0.001536,0.001120,0.000352,1.212914
0.430481,0.757151,0.014369,0.000480,0.001472,0.001120,0.000352,1.212914
0.416562,0.768063,0.014401,0.000416,0.001472,0.001120,0.000352,1.208562
0.417041,0.770943,0.014528,0.000480,0.001440,0.001024,0.000352,1.213041
0.416689,0.797953,0.016736,0.000449,0.001472,0.001184,0.000352,1.242163
0.416817,0.751006,0.016097,0.000448,0.001472,0.001120,0.000320,1.195217
0.416593,0.812929,0.014433,0.000416,0.001440,0.001024,0.000320,1.254035
0.415953,0.773215,0.015073,0.000480,0.001504,0.001024,0.000384,1.215090
0.416753,0.765376,0.014528,0.000448,0.001504,0.001120,0.000384,1.206034
0.416817,0.771360,0.014753,0.000480,0.001376,0.001120,0.000384,1.213938
0.416849,0.760704,0.014976,0.000416,0.001440,0.000992,0.000352,1.202418
0.415953,0.783872,0.014273,0.000480,0.001440,0.001024,0.000320,1.223698
0.431985,0.751838,0.014560,0.000704,0.001504,0.001056,0.000320,1.209489
0.416657,0.768703,0.014689,0.000480,0.001504,0.001152,0.000352,1.210898
0.416530,0.760831,0.030561,0.000512,0.001472,0.001120,0.000384,1.218802
0.416465,0.751903,0.014241,0.000480,0.001568,0.000960,0.000384,1.192177
0.416337,0.750430,0.014208,0.000448,0.001472,0.000960,0.000384,1.190544
0.416401,0.789568,0.014401,0.000480,0.001408,0.001184,0.000320,1.231986
0.416305,0.760351,0.014401,0.000448,0.001472,0.000992,0.000352,1.201201
0.416273,0.762431,0.014305,0.000704,0.001504,0.001056,0.000352,1.202321
0.417425,0.779744,0.015873,0.000480,0.001504,0.000960,0.000384,1.222450
0.416401,0.748767,0.014305,0.000864,0.001472,0.001024,0.000256,1.188433
0.417137,0.753183,0.014241,0.000448,0.001440,0.001024,0.000320,1.194449
0.446803,0.764703,0.014817,0.000480,0.001504,0.001120,0.000352,1.236659
0.415153,0.738206,0.016321,0.000448,0.001440,0.001088,0.000320,1.179568
0.415409,0.760959,0.015713,0.000448,0.001440,0.000960,0.000352,1.201489
0.416337,0.753855,0.014337,0.000416,0.001472,0.000992,0.000352,1.193233
0.415953,0.774592,0.014401,0.000352,0.001472,0.001056,0.000352,1.215730
0.416305,0.782272,0.014560,0.000448,0.001504,0.001024,0.000353,1.222835
0.416562,0.740990,0.014337,0.000448,0.001440,0.001024,0.000384,1.181841
0.416529,0.757536,0.015104,0.000448,0.001504,0.001120,0.000352,1.199281
0.415473,0.773568,0.014433,0.000448,0.001472,0.001120,0.000352,1.212338
0.415793,0.754015,0.014400,0.000448,0.001504,0.001121,0.000320,1.194481
0.415953,0.752254,0.014337,0.000448,0.001504,0.000992,0.000352,1.192337
0.416081,0.776127,0.014593,0.000448,0.001600,0.001088,0.000352,1.217682
0.416049,0.752415,0.014497,0.000448,0.001440,0.001088,0.000384,1.193585
0.416433,0.757471,0.014273,0.000448,0.001472,0.000928,0.000416,1.197361
0.434418,0.775072,0.014785,0.000448,0.001536,0.000928,0.000384,1.235923
0.416369,0.763231,0.015201,0.000480,0.001568,0.001184,0.000352,1.205745
0.417425,0.793280,0.017601,0.000448,0.001600,0.001248,0.000352,1.239219
0.416337,0.759551,0.015360,0.000448,0.001600,0.001057,0.000384,1.201426
0.417233,0.762176,0.015008,0.000544,0.001888,0.001025,0.000416,1.205234
0.416113,0.815265,0.016801,0.000480,0.001888,0.001088,0.000352,1.258932
0.415921,0.784864,0.015265,0.000480,0.001504,0.001248,0.000384,1.227314
0.416785,0.763744,0.015232,0.000512,0.001792,0.001024,0.000416,1.206577
0.438130,0.753631,0.016769,0.000480,0.001600,0.001120,0.000384,1.218962
0.416721,0.753119,0.014977,0.000672,0.001856,0.001120,0.000416,1.195889
0.417201,0.771999,0.015520,0.000480,0.001728,0.001120,0.000352,1.216593
0.432337,0.763808,0.015744,0.000416,0.001856,0.001216,0.000416,1.222674
0.416017,0.761055,0.015329,0.000480,0.001536,0.001024,0.000384,1.203313
0.416657,0.781664,0.014945,0.000480,0.001824,0.001088,0.000352,1.224626
0.416529,0.761791,0.014881,0.000448,0.001568,0.001088,0.000320,1.203921
0.415953,0.760095,0.014817,0.000448,0.001536,0.001440,0.000384,1.201905
0.417041,0.788512,0.016673,0.000480,0.001600,0.001088,0.000384,1.233042
0.416881,0.785024,0.015073,0.000416,0.001568,0.001280,0.000352,1.227506
0.416241,0.758303,0.014785,0.000448,0.001536,0.001408,0.000320,1.199825
0.433809,0.771903,0.014785,0.000480,0.001504,0.001184,0.000352,1.231410
0.419185,0.775136,0.015329,0.000512,0.001440,0.001184,0.000384,1.221042
0.417265,0.768704,0.014560,0.000448,0.001536,0.001088,0.000384,1.210769
0.416753,0.790849,0.015424,0.000512,0.001504,0.001056,0.000384,1.233778
0.417009,0.768703,0.017473,0.000448,0.001536,0.001056,0.000384,1.213745
0.416241,0.782784,0.014784,0.000448,0.001472,0.001025,0.000384,1.223955
0.416945,0.759487,0.014753,0.000480,0.001440,0.001152,0.000384,1.202801
